location_name,year,mean_life_expectancy
Autauga County (Alabama),2015,76.0037780188588
Baldwin County (Alabama),2015,77.883491815899
Barbour County (Alabama),2015,75.0673228497808
Bibb County (Alabama),2015,73.9292406132677
Blount County (Alabama),2015,75.4045795365122
Bullock County (Alabama),2015,73.9942587358532
Butler County (Alabama),2015,73.8747097831596
Calhoun County (Alabama),2015,73.4914898222883
Chambers County (Alabama),2015,74.3558450542163
Cherokee County (Alabama),2015,74.3869269438084
Chilton County (Alabama),2015,74.1846042084152
Choctaw County (Alabama),2015,74.4079125158607
Clarke County (Alabama),2015,75.0600852353112
Clay County (Alabama),2015,74.5433505768891
Cleburne County (Alabama),2015,73.9868040627659
Coffee County (Alabama),2015,76.3605391350353
Colbert County (Alabama),2015,74.4371800102949
Conecuh County (Alabama),2015,73.5347778763338
Coosa County (Alabama),2015,75.1708542815166
Covington County (Alabama),2015,74.5258130018285
Crenshaw County (Alabama),2015,74.3461382236033
Cullman County (Alabama),2015,74.594611891369
Dale County (Alabama),2015,75.8955853753065
Dallas County (Alabama),2015,72.0822622575986
DeKalb County (Alabama),2015,74.708246577618
Elmore County (Alabama),2015,75.7371836971991
Escambia County (Alabama),2015,73.4683660064676
Etowah County (Alabama),2015,73.1955443341744
Fayette County (Alabama),2015,73.9431045571677
Franklin County (Alabama),2015,73.589235938182
Geneva County (Alabama),2015,74.6570847479417
Greene County (Alabama),2015,74.2538349549859
Hale County (Alabama),2015,73.9653852957873
Henry County (Alabama),2015,75.6190349537947
Houston County (Alabama),2015,76.3382467172531
Jackson County (Alabama),2015,73.4843045744864
Jefferson County (Alabama),2015,74.806564666839
Lamar County (Alabama),2015,74.4774859000498
Lauderdale County (Alabama),2015,75.9992408194207
Lawrence County (Alabama),2015,73.7066029348587
Lee County (Alabama),2015,77.5898607027561
Limestone County (Alabama),2015,77.3894821829376
Lowndes County (Alabama),2015,72.0601797573648
Macon County (Alabama),2015,73.2131086140897
Madison County (Alabama),2015,77.542194549947
Marengo County (Alabama),2015,73.8566544196385
Marion County (Alabama),2015,74.1929234345737
Marshall County (Alabama),2015,74.0778968695931
Mobile County (Alabama),2015,74.9316859921305
