location_name,year,mean_life_expectancy
Autauga County (Alabama),2016,75.8778642323899
Baldwin County (Alabama),2016,77.9130697620398
Barbour County (Alabama),2016,74.9198636240141
Bibb County (Alabama),2016,73.6673305057905
Blount County (Alabama),2016,75.0352199305904
Bullock County (Alabama),2016,74.0743945438457
Butler County (Alabama),2016,73.7224421194177
Calhoun County (Alabama),2016,73.2983281711204
Chambers County (Alabama),2016,74.35653924479
Cherokee County (Alabama),2016,74.35852627411
Chilton County (Alabama),2016,74.0413531729133
Choctaw County (Alabama),2016,74.2486999564165
Clarke County (Alabama),2016,74.5765529742926
Clay County (Alabama),2016,74.369383765865
Cleburne County (Alabama),2016,73.9771106499581
Coffee County (Alabama),2016,76.3011829926155
Colbert County (Alabama),2016,74.3929774045908
Conecuh County (Alabama),2016,73.4218703928667
Coosa County (Alabama),2016,75.1413818724986
Covington County (Alabama),2016,74.1371294582595
Crenshaw County (Alabama),2016,74.0180136364953
Cullman County (Alabama),2016,74.3769894915807
Dale County (Alabama),2016,75.5523047608571
Dallas County (Alabama),2016,71.9735127187965
DeKalb County (Alabama),2016,74.4934976817947
Elmore County (Alabama),2016,75.7757161449512
Escambia County (Alabama),2016,73.1630074988594
Etowah County (Alabama),2016,73.053355135026
Fayette County (Alabama),2016,73.6581554932797
Franklin County (Alabama),2016,73.3754326341656
Geneva County (Alabama),2016,74.4234456628163
Greene County (Alabama),2016,73.9562928242995
Hale County (Alabama),2016,73.7872404003688
Henry County (Alabama),2016,75.4295227396512
Houston County (Alabama),2016,76.107335428337
Jackson County (Alabama),2016,73.4224281684067
Jefferson County (Alabama),2016,74.6861744174914
Lamar County (Alabama),2016,74.3621045612881
Lauderdale County (Alabama),2016,76.0319979262066
Lawrence County (Alabama),2016,73.765357848758
Lee County (Alabama),2016,77.5109882075979
Limestone County (Alabama),2016,77.2763641772968
Lowndes County (Alabama),2016,71.8951633690497
Macon County (Alabama),2016,73.090134567349
Madison County (Alabama),2016,77.5122550397981
Marengo County (Alabama),2016,73.54245764648
Marion County (Alabama),2016,74.0145601745605
Marshall County (Alabama),2016,74.0554552221729
Mobile County (Alabama),2016,74.8448680449495
Monroe County (Alabama),2016,74.7048197454091
Montgomery County (Alabama),2016,75.9247713547993
Morgan County (Alabama),2016,75.2816176346909
Perry County (Alabama),2016,72.2207426684408
Pickens County (Alabama),2016,74.3841278449026
Pike County (Alabama),2016,74.9075976437267
Randolph County (Alabama),2016,74.1995203731576
Russell County (Alabama),2016,73.8166201926909
Saint Clair County (Alabama),2016,74.931099486946
Shelby County (Alabama),2016,79.9329869213868
Sumter County (Alabama),2016,74.3710053760309
Talladega County (Alabama),2016,73.4265194965138
Tallapoosa County (Alabama),2016,74.8367340685609
Tuscaloosa County (Alabama),2016,76.1222396683925
Walker County (Alabama),2016,70.313647599106
Washington County (Alabama),2016,74.2666042086814
Wilcox County (Alabama),2016,71.4893330327934
Winston County (Alabama),2016,74.3483369616355
Anchorage Municipality (Alaska),2016,78.9414080782189
Bethel Census Area (Alaska),2016,72.4470915674431
Bristol Bay Borough (Alaska),2016,75.6282235384974
Fairbanks North Star Borough (Alaska),2016,79.6767828494726
Haines Borough (Alaska),2016,81.3439033397237
Juneau City and Borough (Alaska),2016,80.1511541046263
Kenai Peninsula Borough (Alaska),2016,78.4498058809908
Kodiak Island Borough (Alaska),2016,79.6808969333594
Matanuska-Susitna Borough (Alaska),2016,78.425444432157
Nome Census Area (Alaska),2016,70.7266373275761
North Slope Borough (Alaska),2016,75.2944708808568
Sitka City and Borough (Alaska),2016,80.0851648320793
Southeast Fairbanks Census Area (Alaska),2016,77.453426696203
Chugach Census Area (Alaska),2016,78.4894852204936
Copper River Census Area (Alaska),2016,78.4894852204936
Valdez-Cordova Census Area (Alaska),2016,78.4894852204936
Kusilvak Census Area (Alaska),2016,68.2374433774828
Wade Hampton Census Area (Alaska),2016,68.2374433774828
Kobuk Census Area (Alaska),2016,72.3150672257676
Northwest Arctic Borough (Alaska),2016,72.3150672257676
Aleutian Islands Census Area (Alaska),2016,83.9668552562973
Aleutians East Borough (Alaska),2016,83.9668552562973
Aleutians West Census Area (Alaska),2016,83.9668552562973
Dillingham Census Area (Alaska),2016,73.902430273866
Lake and Peninsula Borough (Alaska),2016,73.902430273866
Denali Borough (Alaska),2016,73.7545978405956
Yukon-Koyukuk Census Area (Alaska),2016,73.7545978405956
Hoonah-Angoon Census Area (Alaska),2016,80.6333971268856
Skagway Municipality (Alaska),2016,80.6333971268856
Skagway-Yakutat-Angoon Census Area (Alaska),2016,80.6333971268856
Skagway-Hoonah-Angoon Census Area (Alaska),2016,80.6333971268856
Yakutat City and Borough (Alaska),2016,80.6333971268856
Ketchikan Gateway Borough (Alaska),2016,78.7599035617588
Petersburg Borough (Alaska),2016,78.7599035617588
Prince of Wales-Hyder Census Area (Alaska),2016,78.7599035617588
Prince of Wales-Outer Ketchikan Census Area (Alaska),2016,78.7599035617588
Wrangell City and Borough (Alaska),2016,78.7599035617588
Wrangell-Petersburg Census Area (Alaska),2016,78.7599035617588
Apache County (Arizona),2016,72.5861795747435
Cochise County (Arizona),2016,77.8381814457557
Coconino County (Arizona),2016,78.7310637809859
Gila County (Arizona),2016,74.5194372043746
Graham County (Arizona),2016,77.0588505436379
Greenlee County (Arizona),2016,78.2700423686553
Maricopa County (Arizona),2016,79.7975632543799
Mohave County (Arizona),2016,75.0984277272029
Navajo County (Arizona),2016,74.0172421905699
Pima County (Arizona),2016,78.7473891386961
Pinal County (Arizona),2016,80.8872234047816
Santa Cruz County (Arizona),2016,81.6928524316121
Yavapai County (Arizona),2016,78.2013767088911
La Paz County (Arizona),2016,81.1323584179148
Yuma County (Arizona),2016,81.1323584179148
Arkansas County (Arkansas),2016,73.5078340747071
Ashley County (Arkansas),2016,74.1018929294341
Baxter County (Arkansas),2016,75.9668160004689
Benton County (Arkansas),2016,79.3662392360665
Boone County (Arkansas),2016,76.2052538764821
Bradley County (Arkansas),2016,73.6321012263139
Calhoun County (Arkansas),2016,74.2742607709339
Carroll County (Arkansas),2016,76.8819075049595
Chicot County (Arkansas),2016,73.3238474544558
Clark County (Arkansas),2016,75.3882863851655
Clay County (Arkansas),2016,72.9811894014708
Cleburne County (Arkansas),2016,75.8127585008705
Cleveland County (Arkansas),2016,74.8939886154834
Columbia County (Arkansas),2016,74.0855795655613
Conway County (Arkansas),2016,74.754414371743
Craighead County (Arkansas),2016,76.0817250967884
Crawford County (Arkansas),2016,75.6766406592927
Crittenden County (Arkansas),2016,72.5637861678559
Cross County (Arkansas),2016,73.2244878594942
Dallas County (Arkansas),2016,73.4422555480321
Desha County (Arkansas),2016,72.6462159118589
Drew County (Arkansas),2016,75.1951468080834
Faulkner County (Arkansas),2016,76.4874032503551
Franklin County (Arkansas),2016,74.4845723172756
Fulton County (Arkansas),2016,74.9094662928843
Garland County (Arkansas),2016,74.6472657226993
Grant County (Arkansas),2016,75.4770090781045
Greene County (Arkansas),2016,74.1589164965496
Hempstead County (Arkansas),2016,75.1979646501176
Hot Spring County (Arkansas),2016,74.4999020548917
Howard County (Arkansas),2016,73.932743414837
Independence County (Arkansas),2016,75.597642844104
Izard County (Arkansas),2016,75.3232023880092
Jackson County (Arkansas),2016,73.2755006173174
Jefferson County (Arkansas),2016,73.3573657986794
Johnson County (Arkansas),2016,75.708328154088
Lafayette County (Arkansas),2016,74.1087285476435
Lawrence County (Arkansas),2016,73.8666511091755
Lee County (Arkansas),2016,73.2898101789483
Lincoln County (Arkansas),2016,74.8737212942846
Little River County (Arkansas),2016,74.0887659563583
Logan County (Arkansas),2016,74.3392486202055
Lonoke County (Arkansas),2016,74.8597538055158
Madison County (Arkansas),2016,75.3760684364268
Marion County (Arkansas),2016,75.2302699143187
Miller County (Arkansas),2016,74.464750313759
Mississippi County (Arkansas),2016,71.5808568937905
Monroe County (Arkansas),2016,72.5512464018065
Montgomery County (Arkansas),2016,75.7333292628795
Nevada County (Arkansas),2016,74.1305169224004
Newton County (Arkansas),2016,76.8481553354379
Ouachita County (Arkansas),2016,72.9330993978912
Perry County (Arkansas),2016,74.9408602678681
Phillips County (Arkansas),2016,71.0370074249924
Pike County (Arkansas),2016,74.8391656898764
Poinsett County (Arkansas),2016,71.2771472412706
Polk County (Arkansas),2016,74.8970397900164
Pope County (Arkansas),2016,76.4300136434993
Prairie County (Arkansas),2016,75.5071739186967
Pulaski County (Arkansas),2016,75.8807017523375
Randolph County (Arkansas),2016,74.4503944893886
Saint Francis County (Arkansas),2016,74.2814678477732
Saline County (Arkansas),2016,77.1945795984751
Scott County (Arkansas),2016,74.7762367047787
Searcy County (Arkansas),2016,75.209341850468
Sebastian County (Arkansas),2016,75.7412578528108
Sevier County (Arkansas),2016,75.0335734317659
Sharp County (Arkansas),2016,73.8718009909941
Stone County (Arkansas),2016,75.9810049570156
Union County (Arkansas),2016,73.1547114216788
Van Buren County (Arkansas),2016,76.1235890134709
Washington County (Arkansas),2016,77.842915624892
White County (Arkansas),2016,75.2602189004461
Woodruff County (Arkansas),2016,72.6191345768075
Yell County (Arkansas),2016,74.3789291508417
Alameda County (California),2016,82.1501481156434
Alpine County (California),2016,78.7141694777777
Amador County (California),2016,79.6289913494107
Butte County (California),2016,77.5105736588065
Calaveras County (California),2016,79.3962210334918
Colusa County (California),2016,79.8683726910953
Contra Costa County (California),2016,81.820905224195
Del Norte County (California),2016,75.3686655248315
El Dorado County (California),2016,81.4317611841157
Fresno County (California),2016,78.4598027402172
Glenn County (California),2016,77.4678250112228
Humboldt County (California),2016,76.7743480124378
Imperial County (California),2016,80.7733344280559
Inyo County (California),2016,79.2496428941011
Kern County (California),2016,77.1131579275637
Kings County (California),2016,79.3576346699736
Lake County (California),2016,74.8583185356204
Lassen County (California),2016,78.1832914319916
Los Angeles County (California),2016,81.5672419912865
Madera County (California),2016,78.9932943575827
Marin County (California),2016,84.5696953393942
Mariposa County (California),2016,80.0692648230514
Mendocino County (California),2016,78.5297725160372
Merced County (California),2016,78.5160140959399
Modoc County (California),2016,77.3676287645249
Mono County (California),2016,84.9099794657506
Monterey County (California),2016,81.9215612488998
Napa County (California),2016,81.1717905624185
Nevada County (California),2016,81.0737790934898
Orange County (California),2016,82.5515884259936
Placer County (California),2016,81.6415657950364
Plumas County (California),2016,78.4309252153192
Riverside County (California),2016,80.3460832691874
Sacramento County (California),2016,79.0908345914297
San Benito County (California),2016,81.7030195794554
San Bernardino County (California),2016,78.3619715863638
San Diego County (California),2016,81.6053443891293
San Francisco County (California),2016,82.9715287689956
San Joaquin County (California),2016,78.1059218431169
San Luis Obispo County (California),2016,81.2878144166655
San Mateo County (California),2016,84.0123323762231
Santa Barbara County (California),2016,81.6454722199999
Santa Clara County (California),2016,83.9160943086229
Santa Cruz County (California),2016,81.9961564120804
Shasta County (California),2016,75.8154731112947
Sierra County (California),2016,78.6673415441736
Siskiyou County (California),2016,76.2815852028519
Solano County (California),2016,79.6679789808252
Sonoma County (California),2016,81.4949042107213
Stanislaus County (California),2016,77.7558204850156
Sutter County (California),2016,78.425992865714
Tehama County (California),2016,77.156038711692
Trinity County (California),2016,76.476377604325
Tulare County (California),2016,78.0600422756
Tuolumne County (California),2016,78.5207303713631
Ventura County (California),2016,81.8451328376878
Yolo County (California),2016,80.902034743803
Yuba County (California),2016,75.7450257040619
Alamosa County (Colorado),2016,75.771887610673
Archuleta County (Colorado),2016,81.6414378243916
Baca County (Colorado),2016,76.9965655550903
Bent County (Colorado),2016,75.7641542661414
Chaffee County (Colorado),2016,81.2002092122488
Cheyenne County (Colorado),2016,78.8841561398334
Clear Creek County (Colorado),2016,82.2134532225974
Conejos County (Colorado),2016,76.3307341255663
Costilla County (Colorado),2016,76.7769601558707
Crowley County (Colorado),2016,77.1719431023493
Custer County (Colorado),2016,81.0944165093847
