location_name,year,mean_life_expectancy
Autauga County (Alabama),2010,75.7284893496437
Baldwin County (Alabama),2010,77.8266077389985
Barbour County (Alabama),2010,75.8419733495584
Bibb County (Alabama),2010,73.7054319135083
Blount County (Alabama),2010,75.7534073356519
Bullock County (Alabama),2010,74.1878555422018
Butler County (Alabama),2010,73.7942747470726
Calhoun County (Alabama),2010,73.7141138064562
Chambers County (Alabama),2010,74.2114088602915
Cherokee County (Alabama),2010,74.939245488683
Chilton County (Alabama),2010,74.1196504152812
Choctaw County (Alabama),2010,75.0365582510592
Clarke County (Alabama),2010,75.4688528363398
Clay County (Alabama),2010,74.6375360717315
Cleburne County (Alabama),2010,74.1098063725025
Coffee County (Alabama),2010,76.6753737695232
Colbert County (Alabama),2010,75.0527971236638
Conecuh County (Alabama),2010,74.2911586115853
Coosa County (Alabama),2010,75.226495991597
Covington County (Alabama),2010,74.9876206618781
Crenshaw County (Alabama),2010,74.4134467139757
Cullman County (Alabama),2010,75.0615131095318
Dale County (Alabama),2010,76.3776327012046
Dallas County (Alabama),2010,72.194894622946
DeKalb County (Alabama),2010,74.9326878731946
Elmore County (Alabama),2010,76.0549835788085
Escambia County (Alabama),2010,74.0725339506569
Etowah County (Alabama),2010,73.3996908564453
Fayette County (Alabama),2010,74.0149767995414
Franklin County (Alabama),2010,73.7394410955062
Geneva County (Alabama),2010,75.4172958217931
Greene County (Alabama),2010,74.8685230692577
Hale County (Alabama),2010,73.9966180629542
Henry County (Alabama),2010,75.7246477387624
Houston County (Alabama),2010,76.5737904802643
Jackson County (Alabama),2010,74.0563044756205
Jefferson County (Alabama),2010,74.7820532769035
Lamar County (Alabama),2010,74.6933066413968
Lauderdale County (Alabama),2010,76.6078053607857
Lawrence County (Alabama),2010,74.4321291064937
Lee County (Alabama),2010,77.3142074688178
Limestone County (Alabama),2010,77.3549249793374
Lowndes County (Alabama),2010,72.6625382940929
Macon County (Alabama),2010,73.3766639403125
Madison County (Alabama),2010,77.6812736418888
Marengo County (Alabama),2010,74.7186845507189
Marion County (Alabama),2010,74.2762724525403
Marshall County (Alabama),2010,74.4303321466104
Mobile County (Alabama),2010,74.8490100340767
Monroe County (Alabama),2010,74.8209930251298
Montgomery County (Alabama),2010,75.9003460869045
Morgan County (Alabama),2010,75.8347370895523
Perry County (Alabama),2010,72.2544446304324
Pickens County (Alabama),2010,74.43577342249
Pike County (Alabama),2010,75.1264956715983
Randolph County (Alabama),2010,74.4091051150035
Russell County (Alabama),2010,74.0105358163694
Saint Clair County (Alabama),2010,75.0632830286239
Shelby County (Alabama),2010,79.3605942204235
Sumter County (Alabama),2010,74.7921572142597
Talladega County (Alabama),2010,73.6882547200741
Tallapoosa County (Alabama),2010,75.077435710559
Tuscaloosa County (Alabama),2010,75.8862020245186
Walker County (Alabama),2010,71.1723809100068
Washington County (Alabama),2010,74.9165994000916
Wilcox County (Alabama),2010,72.2227020427842
Winston County (Alabama),2010,74.4351585659774
Anchorage Municipality (Alaska),2010,78.9245272689264
Bethel Census Area (Alaska),2010,73.3300223061007
Bristol Bay Borough (Alaska),2010,75.7329552494461
Fairbanks North Star Borough (Alaska),2010,79.1817743582799
Haines Borough (Alaska),2010,79.954475555649
Juneau City and Borough (Alaska),2010,79.5450525828138
Kenai Peninsula Borough (Alaska),2010,78.3433239355887
Kodiak Island Borough (Alaska),2010,79.2454630390477
Matanuska-Susitna Borough (Alaska),2010,78.2391649292321
Nome Census Area (Alaska),2010,71.5217195377239
North Slope Borough (Alaska),2010,75.6183543614843
Sitka City and Borough (Alaska),2010,79.9193586987551
Southeast Fairbanks Census Area (Alaska),2010,77.8836827652977
Chugach Census Area (Alaska),2010,77.7330094117857
Copper River Census Area (Alaska),2010,77.7330094117857
Valdez-Cordova Census Area (Alaska),2010,77.7330094117857
Kusilvak Census Area (Alaska),2010,69.7239065705661
Wade Hampton Census Area (Alaska),2010,69.7239065705661
Kobuk Census Area (Alaska),2010,73.3391317270434
Northwest Arctic Borough (Alaska),2010,73.3391317270434
Aleutian Islands Census Area (Alaska),2010,82.6311532210158
Aleutians East Borough (Alaska),2010,82.6311532210158
Aleutians West Census Area (Alaska),2010,82.6311532210158
Dillingham Census Area (Alaska),2010,74.1456948712291
Lake and Peninsula Borough (Alaska),2010,74.1456948712291
Denali Borough (Alaska),2010,73.4250343041214
Yukon-Koyukuk Census Area (Alaska),2010,73.4250343041214
Hoonah-Angoon Census Area (Alaska),2010,80.2028303887827
Skagway Municipality (Alaska),2010,80.2028303887827
Skagway-Yakutat-Angoon Census Area (Alaska),2010,80.2028303887827
Skagway-Hoonah-Angoon Census Area (Alaska),2010,80.2028303887827
Yakutat City and Borough (Alaska),2010,80.2028303887827
Ketchikan Gateway Borough (Alaska),2010,78.068609555046
Petersburg Borough (Alaska),2010,78.068609555046
Prince of Wales-Hyder Census Area (Alaska),2010,78.068609555046
Prince of Wales-Outer Ketchikan Census Area (Alaska),2010,78.068609555046
Wrangell City and Borough (Alaska),2010,78.068609555046
Wrangell-Petersburg Census Area (Alaska),2010,78.068609555046
Apache County (Arizona),2010,73.9084540856657
Cochise County (Arizona),2010,78.5158098155958
Coconino County (Arizona),2010,78.8793918533605
Gila County (Arizona),2010,75.4437756678515
Graham County (Arizona),2010,77.2691123971271
Greenlee County (Arizona),2010,78.6717121553605
Maricopa County (Arizona),2010,79.9288361892334
Mohave County (Arizona),2010,75.5447946246861
Navajo County (Arizona),2010,75.3734268523667
Pima County (Arizona),2010,79.1257429617843
Pinal County (Arizona),2010,80.3503916261864
Santa Cruz County (Arizona),2010,81.6652696850513
Yavapai County (Arizona),2010,78.6639768114451
La Paz County (Arizona),2010,81.2379419949419
Yuma County (Arizona),2010,81.2379419949419
Arkansas County (Arkansas),2010,74.1918526582681
Ashley County (Arkansas),2010,74.8757442209592
Baxter County (Arkansas),2010,76.2619900238484
Benton County (Arkansas),2010,79.7106033533568
Boone County (Arkansas),2010,77.0322104929616
Bradley County (Arkansas),2010,74.2051264908246
Calhoun County (Arkansas),2010,75.1983859359615
Carroll County (Arkansas),2010,77.3863690630778
Chicot County (Arkansas),2010,74.1382223635403
Clark County (Arkansas),2010,75.6708017909048
Clay County (Arkansas),2010,74.1188250737977
Cleburne County (Arkansas),2010,76.7870647705504
Cleveland County (Arkansas),2010,75.6067201090524
Columbia County (Arkansas),2010,74.7154921560309
Conway County (Arkansas),2010,75.6462834778638
Craighead County (Arkansas),2010,75.9970858547541
Crawford County (Arkansas),2010,75.859039185564
Crittenden County (Arkansas),2010,72.7906873129834
Cross County (Arkansas),2010,73.902156102448
Dallas County (Arkansas),2010,73.997270780656
Desha County (Arkansas),2010,73.6635372740047
Drew County (Arkansas),2010,76.0491456998621
Faulkner County (Arkansas),2010,77.0428638182801
Franklin County (Arkansas),2010,75.5458263302084
Fulton County (Arkansas),2010,75.7157069981427
Garland County (Arkansas),2010,75.3565793395802
Grant County (Arkansas),2010,75.9718993896894
Greene County (Arkansas),2010,74.6519765281286
Hempstead County (Arkansas),2010,75.5778491129795
Hot Spring County (Arkansas),2010,75.3505382359784
Howard County (Arkansas),2010,74.3256651832679
Independence County (Arkansas),2010,75.6091104779093
Izard County (Arkansas),2010,75.7891479102865
Jackson County (Arkansas),2010,73.9937323531042
Jefferson County (Arkansas),2010,74.268551625703
Johnson County (Arkansas),2010,76.3266816154184
Lafayette County (Arkansas),2010,74.3344974472446
Lawrence County (Arkansas),2010,74.4406361230034
Lee County (Arkansas),2010,73.7528783839541
Lincoln County (Arkansas),2010,75.9947071239763
Little River County (Arkansas),2010,74.7292562710955
Logan County (Arkansas),2010,75.1862735405503
Lonoke County (Arkansas),2010,75.5665406623968
Madison County (Arkansas),2010,75.8564953768165
Marion County (Arkansas),2010,76.1598831325385
Miller County (Arkansas),2010,75.3580086535153
Mississippi County (Arkansas),2010,72.3743643040729
Monroe County (Arkansas),2010,73.6639669837679
Montgomery County (Arkansas),2010,76.4857380467761
Nevada County (Arkansas),2010,74.4385057234473
Newton County (Arkansas),2010,77.1872549142482
Ouachita County (Arkansas),2010,73.8466744763712
Perry County (Arkansas),2010,75.443618271564
Phillips County (Arkansas),2010,71.6632439477911
Pike County (Arkansas),2010,75.4641983051212
Poinsett County (Arkansas),2010,72.163013547861
Polk County (Arkansas),2010,75.4413839671568
Pope County (Arkansas),2010,76.8560057367961
Prairie County (Arkansas),2010,75.7570184889654
Pulaski County (Arkansas),2010,76.2218380686612
Randolph County (Arkansas),2010,75.3734296495411
