location_name,year,mean_life_expectancy
Autauga County (Alabama),2019,76.5932651350438
Baldwin County (Alabama),2019,78.2935223384932
Barbour County (Alabama),2019,74.8145320945807
Bibb County (Alabama),2019,73.9200538034534
Blount County (Alabama),2019,75.0291855488467
Bullock County (Alabama),2019,73.9493288862537
Butler County (Alabama),2019,74.1389189035864
Calhoun County (Alabama),2019,73.5629066906819
Chambers County (Alabama),2019,74.7026464205289
Cherokee County (Alabama),2019,74.6131502945787
Chilton County (Alabama),2019,74.5859698133504
Choctaw County (Alabama),2019,74.6284355949225
Clarke County (Alabama),2019,75.0999434901388
Clay County (Alabama),2019,74.701948975265
Cleburne County (Alabama),2019,74.7558638422596
Coffee County (Alabama),2019,76.3997264684506
Colbert County (Alabama),2019,74.5331789579054
Conecuh County (Alabama),2019,73.8841768203255
Coosa County (Alabama),2019,75.7384814528474
Covington County (Alabama),2019,74.2115895055701
Crenshaw County (Alabama),2019,74.3548048141269
Cullman County (Alabama),2019,74.5626540622359
Dale County (Alabama),2019,75.5818368193645
Dallas County (Alabama),2019,72.4762524056376
DeKalb County (Alabama),2019,74.9432497939268
Elmore County (Alabama),2019,76.2158567842262
Escambia County (Alabama),2019,73.3131687800953
Etowah County (Alabama),2019,73.3604926263926
Fayette County (Alabama),2019,74.0421749009191
Franklin County (Alabama),2019,74.0661703364282
Geneva County (Alabama),2019,74.3981355513722
Greene County (Alabama),2019,74.0544180583619
Hale County (Alabama),2019,74.195380885004
Henry County (Alabama),2019,75.6447400375483
Houston County (Alabama),2019,76.2430325268057
Jackson County (Alabama),2019,73.6828553298684
Jefferson County (Alabama),2019,74.8621541773249
Lamar County (Alabama),2019,74.8683149184064
Lauderdale County (Alabama),2019,76.2969405417653
Lawrence County (Alabama),2019,74.0450227399105
Lee County (Alabama),2019,77.9139576690325
Limestone County (Alabama),2019,77.6675828538061
Lowndes County (Alabama),2019,72.074118169288
Macon County (Alabama),2019,73.257603254685
Madison County (Alabama),2019,77.7641916190152
Marengo County (Alabama),2019,73.5254347483341
Marion County (Alabama),2019,74.6258695781583
Marshall County (Alabama),2019,74.5877863503167
Mobile County (Alabama),2019,75.3368060857871
Monroe County (Alabama),2019,75.1270770002995
Montgomery County (Alabama),2019,76.4216275471708
Morgan County (Alabama),2019,75.4863635328123
Perry County (Alabama),2019,73.1742532055544
Pickens County (Alabama),2019,74.8142448398232
Pike County (Alabama),2019,75.2422168626359
Randolph County (Alabama),2019,74.6401983680838
Russell County (Alabama),2019,73.8179782797389
Saint Clair County (Alabama),2019,75.2553895649825
Shelby County (Alabama),2019,80.4641938071101
Sumter County (Alabama),2019,74.9804619366111
Talladega County (Alabama),2019,73.8695996345704
Tallapoosa County (Alabama),2019,75.1740848507411
Tuscaloosa County (Alabama),2019,76.6889893454644
Walker County (Alabama),2019,70.6271114963763
Washington County (Alabama),2019,74.8365149840162
Wilcox County (Alabama),2019,71.8708091393013
Winston County (Alabama),2019,74.940147608181
Anchorage Municipality (Alaska),2019,79.3865194176634
Bethel Census Area (Alaska),2019,72.7950243111552
Bristol Bay Borough (Alaska),2019,76.6332466885107
Fairbanks North Star Borough (Alaska),2019,80.6262503620013
Haines Borough (Alaska),2019,83.0150521479304
Juneau City and Borough (Alaska),2019,81.2261376714925
Kenai Peninsula Borough (Alaska),2019,78.9204662278644
Kodiak Island Borough (Alaska),2019,80.7900989550181
Matanuska-Susitna Borough (Alaska),2019,79.1898406557226
Nome Census Area (Alaska),2019,70.84535552875
North Slope Borough (Alaska),2019,75.9546291142911
Sitka City and Borough (Alaska),2019,80.8518144560272
Southeast Fairbanks Census Area (Alaska),2019,77.9794410796304
Chugach Census Area (Alaska),2019,79.5744180540543
Copper River Census Area (Alaska),2019,79.5744180540543
Valdez-Cordova Census Area (Alaska),2019,79.5744180540543
Kusilvak Census Area (Alaska),2019,68.5618044992559
Wade Hampton Census Area (Alaska),2019,68.5618044992559
Kobuk Census Area (Alaska),2019,72.7862703824079
Northwest Arctic Borough (Alaska),2019,72.7862703824079
Aleutian Islands Census Area (Alaska),2019,84.863880134356
Aleutians East Borough (Alaska),2019,84.863880134356
Aleutians West Census Area (Alaska),2019,84.863880134356
Dillingham Census Area (Alaska),2019,74.5502413308315
Lake and Peninsula Borough (Alaska),2019,74.5502413308315
Denali Borough (Alaska),2019,74.9741404048799
Yukon-Koyukuk Census Area (Alaska),2019,74.9741404048799
Hoonah-Angoon Census Area (Alaska),2019,81.5456543521652
Skagway Municipality (Alaska),2019,81.5456543521652
Skagway-Yakutat-Angoon Census Area (Alaska),2019,81.5456543521652
Skagway-Hoonah-Angoon Census Area (Alaska),2019,81.5456543521652
Yakutat City and Borough (Alaska),2019,81.5456543521652
Ketchikan Gateway Borough (Alaska),2019,79.753892368488
Petersburg Borough (Alaska),2019,79.753892368488
Prince of Wales-Hyder Census Area (Alaska),2019,79.753892368488
Prince of Wales-Outer Ketchikan Census Area (Alaska),2019,79.753892368488
Wrangell City and Borough (Alaska),2019,79.753892368488
Wrangell-Petersburg Census Area (Alaska),2019,79.753892368488
Apache County (Arizona),2019,72.3284548272921
Cochise County (Arizona),2019,77.7795013827217
Coconino County (Arizona),2019,78.79049043438
Gila County (Arizona),2019,74.3478336675243
Graham County (Arizona),2019,77.2067923381599
Greenlee County (Arizona),2019,78.4893303009505
Maricopa County (Arizona),2019,79.7635827048315
Mohave County (Arizona),2019,75.2291349289979
Navajo County (Arizona),2019,73.6982428819168
Pima County (Arizona),2019,78.8273378145992
Pinal County (Arizona),2019,81.4701445906188
Santa Cruz County (Arizona),2019,82.039463073111
Yavapai County (Arizona),2019,78.1846564541411
La Paz County (Arizona),2019,81.4353901669475
Yuma County (Arizona),2019,81.4353901669475
Arkansas County (Arkansas),2019,74.0251497586038
Ashley County (Arkansas),2019,74.2895051923306
Baxter County (Arkansas),2019,76.2501239643624
Benton County (Arkansas),2019,79.69562751172
Boone County (Arkansas),2019,76.4606951241037
Bradley County (Arkansas),2019,74.0787319215763
Calhoun County (Arkansas),2019,75.0215094185301
Carroll County (Arkansas),2019,77.2842160355692
Chicot County (Arkansas),2019,73.6861573372926
Clark County (Arkansas),2019,76.0630306037432
Clay County (Arkansas),2019,73.1902475268155
Cleburne County (Arkansas),2019,75.9718803756163
Cleveland County (Arkansas),2019,75.1716757513491
Columbia County (Arkansas),2019,74.5558798297109
Conway County (Arkansas),2019,74.9230500819947
Craighead County (Arkansas),2019,76.4586434664692
Crawford County (Arkansas),2019,76.0994700780118
Crittenden County (Arkansas),2019,73.0267848799303
Cross County (Arkansas),2019,73.4524804330144
Dallas County (Arkansas),2019,73.9958868828713
Desha County (Arkansas),2019,72.7220178284176
Drew County (Arkansas),2019,75.3221847381784
Faulkner County (Arkansas),2019,76.6906424011415
Franklin County (Arkansas),2019,74.8382795580183
Fulton County (Arkansas),2019,75.0356374627702
Garland County (Arkansas),2019,74.8562256903252
Grant County (Arkansas),2019,75.6041085997915
Greene County (Arkansas),2019,74.3358069408924
Hempstead County (Arkansas),2019,75.5311036861403
Hot Spring County (Arkansas),2019,74.4833685843654
Howard County (Arkansas),2019,74.3708884718481
Independence County (Arkansas),2019,76.1679910478133
Izard County (Arkansas),2019,75.6157370549392
Jackson County (Arkansas),2019,73.4717805117145
Jefferson County (Arkansas),2019,73.4261899123358
Johnson County (Arkansas),2019,75.9836214076058
Lafayette County (Arkansas),2019,74.9707697442814
Lawrence County (Arkansas),2019,74.1619647316862
Lee County (Arkansas),2019,73.6550632062585
Lincoln County (Arkansas),2019,75.1174601445946
Little River County (Arkansas),2019,74.2296480855239
Logan County (Arkansas),2019,74.5390519713844
Lonoke County (Arkansas),2019,75.1530127524346
