location_name,year,mean_life_expectancy
Autauga County (Alabama),2011,75.4925202386462
Baldwin County (Alabama),2011,77.8423650015963
Barbour County (Alabama),2011,75.595637249946
Bibb County (Alabama),2011,74.0344688193408
Blount County (Alabama),2011,75.6391619533487
Bullock County (Alabama),2011,74.2739554960482
Butler County (Alabama),2011,73.9651089293776
Calhoun County (Alabama),2011,73.7077867258585
Chambers County (Alabama),2011,74.4230989860951
Cherokee County (Alabama),2011,74.7404282767045
Chilton County (Alabama),2011,74.1199930791932
Choctaw County (Alabama),2011,74.8739015887257
Clarke County (Alabama),2011,75.1733956125784
Clay County (Alabama),2011,74.5835545620861
Cleburne County (Alabama),2011,73.99284382415
Coffee County (Alabama),2011,76.6942751463285
Colbert County (Alabama),2011,74.8238293093218
Conecuh County (Alabama),2011,74.0532621622411
Coosa County (Alabama),2011,75.1465003344996
Covington County (Alabama),2011,74.8776850693277
Crenshaw County (Alabama),2011,74.4794946106318
Cullman County (Alabama),2011,75.0756292766288
Dale County (Alabama),2011,76.2768130036991
Dallas County (Alabama),2011,72.235261755232
DeKalb County (Alabama),2011,74.9031637918789
Elmore County (Alabama),2011,76.006670130727
Escambia County (Alabama),2011,73.9757187398604
Etowah County (Alabama),2011,73.1926894093852
Fayette County (Alabama),2011,74.0691470655125
Franklin County (Alabama),2011,73.5155138620992
Geneva County (Alabama),2011,75.2038597049172
Greene County (Alabama),2011,74.7905165682512
Hale County (Alabama),2011,73.9972175612381
Henry County (Alabama),2011,75.8708425808874
Houston County (Alabama),2011,76.616969512427
Jackson County (Alabama),2011,73.902912256868
Jefferson County (Alabama),2011,74.8474881281237
Lamar County (Alabama),2011,74.5387684952581
Lauderdale County (Alabama),2011,76.3843412364742
Lawrence County (Alabama),2011,74.2129180532987
Lee County (Alabama),2011,77.4549108600718
Limestone County (Alabama),2011,77.348319890165
Lowndes County (Alabama),2011,72.6244859474175
Macon County (Alabama),2011,73.4280627744793
Madison County (Alabama),2011,77.6992974224652
Marengo County (Alabama),2011,74.5278615104106
Marion County (Alabama),2011,74.1234171377667
Marshall County (Alabama),2011,74.3001979427162
Mobile County (Alabama),2011,74.9149549272942
Monroe County (Alabama),2011,74.7920267077012
Montgomery County (Alabama),2011,75.9982488576629
Morgan County (Alabama),2011,75.7393066012219
Perry County (Alabama),2011,72.0453479786758
Pickens County (Alabama),2011,74.4924703008447
Pike County (Alabama),2011,75.2094376041272
Randolph County (Alabama),2011,74.3394231961671
Russell County (Alabama),2011,74.2334807846123
Saint Clair County (Alabama),2011,75.0300922079924
Shelby County (Alabama),2011,79.449081362012
Sumter County (Alabama),2011,74.3528262695393
Talladega County (Alabama),2011,73.5699031984182
Tallapoosa County (Alabama),2011,75.203249180528
Tuscaloosa County (Alabama),2011,75.8501886313988
Walker County (Alabama),2011,71.0181510568618
Washington County (Alabama),2011,74.8067637832947
Wilcox County (Alabama),2011,72.0536154564202
Winston County (Alabama),2011,74.1440252424602
Anchorage Municipality (Alaska),2011,78.8017232861084
Bethel Census Area (Alaska),2011,73.1183311441142
Bristol Bay Borough (Alaska),2011,75.432481754459
Fairbanks North Star Borough (Alaska),2011,79.1566647527537
Haines Borough (Alaska),2011,79.7069928292661
Juneau City and Borough (Alaska),2011,79.5747497801166
