County,State,mean_life_expectancy,State_FIPS,County_FIPS,per_capita_income
Autauga County,Alabama,76.0923839492951,01,001,24644.0
Baldwin County,Alabama,77.9590260303945,01,003,26851.0
Barbour County,Alabama,75.723760010315,01,005,17350.0
Bibb County,Alabama,74.0704786684836,01,007,18110.0
Blount County,Alabama,75.57623817677,01,009,20501.0
Bullock County,Alabama,73.9667452558383,01,011,17706.0
Butler County,Alabama,74.1879513563979,01,013,18115.0
Calhoun County,Alabama,73.7500629106712,01,015,21306.0
Chambers County,Alabama,74.4744393001101,01,017,21240.0
Cherokee County,Alabama,74.8083588255097,01,019,22234.0
Chilton County,Alabama,74.361687582335,01,021,21718.0
Choctaw County,Alabama,74.767407753043,01,023,21268.0
Clarke County,Alabama,75.234900184891,01,025,20022.0
Clay County,Alabama,74.7573360142862,01,027,18957.0
Cleburne County,Alabama,74.1228766542021,01,029,19736.0
Coffee County,Alabama,76.7812212244236,01,031,24204.0
Colbert County,Alabama,74.7421988900332,01,033,21763.0
Conecuh County,Alabama,73.8726045151823,01,035,15441.0
Coosa County,Alabama,75.2580877653134,01,037,17749.0
Covington County,Alabama,74.8659701913572,01,039,20941.0
Crenshaw County,Alabama,74.4189555245288,01,041,20366.0
Cullman County,Alabama,74.9300732935393,01,043,21105.0
Dale County,Alabama,75.9998085962609,01,045,22368.0
Dallas County,Alabama,72.1686309532854,01,047,17614.0
DeKalb County,Alabama,74.7318781453857,01,049,18416.0
Elmore County,Alabama,75.9399909370708,01,051,24185.0
Escambia County,Alabama,73.7808302047218,01,053,16673.0
Etowah County,Alabama,73.3708247850727,01,055,20445.0
Fayette County,Alabama,74.0659626546655,01,057,19040.0
Franklin County,Alabama,73.5137577154115,01,059,18559.0
Geneva County,Alabama,75.0218977493571,01,061,20027.0
Greene County,Alabama,74.4811078615176,01,063,13956.0
Hale County,Alabama,74.1560323615994,01,065,18774.0
Henry County,Alabama,75.7543594558265,01,067,22682.0
Houston County,Alabama,76.559115914522,01,069,23492.0
Jackson County,Alabama,73.5264035395202,01,071,20055.0
Jefferson County,Alabama,74.9798554080244,01,073,26896.0
Lamar County,Alabama,74.7116839103121,01,075,19094.0
Lauderdale County,Alabama,76.1300402688184,01,077,23975.0
Lawrence County,Alabama,73.989537746666,01,079,21093.0
Lee County,Alabama,77.5595991086487,01,081,24126.0
Limestone County,Alabama,77.4754459389285,01,083,25658.0
Lowndes County,Alabama,72.2634055675833,01,085,18046.0
Macon County,Alabama,73.4904632643591,01,087,17113.0
Madison County,Alabama,77.8536736827048,01,089,32307.0
Marengo County,Alabama,74.0363714016051,01,091,22529.0
Marion County,Alabama,74.4921559001086,01,093,20125.0
Marshall County,Alabama,74.1039393352051,01,095,20975.0
Mobile County,Alabama,75.1117597992232,01,097,23009.0
Monroe County,Alabama,75.0245488974323,01,099,16273.0
Montgomery County,Alabama,76.1126905968678,01,101,25089.0
Morgan County,Alabama,75.7548165522007,01,103,24222.0
Perry County,Alabama,72.5637425616024,01,105,12988.0
Pickens County,Alabama,74.4392811093029,01,107,17310.0
Pike County,Alabama,75.2623836523974,01,109,19424.0
Randolph County,Alabama,74.7053091696992,01,111,19324.0
Russell County,Alabama,74.3805861878772,01,113,19652.0
Saint Clair County,Alabama,75.1216644950582,01,115,23863.0
Shelby County,Alabama,79.9186609893026,01,117,33135.0
Sumter County,Alabama,74.4570441053706,01,119,14042.0
Talladega County,Alabama,73.6869492872818,01,121,19134.0
Tallapoosa County,Alabama,75.1270284243972,01,123,21034.0
Tuscaloosa County,Alabama,76.2841722904781,01,125,23124.0
Walker County,Alabama,70.7322477452283,01,127,20580.0
Washington County,Alabama,74.6503643642396,01,129,20737.0
Wilcox County,Alabama,72.0305770620779,01,131,13881.0
Winston County,Alabama,74.5222642002393,01,133,19078.0
Anchorage Municipality,Alaska,78.9022024656191,02,020,36508.0
Bethel Census Area,Alaska,72.9844076508492,02,050,18875.0
Bristol Bay Borough,Alaska,75.8752123759168,02,060,37012.0
Fairbanks North Star Borough,Alaska,79.6481705666333,02,090,32906.0
Haines Borough,Alaska,81.5832545334811,02,100,32312.0
Juneau City and Borough,Alaska,80.0410654674188,02,110,38057.0
Kenai Peninsula Borough,Alaska,78.5607964481768,02,122,31611.0
Kodiak Island Borough,Alaska,79.5249195452452,02,150,29993.0
Matanuska-Susitna Borough,Alaska,78.3611817093364,02,170,30013.0
Nome Census Area,Alaska,71.1118591784878,02,180,19651.0
North Slope Borough,Alaska,75.4534450228025,02,185,50267.0
Sitka City and Borough,Alaska,79.8800680903336,02,220,33920.0
Southeast Fairbanks Census Area,Alaska,77.5604698374025,02,240,30402.0
Valdez-Cordova Census Area,Alaska,78.5290646419212,02,261,32610.0
Wade Hampton Census Area,Alaska,69.0577479184401,02,270,11257.0
Northwest Arctic Borough,Alaska,73.3054263814092,02,188,21543.0
Aleutians East Borough,Alaska,83.6895218542177,02,013,27122.0
Aleutians West Census Area,Alaska,83.6895218542177,02,016,32700.0
Dillingham Census Area,Alaska,74.0829453697083,02,070,21774.0
Lake and Peninsula Borough,Alaska,74.0829453697083,02,164,21581.0
Denali Borough,Alaska,73.8895242313275,02,068,36828.0
Yukon-Koyukuk Census Area,Alaska,73.8895242313275,02,290,20149.0
Hoonah-Angoon Census Area,Alaska,80.6002714993476,02,105,30811.0
Skagway Municipality,Alaska,80.6002714993476,02,230,40986.0
Yakutat City and Borough,Alaska,80.6002714993476,02,282,33475.0
Ketchikan Gateway Borough,Alaska,78.483859022547,02,130,31494.0
Petersburg Borough,Alaska,78.483859022547,02,195,36307.0
