County,State,State_FIPS,County_FIPS,median_gross_rent
Lake County,Colorado,08,065,858
La Plata County,Colorado,08,067,1012
Larimer County,Colorado,08,069,973
Las Animas County,Colorado,08,071,711
Lincoln County,Colorado,08,073,647
Logan County,Colorado,08,075,617
Mesa County,Colorado,08,077,842
Moffat County,Colorado,08,081,724
Montezuma County,Colorado,08,083,700
Montrose County,Colorado,08,085,848
Morgan County,Colorado,08,087,695
Otero County,Colorado,08,089,630
Ouray County,Colorado,08,091,1102
Park County,Colorado,08,093,1180
Phillips County,Colorado,08,095,595
Pitkin County,Colorado,08,097,1377
Prowers County,Colorado,08,099,541
Pueblo County,Colorado,08,101,736
Rio Blanco County,Colorado,08,103,755
Rio Grande County,Colorado,08,105,604
Routt County,Colorado,08,107,1160
Saguache County,Colorado,08,109,626
San Miguel County,Colorado,08,113,1127
Sedgwick County,Colorado,08,115,514
Summit County,Colorado,08,117,1142
Teller County,Colorado,08,119,868
Washington County,Colorado,08,121,575
Yuma County,Colorado,08,125,562
Adams County,Colorado,08,001,967
Arapahoe County,Colorado,08,005,981
Boulder County,Colorado,08,013,1113
Broomfield County,Colorado,08,014,1165
Denver County,Colorado,08,031,883
Jefferson County,Colorado,08,059,979
Weld County,Colorado,08,123,835
Fairfield County,Connecticut,09,001,1302
Hartford County,Connecticut,09,003,974
Litchfield County,Connecticut,09,005,926
Middlesex County,Connecticut,09,007,1007
New Haven County,Connecticut,09,009,1060
New London County,Connecticut,09,011,1012
Tolland County,Connecticut,09,013,1017
Windham County,Connecticut,09,015,863
Kent County,Delaware,10,001,945
New Castle County,Delaware,10,003,1025
Sussex County,Delaware,10,005,954
Alachua County,Florida,12,001,886
Baker County,Florida,12,003,705
Bay County,Florida,12,005,932
Bradford County,Florida,12,007,635
Brevard County,Florida,12,009,899
Broward County,Florida,12,011,1171
Calhoun County,Florida,12,013,573
Charlotte County,Florida,12,015,912
Citrus County,Florida,12,017,790
Clay County,Florida,12,019,1013
Collier County,Florida,12,021,1020
Columbia County,Florida,12,023,765
Miami-Dade County,Florida,12,086,1085
DeSoto County,Florida,12,027,693
Dixie County,Florida,12,029,618
Duval County,Florida,12,031,935
Escambia County,Florida,12,033,869
Flagler County,Florida,12,035,1039
Franklin County,Florida,12,037,694
Gadsden County,Florida,12,039,690
Gilchrist County,Florida,12,041,793
Glades County,Florida,12,043,720
Gulf County,Florida,12,045,813
Hamilton County,Florida,12,047,606
Hardee County,Florida,12,049,677
Hendry County,Florida,12,051,753
Hernando County,Florida,12,053,885
Highlands County,Florida,12,055,719
Hillsborough County,Florida,12,057,952
Holmes County,Florida,12,059,602
Indian River County,Florida,12,061,854
Jackson County,Florida,12,063,619
Jefferson County,Florida,12,065,696
Lafayette County,Florida,12,067,655
Lake County,Florida,12,069,946
Lee County,Florida,12,071,943
Leon County,Florida,12,073,923
Levy County,Florida,12,075,685
Liberty County,Florida,12,077,576
Madison County,Florida,12,079,651
Manatee County,Florida,12,081,933
Marion County,Florida,12,083,822
Martin County,Florida,12,085,939
Monroe County,Florida,12,087,1367
Nassau County,Florida,12,089,958
Okaloosa County,Florida,12,091,1001
Okeechobee County,Florida,12,093,687
Orange County,Florida,12,095,1022
Osceola County,Florida,12,097,1030
Palm Beach County,Florida,12,099,1149
Pasco County,Florida,12,101,911
Pinellas County,Florida,12,103,947
Polk County,Florida,12,105,862
Putnam County,Florida,12,107,634
Saint Johns County,Florida,12,109,1073
Saint Lucie County,Florida,12,111,1006
Santa Rosa County,Florida,12,113,1003
Sarasota County,Florida,12,115,1003
Seminole County,Florida,12,117,1046
Sumter County,Florida,12,119,827
Suwannee County,Florida,12,121,669
Taylor County,Florida,12,123,569
Union County,Florida,12,125,588
Volusia County,Florida,12,127,898
Wakulla County,Florida,12,129,858
Walton County,Florida,12,131,970
Washington County,Florida,12,133,597
Appling County,Georgia,13,001,524
Atkinson County,Georgia,13,003,436
Bacon County,Georgia,13,005,572
Baker County,Georgia,13,007,471
Baldwin County,Georgia,13,009,686
Banks County,Georgia,13,011,681
Barrow County,Georgia,13,013,894
Bartow County,Georgia,13,015,786
Ben Hill County,Georgia,13,017,591
Berrien County,Georgia,13,019,484
Bibb County,Georgia,13,021,736
Bleckley County,Georgia,13,023,635
Brantley County,Georgia,13,025,498
Brooks County,Georgia,13,027,584
Bryan County,Georgia,13,029,1076
Bulloch County,Georgia,13,031,717
Burke County,Georgia,13,033,567
Butts County,Georgia,13,035,807
Calhoun County,Georgia,13,037,496
Camden County,Georgia,13,039,886
Candler County,Georgia,13,043,538
Carroll County,Georgia,13,045,793
Catoosa County,Georgia,13,047,705
Charlton County,Georgia,13,049,706
Chatham County,Georgia,13,051,926
Chattahoochee County,Georgia,13,053,1212
Chattooga County,Georgia,13,055,566
Cherokee County,Georgia,13,057,998
Clarke County,Georgia,13,059,774
Clay County,Georgia,13,061,553
Clayton County,Georgia,13,063,881
Clinch County,Georgia,13,065,466
Cobb County,Georgia,13,067,974
Coffee County,Georgia,13,069,545
Colquitt County,Georgia,13,071,574
Columbia County,Georgia,13,073,1044
Cook County,Georgia,13,075,664
Coweta County,Georgia,13,077,928
Crawford County,Georgia,13,079,690
Crisp County,Georgia,13,081,582
Dade County,Georgia,13,083,667
Dawson County,Georgia,13,085,959
Decatur County,Georgia,13,087,598
DeKalb County,Georgia,13,089,970
Dodge County,Georgia,13,091,559
Dooly County,Georgia,13,093,531
Dougherty County,Georgia,13,095,689
Douglas County,Georgia,13,097,918
Early County,Georgia,13,099,551
Echols County,Georgia,13,101,679
Effingham County,Georgia,13,103,924
Elbert County,Georgia,13,105,620
Emanuel County,Georgia,13,107,576
Evans County,Georgia,13,109,571
Fannin County,Georgia,13,111,634
Fayette County,Georgia,13,113,1090
Floyd County,Georgia,13,115,697
Forsyth County,Georgia,13,117,1141
Franklin County,Georgia,13,119,597
Fulton County,Georgia,13,121,971
Gilmer County,Georgia,13,123,699
Glascock County,Georgia,13,125,474
Glynn County,Georgia,13,127,823
Gordon County,Georgia,13,129,664
Grady County,Georgia,13,131,713
Greene County,Georgia,13,133,660
Gwinnett County,Georgia,13,135,1002
Habersham County,Georgia,13,137,659
Hall County,Georgia,13,139,844
Hancock County,Georgia,13,141,666
Haralson County,Georgia,13,143,721
Harris County,Georgia,13,145,893
Hart County,Georgia,13,147,546
Heard County,Georgia,13,149,641
Henry County,Georgia,13,151,1061
Houston County,Georgia,13,153,818
Irwin County,Georgia,13,155,616
Jackson County,Georgia,13,157,775
Jasper County,Georgia,13,159,758
Jeff Davis County,Georgia,13,161,459
Jefferson County,Georgia,13,163,555
Jenkins County,Georgia,13,165,505
Johnson County,Georgia,13,167,465
Jones County,Georgia,13,169,812
Lamar County,Georgia,13,171,645
Lanier County,Georgia,13,173,646
Laurens County,Georgia,13,175,605
Lee County,Georgia,13,177,939
Liberty County,Georgia,13,179,914
Lincoln County,Georgia,13,181,508
Long County,Georgia,13,183,710
Lowndes County,Georgia,13,185,776
Lumpkin County,Georgia,13,187,840
McDuffie County,Georgia,13,189,607
McIntosh County,Georgia,13,191,578
Macon County,Georgia,13,193,540
Madison County,Georgia,13,195,646
Marion County,Georgia,13,197,495
Meriwether County,Georgia,13,199,713
Miller County,Georgia,13,201,587
Mitchell County,Georgia,13,205,565
Monroe County,Georgia,13,207,703
Montgomery County,Georgia,13,209,529
Morgan County,Georgia,13,211,901
Murray County,Georgia,13,213,652
Muscogee County,Georgia,13,215,807
Newton County,Georgia,13,217,962
Oconee County,Georgia,13,219,862
Oglethorpe County,Georgia,13,221,715
Paulding County,Georgia,13,223,997
Peach County,Georgia,13,225,647
Pickens County,Georgia,13,227,781
Pierce County,Georgia,13,229,531
Pike County,Georgia,13,231,850
Polk County,Georgia,13,233,660
Pulaski County,Georgia,13,235,523
Putnam County,Georgia,13,237,695
Quitman County,Georgia,13,239,624
Rabun County,Georgia,13,241,718
Randolph County,Georgia,13,243,622
Richmond County,Georgia,13,245,763
Rockdale County,Georgia,13,247,943
Schley County,Georgia,13,249,570
Screven County,Georgia,13,251,541
Seminole County,Georgia,13,253,613
Spalding County,Georgia,13,255,773
Stephens County,Georgia,13,257,593
Stewart County,Georgia,13,259,476
Sumter County,Georgia,13,261,608
Talbot County,Georgia,13,263,557
Taliaferro County,Georgia,13,265,488
Tattnall County,Georgia,13,267,535
Taylor County,Georgia,13,269,543
Telfair County,Georgia,13,271,514
Terrell County,Georgia,13,273,548
Thomas County,Georgia,13,275,690
Tift County,Georgia,13,277,612
Toombs County,Georgia,13,279,552
Towns County,Georgia,13,281,664
Treutlen County,Georgia,13,283,521
Troup County,Georgia,13,285,733
Turner County,Georgia,13,287,603
Twiggs County,Georgia,13,289,587
Union County,Georgia,13,291,607
Upson County,Georgia,13,293,661
Walker County,Georgia,13,295,637
Walton County,Georgia,13,297,839
Ware County,Georgia,13,299,646
Warren County,Georgia,13,301,543
Washington County,Georgia,13,303,554
Wayne County,Georgia,13,305,637
Webster County,Georgia,13,307,584
Wheeler County,Georgia,13,309,476
White County,Georgia,13,311,759
Whitfield County,Georgia,13,313,677
Wilcox County,Georgia,13,315,470
Wilkes County,Georgia,13,317,569
Wilkinson County,Georgia,13,319,572
Worth County,Georgia,13,321,616
Hawaii County,Hawaii,15,001,1049
Honolulu County,Hawaii,15,003,1467
Kauai County,Hawaii,15,007,1239
Kalawao County,Hawaii,15,005,850
Maui County,Hawaii,15,009,1291
Ada County,Idaho,16,001,833
Adams County,Idaho,16,003,565
Bannock County,Idaho,16,005,614
Bear Lake County,Idaho,16,007,559
Benewah County,Idaho,16,009,605
Bingham County,Idaho,16,011,605
Blaine County,Idaho,16,013,932
Boise County,Idaho,16,015,600
Bonner County,Idaho,16,017,716
Bonneville County,Idaho,16,019,703
Boundary County,Idaho,16,021,660
Butte County,Idaho,16,023,535
Camas County,Idaho,16,025,676
Canyon County,Idaho,16,027,738
Caribou County,Idaho,16,029,524
Cassia County,Idaho,16,031,548
Clearwater County,Idaho,16,035,613
Custer County,Idaho,16,037,439
Elmore County,Idaho,16,039,714
Franklin County,Idaho,16,041,638
Fremont County,Idaho,16,043,651
Gem County,Idaho,16,045,757
Gooding County,Idaho,16,047,643
Idaho County,Idaho,16,049,619
Jefferson County,Idaho,16,051,690
Jerome County,Idaho,16,053,689
Kootenai County,Idaho,16,055,825
Latah County,Idaho,16,057,661
Lemhi County,Idaho,16,059,524
Lewis County,Idaho,16,061,556
Lincoln County,Idaho,16,063,724
Madison County,Idaho,16,065,635
Minidoka County,Idaho,16,067,542
Nez Perce County,Idaho,16,069,645
Oneida County,Idaho,16,071,504
Owyhee County,Idaho,16,073,530
Payette County,Idaho,16,075,678
Power County,Idaho,16,077,622
Shoshone County,Idaho,16,079,586
Teton County,Idaho,16,081,852
Twin Falls County,Idaho,16,083,710
Valley County,Idaho,16,085,676
Washington County,Idaho,16,087,631
Adams County,Illinois,17,001,576
Alexander County,Illinois,17,003,338
Bond County,Illinois,17,005,659
Boone County,Illinois,17,007,721
Brown County,Illinois,17,009,545
Bureau County,Illinois,17,011,636
Calhoun County,Illinois,17,013,593
Carroll County,Illinois,17,015,541
Cass County,Illinois,17,017,613
Champaign County,Illinois,17,019,804
Christian County,Illinois,17,021,600
Clark County,Illinois,17,023,622
Clay County,Illinois,17,025,524
Clinton County,Illinois,17,027,692
Coles County,Illinois,17,029,607
Cook County,Illinois,17,031,963
Crawford County,Illinois,17,033,563
Cumberland County,Illinois,17,035,515
DeKalb County,Illinois,17,037,830
De Witt County,Illinois,17,039,600
Douglas County,Illinois,17,041,686
DuPage County,Illinois,17,043,1104
Edgar County,Illinois,17,045,586
Edwards County,Illinois,17,047,477
Effingham County,Illinois,17,049,553
Fayette County,Illinois,17,051,540
Ford County,Illinois,17,053,598
Franklin County,Illinois,17,055,572
Fulton County,Illinois,17,057,608
Gallatin County,Illinois,17,059,432
Greene County,Illinois,17,061,586
Grundy County,Illinois,17,063,956
Hamilton County,Illinois,17,065,558
Hancock County,Illinois,17,067,539
Hardin County,Illinois,17,069,297
Henderson County,Illinois,17,071,545
Henry County,Illinois,17,073,632
Iroquois County,Illinois,17,075,621
Jackson County,Illinois,17,077,650
Jasper County,Illinois,17,079,520
Jefferson County,Illinois,17,081,585
Jersey County,Illinois,17,083,642
Jo Daviess County,Illinois,17,085,625
Johnson County,Illinois,17,087,614
Kane County,Illinois,17,089,984
Kankakee County,Illinois,17,091,795
Kendall County,Illinois,17,093,1205
Knox County,Illinois,17,095,606
Lake County,Illinois,17,097,1022
LaSalle County,Illinois,17,099,680
Lawrence County,Illinois,17,101,526
Lee County,Illinois,17,103,620
Livingston County,Illinois,17,105,632
Logan County,Illinois,17,107,585
McDonough County,Illinois,17,109,683
McHenry County,Illinois,17,111,1068
McLean County,Illinois,17,113,742
Macon County,Illinois,17,115,659
Macoupin County,Illinois,17,117,626
Madison County,Illinois,17,119,780
Marion County,Illinois,17,121,635
Marshall County,Illinois,17,123,589
Mason County,Illinois,17,125,594
Massac County,Illinois,17,127,625
Menard County,Illinois,17,129,625
Mercer County,Illinois,17,131,590
Monroe County,Illinois,17,133,832
Montgomery County,Illinois,17,135,656
Morgan County,Illinois,17,137,607
Moultrie County,Illinois,17,139,590
Ogle County,Illinois,17,141,690
Peoria County,Illinois,17,143,704
Perry County,Illinois,17,145,515
Piatt County,Illinois,17,147,727
Pike County,Illinois,17,149,526
Pope County,Illinois,17,151,473
Pulaski County,Illinois,17,153,465
Putnam County,Illinois,17,155,636
Randolph County,Illinois,17,157,653
Richland County,Illinois,17,159,541
Rock Island County,Illinois,17,161,650
Saint Clair County,Illinois,17,163,795
Saline County,Illinois,17,165,567
Sangamon County,Illinois,17,167,735
Schuyler County,Illinois,17,169,540
Scott County,Illinois,17,171,508
Shelby County,Illinois,17,173,646
Stark County,Illinois,17,175,562
Stephenson County,Illinois,17,177,601
Tazewell County,Illinois,17,179,667
Union County,Illinois,17,181,513
Vermilion County,Illinois,17,183,618
Wabash County,Illinois,17,185,575
Warren County,Illinois,17,187,610
Washington County,Illinois,17,189,629
Wayne County,Illinois,17,191,531
White County,Illinois,17,193,502
Whiteside County,Illinois,17,195,633
Will County,Illinois,17,197,983
Williamson County,Illinois,17,199,624
Winnebago County,Illinois,17,201,735
Woodford County,Illinois,17,203,680
Adams County,Indiana,18,001,570
Allen County,Indiana,18,003,668
Bartholomew County,Indiana,18,005,786
Benton County,Indiana,18,007,721
Blackford County,Indiana,18,009,595
Boone County,Indiana,18,011,790
Brown County,Indiana,18,013,887
Carroll County,Indiana,18,015,644
Cass County,Indiana,18,017,599
Clark County,Indiana,18,019,739
Clay County,Indiana,18,021,650
Clinton County,Indiana,18,023,682
Crawford County,Indiana,18,025,555
Daviess County,Indiana,18,027,584
Dearborn County,Indiana,18,029,713
Decatur County,Indiana,18,031,711
DeKalb County,Indiana,18,033,630
Delaware County,Indiana,18,035,675
Dubois County,Indiana,18,037,626
Elkhart County,Indiana,18,039,708
Fayette County,Indiana,18,041,638
Floyd County,Indiana,18,043,718
Fountain County,Indiana,18,045,617
Franklin County,Indiana,18,047,626
Fulton County,Indiana,18,049,608
Gibson County,Indiana,18,051,615
Grant County,Indiana,18,053,610
Greene County,Indiana,18,055,577
Hamilton County,Indiana,18,057,963
Hancock County,Indiana,18,059,820
Harrison County,Indiana,18,061,690
Hendricks County,Indiana,18,063,906
Henry County,Indiana,18,065,621
Howard County,Indiana,18,067,637
Huntington County,Indiana,18,069,663
Jackson County,Indiana,18,071,686
Jasper County,Indiana,18,073,688
Jay County,Indiana,18,075,551
Jefferson County,Indiana,18,077,652
Jennings County,Indiana,18,079,693
Johnson County,Indiana,18,081,830
Knox County,Indiana,18,083,609
Kosciusko County,Indiana,18,085,682
LaGrange County,Indiana,18,087,680
Lake County,Indiana,18,089,799
LaPorte County,Indiana,18,091,694
Lawrence County,Indiana,18,093,606
Madison County,Indiana,18,095,688
Marion County,Indiana,18,097,768
Marshall County,Indiana,18,099,655
Martin County,Indiana,18,101,542
Miami County,Indiana,18,103,632
Monroe County,Indiana,18,105,799
Montgomery County,Indiana,18,107,667
Morgan County,Indiana,18,109,760
Newton County,Indiana,18,111,717
Noble County,Indiana,18,113,613
Ohio County,Indiana,18,115,698
Orange County,Indiana,18,117,592
Owen County,Indiana,18,119,679
Parke County,Indiana,18,121,590
Perry County,Indiana,18,123,568
Pike County,Indiana,18,125,596
Porter County,Indiana,18,127,857
Posey County,Indiana,18,129,605
Pulaski County,Indiana,18,131,607
Putnam County,Indiana,18,133,653
Randolph County,Indiana,18,135,606
Ripley County,Indiana,18,137,653
Rush County,Indiana,18,139,607
Saint Joseph County,Indiana,18,141,711
Scott County,Indiana,18,143,716
Shelby County,Indiana,18,145,697
Spencer County,Indiana,18,147,566
Starke County,Indiana,18,149,666
Steuben County,Indiana,18,151,656
Sullivan County,Indiana,18,153,611
Switzerland County,Indiana,18,155,740
Tippecanoe County,Indiana,18,157,788
Tipton County,Indiana,18,159,661
Union County,Indiana,18,161,605
Vanderburgh County,Indiana,18,163,709
Vermillion County,Indiana,18,165,570
Vigo County,Indiana,18,167,673
Wabash County,Indiana,18,169,599
Warren County,Indiana,18,171,709
Warrick County,Indiana,18,173,766
Washington County,Indiana,18,175,631
Wayne County,Indiana,18,177,636
Wells County,Indiana,18,179,577
White County,Indiana,18,181,687
Whitley County,Indiana,18,183,631
Adair County,Iowa,19,001,526
Adams County,Iowa,19,003,475
Allamakee County,Iowa,19,005,529
Appanoose County,Iowa,19,007,528
Audubon County,Iowa,19,009,545
Benton County,Iowa,19,011,603
Black Hawk County,Iowa,19,013,671
Boone County,Iowa,19,015,616
Bremer County,Iowa,19,017,588
Buchanan County,Iowa,19,019,646
Buena Vista County,Iowa,19,021,565
Butler County,Iowa,19,023,562
Calhoun County,Iowa,19,025,493
Carroll County,Iowa,19,027,540
Cass County,Iowa,19,029,531
Cedar County,Iowa,19,031,686
Cerro Gordo County,Iowa,19,033,584
Cherokee County,Iowa,19,035,506
Chickasaw County,Iowa,19,037,511
Clarke County,Iowa,19,039,631
Clay County,Iowa,19,041,524
Clayton County,Iowa,19,043,552
Clinton County,Iowa,19,045,594
Crawford County,Iowa,19,047,485
Dallas County,Iowa,19,049,842
Davis County,Iowa,19,051,556
