County,State,mean_life_expectancy,State_FIPS,County_FIPS,gini_index
Autauga County,Alabama,76.0246312323304,01,001,0.4501
Baldwin County,Alabama,77.8952429034613,01,003,0.4618
Barbour County,Alabama,74.6572190352659,01,005,0.4622
Bibb County,Alabama,73.6342805287431,01,007,0.4518
Blount County,Alabama,74.8974607079908,01,009,0.4302
Bullock County,Alabama,73.7079253175275,01,011,0.482
Butler County,Alabama,73.7151229204611,01,013,0.4495
Calhoun County,Alabama,73.3078477077272,01,015,0.4629
Chambers County,Alabama,74.2425871374709,01,017,0.4592
Cherokee County,Alabama,74.3480110237785,01,019,0.4534
Chilton County,Alabama,74.1052560370855,01,021,0.4693
Choctaw County,Alabama,74.2757388369681,01,023,0.486
Clarke County,Alabama,74.6238045774491,01,025,0.5194
Clay County,Alabama,74.3591398533707,01,027,0.4574
Cleburne County,Alabama,74.0840978801744,01,029,0.4569
Coffee County,Alabama,76.2048720238035,01,031,0.4486
Colbert County,Alabama,74.2982544702841,01,033,0.4383
Conecuh County,Alabama,73.3561349626999,01,035,0.4552
Coosa County,Alabama,75.3441712856155,01,037,0.4372
Covington County,Alabama,74.078109873637,01,039,0.4486
Crenshaw County,Alabama,73.9820921275375,01,041,0.4664
Cullman County,Alabama,74.3545019878194,01,043,0.4482
Dale County,Alabama,75.4733509430588,01,045,0.4561
Dallas County,Alabama,72.03447738714,01,047,0.4974
DeKalb County,Alabama,74.524309920443,01,049,0.4648
Elmore County,Alabama,75.8544515314726,01,051,0.4374
Escambia County,Alabama,73.1026233420298,01,053,0.4844
Etowah County,Alabama,73.023382014908,01,055,0.4441
Fayette County,Alabama,73.6468181376117,01,057,0.4669
Franklin County,Alabama,73.4916922949218,01,059,0.4305
Geneva County,Alabama,74.2527953119664,01,061,0.445
Greene County,Alabama,73.8570082667757,01,063,0.5148
Hale County,Alabama,73.6467181824322,01,065,0.4968
Henry County,Alabama,75.4887946207952,01,067,0.4529
Houston County,Alabama,76.032673861126,01,069,0.4797
Jackson County,Alabama,73.3946413725398,01,071,0.4537
Jefferson County,Alabama,74.5743774281111,01,073,0.501
Lamar County,Alabama,74.3774503003945,01,075,0.4733
Lauderdale County,Alabama,76.0388971623086,01,077,0.46
Lawrence County,Alabama,73.6788440834402,01,079,0.4317
Lee County,Alabama,77.5526205196881,01,081,0.5008
Limestone County,Alabama,77.3036396921757,01,083,0.4582
Lowndes County,Alabama,71.8712681595456,01,085,0.5059
Macon County,Alabama,72.9264822618015,01,087,0.5056
Madison County,Alabama,77.4457800370199,01,089,0.4668
Marengo County,Alabama,73.4699638933891,01,091,0.5303
Marion County,Alabama,74.0260626515723,01,093,0.4734
Marshall County,Alabama,74.044529414402,01,095,0.4816
Mobile County,Alabama,74.832531869489,01,097,0.4729
Monroe County,Alabama,74.6472436418514,01,099,0.5568
Montgomery County,Alabama,75.8639742828833,01,101,0.4831
Morgan County,Alabama,75.2271704532966,01,103,0.4566
Perry County,Alabama,72.388930405107,01,105,0.4962
Pickens County,Alabama,74.4608285703048,01,107,0.484
Pike County,Alabama,74.9526888282757,01,109,0.5169
Randolph County,Alabama,74.2303989397729,01,111,0.4516
Russell County,Alabama,73.5167015561246,01,113,0.4591
Saint Clair County,Alabama,74.7414911385038,01,115,0.4102
Shelby County,Alabama,79.9439409572104,01,117,0.4275
Sumter County,Alabama,74.3379744715151,01,119,0.5187
Talladega County,Alabama,73.3972425657916,01,121,0.4543
Tallapoosa County,Alabama,74.8751981595403,01,123,0.4536
Tuscaloosa County,Alabama,76.2628239560412,01,125,0.4607
Walker County,Alabama,70.3120931463706,01,127,0.4566
Washington County,Alabama,74.379913964713,01,129,0.4635
Wilcox County,Alabama,71.4192185766012,01,131,0.5175
Winston County,Alabama,74.31731572053,01,133,0.4525
Anchorage Municipality,Alaska,78.8427395859197,02,020,0.4192
Bethel Census Area,Alaska,72.3773195918739,02,050,0.4338
Bristol Bay Borough,Alaska,75.8312576360195,02,060,0.3817
Fairbanks North Star Borough,Alaska,79.8531882449376,02,090,0.3977
Haines Borough,Alaska,81.6301311834033,02,100,0.415
Juneau City and Borough,Alaska,80.4330971073059,02,110,0.3815
Kenai Peninsula Borough,Alaska,78.3677604150779,02,122,0.4273
Kodiak Island Borough,Alaska,79.8324510978969,02,150,0.3983
Matanuska-Susitna Borough,Alaska,78.4961228596649,02,170,0.4098
Nome Census Area,Alaska,70.4964319256222,02,180,0.4372
North Slope Borough,Alaska,75.4604638102837,02,185,0.4132
Sitka City and Borough,Alaska,80.0877625456278,02,220,0.3944
Southeast Fairbanks Census Area,Alaska,77.3779098522792,02,240,0.3918
Valdez-Cordova Census Area,Alaska,78.9328153281328,02,261,0.3946
Wade Hampton Census Area,Alaska,67.9859126754132,02,270,
Northwest Arctic Borough,Alaska,72.237114207438,02,188,0.4341
Aleutians East Borough,Alaska,84.1950647120622,02,013,0.4025
Aleutians West Census Area,Alaska,84.1950647120622,02,016,0.3688
Dillingham Census Area,Alaska,73.937488710631,02,070,0.4284
Lake and Peninsula Borough,Alaska,73.937488710631,02,164,0.4388
Denali Borough,Alaska,73.9553492576129,02,068,0.3568
Yukon-Koyukuk Census Area,Alaska,73.9553492576129,02,290,0.4684
Hoonah-Angoon Census Area,Alaska,80.749870087287,02,105,0.3871
Skagway Municipality,Alaska,80.749870087287,02,230,0.3271
Yakutat City and Borough,Alaska,80.749870087287,02,282,0.3518
Ketchikan Gateway Borough,Alaska,78.870520839502,02,130,0.4157
Petersburg Borough,Alaska,78.870520839502,02,195,0.4524
