County,State,State_FIPS,County_FIPS,housing_cost_burden
Canyon County,Idaho,16,027,1627
Caribou County,Idaho,16,029,32
Cassia County,Idaho,16,031,57
Clearwater County,Idaho,16,035,78
Custer County,Idaho,16,037,11
Elmore County,Idaho,16,039,189
Franklin County,Idaho,16,041,53
Fremont County,Idaho,16,043,22
Gem County,Idaho,16,045,126
Gooding County,Idaho,16,047,127
Idaho County,Idaho,16,049,80
Jefferson County,Idaho,16,051,84
Jerome County,Idaho,16,053,164
Kootenai County,Idaho,16,055,1342
Latah County,Idaho,16,057,453
Lemhi County,Idaho,16,059,27
Lewis County,Idaho,16,061,21
Lincoln County,Idaho,16,063,30
Madison County,Idaho,16,065,627
Minidoka County,Idaho,16,067,73
Nez Perce County,Idaho,16,069,380
Oneida County,Idaho,16,071,24
Owyhee County,Idaho,16,073,31
Payette County,Idaho,16,075,212
Power County,Idaho,16,077,65
Shoshone County,Idaho,16,079,158
Teton County,Idaho,16,081,162
Twin Falls County,Idaho,16,083,622
Valley County,Idaho,16,085,64
Washington County,Idaho,16,087,75
Adams County,Illinois,17,001,548
Alexander County,Illinois,17,003,68
Bond County,Illinois,17,005,102
Boone County,Illinois,17,007,496
Brown County,Illinois,17,009,35
Bureau County,Illinois,17,011,340
Calhoun County,Illinois,17,013,50
Carroll County,Illinois,17,015,105
Cass County,Illinois,17,017,57
Champaign County,Illinois,17,019,2541
Christian County,Illinois,17,021,206
Clark County,Illinois,17,023,154
Clay County,Illinois,17,025,82
Clinton County,Illinois,17,027,128
Coles County,Illinois,17,029,693
Cook County,Illinois,17,031,62809
Crawford County,Illinois,17,033,121
Cumberland County,Illinois,17,035,55
DeKalb County,Illinois,17,037,1072
De Witt County,Illinois,17,039,173
Douglas County,Illinois,17,041,87
DuPage County,Illinois,17,043,6982
Edgar County,Illinois,17,045,110
Edwards County,Illinois,17,047,29
Effingham County,Illinois,17,049,263
Fayette County,Illinois,17,051,100
Ford County,Illinois,17,053,47
Franklin County,Illinois,17,055,355
Fulton County,Illinois,17,057,390
Gallatin County,Illinois,17,059,43
Greene County,Illinois,17,061,49
Grundy County,Illinois,17,063,282
Hamilton County,Illinois,17,065,51
Hancock County,Illinois,17,067,92
Hardin County,Illinois,17,069,19
Henderson County,Illinois,17,071,15
Henry County,Illinois,17,073,369
Iroquois County,Illinois,17,075,177
Jackson County,Illinois,17,077,779
Jasper County,Illinois,17,079,24
Jefferson County,Illinois,17,081,202
Jersey County,Illinois,17,083,285
Jo Daviess County,Illinois,17,085,249
Johnson County,Illinois,17,087,59
Kane County,Illinois,17,089,3135
Kankakee County,Illinois,17,091,816
Kendall County,Illinois,17,093,444
Knox County,Illinois,17,095,442
Lake County,Illinois,17,097,4269
LaSalle County,Illinois,17,099,789
Lawrence County,Illinois,17,101,158
Lee County,Illinois,17,103,224
Livingston County,Illinois,17,105,247
Logan County,Illinois,17,107,197
McDonough County,Illinois,17,109,224
McHenry County,Illinois,17,111,1785
McLean County,Illinois,17,113,1482
Macon County,Illinois,17,115,928
Macoupin County,Illinois,17,117,239
Madison County,Illinois,17,119,2039
Marion County,Illinois,17,121,428
Marshall County,Illinois,17,123,105
Mason County,Illinois,17,125,23
Massac County,Illinois,17,127,86
Menard County,Illinois,17,129,63
Mercer County,Illinois,17,131,93
Monroe County,Illinois,17,133,280
Montgomery County,Illinois,17,135,167
Morgan County,Illinois,17,137,416
Moultrie County,Illinois,17,139,86
Ogle County,Illinois,17,141,246
Peoria County,Illinois,17,143,1780
Perry County,Illinois,17,145,137
Piatt County,Illinois,17,147,77
Pike County,Illinois,17,149,72
Pope County,Illinois,17,151,23
Pulaski County,Illinois,17,153,41
Putnam County,Illinois,17,155,14
Randolph County,Illinois,17,157,208
Richland County,Illinois,17,159,68
Rock Island County,Illinois,17,161,1288
Saint Clair County,Illinois,17,163,2905
Saline County,Illinois,17,165,132
Sangamon County,Illinois,17,167,1878
Schuyler County,Illinois,17,169,72
Scott County,Illinois,17,171,20
Shelby County,Illinois,17,173,179
Stark County,Illinois,17,175,31
Stephenson County,Illinois,17,177,608
Tazewell County,Illinois,17,179,1047
Union County,Illinois,17,181,273
Vermilion County,Illinois,17,183,731
Wabash County,Illinois,17,185,54
Warren County,Illinois,17,187,207
Washington County,Illinois,17,189,15
Wayne County,Illinois,17,191,128
White County,Illinois,17,193,97
Whiteside County,Illinois,17,195,390
Will County,Illinois,17,197,2856
Williamson County,Illinois,17,199,650
Winnebago County,Illinois,17,201,2554
Woodford County,Illinois,17,203,229
Adams County,Indiana,18,001,137
Allen County,Indiana,18,003,3021
Bartholomew County,Indiana,18,005,605
Benton County,Indiana,18,007,36
Blackford County,Indiana,18,009,66
Boone County,Indiana,18,011,262
Brown County,Indiana,18,013,94
Carroll County,Indiana,18,015,104
Cass County,Indiana,18,017,310
Clark County,Indiana,18,019,937
Clay County,Indiana,18,021,176
Clinton County,Indiana,18,023,334
Crawford County,Indiana,18,025,25
Daviess County,Indiana,18,027,151
Dearborn County,Indiana,18,029,395
Decatur County,Indiana,18,031,185
DeKalb County,Indiana,18,033,161
Delaware County,Indiana,18,035,1144
Dubois County,Indiana,18,037,142
Elkhart County,Indiana,18,039,1558
Fayette County,Indiana,18,041,103
Floyd County,Indiana,18,043,686
Fountain County,Indiana,18,045,133
Franklin County,Indiana,18,047,138
Fulton County,Indiana,18,049,119
Gibson County,Indiana,18,051,227
Grant County,Indiana,18,053,627
Greene County,Indiana,18,055,157
Hamilton County,Indiana,18,057,1549
Hancock County,Indiana,18,059,378
Harrison County,Indiana,18,061,224
Hendricks County,Indiana,18,063,987
Henry County,Indiana,18,065,396
Howard County,Indiana,18,067,648
Huntington County,Indiana,18,069,211
Jackson County,Indiana,18,071,489
Jasper County,Indiana,18,073,196
Jay County,Indiana,18,075,149
Jefferson County,Indiana,18,077,277
Jennings County,Indiana,18,079,324
Johnson County,Indiana,18,081,1038
Knox County,Indiana,18,083,310
Kosciusko County,Indiana,18,085,653
LaGrange County,Indiana,18,087,195
Lake County,Indiana,18,089,3645
LaPorte County,Indiana,18,091,924
Lawrence County,Indiana,18,093,332
Madison County,Indiana,18,095,1081
Marion County,Indiana,18,097,12914
Marshall County,Indiana,18,099,264
Martin County,Indiana,18,101,46
Miami County,Indiana,18,103,245
Monroe County,Indiana,18,105,1767
Montgomery County,Indiana,18,107,279
Morgan County,Indiana,18,109,322
Newton County,Indiana,18,111,29
Noble County,Indiana,18,113,316
Ohio County,Indiana,18,115,58
Orange County,Indiana,18,117,136
Owen County,Indiana,18,119,98
Parke County,Indiana,18,121,57
Perry County,Indiana,18,123,107
Pike County,Indiana,18,125,18
Porter County,Indiana,18,127,896
Posey County,Indiana,18,129,99
Pulaski County,Indiana,18,131,115
Putnam County,Indiana,18,133,255
Randolph County,Indiana,18,135,100
Ripley County,Indiana,18,137,173
Rush County,Indiana,18,139,133
Saint Joseph County,Indiana,18,141,2077
Scott County,Indiana,18,143,347
Shelby County,Indiana,18,145,348
Spencer County,Indiana,18,147,91
Starke County,Indiana,18,149,141
Steuben County,Indiana,18,151,174
Sullivan County,Indiana,18,153,108
Switzerland County,Indiana,18,155,72
Tippecanoe County,Indiana,18,157,2362
Tipton County,Indiana,18,159,100
Union County,Indiana,18,161,40
Vanderburgh County,Indiana,18,163,2189
Vermillion County,Indiana,18,165,136
Vigo County,Indiana,18,167,1278
Wabash County,Indiana,18,169,271
Warren County,Indiana,18,171,32
Warrick County,Indiana,18,173,199
Washington County,Indiana,18,175,212
Wayne County,Indiana,18,177,745
Wells County,Indiana,18,179,310
White County,Indiana,18,181,258
Whitley County,Indiana,18,183,217
Adair County,Iowa,19,001,49
Adams County,Iowa,19,003,54
Allamakee County,Iowa,19,005,58
Appanoose County,Iowa,19,007,83
Audubon County,Iowa,19,009,40
Benton County,Iowa,19,011,106
Black Hawk County,Iowa,19,013,1111
Boone County,Iowa,19,015,136
Bremer County,Iowa,19,017,100
Buchanan County,Iowa,19,019,131
Buena Vista County,Iowa,19,021,128
Butler County,Iowa,19,023,67
Calhoun County,Iowa,19,025,31
Carroll County,Iowa,19,027,88
Cass County,Iowa,19,029,66
Cedar County,Iowa,19,031,71
Cerro Gordo County,Iowa,19,033,447
Cherokee County,Iowa,19,035,147
Chickasaw County,Iowa,19,037,36
