County,State,mean_life_expectancy,State_FIPS,County_FIPS,median_gross_rent
Autauga County,Alabama,75.7292435880376,01,001,836
Baldwin County,Alabama,77.9271776584132,01,003,874
Barbour County,Alabama,75.726345615993,01,005,577
Bibb County,Alabama,73.8549042153188,01,007,581
Blount County,Alabama,75.7031620249924,01,009,588
Bullock County,Alabama,74.5147146410295,01,011,495
Butler County,Alabama,74.0029270174073,01,013,538
Calhoun County,Alabama,73.7720318613506,01,015,611
Chambers County,Alabama,74.4618272098825,01,017,617
Cherokee County,Alabama,74.9073645339479,01,019,602
Chilton County,Alabama,74.1680381073103,01,021,616
Choctaw County,Alabama,75.0330369420346,01,023,611
Clarke County,Alabama,75.3627746026001,01,025,505
Clay County,Alabama,74.5556200097281,01,027,424
Cleburne County,Alabama,74.0892819227667,01,029,566
Coffee County,Alabama,76.8920779757569,01,031,638
Colbert County,Alabama,74.7919396971864,01,033,601
Conecuh County,Alabama,73.9629702481659,01,035,526
Coosa County,Alabama,75.1116367329605,01,037,573
Covington County,Alabama,75.0377160434361,01,039,560
Crenshaw County,Alabama,74.4090115093279,01,041,488
Cullman County,Alabama,75.0285246631596,01,043,599
Dale County,Alabama,76.2376078137941,01,045,618
Dallas County,Alabama,72.3485612905477,01,047,533
DeKalb County,Alabama,74.9900686798499,01,049,517
Elmore County,Alabama,75.972036154942,01,051,736
Escambia County,Alabama,74.0158797821032,01,053,558
Etowah County,Alabama,73.2531150461842,01,055,608
Fayette County,Alabama,74.2005416942204,01,057,456
Franklin County,Alabama,73.4441492092538,01,059,517
Geneva County,Alabama,75.2391510545445,01,061,559
Greene County,Alabama,74.6190084135484,01,063,413
Hale County,Alabama,74.1705015045921,01,065,471
Henry County,Alabama,75.8618642097371,01,067,537
Houston County,Alabama,76.6654865118704,01,069,641
Jackson County,Alabama,73.8971307190983,01,071,518
Jefferson County,Alabama,74.9923234793925,01,073,789
Lamar County,Alabama,74.6375257695077,01,075,412
Lauderdale County,Alabama,76.3717334494033,01,077,592
Lawrence County,Alabama,74.0874083511881,01,079,512
Lee County,Alabama,77.5552230695894,01,081,743
Limestone County,Alabama,77.5349339425497,01,083,605
Lowndes County,Alabama,72.5169545782714,01,085,519
Macon County,Alabama,73.472029298343,01,087,584
Madison County,Alabama,77.7777375113583,01,089,725
Marengo County,Alabama,74.31817729379,01,091,453
Marion County,Alabama,74.3185965980805,01,093,467
Marshall County,Alabama,74.2594225666453,01,095,596
Mobile County,Alabama,74.9254454523935,01,097,742
Monroe County,Alabama,75.3055057626381,01,099,531
Montgomery County,Alabama,76.0363412800295,01,101,797
Morgan County,Alabama,75.7692598409346,01,103,606
Perry County,Alabama,72.0683801705565,01,105,478
Pickens County,Alabama,74.4214021607815,01,107,461
Pike County,Alabama,75.324182967647,01,109,587
Randolph County,Alabama,74.4748298659528,01,111,558
Russell County,Alabama,74.2849040636452,01,113,694
Saint Clair County,Alabama,75.1409064937624,01,115,736
Shelby County,Alabama,79.6179282707985,01,117,885
Sumter County,Alabama,74.3938821811206,01,119,552
Talladega County,Alabama,73.5547810443691,01,121,582
Tallapoosa County,Alabama,75.2700066121829,01,123,580
Tuscaloosa County,Alabama,75.9567690035619,01,125,760
Walker County,Alabama,71.0086526303479,01,127,579
Washington County,Alabama,74.7671249776603,01,129,570
Wilcox County,Alabama,72.1727031543216,01,131,382
Winston County,Alabama,74.1868543786886,01,133,458
Anchorage Municipality,Alaska,78.7324733774199,02,020,1104
Bethel Census Area,Alaska,72.9375771624196,02,050,992
Bristol Bay Borough,Alaska,75.4523499871574,02,060,1072
Fairbanks North Star Borough,Alaska,79.1951142874763,02,090,1157
Haines Borough,Alaska,79.7853560050767,02,100,830
Juneau City and Borough,Alaska,79.6549904893737,02,110,1184
Kenai Peninsula Borough,Alaska,78.364214012236,02,122,852
Kodiak Island Borough,Alaska,78.9325295918541,02,150,989
Matanuska-Susitna Borough,Alaska,78.153605044223,02,170,1003
Nome Census Area,Alaska,71.2209696012473,02,180,1101
North Slope Borough,Alaska,75.1130295005676,02,185,969
Sitka City and Borough,Alaska,79.6650631553651,02,220,1144
Southeast Fairbanks Census Area,Alaska,77.5612030905116,02,240,1141
Valdez-Cordova Census Area,Alaska,77.7789732408076,02,261,870
Wade Hampton Census Area,Alaska,69.3213264483902,02,270,567
Northwest Arctic Borough,Alaska,73.3099569505481,02,188,1101
Aleutians East Borough,Alaska,83.2497136811526,02,013,847
Aleutians West Census Area,Alaska,83.2497136811526,02,016,1210
Dillingham Census Area,Alaska,73.8738696625887,02,070,999
Lake and Peninsula Borough,Alaska,73.8738696625887,02,164,746
Denali Borough,Alaska,73.4675000952053,02,068,782
Yukon-Koyukuk Census Area,Alaska,73.4675000952053,02,290,678
Hoonah-Angoon Census Area,Alaska,80.4521604465035,02,105,746
Skagway Municipality,Alaska,80.4521604465035,02,230,1038
Yakutat City and Borough,Alaska,80.4521604465035,02,282,1000
Ketchikan Gateway Borough,Alaska,78.2747578732582,02,130,1009
Petersburg Borough,Alaska,78.2747578732582,02,195,779
Prince of Wales-Hyder Census Area,Alaska,78.2747578732582,02,198,699
Wrangell City and Borough,Alaska,78.2747578732582,02,275,759
Apache County,Arizona,73.8561214396708,04,001,524
Cochise County,Arizona,78.5680603010476,04,003,763
Coconino County,Arizona,79.1193751512235,04,005,950
Gila County,Arizona,75.6097304830814,04,007,722
Graham County,Arizona,77.4622342675031,04,009,634
Greenlee County,Arizona,78.7507827120149,04,011,384
Maricopa County,Arizona,80.2124326116695,04,013,944
Mohave County,Arizona,75.5591104853809,04,015,822
Navajo County,Arizona,75.2738330677208,04,017,667
