County,State,mean_life_expectancy,State_FIPS,County_FIPS,per_capita_income
Autauga County,Alabama,76.5932651350438,01,001,29819.0
Baldwin County,Alabama,78.2935223384932,01,003,32626.0
Barbour County,Alabama,74.8145320945807,01,005,18473.0
Bibb County,Alabama,73.9200538034534,01,007,20778.0
Blount County,Alabama,75.0291855488467,01,009,24747.0
Bullock County,Alabama,73.9493288862537,01,011,20877.0
Butler County,Alabama,74.1389189035864,01,013,21038.0
Calhoun County,Alabama,73.5629066906819,01,015,25345.0
Chambers County,Alabama,74.7026464205289,01,017,22729.0
Cherokee County,Alabama,74.6131502945787,01,019,24301.0
Chilton County,Alabama,74.5859698133504,01,021,24658.0
Choctaw County,Alabama,74.6284355949225,01,023,22308.0
Clarke County,Alabama,75.0999434901388,01,025,22225.0
Clay County,Alabama,74.701948975265,01,027,23519.0
Cleburne County,Alabama,74.7558638422596,01,029,23142.0
Coffee County,Alabama,76.3997264684506,01,031,27806.0
Colbert County,Alabama,74.5331789579054,01,033,25536.0
Conecuh County,Alabama,73.8841768203255,01,035,19769.0
Coosa County,Alabama,75.7384814528474,01,037,23694.0
Covington County,Alabama,74.2115895055701,01,039,23687.0
Crenshaw County,Alabama,74.3548048141269,01,041,24563.0
Cullman County,Alabama,74.5626540622359,01,043,23468.0
Dale County,Alabama,75.5818368193645,01,045,24645.0
Dallas County,Alabama,72.4762524056376,01,047,19612.0
DeKalb County,Alabama,74.9432497939268,01,049,21907.0
Elmore County,Alabama,76.2158567842262,01,051,29052.0
Escambia County,Alabama,73.3131687800953,01,053,19028.0
Etowah County,Alabama,73.3604926263926,01,055,24883.0
Fayette County,Alabama,74.0421749009191,01,057,22483.0
Franklin County,Alabama,74.0661703364282,01,059,21641.0
Geneva County,Alabama,74.3981355513722,01,061,21711.0
Greene County,Alabama,74.0544180583619,01,063,14884.0
Hale County,Alabama,74.195380885004,01,065,21191.0
Henry County,Alabama,75.6447400375483,01,067,25276.0
Houston County,Alabama,76.2430325268057,01,069,27097.0
Jackson County,Alabama,73.6828553298684,01,071,22596.0
Jefferson County,Alabama,74.8621541773249,01,073,32098.0
Lamar County,Alabama,74.8683149184064,01,075,22636.0
Lauderdale County,Alabama,76.2969405417653,01,077,28033.0
Lawrence County,Alabama,74.0450227399105,01,079,23450.0
Lee County,Alabama,77.9139576690325,01,081,27860.0
Limestone County,Alabama,77.6675828538061,01,083,28411.0
Lowndes County,Alabama,72.074118169288,01,085,20209.0
Macon County,Alabama,73.257603254685,01,087,20419.0
Madison County,Alabama,77.7641916190152,01,089,36620.0
Marengo County,Alabama,73.5254347483341,01,091,25635.0
Marion County,Alabama,74.6258695781583,01,093,21311.0
Marshall County,Alabama,74.5877863503167,01,095,24453.0
Mobile County,Alabama,75.3368060857871,01,097,25861.0
Monroe County,Alabama,75.1270770002995,01,099,20527.0
Montgomery County,Alabama,76.4216275471708,01,101,29071.0
Morgan County,Alabama,75.4863635328123,01,103,27367.0
Perry County,Alabama,73.1742532055544,01,105,15055.0
Pickens County,Alabama,74.8142448398232,01,107,23024.0
Pike County,Alabama,75.2422168626359,01,109,22453.0
Randolph County,Alabama,74.6401983680838,01,111,24721.0
Russell County,Alabama,73.8179782797389,01,113,23470.0
Saint Clair County,Alabama,75.2553895649825,01,115,26409.0
Shelby County,Alabama,80.4641938071101,01,117,38549.0
Sumter County,Alabama,74.9804619366111,01,119,16799.0
Talladega County,Alabama,73.8695996345704,01,121,23305.0
Tallapoosa County,Alabama,75.1740848507411,01,123,25217.0
Tuscaloosa County,Alabama,76.6889893454644,01,125,26789.0
Walker County,Alabama,70.6271114963763,01,127,23882.0
Washington County,Alabama,74.8365149840162,01,129,26752.0
Wilcox County,Alabama,71.8708091393013,01,131,16841.0
Winston County,Alabama,74.940147608181,01,133,22952.0
Anchorage Municipality,Alaska,79.3865194176634,02,020,41415.0
Bethel Census Area,Alaska,72.7950243111552,02,050,19885.0
Bristol Bay Borough,Alaska,76.6332466885107,02,060,44168.0
Fairbanks North Star Borough,Alaska,80.6262503620013,02,090,37025.0
Haines Borough,Alaska,83.0150521479304,02,100,31731.0
Juneau City and Borough,Alaska,81.2261376714925,02,110,43680.0
Kenai Peninsula Borough,Alaska,78.9204662278644,02,122,34226.0
Kodiak Island Borough,Alaska,80.7900989550181,02,150,32876.0
Matanuska-Susitna Borough,Alaska,79.1898406557226,02,170,31232.0
Nome Census Area,Alaska,70.84535552875,02,180,23581.0
North Slope Borough,Alaska,75.9546291142911,02,185,48730.0
Sitka City and Borough,Alaska,80.8518144560272,02,220,39615.0
