County,State,mean_life_expectancy,State_FIPS,County_FIPS,median_household_income
Shiawassee County,Michigan,77.4614164622758,26,155,54742.0
Tuscola County,Michigan,77.3147356172333,26,157,47694.0
Van Buren County,Michigan,77.6534597937289,26,159,52351.0
Washtenaw County,Michigan,81.3998711630113,26,161,69434.0
Wayne County,Michigan,75.5000925695811,26,163,45321.0
Wexford County,Michigan,77.4788120573319,26,165,44166.0
Aitkin County,Minnesota,79.3819179644346,27,001,45989.0
Anoka County,Minnesota,81.313111085142,27,003,79923.0
Becker County,Minnesota,78.3246966140611,27,005,59278.0
Beltrami County,Minnesota,77.9032358456491,27,007,47410.0
Benton County,Minnesota,78.8619981562179,27,009,56357.0
Big Stone County,Minnesota,78.8069360955783,27,011,51920.0
Blue Earth County,Minnesota,80.6519352811996,27,013,55861.0
Brown County,Minnesota,80.4619727460311,27,015,57728.0
Carlton County,Minnesota,77.9957042956978,27,017,60390.0
Carver County,Minnesota,82.9977085207469,27,019,97895.0
Cass County,Minnesota,78.1900827062469,27,021,50173.0
Chippewa County,Minnesota,79.4200808710373,27,023,54552.0
Chisago County,Minnesota,79.8506298983601,27,025,80409.0
Clay County,Minnesota,79.8149193595331,27,027,65000.0
Clearwater County,Minnesota,77.6833527993794,27,029,46291.0
Cook County,Minnesota,82.2622552509565,27,031,52271.0
Cottonwood County,Minnesota,80.4691634879952,27,033,53354.0
Crow Wing County,Minnesota,79.5739418269045,27,035,54508.0
Dakota County,Minnesota,82.0202734612844,27,037,83288.0
Dodge County,Minnesota,80.7248748822447,27,039,71669.0
Douglas County,Minnesota,80.2750501094144,27,041,60676.0
Faribault County,Minnesota,79.3235724110447,27,043,52286.0
Fillmore County,Minnesota,80.6622253755882,27,045,59451.0
Freeborn County,Minnesota,79.9116289501036,27,047,52447.0
Goodhue County,Minnesota,79.9814700281075,27,049,64765.0
Grant County,Minnesota,79.7064041473706,27,051,55912.0
Hennepin County,Minnesota,81.0170979948535,27,053,74113.0
Houston County,Minnesota,81.3893862379693,27,055,58729.0
Hubbard County,Minnesota,80.3438279859062,27,057,55472.0
Isanti County,Minnesota,79.8036583105671,27,059,72473.0
Itasca County,Minnesota,78.7594873838595,27,061,53022.0
Jackson County,Minnesota,81.4774994465767,27,063,57010.0
Kanabec County,Minnesota,79.6252202919309,27,065,53300.0
Kandiyohi County,Minnesota,81.0073693934424,27,067,59089.0
Kittson County,Minnesota,78.7817874518373,27,069,57112.0
Koochiching County,Minnesota,78.7246173495266,27,071,47129.0
Lac qui Parle County,Minnesota,81.1794367994487,27,073,52199.0
Lake County,Minnesota,79.9002038858574,27,075,59516.0
Lake of the Woods County,Minnesota,79.2614951768869,27,077,49068.0
Le Sueur County,Minnesota,80.7820846426342,27,079,67451.0
Lincoln County,Minnesota,79.9180883839327,27,081,52301.0
Lyon County,Minnesota,80.3156162357185,27,083,55525.0
McLeod County,Minnesota,80.6660720281777,27,085,61275.0
Mahnomen County,Minnesota,74.7913752484458,27,087,44537.0
Marshall County,Minnesota,82.0219182070012,27,089,58723.0
Martin County,Minnesota,79.987306468813,27,091,53915.0
Meeker County,Minnesota,80.3525136575782,27,093,61856.0
Mille Lacs County,Minnesota,77.1998662896121,27,095,53888.0
Morrison County,Minnesota,79.7817225781162,27,097,54962.0
Mower County,Minnesota,80.6379844831105,27,099,53665.0
Murray County,Minnesota,81.1737515272519,27,101,57500.0
Nicollet County,Minnesota,81.6619543934781,27,103,65027.0
Nobles County,Minnesota,81.2719944871068,27,105,54149.0
Norman County,Minnesota,77.288731287978,27,107,55206.0
Olmsted County,Minnesota,82.2465359582144,27,109,74880.0
Otter Tail County,Minnesota,80.1269578485788,27,111,57131.0
Pennington County,Minnesota,79.7535208000427,27,113,59036.0
Pine County,Minnesota,79.0016613989854,27,115,49138.0
Pipestone County,Minnesota,80.0193086044139,27,117,52309.0
Polk County,Minnesota,78.3194715986002,27,119,57151.0
Pope County,Minnesota,80.3827486024967,27,121,58132.0
Ramsey County,Minnesota,79.7405478878912,27,123,62304.0
Red Lake County,Minnesota,80.2298552216301,27,125,56588.0
Redwood County,Minnesota,79.5061579029792,27,127,53230.0
Renville County,Minnesota,78.8669987649515,27,129,57886.0
Rice County,Minnesota,80.7271453612786,27,131,65758.0
Rock County,Minnesota,79.3657396643018,27,133,59890.0
Roseau County,Minnesota,79.7735188178275,27,135,59644.0
Saint Louis County,Minnesota,78.9419745444364,27,137,53344.0
Scott County,Minnesota,82.1138518596865,27,139,97744.0
Sherburne County,Minnesota,80.383357109802,27,141,85818.0
Sibley County,Minnesota,80.811647795401,27,143,62761.0
Stearns County,Minnesota,82.0378353425759,27,145,60606.0
Steele County,Minnesota,81.2648824524746,27,147,62731.0
Stevens County,Minnesota,81.8955563723248,27,149,58363.0
Swift County,Minnesota,80.0810067562889,27,151,48577.0
Todd County,Minnesota,81.2856461700635,27,153,52872.0
Traverse County,Minnesota,79.0114302419786,27,155,48784.0
Wabasha County,Minnesota,81.9371847107821,27,157,65138.0
Wadena County,Minnesota,76.678064778703,27,159,45860.0
Waseca County,Minnesota,80.6621443693572,27,161,55612.0
Washington County,Minnesota,81.9860917323612,27,163,92376.0
Watonwan County,Minnesota,80.0533143536912,27,165,51097.0
Wilkin County,Minnesota,78.7357422586337,27,167,54935.0
Winona County,Minnesota,80.621359566591,27,169,55529.0
Wright County,Minnesota,80.9521738087073,27,171,81881.0
Yellow Medicine County,Minnesota,80.0686995853892,27,173,56943.0
Adams County,Mississippi,73.3521855674145,28,001,29203.0
Alcorn County,Mississippi,73.4465808381494,28,003,40180.0
Amite County,Mississippi,75.677615229504,28,005,31854.0
Attala County,Mississippi,72.8976995776746,28,007,34756.0
Benton County,Mississippi,73.5061717492102,28,009,35974.0
Bolivar County,Mississippi,71.2291505689041,28,011,29912.0
Calhoun County,Mississippi,74.2502106503749,28,013,36440.0
Carroll County,Mississippi,76.2378612146671,28,015,43060.0
Chickasaw County,Mississippi,74.6820919742072,28,017,35939.0
Choctaw County,Mississippi,75.5357947601327,28,019,37203.0
Claiborne County,Mississippi,72.502953698135,28,021,26732.0
Clarke County,Mississippi,73.507716745289,28,023,39246.0
Clay County,Mississippi,74.9542167222987,28,025,35121.0
Coahoma County,Mississippi,70.2929874356822,28,027,30009.0
Copiah County,Mississippi,74.0881933320771,28,029,40361.0
Covington County,Mississippi,72.5691130907379,28,031,35931.0
DeSoto County,Mississippi,76.8315711788465,28,033,65169.0
Forrest County,Mississippi,73.779146940636,28,035,40675.0
Franklin County,Mississippi,74.3576038085538,28,037,40810.0
George County,Mississippi,72.4213936806822,28,039,48319.0
Greene County,Mississippi,74.6061714582396,28,041,49447.0
Grenada County,Mississippi,71.5093752343559,28,043,36877.0
Hancock County,Mississippi,76.4972943927165,28,045,47543.0
Harrison County,Mississippi,74.6454415455631,28,047,45566.0
Hinds County,Mississippi,74.9893911701427,28,049,43005.0
Holmes County,Mississippi,71.1283306190524,28,051,21093.0
Humphreys County,Mississippi,71.9890871858874,28,053,28507.0
Issaquena County,Mississippi,73.6658212759949,28,055,25776.0
Itawamba County,Mississippi,73.8065413968054,28,057,40510.0
Jackson County,Mississippi,75.4706646344949,28,059,51142.0
Jasper County,Mississippi,74.5699718175102,28,061,35931.0
Jefferson County,Mississippi,72.7275799981937,28,063,20188.0
Jefferson Davis County,Mississippi,72.8732348178508,28,065,30083.0
Jones County,Mississippi,74.6084227676166,28,067,41263.0
Kemper County,Mississippi,76.1637086437793,28,069,28176.0
Lafayette County,Mississippi,77.6720011589246,28,071,47132.0
Lamar County,Mississippi,78.5912219001376,28,073,58188.0
Lauderdale County,Mississippi,74.3193500164016,28,075,41704.0
Lawrence County,Mississippi,73.2815006125277,28,077,42290.0
Leake County,Mississippi,74.0608986827989,28,079,33482.0
Lee County,Mississippi,74.4938147794221,28,081,47978.0
Leflore County,Mississippi,71.1834809846635,28,083,26052.0
Lincoln County,Mississippi,73.5991198599848,28,085,40355.0
Lowndes County,Mississippi,74.9891942982254,28,087,45355.0
Madison County,Mississippi,75.7135149129389,28,089,71690.0
Marion County,Mississippi,72.1925228361844,28,091,31446.0
Marshall County,Mississippi,73.5668138245491,28,093,41572.0
Monroe County,Mississippi,75.1250132253396,28,095,40940.0
Montgomery County,Mississippi,73.2545460337497,28,097,33667.0
Neshoba County,Mississippi,70.9493261832816,28,099,36875.0
Newton County,Mississippi,73.5445042556815,28,101,33831.0
Noxubee County,Mississippi,74.4811921596975,28,103,36000.0
Oktibbeha County,Mississippi,77.6858249286776,28,105,38800.0
Panola County,Mississippi,72.6940608295925,28,107,36563.0
Pearl River County,Mississippi,74.1107457917608,28,109,45820.0
Perry County,Mississippi,73.9896090963586,28,111,39007.0
Pike County,Mississippi,72.0041953877977,28,113,30910.0
Pontotoc County,Mississippi,76.2528640447928,28,115,41379.0
Prentiss County,Mississippi,74.1872303810698,28,117,37519.0
Quitman County,Mississippi,70.3893361300963,28,119,25510.0
Rankin County,Mississippi,78.5855701663119,28,121,64557.0
Scott County,Mississippi,73.9607933287277,28,123,33735.0
Sharkey County,Mississippi,72.0266428382192,28,125,28799.0
Simpson County,Mississippi,73.6884246534355,28,127,37946.0
Smith County,Mississippi,75.1538555839073,28,129,41657.0
Stone County,Mississippi,73.8969525249043,28,131,44883.0
Sunflower County,Mississippi,70.8718876871986,28,133,30029.0
Tallahatchie County,Mississippi,73.1858797676349,28,135,30028.0
Tate County,Mississippi,74.7031254584882,28,137,51056.0
Tippah County,Mississippi,73.4033231284254,28,139,39839.0
Tishomingo County,Mississippi,72.6176646819544,28,141,37312.0
Tunica County,Mississippi,70.7933367715836,28,143,37822.0
Union County,Mississippi,75.3567663148144,28,145,41287.0
Walthall County,Mississippi,73.7932254076213,28,147,29804.0
Warren County,Mississippi,73.9071609124928,28,149,43039.0
Washington County,Mississippi,71.0140893977,28,151,30834.0
Wayne County,Mississippi,75.0178284245057,28,153,37970.0
Webster County,Mississippi,72.5603139772298,28,155,40683.0
Wilkinson County,Mississippi,71.7965023887393,28,157,26599.0
Winston County,Mississippi,74.2982584482341,28,159,36214.0
Yalobusha County,Mississippi,72.4507184878946,28,161,41864.0
Yazoo County,Mississippi,73.3737395541052,28,163,31402.0
Adair County,Missouri,77.6195409372396,29,001,40046.0
Andrew County,Missouri,78.9814105385543,29,003,55683.0
Atchison County,Missouri,77.6590997510426,29,005,48385.0
Audrain County,Missouri,76.3262168374703,29,007,43761.0
Barry County,Missouri,75.7930627590171,29,009,41463.0
Barton County,Missouri,77.129635766826,29,011,41625.0
Bates County,Missouri,76.1973832842447,29,013,46186.0
Benton County,Missouri,76.0608918456723,29,015,38028.0
Bollinger County,Missouri,76.227506761191,29,017,42985.0
Boone County,Missouri,79.7974715420295,29,019,54043.0
Buchanan County,Missouri,76.4545516360264,29,021,50457.0
Butler County,Missouri,73.4459180787145,29,023,39058.0
Caldwell County,Missouri,77.158436217391,29,025,48033.0
Callaway County,Missouri,77.3768629928399,29,027,55376.0
Camden County,Missouri,79.1077716675111,29,029,52087.0
Cape Girardeau County,Missouri,77.7568174251743,29,031,51730.0
Carroll County,Missouri,76.6243259464188,29,033,42149.0
Carter County,Missouri,73.7986327297241,29,035,39415.0
Cass County,Missouri,78.6090649531424,29,037,67659.0
Cedar County,Missouri,75.2847976463689,29,039,39412.0
Chariton County,Missouri,78.9518905003235,29,041,46992.0
Christian County,Missouri,79.1736056011551,29,043,57019.0
Clark County,Missouri,76.975092718626,29,045,47955.0
Clay County,Missouri,79.4418714248477,29,047,68367.0
Clinton County,Missouri,76.4083445794934,29,049,58510.0
Cole County,Missouri,78.98878903648,29,051,57587.0
Cooper County,Missouri,77.6469272182346,29,053,48750.0
Crawford County,Missouri,74.8183178511854,29,055,38036.0
Dade County,Missouri,75.8065282049663,29,057,39979.0
Dallas County,Missouri,75.8970642404141,29,059,41551.0
Daviess County,Missouri,77.5786053643932,29,061,50380.0
DeKalb County,Missouri,78.4421285504596,29,063,50000.0
Dent County,Missouri,75.8167934404493,29,065,39916.0
Douglas County,Missouri,76.3350851589642,29,067,34372.0
Dunklin County,Missouri,71.9686702609457,29,069,34186.0
Franklin County,Missouri,76.7704365322309,29,071,55312.0
Gasconade County,Missouri,76.7338178260298,29,073,53439.0
Gentry County,Missouri,77.3867564273687,29,075,42689.0
Greene County,Missouri,77.113505234041,29,077,44808.0
Grundy County,Missouri,77.2758231559925,29,079,42574.0
Harrison County,Missouri,77.7067963839547,29,081,40168.0
Henry County,Missouri,75.3139833990146,29,083,43911.0
Hickory County,Missouri,76.5068162824632,29,085,36190.0
Holt County,Missouri,79.0746666322744,29,087,45610.0
Howard County,Missouri,78.0624291935799,29,089,50372.0
Howell County,Missouri,74.9287477704159,29,091,36143.0
Iron County,Missouri,73.0483024264621,29,093,37188.0
Jackson County,Missouri,77.2532136378977,29,095,52805.0
Jasper County,Missouri,76.0767438120459,29,097,46929.0
Jefferson County,Missouri,76.220540591763,29,099,63030.0
Johnson County,Missouri,78.0516742750014,29,101,53056.0
Knox County,Missouri,77.0270675859464,29,103,40383.0
Laclede County,Missouri,75.0904458398383,29,105,46192.0
Lafayette County,Missouri,77.0370989396536,29,107,54661.0
Lawrence County,Missouri,75.5192137951379,29,109,43373.0
Lewis County,Missouri,76.7395590636485,29,111,47764.0
Lincoln County,Missouri,76.4608707260957,29,113,61628.0
Linn County,Missouri,76.0223641514161,29,115,43642.0
Livingston County,Missouri,77.451267142211,29,117,47885.0
McDonald County,Missouri,74.3341849477011,29,119,42019.0
Macon County,Missouri,76.8820306006815,29,121,40007.0
Madison County,Missouri,74.7844565712101,29,123,41322.0
Maries County,Missouri,76.7471661910625,29,125,44436.0
Marion County,Missouri,76.447939397188,29,127,46762.0
Mercer County,Missouri,78.4394024105358,29,129,44085.0
Miller County,Missouri,76.5530261699156,29,131,42718.0
Mississippi County,Missouri,73.2967174114408,29,133,32846.0
Moniteau County,Missouri,77.9750912094864,29,135,54828.0
Monroe County,Missouri,77.8786175342524,29,137,43973.0
Montgomery County,Missouri,75.3866268209446,29,139,45862.0
Morgan County,Missouri,75.3166593676307,29,141,37727.0
New Madrid County,Missouri,72.8921459414191,29,143,35399.0
Newton County,Missouri,76.0037890545091,29,145,49023.0
Nodaway County,Missouri,79.5442486296243,29,147,43349.0
Oregon County,Missouri,75.341893533014,29,149,32534.0
Osage County,Missouri,78.4908577336805,29,151,58476.0
Ozark County,Missouri,75.772221449131,29,153,32601.0
Pemiscot County,Missouri,71.0991420309128,29,155,33390.0
Perry County,Missouri,77.9969367105358,29,157,54964.0
Pettis County,Missouri,77.0416477629707,29,159,44382.0
Phelps County,Missouri,76.3991197792772,29,161,42846.0
Pike County,Missouri,76.6056758473554,29,163,45753.0
Platte County,Missouri,80.4546927856646,29,165,76912.0
Polk County,Missouri,76.1728201282906,29,167,44892.0
Pulaski County,Missouri,76.3308450759656,29,169,51665.0
Putnam County,Missouri,76.9507924450653,29,171,37367.0
Ralls County,Missouri,78.5458692058773,29,173,55546.0
Randolph County,Missouri,75.649723609828,29,175,46610.0
Ray County,Missouri,76.1802780512912,29,177,59857.0
Reynolds County,Missouri,74.7833202565672,29,179,40929.0
Ripley County,Missouri,73.1914420021351,29,181,33343.0
Saint Charles County,Missouri,80.122194895393,29,183,81411.0
Saint Clair County,Missouri,76.2593478814892,29,185,38470.0
Sainte Genevieve County,Missouri,78.4030337012175,29,186,56234.0
Saint Francois County,Missouri,74.3211391404008,29,187,45774.0
Saint Louis County,Missouri,78.0765678188272,29,189,65300.0
Saline County,Missouri,76.9726358984441,29,195,43201.0
Schuyler County,Missouri,77.1468932098163,29,197,39697.0
Scotland County,Missouri,76.9771802586214,29,199,42965.0
Scott County,Missouri,75.0690990504064,29,201,42231.0
Shannon County,Missouri,76.1192805023651,29,203,32180.0
Shelby County,Missouri,77.2961274473675,29,205,44051.0
Stoddard County,Missouri,75.0611300088222,29,207,40567.0
Stone County,Missouri,78.0291180636874,29,209,46443.0
Sullivan County,Missouri,76.2251044197091,29,211,42604.0
Taney County,Missouri,77.2458296062516,29,213,41487.0
Texas County,Missouri,76.2091742385302,29,215,35277.0
Vernon County,Missouri,75.9450181212839,29,217,43379.0
Warren County,Missouri,78.3331968987417,29,219,57948.0
Washington County,Missouri,73.459836552,29,221,39621.0
Wayne County,Missouri,74.2259446489552,29,223,34391.0
Webster County,Missouri,77.1350352875627,29,225,47421.0
Worth County,Missouri,77.9302084018704,29,227,52500.0
Wright County,Missouri,74.1614457084336,29,229,32752.0
Saint Louis City,Missouri,74.1896736563864,29,510,41107.0
Beaverhead County,Montana,80.9448226646817,30,001,44809.0
Big Horn County,Montana,71.9697001689146,30,003,46365.0
Blaine County,Montana,75.5202343469298,30,005,38083.0
Broadwater County,Montana,80.2670534367669,30,007,56469.0
Carbon County,Montana,80.6605423078617,30,009,57538.0
Carter County,Montana,79.2644174464806,30,011,44196.0
Cascade County,Montana,77.9060251925518,30,013,48160.0
Chouteau County,Montana,79.34098309454,30,015,40942.0
Custer County,Montana,77.3906851140695,30,017,55841.0
Daniels County,Montana,78.5027077770161,30,019,54750.0
Dawson County,Montana,78.7624994084774,30,021,59820.0
Deer Lodge County,Montana,76.7585672829861,30,023,41783.0
Fallon County,Montana,78.428023881019,30,025,60750.0
Fergus County,Montana,78.0295728904988,30,027,50327.0
Flathead County,Montana,79.327962691598,30,029,52966.0
Gallatin County,Montana,82.2863434220936,30,031,61499.0
Garfield County,Montana,78.537101707499,30,033,45893.0
Glacier County,Montana,72.3969706242508,30,035,31029.0
Granite County,Montana,81.6287643169946,30,039,48958.0
Hill County,Montana,77.3763846277715,30,041,47141.0
Jefferson County,Montana,79.1460098406432,30,043,66867.0
Judith Basin County,Montana,80.3769928378066,30,045,45764.0
Lake County,Montana,78.2311554670539,30,047,45488.0
Lewis and Clark County,Montana,79.5033433665103,30,049,62130.0
Liberty County,Montana,81.7047663502406,30,051,47419.0
Lincoln County,Montana,78.3209421056512,30,053,38287.0
McCone County,Montana,78.378506130964,30,055,47500.0
Madison County,Montana,80.8747059264814,30,057,50247.0
Meagher County,Montana,79.5130850612058,30,059,43109.0
Mineral County,Montana,78.0861477098289,30,061,41905.0
Missoula County,Montana,79.9360488543323,30,063,51270.0
Musselshell County,Montana,76.4090802223068,30,065,41612.0
Phillips County,Montana,77.3616047407189,30,071,46222.0
Pondera County,Montana,78.3697960203374,30,073,45458.0
Powder River County,Montana,80.0511609590453,30,075,52457.0
Powell County,Montana,77.549356545495,30,077,49652.0
Prairie County,Montana,78.2301371208863,30,079,47250.0
Ravalli County,Montana,79.7346678910477,30,081,48930.0
Richland County,Montana,77.6622806823903,30,083,67272.0
Roosevelt County,Montana,69.9582456644647,30,085,42904.0
Rosebud County,Montana,74.911591520403,30,087,56549.0
Sanders County,Montana,77.9743037627336,30,089,36984.0
Sheridan County,Montana,77.0202856282452,30,091,54321.0
Silver Bow County,Montana,76.7320463973901,30,093,42237.0
Stillwater County,Montana,79.8329668691657,30,095,63785.0
Sweet Grass County,Montana,80.8941217262681,30,097,49514.0
Teton County,Montana,80.0186991524645,30,099,51862.0
Toole County,Montana,77.9706161872876,30,101,46823.0
Valley County,Montana,78.2978230462404,30,105,55882.0
Wheatland County,Montana,78.5666803681775,30,107,41186.0
Wibaux County,Montana,77.2140468404227,30,109,50202.0
Yellowstone County,Montana,78.3399011401631,30,111,59117.0
Park County,Montana,80.1412933224688,30,067,49194.0
Adams County,Nebraska,79.2386803063934,31,001,51536.0
Antelope County,Nebraska,80.6233521875602,31,003,48716.0
Boone County,Nebraska,80.7685595199511,31,011,54063.0
Box Butte County,Nebraska,77.9107318085472,31,013,56412.0
Boyd County,Nebraska,78.4584503389223,31,015,50729.0
Brown County,Nebraska,79.7208027640196,31,017,41550.0
Buffalo County,Nebraska,80.4057610637912,31,019,56952.0
Burt County,Nebraska,78.1514077477966,31,021,51482.0
Butler County,Nebraska,78.8878801735723,31,023,55562.0
Cass County,Nebraska,79.3243825736807,31,025,71139.0
Cedar County,Nebraska,80.6155192475625,31,027,58978.0
Chase County,Nebraska,78.5771305046011,31,029,55833.0
Cherry County,Nebraska,78.6277987205122,31,031,53684.0
Cheyenne County,Nebraska,78.9410909506322,31,033,56538.0
Clay County,Nebraska,78.3462108340339,31,035,56316.0
Colfax County,Nebraska,80.0705903525638,31,037,56528.0
Cuming County,Nebraska,81.5375193128756,31,039,55190.0
Custer County,Nebraska,79.2619622541968,31,041,49891.0
Dakota County,Nebraska,77.9989604099176,31,043,55017.0
Dawes County,Nebraska,79.1383657554154,31,045,51748.0
Dawson County,Nebraska,79.0290203017988,31,047,53769.0
Deuel County,Nebraska,78.2131056023247,31,049,48500.0
Dixon County,Nebraska,79.2736342959629,31,051,56775.0
Dodge County,Nebraska,77.9285507341146,31,053,53101.0
Douglas County,Nebraska,79.0324959378132,31,055,61688.0
Dundy County,Nebraska,77.8262923738171,31,057,44350.0
Fillmore County,Nebraska,78.1225662088939,31,059,55625.0
Franklin County,Nebraska,78.3757519040505,31,061,49235.0
Frontier County,Nebraska,81.9270372149933,31,063,51855.0
Furnas County,Nebraska,78.1630446844995,31,065,47989.0
Gage County,Nebraska,77.9532723592196,31,067,51662.0
Garden County,Nebraska,78.2239047935662,31,069,44471.0
Garfield County,Nebraska,79.3376782305528,31,071,48545.0
Gosper County,Nebraska,80.6161969240761,31,073,62545.0
Greeley County,Nebraska,80.3403812005876,31,077,47128.0
Hall County,Nebraska,78.5502120251311,31,079,54742.0
Hamilton County,Nebraska,80.3320159152027,31,081,64042.0
Harlan County,Nebraska,79.9698987185786,31,083,50344.0
Hitchcock County,Nebraska,78.3103651106612,31,087,42902.0
Holt County,Nebraska,79.610330202594,31,089,57468.0
Howard County,Nebraska,79.7459092846116,31,093,54399.0
Jefferson County,Nebraska,77.6514201750782,31,095,43295.0
Johnson County,Nebraska,78.0734676712079,31,097,52794.0
Kearney County,Nebraska,78.7840102378771,31,099,56952.0
Keith County,Nebraska,78.8132773925833,31,101,48901.0
Kimball County,Nebraska,77.4037269668094,31,105,43856.0
Knox County,Nebraska,79.2826280781089,31,107,49752.0
Lancaster County,Nebraska,80.1664651965334,31,109,58009.0
Lincoln County,Nebraska,78.6676813371112,31,111,56794.0
Madison County,Nebraska,78.6870364721593,31,119,52857.0
Merrick County,Nebraska,79.0674221284125,31,121,54197.0
Morrill County,Nebraska,77.6999266988015,31,123,45121.0
Nance County,Nebraska,77.6497731367353,31,125,45833.0
Nemaha County,Nebraska,78.2760276011889,31,127,51922.0
Nuckolls County,Nebraska,79.2170559853709,31,129,42049.0
Otoe County,Nebraska,79.2572601061194,31,131,54828.0
Pawnee County,Nebraska,79.4029117409833,31,133,46314.0
Perkins County,Nebraska,80.0054706148548,31,135,62469.0
Phelps County,Nebraska,79.4706194479782,31,137,57241.0
Pierce County,Nebraska,80.0919638609323,31,139,56620.0
Platte County,Nebraska,80.4691837091205,31,141,62617.0
Polk County,Nebraska,80.2035794704127,31,143,61962.0
Red Willow County,Nebraska,78.4182528894736,31,145,46859.0
Richardson County,Nebraska,77.4766869768138,31,147,48096.0
Rock County,Nebraska,78.7563499840843,31,149,52604.0
Saline County,Nebraska,77.76058472849,31,151,51143.0
Sarpy County,Nebraska,81.2665434718369,31,153,79549.0
Saunders County,Nebraska,79.3099534123509,31,155,66718.0
Scotts Bluff County,Nebraska,77.4661134391143,31,157,50157.0
Seward County,Nebraska,79.0741243084891,31,159,67591.0
Sheridan County,Nebraska,77.8553274391316,31,161,41719.0
Sherman County,Nebraska,79.3986775475706,31,163,51172.0
Sioux County,Nebraska,83.0691463667531,31,165,46875.0
Stanton County,Nebraska,80.998214361062,31,167,62687.0
Thayer County,Nebraska,78.3873954991961,31,169,50734.0
Thurston County,Nebraska,73.5471868691476,31,173,48149.0
Valley County,Nebraska,80.0816732723295,31,175,55170.0
Washington County,Nebraska,80.0741390529234,31,177,70753.0
Wayne County,Nebraska,82.7285182880321,31,179,62623.0
Webster County,Nebraska,77.3950167156071,31,181,42298.0
York County,Nebraska,79.7553556432806,31,185,59779.0
Churchill County,Nevada,75.8724947090834,32,001,51514.0
Clark County,Nevada,78.6221459288642,32,003,56802.0
Douglas County,Nevada,81.1881355936548,32,005,62503.0
Elko County,Nevada,78.6654169072217,32,007,77209.0
Eureka County,Nevada,77.8012234800695,32,011,77625.0
Humboldt County,Nevada,76.947350136091,32,013,70373.0
Lander County,Nevada,76.9989835691092,32,015,93583.0
Lincoln County,Nevada,78.1894865818084,32,017,56414.0
Lyon County,Nevada,76.3369808292113,32,019,55493.0
Mineral County,Nevada,74.4348721721963,32,021,41163.0
Nye County,Nevada,73.9082046979141,32,023,45711.0
Pershing County,Nevada,78.0621900857741,32,027,50846.0
Storey County,Nevada,82.528877886605,32,029,62284.0
Washoe County,Nevada,78.2653417424194,32,031,61155.0
White Pine County,Nevada,77.5162986034553,32,033,62993.0
Carson City,Nevada,75.2373349309427,32,510,52034.0
Belknap County,New Hampshire,78.016249444316,33,001,68368.0
Carroll County,New Hampshire,79.6212793175012,33,003,61116.0
Cheshire County,New Hampshire,79.2440699026094,33,005,63057.0
Coos County,New Hampshire,76.5491888957549,33,007,45696.0
Grafton County,New Hampshire,80.4985240487219,33,009,63153.0
Hillsborough County,New Hampshire,79.4721831592188,33,011,78655.0
Merrimack County,New Hampshire,79.2950167409148,33,013,72478.0
Rockingham County,New Hampshire,80.4012427345475,33,015,90429.0
Strafford County,New Hampshire,78.1489575752385,33,017,70650.0
Sullivan County,New Hampshire,78.7549906376338,33,019,60780.0
Atlantic County,New Jersey,77.5686668388061,34,001,59989.0
Bergen County,New Jersey,83.1457653000287,34,003,95837.0
Burlington County,New Jersey,79.6753869979683,34,005,84992.0
Camden County,New Jersey,77.5540325914464,34,007,67118.0
Cape May County,New Jersey,77.412185736206,34,009,63690.0
Cumberland County,New Jersey,75.7098061205668,34,011,52593.0
Essex County,New Jersey,79.8252847481357,34,013,59302.0
Gloucester County,New Jersey,78.1331206056522,34,015,85160.0
Hudson County,New Jersey,82.349847853185,34,017,66289.0
Hunterdon County,New Jersey,83.427998555951,34,019,112535.0
Mercer County,New Jersey,80.5288666860776,34,021,79990.0
Middlesex County,New Jersey,81.7425141921375,34,023,85954.0
Monmouth County,New Jersey,80.8520668534003,34,025,95699.0
Morris County,New Jersey,82.6720302531243,34,027,111316.0
Ocean County,New Jersey,79.215235531049,34,029,68021.0
Passaic County,New Jersey,80.7840741923322,34,031,66476.0
Salem County,New Jersey,76.2784495585658,34,033,64309.0
Somerset County,New Jersey,82.8029168388035,34,035,111772.0
Sussex County,New Jersey,79.7733181381442,34,037,90520.0
Union County,New Jersey,81.6546233077387,34,039,77095.0
Warren County,New Jersey,79.991864458029,34,041,78145.0
Bernalillo County,New Mexico,78.4253098966629,35,001,51643.0
Catron County,New Mexico,79.6738765717489,35,003,42480.0
Chaves County,New Mexico,75.8367975528453,35,005,43197.0
Colfax County,New Mexico,77.9169328709913,35,007,33783.0
Curry County,New Mexico,76.97078114545,35,009,46182.0
De Baca County,New Mexico,75.5998624100907,35,011,31028.0
Dona Ana County,New Mexico,79.8534227477422,35,013,39164.0
Eddy County,New Mexico,75.2904754645984,35,015,62982.0
Grant County,New Mexico,77.6666811676828,35,017,37880.0
Guadalupe County,New Mexico,76.1943912069806,35,019,24085.0
Hidalgo County,New Mexico,76.7132720850165,35,023,36339.0
Lea County,New Mexico,75.8331081071853,35,025,59797.0
Lincoln County,New Mexico,79.6075546489729,35,027,42267.0
Los Alamos County,New Mexico,83.5857336309642,35,028,115248.0
Luna County,New Mexico,75.5398566167275,35,029,27377.0
McKinley County,New Mexico,72.4486225485179,35,031,31674.0
Mora County,New Mexico,77.8526910116324,35,033,26968.0
Otero County,New Mexico,77.829914100508,35,035,42752.0
