County,State,State_FIPS,County_FIPS,white_population,total_population,age_60_and_over,housing_cost_burden,median_gross_rent,age_15_to_44_percentage,gini_index,native_american_population,median_household_income,asian_population,per_capita_income,total_population_race,median_home_value,black_population,age_18_and_under_percentage
Union County,Mississippi,28,145,,,,179.0,,,,,,,,,,,
Walthall County,Mississippi,28,147,,,,17.0,,,,,,,,,,,
Warren County,Mississippi,28,149,,,,599.0,,,,,,,,,,,
Washington County,Mississippi,28,151,,,,567.0,,,,,,,,,,,
Wayne County,Mississippi,28,153,,,,68.0,,,,,,,,,,,
Webster County,Mississippi,28,155,,,,80.0,,,,,,,,,,,
Wilkinson County,Mississippi,28,157,,,,57.0,,,,,,,,,,,
Winston County,Mississippi,28,159,,,,108.0,,,,,,,,,,,
Yalobusha County,Mississippi,28,161,,,,101.0,,,,,,,,,,,
Yazoo County,Mississippi,28,163,,,,198.0,,,,,,,,,,,
Adair County,Missouri,29,1,,,,293.0,,,,,,,,,,,
Andrew County,Missouri,29,3,,,,135.0,,,,,,,,,,,
Atchison County,Missouri,29,5,,,,27.0,,,,,,,,,,,
Audrain County,Missouri,29,7,,,,102.0,,,,,,,,,,,
Barry County,Missouri,29,9,,,,197.0,,,,,,,,,,,
Barton County,Missouri,29,11,,,,55.0,,,,,,,,,,,
Bates County,Missouri,29,13,,,,232.0,,,,,,,,,,,
Benton County,Missouri,29,15,,,,126.0,,,,,,,,,,,
Bollinger County,Missouri,29,17,,,,40.0,,,,,,,,,,,
Boone County,Missouri,29,19,,,,2214.0,,,,,,,,,,,
Buchanan County,Missouri,29,21,,,,870.0,,,,,,,,,,,
Butler County,Missouri,29,23,,,,429.0,,,,,,,,,,,
Caldwell County,Missouri,29,25,,,,83.0,,,,,,,,,,,
Callaway County,Missouri,29,27,,,,300.0,,,,,,,,,,,
Camden County,Missouri,29,29,,,,160.0,,,,,,,,,,,
Cape Girardeau County,Missouri,29,31,,,,569.0,,,,,,,,,,,
Carroll County,Missouri,29,33,,,,48.0,,,,,,,,,,,
Carter County,Missouri,29,35,,,,78.0,,,,,,,,,,,
Cass County,Missouri,29,37,,,,816.0,,,,,,,,,,,
Cedar County,Missouri,29,39,,,,136.0,,,,,,,,,,,
Chariton County,Missouri,29,41,,,,47.0,,,,,,,,,,,
Christian County,Missouri,29,43,,,,752.0,,,,,,,,,,,
Clark County,Missouri,29,45,,,,37.0,,,,,,,,,,,
Clay County,Missouri,29,47,,,,1886.0,,,,,,,,,,,
Clinton County,Missouri,29,49,,,,110.0,,,,,,,,,,,
Cole County,Missouri,29,51,,,,785.0,,,,,,,,,,,
Cooper County,Missouri,29,53,,,,119.0,,,,,,,,,,,
Crawford County,Missouri,29,55,,,,147.0,,,,,,,,,,,
Dade County,Missouri,29,57,,,,61.0,,,,,,,,,,,
Dallas County,Missouri,29,59,,,,64.0,,,,,,,,,,,
Daviess County,Missouri,29,61,,,,26.0,,,,,,,,,,,
DeKalb County,Missouri,29,63,,,,80.0,,,,,,,,,,,
Dent County,Missouri,29,65,,,,152.0,,,,,,,,,,,
Douglas County,Missouri,29,67,,,,93.0,,,,,,,,,,,
Dunklin County,Missouri,29,69,,,,443.0,,,,,,,,,,,
Franklin County,Missouri,29,71,,,,636.0,,,,,,,,,,,
Gasconade County,Missouri,29,73,,,,30.0,,,,,,,,,,,
Gentry County,Missouri,29,75,,,,35.0,,,,,,,,,,,
Greene County,Missouri,29,77,,,,3727.0,,,,,,,,,,,
Grundy County,Missouri,29,79,,,,80.0,,,,,,,,,,,
Harrison County,Missouri,29,81,,,,54.0,,,,,,,,,,,
Henry County,Missouri,29,83,,,,236.0,,,,,,,,,,,
Hickory County,Missouri,29,85,,,,55.0,,,,,,,,,,,
Holt County,Missouri,29,87,,,,41.0,,,,,,,,,,,
Howard County,Missouri,29,89,,,,77.0,,,,,,,,,,,
Howell County,Missouri,29,91,,,,233.0,,,,,,,,,,,
Iron County,Missouri,29,93,,,,59.0,,,,,,,,,,,
Jackson County,Missouri,29,95,,,,8471.0,,,,,,,,,,,
Jasper County,Missouri,29,97,,,,1418.0,,,,,,,,,,,
Jefferson County,Missouri,29,99,,,,1145.0,,,,,,,,,,,
Johnson County,Missouri,29,101,,,,802.0,,,,,,,,,,,
Knox County,Missouri,29,103,,,,48.0,,,,,,,,,,,
Laclede County,Missouri,29,105,,,,374.0,,,,,,,,,,,
Lafayette County,Missouri,29,107,,,,221.0,,,,,,,,,,,
Lawrence County,Missouri,29,109,,,,501.0,,,,,,,,,,,
Lewis County,Missouri,29,111,,,,52.0,,,,,,,,,,,
Lincoln County,Missouri,29,113,,,,207.0,,,,,,,,,,,
Linn County,Missouri,29,115,,,,56.0,,,,,,,,,,,
Livingston County,Missouri,29,117,,,,82.0,,,,,,,,,,,
McDonald County,Missouri,29,119,,,,165.0,,,,,,,,,,,
Macon County,Missouri,29,121,,,,146.0,,,,,,,,,,,
Madison County,Missouri,29,123,,,,128.0,,,,,,,,,,,
Maries County,Missouri,29,125,,,,24.0,,,,,,,,,,,
Marion County,Missouri,29,127,,,,262.0,,,,,,,,,,,
Mercer County,Missouri,29,129,,,,30.0,,,,,,,,,,,
Miller County,Missouri,29,131,,,,216.0,,,,,,,,,,,
Mississippi County,Missouri,29,133,,,,108.0,,,,,,,,,,,
Moniteau County,Missouri,29,135,,,,93.0,,,,,,,,,,,
Monroe County,Missouri,29,137,,,,57.0,,,,,,,,,,,
Montgomery County,Missouri,29,139,,,,60.0,,,,,,,,,,,
Morgan County,Missouri,29,141,,,,85.0,,,,,,,,,,,
New Madrid County,Missouri,29,143,,,,279.0,,,,,,,,,,,
Newton County,Missouri,29,145,,,,440.0,,,,,,,,,,,
Nodaway County,Missouri,29,147,,,,325.0,,,,,,,,,,,
Oregon County,Missouri,29,149,,,,53.0,,,,,,,,,,,
Osage County,Missouri,29,151,,,,48.0,,,,,,,,,,,
Ozark County,Missouri,29,153,,,,24.0,,,,,,,,,,,
Pemiscot County,Missouri,29,155,,,,338.0,,,,,,,,,,,
Perry County,Missouri,29,157,,,,167.0,,,,,,,,,,,
Pettis County,Missouri,29,159,,,,356.0,,,,,,,,,,,
Phelps County,Missouri,29,161,,,,666.0,,,,,,,,,,,
Pike County,Missouri,29,163,,,,104.0,,,,,,,,,,,
Platte County,Missouri,29,165,,,,855.0,,,,,,,,,,,
Polk County,Missouri,29,167,,,,342.0,,,,,,,,,,,
Pulaski County,Missouri,29,169,,,,435.0,,,,,,,,,,,
Putnam County,Missouri,29,171,,,,37.0,,,,,,,,,,,
Ralls County,Missouri,29,173,,,,62.0,,,,,,,,,,,
Randolph County,Missouri,29,175,,,,219.0,,,,,,,,,,,
Ray County,Missouri,29,177,,,,158.0,,,,,,,,,,,
Reynolds County,Missouri,29,179,,,,73.0,,,,,,,,,,,
Ripley County,Missouri,29,181,,,,159.0,,,,,,,,,,,
Saint Charles County,Missouri,29,183,,,,2241.0,,,,,,,,,,,
Saint Clair County,Missouri,29,185,,,,73.0,,,,,,,,,,,
Sainte Genevieve County,Missouri,29,186,,,,56.0,,,,,,,,,,,
Saint Francois County,Missouri,29,187,,,,510.0,,,,,,,,,,,
Saint Louis County,Missouri,29,189,,,,9086.0,,,,,,,,,,,
Saline County,Missouri,29,195,,,,243.0,,,,,,,,,,,
Schuyler County,Missouri,29,197,,,,30.0,,,,,,,,,,,
Scotland County,Missouri,29,199,,,,0.0,,,,,,,,,,,
Scott County,Missouri,29,201,,,,425.0,,,,,,,,,,,
Shannon County,Missouri,29,203,,,,59.0,,,,,,,,,,,
Shelby County,Missouri,29,205,,,,59.0,,,,,,,,,,,
Stoddard County,Missouri,29,207,,,,322.0,,,,,,,,,,,
Stone County,Missouri,29,209,,,,172.0,,,,,,,,,,,
Sullivan County,Missouri,29,211,,,,87.0,,,,,,,,,,,
Taney County,Missouri,29,213,,,,802.0,,,,,,,,,,,
Texas County,Missouri,29,215,,,,156.0,,,,,,,,,,,
Vernon County,Missouri,29,217,,,,159.0,,,,,,,,,,,
Warren County,Missouri,29,219,,,,124.0,,,,,,,,,,,
Washington County,Missouri,29,221,,,,106.0,,,,,,,,,,,
Wayne County,Missouri,29,223,,,,101.0,,,,,,,,,,,
Webster County,Missouri,29,225,,,,241.0,,,,,,,,,,,
Worth County,Missouri,29,227,,,,26.0,,,,,,,,,,,
Wright County,Missouri,29,229,,,,188.0,,,,,,,,,,,
Saint Louis City,Missouri,29,510,,,,6693.0,,,,,,,,,,,
Beaverhead County,Montana,30,1,,,,155.0,,,,,,,,,,,
Big Horn County,Montana,30,3,,,,52.0,,,,,,,,,,,
Blaine County,Montana,30,5,,,,26.0,,,,,,,,,,,
Broadwater County,Montana,30,7,,,,66.0,,,,,,,,,,,
Carbon County,Montana,30,9,,,,55.0,,,,,,,,,,,
Carter County,Montana,30,11,,,,0.0,,,,,,,,,,,
Cascade County,Montana,30,13,,,,737.0,,,,,,,,,,,
Chouteau County,Montana,30,15,,,,57.0,,,,,,,,,,,
Custer County,Montana,30,17,,,,57.0,,,,,,,,,,,
Daniels County,Montana,30,19,,,,20.0,,,,,,,,,,,
Dawson County,Montana,30,21,,,,114.0,,,,,,,,,,,
Deer Lodge County,Montana,30,23,,,,124.0,,,,,,,,,,,
Fallon County,Montana,30,25,,,,12.0,,,,,,,,,,,
Fergus County,Montana,30,27,,,,175.0,,,,,,,,,,,
Flathead County,Montana,30,29,,,,1134.0,,,,,,,,,,,
Gallatin County,Montana,30,31,,,,1067.0,,,,,,,,,,,
Garfield County,Montana,30,33,,,,0.0,,,,,,,,,,,
Glacier County,Montana,30,35,,,,68.0,,,,,,,,,,,
Granite County,Montana,30,39,,,,24.0,,,,,,,,,,,
Hill County,Montana,30,41,,,,163.0,,,,,,,,,,,
Jefferson County,Montana,30,43,,,,16.0,,,,,,,,,,,
Judith Basin County,Montana,30,45,,,,10.0,,,,,,,,,,,
Lake County,Montana,30,47,,,,258.0,,,,,,,,,,,
Lewis and Clark County,Montana,30,49,,,,600.0,,,,,,,,,,,
Liberty County,Montana,30,51,,,,0.0,,,,,,,,,,,
Lincoln County,Montana,30,53,,,,85.0,,,,,,,,,,,
McCone County,Montana,30,55,,,,20.0,,,,,,,,,,,
Madison County,Montana,30,57,,,,35.0,,,,,,,,,,,
Meagher County,Montana,30,59,,,,26.0,,,,,,,,,,,
Mineral County,Montana,30,61,,,,44.0,,,,,,,,,,,
Missoula County,Montana,30,63,,,,1874.0,,,,,,,,,,,
Musselshell County,Montana,30,65,,,,41.0,,,,,,,,,,,
Phillips County,Montana,30,71,,,,30.0,,,,,,,,,,,
Pondera County,Montana,30,73,,,,63.0,,,,,,,,,,,
Powder River County,Montana,30,75,,,,0.0,,,,,,,,,,,
Powell County,Montana,30,77,,,,14.0,,,,,,,,,,,
Prairie County,Montana,30,79,,,,0.0,,,,,,,,,,,
Ravalli County,Montana,30,81,,,,232.0,,,,,,,,,,,
Richland County,Montana,30,83,,,,90.0,,,,,,,,,,,
Roosevelt County,Montana,30,85,,,,70.0,,,,,,,,,,,
Rosebud County,Montana,30,87,,,,75.0,,,,,,,,,,,
Sanders County,Montana,30,89,,,,50.0,,,,,,,,,,,
Sheridan County,Montana,30,91,,,,35.0,,,,,,,,,,,
Silver Bow County,Montana,30,93,,,,348.0,,,,,,,,,,,
Stillwater County,Montana,30,95,,,,24.0,,,,,,,,,,,
Sweet Grass County,Montana,30,97,,,,20.0,,,,,,,,,,,
Teton County,Montana,30,99,,,,26.0,,,,,,,,,,,
Toole County,Montana,30,101,,,,10.0,,,,,,,,,,,
Valley County,Montana,30,105,,,,101.0,,,,,,,,,,,
Wheatland County,Montana,30,107,,,,0.0,,,,,,,,,,,
Wibaux County,Montana,30,109,,,,6.0,,,,,,,,,,,
Yellowstone County,Montana,30,111,,,,1682.0,,,,,,,,,,,
Park County,Montana,30,67,,,,141.0,,,,,,,,,,,
Adams County,Nebraska,31,1,,,,199.0,,,,,,,,,,,
Antelope County,Nebraska,31,3,,,,43.0,,,,,,,,,,,
Boone County,Nebraska,31,11,,,,29.0,,,,,,,,,,,
Box Butte County,Nebraska,31,13,,,,96.0,,,,,,,,,,,
Boyd County,Nebraska,31,15,,,,5.0,,,,,,,,,,,
Brown County,Nebraska,31,17,,,,69.0,,,,,,,,,,,
Buffalo County,Nebraska,31,19,,,,399.0,,,,,,,,,,,
Burt County,Nebraska,31,21,,,,45.0,,,,,,,,,,,
Butler County,Nebraska,31,23,,,,28.0,,,,,,,,,,,
Cass County,Nebraska,31,25,,,,70.0,,,,,,,,,,,
Cedar County,Nebraska,31,27,,,,39.0,,,,,,,,,,,
Chase County,Nebraska,31,29,,,,35.0,,,,,,,,,,,
Cherry County,Nebraska,31,31,,,,4.0,,,,,,,,,,,
Cheyenne County,Nebraska,31,33,,,,237.0,,,,,,,,,,,
Clay County,Nebraska,31,35,,,,32.0,,,,,,,,,,,
Colfax County,Nebraska,31,37,,,,40.0,,,,,,,,,,,
Cuming County,Nebraska,31,39,,,,97.0,,,,,,,,,,,
Custer County,Nebraska,31,41,,,,101.0,,,,,,,,,,,
Dakota County,Nebraska,31,43,,,,479.0,,,,,,,,,,,
Dawes County,Nebraska,31,45,,,,28.0,,,,,,,,,,,
Dawson County,Nebraska,31,47,,,,232.0,,,,,,,,,,,
Deuel County,Nebraska,31,49,,,,20.0,,,,,,,,,,,
Dixon County,Nebraska,31,51,,,,76.0,,,,,,,,,,,
Dodge County,Nebraska,31,53,,,,394.0,,,,,,,,,,,
Douglas County,Nebraska,31,55,,,,5847.0,,,,,,,,,,,
Dundy County,Nebraska,31,57,,,,13.0,,,,,,,,,,,
Fillmore County,Nebraska,31,59,,,,13.0,,,,,,,,,,,
Franklin County,Nebraska,31,61,,,,13.0,,,,,,,,,,,
Frontier County,Nebraska,31,63,,,,0.0,,,,,,,,,,,
Furnas County,Nebraska,31,65,,,,13.0,,,,,,,,,,,
Gage County,Nebraska,31,67,,,,184.0,,,,,,,,,,,
Garden County,Nebraska,31,69,,,,4.0,,,,,,,,,,,
Garfield County,Nebraska,31,71,,,,7.0,,,,,,,,,,,
Gosper County,Nebraska,31,73,,,,0.0,,,,,,,,,,,
Greeley County,Nebraska,31,77,,,,2.0,,,,,,,,,,,
Hall County,Nebraska,31,79,,,,557.0,,,,,,,,,,,
Hamilton County,Nebraska,31,81,,,,45.0,,,,,,,,,,,
Harlan County,Nebraska,31,83,,,,6.0,,,,,,,,,,,
Hitchcock County,Nebraska,31,87,,,,9.0,,,,,,,,,,,
Holt County,Nebraska,31,89,,,,15.0,,,,,,,,,,,
Howard County,Nebraska,31,93,,,,35.0,,,,,,,,,,,
Jefferson County,Nebraska,31,95,,,,48.0,,,,,,,,,,,
Johnson County,Nebraska,31,97,,,,29.0,,,,,,,,,,,
Kearney County,Nebraska,31,99,,,,4.0,,,,,,,,,,,
Keith County,Nebraska,31,101,,,,88.0,,,,,,,,,,,
Kimball County,Nebraska,31,105,,,,28.0,,,,,,,,,,,
Knox County,Nebraska,31,107,,,,89.0,,,,,,,,,,,
Lancaster County,Nebraska,31,109,,,,3678.0,,,,,,,,,,,
Lincoln County,Nebraska,31,111,,,,417.0,,,,,,,,,,,
Madison County,Nebraska,31,119,,,,383.0,,,,,,,,,,,
Merrick County,Nebraska,31,121,,,,67.0,,,,,,,,,,,
Morrill County,Nebraska,31,123,,,,31.0,,,,,,,,,,,
Nance County,Nebraska,31,125,,,,43.0,,,,,,,,,,,
Nemaha County,Nebraska,31,127,,,,81.0,,,,,,,,,,,
Nuckolls County,Nebraska,31,129,,,,28.0,,,,,,,,,,,
Otoe County,Nebraska,31,131,,,,94.0,,,,,,,,,,,
Pawnee County,Nebraska,31,133,,,,7.0,,,,,,,,,,,
Perkins County,Nebraska,31,135,,,,12.0,,,,,,,,,,,
Phelps County,Nebraska,31,137,,,,33.0,,,,,,,,,,,
Pierce County,Nebraska,31,139,,,,46.0,,,,,,,,,,,
Platte County,Nebraska,31,141,,,,220.0,,,,,,,,,,,
Polk County,Nebraska,31,143,,,,40.0,,,,,,,,,,,
Red Willow County,Nebraska,31,145,,,,150.0,,,,,,,,,,,
Richardson County,Nebraska,31,147,,,,64.0,,,,,,,,,,,
Rock County,Nebraska,31,149,,,,4.0,,,,,,,,,,,
Saline County,Nebraska,31,151,,,,163.0,,,,,,,,,,,
Sarpy County,Nebraska,31,153,,,,1789.0,,,,,,,,,,,
Saunders County,Nebraska,31,155,,,,105.0,,,,,,,,,,,
Scotts Bluff County,Nebraska,31,157,,,,480.0,,,,,,,,,,,
Seward County,Nebraska,31,159,,,,75.0,,,,,,,,,,,
Sheridan County,Nebraska,31,161,,,,47.0,,,,,,,,,,,
Sherman County,Nebraska,31,163,,,,18.0,,,,,,,,,,,
Sioux County,Nebraska,31,165,,,,6.0,,,,,,,,,,,
Stanton County,Nebraska,31,167,,,,34.0,,,,,,,,,,,
Thayer County,Nebraska,31,169,,,,25.0,,,,,,,,,,,
Thurston County,Nebraska,31,173,,,,31.0,,,,,,,,,,,
Valley County,Nebraska,31,175,,,,59.0,,,,,,,,,,,
Washington County,Nebraska,31,177,,,,50.0,,,,,,,,,,,
Wayne County,Nebraska,31,179,,,,70.0,,,,,,,,,,,
Webster County,Nebraska,31,181,,,,16.0,,,,,,,,,,,
York County,Nebraska,31,185,,,,165.0,,,,,,,,,,,
Churchill County,Nevada,32,1,,,,194.0,,,,,,,,,,,
Clark County,Nevada,32,3,,,,27756.0,,,,,,,,,,,
Douglas County,Nevada,32,5,,,,539.0,,,,,,,,,,,
Elko County,Nevada,32,7,,,,456.0,,,,,,,,,,,
Eureka County,Nevada,32,11,,,,10.0,,,,,,,,,,,
Humboldt County,Nevada,32,13,,,,56.0,,,,,,,,,,,
Lander County,Nevada,32,15,,,,55.0,,,,,,,,,,,
Lincoln County,Nevada,32,17,,,,8.0,,,,,,,,,,,
Lyon County,Nevada,32,19,,,,459.0,,,,,,,,,,,
Mineral County,Nevada,32,21,,,,52.0,,,,,,,,,,,
Nye County,Nevada,32,23,,,,417.0,,,,,,,,,,,
Pershing County,Nevada,32,27,,,,27.0,,,,,,,,,,,
Storey County,Nevada,32,29,,,,0.0,,,,,,,,,,,
Washoe County,Nevada,32,31,,,,6263.0,,,,,,,,,,,
White Pine County,Nevada,32,33,,,,136.0,,,,,,,,,,,
Carson City,Nevada,32,510,,,,699.0,,,,,,,,,,,
Belknap County,New Hampshire,33,1,,,,328.0,,,,,,,,,,,
Carroll County,New Hampshire,33,3,,,,440.0,,,,,,,,,,,
Cheshire County,New Hampshire,33,5,,,,839.0,,,,,,,,,,,
Coos County,New Hampshire,33,7,,,,394.0,,,,,,,,,,,
Grafton County,New Hampshire,33,9,,,,821.0,,,,,,,,,,,
Hillsborough County,New Hampshire,33,11,,,,4916.0,,,,,,,,,,,
Merrimack County,New Hampshire,33,13,,,,1579.0,,,,,,,,,,,
Rockingham County,New Hampshire,33,15,,,,2533.0,,,,,,,,,,,
Strafford County,New Hampshire,33,17,,,,1280.0,,,,,,,,,,,
Sullivan County,New Hampshire,33,19,,,,489.0,,,,,,,,,,,
Atlantic County,New Jersey,34,1,,,,3034.0,,,,,,,,,,,
Bergen County,New Jersey,34,3,,,,9241.0,,,,,,,,,,,
Burlington County,New Jersey,34,5,,,,3116.0,,,,,,,,,,,
Camden County,New Jersey,34,7,,,,4641.0,,,,,,,,,,,
Cape May County,New Jersey,34,9,,,,1174.0,,,,,,,,,,,
Cumberland County,New Jersey,34,11,,,,1421.0,,,,,,,,,,,
Essex County,New Jersey,34,13,,,,13323.0,,,,,,,,,,,
Gloucester County,New Jersey,34,15,,,,1852.0,,,,,,,,,,,
Hudson County,New Jersey,34,17,,,,13394.0,,,,,,,,,,,
Hunterdon County,New Jersey,34,19,,,,582.0,,,,,,,,,,,
Mercer County,New Jersey,34,21,,,,3726.0,,,,,,,,,,,
Middlesex County,New Jersey,34,23,,,,7524.0,,,,,,,,,,,
Monmouth County,New Jersey,34,25,,,,5228.0,,,,,,,,,,,
Morris County,New Jersey,34,27,,,,3700.0,,,,,,,,,,,
Ocean County,New Jersey,34,29,,,,3651.0,,,,,,,,,,,
Passaic County,New Jersey,34,31,,,,6896.0,,,,,,,,,,,
Salem County,New Jersey,34,33,,,,530.0,,,,,,,,,,,
Somerset County,New Jersey,34,35,,,,1912.0,,,,,,,,,,,
Sussex County,New Jersey,34,37,,,,584.0,,,,,,,,,,,
Union County,New Jersey,34,39,,,,6513.0,,,,,,,,,,,
Warren County,New Jersey,34,41,,,,1125.0,,,,,,,,,,,
Bernalillo County,New Mexico,35,1,,,,7522.0,,,,,,,,,,,
Catron County,New Mexico,35,3,,,,0.0,,,,,,,,,,,
Chaves County,New Mexico,35,5,,,,578.0,,,,,,,,,,,
Colfax County,New Mexico,35,7,,,,109.0,,,,,,,,,,,
Curry County,New Mexico,35,9,,,,561.0,,,,,,,,,,,
De Baca County,New Mexico,35,11,,,,10.0,,,,,,,,,,,
Dona Ana County,New Mexico,35,13,,,,2165.0,,,,,,,,,,,
Eddy County,New Mexico,35,15,,,,343.0,,,,,,,,,,,
Grant County,New Mexico,35,17,,,,165.0,,,,,,,,,,,
Guadalupe County,New Mexico,35,19,,,,19.0,,,,,,,,,,,
Hidalgo County,New Mexico,35,23,,,,57.0,,,,,,,,,,,
Lea County,New Mexico,35,25,,,,593.0,,,,,,,,,,,
Lincoln County,New Mexico,35,27,,,,81.0,,,,,,,,,,,
Los Alamos County,New Mexico,35,28,,,,119.0,,,,,,,,,,,
Luna County,New Mexico,35,29,,,,115.0,,,,,,,,,,,
McKinley County,New Mexico,35,31,,,,295.0,,,,,,,,,,,
Mora County,New Mexico,35,33,,,,0.0,,,,,,,,,,,
Otero County,New Mexico,35,35,,,,447.0,,,,,,,,,,,
Quay County,New Mexico,35,37,,,,58.0,,,,,,,,,,,
Rio Arriba County,New Mexico,35,39,,,,161.0,,,,,,,,,,,
Roosevelt County,New Mexico,35,41,,,,278.0,,,,,,,,,,,
Sandoval County,New Mexico,35,43,,,,769.0,,,,,,,,,,,
San Juan County,New Mexico,35,45,,,,830.0,,,,,,,,,,,
San Miguel County,New Mexico,35,47,,,,232.0,,,,,,,,,,,
Santa Fe County,New Mexico,35,49,,,,1519.0,,,,,,,,,,,
Sierra County,New Mexico,35,51,,,,30.0,,,,,,,,,,,
Socorro County,New Mexico,35,53,,,,67.0,,,,,,,,,,,
Taos County,New Mexico,35,55,,,,276.0,,,,,,,,,,,
Torrance County,New Mexico,35,57,,,,47.0,,,,,,,,,,,
Union County,New Mexico,35,59,,,,18.0,,,,,,,,,,,
Cibola County,New Mexico,35,6,,,,145.0,,,,,,,,,,,
Valencia County,New Mexico,35,61,,,,489.0,,,,,,,,,,,
Albany County,New York,36,1,,,,3797.0,,,,,,,,,,,
Allegany County,New York,36,3,,,,320.0,,,,,,,,,,,
Bronx County,New York,36,5,,,,34263.0,,,,,,,,,,,
Broome County,New York,36,7,,,,1986.0,,,,,,,,,,,
Cattaraugus County,New York,36,9,,,,687.0,,,,,,,,,,,
Cayuga County,New York,36,11,,,,582.0,,,,,,,,,,,
Chautauqua County,New York,36,13,,,,944.0,,,,,,,,,,,
Chemung County,New York,36,15,,,,656.0,,,,,,,,,,,
Chenango County,New York,36,17,,,,465.0,,,,,,,,,,,
Clinton County,New York,36,19,,,,749.0,,,,,,,,,,,
Columbia County,New York,36,21,,,,509.0,,,,,,,,,,,
Cortland County,New York,36,23,,,,334.0,,,,,,,,,,,
Delaware County,New York,36,25,,,,434.0,,,,,,,,,,,
Dutchess County,New York,36,27,,,,2189.0,,,,,,,,,,,
Erie County,New York,36,29,,,,10305.0,,,,,,,,,,,
Essex County,New York,36,31,,,,354.0,,,,,,,,,,,
Franklin County,New York,36,33,,,,389.0,,,,,,,,,,,
Fulton County,New York,36,35,,,,628.0,,,,,,,,,,,
Genesee County,New York,36,37,,,,570.0,,,,,,,,,,,
Greene County,New York,36,39,,,,389.0,,,,,,,,,,,
Hamilton County,New York,36,41,,,,12.0,,,,,,,,,,,
Herkimer County,New York,36,43,,,,769.0,,,,,,,,,,,
Jefferson County,New York,36,45,,,,1557.0,,,,,,,,,,,
Kings County,New York,36,47,,,,56541.0,,,,,,,,,,,
Lewis County,New York,36,49,,,,184.0,,,,,,,,,,,
Livingston County,New York,36,51,,,,466.0,,,,,,,,,,,
Madison County,New York,36,53,,,,425.0,,,,,,,,,,,
Monroe County,New York,36,55,,,,8425.0,,,,,,,,,,,
Montgomery County,New York,36,57,,,,478.0,,,,,,,,,,,
Nassau County,New York,36,59,,,,7046.0,,,,,,,,,,,
New York County,New York,36,61,,,,49534.0,,,,,,,,,,,
Niagara County,New York,36,63,,,,2004.0,,,,,,,,,,,
Oneida County,New York,36,65,,,,2147.0,,,,,,,,,,,
Onondaga County,New York,36,67,,,,5411.0,,,,,,,,,,,
Ontario County,New York,36,69,,,,1031.0,,,,,,,,,,,
Orange County,New York,36,71,,,,2747.0,,,,,,,,,,,
Orleans County,New York,36,73,,,,210.0,,,,,,,,,,,
Oswego County,New York,36,75,,,,959.0,,,,,,,,,,,
Otsego County,New York,36,77,,,,353.0,,,,,,,,,,,
Putnam County,New York,36,79,,,,369.0,,,,,,,,,,,
Queens County,New York,36,81,,,,35799.0,,,,,,,,,,,
Rensselaer County,New York,36,83,,,,1400.0,,,,,,,,,,,
Richmond County,New York,36,85,,,,3750.0,,,,,,,,,,,
Rockland County,New York,36,87,,,,2612.0,,,,,,,,,,,
Saint Lawrence County,New York,36,89,,,,1113.0,,,,,,,,,,,
Saratoga County,New York,36,91,,,,1886.0,,,,,,,,,,,
Schenectady County,New York,36,93,,,,1537.0,,,,,,,,,,,
Schoharie County,New York,36,95,,,,216.0,,,,,,,,,,,
Schuyler County,New York,36,97,,,,83.0,,,,,,,,,,,
Seneca County,New York,36,99,,,,239.0,,,,,,,,,,,
Steuben County,New York,36,101,,,,874.0,,,,,,,,,,,
Suffolk County,New York,36,103,,,,8701.0,,,,,,,,,,,
Sullivan County,New York,36,105,,,,935.0,,,,,,,,,,,
Tioga County,New York,36,107,,,,252.0,,,,,,,,,,,
Tompkins County,New York,36,109,,,,1303.0,,,,,,,,,,,
Ulster County,New York,36,111,,,,1989.0,,,,,,,,,,,
Warren County,New York,36,113,,,,640.0,,,,,,,,,,,
Washington County,New York,36,115,,,,502.0,,,,,,,,,,,
Wayne County,New York,36,117,,,,737.0,,,,,,,,,,,
Westchester County,New York,36,119,,,,11583.0,,,,,,,,,,,
Wyoming County,New York,36,121,,,,376.0,,,,,,,,,,,
Yates County,New York,36,123,,,,193.0,,,,,,,,,,,
Alamance County,North Carolina,37,1,,,,1363.0,,,,,,,,,,,
Alexander County,North Carolina,37,3,,,,195.0,,,,,,,,,,,
Alleghany County,North Carolina,37,5,,,,61.0,,,,,,,,,,,
Anson County,North Carolina,37,7,,,,233.0,,,,,,,,,,,
Ashe County,North Carolina,37,9,,,,170.0,,,,,,,,,,,
Avery County,North Carolina,37,11,,,,251.0,,,,,,,,,,,
Beaufort County,North Carolina,37,13,,,,363.0,,,,,,,,,,,
Bertie County,North Carolina,37,15,,,,144.0,,,,,,,,,,,
Bladen County,North Carolina,37,17,,,,160.0,,,,,,,,,,,
Brunswick County,North Carolina,37,19,,,,894.0,,,,,,,,,,,
Buncombe County,North Carolina,37,21,,,,2466.0,,,,,,,,,,,
Burke County,North Carolina,37,23,,,,708.0,,,,,,,,,,,
Cabarrus County,North Carolina,37,25,,,,1461.0,,,,,,,,,,,
Caldwell County,North Carolina,37,27,,,,527.0,,,,,,,,,,,
Camden County,North Carolina,37,29,,,,17.0,,,,,,,,,,,
Carteret County,North Carolina,37,31,,,,619.0,,,,,,,,,,,
Caswell County,North Carolina,37,33,,,,104.0,,,,,,,,,,,
