County,State,mean_life_expectancy,State_FIPS,County_FIPS,age_18_and_under_percentage
Autauga County,Alabama,76.0037780188588,01,001,9.4
Baldwin County,Alabama,77.883491815899,01,003,7.8
Barbour County,Alabama,75.0673228497808,01,005,9.7
Bibb County,Alabama,73.9292406132677,01,007,9.4
Blount County,Alabama,75.4045795365122,01,009,8.4
Bullock County,Alabama,73.9942587358532,01,011,9.2
Butler County,Alabama,73.8747097831596,01,013,8.5
Calhoun County,Alabama,73.4914898222883,01,015,10.4
Chambers County,Alabama,74.3558450542163,01,017,8.9
Cherokee County,Alabama,74.3869269438084,01,019,7.7
Chilton County,Alabama,74.1846042084152,01,021,9.0
Choctaw County,Alabama,74.4079125158607,01,023,8.3
Clarke County,Alabama,75.0600852353112,01,025,9.2
Clay County,Alabama,74.5433505768891,01,027,7.6
Cleburne County,Alabama,73.9868040627659,01,029,7.5
Coffee County,Alabama,76.3605391350353,01,031,8.8
Colbert County,Alabama,74.4371800102949,01,033,8.6
Conecuh County,Alabama,73.5347778763338,01,035,9.4
Coosa County,Alabama,75.1708542815166,01,037,10.8
Covington County,Alabama,74.5258130018285,01,039,8.4
Crenshaw County,Alabama,74.3461382236033,01,041,9.1
Cullman County,Alabama,74.594611891369,01,043,8.7
Dale County,Alabama,75.8955853753065,01,045,10.3
Dallas County,Alabama,72.0822622575986,01,047,9.4
DeKalb County,Alabama,74.708246577618,01,049,8.5
Elmore County,Alabama,75.7371836971991,01,051,10.3
Escambia County,Alabama,73.4683660064676,01,053,9.9
Etowah County,Alabama,73.1955443341744,01,055,9.2
Fayette County,Alabama,73.9431045571677,01,057,7.9
Franklin County,Alabama,73.589235938182,01,059,10.4
Geneva County,Alabama,74.6570847479417,01,061,8.5
Greene County,Alabama,74.2538349549859,01,063,9.7
Hale County,Alabama,73.9653852957873,01,065,9.5
Henry County,Alabama,75.6190349537947,01,067,8.5
Houston County,Alabama,76.3382467172531,01,069,8.4
Jackson County,Alabama,73.4843045744864,01,071,8.2
Jefferson County,Alabama,74.806564666839,01,073,9.6
Lamar County,Alabama,74.4774859000498,01,075,7.7
Lauderdale County,Alabama,75.9992408194207,01,077,11.7
Lawrence County,Alabama,73.7066029348587,01,079,9.4
Lee County,Alabama,77.5898607027561,01,081,20.7
Limestone County,Alabama,77.3894821829376,01,083,8.1
Lowndes County,Alabama,72.0601797573648,01,085,10.2
Macon County,Alabama,73.2131086140897,01,087,19.0
Madison County,Alabama,77.542194549947,01,089,10.4
Marengo County,Alabama,73.8566544196385,01,091,9.4
Marion County,Alabama,74.1929234345737,01,093,7.7
Marshall County,Alabama,74.0778968695931,01,095,9.1
Mobile County,Alabama,74.9316859921305,01,097,10.2
Monroe County,Alabama,74.6797751742885,01,099,9.1
Montgomery County,Alabama,75.9457637313632,01,101,11.6
Morgan County,Alabama,75.4240194723048,01,103,8.8
Perry County,Alabama,72.5719425521565,01,105,17.5
Pickens County,Alabama,74.2789980479796,01,107,9.6
Pike County,Alabama,75.1713243378534,01,109,22.0
Randolph County,Alabama,74.3483287431609,01,111,8.5
Russell County,Alabama,73.9955853835697,01,113,9.4
Saint Clair County,Alabama,74.9401222127531,01,115,8.3
Shelby County,Alabama,79.8710141007163,01,117,8.3
Sumter County,Alabama,74.1681754789273,01,119,19.8
Talladega County,Alabama,73.4032144228388,01,121,8.8
Tallapoosa County,Alabama,74.9865840695302,01,123,8.9
Tuscaloosa County,Alabama,76.1685915869627,01,125,18.9
Walker County,Alabama,70.4970068309202,01,127,8.7
Washington County,Alabama,74.5099724381317,01,129,9.5
Wilcox County,Alabama,71.6706696339144,01,131,9.8
Winston County,Alabama,74.3226672753976,01,133,7.7
Anchorage Municipality,Alaska,78.7971775250135,02,020,12.6
Bethel Census Area,Alaska,72.760049452657,02,050,11.0
Bristol Bay Borough,Alaska,75.7106106970199,02,060,10.5
Fairbanks North Star Borough,Alaska,79.6096657350875,02,090,16.5
Haines Borough,Alaska,80.9337426747029,02,100,10.2
Juneau City and Borough,Alaska,80.1067083342921,02,110,8.9
Kenai Peninsula Borough,Alaska,78.4351200208393,02,122,9.6
Kodiak Island Borough,Alaska,79.3090118396675,02,150,12.8
Matanuska-Susitna Borough,Alaska,78.3543344277665,02,170,9.9
Nome Census Area,Alaska,70.9748357308832,02,180,10.4
North Slope Borough,Alaska,75.2524724050958,02,185,9.2
Sitka City and Borough,Alaska,79.9190519910414,02,220,8.4
Southeast Fairbanks Census Area,Alaska,77.4883947234674,02,240,9.3
Valdez-Cordova Census Area,Alaska,78.6528030299488,02,261,13.2
Wade Hampton Census Area,Alaska,68.8032376995035,02,270,
Northwest Arctic Borough,Alaska,72.5903940613242,02,188,12.7
Aleutians East Borough,Alaska,83.6925973715872,02,013,12.1
Aleutians West Census Area,Alaska,83.6925973715872,02,016,12.1
Dillingham Census Area,Alaska,73.8682389376079,02,070,11.6
Lake and Peninsula Borough,Alaska,73.8682389376079,02,164,11.8
Denali Borough,Alaska,74.0063517464913,02,068,11.7
Yukon-Koyukuk Census Area,Alaska,74.0063517464913,02,290,9.7
Hoonah-Angoon Census Area,Alaska,80.3736271859755,02,105,6.9
