County,State,State_FIPS,County_FIPS,high_school_only_percentage
Denali Borough,Alaska,02,068,26.0
Yukon-Koyukuk Census Area,Alaska,02,290,40.2
Hoonah-Angoon Census Area,Alaska,02,105,38.5
Skagway Municipality,Alaska,02,230,29.2
Yakutat City and Borough,Alaska,02,282,33.5
Ketchikan Gateway Borough,Alaska,02,130,29.7
Petersburg Borough,Alaska,02,195,31.7
Prince of Wales-Hyder Census Area,Alaska,02,198,37.9
Wrangell City and Borough,Alaska,02,275,35.3
Apache County,Arizona,04,001,32.2
Cochise County,Arizona,04,003,24.1
Coconino County,Arizona,04,005,22.0
Gila County,Arizona,04,007,27.9
Graham County,Arizona,04,009,28.7
Greenlee County,Arizona,04,011,34.7
Maricopa County,Arizona,04,013,22.4
Mohave County,Arizona,04,015,35.3
Navajo County,Arizona,04,017,30.3
Pima County,Arizona,04,019,22.2
Pinal County,Arizona,04,021,29.3
Santa Cruz County,Arizona,04,023,28.7
Yavapai County,Arizona,04,025,25.8
La Paz County,Arizona,04,012,31.1
Yuma County,Arizona,04,027,25.7
Arkansas County,Arkansas,05,001,38.9
Ashley County,Arkansas,05,003,43.7
Baxter County,Arkansas,05,005,36.3
Benton County,Arkansas,05,007,29.2
Boone County,Arkansas,05,009,33.4
Bradley County,Arkansas,05,011,41.3
Calhoun County,Arkansas,05,013,44.7
Carroll County,Arkansas,05,015,35.9
Chicot County,Arkansas,05,017,38.1
Clark County,Arkansas,05,019,30.2
Clay County,Arkansas,05,021,41.9
Cleburne County,Arkansas,05,023,42.8
Cleveland County,Arkansas,05,025,46.6
Columbia County,Arkansas,05,027,41.7
Conway County,Arkansas,05,029,43.8
Craighead County,Arkansas,05,031,34.6
Crawford County,Arkansas,05,033,37.3
Crittenden County,Arkansas,05,035,34.8
Cross County,Arkansas,05,037,41.5
Dallas County,Arkansas,05,039,44.1
Desha County,Arkansas,05,041,44.6
Drew County,Arkansas,05,043,35.3
Faulkner County,Arkansas,05,045,30.5
Franklin County,Arkansas,05,047,41.0
Fulton County,Arkansas,05,049,35.8
Garland County,Arkansas,05,051,31.4
Grant County,Arkansas,05,053,43.8
Greene County,Arkansas,05,055,45.9
Hempstead County,Arkansas,05,057,36.8
Hot Spring County,Arkansas,05,059,39.0
Howard County,Arkansas,05,061,38.4
Independence County,Arkansas,05,063,37.6
Izard County,Arkansas,05,065,38.0
Jackson County,Arkansas,05,067,42.5
Jefferson County,Arkansas,05,069,38.9
Johnson County,Arkansas,05,071,40.7
Lafayette County,Arkansas,05,073,40.2
Lawrence County,Arkansas,05,075,38.6
Lee County,Arkansas,05,077,40.4
Lincoln County,Arkansas,05,079,47.3
Little River County,Arkansas,05,081,44.7
Logan County,Arkansas,05,083,45.1
Lonoke County,Arkansas,05,085,36.7
Madison County,Arkansas,05,087,43.9
Marion County,Arkansas,05,089,37.5
Miller County,Arkansas,05,091,35.3
Mississippi County,Arkansas,05,093,38.8
Monroe County,Arkansas,05,095,41.3
Montgomery County,Arkansas,05,097,36.4
Nevada County,Arkansas,05,099,43.0
Newton County,Arkansas,05,101,35.4
Ouachita County,Arkansas,05,103,41.6
Perry County,Arkansas,05,105,41.7
Phillips County,Arkansas,05,107,31.9
Pike County,Arkansas,05,109,38.1
Poinsett County,Arkansas,05,111,43.1
Polk County,Arkansas,05,113,36.5
Pope County,Arkansas,05,115,35.2
Prairie County,Arkansas,05,117,39.9
Pulaski County,Arkansas,05,119,26.0
Randolph County,Arkansas,05,121,36.1
Saint Francis County,Arkansas,05,123,37.6
Saline County,Arkansas,05,125,31.4
Scott County,Arkansas,05,127,40.8
Searcy County,Arkansas,05,129,40.2
Sebastian County,Arkansas,05,131,31.0
Sevier County,Arkansas,05,133,37.5
Sharp County,Arkansas,05,135,40.9
Stone County,Arkansas,05,137,34.9
Union County,Arkansas,05,139,35.5
Van Buren County,Arkansas,05,141,42.6
Washington County,Arkansas,05,143,25.7
White County,Arkansas,05,145,39.3
Woodruff County,Arkansas,05,147,43.8
Yell County,Arkansas,05,149,40.0
Alameda County,California,06,001,17.6
Alpine County,California,06,003,28.1
Amador County,California,06,005,27.5
Butte County,California,06,007,22.5
Calaveras County,California,06,009,28.0
Colusa County,California,06,011,26.2
Contra Costa County,California,06,013,17.3
Del Norte County,California,06,015,31.0
El Dorado County,California,06,017,21.3
Fresno County,California,06,019,22.7
Glenn County,California,06,021,27.2
Humboldt County,California,06,023,22.2
Imperial County,California,06,025,24.3
Inyo County,California,06,027,28.6
Kern County,California,06,029,27.8
Kings County,California,06,031,25.3
Lake County,California,06,033,30.5
Lassen County,California,06,035,34.5
Los Angeles County,California,06,037,20.6
Madera County,California,06,039,24.9
Marin County,California,06,041,10.5
Mariposa County,California,06,043,24.4
Mendocino County,California,06,045,25.0
Merced County,California,06,047,25.3
Modoc County,California,06,049,33.0
Mono County,California,06,051,24.2
Monterey County,California,06,053,20.3
Napa County,California,06,055,17.8
Nevada County,California,06,057,18.4
Orange County,California,06,059,17.2
Placer County,California,06,061,18.0
Plumas County,California,06,063,26.1
Riverside County,California,06,065,26.9
Sacramento County,California,06,067,22.4
San Benito County,California,06,069,24.8
San Bernardino County,California,06,071,26.3
San Diego County,California,06,073,18.2
San Francisco County,California,06,075,12.1
San Joaquin County,California,06,077,28.3
San Luis Obispo County,California,06,079,19.9
San Mateo County,California,06,081,14.9
Santa Barbara County,California,06,083,17.8
Santa Clara County,California,06,085,14.1
Santa Cruz County,California,06,087,15.5
Shasta County,California,06,089,25.4
Sierra County,California,06,091,31.7
Siskiyou County,California,06,093,25.5
Solano County,California,06,095,23.8
Sonoma County,California,06,097,18.7
Stanislaus County,California,06,099,29.3
Sutter County,California,06,101,23.3
Tehama County,California,06,103,30.1
Trinity County,California,06,105,34.8
Tulare County,California,06,107,25.5
Tuolumne County,California,06,109,28.3
Ventura County,California,06,111,19.2
Yolo County,California,06,113,18.1
Yuba County,California,06,115,23.6
Alamosa County,Colorado,08,003,28.5
Archuleta County,Colorado,08,007,21.0
Baca County,Colorado,08,009,28.0
Bent County,Colorado,08,011,48.7
Chaffee County,Colorado,08,015,27.0
Cheyenne County,Colorado,08,017,36.8
Clear Creek County,Colorado,08,019,21.9
Conejos County,Colorado,08,021,33.9
Costilla County,Colorado,08,023,24.5
Crowley County,Colorado,08,025,42.6
Custer County,Colorado,08,027,20.8
Delta County,Colorado,08,029,38.3
Dolores County,Colorado,08,033,36.2
Douglas County,Colorado,08,035,12.0
Eagle County,Colorado,08,037,15.2
Elbert County,Colorado,08,039,24.1
El Paso County,Colorado,08,041,20.4
Fremont County,Colorado,08,043,39.3
Garfield County,Colorado,08,045,27.0
Gilpin County,Colorado,08,047,21.4
Grand County,Colorado,08,049,26.8
Gunnison County,Colorado,08,051,15.9
Huerfano County,Colorado,08,055,29.6
Jackson County,Colorado,08,057,28.1
Kiowa County,Colorado,08,061,35.6
Kit Carson County,Colorado,08,063,37.6
Lake County,Colorado,08,065,25.8
La Plata County,Colorado,08,067,20.0
Larimer County,Colorado,08,069,19.0
Las Animas County,Colorado,08,071,29.5
Lincoln County,Colorado,08,073,54.5
Logan County,Colorado,08,075,33.7
Mesa County,Colorado,08,077,27.6
Moffat County,Colorado,08,081,38.8
Montezuma County,Colorado,08,083,29.3
Montrose County,Colorado,08,085,31.4
Morgan County,Colorado,08,087,31.3
Otero County,Colorado,08,089,31.9
Ouray County,Colorado,08,091,15.9
Park County,Colorado,08,093,30.9
Phillips County,Colorado,08,095,33.1
Pitkin County,Colorado,08,097,17.0
Prowers County,Colorado,08,099,26.1
Pueblo County,Colorado,08,101,29.1
Rio Blanco County,Colorado,08,103,31.5
Rio Grande County,Colorado,08,105,32.1
Routt County,Colorado,08,107,20.2
Saguache County,Colorado,08,109,30.5
San Miguel County,Colorado,08,113,15.3
Sedgwick County,Colorado,08,115,29.1
Summit County,Colorado,08,117,18.0
Teller County,Colorado,08,119,23.2
Washington County,Colorado,08,121,34.5
Yuma County,Colorado,08,125,34.4
Adams County,Colorado,08,001,28.6
Arapahoe County,Colorado,08,005,20.8
Boulder County,Colorado,08,013,11.7
Broomfield County,Colorado,08,014,14.5
Denver County,Colorado,08,031,16.8
Jefferson County,Colorado,08,059,20.3
Weld County,Colorado,08,123,27.3
Fairfield County,Connecticut,09,001,21.5
Hartford County,Connecticut,09,003,26.6
Litchfield County,Connecticut,09,005,29.9
Middlesex County,Connecticut,09,007,25.8
New Haven County,Connecticut,09,009,30.7
New London County,Connecticut,09,011,29.5
Tolland County,Connecticut,09,013,27.0
Windham County,Connecticut,09,015,33.2
Kent County,Delaware,10,001,32.9
New Castle County,Delaware,10,003,30.8
Sussex County,Delaware,10,005,31.2
Alachua County,Florida,12,001,21.2
Baker County,Florida,12,003,42.6
Bay County,Florida,12,005,31.0
Bradford County,Florida,12,007,40.4
Brevard County,Florida,12,009,28.3
Broward County,Florida,12,011,27.3
Calhoun County,Florida,12,013,41.6
Charlotte County,Florida,12,015,34.6
Citrus County,Florida,12,017,37.2
Clay County,Florida,12,019,31.0
Collier County,Florida,12,021,25.8
Columbia County,Florida,12,023,36.7
Miami-Dade County,Florida,12,086,27.3
DeSoto County,Florida,12,027,43.8
Dixie County,Florida,12,029,43.3
Duval County,Florida,12,031,27.8
Escambia County,Florida,12,033,27.2
Flagler County,Florida,12,035,34.3
Franklin County,Florida,12,037,34.6
Gadsden County,Florida,12,039,36.2
Gilchrist County,Florida,12,041,42.1
Glades County,Florida,12,043,38.2
Gulf County,Florida,12,045,35.8
Hamilton County,Florida,12,047,45.4
Hardee County,Florida,12,049,49.1
Hendry County,Florida,12,051,33.7
Hernando County,Florida,12,053,35.2
Highlands County,Florida,12,055,38.8
Hillsborough County,Florida,12,057,27.1
Holmes County,Florida,12,059,40.7
Indian River County,Florida,12,061,30.4
Jackson County,Florida,12,063,38.4
Jefferson County,Florida,12,065,34.7
Lafayette County,Florida,12,067,38.9
Lake County,Florida,12,069,32.1
Lee County,Florida,12,071,31.0
Leon County,Florida,12,073,19.0
Levy County,Florida,12,075,41.1
Liberty County,Florida,12,077,45.8
Madison County,Florida,12,079,39.7
Manatee County,Florida,12,081,30.1
Marion County,Florida,12,083,36.9
Martin County,Florida,12,085,24.9
Monroe County,Florida,12,087,26.7
Nassau County,Florida,12,089,31.7
Okaloosa County,Florida,12,091,24.7
Okeechobee County,Florida,12,093,39.5
Orange County,Florida,12,095,24.4
Osceola County,Florida,12,097,31.3
Palm Beach County,Florida,12,099,24.0
Pasco County,Florida,12,101,33.2
Pinellas County,Florida,12,103,28.0
Polk County,Florida,12,105,34.7
Putnam County,Florida,12,107,41.2
Saint Johns County,Florida,12,109,21.4
Saint Lucie County,Florida,12,111,33.2
Santa Rosa County,Florida,12,113,26.8
Sarasota County,Florida,12,115,28.9
Seminole County,Florida,12,117,21.1
Sumter County,Florida,12,119,30.4
Suwannee County,Florida,12,121,38.9
Taylor County,Florida,12,123,43.8
Union County,Florida,12,125,37.4
Volusia County,Florida,12,127,31.8
Wakulla County,Florida,12,129,36.2
Walton County,Florida,12,131,28.5
Washington County,Florida,12,133,40.1
Appling County,Georgia,13,001,38.7
Atkinson County,Georgia,13,003,34.7
Bacon County,Georgia,13,005,42.4
Baker County,Georgia,13,007,37.9
Baldwin County,Georgia,13,009,35.0
Banks County,Georgia,13,011,38.0
Barrow County,Georgia,13,013,34.1
Bartow County,Georgia,13,015,33.4
Ben Hill County,Georgia,13,017,45.3
Berrien County,Georgia,13,019,42.4
Bibb County,Georgia,13,021,30.5
Bleckley County,Georgia,13,023,40.9
Brantley County,Georgia,13,025,44.6
Brooks County,Georgia,13,027,35.0
Bryan County,Georgia,13,029,24.3
Bulloch County,Georgia,13,031,27.2
Burke County,Georgia,13,033,38.3
Butts County,Georgia,13,035,44.7
Calhoun County,Georgia,13,037,36.7
Camden County,Georgia,13,039,32.2
Candler County,Georgia,13,043,37.3
Carroll County,Georgia,13,045,33.4
Catoosa County,Georgia,13,047,32.9
Charlton County,Georgia,13,049,40.1
Chatham County,Georgia,13,051,24.2
Chattahoochee County,Georgia,13,053,28.3
Chattooga County,Georgia,13,055,40.1
Cherokee County,Georgia,13,057,22.4
Clarke County,Georgia,13,059,19.9
Clay County,Georgia,13,061,36.3
Clayton County,Georgia,13,063,33.6
Clinch County,Georgia,13,065,33.9
Cobb County,Georgia,13,067,18.5
Coffee County,Georgia,13,069,37.2
Colquitt County,Georgia,13,071,38.8
Columbia County,Georgia,13,073,23.8
Cook County,Georgia,13,075,36.3
Coweta County,Georgia,13,077,28.6
Crawford County,Georgia,13,079,40.0
Crisp County,Georgia,13,081,37.6
Dade County,Georgia,13,083,37.7
Dawson County,Georgia,13,085,29.1
Decatur County,Georgia,13,087,36.7
DeKalb County,Georgia,13,089,20.9
Dodge County,Georgia,13,091,44.2
Dooly County,Georgia,13,093,41.1
Dougherty County,Georgia,13,095,30.2
Douglas County,Georgia,13,097,30.4
Early County,Georgia,13,099,37.1
Echols County,Georgia,13,101,41.9
Effingham County,Georgia,13,103,37.5
Elbert County,Georgia,13,105,40.9
Emanuel County,Georgia,13,107,40.8
Evans County,Georgia,13,109,38.9
Fannin County,Georgia,13,111,33.5
Fayette County,Georgia,13,113,20.9
Floyd County,Georgia,13,115,34.3
Forsyth County,Georgia,13,117,15.6
Franklin County,Georgia,13,119,39.4
Fulton County,Georgia,13,121,17.7
Gilmer County,Georgia,13,123,35.4
Glascock County,Georgia,13,125,40.9
Glynn County,Georgia,13,127,26.7
Gordon County,Georgia,13,129,34.9
Grady County,Georgia,13,131,39.2
Greene County,Georgia,13,133,33.4
Gwinnett County,Georgia,13,135,22.3
Habersham County,Georgia,13,137,34.7
Hall County,Georgia,13,139,27.7
Hancock County,Georgia,13,141,43.1
Haralson County,Georgia,13,143,36.1
Harris County,Georgia,13,145,23.7
Hart County,Georgia,13,147,36.9
Heard County,Georgia,13,149,45.1
Henry County,Georgia,13,151,31.7
Houston County,Georgia,13,153,27.0
Irwin County,Georgia,13,155,40.2
Jackson County,Georgia,13,157,32.1
Jasper County,Georgia,13,159,38.1
Jeff Davis County,Georgia,13,161,38.7
Jefferson County,Georgia,13,163,41.8
Jenkins County,Georgia,13,165,44.8
Johnson County,Georgia,13,167,45.9
Jones County,Georgia,13,169,39.2
Lamar County,Georgia,13,171,39.4
Lanier County,Georgia,13,173,37.9
Laurens County,Georgia,13,175,43.1
Lee County,Georgia,13,177,29.8
Liberty County,Georgia,13,179,31.6
Lincoln County,Georgia,13,181,39.7
Long County,Georgia,13,183,34.7
Lowndes County,Georgia,13,185,31.4
Lumpkin County,Georgia,13,187,30.4
McDuffie County,Georgia,13,189,41.6
McIntosh County,Georgia,13,191,37.4
Macon County,Georgia,13,193,34.8
Madison County,Georgia,13,195,39.8
Marion County,Georgia,13,197,35.5
Meriwether County,Georgia,13,199,39.8
Miller County,Georgia,13,201,36.5
Mitchell County,Georgia,13,205,39.5
Monroe County,Georgia,13,207,33.3
Montgomery County,Georgia,13,209,38.1
Morgan County,Georgia,13,211,36.0
Murray County,Georgia,13,213,37.4
Muscogee County,Georgia,13,215,27.4
Newton County,Georgia,13,217,33.8
Oconee County,Georgia,13,219,19.3
Oglethorpe County,Georgia,13,221,38.9
Paulding County,Georgia,13,223,32.9
Peach County,Georgia,13,225,29.8
Pickens County,Georgia,13,227,31.5
Pierce County,Georgia,13,229,42.8
Pike County,Georgia,13,231,41.8
Polk County,Georgia,13,233,37.9
Pulaski County,Georgia,13,235,36.8
Putnam County,Georgia,13,237,37.6
Quitman County,Georgia,13,239,35.4
Rabun County,Georgia,13,241,33.1
Randolph County,Georgia,13,243,35.8
Richmond County,Georgia,13,245,31.4
Rockdale County,Georgia,13,247,31.5
Schley County,Georgia,13,249,34.8
Screven County,Georgia,13,251,41.5
Seminole County,Georgia,13,253,38.3
Spalding County,Georgia,13,255,39.8
Stephens County,Georgia,13,257,38.6
Stewart County,Georgia,13,259,36.4
Sumter County,Georgia,13,261,34.7
Talbot County,Georgia,13,263,45.5
Taliaferro County,Georgia,13,265,46.2
Tattnall County,Georgia,13,267,38.1
Taylor County,Georgia,13,269,37.5
Telfair County,Georgia,13,271,47.2
Terrell County,Georgia,13,273,32.3
Thomas County,Georgia,13,275,31.5
Tift County,Georgia,13,277,34.7
Toombs County,Georgia,13,279,37.5
Towns County,Georgia,13,281,29.9
Treutlen County,Georgia,13,283,40.8
Troup County,Georgia,13,285,35.1
Turner County,Georgia,13,287,38.0
Twiggs County,Georgia,13,289,38.5
Union County,Georgia,13,291,34.0
Upson County,Georgia,13,293,38.4
Walker County,Georgia,13,295,35.2
Walton County,Georgia,13,297,36.0
Ware County,Georgia,13,299,39.2
Warren County,Georgia,13,301,39.8
Washington County,Georgia,13,303,44.7
Wayne County,Georgia,13,305,42.0
Webster County,Georgia,13,307,40.7
Wheeler County,Georgia,13,309,50.5
White County,Georgia,13,311,30.9
Whitfield County,Georgia,13,313,29.4
Wilcox County,Georgia,13,315,45.6
Wilkes County,Georgia,13,317,44.0
Wilkinson County,Georgia,13,319,50.3
Worth County,Georgia,13,321,42.7
Hawaii County,Hawaii,15,001,30.2
Honolulu County,Hawaii,15,003,25.9
Kauai County,Hawaii,15,007,30.0
Kalawao County,Hawaii,15,005,27.4
Maui County,Hawaii,15,009,31.3
Ada County,Idaho,16,001,22.4
Adams County,Idaho,16,003,34.9
Bannock County,Idaho,16,005,26.4
Bear Lake County,Idaho,16,007,38.4
Benewah County,Idaho,16,009,38.4
Bingham County,Idaho,16,011,31.3
Blaine County,Idaho,16,013,25.6
Boise County,Idaho,16,015,30.6
Bonner County,Idaho,16,017,29.8
Bonneville County,Idaho,16,019,25.4
Boundary County,Idaho,16,021,42.7
Butte County,Idaho,16,023,36.0
Camas County,Idaho,16,025,43.2
Canyon County,Idaho,16,027,32.1
Caribou County,Idaho,16,029,32.4
Cassia County,Idaho,16,031,29.8
Clearwater County,Idaho,16,035,35.5
Custer County,Idaho,16,037,28.6
Elmore County,Idaho,16,039,26.8
Franklin County,Idaho,16,041,37.8
Fremont County,Idaho,16,043,30.2
Gem County,Idaho,16,045,37.0
Gooding County,Idaho,16,047,35.0
Idaho County,Idaho,16,049,36.1
Jefferson County,Idaho,16,051,25.5
Jerome County,Idaho,16,053,30.6
Kootenai County,Idaho,16,055,27.2
Latah County,Idaho,16,057,19.7
Lemhi County,Idaho,16,059,30.3
Lewis County,Idaho,16,061,29.6
Lincoln County,Idaho,16,063,33.3
Madison County,Idaho,16,065,15.2
Minidoka County,Idaho,16,067,32.1
Nez Perce County,Idaho,16,069,32.1
Oneida County,Idaho,16,071,34.9
Owyhee County,Idaho,16,073,33.4
Payette County,Idaho,16,075,34.7
Power County,Idaho,16,077,32.7
Shoshone County,Idaho,16,079,37.0
Teton County,Idaho,16,081,16.6
Twin Falls County,Idaho,16,083,27.2
Valley County,Idaho,16,085,26.7
Washington County,Idaho,16,087,33.8
Adams County,Illinois,17,001,35.4
Alexander County,Illinois,17,003,40.7
Bond County,Illinois,17,005,33.1
Boone County,Illinois,17,007,34.8
Brown County,Illinois,17,009,37.5
Bureau County,Illinois,17,011,36.6
Calhoun County,Illinois,17,013,43.4
Carroll County,Illinois,17,015,38.1
Cass County,Illinois,17,017,43.1
Champaign County,Illinois,17,019,22.0
Christian County,Illinois,17,021,41.8
Clark County,Illinois,17,023,40.0
Clay County,Illinois,17,025,38.6
Clinton County,Illinois,17,027,31.9
Coles County,Illinois,17,029,30.5
Cook County,Illinois,17,031,23.1
Crawford County,Illinois,17,033,28.6
Cumberland County,Illinois,17,035,40.1
DeKalb County,Illinois,17,037,24.9
De Witt County,Illinois,17,039,37.8
Douglas County,Illinois,17,041,33.4
DuPage County,Illinois,17,043,18.2
Edgar County,Illinois,17,045,37.3
Edwards County,Illinois,17,047,34.5
Effingham County,Illinois,17,049,35.8
Fayette County,Illinois,17,051,40.2
Ford County,Illinois,17,053,35.5
Franklin County,Illinois,17,055,33.0
Fulton County,Illinois,17,057,34.5
Gallatin County,Illinois,17,059,39.8
Greene County,Illinois,17,061,47.6
Grundy County,Illinois,17,063,33.8
Hamilton County,Illinois,17,065,34.9
Hancock County,Illinois,17,067,36.6
Hardin County,Illinois,17,069,32.3
Henderson County,Illinois,17,071,41.7
Henry County,Illinois,17,073,33.7
Iroquois County,Illinois,17,075,39.8
Jackson County,Illinois,17,077,24.1
Jasper County,Illinois,17,079,39.1
Jefferson County,Illinois,17,081,30.6
Jersey County,Illinois,17,083,38.8
Jo Daviess County,Illinois,17,085,35.9
Johnson County,Illinois,17,087,31.6
Kane County,Illinois,17,089,22.7
Kankakee County,Illinois,17,091,34.4
Kendall County,Illinois,17,093,22.9
Knox County,Illinois,17,095,36.6
Lake County,Illinois,17,097,20.8
LaSalle County,Illinois,17,099,35.6
Lawrence County,Illinois,17,101,34.7
Lee County,Illinois,17,103,33.8
Livingston County,Illinois,17,105,44.7
Logan County,Illinois,17,107,35.3
McDonough County,Illinois,17,109,31.2
McHenry County,Illinois,17,111,26.5
McLean County,Illinois,17,113,24.6
Macon County,Illinois,17,115,35.4
Macoupin County,Illinois,17,117,39.8
Madison County,Illinois,17,119,29.8
Marion County,Illinois,17,121,35.2
Marshall County,Illinois,17,123,39.4
Mason County,Illinois,17,125,42.8
Massac County,Illinois,17,127,33.6
Menard County,Illinois,17,129,35.8
Mercer County,Illinois,17,131,39.6
Monroe County,Illinois,17,133,27.6
Montgomery County,Illinois,17,135,39.3
Morgan County,Illinois,17,137,40.2
Moultrie County,Illinois,17,139,33.4
Ogle County,Illinois,17,141,33.4
Peoria County,Illinois,17,143,27.6
Perry County,Illinois,17,145,36.6
Piatt County,Illinois,17,147,33.9
Pike County,Illinois,17,149,38.7
Pope County,Illinois,17,151,36.0
Pulaski County,Illinois,17,153,36.3
Putnam County,Illinois,17,155,38.1
Randolph County,Illinois,17,157,37.3
Richland County,Illinois,17,159,29.9
Rock Island County,Illinois,17,161,29.5
Saint Clair County,Illinois,17,163,28.1
Saline County,Illinois,17,165,27.5
Sangamon County,Illinois,17,167,27.2
Schuyler County,Illinois,17,169,35.6
Scott County,Illinois,17,171,47.7
Shelby County,Illinois,17,173,44.4
Stark County,Illinois,17,175,41.6
Stephenson County,Illinois,17,177,35.0
Tazewell County,Illinois,17,179,31.7
Union County,Illinois,17,181,35.4
Vermilion County,Illinois,17,183,41.2
Wabash County,Illinois,17,185,30.7
Warren County,Illinois,17,187,32.0
Washington County,Illinois,17,189,33.4
Wayne County,Illinois,17,191,34.9
White County,Illinois,17,193,37.4
Whiteside County,Illinois,17,195,37.7
Will County,Illinois,17,197,26.9
Williamson County,Illinois,17,199,31.1
Winnebago County,Illinois,17,201,31.7
Woodford County,Illinois,17,203,31.3
Adams County,Indiana,18,001,40.6
Allen County,Indiana,18,003,28.2
Bartholomew County,Indiana,18,005,30.8
Benton County,Indiana,18,007,42.8
Blackford County,Indiana,18,009,49.6
Boone County,Indiana,18,011,19.5
Brown County,Indiana,18,013,32.9
Carroll County,Indiana,18,015,40.8
Cass County,Indiana,18,017,39.9
Clark County,Indiana,18,019,34.6
Clay County,Indiana,18,021,43.8
Clinton County,Indiana,18,023,43.2
Crawford County,Indiana,18,025,45.9
Daviess County,Indiana,18,027,34.0
Dearborn County,Indiana,18,029,38.9
Decatur County,Indiana,18,031,44.0
DeKalb County,Indiana,18,033,42.2
Delaware County,Indiana,18,035,35.1
Dubois County,Indiana,18,037,38.3
Elkhart County,Indiana,18,039,34.7
Fayette County,Indiana,18,041,42.1
Floyd County,Indiana,18,043,30.9
Fountain County,Indiana,18,045,43.7
Franklin County,Indiana,18,047,42.5
Fulton County,Indiana,18,049,40.6
Gibson County,Indiana,18,051,40.9
Grant County,Indiana,18,053,40.5
Greene County,Indiana,18,055,41.1
Hamilton County,Indiana,18,057,14.9
Hancock County,Indiana,18,059,32.7
Harrison County,Indiana,18,061,39.6
Hendricks County,Indiana,18,063,27.5
Henry County,Indiana,18,065,43.7
Howard County,Indiana,18,067,35.9
Huntington County,Indiana,18,069,41.3
Jackson County,Indiana,18,071,41.9
Jasper County,Indiana,18,073,43.2
Jay County,Indiana,18,075,48.9
Jefferson County,Indiana,18,077,42.3
Jennings County,Indiana,18,079,45.8
