County,State,mean_life_expectancy,State_FIPS,County_FIPS,less_than_9th_grade_percentage
Autauga County,Alabama,75.7292435880376,01,001,5.8
Baldwin County,Alabama,77.9271776584132,01,003,5.1
Barbour County,Alabama,75.726345615993,01,005,11.3
Bibb County,Alabama,73.8549042153188,01,007,12.0
Blount County,Alabama,75.7031620249924,01,009,9.7
Bullock County,Alabama,74.5147146410295,01,011,12.9
Butler County,Alabama,74.0029270174073,01,013,9.6
Calhoun County,Alabama,73.7720318613506,01,015,7.8
Chambers County,Alabama,74.4618272098825,01,017,9.2
Cherokee County,Alabama,74.9073645339479,01,019,11.0
Chilton County,Alabama,74.1680381073103,01,021,10.9
Choctaw County,Alabama,75.0330369420346,01,023,10.0
Clarke County,Alabama,75.3627746026001,01,025,5.1
Clay County,Alabama,74.5556200097281,01,027,10.3
Cleburne County,Alabama,74.0892819227667,01,029,10.0
Coffee County,Alabama,76.8920779757569,01,031,8.9
Colbert County,Alabama,74.7919396971864,01,033,6.1
Conecuh County,Alabama,73.9629702481659,01,035,10.4
Coosa County,Alabama,75.1116367329605,01,037,6.7
Covington County,Alabama,75.0377160434361,01,039,8.4
Crenshaw County,Alabama,74.4090115093279,01,041,10.9
Cullman County,Alabama,75.0285246631596,01,043,8.6
Dale County,Alabama,76.2376078137941,01,045,6.0
Dallas County,Alabama,72.3485612905477,01,047,9.6
DeKalb County,Alabama,74.9900686798499,01,049,13.1
Elmore County,Alabama,75.972036154942,01,051,4.5
Escambia County,Alabama,74.0158797821032,01,053,9.8
Etowah County,Alabama,73.2531150461842,01,055,6.6
Fayette County,Alabama,74.2005416942204,01,057,10.5
Franklin County,Alabama,73.4441492092538,01,059,11.6
Geneva County,Alabama,75.2391510545445,01,061,10.4
Greene County,Alabama,74.6190084135484,01,063,10.2
Hale County,Alabama,74.1705015045921,01,065,8.3
Henry County,Alabama,75.8618642097371,01,067,6.8
Houston County,Alabama,76.6654865118704,01,069,6.5
Jackson County,Alabama,73.8971307190983,01,071,10.4
Jefferson County,Alabama,74.9923234793925,01,073,4.2
Lamar County,Alabama,74.6375257695077,01,075,8.8
Lauderdale County,Alabama,76.3717334494033,01,077,5.7
Lawrence County,Alabama,74.0874083511881,01,079,8.3
Lee County,Alabama,77.5552230695894,01,081,4.2
Limestone County,Alabama,77.5349339425497,01,083,7.8
Lowndes County,Alabama,72.5169545782714,01,085,12.5
Macon County,Alabama,73.472029298343,01,087,7.5
Madison County,Alabama,77.7777375113583,01,089,3.4
Marengo County,Alabama,74.31817729379,01,091,6.4
Marion County,Alabama,74.3185965980805,01,093,11.4
Marshall County,Alabama,74.2594225666453,01,095,12.1
Mobile County,Alabama,74.9254454523935,01,097,4.9
Monroe County,Alabama,75.3055057626381,01,099,6.8
Montgomery County,Alabama,76.0363412800295,01,101,5.5
Morgan County,Alabama,75.7692598409346,01,103,8.1
Perry County,Alabama,72.0683801705565,01,105,9.8
Pickens County,Alabama,74.4214021607815,01,107,7.7
Pike County,Alabama,75.324182967647,01,109,6.5
Randolph County,Alabama,74.4748298659528,01,111,11.8
Russell County,Alabama,74.2849040636452,01,113,6.4
Saint Clair County,Alabama,75.1409064937624,01,115,6.1
Shelby County,Alabama,79.6179282707985,01,117,3.1
Sumter County,Alabama,74.3938821811206,01,119,10.0
