County,State,State_FIPS,County_FIPS,doctorate_degree
Autauga County,Alabama,01,001,536.0
Baldwin County,Alabama,01,003,1623.0
Barbour County,Alabama,01,005,90.0
Bibb County,Alabama,01,007,67.0
Blount County,Alabama,01,009,119.0
Bullock County,Alabama,01,011,48.0
Butler County,Alabama,01,013,40.0
Calhoun County,Alabama,01,015,838.0
Chambers County,Alabama,01,017,60.0
Cherokee County,Alabama,01,019,107.0
Chilton County,Alabama,01,021,90.0
Choctaw County,Alabama,01,023,37.0
Clarke County,Alabama,01,025,83.0
Clay County,Alabama,01,027,21.0
Cleburne County,Alabama,01,029,66.0
Coffee County,Alabama,01,031,198.0
Colbert County,Alabama,01,033,136.0
Conecuh County,Alabama,01,035,62.0
Coosa County,Alabama,01,037,13.0
Covington County,Alabama,01,039,139.0
Crenshaw County,Alabama,01,041,37.0
Cullman County,Alabama,01,043,168.0
Dale County,Alabama,01,045,112.0
Dallas County,Alabama,01,047,96.0
DeKalb County,Alabama,01,049,172.0
Elmore County,Alabama,01,051,611.0
Escambia County,Alabama,01,053,81.0
Etowah County,Alabama,01,055,504.0
Fayette County,Alabama,01,057,32.0
Franklin County,Alabama,01,059,129.0
Geneva County,Alabama,01,061,3.0
Greene County,Alabama,01,063,37.0
Hale County,Alabama,01,065,52.0
Henry County,Alabama,01,067,29.0
Houston County,Alabama,01,069,485.0
Jackson County,Alabama,01,071,182.0
Jefferson County,Alabama,01,073,7961.0
Lamar County,Alabama,01,075,23.0
Lauderdale County,Alabama,01,077,640.0
Lawrence County,Alabama,01,079,68.0
Lee County,Alabama,01,081,2689.0
Limestone County,Alabama,01,083,465.0
Lowndes County,Alabama,01,085,27.0
Macon County,Alabama,01,087,133.0
Madison County,Alabama,01,089,4802.0
Marengo County,Alabama,01,091,79.0
Marion County,Alabama,01,093,31.0
Marshall County,Alabama,01,095,334.0
Mobile County,Alabama,01,097,2026.0
Monroe County,Alabama,01,099,15.0
Montgomery County,Alabama,01,101,1948.0
Morgan County,Alabama,01,103,452.0
Perry County,Alabama,01,105,79.0
Pickens County,Alabama,01,107,30.0
Pike County,Alabama,01,109,346.0
Randolph County,Alabama,01,111,96.0
Russell County,Alabama,01,113,197.0
Saint Clair County,Alabama,01,115,292.0
Shelby County,Alabama,01,117,2348.0
Sumter County,Alabama,01,119,56.0
Talladega County,Alabama,01,121,232.0
Tallapoosa County,Alabama,01,123,109.0
Tuscaloosa County,Alabama,01,125,2963.0
Walker County,Alabama,01,127,146.0
Washington County,Alabama,01,129,4.0
Wilcox County,Alabama,01,131,4.0
Winston County,Alabama,01,133,98.0
Anchorage Municipality,Alaska,02,020,2554.0
Bethel Census Area,Alaska,02,050,26.0
Bristol Bay Borough,Alaska,02,060,0.0
Fairbanks North Star Borough,Alaska,02,090,1487.0
Haines Borough,Alaska,02,100,6.0
Juneau City and Borough,Alaska,02,110,390.0
Kenai Peninsula Borough,Alaska,02,122,250.0
Kodiak Island Borough,Alaska,02,150,36.0
