County,State,State_FIPS,County_FIPS,ged_or_alternative
Sitka City and Borough,Alaska,02,220,322
Southeast Fairbanks Census Area,Alaska,02,240,225
Valdez-Cordova Census Area,Alaska,02,261,213
Wade Hampton Census Area,Alaska,02,270,216
Northwest Arctic Borough,Alaska,02,188,324
Aleutians East Borough,Alaska,02,013,70
Aleutians West Census Area,Alaska,02,016,163
Dillingham Census Area,Alaska,02,070,144
Lake and Peninsula Borough,Alaska,02,164,42
Denali Borough,Alaska,02,068,31
Yukon-Koyukuk Census Area,Alaska,02,290,212
Hoonah-Angoon Census Area,Alaska,02,105,86
Skagway Municipality,Alaska,02,230,13
Yakutat City and Borough,Alaska,02,282,12
Ketchikan Gateway Borough,Alaska,02,130,685
Petersburg Borough,Alaska,02,195,68
Prince of Wales-Hyder Census Area,Alaska,02,198,266
Wrangell City and Borough,Alaska,02,275,63
Apache County,Arizona,04,001,1685
Cochise County,Arizona,04,003,4983
Coconino County,Arizona,04,005,2935
Gila County,Arizona,04,007,1834
Graham County,Arizona,04,009,1767
Greenlee County,Arizona,04,011,296
Maricopa County,Arizona,04,013,84282
Mohave County,Arizona,04,015,9123
Navajo County,Arizona,04,017,2328
Pima County,Arizona,04,019,24687
Pinal County,Arizona,04,021,15009
Santa Cruz County,Arizona,04,023,1371
Yavapai County,Arizona,04,025,6377
La Paz County,Arizona,04,012,863
Yuma County,Arizona,04,027,6965
Arkansas County,Arkansas,05,001,796
Ashley County,Arkansas,05,003,999
Baxter County,Arkansas,05,005,1943
Benton County,Arkansas,05,007,6908
Boone County,Arkansas,05,009,1682
Bradley County,Arkansas,05,011,519
Calhoun County,Arkansas,05,013,197
Carroll County,Arkansas,05,015,1125
Chicot County,Arkansas,05,017,633
Clark County,Arkansas,05,019,825
Clay County,Arkansas,05,021,1324
Cleburne County,Arkansas,05,023,1580
Cleveland County,Arkansas,05,025,414
Columbia County,Arkansas,05,027,421
Conway County,Arkansas,05,029,862
Craighead County,Arkansas,05,031,3988
Crawford County,Arkansas,05,033,3021
Crittenden County,Arkansas,05,035,1577
Cross County,Arkansas,05,037,789
Dallas County,Arkansas,05,039,257
Desha County,Arkansas,05,041,374
Drew County,Arkansas,05,043,722
Faulkner County,Arkansas,05,045,3873
Franklin County,Arkansas,05,047,1004
Fulton County,Arkansas,05,049,658
Garland County,Arkansas,05,051,3817
Grant County,Arkansas,05,053,769
Greene County,Arkansas,05,055,2918
Hempstead County,Arkansas,05,057,418
Hot Spring County,Arkansas,05,059,1868
Howard County,Arkansas,05,061,437
Independence County,Arkansas,05,063,1622
Izard County,Arkansas,05,065,947
Jackson County,Arkansas,05,067,1175
Jefferson County,Arkansas,05,069,3094
Johnson County,Arkansas,05,071,1325
Lafayette County,Arkansas,05,073,363
Lawrence County,Arkansas,05,075,1017
Lee County,Arkansas,05,077,569
Lincoln County,Arkansas,05,079,1141
Little River County,Arkansas,05,081,498
Logan County,Arkansas,05,083,1173
Lonoke County,Arkansas,05,085,2867
Madison County,Arkansas,05,087,721
Marion County,Arkansas,05,089,845
Miller County,Arkansas,05,091,2189
Mississippi County,Arkansas,05,093,2299
Monroe County,Arkansas,05,095,309
Montgomery County,Arkansas,05,097,610
Nevada County,Arkansas,05,099,457
Newton County,Arkansas,05,101,422
Ouachita County,Arkansas,05,103,720
Perry County,Arkansas,05,105,646
Phillips County,Arkansas,05,107,651
Pike County,Arkansas,05,109,668
Poinsett County,Arkansas,05,111,1370
Polk County,Arkansas,05,113,1088
Pope County,Arkansas,05,115,2595
Prairie County,Arkansas,05,117,297
Pulaski County,Arkansas,05,119,9318
Randolph County,Arkansas,05,121,1108
Saint Francis County,Arkansas,05,123,1461
Saline County,Arkansas,05,125,4452
Scott County,Arkansas,05,127,291
Searcy County,Arkansas,05,129,416
Sebastian County,Arkansas,05,131,4564
Sevier County,Arkansas,05,133,563
Sharp County,Arkansas,05,135,934
Stone County,Arkansas,05,137,708
Union County,Arkansas,05,139,1440
Van Buren County,Arkansas,05,141,870
Washington County,Arkansas,05,143,6274
White County,Arkansas,05,145,3359
Woodruff County,Arkansas,05,147,239
Yell County,Arkansas,05,149,1040
Alameda County,California,06,001,16511
Alpine County,California,06,003,58
Amador County,California,06,005,938
Butte County,California,06,007,4560
Calaveras County,California,06,009,1186
Colusa County,California,06,011,388
Contra Costa County,California,06,013,13334
Del Norte County,California,06,015,1080
El Dorado County,California,06,017,3038
Fresno County,California,06,019,15281
Glenn County,California,06,021,690
Humboldt County,California,06,023,2808
Imperial County,California,06,025,3256
Inyo County,California,06,027,356
Kern County,California,06,029,17840
Kings County,California,06,031,4184
Lake County,California,06,033,1838
Lassen County,California,06,035,2039
Los Angeles County,California,06,037,104603
Madera County,California,06,039,2894
Marin County,California,06,041,2745
Mariposa County,California,06,043,510
Mendocino County,California,06,045,1981
Merced County,California,06,047,5266
Modoc County,California,06,049,155
Mono County,California,06,051,373
Monterey County,California,06,053,8313
Napa County,California,06,055,1969
Nevada County,California,06,057,1766
Orange County,California,06,059,31288
Placer County,California,06,061,5009
Plumas County,California,06,063,441
Riverside County,California,06,065,37965
Sacramento County,California,06,067,26449
San Benito County,California,06,069,1039
San Bernardino County,California,06,071,35686
San Diego County,California,06,073,42695
San Francisco County,California,06,075,8828
San Joaquin County,California,06,077,15034
San Luis Obispo County,California,06,079,4673
San Mateo County,California,06,081,7569
Santa Barbara County,California,06,083,6156
Santa Clara County,California,06,085,19342
Santa Cruz County,California,06,087,3640
Shasta County,California,06,089,4265
Sierra County,California,06,091,103
Siskiyou County,California,06,093,1069
Solano County,California,06,095,8793
Sonoma County,California,06,097,8013
Stanislaus County,California,06,099,11968
Sutter County,California,06,101,1802
Tehama County,California,06,103,1377
Trinity County,California,06,105,535
Tulare County,California,06,107,6950
Tuolumne County,California,06,109,1719
Ventura County,California,06,111,9873
Yolo County,California,06,113,2900
Yuba County,California,06,115,2163
Alamosa County,Colorado,08,003,721
Archuleta County,Colorado,08,007,308
Baca County,Colorado,08,009,96
Bent County,Colorado,08,011,740
Chaffee County,Colorado,08,015,702
Cheyenne County,Colorado,08,017,61
Clear Creek County,Colorado,08,019,222
Conejos County,Colorado,08,021,232
Costilla County,Colorado,08,023,135
Crowley County,Colorado,08,025,534
Custer County,Colorado,08,027,103
Delta County,Colorado,08,029,1001
Dolores County,Colorado,08,033,24
Douglas County,Colorado,08,035,3113
Eagle County,Colorado,08,037,804
Elbert County,Colorado,08,039,495
El Paso County,Colorado,08,041,14702
Fremont County,Colorado,08,043,4136
Garfield County,Colorado,08,045,1645
Gilpin County,Colorado,08,047,115
Grand County,Colorado,08,049,319
Gunnison County,Colorado,08,051,191
Huerfano County,Colorado,08,055,283
Jackson County,Colorado,08,057,28
Kiowa County,Colorado,08,061,19
Kit Carson County,Colorado,08,063,301
Lake County,Colorado,08,065,118
La Plata County,Colorado,08,067,1025
Larimer County,Colorado,08,069,5950
Las Animas County,Colorado,08,071,577
Lincoln County,Colorado,08,073,413
Logan County,Colorado,08,075,990
Mesa County,Colorado,08,077,5863
Moffat County,Colorado,08,081,560
Montezuma County,Colorado,08,083,736
Montrose County,Colorado,08,085,1220
Morgan County,Colorado,08,087,836
Otero County,Colorado,08,089,1082
Ouray County,Colorado,08,091,109
Park County,Colorado,08,093,501
Phillips County,Colorado,08,095,117
Pitkin County,Colorado,08,097,79
Prowers County,Colorado,08,099,512
Pueblo County,Colorado,08,101,5759
Rio Blanco County,Colorado,08,103,184
Rio Grande County,Colorado,08,105,348
Routt County,Colorado,08,107,504
Saguache County,Colorado,08,109,168
San Miguel County,Colorado,08,113,51
Sedgwick County,Colorado,08,115,82
Summit County,Colorado,08,117,283
Teller County,Colorado,08,119,499
Washington County,Colorado,08,121,199
Yuma County,Colorado,08,125,240
Adams County,Colorado,08,001,14878
Arapahoe County,Colorado,08,005,12763
Boulder County,Colorado,08,013,3524
Broomfield County,Colorado,08,014,906
Denver County,Colorado,08,031,15007
Jefferson County,Colorado,08,059,13350
Weld County,Colorado,08,123,6439
Fairfield County,Connecticut,09,001,13703
Hartford County,Connecticut,09,003,22198
Litchfield County,Connecticut,09,005,4007
Middlesex County,Connecticut,09,007,3613
New Haven County,Connecticut,09,009,18973
New London County,Connecticut,09,011,7027
Tolland County,Connecticut,09,013,3584
Windham County,Connecticut,09,015,4767
Kent County,Delaware,10,001,4201
New Castle County,Delaware,10,003,10357
Sussex County,Delaware,10,005,5708
Alachua County,Florida,12,001,5262
Baker County,Florida,12,003,1467
Bay County,Florida,12,005,7315
Bradford County,Florida,12,007,1663
Brevard County,Florida,12,009,18448
Broward County,Florida,12,011,40271
Calhoun County,Florida,12,013,1186
Charlotte County,Florida,12,015,6482
Citrus County,Florida,12,017,7403
Clay County,Florida,12,019,6374
Collier County,Florida,12,021,6291
Columbia County,Florida,12,023,3195
Miami-Dade County,Florida,12,086,44461
DeSoto County,Florida,12,027,2158
Dixie County,Florida,12,029,855
Duval County,Florida,12,031,25039
Escambia County,Florida,12,033,9086
Flagler County,Florida,12,035,3244
Franklin County,Florida,12,037,826
Gadsden County,Florida,12,039,2017
Gilchrist County,Florida,12,041,809
Glades County,Florida,12,043,794
Gulf County,Florida,12,045,819
Hamilton County,Florida,12,047,838
Hardee County,Florida,12,049,1388
Hendry County,Florida,12,051,1446
Hernando County,Florida,12,053,8055
Highlands County,Florida,12,055,4241
Hillsborough County,Florida,12,057,32440
Holmes County,Florida,12,059,1285
Indian River County,Florida,12,061,4772
Jackson County,Florida,12,063,3396
Jefferson County,Florida,12,065,1033
Lafayette County,Florida,12,067,424
Lake County,Florida,12,069,11210
Lee County,Florida,12,071,17911
Leon County,Florida,12,073,6149
Levy County,Florida,12,075,2114
Liberty County,Florida,12,077,780
Madison County,Florida,12,079,1129
Manatee County,Florida,12,081,9739
Marion County,Florida,12,083,14828
Martin County,Florida,12,085,3979
Monroe County,Florida,12,087,2159
Nassau County,Florida,12,089,2983
Okaloosa County,Florida,12,091,5494
Okeechobee County,Florida,12,093,2141
Orange County,Florida,12,095,27455
Osceola County,Florida,12,097,9423
Palm Beach County,Florida,12,099,28030
Pasco County,Florida,12,101,18453
Pinellas County,Florida,12,103,30345
Polk County,Florida,12,105,24442
Putnam County,Florida,12,107,4964
Saint Johns County,Florida,12,109,4762
Saint Lucie County,Florida,12,111,10071
Santa Rosa County,Florida,12,113,5259
Sarasota County,Florida,12,115,10948
Seminole County,Florida,12,117,11996
Sumter County,Florida,12,119,5194
Suwannee County,Florida,12,121,2528
Taylor County,Florida,12,123,1882
Union County,Florida,12,125,1003
Volusia County,Florida,12,127,17792
Wakulla County,Florida,12,129,1816
Walton County,Florida,12,131,2527
Washington County,Florida,12,133,1578
Appling County,Georgia,13,001,843
Atkinson County,Georgia,13,003,273
Bacon County,Georgia,13,005,494
Baker County,Georgia,13,007,116
Baldwin County,Georgia,13,009,2104
Banks County,Georgia,13,011,1067
Barrow County,Georgia,13,013,2995
Bartow County,Georgia,13,015,4286
Ben Hill County,Georgia,13,017,877
Berrien County,Georgia,13,019,1173
Bibb County,Georgia,13,021,4902
Bleckley County,Georgia,13,023,608
Brantley County,Georgia,13,025,993
Brooks County,Georgia,13,027,709
Bryan County,Georgia,13,029,911
Bulloch County,Georgia,13,031,1730
Burke County,Georgia,13,033,827
Butts County,Georgia,13,035,1323
Calhoun County,Georgia,13,037,433
Camden County,Georgia,13,039,1939
Candler County,Georgia,13,043,667
Carroll County,Georgia,13,045,4171
Catoosa County,Georgia,13,047,2918
Charlton County,Georgia,13,049,694
Chatham County,Georgia,13,051,7476
Chattahoochee County,Georgia,13,053,442
Chattooga County,Georgia,13,055,1669
Cherokee County,Georgia,13,057,5153
Clarke County,Georgia,13,059,2469
Clay County,Georgia,13,061,83
Clayton County,Georgia,13,063,7205
Clinch County,Georgia,13,065,367
Cobb County,Georgia,13,067,11918
Coffee County,Georgia,13,069,2074
Colquitt County,Georgia,13,071,1866
Columbia County,Georgia,13,073,3427
Cook County,Georgia,13,075,591
Coweta County,Georgia,13,077,4302
Crawford County,Georgia,13,079,665
Crisp County,Georgia,13,081,973
Dade County,Georgia,13,083,883
Dawson County,Georgia,13,085,979
Decatur County,Georgia,13,087,1186
DeKalb County,Georgia,13,089,10632
Dodge County,Georgia,13,091,1363
Dooly County,Georgia,13,093,775
Dougherty County,Georgia,13,095,2680
Douglas County,Georgia,13,097,3595
Early County,Georgia,13,099,380
Echols County,Georgia,13,101,122
Effingham County,Georgia,13,103,2127
Elbert County,Georgia,13,105,713
Emanuel County,Georgia,13,107,1175
Evans County,Georgia,13,109,330
Fannin County,Georgia,13,111,1219
Fayette County,Georgia,13,113,1829
Floyd County,Georgia,13,115,4274
Forsyth County,Georgia,13,117,3273
Franklin County,Georgia,13,119,1106
Fulton County,Georgia,13,121,13075
Gilmer County,Georgia,13,123,1573
Glascock County,Georgia,13,125,200
Glynn County,Georgia,13,127,2979
Gordon County,Georgia,13,129,2742
Grady County,Georgia,13,131,1020
Greene County,Georgia,13,133,459
Gwinnett County,Georgia,13,135,14912
Habersham County,Georgia,13,137,1924
Hall County,Georgia,13,139,6006
Hancock County,Georgia,13,141,562
Haralson County,Georgia,13,143,1649
Harris County,Georgia,13,145,798
Hart County,Georgia,13,147,1043
Heard County,Georgia,13,149,723
Henry County,Georgia,13,151,5832
Houston County,Georgia,13,153,4609
Irwin County,Georgia,13,155,594
Jackson County,Georgia,13,157,2487
Jasper County,Georgia,13,159,567
Jeff Davis County,Georgia,13,161,583
Jefferson County,Georgia,13,163,804
Jenkins County,Georgia,13,165,488
Johnson County,Georgia,13,167,433
Jones County,Georgia,13,169,1281
Lamar County,Georgia,13,171,1004
Lanier County,Georgia,13,173,479
Laurens County,Georgia,13,175,2100
Lee County,Georgia,13,177,1142
Liberty County,Georgia,13,179,2225
Lincoln County,Georgia,13,181,314
Long County,Georgia,13,183,1021
Lowndes County,Georgia,13,185,3305
Lumpkin County,Georgia,13,187,1485
McDuffie County,Georgia,13,189,1151
McIntosh County,Georgia,13,191,646
Macon County,Georgia,13,193,760
Madison County,Georgia,13,195,1180
Marion County,Georgia,13,197,297
Meriwether County,Georgia,13,199,1030
Miller County,Georgia,13,201,244
Mitchell County,Georgia,13,205,1207
Monroe County,Georgia,13,207,1112
Montgomery County,Georgia,13,209,406
Morgan County,Georgia,13,211,682
Murray County,Georgia,13,213,2672
Muscogee County,Georgia,13,215,6322
Newton County,Georgia,13,217,3940
Oconee County,Georgia,13,219,564
Oglethorpe County,Georgia,13,221,619
Paulding County,Georgia,13,223,5184
Peach County,Georgia,13,225,996
Pickens County,Georgia,13,227,1307
Pierce County,Georgia,13,229,957
Pike County,Georgia,13,231,890
Polk County,Georgia,13,233,1993
Pulaski County,Georgia,13,235,1316
Putnam County,Georgia,13,237,938
Quitman County,Georgia,13,239,65
Rabun County,Georgia,13,241,743
Randolph County,Georgia,13,243,130
Richmond County,Georgia,13,245,7247
Rockdale County,Georgia,13,247,2302
Schley County,Georgia,13,249,153
Screven County,Georgia,13,251,487
Seminole County,Georgia,13,253,356
Spalding County,Georgia,13,255,3123
Stephens County,Georgia,13,257,1176
Stewart County,Georgia,13,259,151
Sumter County,Georgia,13,261,1180
Talbot County,Georgia,13,263,224
Taliaferro County,Georgia,13,265,34
Tattnall County,Georgia,13,267,2081
Taylor County,Georgia,13,269,419
Telfair County,Georgia,13,271,1532
Terrell County,Georgia,13,273,379
Thomas County,Georgia,13,275,2271
Tift County,Georgia,13,277,1473
Toombs County,Georgia,13,279,744
Towns County,Georgia,13,281,613
Treutlen County,Georgia,13,283,661
Troup County,Georgia,13,285,2907
Turner County,Georgia,13,287,265
Twiggs County,Georgia,13,289,435
Union County,Georgia,13,291,989
Upson County,Georgia,13,293,1670
Walker County,Georgia,13,295,4705
Walton County,Georgia,13,297,3667
Ware County,Georgia,13,299,2429
Warren County,Georgia,13,301,280
Washington County,Georgia,13,303,1032
Wayne County,Georgia,13,305,2107
Webster County,Georgia,13,307,102
Wheeler County,Georgia,13,309,1170
White County,Georgia,13,311,1081
Whitfield County,Georgia,13,313,4164
Wilcox County,Georgia,13,315,816
Wilkes County,Georgia,13,317,424
Wilkinson County,Georgia,13,319,403
Worth County,Georgia,13,321,982
Hawaii County,Hawaii,15,001,3346
Honolulu County,Hawaii,15,003,15804
Kauai County,Hawaii,15,007,1163
Kalawao County,Hawaii,15,005,0
Maui County,Hawaii,15,009,2729
Ada County,Idaho,16,001,10119
Adams County,Idaho,16,003,167
Bannock County,Idaho,16,005,2388
Bear Lake County,Idaho,16,007,201
Benewah County,Idaho,16,009,396
Bingham County,Idaho,16,011,1405
Blaine County,Idaho,16,013,147
Boise County,Idaho,16,015,272
Bonner County,Idaho,16,017,1462
Bonneville County,Idaho,16,019,3336
Boundary County,Idaho,16,021,632
Butte County,Idaho,16,023,119
Camas County,Idaho,16,025,60
Canyon County,Idaho,16,027,7153
Caribou County,Idaho,16,029,188
Cassia County,Idaho,16,031,597
Clearwater County,Idaho,16,035,582
Custer County,Idaho,16,037,234
Elmore County,Idaho,16,039,663
Franklin County,Idaho,16,041,244
Fremont County,Idaho,16,043,468
Gem County,Idaho,16,045,681
Gooding County,Idaho,16,047,539
Idaho County,Idaho,16,049,757
Jefferson County,Idaho,16,051,668
Jerome County,Idaho,16,053,583
Kootenai County,Idaho,16,055,5467
Latah County,Idaho,16,057,742
Lemhi County,Idaho,16,059,360
Lewis County,Idaho,16,061,162
Lincoln County,Idaho,16,063,145
Madison County,Idaho,16,065,283
Minidoka County,Idaho,16,067,804
Nez Perce County,Idaho,16,069,1424
Oneida County,Idaho,16,071,143
Owyhee County,Idaho,16,073,387
Payette County,Idaho,16,075,1124
Power County,Idaho,16,077,290
Shoshone County,Idaho,16,079,717
Teton County,Idaho,16,081,148
Twin Falls County,Idaho,16,083,2104
Valley County,Idaho,16,085,296
Washington County,Idaho,16,087,485
Adams County,Illinois,17,001,2082
Alexander County,Illinois,17,003,368
Bond County,Illinois,17,005,927
Boone County,Illinois,17,007,1815
Brown County,Illinois,17,009,493
Bureau County,Illinois,17,011,977
Calhoun County,Illinois,17,013,180
Carroll County,Illinois,17,015,519
Cass County,Illinois,17,017,470
Champaign County,Illinois,17,019,3619
Christian County,Illinois,17,021,1732
Clark County,Illinois,17,023,601
Clay County,Illinois,17,025,768
Clinton County,Illinois,17,027,1270
Coles County,Illinois,17,029,1783
Cook County,Illinois,17,031,92495
Crawford County,Illinois,17,033,901
Cumberland County,Illinois,17,035,492
DeKalb County,Illinois,17,037,1970
De Witt County,Illinois,17,039,571
Douglas County,Illinois,17,041,883
DuPage County,Illinois,17,043,11478
Edgar County,Illinois,17,045,926
Edwards County,Illinois,17,047,147
Effingham County,Illinois,17,049,945
Fayette County,Illinois,17,051,1060
Ford County,Illinois,17,053,425
Franklin County,Illinois,17,055,1638
Fulton County,Illinois,17,057,1364
Gallatin County,Illinois,17,059,285
Greene County,Illinois,17,061,492
Grundy County,Illinois,17,063,1755
Hamilton County,Illinois,17,065,227
Hancock County,Illinois,17,067,627
Hardin County,Illinois,17,069,223
Henderson County,Illinois,17,071,294
Henry County,Illinois,17,073,1476
Iroquois County,Illinois,17,075,814
Jackson County,Illinois,17,077,1335
Jasper County,Illinois,17,079,292
Jefferson County,Illinois,17,081,1786
Jersey County,Illinois,17,083,701
Jo Daviess County,Illinois,17,085,655
Johnson County,Illinois,17,087,692
Kane County,Illinois,17,089,10231
Kankakee County,Illinois,17,091,3379
Kendall County,Illinois,17,093,2115
Knox County,Illinois,17,095,1947
Lake County,Illinois,17,097,11161
LaSalle County,Illinois,17,099,4157
Lawrence County,Illinois,17,101,1380
Lee County,Illinois,17,103,1350
Livingston County,Illinois,17,105,1676
Logan County,Illinois,17,107,1640
McDonough County,Illinois,17,109,701
McHenry County,Illinois,17,111,4908
McLean County,Illinois,17,113,3657
Macon County,Illinois,17,115,4553
Macoupin County,Illinois,17,117,2171
Madison County,Illinois,17,119,10675
Marion County,Illinois,17,121,1860
Marshall County,Illinois,17,123,438
Mason County,Illinois,17,125,532
Massac County,Illinois,17,127,668
Menard County,Illinois,17,129,452
Mercer County,Illinois,17,131,639
Monroe County,Illinois,17,133,924
Montgomery County,Illinois,17,135,1787
Morgan County,Illinois,17,137,1380
Moultrie County,Illinois,17,139,667
Ogle County,Illinois,17,141,1674
Peoria County,Illinois,17,143,5304
Perry County,Illinois,17,145,1073
Piatt County,Illinois,17,147,437
Pike County,Illinois,17,149,664
Pope County,Illinois,17,151,180
Pulaski County,Illinois,17,153,260
Putnam County,Illinois,17,155,125
Randolph County,Illinois,17,157,1624
Richland County,Illinois,17,159,765
Rock Island County,Illinois,17,161,4735
Saint Clair County,Illinois,17,163,8522
Saline County,Illinois,17,165,907
Sangamon County,Illinois,17,167,6038
Schuyler County,Illinois,17,169,320
Scott County,Illinois,17,171,128
Shelby County,Illinois,17,173,843
Stark County,Illinois,17,175,242
Stephenson County,Illinois,17,177,1959
Tazewell County,Illinois,17,179,5056
Union County,Illinois,17,181,564
Vermilion County,Illinois,17,183,4532
Wabash County,Illinois,17,185,402
Warren County,Illinois,17,187,517
Washington County,Illinois,17,189,478
Wayne County,Illinois,17,191,658
White County,Illinois,17,193,606
Whiteside County,Illinois,17,195,2262
Will County,Illinois,17,197,12917
Williamson County,Illinois,17,199,2737
Winnebago County,Illinois,17,201,11842
Woodford County,Illinois,17,203,981
Adams County,Indiana,18,001,885
Allen County,Indiana,18,003,8520
Bartholomew County,Indiana,18,005,2310
Benton County,Indiana,18,007,282
Blackford County,Indiana,18,009,645
Boone County,Indiana,18,011,904
Brown County,Indiana,18,013,612
Carroll County,Indiana,18,015,697
Cass County,Indiana,18,017,1639
Clark County,Indiana,18,019,4289
Clay County,Indiana,18,021,936
Clinton County,Indiana,18,023,1167
Crawford County,Indiana,18,025,539
Daviess County,Indiana,18,027,963
Dearborn County,Indiana,18,029,1130
Decatur County,Indiana,18,031,1134
DeKalb County,Indiana,18,033,1338
Delaware County,Indiana,18,035,4052
Dubois County,Indiana,18,037,1004
Elkhart County,Indiana,18,039,6897
Fayette County,Indiana,18,041,1518
Floyd County,Indiana,18,043,2735
Fountain County,Indiana,18,045,732
Franklin County,Indiana,18,047,722
Fulton County,Indiana,18,049,861
Gibson County,Indiana,18,051,1071
Grant County,Indiana,18,053,3224
Greene County,Indiana,18,055,1387
Hamilton County,Indiana,18,057,3134
Hancock County,Indiana,18,059,2619
Harrison County,Indiana,18,061,2113
Hendricks County,Indiana,18,063,3311
Henry County,Indiana,18,065,2832
Howard County,Indiana,18,067,3502
Huntington County,Indiana,18,069,1690
Jackson County,Indiana,18,071,1933
Jasper County,Indiana,18,073,1362
Jay County,Indiana,18,075,819
Jefferson County,Indiana,18,077,1480
Jennings County,Indiana,18,079,1556
Johnson County,Indiana,18,081,4349
Knox County,Indiana,18,083,1293
Kosciusko County,Indiana,18,085,2547
LaGrange County,Indiana,18,087,897
Lake County,Indiana,18,089,13914
LaPorte County,Indiana,18,091,5621
Lawrence County,Indiana,18,093,2336
Madison County,Indiana,18,095,5434
Marion County,Indiana,18,097,25053
Marshall County,Indiana,18,099,1764
Martin County,Indiana,18,101,415
Miami County,Indiana,18,103,1925
Monroe County,Indiana,18,105,2852
Montgomery County,Indiana,18,107,1411
Morgan County,Indiana,18,109,2881
Newton County,Indiana,18,111,719
Noble County,Indiana,18,113,1882
Ohio County,Indiana,18,115,373
Orange County,Indiana,18,117,901
Owen County,Indiana,18,119,1263
Parke County,Indiana,18,121,584
Perry County,Indiana,18,123,1035
Pike County,Indiana,18,125,550
Porter County,Indiana,18,127,4244
Posey County,Indiana,18,129,840
Pulaski County,Indiana,18,131,526
Putnam County,Indiana,18,133,1676
Randolph County,Indiana,18,135,991
Ripley County,Indiana,18,137,865
Rush County,Indiana,18,139,807
Saint Joseph County,Indiana,18,141,7174
Scott County,Indiana,18,143,1985
Shelby County,Indiana,18,145,1835
Spencer County,Indiana,18,147,783
Starke County,Indiana,18,149,1217
Steuben County,Indiana,18,151,1219
Sullivan County,Indiana,18,153,1072
Switzerland County,Indiana,18,155,419
Tippecanoe County,Indiana,18,157,3890
Tipton County,Indiana,18,159,568
Union County,Indiana,18,161,237
Vanderburgh County,Indiana,18,163,5515
Vermillion County,Indiana,18,165,876
Vigo County,Indiana,18,167,4542
Wabash County,Indiana,18,169,1096
Warren County,Indiana,18,171,302
Warrick County,Indiana,18,173,1648
Washington County,Indiana,18,175,1381
Wayne County,Indiana,18,177,3145
Wells County,Indiana,18,179,783
White County,Indiana,18,181,643
Whitley County,Indiana,18,183,1195
Adair County,Iowa,19,001,195
Adams County,Iowa,19,003,141
Allamakee County,Iowa,19,005,360
Appanoose County,Iowa,19,007,533
Audubon County,Iowa,19,009,209
Benton County,Iowa,19,011,673
Black Hawk County,Iowa,19,013,3976
Boone County,Iowa,19,015,639
Bremer County,Iowa,19,017,464
