County,State,State_FIPS,County_FIPS,masters_degree
Chattahoochee County,Georgia,13,053,296.0
Chattooga County,Georgia,13,055,357.0
Cherokee County,Georgia,13,057,10958.0
Clarke County,Georgia,13,059,7416.0
Clay County,Georgia,13,061,72.0
Clayton County,Georgia,13,063,6942.0
Clinch County,Georgia,13,065,207.0
Cobb County,Georgia,13,067,50753.0
Coffee County,Georgia,13,069,954.0
Colquitt County,Georgia,13,071,1055.0
Columbia County,Georgia,13,073,7784.0
Cook County,Georgia,13,075,391.0
Coweta County,Georgia,13,077,5905.0
Crawford County,Georgia,13,079,228.0
Crisp County,Georgia,13,081,525.0
Dade County,Georgia,13,083,369.0
Dawson County,Georgia,13,085,831.0
Decatur County,Georgia,13,087,801.0
DeKalb County,Georgia,13,089,50405.0
Dodge County,Georgia,13,091,631.0
Dooly County,Georgia,13,093,187.0
Dougherty County,Georgia,13,095,2687.0
Douglas County,Georgia,13,097,5488.0
Early County,Georgia,13,099,434.0
Echols County,Georgia,13,101,47.0
Effingham County,Georgia,13,103,1657.0
Elbert County,Georgia,13,105,390.0
Emanuel County,Georgia,13,107,320.0
Evans County,Georgia,13,109,175.0
Fannin County,Georgia,13,111,636.0
Fayette County,Georgia,13,113,8141.0
Floyd County,Georgia,13,115,3057.0
Forsyth County,Georgia,13,117,12982.0
Franklin County,Georgia,13,119,421.0
Fulton County,Georgia,13,121,84343.0
Gilmer County,Georgia,13,123,764.0
Glascock County,Georgia,13,125,73.0
Glynn County,Georgia,13,127,4053.0
Gordon County,Georgia,13,129,1275.0
Grady County,Georgia,13,131,642.0
Greene County,Georgia,13,133,903.0
Gwinnett County,Georgia,13,135,44021.0
Habersham County,Georgia,13,137,1480.0
Hall County,Georgia,13,139,6931.0
Hancock County,Georgia,13,141,124.0
Haralson County,Georgia,13,143,592.0
Harris County,Georgia,13,145,1729.0
Hart County,Georgia,13,147,649.0
Heard County,Georgia,13,149,182.0
Henry County,Georgia,13,151,8589.0
Houston County,Georgia,13,153,6589.0
Irwin County,Georgia,13,155,241.0
Jackson County,Georgia,13,157,1762.0
Jasper County,Georgia,13,159,336.0
Jeff Davis County,Georgia,13,161,175.0
Jefferson County,Georgia,13,163,266.0
Jenkins County,Georgia,13,165,205.0
Johnson County,Georgia,13,167,213.0
Jones County,Georgia,13,169,1000.0
Lamar County,Georgia,13,171,458.0
Lanier County,Georgia,13,173,224.0
Laurens County,Georgia,13,175,1395.0
Lee County,Georgia,13,177,1277.0
Liberty County,Georgia,13,179,1682.0
Lincoln County,Georgia,13,181,225.0
Long County,Georgia,13,183,271.0
Lowndes County,Georgia,13,185,3676.0
Lumpkin County,Georgia,13,187,1199.0
McDuffie County,Georgia,13,189,557.0
McIntosh County,Georgia,13,191,439.0
Macon County,Georgia,13,193,238.0
Madison County,Georgia,13,195,874.0
Marion County,Georgia,13,197,239.0
Meriwether County,Georgia,13,199,311.0
Miller County,Georgia,13,201,105.0
Mitchell County,Georgia,13,205,561.0
Monroe County,Georgia,13,207,1143.0
Montgomery County,Georgia,13,209,233.0
Morgan County,Georgia,13,211,843.0
Murray County,Georgia,13,213,598.0
Muscogee County,Georgia,13,215,7489.0
Newton County,Georgia,13,217,3070.0
Oconee County,Georgia,13,219,3137.0
Oglethorpe County,Georgia,13,221,591.0
Paulding County,Georgia,13,223,5837.0
Peach County,Georgia,13,225,931.0
Pickens County,Georgia,13,227,1363.0
Pierce County,Georgia,13,229,416.0
Pike County,Georgia,13,231,562.0
Polk County,Georgia,13,233,1023.0
Pulaski County,Georgia,13,235,265.0
Putnam County,Georgia,13,237,553.0
Quitman County,Georgia,13,239,6.0
Rabun County,Georgia,13,241,738.0
Randolph County,Georgia,13,243,303.0
Richmond County,Georgia,13,245,5969.0
Rockdale County,Georgia,13,247,3123.0
Schley County,Georgia,13,249,122.0
Screven County,Georgia,13,251,233.0
Seminole County,Georgia,13,253,277.0
Spalding County,Georgia,13,255,1526.0
Stephens County,Georgia,13,257,816.0
Stewart County,Georgia,13,259,65.0
Sumter County,Georgia,13,261,1123.0
Talbot County,Georgia,13,263,154.0
Taliaferro County,Georgia,13,265,33.0
Tattnall County,Georgia,13,267,556.0
Taylor County,Georgia,13,269,146.0
Telfair County,Georgia,13,271,529.0
Terrell County,Georgia,13,273,121.0
Thomas County,Georgia,13,275,1427.0
Tift County,Georgia,13,277,1300.0
Toombs County,Georgia,13,279,607.0
Towns County,Georgia,13,281,460.0
Treutlen County,Georgia,13,283,164.0
Troup County,Georgia,13,285,2178.0
Turner County,Georgia,13,287,104.0
Twiggs County,Georgia,13,289,168.0
Union County,Georgia,13,291,1208.0
Upson County,Georgia,13,293,708.0
Walker County,Georgia,13,295,1439.0
Walton County,Georgia,13,297,1797.0
Ware County,Georgia,13,299,895.0
Warren County,Georgia,13,301,107.0
Washington County,Georgia,13,303,350.0
Wayne County,Georgia,13,305,641.0
Webster County,Georgia,13,307,50.0
Wheeler County,Georgia,13,309,54.0
White County,Georgia,13,311,999.0
Whitfield County,Georgia,13,313,2493.0
Wilcox County,Georgia,13,315,100.0
Wilkes County,Georgia,13,317,245.0
Wilkinson County,Georgia,13,319,171.0
Worth County,Georgia,13,321,316.0
Hawaii County,Hawaii,15,001,8119.0
Honolulu County,Hawaii,15,003,47943.0
Kauai County,Hawaii,15,007,2648.0
Kalawao County,Hawaii,15,005,20.0
Maui County,Hawaii,15,009,5927.0
Ada County,Idaho,16,001,21939.0
Adams County,Idaho,16,003,151.0
Bannock County,Idaho,16,005,2901.0
Bear Lake County,Idaho,16,007,83.0
Benewah County,Idaho,16,009,234.0
Bingham County,Idaho,16,011,921.0
Blaine County,Idaho,16,013,1348.0
Boise County,Idaho,16,015,225.0
Bonner County,Idaho,16,017,1342.0
Bonneville County,Idaho,16,019,3525.0
Boundary County,Idaho,16,021,329.0
Butte County,Idaho,16,023,77.0
Camas County,Idaho,16,025,23.0
Canyon County,Idaho,16,027,4702.0
Caribou County,Idaho,16,029,87.0
Cassia County,Idaho,16,031,426.0
Clearwater County,Idaho,16,035,222.0
Custer County,Idaho,16,037,193.0
Elmore County,Idaho,16,039,815.0
Franklin County,Idaho,16,041,192.0
Fremont County,Idaho,16,043,302.0
Gem County,Idaho,16,045,365.0
Gooding County,Idaho,16,047,251.0
Idaho County,Idaho,16,049,371.0
Jefferson County,Idaho,16,051,551.0
Jerome County,Idaho,16,053,302.0
Kootenai County,Idaho,16,055,4833.0
Latah County,Idaho,16,057,2399.0
Lemhi County,Idaho,16,059,270.0
Lewis County,Idaho,16,061,84.0
Lincoln County,Idaho,16,063,91.0
Madison County,Idaho,16,065,1182.0
Minidoka County,Idaho,16,067,257.0
Nez Perce County,Idaho,16,069,1329.0
Oneida County,Idaho,16,071,94.0
Owyhee County,Idaho,16,073,105.0
Payette County,Idaho,16,075,418.0
Power County,Idaho,16,077,91.0
Shoshone County,Idaho,16,079,221.0
Teton County,Idaho,16,081,452.0
Twin Falls County,Idaho,16,083,1790.0
Valley County,Idaho,16,085,516.0
Washington County,Idaho,16,087,276.0
Adams County,Illinois,17,001,2380.0
Alexander County,Illinois,17,003,108.0
Bond County,Illinois,17,005,717.0
Boone County,Illinois,17,007,1823.0
Brown County,Illinois,17,009,175.0
Bureau County,Illinois,17,011,1127.0
Calhoun County,Illinois,17,013,119.0
Carroll County,Illinois,17,015,410.0
Cass County,Illinois,17,017,245.0
Champaign County,Illinois,17,019,15172.0
Christian County,Illinois,17,021,862.0
Clark County,Illinois,17,023,558.0
Clay County,Illinois,17,025,238.0
Clinton County,Illinois,17,027,1409.0
Coles County,Illinois,17,029,2119.0
Cook County,Illinois,17,031,345049.0
Crawford County,Illinois,17,033,688.0
Cumberland County,Illinois,17,035,261.0
DeKalb County,Illinois,17,037,4830.0
De Witt County,Illinois,17,039,410.0
Douglas County,Illinois,17,041,469.0
DuPage County,Illinois,17,043,83004.0
Edgar County,Illinois,17,045,605.0
Edwards County,Illinois,17,047,94.0
Effingham County,Illinois,17,049,954.0
Fayette County,Illinois,17,051,554.0
Ford County,Illinois,17,053,290.0
Franklin County,Illinois,17,055,942.0
Fulton County,Illinois,17,057,876.0
Gallatin County,Illinois,17,059,92.0
Greene County,Illinois,17,061,244.0
Grundy County,Illinois,17,063,1877.0
Hamilton County,Illinois,17,065,262.0
Hancock County,Illinois,17,067,488.0
Hardin County,Illinois,17,069,80.0
Henderson County,Illinois,17,071,103.0
Henry County,Illinois,17,073,1695.0
Iroquois County,Illinois,17,075,715.0
Jackson County,Illinois,17,077,3579.0
Jasper County,Illinois,17,079,420.0
Jefferson County,Illinois,17,081,1101.0
Jersey County,Illinois,17,083,776.0
Jo Daviess County,Illinois,17,085,1097.0
Johnson County,Illinois,17,087,307.0
Kane County,Illinois,17,089,29351.0
Kankakee County,Illinois,17,091,4191.0
Kendall County,Illinois,17,093,7425.0
Knox County,Illinois,17,095,1683.0
Lake County,Illinois,17,097,56240.0
LaSalle County,Illinois,17,099,2929.0
Lawrence County,Illinois,17,101,219.0
Lee County,Illinois,17,103,1060.0
Livingston County,Illinois,17,105,1197.0
Logan County,Illinois,17,107,796.0
McDonough County,Illinois,17,109,1676.0
McHenry County,Illinois,17,111,17001.0
McLean County,Illinois,17,113,10330.0
Macon County,Illinois,17,115,4541.0
Macoupin County,Illinois,17,117,1506.0
Madison County,Illinois,17,119,12362.0
Marion County,Illinois,17,121,991.0
Marshall County,Illinois,17,123,290.0
Mason County,Illinois,17,125,306.0
Massac County,Illinois,17,127,291.0
Menard County,Illinois,17,129,355.0
Mercer County,Illinois,17,131,482.0
Monroe County,Illinois,17,133,1521.0
Montgomery County,Illinois,17,135,827.0
Morgan County,Illinois,17,137,1560.0
Moultrie County,Illinois,17,139,359.0
Ogle County,Illinois,17,141,2112.0
Peoria County,Illinois,17,143,9622.0
Perry County,Illinois,17,145,564.0
Piatt County,Illinois,17,147,859.0
Pike County,Illinois,17,149,305.0
Pope County,Illinois,17,151,163.0
Pulaski County,Illinois,17,153,139.0
Putnam County,Illinois,17,155,157.0
Randolph County,Illinois,17,157,607.0
Richland County,Illinois,17,159,506.0
Rock Island County,Illinois,17,161,5627.0
Saint Clair County,Illinois,17,163,14011.0
Saline County,Illinois,17,165,605.0
Sangamon County,Illinois,17,167,11912.0
Schuyler County,Illinois,17,169,202.0
Scott County,Illinois,17,171,83.0
Shelby County,Illinois,17,173,590.0
Stark County,Illinois,17,175,137.0
Stephenson County,Illinois,17,177,1685.0
Tazewell County,Illinois,17,179,5231.0
Union County,Illinois,17,181,796.0
Vermilion County,Illinois,17,183,1891.0
Wabash County,Illinois,17,185,347.0
Warren County,Illinois,17,187,462.0
Washington County,Illinois,17,189,624.0
Wayne County,Illinois,17,191,270.0
White County,Illinois,17,193,499.0
Whiteside County,Illinois,17,195,1956.0
Will County,Illinois,17,197,40241.0
Williamson County,Illinois,17,199,2960.0
Winnebago County,Illinois,17,201,11558.0
Woodford County,Illinois,17,203,1811.0
Adams County,Indiana,18,001,915.0
Allen County,Indiana,18,003,15869.0
Bartholomew County,Indiana,18,005,4515.0
Benton County,Indiana,18,007,226.0
Blackford County,Indiana,18,009,235.0
Boone County,Indiana,18,011,3974.0
Brown County,Indiana,18,013,882.0
Carroll County,Indiana,18,015,568.0
Cass County,Indiana,18,017,1004.0
Clark County,Indiana,18,019,3544.0
Clay County,Indiana,18,021,735.0
Clinton County,Indiana,18,023,803.0
Crawford County,Indiana,18,025,307.0
Daviess County,Indiana,18,027,902.0
Dearborn County,Indiana,18,029,1546.0
Decatur County,Indiana,18,031,734.0
DeKalb County,Indiana,18,033,1328.0
Delaware County,Indiana,18,035,5183.0
Dubois County,Indiana,18,037,1365.0
Elkhart County,Indiana,18,039,5821.0
Fayette County,Indiana,18,041,435.0
Floyd County,Indiana,18,043,3399.0
