location_name,year,MeanLifeExpectency
Autauga County (Alabama),2014,76.0923839492951
Baldwin County (Alabama),2014,77.9590260303945
Barbour County (Alabama),2014,75.723760010315
Bibb County (Alabama),2014,74.0704786684836
Blount County (Alabama),2014,75.57623817677
Bullock County (Alabama),2014,73.9667452558383
Butler County (Alabama),2014,74.1879513563979
Calhoun County (Alabama),2014,73.7500629106712
Chambers County (Alabama),2014,74.4744393001101
Cherokee County (Alabama),2014,74.8083588255097
Chilton County (Alabama),2014,74.361687582335
Choctaw County (Alabama),2014,74.767407753043
Clarke County (Alabama),2014,75.234900184891
Clay County (Alabama),2014,74.7573360142862
Cleburne County (Alabama),2014,74.1228766542021
Coffee County (Alabama),2014,76.7812212244236
Colbert County (Alabama),2014,74.7421988900332
Conecuh County (Alabama),2014,73.8726045151823
Coosa County (Alabama),2014,75.2580877653134
Covington County (Alabama),2014,74.8659701913572
Crenshaw County (Alabama),2014,74.4189555245288
Cullman County (Alabama),2014,74.9300732935393
Dale County (Alabama),2014,75.9998085962609
Dallas County (Alabama),2014,72.1686309532854
DeKalb County (Alabama),2014,74.7318781453857
Elmore County (Alabama),2014,75.9399909370708
Escambia County (Alabama),2014,73.7808302047218
Etowah County (Alabama),2014,73.3708247850727
Fayette County (Alabama),2014,74.0659626546655
Franklin County (Alabama),2014,73.5137577154115
Geneva County (Alabama),2014,75.0218977493571
Greene County (Alabama),2014,74.4811078615176
Hale County (Alabama),2014,74.1560323615994
Henry County (Alabama),2014,75.7543594558265
Houston County (Alabama),2014,76.559115914522
Jackson County (Alabama),2014,73.5264035395202
Jefferson County (Alabama),2014,74.9798554080244
Lamar County (Alabama),2014,74.7116839103121
Lauderdale County (Alabama),2014,76.1300402688184
Lawrence County (Alabama),2014,73.989537746666
Lee County (Alabama),2014,77.5595991086487
Limestone County (Alabama),2014,77.4754459389285
Lowndes County (Alabama),2014,72.2634055675833
Macon County (Alabama),2014,73.4904632643591
Madison County (Alabama),2014,77.8536736827048
Marengo County (Alabama),2014,74.0363714016051
Marion County (Alabama),2014,74.4921559001086
Marshall County (Alabama),2014,74.1039393352051
Mobile County (Alabama),2014,75.1117597992232
Monroe County (Alabama),2014,75.0245488974323
Montgomery County (Alabama),2014,76.1126905968678
Morgan County (Alabama),2014,75.7548165522007
Perry County (Alabama),2014,72.5637425616024
Pickens County (Alabama),2014,74.4392811093029
Pike County (Alabama),2014,75.2623836523974
Randolph County (Alabama),2014,74.7053091696992
Russell County (Alabama),2014,74.3805861878772
Saint Clair County (Alabama),2014,75.1216644950582
Shelby County (Alabama),2014,79.9186609893026
Sumter County (Alabama),2014,74.4570441053706
Talladega County (Alabama),2014,73.6869492872818
Tallapoosa County (Alabama),2014,75.1270284243972
Tuscaloosa County (Alabama),2014,76.2841722904781
Walker County (Alabama),2014,70.7322477452283
Washington County (Alabama),2014,74.6503643642396
Wilcox County (Alabama),2014,72.0305770620779
Winston County (Alabama),2014,74.5222642002393
Anchorage Municipality (Alaska),2014,78.9022024656191
Bethel Census Area (Alaska),2014,72.9844076508492
Bristol Bay Borough (Alaska),2014,75.8752123759168
Fairbanks North Star Borough (Alaska),2014,79.6481705666333
Haines Borough (Alaska),2014,81.5832545334811
Juneau City and Borough (Alaska),2014,80.0410654674188
Kenai Peninsula Borough (Alaska),2014,78.5607964481768
Kodiak Island Borough (Alaska),2014,79.5249195452452
Matanuska-Susitna Borough (Alaska),2014,78.3611817093364
Nome Census Area (Alaska),2014,71.1118591784878
North Slope Borough (Alaska),2014,75.4534450228025
Sitka City and Borough (Alaska),2014,79.8800680903336
Southeast Fairbanks Census Area (Alaska),2014,77.5604698374025
Chugach Census Area (Alaska),2014,78.5290646419212
Copper River Census Area (Alaska),2014,78.5290646419212
Valdez-Cordova Census Area (Alaska),2014,78.5290646419212
Kusilvak Census Area (Alaska),2014,69.0577479184401
Wade Hampton Census Area (Alaska),2014,69.0577479184401
Kobuk Census Area (Alaska),2014,73.3054263814092
Northwest Arctic Borough (Alaska),2014,73.3054263814092
Aleutian Islands Census Area (Alaska),2014,83.6895218542177
Aleutians East Borough (Alaska),2014,83.6895218542177
Aleutians West Census Area (Alaska),2014,83.6895218542177
Dillingham Census Area (Alaska),2014,74.0829453697083
Lake and Peninsula Borough (Alaska),2014,74.0829453697083
Denali Borough (Alaska),2014,73.8895242313275
Yukon-Koyukuk Census Area (Alaska),2014,73.8895242313275
Hoonah-Angoon Census Area (Alaska),2014,80.6002714993476
Skagway Municipality (Alaska),2014,80.6002714993476
Skagway-Yakutat-Angoon Census Area (Alaska),2014,80.6002714993476
Skagway-Hoonah-Angoon Census Area (Alaska),2014,80.6002714993476
Yakutat City and Borough (Alaska),2014,80.6002714993476
Ketchikan Gateway Borough (Alaska),2014,78.483859022547
Petersburg Borough (Alaska),2014,78.483859022547
Prince of Wales-Hyder Census Area (Alaska),2014,78.483859022547
Prince of Wales-Outer Ketchikan Census Area (Alaska),2014,78.483859022547
Wrangell City and Borough (Alaska),2014,78.483859022547
Wrangell-Petersburg Census Area (Alaska),2014,78.483859022547
Apache County (Arizona),2014,73.5730101249103
Cochise County (Arizona),2014,78.4493453995009
Coconino County (Arizona),2014,79.1262342389113
Gila County (Arizona),2014,75.2769023094933
Graham County (Arizona),2014,77.4673057827607
Greenlee County (Arizona),2014,78.8069444314949
Maricopa County (Arizona),2014,80.1983661565339
Mohave County (Arizona),2014,75.4575819953017
Navajo County (Arizona),2014,74.9438441304313
Pima County (Arizona),2014,79.1994643325826
Pinal County (Arizona),2014,81.00600317497
Santa Cruz County (Arizona),2014,82.1001879296229
Yavapai County (Arizona),2014,78.6665178423471
La Paz County (Arizona),2014,81.3387718155153
Yuma County (Arizona),2014,81.3387718155153
Arkansas County (Arkansas),2014,73.8595673933612
Ashley County (Arkansas),2014,74.4883652123264
Baxter County (Arkansas),2014,76.2516267748183
Benton County (Arkansas),2014,79.4059652057882
Boone County (Arkansas),2014,76.5795522414594
Bradley County (Arkansas),2014,74.0452396036787
Calhoun County (Arkansas),2014,75.0978238246715
Carroll County (Arkansas),2014,77.1207588475348
Chicot County (Arkansas),2014,73.7092556075907
Clark County (Arkansas),2014,75.5507566291671
Clay County (Arkansas),2014,73.4648065193879
Cleburne County (Arkansas),2014,76.2661790660477
Cleveland County (Arkansas),2014,75.3480894669705
Columbia County (Arkansas),2014,74.6838399967277
Conway County (Arkansas),2014,75.4448351198573
Craighead County (Arkansas),2014,76.2131160171002
Crawford County (Arkansas),2014,75.743439597931
Crittenden County (Arkansas),2014,73.0028156081488
Cross County (Arkansas),2014,73.6777390034632
Dallas County (Arkansas),2014,73.9263258901165
Desha County (Arkansas),2014,73.4276736608831
Drew County (Arkansas),2014,75.5138970499214
Faulkner County (Arkansas),2014,76.9073679000959
Franklin County (Arkansas),2014,75.0304629963768
Fulton County (Arkansas),2014,75.4479638785258
Garland County (Arkansas),2014,75.0910563247615
Grant County (Arkansas),2014,75.8549997601848
Greene County (Arkansas),2014,74.5883419533341
Hempstead County (Arkansas),2014,75.0816457515582
Hot Spring County (Arkansas),2014,74.674457659159
Howard County (Arkansas),2014,74.5248817797813
Independence County (Arkansas),2014,75.818962809451
Izard County (Arkansas),2014,75.5224554466382
Jackson County (Arkansas),2014,73.4906835570058
Jefferson County (Arkansas),2014,73.7452633122832
Johnson County (Arkansas),2014,76.0184647706335
Lafayette County (Arkansas),2014,74.2310473910241
Lawrence County (Arkansas),2014,74.1199788657354
Lee County (Arkansas),2014,73.7502943427827
Lincoln County (Arkansas),2014,75.4553403866795
Little River County (Arkansas),2014,74.1885922604194
Logan County (Arkansas),2014,74.7690105799881
Lonoke County (Arkansas),2014,75.2359220612144
Madison County (Arkansas),2014,75.6663513769671
Marion County (Arkansas),2014,75.5962916062646
