County,State,mean_life_expectancy,State_FIPS,County_FIPS,median_gross_rent
Autauga County,Alabama,75.8778642323899,01,001,896.0
Baldwin County,Alabama,77.9130697620398,01,003,889.0
Barbour County,Alabama,74.9198636240141,01,005,588.0
Bibb County,Alabama,73.6673305057905,01,007,654.0
Blount County,Alabama,75.0352199305904,01,009,631.0
Bullock County,Alabama,74.0743945438457,01,011,564.0
Butler County,Alabama,73.7224421194177,01,013,563.0
Calhoun County,Alabama,73.2983281711204,01,015,635.0
Chambers County,Alabama,74.35653924479,01,017,658.0
Cherokee County,Alabama,74.35852627411,01,019,601.0
Chilton County,Alabama,74.0413531729133,01,021,646.0
Choctaw County,Alabama,74.2486999564165,01,023,497.0
Clarke County,Alabama,74.5765529742926,01,025,540.0
Clay County,Alabama,74.369383765865,01,027,441.0
Cleburne County,Alabama,73.9771106499581,01,029,582.0
Coffee County,Alabama,76.3011829926155,01,031,701.0
Colbert County,Alabama,74.3929774045908,01,033,638.0
Conecuh County,Alabama,73.4218703928667,01,035,528.0
Coosa County,Alabama,75.1413818724986,01,037,567.0
Covington County,Alabama,74.1371294582595,01,039,585.0
Crenshaw County,Alabama,74.0180136364953,01,041,515.0
Cullman County,Alabama,74.3769894915807,01,043,626.0
Dale County,Alabama,75.5523047608571,01,045,636.0
Dallas County,Alabama,71.9735127187965,01,047,581.0
DeKalb County,Alabama,74.4934976817947,01,049,552.0
Elmore County,Alabama,75.7757161449512,01,051,817.0
Escambia County,Alabama,73.1630074988594,01,053,564.0
Etowah County,Alabama,73.053355135026,01,055,623.0
Fayette County,Alabama,73.6581554932797,01,057,483.0
Franklin County,Alabama,73.3754326341656,01,059,553.0
Geneva County,Alabama,74.4234456628163,01,061,567.0
Greene County,Alabama,73.9562928242995,01,063,414.0
Hale County,Alabama,73.7872404003688,01,065,449.0
Henry County,Alabama,75.4295227396512,01,067,582.0
Houston County,Alabama,76.107335428337,01,069,707.0
Jackson County,Alabama,73.4224281684067,01,071,591.0
Jefferson County,Alabama,74.6861744174914,01,073,820.0
Lamar County,Alabama,74.3621045612881,01,075,432.0
Lauderdale County,Alabama,76.0319979262066,01,077,601.0
Lawrence County,Alabama,73.765357848758,01,079,557.0
Lee County,Alabama,77.5109882075979,01,081,806.0
Limestone County,Alabama,77.2763641772968,01,083,628.0
Lowndes County,Alabama,71.8951633690497,01,085,589.0
Macon County,Alabama,73.090134567349,01,087,592.0
Madison County,Alabama,77.5122550397981,01,089,783.0
Marengo County,Alabama,73.54245764648,01,091,511.0
Marion County,Alabama,74.0145601745605,01,093,482.0
Marshall County,Alabama,74.0554552221729,01,095,604.0
Mobile County,Alabama,74.8448680449495,01,097,801.0
Monroe County,Alabama,74.7048197454091,01,099,506.0
Montgomery County,Alabama,75.9247713547993,01,101,825.0
Morgan County,Alabama,75.2816176346909,01,103,613.0
Perry County,Alabama,72.2207426684408,01,105,516.0
Pickens County,Alabama,74.3841278449026,01,107,420.0
Pike County,Alabama,74.9075976437267,01,109,613.0
Randolph County,Alabama,74.1995203731576,01,111,606.0
Russell County,Alabama,73.8166201926909,01,113,742.0
Saint Clair County,Alabama,74.931099486946,01,115,702.0
Shelby County,Alabama,79.9329869213868,01,117,954.0
Sumter County,Alabama,74.3710053760309,01,119,589.0
Talladega County,Alabama,73.4265194965138,01,121,598.0
Tallapoosa County,Alabama,74.8367340685609,01,123,565.0
Tuscaloosa County,Alabama,76.1222396683925,01,125,784.0
Walker County,Alabama,70.313647599106,01,127,607.0
Washington County,Alabama,74.2666042086814,01,129,615.0
Wilcox County,Alabama,71.4893330327934,01,131,457.0
Winston County,Alabama,74.3483369616355,01,133,540.0
Anchorage Municipality,Alaska,78.9414080782189,02,020,1231.0
Bethel Census Area,Alaska,72.4470915674431,02,050,1175.0
Bristol Bay Borough,Alaska,75.6282235384974,02,060,1040.0
Fairbanks North Star Borough,Alaska,79.6767828494726,02,090,1240.0
Haines Borough,Alaska,81.3439033397237,02,100,882.0
Juneau City and Borough,Alaska,80.1511541046263,02,110,1184.0
Kenai Peninsula Borough,Alaska,78.4498058809908,02,122,970.0
Kodiak Island Borough,Alaska,79.6808969333594,02,150,1254.0
Matanuska-Susitna Borough,Alaska,78.425444432157,02,170,1079.0
Nome Census Area,Alaska,70.7266373275761,02,180,1260.0
North Slope Borough,Alaska,75.2944708808568,02,185,1057.0
Sitka City and Borough,Alaska,80.0851648320793,02,220,1019.0
Southeast Fairbanks Census Area,Alaska,77.453426696203,02,240,1132.0
Valdez-Cordova Census Area,Alaska,78.4894852204936,02,261,879.0
Wade Hampton Census Area,Alaska,68.2374433774828,02,270,
Northwest Arctic Borough,Alaska,72.3150672257676,02,188,1226.0
Aleutians East Borough,Alaska,83.9668552562973,02,013,939.0
Aleutians West Census Area,Alaska,83.9668552562973,02,016,1257.0
Dillingham Census Area,Alaska,73.902430273866,02,070,1018.0
Lake and Peninsula Borough,Alaska,73.902430273866,02,164,743.0
Denali Borough,Alaska,73.7545978405956,02,068,933.0
Yukon-Koyukuk Census Area,Alaska,73.7545978405956,02,290,631.0
Hoonah-Angoon Census Area,Alaska,80.6333971268856,02,105,785.0
Skagway Municipality,Alaska,80.6333971268856,02,230,1028.0
Yakutat City and Borough,Alaska,80.6333971268856,02,282,975.0
Ketchikan Gateway Borough,Alaska,78.7599035617588,02,130,1078.0
Petersburg Borough,Alaska,78.7599035617588,02,195,912.0
Prince of Wales-Hyder Census Area,Alaska,78.7599035617588,02,198,834.0
Wrangell City and Borough,Alaska,78.7599035617588,02,275,759.0
Apache County,Arizona,72.5861795747435,04,001,503.0
Cochise County,Arizona,77.8381814457557,04,003,790.0
Coconino County,Arizona,78.7310637809859,04,005,1025.0
Gila County,Arizona,74.5194372043746,04,007,762.0
Graham County,Arizona,77.0588505436379,04,009,794.0
Greenlee County,Arizona,78.2700423686553,04,011,421.0
Maricopa County,Arizona,79.7975632543799,04,013,989.0
Mohave County,Arizona,75.0984277272029,04,015,791.0
Navajo County,Arizona,74.0172421905699,04,017,681.0
Pima County,Arizona,78.7473891386961,04,019,831.0
Pinal County,Arizona,80.8872234047816,04,021,990.0
Santa Cruz County,Arizona,81.6928524316121,04,023,627.0
Yavapai County,Arizona,78.2013767088911,04,025,892.0
La Paz County,Arizona,81.1323584179148,04,012,562.0
Yuma County,Arizona,81.1323584179148,04,027,831.0
Arkansas County,Arkansas,73.5078340747071,05,001,632.0
Ashley County,Arkansas,74.1018929294341,05,003,616.0
Baxter County,Arkansas,75.9668160004689,05,005,638.0
Benton County,Arkansas,79.3662392360665,05,007,814.0
Boone County,Arkansas,76.2052538764821,05,009,606.0
Bradley County,Arkansas,73.6321012263139,05,011,575.0
Calhoun County,Arkansas,74.2742607709339,05,013,645.0
Carroll County,Arkansas,76.8819075049595,05,015,585.0
Chicot County,Arkansas,73.3238474544558,05,017,571.0
Clark County,Arkansas,75.3882863851655,05,019,584.0
Clay County,Arkansas,72.9811894014708,05,021,513.0
Cleburne County,Arkansas,75.8127585008705,05,023,679.0
Cleveland County,Arkansas,74.8939886154834,05,025,651.0
Columbia County,Arkansas,74.0855795655613,05,027,645.0
Conway County,Arkansas,74.754414371743,05,029,573.0
Craighead County,Arkansas,76.0817250967884,05,031,699.0
Crawford County,Arkansas,75.6766406592927,05,033,654.0
Crittenden County,Arkansas,72.5637861678559,05,035,697.0
Cross County,Arkansas,73.2244878594942,05,037,647.0
Dallas County,Arkansas,73.4422555480321,05,039,608.0
Desha County,Arkansas,72.6462159118589,05,041,538.0
Drew County,Arkansas,75.1951468080834,05,043,626.0
Faulkner County,Arkansas,76.4874032503551,05,045,754.0
Franklin County,Arkansas,74.4845723172756,05,047,589.0
Fulton County,Arkansas,74.9094662928843,05,049,488.0
Garland County,Arkansas,74.6472657226993,05,051,713.0
Grant County,Arkansas,75.4770090781045,05,053,700.0
Greene County,Arkansas,74.1589164965496,05,055,685.0
Hempstead County,Arkansas,75.1979646501176,05,057,597.0
Hot Spring County,Arkansas,74.4999020548917,05,059,654.0
Howard County,Arkansas,73.932743414837,05,061,546.0
Independence County,Arkansas,75.597642844104,05,063,582.0
Izard County,Arkansas,75.3232023880092,05,065,564.0
