County,State,mean_life_expectancy,State_FIPS,County_FIPS,less_than_9th_grade_percentage
Autauga County,Alabama,76.5932651350438,01,001,2.5
Baldwin County,Alabama,78.2935223384932,01,003,2.3
Barbour County,Alabama,74.8145320945807,01,005,8.5
Bibb County,Alabama,73.9200538034534,01,007,6.5
Blount County,Alabama,75.0291855488467,01,009,8.5
Bullock County,Alabama,73.9493288862537,01,011,5.3
Butler County,Alabama,74.1389189035864,01,013,4.6
Calhoun County,Alabama,73.5629066906819,01,015,5.2
Chambers County,Alabama,74.7026464205289,01,017,6.2
Cherokee County,Alabama,74.6131502945787,01,019,6.8
Chilton County,Alabama,74.5859698133504,01,021,5.8
Choctaw County,Alabama,74.6284355949225,01,023,5.3
Clarke County,Alabama,75.0999434901388,01,025,5.2
Clay County,Alabama,74.701948975265,01,027,10.1
Cleburne County,Alabama,74.7558638422596,01,029,6.6
Coffee County,Alabama,76.3997264684506,01,031,4.5
Colbert County,Alabama,74.5331789579054,01,033,4.3
Conecuh County,Alabama,73.8841768203255,01,035,4.2
Coosa County,Alabama,75.7384814528474,01,037,4.8
Covington County,Alabama,74.2115895055701,01,039,5.7
Crenshaw County,Alabama,74.3548048141269,01,041,7.4
Cullman County,Alabama,74.5626540622359,01,043,5.4
Dale County,Alabama,75.5818368193645,01,045,4.3
Dallas County,Alabama,72.4762524056376,01,047,4.3
DeKalb County,Alabama,74.9432497939268,01,049,11.7
Elmore County,Alabama,76.2158567842262,01,051,4.5
Escambia County,Alabama,73.3131687800953,01,053,4.5
Etowah County,Alabama,73.3604926263926,01,055,4.8
Fayette County,Alabama,74.0421749009191,01,057,7.2
Franklin County,Alabama,74.0661703364282,01,059,10.0
Geneva County,Alabama,74.3981355513722,01,061,7.5
Greene County,Alabama,74.0544180583619,01,063,6.0
Hale County,Alabama,74.195380885004,01,065,4.6
Henry County,Alabama,75.6447400375483,01,067,6.8
Houston County,Alabama,76.2430325268057,01,069,4.1
Jackson County,Alabama,73.6828553298684,01,071,5.2
Jefferson County,Alabama,74.8621541773249,01,073,2.8
Lamar County,Alabama,74.8683149184064,01,075,6.6
Lauderdale County,Alabama,76.2969405417653,01,077,4.2
Lawrence County,Alabama,74.0450227399105,01,079,6.7
Lee County,Alabama,77.9139576690325,01,081,2.8
Limestone County,Alabama,77.6675828538061,01,083,5.5
Lowndes County,Alabama,72.074118169288,01,085,5.6
Macon County,Alabama,73.257603254685,01,087,4.1
Madison County,Alabama,77.7641916190152,01,089,2.6
Marengo County,Alabama,73.5254347483341,01,091,5.2
Marion County,Alabama,74.6258695781583,01,093,7.9
Marshall County,Alabama,74.5877863503167,01,095,6.9
Mobile County,Alabama,75.3368060857871,01,097,3.1
Monroe County,Alabama,75.1270770002995,01,099,4.2
Montgomery County,Alabama,76.4216275471708,01,101,4.0
Morgan County,Alabama,75.4863635328123,01,103,6.1
Perry County,Alabama,73.1742532055544,01,105,8.7
Pickens County,Alabama,74.8142448398232,01,107,6.0
Pike County,Alabama,75.2422168626359,01,109,4.7
Randolph County,Alabama,74.6401983680838,01,111,7.2
Russell County,Alabama,73.8179782797389,01,113,5.1
Saint Clair County,Alabama,75.2553895649825,01,115,5.2
Shelby County,Alabama,80.4641938071101,01,117,2.4
Sumter County,Alabama,74.9804619366111,01,119,3.7
Talladega County,Alabama,73.8695996345704,01,121,5.3
Tallapoosa County,Alabama,75.1740848507411,01,123,5.0
Tuscaloosa County,Alabama,76.6889893454644,01,125,3.1
Walker County,Alabama,70.6271114963763,01,127,6.7
Washington County,Alabama,74.8365149840162,01,129,5.4
Wilcox County,Alabama,71.8708091393013,01,131,5.7
Winston County,Alabama,74.940147608181,01,133,7.1
Anchorage Municipality,Alaska,79.3865194176634,02,020,2.4
Bethel Census Area,Alaska,72.7950243111552,02,050,7.2
Bristol Bay Borough,Alaska,76.6332466885107,02,060,3.0
Fairbanks North Star Borough,Alaska,80.6262503620013,02,090,2.0
Haines Borough,Alaska,83.0150521479304,02,100,1.0
Juneau City and Borough,Alaska,81.2261376714925,02,110,1.1
Kenai Peninsula Borough,Alaska,78.9204662278644,02,122,2.0
Kodiak Island Borough,Alaska,80.7900989550181,02,150,5.5
Matanuska-Susitna Borough,Alaska,79.1898406557226,02,170,2.0
Nome Census Area,Alaska,70.84535552875,02,180,4.2
North Slope Borough,Alaska,75.9546291142911,02,185,3.7
Sitka City and Borough,Alaska,80.8518144560272,02,220,1.8
Southeast Fairbanks Census Area,Alaska,77.9794410796304,02,240,3.7
Valdez-Cordova Census Area,Alaska,79.5744180540543,02,261,0.8
Wade Hampton Census Area,Alaska,68.5618044992559,02,270,
Northwest Arctic Borough,Alaska,72.7862703824079,02,188,5.5
Aleutians East Borough,Alaska,84.863880134356,02,013,6.6
Aleutians West Census Area,Alaska,84.863880134356,02,016,5.1
Dillingham Census Area,Alaska,74.5502413308315,02,070,6.2
Lake and Peninsula Borough,Alaska,74.5502413308315,02,164,5.9
Denali Borough,Alaska,74.9741404048799,02,068,0.1
Yukon-Koyukuk Census Area,Alaska,74.9741404048799,02,290,5.0
Hoonah-Angoon Census Area,Alaska,81.5456543521652,02,105,1.1
Skagway Municipality,Alaska,81.5456543521652,02,230,2.4
Yakutat City and Borough,Alaska,81.5456543521652,02,282,2.5
Ketchikan Gateway Borough,Alaska,79.753892368488,02,130,1.9
Petersburg Borough,Alaska,79.753892368488,02,195,3.6
Prince of Wales-Hyder Census Area,Alaska,79.753892368488,02,198,1.7
Wrangell City and Borough,Alaska,79.753892368488,02,275,2.5
Apache County,Arizona,72.3284548272921,04,001,9.0
Cochise County,Arizona,77.7795013827217,04,003,5.3
Coconino County,Arizona,78.79049043438,04,005,3.7
Gila County,Arizona,74.3478336675243,04,007,3.9
Graham County,Arizona,77.2067923381599,04,009,3.7
Greenlee County,Arizona,78.4893303009505,04,011,3.2
Maricopa County,Arizona,79.7635827048315,04,013,5.6
Mohave County,Arizona,75.2291349289979,04,015,3.5
Navajo County,Arizona,73.6982428819168,04,017,5.9
Pima County,Arizona,78.8273378145992,04,019,4.5
Pinal County,Arizona,81.4701445906188,04,021,5.2
Santa Cruz County,Arizona,82.039463073111,04,023,11.5
Yavapai County,Arizona,78.1846564541411,04,025,2.4
La Paz County,Arizona,81.4353901669475,04,012,8.5
Yuma County,Arizona,81.4353901669475,04,027,13.5
Arkansas County,Arkansas,74.0251497586038,05,001,6.6
Ashley County,Arkansas,74.2895051923306,05,003,6.2
Baxter County,Arkansas,76.2501239643624,05,005,2.6
Benton County,Arkansas,79.69562751172,05,007,5.4
Boone County,Arkansas,76.4606951241037,05,009,4.5
Bradley County,Arkansas,74.0787319215763,05,011,7.4
Calhoun County,Arkansas,75.0215094185301,05,013,4.5
Carroll County,Arkansas,77.2842160355692,05,015,6.5
Chicot County,Arkansas,73.6861573372926,05,017,5.7
Clark County,Arkansas,76.0630306037432,05,019,3.2
Clay County,Arkansas,73.1902475268155,05,021,7.8
Cleburne County,Arkansas,75.9718803756163,05,023,4.6
