County,State,mean_life_expectancy,State_FIPS,County_FIPS,black_population
Autauga County,Alabama,75.4925202386462,01,001,9755
Baldwin County,Alabama,77.8423650015963,01,003,16936
Barbour County,Alabama,75.595637249946,01,005,12632
Bibb County,Alabama,74.0344688193408,01,007,5153
Blount County,Alabama,75.6391619533487,01,009,806
Bullock County,Alabama,74.2739554960482,01,011,7619
Butler County,Alabama,73.9651089293776,01,013,9091
Calhoun County,Alabama,73.7077867258585,01,015,24103
Chambers County,Alabama,74.4230989860951,01,017,13490
Cherokee County,Alabama,74.7404282767045,01,019,1283
Chilton County,Alabama,74.1199930791932,01,021,4169
Choctaw County,Alabama,74.8739015887257,01,023,6011
Clarke County,Alabama,75.1733956125784,01,025,10872
Clay County,Alabama,74.5835545620861,01,027,2213
Cleburne County,Alabama,73.99284382415,01,029,552
Coffee County,Alabama,76.6942751463285,01,031,8565
Colbert County,Alabama,74.8238293093218,01,033,8785
Conecuh County,Alabama,74.0532621622411,01,035,5903
Coosa County,Alabama,75.1465003344996,01,037,3598
Covington County,Alabama,74.8776850693277,01,039,4735
Crenshaw County,Alabama,74.4794946106318,01,041,3131
Cullman County,Alabama,75.0756292766288,01,043,817
Dale County,Alabama,76.2768130036991,01,045,9884
Dallas County,Alabama,72.235261755232,01,047,30207
DeKalb County,Alabama,74.9031637918789,01,049,1180
Elmore County,Alabama,76.006670130727,01,051,15757
Escambia County,Alabama,73.9757187398604,01,053,12088
Etowah County,Alabama,73.1926894093852,01,055,15687
Fayette County,Alabama,74.0691470655125,01,057,1923
Franklin County,Alabama,73.5155138620992,01,059,1344
Geneva County,Alabama,75.2038597049172,01,061,2560
Greene County,Alabama,74.7905165682512,01,063,7489
Hale County,Alabama,73.9972175612381,01,065,9436
Henry County,Alabama,75.8708425808874,01,067,4847
Houston County,Alabama,76.616969512427,01,069,25519
Jackson County,Alabama,73.902912256868,01,071,1829
Jefferson County,Alabama,74.8474881281237,01,073,276023
Lamar County,Alabama,74.5387684952581,01,075,1762
Lauderdale County,Alabama,76.3843412364742,01,077,9379
Lawrence County,Alabama,74.2129180532987,01,079,3860
Lee County,Alabama,77.4549108600718,01,081,31610
Limestone County,Alabama,77.348319890165,01,083,10591
Lowndes County,Alabama,72.6244859474175,01,085,8520
Macon County,Alabama,73.4280627744793,01,087,17754
Madison County,Alabama,77.6992974224652,01,089,77988
Marengo County,Alabama,74.5278615104106,01,091,11266
Marion County,Alabama,74.1234171377667,01,093,1177
Marshall County,Alabama,74.3001979427162,01,095,1581
Mobile County,Alabama,74.9149549272942,01,097,141914
Monroe County,Alabama,74.7920267077012,01,099,9465
Montgomery County,Alabama,75.9982488576629,01,101,124127
Morgan County,Alabama,75.7393066012219,01,103,14009
Perry County,Alabama,72.0453479786758,01,105,7286
Pickens County,Alabama,74.4924703008447,01,107,8306
Pike County,Alabama,75.2094376041272,01,109,11773
