County,State,State_FIPS,County_FIPS,median_gross_rent
San Mateo County,California,06,081,2158.0
Santa Barbara County,California,06,083,1576.0
Santa Clara County,California,06,085,2126.0
Santa Cruz County,California,06,087,1647.0
Shasta County,California,06,089,1000.0
Sierra County,California,06,091,888.0
Siskiyou County,California,06,093,836.0
Solano County,California,06,095,1498.0
Sonoma County,California,06,097,1549.0
Stanislaus County,California,06,099,1099.0
Sutter County,California,06,101,986.0
Tehama County,California,06,103,839.0
Trinity County,California,06,105,815.0
Tulare County,California,06,107,904.0
Tuolumne County,California,06,109,970.0
Ventura County,California,06,111,1705.0
Yolo County,California,06,113,1266.0
Yuba County,California,06,115,951.0
Alamosa County,Colorado,08,003,657.0
Archuleta County,Colorado,08,007,934.0
Baca County,Colorado,08,009,475.0
Bent County,Colorado,08,011,644.0
Chaffee County,Colorado,08,015,800.0
Cheyenne County,Colorado,08,017,579.0
Clear Creek County,Colorado,08,019,913.0
Conejos County,Colorado,08,021,533.0
Costilla County,Colorado,08,023,612.0
Crowley County,Colorado,08,025,815.0
Custer County,Colorado,08,027,644.0
Delta County,Colorado,08,029,851.0
Dolores County,Colorado,08,033,713.0
Douglas County,Colorado,08,035,1655.0
Eagle County,Colorado,08,037,1507.0
Elbert County,Colorado,08,039,1038.0
El Paso County,Colorado,08,041,1119.0
Fremont County,Colorado,08,043,805.0
Garfield County,Colorado,08,045,1215.0
Gilpin County,Colorado,08,047,1109.0
Grand County,Colorado,08,049,1010.0
Gunnison County,Colorado,08,051,1005.0
Huerfano County,Colorado,08,055,631.0
Jackson County,Colorado,08,057,675.0
Kiowa County,Colorado,08,061,594.0
Kit Carson County,Colorado,08,063,763.0
Lake County,Colorado,08,065,955.0
La Plata County,Colorado,08,067,1121.0
Larimer County,Colorado,08,069,1228.0
Las Animas County,Colorado,08,071,702.0
Lincoln County,Colorado,08,073,808.0
Logan County,Colorado,08,075,744.0
Mesa County,Colorado,08,077,934.0
Moffat County,Colorado,08,081,777.0
Montezuma County,Colorado,08,083,762.0
Montrose County,Colorado,08,085,859.0
Morgan County,Colorado,08,087,775.0
Otero County,Colorado,08,089,669.0
Ouray County,Colorado,08,091,1139.0
Park County,Colorado,08,093,1106.0
Phillips County,Colorado,08,095,710.0
Pitkin County,Colorado,08,097,1284.0
Prowers County,Colorado,08,099,677.0
Pueblo County,Colorado,08,101,803.0
Rio Blanco County,Colorado,08,103,734.0
Rio Grande County,Colorado,08,105,588.0
Routt County,Colorado,08,107,1215.0
Saguache County,Colorado,08,109,635.0
San Miguel County,Colorado,08,113,1125.0
Sedgwick County,Colorado,08,115,575.0
Summit County,Colorado,08,117,1402.0
Teller County,Colorado,08,119,1070.0
Washington County,Colorado,08,121,693.0
Yuma County,Colorado,08,125,769.0
Adams County,Colorado,08,001,1270.0
Arapahoe County,Colorado,08,005,1307.0
Boulder County,Colorado,08,013,1411.0
Broomfield County,Colorado,08,014,1583.0
Denver County,Colorado,08,031,1217.0
Jefferson County,Colorado,08,059,1285.0
Weld County,Colorado,08,123,1014.0
Fairfield County,Connecticut,09,001,1470.0
Hartford County,Connecticut,09,003,1076.0
Litchfield County,Connecticut,09,005,1036.0
Middlesex County,Connecticut,09,007,1162.0
New Haven County,Connecticut,09,009,1133.0
New London County,Connecticut,09,011,1099.0
Tolland County,Connecticut,09,013,1119.0
Windham County,Connecticut,09,015,895.0
Kent County,Delaware,10,001,1070.0
New Castle County,Delaware,10,003,1141.0
Sussex County,Delaware,10,005,1018.0
Alachua County,Florida,12,001,958.0
Baker County,Florida,12,003,769.0
Bay County,Florida,12,005,1009.0
Bradford County,Florida,12,007,829.0
Brevard County,Florida,12,009,1018.0
Broward County,Florida,12,011,1332.0
Calhoun County,Florida,12,013,661.0
Charlotte County,Florida,12,015,976.0
Citrus County,Florida,12,017,815.0
Clay County,Florida,12,019,1129.0
Collier County,Florida,12,021,1228.0
Columbia County,Florida,12,023,827.0
Miami-Dade County,Florida,12,086,1257.0
DeSoto County,Florida,12,027,684.0
Dixie County,Florida,12,029,644.0
Duval County,Florida,12,031,1037.0
Escambia County,Florida,12,033,967.0
Flagler County,Florida,12,035,1159.0
Franklin County,Florida,12,037,803.0
Gadsden County,Florida,12,039,678.0
Gilchrist County,Florida,12,041,617.0
Glades County,Florida,12,043,746.0
Gulf County,Florida,12,045,1057.0
Hamilton County,Florida,12,047,594.0
Hardee County,Florida,12,049,709.0
Hendry County,Florida,12,051,768.0
Hernando County,Florida,12,053,958.0
Highlands County,Florida,12,055,776.0
Hillsborough County,Florida,12,057,1094.0
Holmes County,Florida,12,059,682.0
Indian River County,Florida,12,061,957.0
Jackson County,Florida,12,063,656.0
Jefferson County,Florida,12,065,758.0
Lafayette County,Florida,12,067,625.0
Lake County,Florida,12,069,1043.0
Lee County,Florida,12,071,1093.0
Leon County,Florida,12,073,1004.0
Levy County,Florida,12,075,707.0
Liberty County,Florida,12,077,581.0
Madison County,Florida,12,079,698.0
Manatee County,Florida,12,081,1102.0
Marion County,Florida,12,083,859.0
Martin County,Florida,12,085,1107.0
Monroe County,Florida,12,087,1616.0
Nassau County,Florida,12,089,1058.0
Okaloosa County,Florida,12,091,1101.0
Okeechobee County,Florida,12,093,750.0
Orange County,Florida,12,095,1160.0
Osceola County,Florida,12,097,1188.0
Palm Beach County,Florida,12,099,1320.0
Pasco County,Florida,12,101,1025.0
Pinellas County,Florida,12,103,1064.0
Polk County,Florida,12,105,944.0
Putnam County,Florida,12,107,708.0
Saint Johns County,Florida,12,109,1261.0
Saint Lucie County,Florida,12,111,1136.0
Santa Rosa County,Florida,12,113,1087.0
Sarasota County,Florida,12,115,1201.0
Seminole County,Florida,12,117,1198.0
Sumter County,Florida,12,119,861.0
Suwannee County,Florida,12,121,721.0
Taylor County,Florida,12,123,686.0
Union County,Florida,12,125,641.0
Volusia County,Florida,12,127,1000.0
Wakulla County,Florida,12,129,855.0
Walton County,Florida,12,131,950.0
Washington County,Florida,12,133,689.0
Appling County,Georgia,13,001,572.0
Atkinson County,Georgia,13,003,449.0
Bacon County,Georgia,13,005,516.0
Baker County,Georgia,13,007,486.0
Baldwin County,Georgia,13,009,705.0
Banks County,Georgia,13,011,727.0
Barrow County,Georgia,13,013,954.0
Bartow County,Georgia,13,015,894.0
Ben Hill County,Georgia,13,017,626.0
Berrien County,Georgia,13,019,626.0
Bibb County,Georgia,13,021,803.0
Bleckley County,Georgia,13,023,613.0
Brantley County,Georgia,13,025,586.0
Brooks County,Georgia,13,027,701.0
Bryan County,Georgia,13,029,1214.0
Bulloch County,Georgia,13,031,786.0
Burke County,Georgia,13,033,585.0
Butts County,Georgia,13,035,782.0
Calhoun County,Georgia,13,037,479.0
Camden County,Georgia,13,039,954.0
Candler County,Georgia,13,043,612.0
Carroll County,Georgia,13,045,855.0
Catoosa County,Georgia,13,047,759.0
Charlton County,Georgia,13,049,546.0
Chatham County,Georgia,13,051,1044.0
Chattahoochee County,Georgia,13,053,1263.0
Chattooga County,Georgia,13,055,591.0
Cherokee County,Georgia,13,057,1184.0
Clarke County,Georgia,13,059,845.0
Clay County,Georgia,13,061,340.0
Clayton County,Georgia,13,063,955.0
Clinch County,Georgia,13,065,410.0
Cobb County,Georgia,13,067,1157.0
Coffee County,Georgia,13,069,602.0
Colquitt County,Georgia,13,071,648.0
Columbia County,Georgia,13,073,1134.0
Cook County,Georgia,13,075,733.0
Coweta County,Georgia,13,077,1036.0
Crawford County,Georgia,13,079,699.0
Crisp County,Georgia,13,081,656.0
Dade County,Georgia,13,083,703.0
Dawson County,Georgia,13,085,857.0
Decatur County,Georgia,13,087,660.0
DeKalb County,Georgia,13,089,1116.0
Dodge County,Georgia,13,091,600.0
Dooly County,Georgia,13,093,537.0
Dougherty County,Georgia,13,095,729.0
Douglas County,Georgia,13,097,1046.0
Early County,Georgia,13,099,661.0
Echols County,Georgia,13,101,620.0
Effingham County,Georgia,13,103,986.0
Elbert County,Georgia,13,105,634.0
Emanuel County,Georgia,13,107,596.0
Evans County,Georgia,13,109,669.0
Fannin County,Georgia,13,111,805.0
Fayette County,Georgia,13,113,1274.0
Floyd County,Georgia,13,115,730.0
Forsyth County,Georgia,13,117,1319.0
Franklin County,Georgia,13,119,659.0
Fulton County,Georgia,13,121,1150.0
Gilmer County,Georgia,13,123,741.0
Glascock County,Georgia,13,125,607.0
Glynn County,Georgia,13,127,894.0
Gordon County,Georgia,13,129,711.0
Grady County,Georgia,13,131,746.0
Greene County,Georgia,13,133,691.0
Gwinnett County,Georgia,13,135,1203.0
Habersham County,Georgia,13,137,738.0
Hall County,Georgia,13,139,931.0
Hancock County,Georgia,13,141,738.0
Haralson County,Georgia,13,143,675.0
Harris County,Georgia,13,145,946.0
Hart County,Georgia,13,147,699.0
Heard County,Georgia,13,149,676.0
Henry County,Georgia,13,151,1146.0
Houston County,Georgia,13,153,897.0
Irwin County,Georgia,13,155,549.0
Jackson County,Georgia,13,157,799.0
Jasper County,Georgia,13,159,888.0
Jeff Davis County,Georgia,13,161,555.0
Jefferson County,Georgia,13,163,545.0
Jenkins County,Georgia,13,165,533.0
Johnson County,Georgia,13,167,541.0
Jones County,Georgia,13,169,764.0
Lamar County,Georgia,13,171,643.0
Lanier County,Georgia,13,173,677.0
Laurens County,Georgia,13,175,616.0
Lee County,Georgia,13,177,892.0
Liberty County,Georgia,13,179,1056.0
Lincoln County,Georgia,13,181,719.0
Long County,Georgia,13,183,789.0
Lowndes County,Georgia,13,185,788.0
Lumpkin County,Georgia,13,187,905.0
McDuffie County,Georgia,13,189,649.0
McIntosh County,Georgia,13,191,869.0
Macon County,Georgia,13,193,564.0
Madison County,Georgia,13,195,718.0
Marion County,Georgia,13,197,572.0
Meriwether County,Georgia,13,199,672.0
Miller County,Georgia,13,201,649.0
Mitchell County,Georgia,13,205,644.0
Monroe County,Georgia,13,207,744.0
Montgomery County,Georgia,13,209,625.0
Morgan County,Georgia,13,211,786.0
Murray County,Georgia,13,213,700.0
Muscogee County,Georgia,13,215,877.0
Newton County,Georgia,13,217,984.0
Oconee County,Georgia,13,219,970.0
Oglethorpe County,Georgia,13,221,735.0
Paulding County,Georgia,13,223,1101.0
Peach County,Georgia,13,225,707.0
Pickens County,Georgia,13,227,843.0
Pierce County,Georgia,13,229,651.0
Pike County,Georgia,13,231,779.0
Polk County,Georgia,13,233,699.0
Pulaski County,Georgia,13,235,698.0
Putnam County,Georgia,13,237,712.0
Quitman County,Georgia,13,239,686.0
Rabun County,Georgia,13,241,678.0
Randolph County,Georgia,13,243,578.0
Richmond County,Georgia,13,245,850.0
Rockdale County,Georgia,13,247,999.0
Schley County,Georgia,13,249,653.0
Screven County,Georgia,13,251,616.0
Seminole County,Georgia,13,253,726.0
Spalding County,Georgia,13,255,856.0
Stephens County,Georgia,13,257,713.0
Stewart County,Georgia,13,259,494.0
Sumter County,Georgia,13,261,689.0
Talbot County,Georgia,13,263,657.0
Taliaferro County,Georgia,13,265,533.0
Tattnall County,Georgia,13,267,549.0
Taylor County,Georgia,13,269,601.0
Telfair County,Georgia,13,271,606.0
Terrell County,Georgia,13,273,649.0
Thomas County,Georgia,13,275,806.0
Tift County,Georgia,13,277,649.0
Toombs County,Georgia,13,279,595.0
Towns County,Georgia,13,281,764.0
Treutlen County,Georgia,13,283,558.0
Troup County,Georgia,13,285,825.0
Turner County,Georgia,13,287,537.0
Twiggs County,Georgia,13,289,577.0
Union County,Georgia,13,291,731.0
Upson County,Georgia,13,293,628.0
Walker County,Georgia,13,295,732.0
Walton County,Georgia,13,297,950.0
Ware County,Georgia,13,299,652.0
Warren County,Georgia,13,301,619.0
Washington County,Georgia,13,303,645.0
Wayne County,Georgia,13,305,598.0
Webster County,Georgia,13,307,484.0
Wheeler County,Georgia,13,309,455.0
White County,Georgia,13,311,790.0
Whitfield County,Georgia,13,313,708.0
Wilcox County,Georgia,13,315,514.0
Wilkes County,Georgia,13,317,704.0
Wilkinson County,Georgia,13,319,642.0
Worth County,Georgia,13,321,714.0
Hawaii County,Hawaii,15,001,1168.0
Honolulu County,Hawaii,15,003,1703.0
Kauai County,Hawaii,15,007,1333.0
Kalawao County,Hawaii,15,005,863.0
Maui County,Hawaii,15,009,1406.0
Ada County,Idaho,16,001,950.0
Adams County,Idaho,16,003,619.0
Bannock County,Idaho,16,005,682.0
Bear Lake County,Idaho,16,007,590.0
Benewah County,Idaho,16,009,663.0
Bingham County,Idaho,16,011,634.0
Blaine County,Idaho,16,013,959.0
Boise County,Idaho,16,015,784.0
Bonner County,Idaho,16,017,839.0
Bonneville County,Idaho,16,019,784.0
Boundary County,Idaho,16,021,643.0
Butte County,Idaho,16,023,661.0
Camas County,Idaho,16,025,663.0
Canyon County,Idaho,16,027,846.0
Caribou County,Idaho,16,029,587.0
Cassia County,Idaho,16,031,634.0
Clearwater County,Idaho,16,035,703.0
Custer County,Idaho,16,037,639.0
Elmore County,Idaho,16,039,809.0
Franklin County,Idaho,16,041,699.0
Fremont County,Idaho,16,043,774.0
Gem County,Idaho,16,045,745.0
Gooding County,Idaho,16,047,677.0
Idaho County,Idaho,16,049,675.0
Jefferson County,Idaho,16,051,784.0
Jerome County,Idaho,16,053,774.0
Kootenai County,Idaho,16,055,961.0
Latah County,Idaho,16,057,700.0
Lemhi County,Idaho,16,059,646.0
Lewis County,Idaho,16,061,602.0
Lincoln County,Idaho,16,063,779.0
Madison County,Idaho,16,065,704.0
Minidoka County,Idaho,16,067,644.0
Nez Perce County,Idaho,16,069,726.0
Oneida County,Idaho,16,071,735.0
Owyhee County,Idaho,16,073,704.0
Payette County,Idaho,16,075,743.0
Power County,Idaho,16,077,643.0
Shoshone County,Idaho,16,079,674.0
Teton County,Idaho,16,081,826.0
Twin Falls County,Idaho,16,083,777.0
Valley County,Idaho,16,085,760.0
Washington County,Idaho,16,087,671.0
Adams County,Illinois,17,001,670.0
Alexander County,Illinois,17,003,505.0
Bond County,Illinois,17,005,625.0
Boone County,Illinois,17,007,838.0
Brown County,Illinois,17,009,577.0
Bureau County,Illinois,17,011,668.0
Calhoun County,Illinois,17,013,606.0
Carroll County,Illinois,17,015,639.0
Cass County,Illinois,17,017,601.0
Champaign County,Illinois,17,019,862.0
Christian County,Illinois,17,021,661.0
Clark County,Illinois,17,023,699.0
Clay County,Illinois,17,025,578.0
Clinton County,Illinois,17,027,791.0
Coles County,Illinois,17,029,671.0
Cook County,Illinois,17,031,1091.0
Crawford County,Illinois,17,033,633.0
Cumberland County,Illinois,17,035,567.0
DeKalb County,Illinois,17,037,914.0
De Witt County,Illinois,17,039,587.0
Douglas County,Illinois,17,041,688.0
DuPage County,Illinois,17,043,1280.0
Edgar County,Illinois,17,045,605.0
Edwards County,Illinois,17,047,484.0
Effingham County,Illinois,17,049,615.0
Fayette County,Illinois,17,051,605.0
Ford County,Illinois,17,053,651.0
Franklin County,Illinois,17,055,641.0
Fulton County,Illinois,17,057,636.0
Gallatin County,Illinois,17,059,453.0
Greene County,Illinois,17,061,591.0
Grundy County,Illinois,17,063,973.0
Hamilton County,Illinois,17,065,621.0
Hancock County,Illinois,17,067,614.0
Hardin County,Illinois,17,069,390.0
Henderson County,Illinois,17,071,533.0
Henry County,Illinois,17,073,649.0
Iroquois County,Illinois,17,075,665.0
Jackson County,Illinois,17,077,701.0
Jasper County,Illinois,17,079,562.0
Jefferson County,Illinois,17,081,661.0
Jersey County,Illinois,17,083,610.0
Jo Daviess County,Illinois,17,085,639.0
Johnson County,Illinois,17,087,644.0
Kane County,Illinois,17,089,1133.0
Kankakee County,Illinois,17,091,869.0
Kendall County,Illinois,17,093,1331.0
Knox County,Illinois,17,095,631.0
Lake County,Illinois,17,097,1168.0
LaSalle County,Illinois,17,099,756.0
Lawrence County,Illinois,17,101,621.0
Lee County,Illinois,17,103,696.0
Livingston County,Illinois,17,105,690.0
Logan County,Illinois,17,107,680.0
McDonough County,Illinois,17,109,628.0
McHenry County,Illinois,17,111,1175.0
McLean County,Illinois,17,113,830.0
Macon County,Illinois,17,115,676.0
Macoupin County,Illinois,17,117,681.0
Madison County,Illinois,17,119,815.0
Marion County,Illinois,17,121,619.0
Marshall County,Illinois,17,123,652.0
Mason County,Illinois,17,125,636.0
Massac County,Illinois,17,127,640.0
Menard County,Illinois,17,129,749.0
Mercer County,Illinois,17,131,648.0
Monroe County,Illinois,17,133,843.0
Montgomery County,Illinois,17,135,619.0
Morgan County,Illinois,17,137,686.0
Moultrie County,Illinois,17,139,699.0
Ogle County,Illinois,17,141,743.0
Peoria County,Illinois,17,143,778.0
Perry County,Illinois,17,145,522.0
Piatt County,Illinois,17,147,816.0
Pike County,Illinois,17,149,566.0
Pope County,Illinois,17,151,371.0
Pulaski County,Illinois,17,153,501.0
Putnam County,Illinois,17,155,684.0
Randolph County,Illinois,17,157,663.0
Richland County,Illinois,17,159,565.0
Rock Island County,Illinois,17,161,733.0
Saint Clair County,Illinois,17,163,844.0
Saline County,Illinois,17,165,629.0
Sangamon County,Illinois,17,167,799.0
Schuyler County,Illinois,17,169,641.0
Scott County,Illinois,17,171,543.0
Shelby County,Illinois,17,173,604.0
Stark County,Illinois,17,175,596.0
Stephenson County,Illinois,17,177,639.0
Tazewell County,Illinois,17,179,731.0
Union County,Illinois,17,181,570.0
Vermilion County,Illinois,17,183,684.0
Wabash County,Illinois,17,185,634.0
Warren County,Illinois,17,187,633.0
Washington County,Illinois,17,189,680.0
Wayne County,Illinois,17,191,625.0
White County,Illinois,17,193,551.0
Whiteside County,Illinois,17,195,679.0
Will County,Illinois,17,197,1167.0
Williamson County,Illinois,17,199,721.0
Winnebago County,Illinois,17,201,777.0
Woodford County,Illinois,17,203,768.0
Adams County,Indiana,18,001,607.0
Allen County,Indiana,18,003,744.0
Bartholomew County,Indiana,18,005,898.0
Benton County,Indiana,18,007,689.0
Blackford County,Indiana,18,009,623.0
Boone County,Indiana,18,011,985.0
Brown County,Indiana,18,013,860.0
Carroll County,Indiana,18,015,678.0
Cass County,Indiana,18,017,654.0
Clark County,Indiana,18,019,813.0
Clay County,Indiana,18,021,678.0
Clinton County,Indiana,18,023,707.0
Crawford County,Indiana,18,025,653.0
Daviess County,Indiana,18,027,677.0
Dearborn County,Indiana,18,029,737.0
Decatur County,Indiana,18,031,796.0
DeKalb County,Indiana,18,033,686.0
Delaware County,Indiana,18,035,714.0
Dubois County,Indiana,18,037,661.0
Elkhart County,Indiana,18,039,777.0
Fayette County,Indiana,18,041,696.0
Floyd County,Indiana,18,043,786.0
Fountain County,Indiana,18,045,656.0
Franklin County,Indiana,18,047,741.0
Fulton County,Indiana,18,049,653.0
Gibson County,Indiana,18,051,670.0
Grant County,Indiana,18,053,682.0
Greene County,Indiana,18,055,617.0
Hamilton County,Indiana,18,057,1152.0
Hancock County,Indiana,18,059,887.0
Harrison County,Indiana,18,061,710.0
