County,State,State_FIPS,County_FIPS,black_population
Little River County,Arkansas,05,081,2559.0
Logan County,Arkansas,05,083,462.0
Lonoke County,Arkansas,05,085,4315.0
Madison County,Arkansas,05,087,91.0
Marion County,Arkansas,05,089,28.0
Miller County,Arkansas,05,091,10790.0
Mississippi County,Arkansas,05,093,15294.0
Monroe County,Arkansas,05,095,3026.0
Montgomery County,Arkansas,05,097,26.0
Nevada County,Arkansas,05,099,2852.0
Newton County,Arkansas,05,101,1.0
Ouachita County,Arkansas,05,103,9972.0
Perry County,Arkansas,05,105,239.0
Phillips County,Arkansas,05,107,12250.0
Pike County,Arkansas,05,109,304.0
Poinsett County,Arkansas,05,111,1350.0
Polk County,Arkansas,05,113,102.0
Pope County,Arkansas,05,115,1864.0
Prairie County,Arkansas,05,117,1112.0
Pulaski County,Arkansas,05,119,141791.0
Randolph County,Arkansas,05,121,165.0
Saint Francis County,Arkansas,05,123,14826.0
Saline County,Arkansas,05,125,7456.0
Scott County,Arkansas,05,127,22.0
Searcy County,Arkansas,05,129,15.0
Sebastian County,Arkansas,05,131,8604.0
Sevier County,Arkansas,05,133,833.0
Sharp County,Arkansas,05,135,97.0
Stone County,Arkansas,05,137,10.0
Union County,Arkansas,05,139,13087.0
Van Buren County,Arkansas,05,141,76.0
Washington County,Arkansas,05,143,7797.0
White County,Arkansas,05,145,3200.0
Woodruff County,Arkansas,05,147,1858.0
Yell County,Arkansas,05,149,524.0
Alameda County,California,06,001,180446.0
Alpine County,California,06,003,18.0
Amador County,California,06,005,796.0
Butte County,California,06,007,3372.0
Calaveras County,California,06,009,261.0
Colusa County,California,06,011,198.0
Contra Costa County,California,06,013,96345.0
Del Norte County,California,06,015,493.0
El Dorado County,California,06,017,1789.0
Fresno County,California,06,019,47715.0
Glenn County,California,06,021,220.0
Humboldt County,California,06,023,1609.0
Imperial County,California,06,025,4785.0
Inyo County,California,06,027,174.0
Kern County,California,06,029,48078.0
Kings County,California,06,031,9597.0
Lake County,California,06,033,1493.0
Lassen County,California,06,035,2748.0
Los Angeles County,California,06,037,828981.0
Madera County,California,06,039,4938.0
Marin County,California,06,041,5759.0
Mariposa County,California,06,043,215.0
Mendocino County,California,06,045,620.0
Merced County,California,06,047,8621.0
Modoc County,California,06,049,65.0
Mono County,California,06,051,74.0
Monterey County,California,06,053,11278.0
Napa County,California,06,055,2998.0
Nevada County,California,06,057,582.0
Orange County,California,06,059,53262.0
Placer County,California,06,061,5756.0
Plumas County,California,06,063,160.0
Riverside County,California,06,065,148960.0
Sacramento County,California,06,067,147425.0
San Benito County,California,06,069,442.0
San Bernardino County,California,06,071,178674.0
San Diego County,California,06,073,164571.0
San Francisco County,California,06,075,45654.0
San Joaquin County,California,06,077,50433.0
San Luis Obispo County,California,06,079,5393.0
San Mateo County,California,06,081,18577.0
Santa Barbara County,California,06,083,8307.0
Santa Clara County,California,06,085,48314.0
Santa Cruz County,California,06,087,2424.0
Shasta County,California,06,089,2007.0
Sierra County,California,06,091,4.0
Siskiyou County,California,06,093,675.0
Solano County,California,06,095,61752.0
Sonoma County,California,06,097,7848.0
Stanislaus County,California,06,099,15121.0
Sutter County,California,06,101,1970.0
Tehama County,California,06,103,379.0
Trinity County,California,06,105,104.0
Tulare County,California,06,107,7177.0
Tuolumne County,California,06,109,975.0
Ventura County,California,06,111,14805.0
Yolo County,California,06,113,5301.0
Yuba County,California,06,115,2484.0
Alamosa County,Colorado,08,003,408.0
Archuleta County,Colorado,08,007,176.0
Baca County,Colorado,08,009,55.0
Bent County,Colorado,08,011,352.0
Chaffee County,Colorado,08,015,300.0
Cheyenne County,Colorado,08,017,1.0
Clear Creek County,Colorado,08,019,81.0
Conejos County,Colorado,08,021,39.0
Costilla County,Colorado,08,023,13.0
Crowley County,Colorado,08,025,237.0
Custer County,Colorado,08,027,112.0
Delta County,Colorado,08,029,349.0
Dolores County,Colorado,08,033,0.0
Douglas County,Colorado,08,035,3806.0
Eagle County,Colorado,08,037,461.0
Elbert County,Colorado,08,039,164.0
El Paso County,Colorado,08,041,41457.0
Fremont County,Colorado,08,043,2145.0
Garfield County,Colorado,08,045,236.0
Gilpin County,Colorado,08,047,34.0
Grand County,Colorado,08,049,56.0
Gunnison County,Colorado,08,051,75.0
Huerfano County,Colorado,08,055,41.0
Jackson County,Colorado,08,057,0.0
Kiowa County,Colorado,08,061,8.0
Kit Carson County,Colorado,08,063,249.0
Lake County,Colorado,08,065,9.0
La Plata County,Colorado,08,067,274.0
Larimer County,Colorado,08,069,3053.0
Las Animas County,Colorado,08,071,128.0
Lincoln County,Colorado,08,073,504.0
Logan County,Colorado,08,075,254.0
Mesa County,Colorado,08,077,1096.0
Moffat County,Colorado,08,081,126.0
Montezuma County,Colorado,08,083,99.0
Montrose County,Colorado,08,085,173.0
Morgan County,Colorado,08,087,867.0
Otero County,Colorado,08,089,140.0
Ouray County,Colorado,08,091,0.0
Park County,Colorado,08,093,33.0
Phillips County,Colorado,08,095,13.0
Pitkin County,Colorado,08,097,271.0
Prowers County,Colorado,08,099,59.0
Pueblo County,Colorado,08,101,3620.0
Rio Blanco County,Colorado,08,103,20.0
Rio Grande County,Colorado,08,105,68.0
Routt County,Colorado,08,107,193.0
Saguache County,Colorado,08,109,0.0
San Miguel County,Colorado,08,113,14.0
Sedgwick County,Colorado,08,115,30.0
Summit County,Colorado,08,117,283.0
Teller County,Colorado,08,119,158.0
Washington County,Colorado,08,121,52.0
Yuma County,Colorado,08,125,149.0
Adams County,Colorado,08,001,15681.0
Arapahoe County,Colorado,08,005,65566.0
Boulder County,Colorado,08,013,2737.0
Broomfield County,Colorado,08,014,722.0
Denver County,Colorado,08,031,64466.0
Jefferson County,Colorado,08,059,6228.0
Weld County,Colorado,08,123,3199.0
Fairfield County,Connecticut,09,001,107305.0
Hartford County,Connecticut,09,003,121811.0
Litchfield County,Connecticut,09,005,3560.0
Middlesex County,Connecticut,09,007,8442.0
New Haven County,Connecticut,09,009,112152.0
New London County,Connecticut,09,011,15556.0
Tolland County,Connecticut,09,013,4797.0
Windham County,Connecticut,09,015,2617.0
Kent County,Delaware,10,001,43090.0
New Castle County,Delaware,10,003,136608.0
Sussex County,Delaware,10,005,26592.0
Alachua County,Florida,12,001,52376.0
Baker County,Florida,12,003,3797.0
Bay County,Florida,12,005,19740.0
Bradford County,Florida,12,007,5139.0
Brevard County,Florida,12,009,57728.0
Broward County,Florida,12,011,536589.0
Calhoun County,Florida,12,013,1878.0
Charlotte County,Florida,12,015,9840.0
Citrus County,Florida,12,017,4165.0
Clay County,Florida,12,019,20298.0
Collier County,Florida,12,021,25115.0
Columbia County,Florida,12,023,12197.0
Miami-Dade County,Florida,12,086,485602.0
DeSoto County,Florida,12,027,4572.0
Dixie County,Florida,12,029,1167.0
Duval County,Florida,12,031,271042.0
Escambia County,Florida,12,033,67398.0
Flagler County,Florida,12,035,10770.0
Franklin County,Florida,12,037,1642.0
Gadsden County,Florida,12,039,25740.0
Gilchrist County,Florida,12,041,1034.0
Glades County,Florida,12,043,1794.0
Gulf County,Florida,12,045,2805.0
Hamilton County,Florida,12,047,4994.0
Hardee County,Florida,12,049,2206.0
Hendry County,Florida,12,051,4444.0
Hernando County,Florida,12,053,9288.0
Highlands County,Florida,12,055,9470.0
Hillsborough County,Florida,12,057,224284.0
Holmes County,Florida,12,059,1441.0
Indian River County,Florida,12,061,13447.0
Jackson County,Florida,12,063,13121.0
Jefferson County,Florida,12,065,4961.0
Lafayette County,Florida,12,067,1365.0
Lake County,Florida,12,069,33458.0
Lee County,Florida,12,071,60664.0
Leon County,Florida,12,073,88973.0
Levy County,Florida,12,075,3496.0
Liberty County,Florida,12,077,1561.0
Madison County,Florida,12,079,7243.0
Manatee County,Florida,12,081,32154.0
Marion County,Florida,12,083,44237.0
Martin County,Florida,12,085,8735.0
Monroe County,Florida,12,087,5529.0
Nassau County,Florida,12,089,4913.0
Okaloosa County,Florida,12,091,19333.0
Okeechobee County,Florida,12,093,3392.0
Orange County,Florida,12,095,269872.0
Osceola County,Florida,12,097,36275.0
Palm Beach County,Florida,12,099,264224.0
Pasco County,Florida,12,101,26932.0
Pinellas County,Florida,12,103,97162.0
Polk County,Florida,12,105,99355.0
Putnam County,Florida,12,107,11799.0
Saint Johns County,Florida,12,109,11566.0
Saint Lucie County,Florida,12,111,58795.0
Santa Rosa County,Florida,12,113,9751.0
Sarasota County,Florida,12,115,18338.0
Seminole County,Florida,12,117,51866.0
Sumter County,Florida,12,119,8820.0
Suwannee County,Florida,12,121,5915.0
Taylor County,Florida,12,123,4796.0
Union County,Florida,12,125,3387.0
Volusia County,Florida,12,127,55230.0
Wakulla County,Florida,12,129,4781.0
Walton County,Florida,12,131,3102.0
Washington County,Florida,12,133,3760.0
Appling County,Georgia,13,001,3299.0
Atkinson County,Georgia,13,003,1499.0
Bacon County,Georgia,13,005,1642.0
Baker County,Georgia,13,007,1349.0
Baldwin County,Georgia,13,009,18881.0
Banks County,Georgia,13,011,467.0
Barrow County,Georgia,13,013,8412.0
Bartow County,Georgia,13,015,11013.0
Ben Hill County,Georgia,13,017,6257.0
Berrien County,Georgia,13,019,2245.0
Bibb County,Georgia,13,021,83461.0
Bleckley County,Georgia,13,023,3565.0
Brantley County,Georgia,13,025,697.0
Brooks County,Georgia,13,027,5290.0
Bryan County,Georgia,13,029,5317.0
Bulloch County,Georgia,13,031,21113.0
Burke County,Georgia,13,033,11119.0
Butts County,Georgia,13,035,6686.0
Calhoun County,Georgia,13,037,3949.0
Camden County,Georgia,13,039,9691.0
Candler County,Georgia,13,043,2572.0
Carroll County,Georgia,13,045,21601.0
Catoosa County,Georgia,13,047,1579.0
Charlton County,Georgia,13,049,3324.0
Chatham County,Georgia,13,051,113486.0
Chattahoochee County,Georgia,13,053,2089.0
Chattooga County,Georgia,13,055,2566.0
Cherokee County,Georgia,13,057,15623.0
Clarke County,Georgia,13,059,33787.0
Clay County,Georgia,13,061,1944.0
Clayton County,Georgia,13,063,188442.0
Clinch County,Georgia,13,065,1857.0
Cobb County,Georgia,13,067,200534.0
Coffee County,Georgia,13,069,12066.0
Colquitt County,Georgia,13,071,10413.0
Columbia County,Georgia,13,073,23736.0
Cook County,Georgia,13,075,4685.0
Coweta County,Georgia,13,077,24223.0
Crawford County,Georgia,13,079,2885.0
Crisp County,Georgia,13,081,9931.0
Dade County,Georgia,13,083,113.0
Dawson County,Georgia,13,085,276.0
Decatur County,Georgia,13,087,11382.0
DeKalb County,Georgia,13,089,397343.0
Dodge County,Georgia,13,091,5852.0
Dooly County,Georgia,13,093,6986.0
Dougherty County,Georgia,13,095,62752.0
Douglas County,Georgia,13,097,63019.0
Early County,Georgia,13,099,5302.0
Echols County,Georgia,13,101,108.0
Effingham County,Georgia,13,103,7617.0
Elbert County,Georgia,13,105,5891.0
Emanuel County,Georgia,13,107,7714.0
Evans County,Georgia,13,109,3250.0
Fannin County,Georgia,13,111,52.0
Fayette County,Georgia,13,113,23341.0
Floyd County,Georgia,13,115,13977.0
Forsyth County,Georgia,13,117,6230.0
Franklin County,Georgia,13,119,2183.0
Fulton County,Georgia,13,121,445952.0
Gilmer County,Georgia,13,123,518.0
Glascock County,Georgia,13,125,267.0
Glynn County,Georgia,13,127,21570.0
Gordon County,Georgia,13,129,2298.0
Grady County,Georgia,13,131,7203.0
Greene County,Georgia,13,133,6009.0
Gwinnett County,Georgia,13,135,237488.0
Habersham County,Georgia,13,137,1381.0
Hall County,Georgia,13,139,14421.0
Hancock County,Georgia,13,141,6328.0
Haralson County,Georgia,13,143,1237.0
Harris County,Georgia,13,145,5318.0
Hart County,Georgia,13,147,4854.0
Heard County,Georgia,13,149,1162.0
Henry County,Georgia,13,151,90021.0
Houston County,Georgia,13,153,44935.0
Irwin County,Georgia,13,155,2605.0
Jackson County,Georgia,13,157,4433.0
Jasper County,Georgia,13,159,2858.0
Jeff Davis County,Georgia,13,161,2514.0
Jefferson County,Georgia,13,163,8667.0
Jenkins County,Georgia,13,165,3193.0
Johnson County,Georgia,13,167,3309.0
Jones County,Georgia,13,169,7108.0
Lamar County,Georgia,13,171,5293.0
Lanier County,Georgia,13,173,2499.0
Laurens County,Georgia,13,175,17490.0
Lee County,Georgia,13,177,5708.0
Liberty County,Georgia,13,179,25506.0
Lincoln County,Georgia,13,181,2503.0
Long County,Georgia,13,183,4308.0
Lowndes County,Georgia,13,185,41416.0
Lumpkin County,Georgia,13,187,722.0
McDuffie County,Georgia,13,189,8697.0
McIntosh County,Georgia,13,191,4945.0
Macon County,Georgia,13,193,8114.0
Madison County,Georgia,13,195,2469.0
Marion County,Georgia,13,197,3059.0
Meriwether County,Georgia,13,199,8128.0
Miller County,Georgia,13,201,1788.0
Mitchell County,Georgia,13,205,10754.0
Monroe County,Georgia,13,207,6311.0
Montgomery County,Georgia,13,209,2345.0
Morgan County,Georgia,13,211,4243.0
Murray County,Georgia,13,213,380.0
Muscogee County,Georgia,13,215,90593.0
Newton County,Georgia,13,217,45433.0
Oconee County,Georgia,13,219,1952.0
Oglethorpe County,Georgia,13,221,2632.0
Paulding County,Georgia,13,223,28271.0
Peach County,Georgia,13,225,12023.0
Pickens County,Georgia,13,227,148.0
Pierce County,Georgia,13,229,1710.0
Pike County,Georgia,13,231,1846.0
Polk County,Georgia,13,233,5253.0
Pulaski County,Georgia,13,235,3959.0
Putnam County,Georgia,13,237,5587.0
Quitman County,Georgia,13,239,1086.0
Rabun County,Georgia,13,241,325.0
Randolph County,Georgia,13,243,4305.0
Richmond County,Georgia,13,245,112896.0
Rockdale County,Georgia,13,247,45865.0
Schley County,Georgia,13,249,1448.0
Screven County,Georgia,13,251,5856.0
Seminole County,Georgia,13,253,2878.0
Spalding County,Georgia,13,255,21402.0
Stephens County,Georgia,13,257,3006.0
Stewart County,Georgia,13,259,2932.0
Sumter County,Georgia,13,261,16085.0
Talbot County,Georgia,13,263,3635.0
Taliaferro County,Georgia,13,265,1140.0
Tattnall County,Georgia,13,267,7430.0
Taylor County,Georgia,13,269,3340.0
Telfair County,Georgia,13,271,7016.0
Terrell County,Georgia,13,273,5565.0
Thomas County,Georgia,13,275,16096.0
Tift County,Georgia,13,277,11932.0
Toombs County,Georgia,13,279,6932.0
Towns County,Georgia,13,281,135.0
Treutlen County,Georgia,13,283,2007.0
Troup County,Georgia,13,285,24472.0
Turner County,Georgia,13,287,3449.0
Twiggs County,Georgia,13,289,3547.0
Union County,Georgia,13,291,185.0
Upson County,Georgia,13,293,7470.0
Walker County,Georgia,13,295,2952.0
Walton County,Georgia,13,297,14692.0
Ware County,Georgia,13,299,10596.0
Warren County,Georgia,13,301,3278.0
Washington County,Georgia,13,303,10880.0
Wayne County,Georgia,13,305,5966.0
Webster County,Georgia,13,307,1283.0
Wheeler County,Georgia,13,309,3358.0
White County,Georgia,13,311,586.0
Whitfield County,Georgia,13,313,4103.0
Wilcox County,Georgia,13,315,3156.0
Wilkes County,Georgia,13,317,4205.0
Wilkinson County,Georgia,13,319,3491.0
Worth County,Georgia,13,321,5870.0
Hawaii County,Hawaii,15,001,1212.0
Honolulu County,Hawaii,15,003,23248.0
Kauai County,Hawaii,15,007,491.0
Kalawao County,Hawaii,15,005,0.0
Maui County,Hawaii,15,009,933.0
Ada County,Idaho,16,001,5615.0
Adams County,Idaho,16,003,13.0
Bannock County,Idaho,16,005,533.0
Bear Lake County,Idaho,16,007,48.0
Benewah County,Idaho,16,009,22.0
Bingham County,Idaho,16,011,142.0
Blaine County,Idaho,16,013,64.0
Boise County,Idaho,16,015,14.0
Bonner County,Idaho,16,017,82.0
Bonneville County,Idaho,16,019,550.0
Boundary County,Idaho,16,021,25.0
Butte County,Idaho,16,023,65.0
Camas County,Idaho,16,025,0.0
Canyon County,Idaho,16,027,939.0
Caribou County,Idaho,16,029,0.0
Cassia County,Idaho,16,031,23.0
Clearwater County,Idaho,16,035,19.0
Custer County,Idaho,16,037,1.0
Elmore County,Idaho,16,039,771.0
Franklin County,Idaho,16,041,33.0
Fremont County,Idaho,16,043,29.0
Gem County,Idaho,16,045,0.0
Gooding County,Idaho,16,047,15.0
Idaho County,Idaho,16,049,36.0
Jefferson County,Idaho,16,051,19.0
Jerome County,Idaho,16,053,21.0
Kootenai County,Idaho,16,055,664.0
Latah County,Idaho,16,057,279.0
Lemhi County,Idaho,16,059,15.0
Lewis County,Idaho,16,061,4.0
Lincoln County,Idaho,16,063,0.0
Madison County,Idaho,16,065,248.0
Minidoka County,Idaho,16,067,52.0
Nez Perce County,Idaho,16,069,156.0
Oneida County,Idaho,16,071,3.0
Owyhee County,Idaho,16,073,16.0
Payette County,Idaho,16,075,90.0
Power County,Idaho,16,077,20.0
Shoshone County,Idaho,16,079,36.0
Teton County,Idaho,16,081,20.0
Twin Falls County,Idaho,16,083,535.0
Valley County,Idaho,16,085,8.0
Washington County,Idaho,16,087,4.0
Adams County,Illinois,17,001,2689.0
Alexander County,Illinois,17,003,2343.0
Bond County,Illinois,17,005,1032.0
Boone County,Illinois,17,007,1220.0
Brown County,Illinois,17,009,1463.0
Bureau County,Illinois,17,011,261.0
Calhoun County,Illinois,17,013,15.0
Carroll County,Illinois,17,015,198.0
Cass County,Illinois,17,017,596.0
Champaign County,Illinois,17,019,27210.0
Christian County,Illinois,17,021,559.0
Clark County,Illinois,17,023,52.0
Clay County,Illinois,17,025,90.0
Clinton County,Illinois,17,027,1349.0
Coles County,Illinois,17,029,2001.0
Cook County,Illinois,17,031,1242179.0
Crawford County,Illinois,17,033,815.0
Cumberland County,Illinois,17,035,10.0
DeKalb County,Illinois,17,037,7766.0
De Witt County,Illinois,17,039,76.0
Douglas County,Illinois,17,041,64.0
DuPage County,Illinois,17,043,43525.0
Edgar County,Illinois,17,045,100.0
Edwards County,Illinois,17,047,32.0
Effingham County,Illinois,17,049,190.0
Fayette County,Illinois,17,051,1132.0
Ford County,Illinois,17,053,122.0
Franklin County,Illinois,17,055,282.0
Fulton County,Illinois,17,057,1352.0
Gallatin County,Illinois,17,059,14.0
Greene County,Illinois,17,061,170.0
Grundy County,Illinois,17,063,760.0
Hamilton County,Illinois,17,065,49.0
Hancock County,Illinois,17,067,121.0
Hardin County,Illinois,17,069,157.0
Henderson County,Illinois,17,071,10.0
Henry County,Illinois,17,073,878.0
Iroquois County,Illinois,17,075,330.0
Jackson County,Illinois,17,077,8713.0
Jasper County,Illinois,17,079,38.0
Jefferson County,Illinois,17,081,3277.0
Jersey County,Illinois,17,083,103.0
Jo Daviess County,Illinois,17,085,86.0
Johnson County,Illinois,17,087,1459.0
Kane County,Illinois,17,089,29774.0
Kankakee County,Illinois,17,091,16836.0
Kendall County,Illinois,17,093,8322.0
Knox County,Illinois,17,095,4569.0
Lake County,Illinois,17,097,47970.0
LaSalle County,Illinois,17,099,2777.0
Lawrence County,Illinois,17,101,1434.0
Lee County,Illinois,17,103,1814.0
Livingston County,Illinois,17,105,1499.0
Logan County,Illinois,17,107,1998.0
McDonough County,Illinois,17,109,1547.0
McHenry County,Illinois,17,111,4108.0
McLean County,Illinois,17,113,14214.0
Macon County,Illinois,17,115,15021.0
Macoupin County,Illinois,17,117,358.0
Madison County,Illinois,17,119,22844.0
Marion County,Illinois,17,121,1299.0
Marshall County,Illinois,17,123,53.0
Mason County,Illinois,17,125,85.0
Massac County,Illinois,17,127,889.0
Menard County,Illinois,17,129,63.0
Mercer County,Illinois,17,131,88.0
Monroe County,Illinois,17,133,141.0
Montgomery County,Illinois,17,135,1756.0
Morgan County,Illinois,17,137,2155.0
Moultrie County,Illinois,17,139,85.0
Ogle County,Illinois,17,141,565.0
Peoria County,Illinois,17,143,32658.0
Perry County,Illinois,17,145,1868.0
Piatt County,Illinois,17,147,175.0
Pike County,Illinois,17,149,270.0
Pope County,Illinois,17,151,221.0
Pulaski County,Illinois,17,153,1737.0
Putnam County,Illinois,17,155,24.0
Randolph County,Illinois,17,157,3485.0
Richland County,Illinois,17,159,71.0
Rock Island County,Illinois,17,161,14573.0
Saint Clair County,Illinois,17,163,79010.0
Saline County,Illinois,17,165,841.0
Sangamon County,Illinois,17,167,25273.0
Schuyler County,Illinois,17,169,398.0
Scott County,Illinois,17,171,6.0
Shelby County,Illinois,17,173,151.0
Stark County,Illinois,17,175,37.0
Stephenson County,Illinois,17,177,4371.0
Tazewell County,Illinois,17,179,1663.0
Union County,Illinois,17,181,168.0
Vermilion County,Illinois,17,183,11075.0
Wabash County,Illinois,17,185,98.0
Warren County,Illinois,17,187,485.0
Washington County,Illinois,17,189,75.0
Wayne County,Illinois,17,191,99.0
White County,Illinois,17,193,61.0
Whiteside County,Illinois,17,195,980.0
Will County,Illinois,17,197,77198.0
Williamson County,Illinois,17,199,2778.0
Winnebago County,Illinois,17,201,36256.0
Woodford County,Illinois,17,203,244.0
Adams County,Indiana,18,001,328.0
Allen County,Indiana,18,003,42092.0
Bartholomew County,Indiana,18,005,1558.0
Benton County,Indiana,18,007,76.0
Blackford County,Indiana,18,009,29.0
Boone County,Indiana,18,011,1014.0
Brown County,Indiana,18,013,80.0
Carroll County,Indiana,18,015,108.0
Cass County,Indiana,18,017,526.0
Clark County,Indiana,18,019,7681.0
Clay County,Indiana,18,021,106.0
Clinton County,Indiana,18,023,296.0
Crawford County,Indiana,18,025,21.0
Daviess County,Indiana,18,027,603.0
Dearborn County,Indiana,18,029,403.0
Decatur County,Indiana,18,031,177.0
