County,State,State_FIPS,County_FIPS,native_american_population
Madison County,Arkansas,05,087,213.0
Marion County,Arkansas,05,089,152.0
Miller County,Arkansas,05,091,505.0
Mississippi County,Arkansas,05,093,31.0
Monroe County,Arkansas,05,095,21.0
Montgomery County,Arkansas,05,097,132.0
Nevada County,Arkansas,05,099,13.0
Newton County,Arkansas,05,101,196.0
Ouachita County,Arkansas,05,103,19.0
Perry County,Arkansas,05,105,11.0
Phillips County,Arkansas,05,107,7.0
Pike County,Arkansas,05,109,56.0
Poinsett County,Arkansas,05,111,38.0
Polk County,Arkansas,05,113,297.0
Pope County,Arkansas,05,115,410.0
Prairie County,Arkansas,05,117,36.0
Pulaski County,Arkansas,05,119,1171.0
Randolph County,Arkansas,05,121,127.0
Saint Francis County,Arkansas,05,123,97.0
Saline County,Arkansas,05,125,466.0
Scott County,Arkansas,05,127,197.0
Searcy County,Arkansas,05,129,220.0
Sebastian County,Arkansas,05,131,1453.0
Sevier County,Arkansas,05,133,394.0
Sharp County,Arkansas,05,135,58.0
Stone County,Arkansas,05,137,64.0
Union County,Arkansas,05,139,347.0
Van Buren County,Arkansas,05,141,103.0
Washington County,Arkansas,05,143,2052.0
White County,Arkansas,05,145,475.0
Woodruff County,Arkansas,05,147,0.0
Yell County,Arkansas,05,149,101.0
Alameda County,California,06,001,11120.0
Alpine County,California,06,003,353.0
Amador County,California,06,005,303.0
Butte County,California,06,007,2616.0
Calaveras County,California,06,009,353.0
Colusa County,California,06,011,225.0
Contra Costa County,California,06,013,5506.0
Del Norte County,California,06,015,1986.0
El Dorado County,California,06,017,1532.0
Fresno County,California,06,019,11656.0
Glenn County,California,06,021,682.0
Humboldt County,California,06,023,6846.0
Imperial County,California,06,025,1912.0
Inyo County,California,06,027,2028.0
Kern County,California,06,029,8969.0
Kings County,California,06,031,2431.0
Lake County,California,06,033,2310.0
Lassen County,California,06,035,864.0
Los Angeles County,California,06,037,73393.0
Madera County,California,06,039,2489.0
Marin County,California,06,041,911.0
Mariposa County,California,06,043,332.0
Mendocino County,California,06,045,3818.0
Merced County,California,06,047,2501.0
Modoc County,California,06,049,372.0
Mono County,California,06,051,497.0
Monterey County,California,06,053,2993.0
Napa County,California,06,055,1196.0
Nevada County,California,06,057,723.0
Orange County,California,06,059,14424.0
Placer County,California,06,061,2052.0
Plumas County,California,06,063,282.0
Riverside County,California,06,065,19765.0
Sacramento County,California,06,067,10111.0
San Benito County,California,06,069,443.0
San Bernardino County,California,06,071,17782.0
San Diego County,California,06,073,22524.0
San Francisco County,California,06,075,3223.0
San Joaquin County,California,06,077,4706.0
San Luis Obispo County,California,06,079,2458.0
San Mateo County,California,06,081,3002.0
Santa Barbara County,California,06,083,4644.0
Santa Clara County,California,06,085,9697.0
Santa Cruz County,California,06,087,1505.0
Shasta County,California,06,089,4832.0
Sierra County,California,06,091,51.0
Siskiyou County,California,06,093,1618.0
Solano County,California,06,095,2215.0
Sonoma County,California,06,097,4395.0
Stanislaus County,California,06,099,4418.0
Sutter County,California,06,101,878.0
Tehama County,California,06,103,1255.0
Trinity County,California,06,105,716.0
Tulare County,California,06,107,6118.0
Tuolumne County,California,06,109,965.0
Ventura County,California,06,111,6760.0
Yolo County,California,06,113,1306.0
Yuba County,California,06,115,936.0
Alamosa County,Colorado,08,003,534.0
Archuleta County,Colorado,08,007,184.0
Baca County,Colorado,08,009,57.0
Bent County,Colorado,08,011,60.0
Chaffee County,Colorado,08,015,97.0
Cheyenne County,Colorado,08,017,2.0
Clear Creek County,Colorado,08,019,28.0
Conejos County,Colorado,08,021,207.0
Costilla County,Colorado,08,023,79.0
Crowley County,Colorado,08,025,80.0
Custer County,Colorado,08,027,44.0
Delta County,Colorado,08,029,269.0
Dolores County,Colorado,08,033,31.0
Douglas County,Colorado,08,035,1270.0
Eagle County,Colorado,08,037,135.0
Elbert County,Colorado,08,039,251.0
El Paso County,Colorado,08,041,5377.0
Fremont County,Colorado,08,043,649.0
Garfield County,Colorado,08,045,400.0
Gilpin County,Colorado,08,047,163.0
Grand County,Colorado,08,049,3.0
Gunnison County,Colorado,08,051,172.0
Huerfano County,Colorado,08,055,120.0
Jackson County,Colorado,08,057,0.0
Kiowa County,Colorado,08,061,0.0
Kit Carson County,Colorado,08,063,31.0
Lake County,Colorado,08,065,118.0
La Plata County,Colorado,08,067,3663.0
Larimer County,Colorado,08,069,2661.0
Las Animas County,Colorado,08,071,544.0
Lincoln County,Colorado,08,073,46.0
Logan County,Colorado,08,075,176.0
Mesa County,Colorado,08,077,1315.0
Moffat County,Colorado,08,081,71.0
Montezuma County,Colorado,08,083,3193.0
Montrose County,Colorado,08,085,390.0
Morgan County,Colorado,08,087,114.0
Otero County,Colorado,08,089,218.0
Ouray County,Colorado,08,091,16.0
Park County,Colorado,08,093,75.0
Phillips County,Colorado,08,095,0.0
Pitkin County,Colorado,08,097,18.0
Prowers County,Colorado,08,099,181.0
Pueblo County,Colorado,08,101,6688.0
Rio Blanco County,Colorado,08,103,73.0
Rio Grande County,Colorado,08,105,266.0
Routt County,Colorado,08,107,99.0
Saguache County,Colorado,08,109,130.0
San Miguel County,Colorado,08,113,50.0
Sedgwick County,Colorado,08,115,15.0
Summit County,Colorado,08,117,111.0
Teller County,Colorado,08,119,95.0
Washington County,Colorado,08,121,6.0
Yuma County,Colorado,08,125,63.0
Adams County,Colorado,08,001,5526.0
Arapahoe County,Colorado,08,005,4482.0
Boulder County,Colorado,08,013,1416.0
Broomfield County,Colorado,08,014,298.0
Denver County,Colorado,08,031,6144.0
Jefferson County,Colorado,08,059,3974.0
Weld County,Colorado,08,123,2331.0
Fairfield County,Connecticut,09,001,2074.0
Hartford County,Connecticut,09,003,2963.0
Litchfield County,Connecticut,09,005,498.0
Middlesex County,Connecticut,09,007,312.0
New Haven County,Connecticut,09,009,1670.0
New London County,Connecticut,09,011,1650.0
Tolland County,Connecticut,09,013,88.0
Windham County,Connecticut,09,015,700.0
Kent County,Delaware,10,001,1289.0
New Castle County,Delaware,10,003,1663.0
Sussex County,Delaware,10,005,777.0
Alachua County,Florida,12,001,1033.0
Baker County,Florida,12,003,144.0
Bay County,Florida,12,005,636.0
Bradford County,Florida,12,007,102.0
Brevard County,Florida,12,009,1961.0
Broward County,Florida,12,011,5104.0
Calhoun County,Florida,12,013,153.0
Charlotte County,Florida,12,015,581.0
Citrus County,Florida,12,017,382.0
Clay County,Florida,12,019,240.0
Collier County,Florida,12,021,674.0
Columbia County,Florida,12,023,196.0
Miami-Dade County,Florida,12,086,5101.0
DeSoto County,Florida,12,027,31.0
Dixie County,Florida,12,029,2.0
Duval County,Florida,12,031,2328.0
Escambia County,Florida,12,033,1301.0
Flagler County,Florida,12,035,326.0
Franklin County,Florida,12,037,11.0
Gadsden County,Florida,12,039,83.0
Gilchrist County,Florida,12,041,22.0
Glades County,Florida,12,043,540.0
Gulf County,Florida,12,045,61.0
Hamilton County,Florida,12,047,166.0
Hardee County,Florida,12,049,23.0
Hendry County,Florida,12,051,734.0
Hernando County,Florida,12,053,608.0
Highlands County,Florida,12,055,197.0
Hillsborough County,Florida,12,057,4057.0
Holmes County,Florida,12,059,266.0
Indian River County,Florida,12,061,385.0
Jackson County,Florida,12,063,320.0
Jefferson County,Florida,12,065,71.0
Lafayette County,Florida,12,067,13.0
Lake County,Florida,12,069,1440.0
Lee County,Florida,12,071,1395.0
Leon County,Florida,12,073,570.0
Levy County,Florida,12,075,67.0
Liberty County,Florida,12,077,103.0
Madison County,Florida,12,079,63.0
Manatee County,Florida,12,081,813.0
Marion County,Florida,12,083,1008.0
Martin County,Florida,12,085,966.0
Monroe County,Florida,12,087,81.0
Nassau County,Florida,12,089,398.0
Okaloosa County,Florida,12,091,806.0
Okeechobee County,Florida,12,093,188.0
Orange County,Florida,12,095,3119.0
Osceola County,Florida,12,097,1529.0
Palm Beach County,Florida,12,099,3056.0
Pasco County,Florida,12,101,1954.0
Pinellas County,Florida,12,103,2812.0
Polk County,Florida,12,105,2358.0
Putnam County,Florida,12,107,309.0
Saint Johns County,Florida,12,109,943.0
Saint Lucie County,Florida,12,111,1284.0
Santa Rosa County,Florida,12,113,936.0
Sarasota County,Florida,12,115,667.0
Seminole County,Florida,12,117,1317.0
Sumter County,Florida,12,119,416.0
Suwannee County,Florida,12,121,58.0
Taylor County,Florida,12,123,69.0
Union County,Florida,12,125,116.0
Volusia County,Florida,12,127,1830.0
Wakulla County,Florida,12,129,66.0
Walton County,Florida,12,131,383.0
Washington County,Florida,12,133,348.0
Appling County,Georgia,13,001,97.0
Atkinson County,Georgia,13,003,81.0
Bacon County,Georgia,13,005,0.0
Baker County,Georgia,13,007,1.0
Baldwin County,Georgia,13,009,106.0
Banks County,Georgia,13,011,100.0
Barrow County,Georgia,13,013,156.0
Bartow County,Georgia,13,015,319.0
Ben Hill County,Georgia,13,017,0.0
Berrien County,Georgia,13,019,103.0
Bibb County,Georgia,13,021,291.0
Bleckley County,Georgia,13,023,12.0
Brantley County,Georgia,13,025,54.0
Brooks County,Georgia,13,027,0.0
Bryan County,Georgia,13,029,161.0
Bulloch County,Georgia,13,031,301.0
Burke County,Georgia,13,033,0.0
Butts County,Georgia,13,035,1.0
Calhoun County,Georgia,13,037,0.0
Camden County,Georgia,13,039,374.0
Candler County,Georgia,13,043,0.0
Carroll County,Georgia,13,045,1145.0
Catoosa County,Georgia,13,047,240.0
Charlton County,Georgia,13,049,257.0
Chatham County,Georgia,13,051,929.0
Chattahoochee County,Georgia,13,053,35.0
Chattooga County,Georgia,13,055,35.0
Cherokee County,Georgia,13,057,1055.0
Clarke County,Georgia,13,059,141.0
Clay County,Georgia,13,061,0.0
Clayton County,Georgia,13,063,464.0
Clinch County,Georgia,13,065,2.0
Cobb County,Georgia,13,067,1941.0
Coffee County,Georgia,13,069,16.0
Colquitt County,Georgia,13,071,491.0
Columbia County,Georgia,13,073,421.0
Cook County,Georgia,13,075,50.0
Coweta County,Georgia,13,077,361.0
Crawford County,Georgia,13,079,12.0
Crisp County,Georgia,13,081,0.0
Dade County,Georgia,13,083,0.0
Dawson County,Georgia,13,085,23.0
Decatur County,Georgia,13,087,30.0
DeKalb County,Georgia,13,089,7305.0
Dodge County,Georgia,13,091,2.0
Dooly County,Georgia,13,093,6.0
Dougherty County,Georgia,13,095,205.0
Douglas County,Georgia,13,097,105.0
Early County,Georgia,13,099,30.0
Echols County,Georgia,13,101,87.0
Effingham County,Georgia,13,103,106.0
Elbert County,Georgia,13,105,0.0
Emanuel County,Georgia,13,107,57.0
Evans County,Georgia,13,109,15.0
Fannin County,Georgia,13,111,34.0
Fayette County,Georgia,13,113,200.0
Floyd County,Georgia,13,115,167.0
Forsyth County,Georgia,13,117,687.0
Franklin County,Georgia,13,119,19.0
Fulton County,Georgia,13,121,4213.0
Gilmer County,Georgia,13,123,523.0
Glascock County,Georgia,13,125,9.0
Glynn County,Georgia,13,127,303.0
Gordon County,Georgia,13,129,725.0
Grady County,Georgia,13,131,134.0
Greene County,Georgia,13,133,0.0
Gwinnett County,Georgia,13,135,3718.0
Habersham County,Georgia,13,137,46.0
Hall County,Georgia,13,139,458.0
Hancock County,Georgia,13,141,0.0
Haralson County,Georgia,13,143,20.0
Harris County,Georgia,13,145,26.0
Hart County,Georgia,13,147,6.0
Heard County,Georgia,13,149,3.0
Henry County,Georgia,13,151,155.0
Houston County,Georgia,13,153,785.0
Irwin County,Georgia,13,155,11.0
Jackson County,Georgia,13,157,34.0
Jasper County,Georgia,13,159,8.0
Jeff Davis County,Georgia,13,161,0.0
Jefferson County,Georgia,13,163,23.0
Jenkins County,Georgia,13,165,126.0
Johnson County,Georgia,13,167,0.0
Jones County,Georgia,13,169,50.0
Lamar County,Georgia,13,171,26.0
Lanier County,Georgia,13,173,17.0
Laurens County,Georgia,13,175,37.0
Lee County,Georgia,13,177,30.0
Liberty County,Georgia,13,179,321.0
Lincoln County,Georgia,13,181,4.0
Long County,Georgia,13,183,31.0
Lowndes County,Georgia,13,185,441.0
Lumpkin County,Georgia,13,187,91.0
McDuffie County,Georgia,13,189,0.0
McIntosh County,Georgia,13,191,14.0
Macon County,Georgia,13,193,0.0
Madison County,Georgia,13,195,110.0
Marion County,Georgia,13,197,14.0
Meriwether County,Georgia,13,199,20.0
Miller County,Georgia,13,201,33.0
Mitchell County,Georgia,13,205,76.0
Monroe County,Georgia,13,207,41.0
Montgomery County,Georgia,13,209,0.0
Morgan County,Georgia,13,211,24.0
Murray County,Georgia,13,213,53.0
Muscogee County,Georgia,13,215,824.0
Newton County,Georgia,13,217,344.0
Oconee County,Georgia,13,219,52.0
Oglethorpe County,Georgia,13,221,6.0
Paulding County,Georgia,13,223,404.0
Peach County,Georgia,13,225,154.0
Pickens County,Georgia,13,227,297.0
Pierce County,Georgia,13,229,79.0
Pike County,Georgia,13,231,0.0
Polk County,Georgia,13,233,190.0
Pulaski County,Georgia,13,235,14.0
Putnam County,Georgia,13,237,7.0
Quitman County,Georgia,13,239,0.0
Rabun County,Georgia,13,241,55.0
Randolph County,Georgia,13,243,0.0
Richmond County,Georgia,13,245,538.0
Rockdale County,Georgia,13,247,88.0
Schley County,Georgia,13,249,0.0
Screven County,Georgia,13,251,24.0
Seminole County,Georgia,13,253,0.0
Spalding County,Georgia,13,255,260.0
Stephens County,Georgia,13,257,45.0
Stewart County,Georgia,13,259,9.0
Sumter County,Georgia,13,261,6.0
Talbot County,Georgia,13,263,2.0
Taliaferro County,Georgia,13,265,0.0
Tattnall County,Georgia,13,267,84.0
Taylor County,Georgia,13,269,0.0
Telfair County,Georgia,13,271,13.0
Terrell County,Georgia,13,273,7.0
Thomas County,Georgia,13,275,60.0
Tift County,Georgia,13,277,105.0
Toombs County,Georgia,13,279,3.0
Towns County,Georgia,13,281,41.0
Treutlen County,Georgia,13,283,0.0
Troup County,Georgia,13,285,209.0
Turner County,Georgia,13,287,0.0
Twiggs County,Georgia,13,289,0.0
Union County,Georgia,13,291,128.0
Upson County,Georgia,13,293,167.0
Walker County,Georgia,13,295,118.0
Walton County,Georgia,13,297,121.0
Ware County,Georgia,13,299,200.0
Warren County,Georgia,13,301,0.0
Washington County,Georgia,13,303,48.0
Wayne County,Georgia,13,305,31.0
Webster County,Georgia,13,307,9.0
Wheeler County,Georgia,13,309,0.0
White County,Georgia,13,311,172.0
Whitfield County,Georgia,13,313,815.0
Wilcox County,Georgia,13,315,34.0
Wilkes County,Georgia,13,317,0.0
Wilkinson County,Georgia,13,319,11.0
Worth County,Georgia,13,321,77.0
Hawaii County,Hawaii,15,001,977.0
Honolulu County,Hawaii,15,003,1900.0
Kauai County,Hawaii,15,007,408.0
Kalawao County,Hawaii,15,005,1.0
Maui County,Hawaii,15,009,424.0
Ada County,Idaho,16,001,2407.0
Adams County,Idaho,16,003,72.0
Bannock County,Idaho,16,005,2536.0
Bear Lake County,Idaho,16,007,68.0
Benewah County,Idaho,16,009,853.0
Bingham County,Idaho,16,011,2936.0
Blaine County,Idaho,16,013,159.0
Boise County,Idaho,16,015,32.0
Bonner County,Idaho,16,017,378.0
Bonneville County,Idaho,16,019,512.0
Boundary County,Idaho,16,021,161.0
Butte County,Idaho,16,023,0.0
Camas County,Idaho,16,025,0.0
Canyon County,Idaho,16,027,2257.0
Caribou County,Idaho,16,029,11.0
Cassia County,Idaho,16,031,277.0
Clearwater County,Idaho,16,035,191.0
Custer County,Idaho,16,037,46.0
Elmore County,Idaho,16,039,555.0
Franklin County,Idaho,16,041,115.0
Fremont County,Idaho,16,043,18.0
Gem County,Idaho,16,045,240.0
Gooding County,Idaho,16,047,69.0
Idaho County,Idaho,16,049,649.0
Jefferson County,Idaho,16,051,350.0
Jerome County,Idaho,16,053,174.0
Kootenai County,Idaho,16,055,2138.0
Latah County,Idaho,16,057,531.0
Lemhi County,Idaho,16,059,40.0
Lewis County,Idaho,16,061,321.0
Lincoln County,Idaho,16,063,32.0
Madison County,Idaho,16,065,57.0
Minidoka County,Idaho,16,067,267.0
Nez Perce County,Idaho,16,069,2473.0
Oneida County,Idaho,16,071,7.0
Owyhee County,Idaho,16,073,372.0
Payette County,Idaho,16,075,138.0
Power County,Idaho,16,077,449.0
Shoshone County,Idaho,16,079,393.0
Teton County,Idaho,16,081,83.0
Twin Falls County,Idaho,16,083,605.0
Valley County,Idaho,16,085,22.0
Washington County,Idaho,16,087,100.0
Adams County,Illinois,17,001,297.0
Alexander County,Illinois,17,003,37.0
Bond County,Illinois,17,005,84.0
Boone County,Illinois,17,007,183.0
Brown County,Illinois,17,009,24.0
Bureau County,Illinois,17,011,65.0
Calhoun County,Illinois,17,013,25.0
Carroll County,Illinois,17,015,11.0
Cass County,Illinois,17,017,22.0
Champaign County,Illinois,17,019,348.0
Christian County,Illinois,17,021,100.0
Clark County,Illinois,17,023,10.0
Clay County,Illinois,17,025,32.0
Clinton County,Illinois,17,027,96.0
Coles County,Illinois,17,029,111.0
Cook County,Illinois,17,031,14911.0
Crawford County,Illinois,17,033,15.0
Cumberland County,Illinois,17,035,4.0
DeKalb County,Illinois,17,037,102.0
De Witt County,Illinois,17,039,7.0
Douglas County,Illinois,17,041,130.0
DuPage County,Illinois,17,043,2016.0
Edgar County,Illinois,17,045,12.0
Edwards County,Illinois,17,047,39.0
Effingham County,Illinois,17,049,30.0
Fayette County,Illinois,17,051,68.0
Ford County,Illinois,17,053,69.0
Franklin County,Illinois,17,055,93.0
Fulton County,Illinois,17,057,165.0
Gallatin County,Illinois,17,059,26.0
Greene County,Illinois,17,061,0.0
Grundy County,Illinois,17,063,35.0
Hamilton County,Illinois,17,065,0.0
Hancock County,Illinois,17,067,4.0
Hardin County,Illinois,17,069,7.0
Henderson County,Illinois,17,071,0.0
Henry County,Illinois,17,073,52.0
Iroquois County,Illinois,17,075,20.0
Jackson County,Illinois,17,077,167.0
Jasper County,Illinois,17,079,3.0
Jefferson County,Illinois,17,081,73.0
Jersey County,Illinois,17,083,23.0
Jo Daviess County,Illinois,17,085,74.0
Johnson County,Illinois,17,087,10.0
Kane County,Illinois,17,089,2590.0
Kankakee County,Illinois,17,091,255.0
Kendall County,Illinois,17,093,145.0
Knox County,Illinois,17,095,254.0
Lake County,Illinois,17,097,2162.0
LaSalle County,Illinois,17,099,87.0
Lawrence County,Illinois,17,101,163.0
Lee County,Illinois,17,103,92.0
Livingston County,Illinois,17,105,2.0
Logan County,Illinois,17,107,73.0
McDonough County,Illinois,17,109,33.0
McHenry County,Illinois,17,111,295.0
McLean County,Illinois,17,113,355.0
Macon County,Illinois,17,115,249.0
Macoupin County,Illinois,17,117,95.0
Madison County,Illinois,17,119,494.0
Marion County,Illinois,17,121,81.0
Marshall County,Illinois,17,123,6.0
Mason County,Illinois,17,125,22.0
Massac County,Illinois,17,127,6.0
Menard County,Illinois,17,129,33.0
Mercer County,Illinois,17,131,15.0
Monroe County,Illinois,17,133,0.0
Montgomery County,Illinois,17,135,50.0
Morgan County,Illinois,17,137,88.0
Moultrie County,Illinois,17,139,58.0
Ogle County,Illinois,17,141,163.0
Peoria County,Illinois,17,143,499.0
Perry County,Illinois,17,145,27.0
Piatt County,Illinois,17,147,9.0
Pike County,Illinois,17,149,29.0
Pope County,Illinois,17,151,0.0
Pulaski County,Illinois,17,153,6.0
Putnam County,Illinois,17,155,0.0
Randolph County,Illinois,17,157,57.0
Richland County,Illinois,17,159,71.0
Rock Island County,Illinois,17,161,582.0
Saint Clair County,Illinois,17,163,590.0
Saline County,Illinois,17,165,53.0
Sangamon County,Illinois,17,167,205.0
Schuyler County,Illinois,17,169,9.0
Scott County,Illinois,17,171,32.0
Shelby County,Illinois,17,173,17.0
Stark County,Illinois,17,175,0.0
Stephenson County,Illinois,17,177,83.0
Tazewell County,Illinois,17,179,193.0
Union County,Illinois,17,181,25.0
Vermilion County,Illinois,17,183,202.0
Wabash County,Illinois,17,185,2.0
Warren County,Illinois,17,187,38.0
Washington County,Illinois,17,189,18.0
Wayne County,Illinois,17,191,30.0
White County,Illinois,17,193,28.0
Whiteside County,Illinois,17,195,112.0
Will County,Illinois,17,197,2071.0
Williamson County,Illinois,17,199,154.0
Winnebago County,Illinois,17,201,831.0
Woodford County,Illinois,17,203,21.0
Adams County,Indiana,18,001,26.0
Allen County,Indiana,18,003,711.0
Bartholomew County,Indiana,18,005,179.0
Benton County,Indiana,18,007,7.0
Blackford County,Indiana,18,009,37.0
Boone County,Indiana,18,011,140.0
Brown County,Indiana,18,013,0.0
Carroll County,Indiana,18,015,27.0
Cass County,Indiana,18,017,187.0
Clark County,Indiana,18,019,215.0
Clay County,Indiana,18,021,4.0
Clinton County,Indiana,18,023,58.0
Crawford County,Indiana,18,025,37.0
Daviess County,Indiana,18,027,13.0
Dearborn County,Indiana,18,029,50.0
Decatur County,Indiana,18,031,138.0
DeKalb County,Indiana,18,033,20.0
Delaware County,Indiana,18,035,117.0
Dubois County,Indiana,18,037,117.0
Elkhart County,Indiana,18,039,479.0
Fayette County,Indiana,18,041,57.0
Floyd County,Indiana,18,043,313.0
Fountain County,Indiana,18,045,28.0
Franklin County,Indiana,18,047,6.0
Fulton County,Indiana,18,049,63.0
Gibson County,Indiana,18,051,16.0
Grant County,Indiana,18,053,124.0
Greene County,Indiana,18,055,13.0
Hamilton County,Indiana,18,057,619.0
Hancock County,Indiana,18,059,9.0
Harrison County,Indiana,18,061,53.0
Hendricks County,Indiana,18,063,293.0
Henry County,Indiana,18,065,126.0
