County,State,mean_life_expectancy,State_FIPS,County_FIPS,age_15_to_44_percentage
Autauga County,Alabama,76.5932651350438,01,001,39.3
Baldwin County,Alabama,78.2935223384932,01,003,34.5
Barbour County,Alabama,74.8145320945807,01,005,38.2
Bibb County,Alabama,73.9200538034534,01,007,39.3
Blount County,Alabama,75.0291855488467,01,009,36.3
Bullock County,Alabama,73.9493288862537,01,011,39.7
Butler County,Alabama,74.1389189035864,01,013,36.5
Calhoun County,Alabama,73.5629066906819,01,015,38.4
Chambers County,Alabama,74.7026464205289,01,017,35.6
Cherokee County,Alabama,74.6131502945787,01,019,31.9
Chilton County,Alabama,74.5859698133504,01,021,38.6
Choctaw County,Alabama,74.6284355949225,01,023,32.4
Clarke County,Alabama,75.0999434901388,01,025,35.4
Clay County,Alabama,74.701948975265,01,027,34.5
Cleburne County,Alabama,74.7558638422596,01,029,34.3
Coffee County,Alabama,76.3997264684506,01,031,37.8
Colbert County,Alabama,74.5331789579054,01,033,35.6
Conecuh County,Alabama,73.8841768203255,01,035,32.9
Coosa County,Alabama,75.7384814528474,01,037,31.7
Covington County,Alabama,74.2115895055701,01,039,33.8
Crenshaw County,Alabama,74.3548048141269,01,041,35.0
Cullman County,Alabama,74.5626540622359,01,043,36.4
Dale County,Alabama,75.5818368193645,01,045,39.1
Dallas County,Alabama,72.4762524056376,01,047,36.2
DeKalb County,Alabama,74.9432497939268,01,049,37.0
Elmore County,Alabama,76.2158567842262,01,051,40.0
Escambia County,Alabama,73.3131687800953,01,053,37.9
Etowah County,Alabama,73.3604926263926,01,055,36.5
Fayette County,Alabama,74.0421749009191,01,057,34.7
Franklin County,Alabama,74.0661703364282,01,059,37.7
Geneva County,Alabama,74.3981355513722,01,061,33.8
Greene County,Alabama,74.0544180583619,01,063,33.4
Hale County,Alabama,74.195380885004,01,065,35.4
Henry County,Alabama,75.6447400375483,01,067,33.8
Houston County,Alabama,76.2430325268057,01,069,37.3
Jackson County,Alabama,73.6828553298684,01,071,34.9
Jefferson County,Alabama,74.8621541773249,01,073,39.8
Lamar County,Alabama,74.8683149184064,01,075,32.4
Lauderdale County,Alabama,76.2969405417653,01,077,38.0
Lawrence County,Alabama,74.0450227399105,01,079,34.9
Lee County,Alabama,77.9139576690325,01,081,48.3
Limestone County,Alabama,77.6675828538061,01,083,38.8
Lowndes County,Alabama,72.074118169288,01,085,35.1
Macon County,Alabama,73.257603254685,01,087,41.3
Madison County,Alabama,77.7641916190152,01,089,39.5
Marengo County,Alabama,73.5254347483341,01,091,35.2
Marion County,Alabama,74.6258695781583,01,093,33.9
Marshall County,Alabama,74.5877863503167,01,095,36.6
Mobile County,Alabama,75.3368060857871,01,097,38.9
Monroe County,Alabama,75.1270770002995,01,099,34.7
Montgomery County,Alabama,76.4216275471708,01,101,40.9
Morgan County,Alabama,75.4863635328123,01,103,36.7
Perry County,Alabama,73.1742532055544,01,105,43.1
Pickens County,Alabama,74.8142448398232,01,107,37.3
Pike County,Alabama,75.2422168626359,01,109,47.4
Randolph County,Alabama,74.6401983680838,01,111,34.0
Russell County,Alabama,73.8179782797389,01,113,39.9
Saint Clair County,Alabama,75.2553895649825,01,115,37.3
Shelby County,Alabama,80.4641938071101,01,117,38.7
Sumter County,Alabama,74.9804619366111,01,119,41.7
Talladega County,Alabama,73.8695996345704,01,121,37.4
Tallapoosa County,Alabama,75.1740848507411,01,123,33.1
Tuscaloosa County,Alabama,76.6889893454644,01,125,46.8
Walker County,Alabama,70.6271114963763,01,127,35.3
Washington County,Alabama,74.8365149840162,01,129,34.7
Wilcox County,Alabama,71.8708091393013,01,131,36.7
Winston County,Alabama,74.940147608181,01,133,32.9
Anchorage Municipality,Alaska,79.3865194176634,02,020,44.5
