County,State,mean_life_expectancy,State_FIPS,County_FIPS,asian_population
Autauga County,Alabama,75.836928054027,01,001,42997
Baldwin County,Alabama,77.8587885068867,01,003,161737
Barbour County,Alabama,75.6039658679806,01,005,12960
Bibb County,Alabama,73.8813807110977,01,007,17461
Blount County,Alabama,75.6352536319274,01,009,54890
Bullock County,Alabama,74.4021306908516,01,011,3001
Butler County,Alabama,73.935514642706,01,013,11300
Calhoun County,Alabama,73.6916993651565,01,015,88358
Chambers County,Alabama,74.3709084353389,01,017,19881
Cherokee County,Alabama,74.7690226049665,01,019,24216
Chilton County,Alabama,74.2037941937705,01,021,37447
Choctaw County,Alabama,74.7667739361553,01,023,7621
Clarke County,Alabama,75.3078949980348,01,025,13798
Clay County,Alabama,74.5125281044463,01,027,11240
Cleburne County,Alabama,74.2119718397456,01,029,14143
Coffee County,Alabama,76.8029854382398,01,031,38896
Colbert County,Alabama,74.7012544694018,01,033,43672
Conecuh County,Alabama,73.8578396157111,01,035,6836
Coosa County,Alabama,75.0708584990442,01,037,7587
Covington County,Alabama,74.939706372746,01,039,31992
Crenshaw County,Alabama,74.4540874550923,01,041,10131
Cullman County,Alabama,74.9509513238576,01,043,77157
Dale County,Alabama,76.1296959155196,01,045,37616
Dallas County,Alabama,72.2967105227705,01,047,12600
DeKalb County,Alabama,74.7966732959206,01,049,64749
Elmore County,Alabama,75.8412881424909,01,051,60425
Escambia County,Alabama,73.8523605614612,01,053,23832
Etowah County,Alabama,73.3079475598584,01,055,85307
Fayette County,Alabama,74.057058159905,01,057,14813
Franklin County,Alabama,73.349841367943,01,059,27962
Geneva County,Alabama,75.2540134208833,01,061,23304
Greene County,Alabama,74.5251950347399,01,063,1583
Hale County,Alabama,74.2120689147012,01,065,6207
Henry County,Alabama,75.9013490151937,01,067,11992
Houston County,Alabama,76.6049969181304,01,069,71505
Jackson County,Alabama,73.6075996652594,01,071,48888
Jefferson County,Alabama,75.0012975222472,01,073,350375
Lamar County,Alabama,74.594659571128,01,075,12564
Lauderdale County,Alabama,76.2574810844103,01,077,80627
Lawrence County,Alabama,74.025639809588,01,079,26379
Lee County,Alabama,77.641756133286,01,081,102363
Limestone County,Alabama,77.4567118555822,01,083,69430
Lowndes County,Alabama,72.451572085185,01,085,2839
Macon County,Alabama,73.4913418644572,01,087,3407
Madison County,Alabama,77.772209501297,01,089,234776
Marengo County,Alabama,74.1333674215399,01,091,9629
Marion County,Alabama,74.2996624676483,01,093,28766
Marshall County,Alabama,74.2650814854454,01,095,87150
Mobile County,Alabama,75.0140519651065,01,097,250269
Monroe County,Alabama,74.9403376152072,01,099,12572
Montgomery County,Alabama,76.0742035748331,01,101,91811
Morgan County,Alabama,75.7687418754051,01,103,99090
Perry County,Alabama,72.4458737373582,01,105,3142
Pickens County,Alabama,74.3989386831643,01,107,11149
Pike County,Alabama,75.3843799599901,01,109,19429
Randolph County,Alabama,74.6272688359767,01,111,17527
Russell County,Alabama,74.4625975354371,01,113,29925
Saint Clair County,Alabama,75.1354509099959,01,115,74696
Shelby County,Alabama,79.7687496224489,01,117,163385
Sumter County,Alabama,74.3343686399483,01,119,3361
Talladega County,Alabama,73.6825216143372,01,121,53548
Tallapoosa County,Alabama,75.2077207940106,01,123,29333
Tuscaloosa County,Alabama,76.1412472106416,01,125,131877
Walker County,Alabama,70.8637922877104,01,127,60778
Washington County,Alabama,74.6734179457892,01,129,11333
Wilcox County,Alabama,72.2374261679305,01,131,3112
Winston County,Alabama,74.2153646411101,01,133,23442
Anchorage Municipality,Alaska,78.7538192744483,02,020,195521
Bethel Census Area,Alaska,72.9162299270473,02,050,2001
Bristol Bay Borough,Alaska,75.4655368308601,02,060,521
Fairbanks North Star Borough,Alaska,79.2875377464225,02,090,76665
Haines Borough,Alaska,80.3402659326086,02,100,2057
Juneau City and Borough,Alaska,79.7513085001443,02,110,22205
Kenai Peninsula Borough,Alaska,78.3295603866331,02,122,47497
Kodiak Island Borough,Alaska,79.2674018916655,02,150,7660
Matanuska-Susitna Borough,Alaska,78.1712241323719,02,170,77586
Nome Census Area,Alaska,71.0874958002656,02,180,1664
North Slope Borough,Alaska,75.2725719185953,02,185,3101
Sitka City and Borough,Alaska,79.5125431994159,02,220,5865
Southeast Fairbanks Census Area,Alaska,77.1481963302165,02,240,5678
Valdez-Cordova Census Area,Alaska,78.0507317723694,02,261,7079
Wade Hampton Census Area,Alaska,69.129042588567,02,270,276
Northwest Arctic Borough,Alaska,73.0243042513836,02,188,902
Aleutians East Borough,Alaska,83.5166512642875,02,013,720
Aleutians West Census Area,Alaska,83.5166512642875,02,016,1826
Dillingham Census Area,Alaska,73.7920691867546,02,070,896
Lake and Peninsula Borough,Alaska,73.7920691867546,02,164,340
Denali Borough,Alaska,73.5699219653651,02,068,1820
Yukon-Koyukuk Census Area,Alaska,73.5699219653651,02,290,1261
Hoonah-Angoon Census Area,Alaska,80.374241032238,02,105,1041
Skagway Municipality,Alaska,80.374241032238,02,230,844
Yakutat City and Borough,Alaska,80.374241032238,02,282,215
Ketchikan Gateway Borough,Alaska,78.2808420907731,02,130,9233
Petersburg Borough,Alaska,78.2808420907731,02,195,2733
Prince of Wales-Hyder Census Area,Alaska,78.2808420907731,02,198,2827
Wrangell City and Borough,Alaska,78.2808420907731,02,275,1604
Apache County,Arizona,73.5831561418625,04,001,17165
Cochise County,Arizona,78.5093583618516,04,003,104532
Coconino County,Arizona,79.1783967754568,04,005,83712
Gila County,Arizona,75.4683450305506,04,007,42459
Graham County,Arizona,77.4666536416568,04,009,28395
Greenlee County,Arizona,78.6626921330292,04,011,7589
Maricopa County,Arizona,80.2239065499369,04,013,3137012
Mohave County,Arizona,75.5732188036138,04,015,179492
Navajo County,Arizona,75.2513758313513,04,017,52711
Pima County,Arizona,79.2068381779827,04,019,782731
Pinal County,Arizona,80.9037956408188,04,021,298828
Santa Cruz County,Arizona,82.0079464280884,04,023,35147
Yavapai County,Arizona,78.6615151890778,04,025,194869
La Paz County,Arizona,81.3901815824637,04,012,14588
Yuma County,Arizona,81.3901815824637,04,027,152509
Arkansas County,Arkansas,73.8156973399201,05,001,13727
Ashley County,Arkansas,74.527033712992,05,003,15237
Baxter County,Arkansas,76.2122281368992,05,005,39951
Benton County,Arkansas,79.3617722496715,05,007,198416
Boone County,Arkansas,76.5714079641579,05,009,35856
Bradley County,Arkansas,73.9928167351683,05,011,6991
Calhoun County,Arkansas,75.0101834551434,05,013,3936
Carroll County,Arkansas,76.9212348790936,05,015,25397
Chicot County,Arkansas,73.4958825931558,05,017,4827
Clark County,Arkansas,75.4277256789478,05,019,16854
Clay County,Arkansas,73.4772580278363,05,021,15378
Cleburne County,Arkansas,76.4332102428103,05,023,25158
Cleveland County,Arkansas,75.3899386050606,05,025,7375
Columbia County,Arkansas,74.4778597853245,05,027,14740
Conway County,Arkansas,75.3211173537385,05,029,18177
Craighead County,Arkansas,76.1849034187585,05,031,81730
Crawford County,Arkansas,75.6323094688717,05,033,56307
