County,State,mean_life_expectancy,State_FIPS,County_FIPS,median_home_value
Autauga County,Alabama,76.0246312323304,01,001,143000.0
Baldwin County,Alabama,77.8952429034613,01,003,182000.0
Barbour County,Alabama,74.6572190352659,01,005,89300.0
Bibb County,Alabama,73.6342805287431,01,007,105500.0
Blount County,Alabama,74.8974607079908,01,009,122200.0
Bullock County,Alabama,73.7079253175275,01,011,66800.0
Butler County,Alabama,73.7151229204611,01,013,88800.0
Calhoun County,Alabama,73.3078477077272,01,015,110100.0
Chambers County,Alabama,74.2425871374709,01,017,86400.0
Cherokee County,Alabama,74.3480110237785,01,019,116300.0
Chilton County,Alabama,74.1052560370855,01,021,98600.0
Choctaw County,Alabama,74.2757388369681,01,023,69000.0
Clarke County,Alabama,74.6238045774491,01,025,93500.0
Clay County,Alabama,74.3591398533707,01,027,89300.0
Cleburne County,Alabama,74.0840978801744,01,029,111800.0
Coffee County,Alabama,76.2048720238035,01,031,147800.0
Colbert County,Alabama,74.2982544702841,01,033,108500.0
Conecuh County,Alabama,73.3561349626999,01,035,76100.0
Coosa County,Alabama,75.3441712856155,01,037,87300.0
Covington County,Alabama,74.078109873637,01,039,96200.0
Crenshaw County,Alabama,73.9820921275375,01,041,76800.0
Cullman County,Alabama,74.3545019878194,01,043,121900.0
Dale County,Alabama,75.4733509430588,01,045,108000.0
Dallas County,Alabama,72.03447738714,01,047,80800.0
DeKalb County,Alabama,74.524309920443,01,049,102900.0
Elmore County,Alabama,75.8544515314726,01,051,155300.0
Escambia County,Alabama,73.1026233420298,01,053,94500.0
Etowah County,Alabama,73.023382014908,01,055,105100.0
Fayette County,Alabama,73.6468181376117,01,057,83200.0
Franklin County,Alabama,73.4916922949218,01,059,87600.0
Geneva County,Alabama,74.2527953119664,01,061,87800.0
Greene County,Alabama,73.8570082667757,01,063,67700.0
Hale County,Alabama,73.6467181824322,01,065,88800.0
Henry County,Alabama,75.4887946207952,01,067,112600.0
Houston County,Alabama,76.032673861126,01,069,127100.0
Jackson County,Alabama,73.3946413725398,01,071,105000.0
Jefferson County,Alabama,74.5743774281111,01,073,149000.0
Lamar County,Alabama,74.3774503003945,01,075,71500.0
Lauderdale County,Alabama,76.0388971623086,01,077,126800.0
Lawrence County,Alabama,73.6788440834402,01,079,98700.0
Lee County,Alabama,77.5526205196881,01,081,157100.0
Limestone County,Alabama,77.3036396921757,01,083,146300.0
Lowndes County,Alabama,71.8712681595456,01,085,63000.0
Macon County,Alabama,72.9264822618015,01,087,77100.0
Madison County,Alabama,77.4457800370199,01,089,173400.0
Marengo County,Alabama,73.4699638933891,01,091,88100.0
Marion County,Alabama,74.0260626515723,01,093,87200.0
Marshall County,Alabama,74.044529414402,01,095,118500.0
Mobile County,Alabama,74.832531869489,01,097,124500.0
Monroe County,Alabama,74.6472436418514,01,099,88000.0
Montgomery County,Alabama,75.8639742828833,01,101,124100.0
Morgan County,Alabama,75.2271704532966,01,103,128200.0
Perry County,Alabama,72.388930405107,01,105,69100.0
Pickens County,Alabama,74.4608285703048,01,107,91800.0
Pike County,Alabama,74.9526888282757,01,109,109200.0
Randolph County,Alabama,74.2303989397729,01,111,85200.0
Russell County,Alabama,73.5167015561246,01,113,114700.0
Saint Clair County,Alabama,74.7414911385038,01,115,142800.0
Shelby County,Alabama,79.9439409572104,01,117,199500.0
Sumter County,Alabama,74.3379744715151,01,119,69500.0
Talladega County,Alabama,73.3972425657916,01,121,95200.0
Tallapoosa County,Alabama,74.8751981595403,01,123,107000.0
Tuscaloosa County,Alabama,76.2628239560412,01,125,161700.0
Walker County,Alabama,70.3120931463706,01,127,87300.0
Washington County,Alabama,74.379913964713,01,129,83900.0
Wilcox County,Alabama,71.4192185766012,01,131,81600.0
Winston County,Alabama,74.31731572053,01,133,82900.0
Anchorage Municipality,Alaska,78.8427395859197,02,020,304500.0
Bethel Census Area,Alaska,72.3773195918739,02,050,152600.0
Bristol Bay Borough,Alaska,75.8312576360195,02,060,186700.0
Fairbanks North Star Borough,Alaska,79.8531882449376,02,090,230600.0
Haines Borough,Alaska,81.6301311834033,02,100,243100.0
Juneau City and Borough,Alaska,80.4330971073059,02,110,343100.0
Kenai Peninsula Borough,Alaska,78.3677604150779,02,122,234600.0
Kodiak Island Borough,Alaska,79.8324510978969,02,150,267700.0
