County,State,mean_life_expectancy,State_FIPS,County_FIPS,high_school_only_percentage
Autauga County,Alabama,75.836928054027,01,001,32.4
Baldwin County,Alabama,77.8587885068867,01,003,30.2
Barbour County,Alabama,75.6039658679806,01,005,33.6
Bibb County,Alabama,73.8813807110977,01,007,40.1
Blount County,Alabama,75.6352536319274,01,009,35.3
Bullock County,Alabama,74.4021306908516,01,011,38.4
Butler County,Alabama,73.935514642706,01,013,37.8
Calhoun County,Alabama,73.6916993651565,01,015,32.9
Chambers County,Alabama,74.3709084353389,01,017,35.2
Cherokee County,Alabama,74.7690226049665,01,019,37.2
Chilton County,Alabama,74.2037941937705,01,021,38.6
Choctaw County,Alabama,74.7667739361553,01,023,41.6
Clarke County,Alabama,75.3078949980348,01,025,43.8
Clay County,Alabama,74.5125281044463,01,027,39.1
Cleburne County,Alabama,74.2119718397456,01,029,37.4
Coffee County,Alabama,76.8029854382398,01,031,27.3
Colbert County,Alabama,74.7012544694018,01,033,35.7
Conecuh County,Alabama,73.8578396157111,01,035,43.5
Coosa County,Alabama,75.0708584990442,01,037,42.9
Covington County,Alabama,74.939706372746,01,039,37.4
Crenshaw County,Alabama,74.4540874550923,01,041,41.8
Cullman County,Alabama,74.9509513238576,01,043,31.4
Dale County,Alabama,76.1296959155196,01,045,29.5
Dallas County,Alabama,72.2967105227705,01,047,36.9
DeKalb County,Alabama,74.7966732959206,01,049,35.3
Elmore County,Alabama,75.8412881424909,01,051,35.0
Escambia County,Alabama,73.8523605614612,01,053,37.4
Etowah County,Alabama,73.3079475598584,01,055,34.6
Fayette County,Alabama,74.057058159905,01,057,43.1
Franklin County,Alabama,73.349841367943,01,059,32.8
Geneva County,Alabama,75.2540134208833,01,061,40.4
Greene County,Alabama,74.5251950347399,01,063,39.0
Hale County,Alabama,74.2120689147012,01,065,43.3
Henry County,Alabama,75.9013490151937,01,067,38.8
Houston County,Alabama,76.6049969181304,01,069,34.7
Jackson County,Alabama,73.6075996652594,01,071,39.3
Jefferson County,Alabama,75.0012975222472,01,073,27.3
Lamar County,Alabama,74.594659571128,01,075,42.8
Lauderdale County,Alabama,76.2574810844103,01,077,35.4
Lawrence County,Alabama,74.025639809588,01,079,40.8
Lee County,Alabama,77.641756133286,01,081,26.6
Limestone County,Alabama,77.4567118555822,01,083,30.9
Lowndes County,Alabama,72.451572085185,01,085,39.5
Macon County,Alabama,73.4913418644572,01,087,34.7
Madison County,Alabama,77.772209501297,01,089,20.4
Marengo County,Alabama,74.1333674215399,01,091,39.7
Marion County,Alabama,74.2996624676483,01,093,39.5
Marshall County,Alabama,74.2650814854454,01,095,32.1
Mobile County,Alabama,75.0140519651065,01,097,35.0
Monroe County,Alabama,74.9403376152072,01,099,41.5
Montgomery County,Alabama,76.0742035748331,01,101,27.2
Morgan County,Alabama,75.7687418754051,01,103,32.2
Perry County,Alabama,72.4458737373582,01,105,41.2
Pickens County,Alabama,74.3989386831643,01,107,47.9
Pike County,Alabama,75.3843799599901,01,109,37.4
Randolph County,Alabama,74.6272688359767,01,111,34.7
Russell County,Alabama,74.4625975354371,01,113,32.3
Saint Clair County,Alabama,75.1354509099959,01,115,36.0
Shelby County,Alabama,79.7687496224489,01,117,20.4
Sumter County,Alabama,74.3343686399483,01,119,45.2
Talladega County,Alabama,73.6825216143372,01,121,38.7
Tallapoosa County,Alabama,75.2077207940106,01,123,34.5
Tuscaloosa County,Alabama,76.1412472106416,01,125,32.6
Walker County,Alabama,70.8637922877104,01,127,36.4
Washington County,Alabama,74.6734179457892,01,129,54.1
Wilcox County,Alabama,72.2374261679305,01,131,44.7
Winston County,Alabama,74.2153646411101,01,133,32.6
Anchorage Municipality,Alaska,78.7538192744483,02,020,25.4
Bethel Census Area,Alaska,72.9162299270473,02,050,44.4
Bristol Bay Borough,Alaska,75.4655368308601,02,060,26.2
Fairbanks North Star Borough,Alaska,79.2875377464225,02,090,28.1
Haines Borough,Alaska,80.3402659326086,02,100,35.0
Juneau City and Borough,Alaska,79.7513085001443,02,110,25.4
Kenai Peninsula Borough,Alaska,78.3295603866331,02,122,36.0
Kodiak Island Borough,Alaska,79.2674018916655,02,150,32.6
Matanuska-Susitna Borough,Alaska,78.1712241323719,02,170,34.1
Nome Census Area,Alaska,71.0874958002656,02,180,43.2
North Slope Borough,Alaska,75.2725719185953,02,185,36.3
Sitka City and Borough,Alaska,79.5125431994159,02,220,27.5
Southeast Fairbanks Census Area,Alaska,77.1481963302165,02,240,30.7
Valdez-Cordova Census Area,Alaska,78.0507317723694,02,261,26.1
Wade Hampton Census Area,Alaska,69.129042588567,02,270,52.7
Northwest Arctic Borough,Alaska,73.0243042513836,02,188,47.1
Aleutians East Borough,Alaska,83.5166512642875,02,013,41.2
Aleutians West Census Area,Alaska,83.5166512642875,02,016,38.7
Dillingham Census Area,Alaska,73.7920691867546,02,070,39.8
Lake and Peninsula Borough,Alaska,73.7920691867546,02,164,41.2
Denali Borough,Alaska,73.5699219653651,02,068,34.6
Yukon-Koyukuk Census Area,Alaska,73.5699219653651,02,290,43.1
Hoonah-Angoon Census Area,Alaska,80.374241032238,02,105,30.7
Skagway Municipality,Alaska,80.374241032238,02,230,36.2
Yakutat City and Borough,Alaska,80.374241032238,02,282,37.1
Ketchikan Gateway Borough,Alaska,78.2808420907731,02,130,39.1
Petersburg Borough,Alaska,78.2808420907731,02,195,35.1
Prince of Wales-Hyder Census Area,Alaska,78.2808420907731,02,198,49.0
Wrangell City and Borough,Alaska,78.2808420907731,02,275,44.4
Apache County,Arizona,73.5831561418625,04,001,35.8
Cochise County,Arizona,78.5093583618516,04,003,24.1
Coconino County,Arizona,79.1783967754568,04,005,25.2
Gila County,Arizona,75.4683450305506,04,007,29.6
Graham County,Arizona,77.4666536416568,04,009,36.5
Greenlee County,Arizona,78.6626921330292,04,011,41.5
Maricopa County,Arizona,80.2239065499369,04,013,22.6
Mohave County,Arizona,75.5732188036138,04,015,33.6
Navajo County,Arizona,75.2513758313513,04,017,31.5
Pima County,Arizona,79.2068381779827,04,019,22.5
Pinal County,Arizona,80.9037956408188,04,021,29.6
Santa Cruz County,Arizona,82.0079464280884,04,023,28.6
Yavapai County,Arizona,78.6615151890778,04,025,25.3
La Paz County,Arizona,81.3901815824637,04,012,32.6
Yuma County,Arizona,81.3901815824637,04,027,25.5
Arkansas County,Arkansas,73.8156973399201,05,001,50.7
Ashley County,Arkansas,74.527033712992,05,003,46.4
Baxter County,Arkansas,76.2122281368992,05,005,38.7
Benton County,Arkansas,79.3617722496715,05,007,29.7
Boone County,Arkansas,76.5714079641579,05,009,38.0
Bradley County,Arkansas,73.9928167351683,05,011,40.7
Calhoun County,Arkansas,75.0101834551434,05,013,57.6
Carroll County,Arkansas,76.9212348790936,05,015,38.3
Chicot County,Arkansas,73.4958825931558,05,017,41.8
Clark County,Arkansas,75.4277256789478,05,019,38.0
Clay County,Arkansas,73.4772580278363,05,021,45.2
Cleburne County,Arkansas,76.4332102428103,05,023,38.5
Cleveland County,Arkansas,75.3899386050606,05,025,47.5
Columbia County,Arkansas,74.4778597853245,05,027,40.7
Conway County,Arkansas,75.3211173537385,05,029,46.5
Craighead County,Arkansas,76.1849034187585,05,031,35.4
Crawford County,Arkansas,75.6323094688717,05,033,39.0
Crittenden County,Arkansas,73.0807663455022,05,035,37.5
Cross County,Arkansas,73.6102929568663,05,037,54.1
Dallas County,Arkansas,73.9447963982835,05,039,54.8
Desha County,Arkansas,73.1929803551693,05,041,42.4
Drew County,Arkansas,75.6142342376879,05,043,38.6
Faulkner County,Arkansas,76.874980748974,05,045,33.0
Franklin County,Arkansas,74.8461541973117,05,047,42.6
Fulton County,Arkansas,75.4429142733183,05,049,42.1
Garland County,Arkansas,75.0982760087787,05,051,33.0
Grant County,Arkansas,75.6273873667791,05,053,41.1
Greene County,Arkansas,74.4557946872778,05,055,44.6
Hempstead County,Arkansas,75.0798934829681,05,057,41.0
Hot Spring County,Arkansas,74.7699312058851,05,059,44.4
Howard County,Arkansas,74.3104978429413,05,061,40.8
Independence County,Arkansas,75.55292051348,05,063,43.5
Izard County,Arkansas,75.6857060417369,05,065,43.6
Jackson County,Arkansas,73.5645257013294,05,067,47.9
Jefferson County,Arkansas,73.8804417043154,05,069,41.3
Johnson County,Arkansas,76.0679421315981,05,071,45.5
Lafayette County,Arkansas,73.9732457610778,05,073,48.6
Lawrence County,Arkansas,74.1944235430574,05,075,45.3
Lee County,Arkansas,73.6656526371685,05,077,45.1
Lincoln County,Arkansas,75.6620100556507,05,079,47.9
Little River County,Arkansas,74.1904867610063,05,081,48.2
Logan County,Arkansas,74.7110052677721,05,083,41.1
Lonoke County,Arkansas,75.2681135595378,05,085,35.3
Madison County,Arkansas,75.5147457725886,05,087,43.1
Marion County,Arkansas,75.4990392659523,05,089,39.5
Miller County,Arkansas,74.9160232473299,05,091,44.1
Mississippi County,Arkansas,72.3314425790971,05,093,38.8
Monroe County,Arkansas,72.9273164936148,05,095,37.7
Montgomery County,Arkansas,76.1909321334472,05,097,35.0
Nevada County,Arkansas,74.3108502571174,05,099,45.0
Newton County,Arkansas,77.0546342078252,05,101,40.8
Ouachita County,Arkansas,73.4215539603755,05,103,41.6
Perry County,Arkansas,75.3566377146712,05,105,46.3
Phillips County,Arkansas,71.143137921812,05,107,33.7
Pike County,Arkansas,75.3219856286797,05,109,39.5
Poinsett County,Arkansas,71.7436296549771,05,111,41.7
Polk County,Arkansas,75.1706027573073,05,113,43.1
Pope County,Arkansas,76.5312262614872,05,115,33.7
Prairie County,Arkansas,75.5040076219309,05,117,47.0
Pulaski County,Arkansas,76.2155838234668,05,119,29.1
Randolph County,Arkansas,74.8295050145305,05,121,40.0
Saint Francis County,Arkansas,74.2143402022178,05,123,41.1
Saline County,Arkansas,77.2702721854195,05,125,37.2
Scott County,Arkansas,75.4264942209673,05,127,39.6
Searcy County,Arkansas,75.8170342561347,05,129,39.0
Sebastian County,Arkansas,75.9063008139938,05,131,30.3
Sevier County,Arkansas,74.8024916114451,05,133,31.7
Sharp County,Arkansas,74.4068059903225,05,135,47.4
Stone County,Arkansas,76.4746383103692,05,137,34.6
Union County,Arkansas,73.3950491276234,05,139,36.7
Van Buren County,Arkansas,76.3377657708152,05,141,38.0
Washington County,Arkansas,77.9667709462642,05,143,27.3
White County,Arkansas,75.4804389196206,05,145,40.7
Woodruff County,Arkansas,72.9704729972146,05,147,45.8
Yell County,Arkansas,74.6982071723465,05,149,42.7
Alameda County,California,81.7395666265102,06,001,19.6
Alpine County,California,78.7968439851636,06,003,34.2
Amador County,California,79.7223050305829,06,005,29.3
Butte County,California,78.0043483458703,06,007,23.3
Calaveras County,California,79.7276449490236,06,009,30.9
Colusa County,California,80.1885672391631,06,011,26.2
Contra Costa County,California,81.5819673902927,06,013,19.1
Del Norte County,California,75.9485446226768,06,015,34.6
El Dorado County,California,81.1333632533598,06,017,21.2
Fresno County,California,78.6280024400332,06,019,22.5
Glenn County,California,78.0902335149727,06,021,28.9
Humboldt County,California,77.0385176745656,06,023,26.7
Imperial County,California,81.0040782496188,06,025,24.2
Inyo County,California,79.2667613009441,06,027,33.4
Kern County,California,77.4190857391695,06,029,27.3
Kings County,California,79.4568073221703,06,031,26.0
Lake County,California,75.3296236176337,06,033,28.2
Lassen County,California,78.5887276747557,06,035,27.2
Los Angeles County,California,81.513727949983,06,037,20.8
Madera County,California,78.9675915817164,06,039,23.1
Marin County,California,84.1641989359273,06,041,13.5
Mariposa County,California,80.3362251688537,06,043,29.6
Mendocino County,California,78.6500830383081,06,045,28.4
Merced County,California,78.6838148179829,06,047,25.7
Modoc County,California,77.8998017368993,06,049,31.4
Mono County,California,85.128377239051,06,051,23.3
Monterey County,California,81.9185117287455,06,053,21.1
Napa County,California,81.0720024251202,06,055,20.5
Nevada County,California,81.2593934799348,06,057,21.7
Orange County,California,82.3839819579677,06,059,17.4
Placer County,California,81.4678387425728,06,061,19.2
Plumas County,California,78.5189520450344,06,063,25.1
Riverside County,California,80.4402769706343,06,065,25.2
Sacramento County,California,79.132092350364,06,067,22.8
San Benito County,California,81.8444776151262,06,069,24.6
San Bernardino County,California,78.6487652383866,06,071,26.8
San Diego County,California,81.4679164471467,06,073,19.3
San Francisco County,California,82.485751145669,06,075,13.4
San Joaquin County,California,78.2220036604945,06,077,26.4
San Luis Obispo County,California,81.2489637100771,06,079,21.1
San Mateo County,California,83.4967990283785,06,081,17.7
Santa Barbara County,California,81.7882481086712,06,083,17.5
Santa Clara County,California,83.500114935863,06,085,15.1
Santa Cruz County,California,81.5626211749038,06,087,16.7
Shasta County,California,76.0662043800792,06,089,27.7
Sierra County,California,79.0329351185959,06,091,36.1
Siskiyou County,California,76.7979664249462,06,093,26.4
Solano County,California,79.6800244647687,06,095,25.5
Sonoma County,California,81.1485223965982,06,097,21.1
Stanislaus County,California,77.9770812106916,06,099,28.7
Sutter County,California,78.7426896341866,06,101,24.9
Tehama County,California,77.9506792628036,06,103,31.0
Trinity County,California,76.9955672863657,06,105,26.2
Tulare County,California,78.2025078803788,06,107,25.2
Tuolumne County,California,79.044258406196,06,109,29.7
Ventura County,California,81.7761931721516,06,111,19.1
Yolo County,California,80.7386624179938,06,113,18.9
Yuba County,California,75.9458062203812,06,115,25.6
Alamosa County,Colorado,76.4616841387818,08,003,28.7
Archuleta County,Colorado,81.4870439008997,08,007,30.2
Baca County,Colorado,77.2704980116003,08,009,33.7
Bent County,Colorado,75.9350821641372,08,011,48.5
Chaffee County,Colorado,81.3491483892739,08,015,31.5
Cheyenne County,Colorado,79.6023492108261,08,017,30.6
Clear Creek County,Colorado,81.7821524704633,08,019,22.8
Conejos County,Colorado,77.0258356905695,08,021,35.2
Costilla County,Colorado,77.4765309356295,08,023,28.6
Crowley County,Colorado,77.8467351587918,08,025,36.8
Custer County,Colorado,81.3160951778407,08,027,27.4
Delta County,Colorado,78.5857114920751,08,029,37.3
Dolores County,Colorado,79.6818226875829,08,033,40.8
Douglas County,Colorado,83.398137452493,08,035,11.4
Eagle County,Colorado,87.8651173312628,08,037,20.9
Elbert County,Colorado,81.2848837662553,08,039,28.6
El Paso County,Colorado,79.5325202986677,08,041,20.7
Fremont County,Colorado,77.2534699163747,08,043,40.8
Garfield County,Colorado,80.6723210779454,08,045,27.4
Gilpin County,Colorado,80.5058523843539,08,047,24.9
Grand County,Colorado,83.3911146189488,08,049,30.8
Gunnison County,Colorado,82.5765389495522,08,051,14.9
Huerfano County,Colorado,76.886483043344,08,055,30.7
Jackson County,Colorado,79.8747254930755,08,057,37.2
Kiowa County,Colorado,77.8278281310628,08,061,33.5
Kit Carson County,Colorado,78.7539822578827,08,063,34.7
Lake County,Colorado,80.838132827301,08,065,26.5
La Plata County,Colorado,81.8467654951257,08,067,20.6
Larimer County,Colorado,81.5278668733351,08,069,18.9
Las Animas County,Colorado,76.7407696975048,08,071,35.2
Lincoln County,Colorado,79.4178092826071,08,073,44.8
Logan County,Colorado,79.0949385769402,08,075,40.5
Mesa County,Colorado,78.7674543057644,08,077,30.9
Moffat County,Colorado,78.3930826953069,08,081,37.2
Montezuma County,Colorado,77.5115724550133,08,083,32.8
Montrose County,Colorado,79.6067950700064,08,085,31.3
Morgan County,Colorado,78.3030515948637,08,087,32.7
Otero County,Colorado,75.7111807102341,08,089,33.8
Ouray County,Colorado,84.2222044140032,08,091,22.9
Park County,Colorado,82.4733990891643,08,093,25.6
Phillips County,Colorado,80.1194776987327,08,095,31.9
Pitkin County,Colorado,89.6648153256682,08,097,11.3
Prowers County,Colorado,76.8340804383445,08,099,25.2
Pueblo County,Colorado,77.094553026069,08,101,29.3
Rio Blanco County,Colorado,79.3559610492821,08,103,36.6
Rio Grande County,Colorado,77.1676477578974,08,105,32.5
Routt County,Colorado,83.0289544645963,08,107,20.4
Saguache County,Colorado,80.3484813709541,08,109,28.7
San Miguel County,Colorado,85.3741700410346,08,113,22.0
Sedgwick County,Colorado,78.1950772359603,08,115,35.1
Summit County,Colorado,89.9631891686862,08,117,20.3
Teller County,Colorado,80.4486314426082,08,119,26.2
Washington County,Colorado,79.9994991153517,08,121,41.0
Yuma County,Colorado,79.1559316064511,08,125,33.9
Adams County,Colorado,80.114402788454,08,001,30.2
Arapahoe County,Colorado,80.114402788454,08,005,20.5
Boulder County,Colorado,80.114402788454,08,013,12.0
Broomfield County,Colorado,80.114402788454,08,014,13.6
Denver County,Colorado,80.114402788454,08,031,19.0
Jefferson County,Colorado,80.114402788454,08,059,20.9
Weld County,Colorado,80.114402788454,08,123,27.6
Fairfield County,Connecticut,82.361563205464,09,001,22.5
Hartford County,Connecticut,80.45268370516,09,003,28.5
Litchfield County,Connecticut,80.6126221620776,09,005,31.6
Middlesex County,Connecticut,81.2500528358246,09,007,30.4
New Haven County,Connecticut,80.1729267704691,09,009,31.2
New London County,Connecticut,80.1491336655257,09,011,31.7
Tolland County,Connecticut,81.786493464423,09,013,28.7
Windham County,Connecticut,79.1337741835024,09,015,39.5
Kent County,Delaware,77.6499786880756,10,001,33.8
New Castle County,Delaware,78.7647932114062,10,003,29.7
Sussex County,Delaware,78.6763072946828,10,005,35.8
Alachua County,Florida,78.7919425921797,12,001,21.5
Baker County,Florida,75.5212181623326,12,003,51.7
Bay County,Florida,76.4660813157135,12,005,31.6
Bradford County,Florida,76.1902715953288,12,007,35.7
Brevard County,Florida,78.3330796870858,12,009,28.5
Broward County,Florida,80.5650531347463,12,011,27.6
Calhoun County,Florida,75.6943342878028,12,013,35.1
Charlotte County,Florida,80.4284537804809,12,015,32.2
Citrus County,Florida,76.4681482910462,12,017,36.6
Clay County,Florida,77.9259215123163,12,019,30.8
Collier County,Florida,84.3190295276291,12,021,25.3
Columbia County,Florida,75.5977790791096,12,023,38.0
Miami-Dade County,Florida,81.1234565201074,12,086,28.8
DeSoto County,Florida,79.7087112323078,12,027,38.1
Dixie County,Florida,75.2446510785173,12,029,35.7
Duval County,Florida,76.5390715004831,12,031,29.2
Escambia County,Florida,75.8996052771069,12,033,28.6
Flagler County,Florida,79.5278588605028,12,035,33.1
Franklin County,Florida,76.2687045965907,12,037,37.6
Gadsden County,Florida,75.7781182334425,12,039,37.8
Gilchrist County,Florida,76.9549182859829,12,041,35.3
Glades County,Florida,80.8626224515423,12,043,42.3
Gulf County,Florida,76.7041030080508,12,045,38.7
Hamilton County,Florida,76.2504227694229,12,047,43.1
Hardee County,Florida,79.0372669912688,12,049,34.3
Hendry County,Florida,77.9010640777765,12,051,33.0
Hernando County,Florida,77.3010243498065,12,053,37.5
Highlands County,Florida,79.3108383100278,12,055,35.6
Hillsborough County,Florida,78.7344657791495,12,057,28.0
Holmes County,Florida,74.3769076881332,12,059,36.4
Indian River County,Florida,80.5353504178124,12,061,28.0
Jackson County,Florida,75.6572242778723,12,063,36.4
Jefferson County,Florida,77.105237152819,12,065,36.3
Lafayette County,Florida,76.9386335655433,12,067,41.6
Lake County,Florida,79.4075989109908,12,069,32.8
Lee County,Florida,81.6434872180073,12,071,31.5
Leon County,Florida,79.5046507466643,12,073,19.8
Levy County,Florida,75.2648595949867,12,075,39.8
Liberty County,Florida,76.2864345782619,12,077,40.8
Madison County,Florida,75.3802096490306,12,079,39.2
Manatee County,Florida,80.6401375278797,12,081,29.4
Marion County,Florida,77.2193842479713,12,083,36.1
Martin County,Florida,81.6918626898687,12,085,25.0
Monroe County,Florida,79.6572423356517,12,087,31.7
Nassau County,Florida,77.6273796286286,12,089,36.0
Okaloosa County,Florida,78.0243619781617,12,091,25.3
Okeechobee County,Florida,76.6928309950686,12,093,32.7
Orange County,Florida,79.907746185422,12,095,26.9
Osceola County,Florida,79.4141527712853,12,097,37.2
Palm Beach County,Florida,81.9478048279696,12,099,24.7
Pasco County,Florida,77.8138523845587,12,101,34.2
Pinellas County,Florida,78.6699666288068,12,103,29.2
Polk County,Florida,78.3866007118166,12,105,35.5
Putnam County,Florida,74.824728147007,12,107,40.5
Saint Johns County,Florida,81.0314147503521,12,109,19.2
Saint Lucie County,Florida,79.7759103073056,12,111,33.1
Santa Rosa County,Florida,77.9439581693406,12,113,27.2
Sarasota County,Florida,81.4743257016792,12,115,28.5
Seminole County,Florida,80.4267833401531,12,117,23.7
Sumter County,Florida,81.3091282658141,12,119,28.9
Suwannee County,Florida,75.6351396305189,12,121,41.7
Taylor County,Florida,75.867327971606,12,123,38.7
Union County,Florida,69.0842926635716,12,125,36.6
Volusia County,Florida,77.4474098595231,12,127,32.8
Wakulla County,Florida,76.5579235348067,12,129,39.0
Walton County,Florida,77.7370870344531,12,131,30.6
Washington County,Florida,74.4336357205743,12,133,39.1
Appling County,Georgia,74.9345343621424,13,001,46.4
Atkinson County,Georgia,73.9687683772182,13,003,40.8
Bacon County,Georgia,73.5924839273872,13,005,44.0
Baker County,Georgia,77.6093613310299,13,007,53.2
Baldwin County,Georgia,76.3589481043216,13,009,39.2
Banks County,Georgia,76.9206951845027,13,011,42.6
Barrow County,Georgia,76.568775709694,13,013,35.3
Bartow County,Georgia,76.2401395708099,13,015,37.3
