County,State,mean_life_expectancy,State_FIPS,County_FIPS,asian_population
Coconino County,Arizona,78.5702279856415,04,005,2590.0
Gila County,Arizona,74.1269913666399,04,007,467.0
Graham County,Arizona,76.9440705172127,04,009,279.0
Greenlee County,Arizona,78.1978326048683,04,011,33.0
Maricopa County,Arizona,79.6563218537266,04,013,163988.0
Mohave County,Arizona,74.9338228939162,04,015,2528.0
Navajo County,Arizona,73.8300467164729,04,017,663.0
Pima County,Arizona,78.6548008107775,04,019,27969.0
Pinal County,Arizona,80.8637745945733,04,021,7013.0
Santa Cruz County,Arizona,81.5659007827293,04,023,395.0
Yavapai County,Arizona,78.0019889385203,04,025,2122.0
La Paz County,Arizona,81.1244263390012,04,012,162.0
Yuma County,Arizona,81.1244263390012,04,027,2662.0
Arkansas County,Arkansas,73.5043452669212,05,001,2.0
Ashley County,Arkansas,73.9253722421542,05,003,0.0
Baxter County,Arkansas,75.9597914129396,05,005,160.0
Benton County,Arkansas,79.3162674700135,05,007,9303.0
Boone County,Arkansas,76.1204721411668,05,009,189.0
Bradley County,Arkansas,73.6787408686852,05,011,0.0
Calhoun County,Arkansas,74.5306926339902,05,013,11.0
Carroll County,Arkansas,76.8382013939385,05,015,287.0
Chicot County,Arkansas,73.3117463375035,05,017,55.0
Clark County,Arkansas,75.5224420894244,05,019,157.0
Clay County,Arkansas,72.8559680875974,05,021,0.0
Cleburne County,Arkansas,75.7051992678076,05,023,205.0
Cleveland County,Arkansas,74.8589626853021,05,025,8.0
Columbia County,Arkansas,74.1079710416384,05,027,264.0
Conway County,Arkansas,74.695878166784,05,029,21.0
Craighead County,Arkansas,76.2037097312571,05,031,1193.0
Crawford County,Arkansas,75.7157396241204,05,033,1138.0
Crittenden County,Arkansas,72.6251939385932,05,035,325.0
Cross County,Arkansas,73.1602124341335,05,037,11.0
Dallas County,Arkansas,73.3735532648729,05,039,124.0
Desha County,Arkansas,72.4752962604024,05,041,18.0
Drew County,Arkansas,75.0673773726032,05,043,31.0
Faulkner County,Arkansas,76.4182309752644,05,045,1556.0
Franklin County,Arkansas,74.4373222870369,05,047,86.0
Fulton County,Arkansas,74.9193229812661,05,049,6.0
Garland County,Arkansas,74.6309366391751,05,051,498.0
Grant County,Arkansas,75.3698091973697,05,053,8.0
Greene County,Arkansas,74.0996452052536,05,055,136.0
Hempstead County,Arkansas,75.1266368361279,05,057,19.0
Hot Spring County,Arkansas,74.2281769368533,05,059,93.0
Howard County,Arkansas,73.8919511396459,05,061,24.0
Independence County,Arkansas,75.5988097794403,05,063,257.0
Izard County,Arkansas,75.2554983306065,05,065,23.0
Jackson County,Arkansas,73.2398331665973,05,067,8.0
Jefferson County,Arkansas,73.2238480770967,05,069,539.0
Johnson County,Arkansas,75.7108320235838,05,071,428.0
Lafayette County,Arkansas,74.2582687145754,05,073,27.0
Lawrence County,Arkansas,73.9055411200017,05,075,14.0
Lee County,Arkansas,73.2670721314187,05,077,10.0
Lincoln County,Arkansas,75.0420292899519,05,079,0.0
Little River County,Arkansas,73.9743483215101,05,081,1.0
Logan County,Arkansas,74.1726732947248,05,083,277.0
Lonoke County,Arkansas,74.7455691325912,05,085,504.0
Madison County,Arkansas,75.378985437541,05,087,66.0
Marion County,Arkansas,75.3737129535053,05,089,71.0
Miller County,Arkansas,74.5960792199951,05,091,198.0
Mississippi County,Arkansas,71.5351089249095,05,093,238.0
Monroe County,Arkansas,72.3393690870887,05,095,37.0
Montgomery County,Arkansas,75.5774666116489,05,097,113.0
Nevada County,Arkansas,74.3732482286084,05,099,122.0
Newton County,Arkansas,76.8726224396483,05,101,42.0
Ouachita County,Arkansas,73.0094683982827,05,103,17.0
Perry County,Arkansas,74.861123428865,05,105,9.0
Phillips County,Arkansas,70.8005258788541,05,107,10.0
Pike County,Arkansas,74.8235342597713,05,109,88.0
Poinsett County,Arkansas,71.2947589568639,05,111,14.0
Polk County,Arkansas,74.9129378159319,05,113,98.0
Pope County,Arkansas,76.4551101144576,05,115,644.0
Prairie County,Arkansas,75.6587388048142,05,117,1.0
Pulaski County,Arkansas,75.9533402339039,05,119,8363.0
Randolph County,Arkansas,74.2064157916112,05,121,0.0
Saint Francis County,Arkansas,73.8843994351379,05,123,140.0
Saline County,Arkansas,77.0482054817958,05,125,1303.0
Scott County,Arkansas,74.5707790005597,05,127,375.0
Searcy County,Arkansas,75.1238268500902,05,129,106.0
Sebastian County,Arkansas,75.7092329887143,05,131,5487.0
Sevier County,Arkansas,75.1584300484602,05,133,64.0
Sharp County,Arkansas,73.7064588321029,05,135,72.0
Stone County,Arkansas,75.9079573999317,05,137,11.0
Union County,Arkansas,73.1884317266028,05,139,217.0
Van Buren County,Arkansas,75.8846063202913,05,141,20.0
Washington County,Arkansas,77.8764673272239,05,143,5462.0
White County,Arkansas,75.2058017632126,05,145,531.0
Woodruff County,Arkansas,72.5933855023363,05,147,100.0
Yell County,Arkansas,74.3862031980413,05,149,333.0
Alameda County,California,82.2321212212249,06,001,471335.0
Alpine County,California,78.482947059558,06,003,8.0
Amador County,California,79.561891234368,06,005,582.0
Butte County,California,77.4463014291207,06,007,10174.0
Calaveras County,California,79.2676567852879,06,009,527.0
Colusa County,California,79.6638098917847,06,011,328.0
Contra Costa County,California,81.8386853778645,06,013,180072.0
Del Norte County,California,75.224334811417,06,015,776.0
El Dorado County,California,81.4568941950275,06,017,7864.0
Fresno County,California,78.4585384790352,06,019,97966.0
Glenn County,California,77.3696017734108,06,021,729.0
Humboldt County,California,76.7555796001307,06,023,3926.0
Imperial County,California,80.687419950022,06,025,2584.0
Inyo County,California,79.1997381604918,06,027,272.0
Kern County,California,77.0176146674043,06,029,41263.0
Kings County,California,79.3358097827458,06,031,5694.0
Lake County,California,74.8494787542705,06,033,953.0
Lassen County,California,78.2363152612242,06,035,463.0
Los Angeles County,California,81.5691962087237,06,037,1460508.0
Madera County,California,78.9228141273425,06,039,3303.0
Marin County,California,84.670403001944,06,041,14912.0
Mariposa County,California,79.9818431293211,06,043,168.0
Mendocino County,California,78.6518521214148,06,045,1509.0
Merced County,California,78.3750954459993,06,047,20224.0
Modoc County,California,77.1077065159972,06,049,105.0
Mono County,California,84.9580737678398,06,051,280.0
Monterey County,California,81.9472905883429,06,053,24867.0
Napa County,California,81.2829692549916,06,055,11150.0
Nevada County,California,81.0166977108918,06,057,1123.0
Orange County,California,82.5543904647591,06,059,621178.0
Placer County,California,81.548378960557,06,061,25999.0
Plumas County,California,78.2532986991761,06,063,148.0
Riverside County,California,80.3363218283084,06,065,148213.0
Sacramento County,California,79.0940358645218,06,067,229441.0
San Benito County,California,81.6550155032969,06,069,1649.0
San Bernardino County,California,78.317187547423,06,071,146650.0
San Diego County,California,81.6258744799118,06,073,384154.0
San Francisco County,California,83.0357041460174,06,075,295347.0
San Joaquin County,California,78.0359896860733,06,077,109359.0
San Luis Obispo County,California,81.2020517524637,06,079,10276.0
San Mateo County,California,84.1096902566921,06,081,210816.0
Santa Barbara County,California,81.5801518841513,06,083,23927.0
Santa Clara County,California,83.9917895786546,06,085,671511.0
Santa Cruz County,California,82.0605857508508,06,087,12547.0
Shasta County,California,75.806788638393,06,089,5310.0
Sierra County,California,78.5719149965786,06,091,0.0
Siskiyou County,California,76.1862354494511,06,093,687.0
Solano County,California,79.6451278217147,06,095,66432.0
Sonoma County,California,81.5679359147788,06,097,19605.0
Stanislaus County,California,77.7149198210095,06,099,29488.0
Sutter County,California,78.3763386412633,06,101,14565.0
Tehama County,California,76.9976036049311,06,103,907.0
Trinity County,California,76.3456287127584,06,105,161.0
Tulare County,California,77.9753506021237,06,107,16081.0
Tuolumne County,California,78.5900358024682,06,109,609.0
Ventura County,California,81.841533815838,06,111,60986.0
Yolo County,California,80.9056635823379,06,113,29138.0
Yuba County,California,75.8408352670592,06,115,4823.0
Alamosa County,Colorado,75.8311324798402,08,003,204.0
Archuleta County,Colorado,81.6145512749235,08,007,92.0
Baca County,Colorado,77.0260592657618,08,009,0.0
Bent County,Colorado,75.8224499656267,08,011,26.0
Chaffee County,Colorado,81.2092487110115,08,015,147.0
Cheyenne County,Colorado,78.6333421783932,08,017,65.0
Clear Creek County,Colorado,82.3124381664765,08,019,80.0
Conejos County,Colorado,76.2573666245659,08,021,6.0
Costilla County,Colorado,76.8592293656779,08,023,54.0
Crowley County,Colorado,76.9641943181852,08,025,26.0
Custer County,Colorado,81.092782954152,08,027,0.0
Delta County,Colorado,77.8313362534641,08,029,291.0
Dolores County,Colorado,79.1893045710591,08,033,0.0
Douglas County,Colorado,83.4025879459957,08,035,14158.0
Eagle County,Colorado,88.4392672602876,08,037,468.0
Elbert County,Colorado,81.6581733388672,08,039,207.0
El Paso County,Colorado,78.7742109882968,08,041,18531.0
Fremont County,Colorado,77.0933471771635,08,043,339.0
Garfield County,Colorado,80.4969076123098,08,045,467.0
Gilpin County,Colorado,81.4969326961949,08,047,16.0
Grand County,Colorado,83.5333558735278,08,049,279.0
Gunnison County,Colorado,82.5366935871018,08,051,93.0
Huerfano County,Colorado,75.4892545704702,08,055,6.0
Jackson County,Colorado,79.4480965120346,08,057,0.0
Kiowa County,Colorado,77.3252924655834,08,061,0.0
Kit Carson County,Colorado,79.2392184006058,08,063,29.0
Lake County,Colorado,81.6061753881909,08,065,48.0
La Plata County,Colorado,81.6864546006773,08,067,346.0
Larimer County,Colorado,81.4508729730401,08,069,6797.0
Las Animas County,Colorado,76.2626774559932,08,071,116.0
Lincoln County,Colorado,78.5091614921194,08,073,9.0
Logan County,Colorado,79.1781984236642,08,075,209.0
Mesa County,Colorado,78.3133657029401,08,077,1067.0
Moffat County,Colorado,78.1807357406007,08,081,23.0
Montezuma County,Colorado,77.2643320455981,08,083,27.0
Montrose County,Colorado,79.379514628823,08,085,335.0
Morgan County,Colorado,78.04532580758,08,087,152.0
Otero County,Colorado,75.0071650698003,08,089,182.0
Ouray County,Colorado,83.8987068625614,08,091,24.0
Park County,Colorado,82.6462895795416,08,093,186.0
Phillips County,Colorado,80.1789952228355,08,095,16.0
Pitkin County,Colorado,90.704592150593,08,097,246.0
Prowers County,Colorado,76.7197991902101,08,099,78.0
Pueblo County,Colorado,76.2368027257113,08,101,1443.0
Rio Blanco County,Colorado,78.6915559197346,08,103,6.0
Rio Grande County,Colorado,76.5723480456952,08,105,26.0
Routt County,Colorado,83.137600225356,08,107,262.0
Saguache County,Colorado,79.5112275070078,08,109,70.0
San Miguel County,Colorado,86.0178704274716,08,113,98.0
Sedgwick County,Colorado,77.5401451830135,08,115,36.0
Summit County,Colorado,91.044579954477,08,117,132.0
Teller County,Colorado,80.4232362556622,08,119,264.0
Washington County,Colorado,79.4007814134676,08,121,22.0
Yuma County,Colorado,78.8003703636188,08,125,0.0
Adams County,Colorado,80.2868507759135,08,001,19067.0
Arapahoe County,Colorado,80.2868507759135,08,005,35876.0
Boulder County,Colorado,80.2868507759135,08,013,14305.0
Broomfield County,Colorado,80.2868507759135,08,014,4163.0
Denver County,Colorado,80.2868507759135,08,031,24433.0
Jefferson County,Colorado,80.2868507759135,08,059,15240.0
Weld County,Colorado,80.2868507759135,08,123,3880.0
Fairfield County,Connecticut,82.5946872177968,09,001,48962.0
Hartford County,Connecticut,80.0972707575589,09,003,45626.0
Litchfield County,Connecticut,80.2933334667025,09,005,3546.0
Middlesex County,Connecticut,81.0203125170856,09,007,4780.0
New Haven County,Connecticut,79.9816945680513,09,009,34047.0
New London County,Connecticut,79.8089429093262,09,011,11210.0
Tolland County,Connecticut,81.5167123037912,09,013,6714.0
Windham County,Connecticut,78.7003951043393,09,015,1565.0
Kent County,Delaware,77.1563248845642,10,001,3484.0
New Castle County,Delaware,78.1368239340031,10,003,30480.0
Sussex County,Delaware,78.4659649042153,10,005,2589.0
Alachua County,Florida,78.280773345389,12,001,15273.0
Baker County,Florida,74.8631741870423,12,003,200.0
Bay County,Florida,75.6776481016893,12,005,4196.0
Bradford County,Florida,75.0591892268178,12,007,159.0
Brevard County,Florida,77.2150847771434,12,009,13843.0
Broward County,Florida,80.3317307609575,12,011,67822.0
Calhoun County,Florida,74.6772354135484,12,013,115.0
Charlotte County,Florida,80.03383445763,12,015,2044.0
Citrus County,Florida,75.2399918924409,12,017,2354.0
Clay County,Florida,77.188860994767,12,019,6145.0
Collier County,Florida,84.595444361758,12,021,4552.0
Columbia County,Florida,74.7773936232838,12,023,640.0
Miami-Dade County,Florida,80.9425605320856,12,086,42770.0
DeSoto County,Florida,79.1444636027855,12,027,60.0
Dixie County,Florida,74.5575346674888,12,029,79.0
Duval County,Florida,75.6156823037129,12,031,42206.0
Escambia County,Florida,74.9177305679025,12,033,9050.0
Flagler County,Florida,78.664439632624,12,035,2648.0
Franklin County,Florida,75.8945940583455,12,037,41.0
Gadsden County,Florida,75.1015247970268,12,039,231.0
Gilchrist County,Florida,76.5403282898351,12,041,9.0
Glades County,Florida,80.3593819027898,12,043,51.0
Gulf County,Florida,76.1867572155153,12,045,91.0
Hamilton County,Florida,75.20250890304,12,047,17.0
Hardee County,Florida,78.2845185703614,12,049,164.0
Hendry County,Florida,76.8823667223551,12,051,342.0
Hernando County,Florida,76.4093994711709,12,053,2190.0
Highlands County,Florida,78.1939608334697,12,055,1552.0
Hillsborough County,Florida,78.5404586829892,12,057,53446.0
Holmes County,Florida,73.2084521422928,12,059,50.0
Indian River County,Florida,79.907697163534,12,061,1822.0
Jackson County,Florida,74.6358394836189,12,063,294.0
Jefferson County,Florida,76.8845831245796,12,065,21.0
Lafayette County,Florida,76.6581957641507,12,067,0.0
Lake County,Florida,78.2864216245771,12,069,6223.0
Lee County,Florida,81.3739581271401,12,071,10856.0
Leon County,Florida,79.030358739809,12,073,9610.0
Levy County,Florida,74.6229846286448,12,075,224.0
Liberty County,Florida,75.7518222351327,12,077,31.0
Madison County,Florida,74.8388882546744,12,079,180.0
Manatee County,Florida,80.1910648097431,12,081,7069.0
Marion County,Florida,75.9623016853633,12,083,5129.0
Martin County,Florida,81.1568203073339,12,085,1996.0
Monroe County,Florida,79.6005221210364,12,087,937.0
Nassau County,Florida,77.2759370761858,12,089,716.0
Okaloosa County,Florida,77.3889246282456,12,091,5777.0
Okeechobee County,Florida,75.9457097645825,12,093,351.0
Orange County,Florida,79.5269054955863,12,095,67134.0
Osceola County,Florida,78.8810610995138,12,097,8252.0
Palm Beach County,Florida,81.3829024333588,12,099,37232.0
Pasco County,Florida,77.098851734423,12,101,12264.0
Pinellas County,Florida,78.2987745279353,12,103,31317.0
Polk County,Florida,77.7020921564756,12,105,10945.0
Putnam County,Florida,73.635254100304,12,107,443.0
Saint Johns County,Florida,80.5809996179964,12,109,6006.0
Saint Lucie County,Florida,79.2977622741057,12,111,5666.0
Santa Rosa County,Florida,77.3193290919895,12,113,3236.0
Sarasota County,Florida,80.9350383168968,12,115,6702.0
Seminole County,Florida,79.8402255658359,12,117,19153.0
Sumter County,Florida,80.4806227609364,12,119,892.0
Suwannee County,Florida,75.2150765992341,12,121,88.0
Taylor County,Florida,74.7442078191434,12,123,82.0
Union County,Florida,67.8919995760419,12,125,74.0
Volusia County,Florida,76.2981063923098,12,127,9335.0
Wakulla County,Florida,76.2724538807062,12,129,119.0
Walton County,Florida,77.3545360296973,12,131,801.0
Washington County,Florida,72.8960237830396,12,133,77.0
Appling County,Georgia,74.0084605365612,13,001,156.0
Atkinson County,Georgia,73.4390527880296,13,003,0.0
Bacon County,Georgia,72.5321912655798,13,005,105.0
Baker County,Georgia,77.1226977730015,13,007,18.0
Baldwin County,Georgia,75.885623089803,13,009,687.0
Banks County,Georgia,76.5761341138381,13,011,228.0
Barrow County,Georgia,76.4531171029684,13,013,2679.0
Bartow County,Georgia,76.2159238347912,13,015,962.0
Ben Hill County,Georgia,72.9889666208592,13,017,27.0
Berrien County,Georgia,74.439001968007,13,019,184.0
Bibb County,Georgia,73.6270349335338,13,021,2939.0
Bleckley County,Georgia,75.6767775470061,13,023,22.0
Brantley County,Georgia,74.2535435032282,13,025,127.0
Brooks County,Georgia,74.7365498889901,13,027,130.0
Bryan County,Georgia,75.9644967649488,13,029,546.0
Bulloch County,Georgia,76.8294282235662,13,031,1081.0
Burke County,Georgia,73.7095855538626,13,033,63.0
Butts County,Georgia,73.7983435794374,13,035,140.0
Calhoun County,Georgia,74.4920251011037,13,037,35.0
Camden County,Georgia,77.8072993071322,13,039,732.0
Candler County,Georgia,73.3882320641854,13,043,277.0
Carroll County,Georgia,75.1232865117092,13,045,901.0
Catoosa County,Georgia,77.5910778852834,13,047,927.0
Charlton County,Georgia,76.3359105899648,13,049,103.0
Chatham County,Georgia,77.490102718577,13,051,7228.0
Chattahoochee County,Georgia,77.0231781510592,13,053,321.0
Chattooga County,Georgia,73.4170928402242,13,055,110.0
Cherokee County,Georgia,79.8435454979864,13,057,4419.0
Clarke County,Georgia,78.6318913183763,13,059,5276.0
Clay County,Georgia,73.9493638446073,13,061,0.0
Clayton County,Georgia,76.5508691906889,13,063,14486.0
Clinch County,Georgia,72.4247234455474,13,065,39.0
Cobb County,Georgia,80.2177640812596,13,067,37897.0
Coffee County,Georgia,74.4295289710942,13,069,312.0
Colquitt County,Georgia,74.0379120198679,13,071,386.0
Columbia County,Georgia,79.8999326107972,13,073,5743.0
Cook County,Georgia,74.3093937088097,13,075,96.0
Coweta County,Georgia,78.3648849335877,13,077,2519.0
Crawford County,Georgia,75.6561888490683,13,079,136.0
Crisp County,Georgia,74.6124945203586,13,081,282.0
Dade County,Georgia,75.0924029502412,13,083,251.0
Dawson County,Georgia,77.8849206643038,13,085,64.0
Decatur County,Georgia,73.7088647064192,13,087,119.0
DeKalb County,Georgia,79.8238732978234,13,089,44568.0
Dodge County,Georgia,75.1775460945016,13,091,118.0
Dooly County,Georgia,78.2138090959277,13,093,13.0
Dougherty County,Georgia,74.3569712282889,13,095,784.0
Douglas County,Georgia,77.3960194322986,13,097,2320.0
Early County,Georgia,73.2371558935003,13,099,79.0
Echols County,Georgia,77.0599023389516,13,101,0.0
Effingham County,Georgia,76.3909397434421,13,103,571.0
Elbert County,Georgia,74.195571787566,13,105,36.0
Emanuel County,Georgia,72.6318304928933,13,107,75.0
Evans County,Georgia,74.7149148196397,13,109,82.0
Fannin County,Georgia,77.0727670886557,13,111,140.0
Fayette County,Georgia,80.7682924448471,13,113,4926.0
Floyd County,Georgia,75.0581302260989,13,115,1484.0
Forsyth County,Georgia,81.674209211008,13,117,22318.0
Franklin County,Georgia,73.8725746030686,13,119,154.0
Fulton County,Georgia,78.867596065924,13,121,67503.0
Gilmer County,Georgia,77.9602337939812,13,123,145.0
Glascock County,Georgia,73.394960919002,13,125,0.0
Glynn County,Georgia,77.1335060809149,13,127,1076.0
Gordon County,Georgia,75.4706012819472,13,129,636.0
Grady County,Georgia,75.5518347037765,13,131,136.0
Greene County,Georgia,77.7512340805882,13,133,162.0
Gwinnett County,Georgia,80.607617253456,13,135,99875.0
Habersham County,Georgia,77.3582989596064,13,137,1029.0
Hall County,Georgia,78.8960139014754,13,139,3328.0
Hancock County,Georgia,75.3903158501469,13,141,47.0
Haralson County,Georgia,73.2656065600872,13,143,221.0
Harris County,Georgia,79.295601776848,13,145,340.0
Hart County,Georgia,76.8248765683369,13,147,234.0
Heard County,Georgia,74.7199641903674,13,149,61.0
Henry County,Georgia,77.181720507416,13,151,7177.0
Houston County,Georgia,77.3383420736599,13,153,4553.0
Irwin County,Georgia,74.8751692688427,13,155,45.0
Jackson County,Georgia,76.2832039775414,13,157,1102.0
Jasper County,Georgia,75.7749845245545,13,159,41.0
Jeff Davis County,Georgia,73.2268902139052,13,161,0.0
Jefferson County,Georgia,72.5992407627131,13,163,16.0
Jenkins County,Georgia,73.3841998147857,13,165,76.0
Johnson County,Georgia,76.0287103065729,13,167,17.0
Jones County,Georgia,77.8374428106185,13,169,198.0
Lamar County,Georgia,74.3508731721163,13,171,138.0
Lanier County,Georgia,75.3835180951939,13,173,29.0
Laurens County,Georgia,74.4577525082559,13,175,522.0
Lee County,Georgia,76.6914056662725,13,177,725.0
Liberty County,Georgia,76.3021109268363,13,179,1360.0
Lincoln County,Georgia,76.1794942621868,13,181,18.0
Long County,Georgia,78.4618707054974,13,183,176.0
Lowndes County,Georgia,75.8358035603923,13,185,2141.0
Lumpkin County,Georgia,77.7101053772346,13,187,120.0
McDuffie County,Georgia,73.7738203200434,13,189,100.0
McIntosh County,Georgia,79.7108099163917,13,191,0.0
Macon County,Georgia,73.7317039474685,13,193,221.0
Madison County,Georgia,75.840925411624,13,195,413.0
Marion County,Georgia,76.2946453096112,13,197,61.0
Meriwether County,Georgia,74.4847266846964,13,199,133.0
Miller County,Georgia,73.0734881813492,13,201,0.0
Mitchell County,Georgia,74.0885588705262,13,205,73.0
Monroe County,Georgia,77.4835874483883,13,207,208.0
Montgomery County,Georgia,75.0403904752512,13,209,26.0
Morgan County,Georgia,77.3359048444416,13,211,11.0
Murray County,Georgia,74.7984649731187,13,213,143.0
Muscogee County,Georgia,74.0661905409308,13,215,4747.0
Newton County,Georgia,76.0968360464372,13,217,1061.0
Oconee County,Georgia,80.9648939245257,13,219,1474.0
Oglethorpe County,Georgia,77.6363584185965,13,221,43.0
Paulding County,Georgia,78.486927311261,13,223,1592.0
Peach County,Georgia,73.7058392267195,13,225,302.0
Pickens County,Georgia,77.0978924166854,13,227,164.0
Pierce County,Georgia,74.2596164151985,13,229,28.0
Pike County,Georgia,75.4989917474708,13,231,31.0
Polk County,Georgia,73.2748803672115,13,233,271.0
Pulaski County,Georgia,77.6666373683592,13,235,0.0
Putnam County,Georgia,77.4061176357782,13,237,117.0
Quitman County,Georgia,75.3250351764225,13,239,106.0
Rabun County,Georgia,76.9944546576478,13,241,133.0
Randolph County,Georgia,75.026721238403,13,243,104.0
Richmond County,Georgia,73.6808084874035,13,245,3605.0
Rockdale County,Georgia,77.6033875048851,13,247,1748.0
Schley County,Georgia,76.9446934911318,13,249,0.0
Screven County,Georgia,74.5319377680867,13,251,76.0
Seminole County,Georgia,73.47471546866,13,253,82.0
Spalding County,Georgia,74.2476675171375,13,255,602.0
Stephens County,Georgia,73.3838160708526,13,257,107.0
