County,State,mean_life_expectancy,State_FIPS,County_FIPS,health_insurance_rate
Autauga County,Alabama,75.836928054027,01,001,11.3
Baldwin County,Alabama,77.8587885068867,01,003,14.8
Barbour County,Alabama,75.6039658679806,01,005,16.5
Bibb County,Alabama,73.8813807110977,01,007,14.5
Blount County,Alabama,75.6352536319274,01,009,11.9
Bullock County,Alabama,74.4021306908516,01,011,18.2
Butler County,Alabama,73.935514642706,01,013,14.2
Calhoun County,Alabama,73.6916993651565,01,015,13.8
Chambers County,Alabama,74.3709084353389,01,017,16.8
Cherokee County,Alabama,74.7690226049665,01,019,12.8
Chilton County,Alabama,74.2037941937705,01,021,15.9
Choctaw County,Alabama,74.7667739361553,01,023,14.2
Clarke County,Alabama,75.3078949980348,01,025,15.8
Clay County,Alabama,74.5125281044463,01,027,13.7
Cleburne County,Alabama,74.2119718397456,01,029,14.2
Coffee County,Alabama,76.8029854382398,01,031,12.5
Colbert County,Alabama,74.7012544694018,01,033,12.8
Conecuh County,Alabama,73.8578396157111,01,035,20.1
Coosa County,Alabama,75.0708584990442,01,037,14.4
Covington County,Alabama,74.939706372746,01,039,15.5
Crenshaw County,Alabama,74.4540874550923,01,041,12.4
Cullman County,Alabama,74.9509513238576,01,043,16.0
Dale County,Alabama,76.1296959155196,01,045,13.9
Dallas County,Alabama,72.2967105227705,01,047,15.8
DeKalb County,Alabama,74.7966732959206,01,049,17.1
Elmore County,Alabama,75.8412881424909,01,051,11.2
Escambia County,Alabama,73.8523605614612,01,053,20.1
Etowah County,Alabama,73.3079475598584,01,055,15.6
Fayette County,Alabama,74.057058159905,01,057,12.0
Franklin County,Alabama,73.349841367943,01,059,17.0
Geneva County,Alabama,75.2540134208833,01,061,15.4
Greene County,Alabama,74.5251950347399,01,063,15.1
Hale County,Alabama,74.2120689147012,01,065,14.4
Henry County,Alabama,75.9013490151937,01,067,12.3
Houston County,Alabama,76.6049969181304,01,069,14.4
Jackson County,Alabama,73.6075996652594,01,071,16.0
Jefferson County,Alabama,75.0012975222472,01,073,12.8
Lamar County,Alabama,74.594659571128,01,075,13.3
Lauderdale County,Alabama,76.2574810844103,01,077,12.3
Lawrence County,Alabama,74.025639809588,01,079,15.0
Lee County,Alabama,77.641756133286,01,081,12.8
Limestone County,Alabama,77.4567118555822,01,083,13.2
Lowndes County,Alabama,72.451572085185,01,085,16.4
Macon County,Alabama,73.4913418644572,01,087,14.1
Madison County,Alabama,77.772209501297,01,089,12.5
Marengo County,Alabama,74.1333674215399,01,091,12.5
Marion County,Alabama,74.2996624676483,01,093,12.4
Marshall County,Alabama,74.2650814854454,01,095,17.7
Mobile County,Alabama,75.0140519651065,01,097,15.9
Monroe County,Alabama,74.9403376152072,01,099,16.6
Montgomery County,Alabama,76.0742035748331,01,101,13.2
Morgan County,Alabama,75.7687418754051,01,103,15.9
Perry County,Alabama,72.4458737373582,01,105,15.3
Pickens County,Alabama,74.3989386831643,01,107,11.9
Pike County,Alabama,75.3843799599901,01,109,11.6
Randolph County,Alabama,74.6272688359767,01,111,16.4
Russell County,Alabama,74.4625975354371,01,113,16.8
Saint Clair County,Alabama,75.1354509099959,01,115,12.1
Shelby County,Alabama,79.7687496224489,01,117,9.4
Sumter County,Alabama,74.3343686399483,01,119,16.6
Talladega County,Alabama,73.6825216143372,01,121,14.0
Tallapoosa County,Alabama,75.2077207940106,01,123,14.2
Tuscaloosa County,Alabama,76.1412472106416,01,125,12.3
Walker County,Alabama,70.8637922877104,01,127,15.1
Washington County,Alabama,74.6734179457892,01,129,18.5
Wilcox County,Alabama,72.2374261679305,01,131,18.8
Winston County,Alabama,74.2153646411101,01,133,14.5
Anchorage Municipality,Alaska,78.7538192744483,02,020,16.6
Bethel Census Area,Alaska,72.9162299270473,02,050,26.8
Bristol Bay Borough,Alaska,75.4655368308601,02,060,22.3
Fairbanks North Star Borough,Alaska,79.2875377464225,02,090,14.2
Haines Borough,Alaska,80.3402659326086,02,100,30.3
Juneau City and Borough,Alaska,79.7513085001443,02,110,15.3
Kenai Peninsula Borough,Alaska,78.3295603866331,02,122,22.7
Kodiak Island Borough,Alaska,79.2674018916655,02,150,30.6
Matanuska-Susitna Borough,Alaska,78.1712241323719,02,170,20.5
Nome Census Area,Alaska,71.0874958002656,02,180,28.9
North Slope Borough,Alaska,75.2725719185953,02,185,25.7
Sitka City and Borough,Alaska,79.5125431994159,02,220,18.6
Southeast Fairbanks Census Area,Alaska,77.1481963302165,02,240,22.6
Valdez-Cordova Census Area,Alaska,78.0507317723694,02,261,25.7
Wade Hampton Census Area,Alaska,69.129042588567,02,270,30.0
Northwest Arctic Borough,Alaska,73.0243042513836,02,188,33.2
Aleutians East Borough,Alaska,83.5166512642875,02,013,65.6
