County,State,mean_life_expectancy,State_FIPS,County_FIPS,housing_cost_burden
Collingsworth County,Texas,75.4244650172337,48,087,0
Colorado County,Texas,77.203757800441,48,089,74
Comal County,Texas,79.2816736187829,48,091,936
Comanche County,Texas,77.0175855957573,48,093,36
Concho County,Texas,78.1200612129111,48,095,0
Cooke County,Texas,76.9131104235581,48,097,336
Coryell County,Texas,77.5735637224581,48,099,814
Cottle County,Texas,76.2631083988623,48,101,37
Crane County,Texas,76.2148155462855,48,103,23
Crockett County,Texas,77.2389071642851,48,105,26
Crosby County,Texas,76.1831483636259,48,107,51
Culberson County,Texas,79.4353713321917,48,109,43
Dallam County,Texas,76.6229838331526,48,111,91
Dallas County,Texas,78.3570575398319,48,113,33651
Dawson County,Texas,75.9138376256704,48,115,60
Deaf Smith County,Texas,77.5962604716903,48,117,147
Delta County,Texas,75.1189559875103,48,119,15
Denton County,Texas,80.6922851848676,48,121,6525
DeWitt County,Texas,76.9820854750759,48,123,87
Dickens County,Texas,76.8894024549733,48,125,11
Dimmit County,Texas,77.6998596192946,48,127,19
Donley County,Texas,75.8144941383351,48,129,30
Duval County,Texas,75.4002446620955,48,131,70
Eastland County,Texas,75.376826023229,48,133,152
Ector County,Texas,75.0214918449131,48,135,993
Edwards County,Texas,79.4603471269872,48,137,0
Ellis County,Texas,77.8298059415538,48,139,1078
El Paso County,Texas,79.8567143820226,48,141,9053
Erath County,Texas,78.1480321472755,48,143,305
Falls County,Texas,76.4405167245236,48,145,179
Fannin County,Texas,75.4325441804217,48,147,235
Fayette County,Texas,78.6609657781342,48,149,165
Fisher County,Texas,77.4706127994629,48,151,13
Floyd County,Texas,77.6305755690571,48,153,89
Foard County,Texas,77.492403647671,48,155,13
Fort Bend County,Texas,81.7305585223078,48,157,2396
Franklin County,Texas,77.6897661252821,48,159,88
Freestone County,Texas,76.6023253689358,48,161,116
Frio County,Texas,77.3556715984976,48,163,135
Gaines County,Texas,77.4488045605969,48,165,106
Galveston County,Texas,77.4589897337617,48,167,2478
Garza County,Texas,76.2106337409592,48,169,20
Gillespie County,Texas,80.8469592338386,48,171,158
Glasscock County,Texas,81.1266647739999,48,173,0
Goliad County,Texas,78.7463670521193,48,175,50
Gonzales County,Texas,76.9551624243383,48,177,230
Gray County,Texas,75.0961883978601,48,179,162
Grayson County,Texas,76.0667434557686,48,181,1053
Gregg County,Texas,75.3377455425537,48,183,1149
Grimes County,Texas,76.339890047414,48,185,71
Guadalupe County,Texas,79.5960901747892,48,187,780
Hale County,Texas,77.0495205094152,48,189,217
Hall County,Texas,75.5384617234144,48,191,38
Hamilton County,Texas,76.1296139202668,48,193,21
Hansford County,Texas,77.1401340733793,48,195,0
Hardeman County,Texas,77.9010386024956,48,197,41
Hardin County,Texas,75.872361221514,48,199,303
Harris County,Texas,78.7810708892091,48,201,52189
Harrison County,Texas,76.0394553950879,48,203,510
Hartley County,Texas,80.3740272375388,48,205,23
Haskell County,Texas,76.4217523130835,48,207,14
Hays County,Texas,80.2967093489118,48,209,1396
Hemphill County,Texas,77.6246294968108,48,211,14
Henderson County,Texas,75.1960017952968,48,213,693
Hidalgo County,Texas,81.0963111406437,48,215,4958
Hill County,Texas,76.2548253872805,48,217,209
Hockley County,Texas,76.5368429500009,48,219,168
Hood County,Texas,78.0629227701517,48,221,440
Hopkins County,Texas,76.1407261064362,48,223,343
Houston County,Texas,76.1409972323397,48,225,112
Howard County,Texas,74.7658668361509,48,227,279
Hudspeth County,Texas,81.6881839062919,48,229,0
Hunt County,Texas,75.8264610532839,48,231,765
Hutchinson County,Texas,75.0919630413635,48,233,119
Irion County,Texas,79.5503728184521,48,235,19
Jack County,Texas,76.0964082421599,48,237,84
Jackson County,Texas,77.2492593169353,48,239,53
Jasper County,Texas,75.0820997017088,48,241,277
Jeff Davis County,Texas,83.9066714125239,48,243,0
Jefferson County,Texas,75.9690511113051,48,245,2032
Jim Hogg County,Texas,77.0621771872068,48,247,28
Jim Wells County,Texas,75.6489823150863,48,249,208
Johnson County,Texas,76.8916694970506,48,251,1252
Jones County,Texas,76.3992812802427,48,253,115
Karnes County,Texas,76.6835271005396,48,255,129
Kaufman County,Texas,76.3435059011272,48,257,502
Kendall County,Texas,80.2989308118279,48,259,324
Kerr County,Texas,78.2003736296381,48,265,328
Kimble County,Texas,77.7546314858076,48,267,19
Kinney County,Texas,79.9501431164588,48,271,11
Kleberg County,Texas,76.9555861056169,48,273,303
Knox County,Texas,75.4857831383379,48,275,15
Lamar County,Texas,74.7877591671148,48,277,392
Lamb County,Texas,75.9091966261153,48,279,28
Lampasas County,Texas,77.6254038047894,48,281,123
La Salle County,Texas,77.6735555065962,48,283,44
Lavaca County,Texas,78.607903658493,48,285,139
Lee County,Texas,78.4418179267227,48,287,64
Leon County,Texas,76.5709183554706,48,289,68
Liberty County,Texas,74.2690671810022,48,291,246
Limestone County,Texas,75.299213726941,48,293,182
Lipscomb County,Texas,77.9896999731994,48,295,5
Live Oak County,Texas,79.3276356045924,48,297,40
Llano County,Texas,78.7684589447672,48,299,149
Lubbock County,Texas,76.6662837866401,48,303,2822
Lynn County,Texas,77.0521881885392,48,305,46
McCulloch County,Texas,76.2186179297477,48,307,26
McLennan County,Texas,77.5141513405573,48,309,2736
Madison County,Texas,76.3313663171305,48,313,53
Marion County,Texas,74.1804551802738,48,315,96
Martin County,Texas,76.1602080761871,48,317,27
Mason County,Texas,79.6735224614362,48,319,29
Matagorda County,Texas,76.4344316001485,48,321,263
Maverick County,Texas,78.6282629812399,48,323,278
Medina County,Texas,78.6718901921122,48,325,139
Menard County,Texas,78.149977058699,48,327,21
Midland County,Texas,78.5140517586289,48,329,1305
Milam County,Texas,76.706710672346,48,331,184
Mills County,Texas,78.3141170101457,48,333,39
Mitchell County,Texas,75.0506832087568,48,335,77
Montague County,Texas,74.840321189938,48,337,191
Montgomery County,Texas,78.9143503015421,48,339,3573
Moore County,Texas,77.768291667435,48,341,134
Morris County,Texas,74.0839909474495,48,343,62
Motley County,Texas,77.5201748253088,48,345,3
Nacogdoches County,Texas,76.3387988642319,48,347,806
Navarro County,Texas,76.0377230791343,48,349,367
Newton County,Texas,74.8395005368677,48,351,71
Nolan County,Texas,74.8783947850377,48,353,68
Nueces County,Texas,77.8383649728957,48,355,4765
Ochiltree County,Texas,76.2800283040756,48,357,89
Oldham County,Texas,79.106583056928,48,359,5
Orange County,Texas,74.1719703299617,48,361,375
Palo Pinto County,Texas,75.5465729410602,48,363,329
Panola County,Texas,75.0654186409941,48,365,92
Parker County,Texas,77.7429026158924,48,367,563
Parmer County,Texas,78.5613010996331,48,369,64
Pecos County,Texas,78.030573361971,48,371,102
Polk County,Texas,73.0079951256337,48,373,279
Potter County,Texas,74.3238112740925,48,375,1956
Presidio County,Texas,85.6216519801444,48,377,75
Rains County,Texas,76.2910874325214,48,379,84
Randall County,Texas,78.5884388880292,48,381,1228
Reagan County,Texas,77.2113481234064,48,383,11
Real County,Texas,76.3724767269193,48,385,25
Red River County,Texas,74.6958525006082,48,387,62
Reeves County,Texas,77.4249896466508,48,389,83
Refugio County,Texas,76.1467287383174,48,391,52
Robertson County,Texas,76.4283175277628,48,395,129
Rockwall County,Texas,79.7056021682165,48,397,305
Runnels County,Texas,76.0807040427317,48,399,103
Rusk County,Texas,76.0981061754048,48,401,177
Sabine County,Texas,74.8233829316076,48,403,39
San Augustine County,Texas,74.1473904930166,48,405,103
San Jacinto County,Texas,76.472441098106,48,407,15
San Patricio County,Texas,76.1472873843689,48,409,765
San Saba County,Texas,77.6691305143336,48,411,20
Schleicher County,Texas,77.8597708758838,48,413,20
Scurry County,Texas,76.7034580674561,48,415,200
Shackelford County,Texas,77.8838332130472,48,417,0
Shelby County,Texas,74.3830985630641,48,419,200
Sherman County,Texas,77.8549250428947,48,421,16
Smith County,Texas,77.7174055055126,48,423,2280
Somervell County,Texas,78.1314477974538,48,425,25
Starr County,Texas,78.5034722821105,48,427,385
Stephens County,Texas,76.3618275028382,48,429,25
Sterling County,Texas,78.2541080521345,48,431,0
Stonewall County,Texas,77.3467421827843,48,433,10
Sutton County,Texas,78.7093921749177,48,435,35
Swisher County,Texas,77.4833326530069,48,437,40
Tarrant County,Texas,78.5794349933046,48,439,21698
Taylor County,Texas,76.3071385086109,48,441,1388
Terry County,Texas,76.1546144092132,48,445,123
Throckmorton County,Texas,77.7223210700707,48,447,13
Titus County,Texas,76.759112750621,48,449,228
Tom Green County,Texas,77.5763184729841,48,451,1423
Travis County,Texas,80.828035885086,48,453,17154
Trinity County,Texas,74.2689179142187,48,455,111
Tyler County,Texas,75.4719737510311,48,457,43
Upshur County,Texas,75.0989633318451,48,459,197
Upton County,Texas,77.1788779206563,48,461,10
Uvalde County,Texas,77.9750860861398,48,463,106
Val Verde County,Texas,79.0571600948366,48,465,426
Van Zandt County,Texas,75.7716187601946,48,467,325
Victoria County,Texas,77.51778294853,48,469,769
Walker County,Texas,77.746808039713,48,471,500
Waller County,Texas,78.1908307685065,48,473,275
Ward County,Texas,75.7357842118675,48,475,53
Washington County,Texas,78.8625152577002,48,477,270
Webb County,Texas,79.4265133187432,48,479,1961
Wharton County,Texas,77.0685454272052,48,481,279
Wheeler County,Texas,75.5634542522707,48,483,37
Wichita County,Texas,75.4877348999663,48,485,1314
Wilbarger County,Texas,75.3745980893112,48,487,162
Willacy County,Texas,78.6535209814533,48,489,119
Williamson County,Texas,81.6467661069842,48,491,4753
Wilson County,Texas,78.8120747613688,48,493,127
Winkler County,Texas,74.5198460151061,48,495,20
Wise County,Texas,76.6480926315302,48,497,312
Wood County,Texas,76.3402002879102,48,499,290
Yoakum County,Texas,77.6446124696141,48,501,12
Young County,Texas,74.9915539222551,48,503,222
Zapata County,Texas,78.8148170480477,48,505,46
Zavala County,Texas,77.2346652379471,48,507,196
Beaver County,Utah,76.8363454411181,49,001,63
Box Elder County,Utah,79.0770465406277,49,003,199
Cache County,Utah,81.6379077561439,49,005,1271
Carbon County,Utah,75.8142573927118,49,007,242
Daggett County,Utah,80.5006520254834,49,009,0
Davis County,Utah,80.5959929332788,49,011,2021
Duchesne County,Utah,77.1744795461994,49,013,107
Emery County,Utah,77.1668394408763,49,015,59
Garfield County,Utah,79.2098911559818,49,017,7
Grand County,Utah,78.239509806446,49,019,70
Iron County,Utah,78.7252665869357,49,021,464
Juab County,Utah,77.9338068945695,49,023,12
Kane County,Utah,78.7509731052712,49,025,51
Millard County,Utah,79.2474141162396,49,027,49
Morgan County,Utah,81.1624693304336,49,029,49
Piute County,Utah,78.1595242049687,49,031,6
Rich County,Utah,80.7207658915662,49,033,8
Salt Lake County,Utah,79.3242214829309,49,035,10712
San Juan County,Utah,78.8881312240914,49,037,18
Sanpete County,Utah,79.2012804061526,49,039,119
Sevier County,Utah,77.4134573876849,49,041,96
Summit County,Utah,82.4559184610104,49,043,147
Tooele County,Utah,78.0838575466071,49,045,368
Uintah County,Utah,77.6125494194618,49,047,187
Utah County,Utah,80.5264469383523,49,049,3612
Wasatch County,Utah,80.5680848259442,49,051,87
Washington County,Utah,81.3984689169493,49,053,1223
Wayne County,Utah,79.2012536838892,49,055,11
Weber County,Utah,78.5416067038855,49,057,2007
Addison County,Vermont,80.7161961576866,50,001,369
Bennington County,Vermont,78.9707735009022,50,003,327
Caledonia County,Vermont,79.1249693608295,50,005,364
Chittenden County,Vermont,81.511370575392,50,007,2245
Essex County,Vermont,79.2074006682945,50,009,24
Franklin County,Vermont,78.8741037847024,50,011,474
Grand Isle County,Vermont,79.3820339502955,50,013,39
Lamoille County,Vermont,79.9505977099248,50,015,180
Orange County,Vermont,80.1452431021336,50,017,264
Orleans County,Vermont,78.6865334338191,50,019,218
Rutland County,Vermont,78.5523683135284,50,021,649
Washington County,Vermont,80.2135369100491,50,023,759
Windham County,Vermont,79.220748876663,50,025,583
Windsor County,Vermont,79.9619067593622,50,027,798
Accomack County,Virginia,75.7989407016313,51,001,199
Amelia County,Virginia,76.9835600493829,51,007,33
Amherst County,Virginia,77.810080432937,51,009,240
Appomattox County,Virginia,77.2944056745063,51,011,97
Arlington County,Virginia,83.199968958259,51,013,4120
Bath County,Virginia,77.1304776301929,51,017,17
Bland County,Virginia,75.4889116216424,51,021,27
Botetourt County,Virginia,79.2129398872823,51,023,75
Brunswick County,Virginia,76.1176974419526,51,025,230
Buchanan County,Virginia,73.1494323576331,51,027,57
Buckingham County,Virginia,77.5051788350548,51,029,61
Campbell County,Virginia,78.5949259506963,51,031,253
Caroline County,Virginia,77.6948341567873,51,033,213
Carroll County,Virginia,77.2996873555837,51,035,206
Charles City County,Virginia,77.1284326212198,51,036,32
Charlotte County,Virginia,76.5897896538698,51,037,76
Chesterfield County,Virginia,79.7227819413481,51,041,2784
Clarke County,Virginia,78.939099284201,51,043,127
Craig County,Virginia,77.5781275814202,51,045,0
Culpeper County,Virginia,78.0853230110708,51,047,411
Cumberland County,Virginia,78.7939899319293,51,049,41
Dickenson County,Virginia,73.4609150865474,51,051,75
Dinwiddie County,Virginia,77.307949791914,51,053,104
Essex County,Virginia,76.5630270663678,51,057,17
Fauquier County,Virginia,79.4046133816011,51,061,433
Floyd County,Virginia,78.5159060416957,51,063,78
Fluvanna County,Virginia,80.4532722032601,51,065,84
Franklin County,Virginia,78.3789022280821,51,067,481
Frederick County,Virginia,79.5851330232103,51,069,517
Giles County,Virginia,75.5820719208166,51,071,26
Gloucester County,Virginia,77.8703623315989,51,073,121
Goochland County,Virginia,80.4677855439952,51,075,76
Grayson County,Virginia,76.6772045599312,51,077,96
Greene County,Virginia,79.2083572689493,51,079,156
Hanover County,Virginia,79.6482911771708,51,085,623
Henrico County,Virginia,79.3687411062427,51,087,3548
Henry County,Virginia,75.9451258030155,51,089,350
Highland County,Virginia,79.398673266229,51,091,0
Isle of Wight County,Virginia,78.3936794109255,51,093,158
King and Queen County,Virginia,77.4944046767017,51,097,0
King George County,Virginia,78.8939814986613,51,099,88
King William County,Virginia,77.3451819986591,51,101,84
Lancaster County,Virginia,77.9142523894213,51,103,114
Lee County,Virginia,74.6630559238387,51,105,142
Loudoun County,Virginia,83.4612889058831,51,107,2432
Louisa County,Virginia,78.2784386621084,51,109,74
Lunenburg County,Virginia,76.7559302753733,51,111,30
Madison County,Virginia,78.6343076178536,51,113,59
Mathews County,Virginia,79.1870590465327,51,115,105
Mecklenburg County,Virginia,76.1261015876199,51,117,279
Middlesex County,Virginia,78.3131738130415,51,119,37
Montgomery County,Virginia,79.6788061509647,51,121,1194
Nelson County,Virginia,78.0145624925138,51,125,59
New Kent County,Virginia,78.6615912955489,51,127,61
Northampton County,Virginia,75.7978937763274,51,131,86
Northumberland County,Virginia,79.0967828145891,51,133,99
Nottoway County,Virginia,75.8488837223044,51,135,210
Orange County,Virginia,78.5200564060281,51,137,281
Page County,Virginia,77.0058436287671,51,139,166
Patrick County,Virginia,76.4379919857817,51,141,193
Powhatan County,Virginia,80.2129685057279,51,145,146
Prince Edward County,Virginia,77.1499189650362,51,147,112
Prince George County,Virginia,79.7504116135739,51,149,221
Pulaski County,Virginia,75.8142252729426,51,155,342
Rappahannock County,Virginia,79.9935287212557,51,157,17
Richmond County,Virginia,76.9878965792629,51,159,63
Roanoke County,Virginia,79.4453662389601,51,161,765
Russell County,Virginia,74.5848168702152,51,167,97
Scott County,Virginia,75.22798686078,51,169,89
Shenandoah County,Virginia,78.9102901662,51,171,449
Smyth County,Virginia,75.0444217378932,51,173,112
Stafford County,Virginia,80.0328658393096,51,179,1106
Surry County,Virginia,78.0542317929082,51,181,78
Sussex County,Virginia,74.9846313811691,51,183,42
Tazewell County,Virginia,73.1762732109334,51,185,281
Warren County,Virginia,76.8524981441577,51,187,333
Washington County,Virginia,77.3412127706371,51,191,495
Westmoreland County,Virginia,76.9347359322018,51,193,138
Wise County,Virginia,73.3937937336001,51,195,169
Wythe County,Virginia,75.8311294423816,51,197,143
Alexandria City,Virginia,82.3090800371826,51,510,3915
Bristol City,Virginia,73.2039368070069,51,520,227
Chesapeake City,Virginia,78.2708604873102,51,550,1986
Colonial Heights City,Virginia,77.2406857423018,51,570,163
Covington City,Virginia,73.6097825547078,51,580,15
Falls Church City,Virginia,81.5591926000576,51,610,140
Galax City,Virginia,73.1313893062685,51,640,82
Hampton City,Virginia,76.9623547880473,51,650,1529
Hopewell City,Virginia,73.412740597072,51,670,382
Lexington City,Virginia,79.1434724855907,51,678,14
Lynchburg City,Virginia,77.1168496334149,51,680,1266
Martinsville City,Virginia,71.7156905562667,51,690,165
Norfolk City,Virginia,75.6908229512896,51,710,4722
Norton City,Virginia,75.8138644528865,51,720,77
Petersburg City,Virginia,71.6849864977145,51,730,713
Poquoson City,Virginia,79.5269841537507,51,735,58
Portsmouth City,Virginia,74.6261996810767,51,740,1469
Radford City,Virginia,77.1751515238722,51,750,298
Richmond City,Virginia,75.8955850569331,51,760,4182
Roanoke City,Virginia,75.0461430185374,51,770,1587
Salem City,Virginia,76.9448759249425,51,775,257
Suffolk City,Virginia,77.3979559012834,51,800,728
Virginia Beach City,Virginia,79.8814563133633,51,810,6767
Winchester City,Virginia,76.8109883112993,51,840,309
Fairfax County,Virginia,83.923627807264,51,059,11749
Fairfax City,Virginia,83.923627807264,51,600,386
Rockingham County,Virginia,80.4794807614418,51,165,338
Harrisonburg City,Virginia,80.4794807614418,51,660,693
James City County,Virginia,81.7753713481424,51,095,500
Williamsburg City,Virginia,81.7753713481424,51,830,207
Prince William County,Virginia,81.2548048262825,51,153,3712
Manassas City,Virginia,81.2548048262825,51,683,517
Manassas Park City,Virginia,81.2548048262825,51,685,117
Rockbridge County,Virginia,78.8543764518136,51,163,144
Buena Vista City,Virginia,78.8543764518136,51,530,20
Spotsylvania County,Virginia,79.1887267571482,51,177,742
Fredericksburg City,Virginia,79.1887267571482,51,630,612
Augusta County,Virginia,78.2026464572972,51,015,347
Staunton City,Virginia,78.2026464572972,51,790,239
Waynesboro City,Virginia,78.2026464572972,51,820,271
Pittsylvania County,Virginia,75.6756480169898,51,143,426
Danville City,Virginia,75.6756480169898,51,590,478
Greensville County,Virginia,74.729911561938,51,081,52
Emporia City,Virginia,74.729911561938,51,595,90
Albemarle County,Virginia,81.4359720882739,51,003,981
Charlottesville City,Virginia,81.4359720882739,51,540,977
Bedford County,Virginia,78.8812500367285,51,019,242
Bedford City,Virginia,78.8812500367285,51,515,112
Halifax County,Virginia,76.1251608284752,51,083,219
Southampton County,Virginia,76.0450529261432,51,175,202
Franklin City,Virginia,76.0450529261432,51,620,317
Alleghany County,Virginia,76.2100914675262,51,005,120
York County,Virginia,78.2025454379302,51,199,515
Newport News City,Virginia,78.2025454379302,51,700,3219
Adams County,Washington,79.2124919038911,53,001,273
Asotin County,Washington,78.9780080099982,53,003,351
Benton County,Washington,80.013162966698,53,005,1537
Chelan County,Washington,80.3390413262101,53,007,924
Clallam County,Washington,79.223698634983,53,009,939
Clark County,Washington,79.8996864102076,53,011,5575
Columbia County,Washington,78.9080409680495,53,013,54
Cowlitz County,Washington,77.6537518683919,53,015,1086
Douglas County,Washington,80.5466973564184,53,017,397
Ferry County,Washington,77.4571020394517,53,019,68
Franklin County,Washington,80.3118134700413,53,021,555
Garfield County,Washington,80.5715745181285,53,023,15
Grant County,Washington,78.7986972598818,53,025,1001
Grays Harbor County,Washington,76.9328001460432,53,027,630
Island County,Washington,81.9090455149959,53,029,956
Jefferson County,Washington,81.2821678682312,53,031,328
King County,Washington,81.6926837067618,53,033,29138
Kitsap County,Washington,79.9179817298859,53,035,3273
Kittitas County,Washington,81.2477103594885,53,037,682
Klickitat County,Washington,80.3431569053554,53,039,139
Lewis County,Washington,77.8902801217469,53,041,743
Lincoln County,Washington,79.6173328248863,53,043,92
Mason County,Washington,78.68263545661,53,045,428
Okanogan County,Washington,78.0434957284345,53,047,517
Pacific County,Washington,77.156634589986,53,049,211
Pend Oreille County,Washington,77.4935039335429,53,051,82
Pierce County,Washington,78.8595412703825,53,053,10239
San Juan County,Washington,84.1268379991302,53,055,202
Skagit County,Washington,79.7682058250025,53,057,1357
Skamania County,Washington,81.229400364686,53,059,76
Snohomish County,Washington,80.2062092561404,53,061,8944
Spokane County,Washington,78.5723112781426,53,063,5787
Stevens County,Washington,78.1025862506819,53,065,369
Thurston County,Washington,80.1370108992259,53,067,2996
Wahkiakum County,Washington,79.2017506768323,53,069,20
Walla Walla County,Washington,79.6858287735431,53,071,553
Whatcom County,Washington,80.9204703529913,53,073,2355
Whitman County,Washington,80.676279243158,53,075,447
Yakima County,Washington,78.3765289142223,53,077,2871
Barbour County,West Virginia,75.9297475058995,54,001,43
Berkeley County,West Virginia,76.2386174767162,54,003,1054
Boone County,West Virginia,72.3791402914102,54,005,123
Braxton County,West Virginia,75.8235906083755,54,007,133
Brooke County,West Virginia,76.0603324889712,54,009,207
Cabell County,West Virginia,74.4334824615304,54,011,1305
Calhoun County,West Virginia,76.5828109494046,54,013,44
Clay County,West Virginia,74.3677162381243,54,015,95
Doddridge County,West Virginia,77.4753242880217,54,017,44
Fayette County,West Virginia,73.3358064830639,54,019,243
Gilmer County,West Virginia,77.3596128556992,54,021,30
Grant County,West Virginia,78.0785474864491,54,023,58
Greenbrier County,West Virginia,75.8250981611898,54,025,262
Hampshire County,West Virginia,76.5231269771359,54,027,349
Hancock County,West Virginia,75.9006157230435,54,029,245
Hardy County,West Virginia,77.3747695696445,54,031,107
Harrison County,West Virginia,75.614071407697,54,033,630
Jackson County,West Virginia,76.4989587213568,54,035,187
Jefferson County,West Virginia,77.7500580863613,54,037,344
Kanawha County,West Virginia,74.934117042328,54,039,1648
Lewis County,West Virginia,74.7818191415998,54,041,118
Lincoln County,West Virginia,72.9902445163402,54,043,104
Logan County,West Virginia,71.0267249158601,54,045,166
McDowell County,West Virginia,68.8786918202501,54,047,102
Marion County,West Virginia,76.9739627212931,54,049,336
Marshall County,West Virginia,76.9889597285879,54,051,279
Mason County,West Virginia,74.7875180394108,54,053,183
Mercer County,West Virginia,73.3157738717762,54,055,377
Mineral County,West Virginia,76.5338243963244,54,057,296
Mingo County,West Virginia,71.1475693161099,54,059,134
Monongalia County,West Virginia,79.2049396168222,54,061,779
Monroe County,West Virginia,76.6675941292399,54,063,71
Morgan County,West Virginia,76.5162775273993,54,065,148
Nicholas County,West Virginia,74.7362652559026,54,067,230
Ohio County,West Virginia,76.7719294518297,54,069,671
Pendleton County,West Virginia,78.912551821246,54,071,75
Pleasants County,West Virginia,76.06182593253,54,073,31
Pocahontas County,West Virginia,76.6924302026225,54,075,26
Preston County,West Virginia,77.1196784121596,54,077,109
Putnam County,West Virginia,76.9370498064554,54,079,142
Raleigh County,West Virginia,74.1071117693515,54,081,575
Randolph County,West Virginia,76.7584940778453,54,083,222
Ritchie County,West Virginia,76.544221421534,54,085,19
Roane County,West Virginia,74.5767200391828,54,087,103
Summers County,West Virginia,75.1006753830185,54,089,11
Taylor County,West Virginia,76.9308026793778,54,091,126
Tucker County,West Virginia,77.4217153159423,54,093,46
Tyler County,West Virginia,76.0710509305317,54,095,52
Upshur County,West Virginia,77.1551144475187,54,097,169
Wayne County,West Virginia,75.5655557325386,54,099,302
Webster County,West Virginia,74.6946489412031,54,101,36
Wetzel County,West Virginia,75.9113437188805,54,103,90
Wirt County,West Virginia,76.4957494218495,54,105,28
Wood County,West Virginia,76.1585489839388,54,107,741
Wyoming County,West Virginia,71.4150237060297,54,109,91
Adams County,Wisconsin,78.1968645278439,55,001,113
Ashland County,Wisconsin,77.346715659753,55,003,168
Barron County,Wisconsin,79.2355892917201,55,005,504
Bayfield County,Wisconsin,79.8708584110305,55,007,96
Brown County,Wisconsin,80.1892930392161,55,009,2580
Buffalo County,Wisconsin,80.6003960389118,55,011,95
Burnett County,Wisconsin,79.057798335096,55,013,124
Calumet County,Wisconsin,80.7289287151272,55,015,257
Chippewa County,Wisconsin,80.0706533731935,55,017,531
Clark County,Wisconsin,79.5318017356063,55,019,192
Columbia County,Wisconsin,79.3123917570067,55,021,614
Crawford County,Wisconsin,79.5700144119596,55,023,136
Dane County,Wisconsin,81.3710557192835,55,025,6572
Dodge County,Wisconsin,79.1700973865126,55,027,797
Door County,Wisconsin,80.6941524021912,55,029,127
Douglas County,Wisconsin,78.2724866598898,55,031,556
Dunn County,Wisconsin,80.7863522993424,55,033,285
Eau Claire County,Wisconsin,80.3271203910814,55,035,1085
Florence County,Wisconsin,78.1456363058323,55,037,29
Fond du Lac County,Wisconsin,80.1754584372088,55,039,792
Forest County,Wisconsin,77.5636302144415,55,041,34
Grant County,Wisconsin,79.5846720317749,55,043,305
Green County,Wisconsin,80.1088910482235,55,045,349
Green Lake County,Wisconsin,78.8836177733162,55,047,147
Iowa County,Wisconsin,79.9391257949533,55,049,159
Iron County,Wisconsin,79.1748728120154,55,051,69
Jackson County,Wisconsin,78.4938687357699,55,053,112
Jefferson County,Wisconsin,80.2729824917765,55,055,861
Juneau County,Wisconsin,78.102738098892,55,057,251
Kenosha County,Wisconsin,78.2036881342341,55,059,1928
Kewaunee County,Wisconsin,81.2418518919896,55,061,112
La Crosse County,Wisconsin,80.2047137004412,55,063,1441
Lafayette County,Wisconsin,80.6837596913522,55,065,113
Langlade County,Wisconsin,78.9203753821069,55,067,157
Lincoln County,Wisconsin,78.8397083790623,55,069,159
Manitowoc County,Wisconsin,79.6726924224478,55,071,643
Marathon County,Wisconsin,80.387889628035,55,073,1238
Marinette County,Wisconsin,78.5020187502375,55,075,299
Marquette County,Wisconsin,78.5727985386693,55,077,99
Menominee County,Wisconsin,73.5079768339417,55,078,6
Milwaukee County,Wisconsin,77.4268504692278,55,079,14526
Monroe County,Wisconsin,78.3808011679535,55,081,321
Oconto County,Wisconsin,79.3882564568919,55,083,197
Oneida County,Wisconsin,78.9631411667894,55,085,367
Outagamie County,Wisconsin,80.6257714784535,55,087,1288
Ozaukee County,Wisconsin,81.8586374068509,55,089,598
Pepin County,Wisconsin,80.9931141838761,55,091,50
Pierce County,Wisconsin,81.0769472853856,55,093,183
Polk County,Wisconsin,79.4158476193869,55,095,380
Portage County,Wisconsin,81.0238641763666,55,097,613
Price County,Wisconsin,78.7780963340681,55,099,105
Racine County,Wisconsin,78.8158573885734,55,101,2067
Richland County,Wisconsin,80.5597688197271,55,103,163
Rock County,Wisconsin,78.4029022662925,55,105,1424
Rusk County,Wisconsin,78.3838786885844,55,107,170
Saint Croix County,Wisconsin,80.5569882058225,55,109,551
Sauk County,Wisconsin,79.4064072228459,55,111,665
Sawyer County,Wisconsin,77.6071720930414,55,113,201
Shawano County,Wisconsin,79.1192600075285,55,115,376
Sheboygan County,Wisconsin,79.6087571033167,55,117,1187
Taylor County,Wisconsin,81.1253971454818,55,119,142
Trempealeau County,Wisconsin,79.7418280063384,55,121,180
Vernon County,Wisconsin,80.0859466197014,55,123,153
Vilas County,Wisconsin,78.9789427685526,55,125,260
Walworth County,Wisconsin,79.3394250610429,55,127,1036
Washburn County,Wisconsin,78.3812207426692,55,129,108
Washington County,Wisconsin,81.0837691669264,55,131,1053
Waukesha County,Wisconsin,81.559907709668,55,133,2780
Waupaca County,Wisconsin,77.8096800151431,55,135,241
Waushara County,Wisconsin,79.3187836887822,55,137,193
Winnebago County,Wisconsin,79.9520456666669,55,139,1616
Wood County,Wisconsin,80.0983500757786,55,141,642
Albany County,Wyoming,80.5021018605962,56,001,476
Big Horn County,Wyoming,76.9150549470186,56,003,83
Campbell County,Wyoming,77.7950895796328,56,005,142
Carbon County,Wyoming,77.2457861072503,56,007,74
Converse County,Wyoming,78.6662660086126,56,009,85
Crook County,Wyoming,79.7479514470725,56,011,28
Fremont County,Wyoming,75.183332529987,56,013,269
Goshen County,Wyoming,79.4014688917595,56,015,56
Hot Springs County,Wyoming,75.9623385596763,56,017,14
