County,State,mean_life_expectancy,State_FIPS,County_FIPS,Total Occupied Households
Autauga County,Alabama,76.3458016126412,01,001,21115.0
Baldwin County,Alabama,78.1131187069305,01,003,78622.0
Barbour County,Alabama,74.7743309934985,01,005,9186.0
Bibb County,Alabama,73.7903133744892,01,007,6840.0
Blount County,Alabama,75.013449464969,01,009,20600.0
Bullock County,Alabama,73.6842860486569,01,011,3609.0
Butler County,Alabama,73.9019445955979,01,013,6708.0
Calhoun County,Alabama,73.4088629777792,01,015,45033.0
Chambers County,Alabama,74.5258741295021,01,017,13516.0
Cherokee County,Alabama,74.4293661472186,01,019,10606.0
Chilton County,Alabama,74.3574576379216,01,021,16751.0
Choctaw County,Alabama,74.5791676770029,01,023,5350.0
Clarke County,Alabama,74.8950304256062,01,025,9358.0
Clay County,Alabama,74.5316289536644,01,027,5236.0
Cleburne County,Alabama,74.3862420952093,01,029,5726.0
Coffee County,Alabama,76.3613073583135,01,031,19789.0
Colbert County,Alabama,74.531880399761,01,033,21799.0
Conecuh County,Alabama,73.5208362803517,01,035,4574.0
Coosa County,Alabama,75.5688098046964,01,037,4103.0
Covington County,Alabama,74.094051609186,01,039,15008.0
Crenshaw County,Alabama,74.1434109951944,01,041,5025.0
Cullman County,Alabama,74.4187888904678,01,043,30730.0
Dale County,Alabama,75.6212203924387,01,045,18670.0
Dallas County,Alabama,72.300300454957,01,047,16336.0
DeKalb County,Alabama,74.664298896307,01,049,26132.0
Elmore County,Alabama,76.0666411732753,01,051,29143.0
Escambia County,Alabama,73.1785510386588,01,053,13428.0
Etowah County,Alabama,73.310801891145,01,055,38777.0
Fayette County,Alabama,73.7501826390878,01,057,6947.0
Franklin County,Alabama,73.6994529156054,01,059,11210.0
Geneva County,Alabama,74.2429861050731,01,061,10479.0
Greene County,Alabama,74.0541627291715,01,063,2955.0
Hale County,Alabama,73.8211347225773,01,065,5658.0
Henry County,Alabama,75.5345409164455,01,067,6669.0
Houston County,Alabama,76.2003724907021,01,069,39253.0
Jackson County,Alabama,73.4860798339663,01,071,20626.0
Jefferson County,Alabama,74.8266754858777,01,073,260924.0
