County,State,mean_life_expectancy,State_FIPS,County_FIPS,Total Families (Single Mother)
Autauga County,Alabama,76.0246312323304,01,001,1317.0
Baldwin County,Alabama,77.8952429034613,01,003,3185.0
Barbour County,Alabama,74.6572190352659,01,005,1029.0
Bibb County,Alabama,73.6342805287431,01,007,454.0
Blount County,Alabama,74.8974607079908,01,009,1067.0
Bullock County,Alabama,73.7079253175275,01,011,549.0
Butler County,Alabama,73.7151229204611,01,013,627.0
Calhoun County,Alabama,73.3078477077272,01,015,4016.0
Chambers County,Alabama,74.2425871374709,01,017,1110.0
Cherokee County,Alabama,74.3480110237785,01,019,576.0
Chilton County,Alabama,74.1052560370855,01,021,1409.0
Choctaw County,Alabama,74.2757388369681,01,023,397.0
Clarke County,Alabama,74.6238045774491,01,025,561.0
Clay County,Alabama,74.3591398533707,01,027,500.0
Cleburne County,Alabama,74.0840978801744,01,029,235.0
Coffee County,Alabama,76.2048720238035,01,031,1536.0
Colbert County,Alabama,74.2982544702841,01,033,1425.0
Conecuh County,Alabama,73.3561349626999,01,035,444.0
Coosa County,Alabama,75.3441712856155,01,037,158.0
Covington County,Alabama,74.078109873637,01,039,945.0
Crenshaw County,Alabama,73.9820921275375,01,041,480.0
Cullman County,Alabama,74.3545019878194,01,043,1676.0
Dale County,Alabama,75.4733509430588,01,045,1379.0
Dallas County,Alabama,72.03447738714,01,047,2015.0
DeKalb County,Alabama,74.524309920443,01,049,1639.0
Elmore County,Alabama,75.8544515314726,01,051,2294.0
Escambia County,Alabama,73.1026233420298,01,053,908.0
Etowah County,Alabama,73.023382014908,01,055,2602.0
Fayette County,Alabama,73.6468181376117,01,057,289.0
Franklin County,Alabama,73.4916922949218,01,059,777.0
Geneva County,Alabama,74.2527953119664,01,061,796.0
Greene County,Alabama,73.8570082667757,01,063,339.0
Hale County,Alabama,73.6467181824322,01,065,570.0
Henry County,Alabama,75.4887946207952,01,067,365.0
Houston County,Alabama,76.032673861126,01,069,3565.0
Jackson County,Alabama,73.3946413725398,01,071,1120.0
Jefferson County,Alabama,74.5743774281111,01,073,24417.0
Lamar County,Alabama,74.3774503003945,01,075,324.0
Lauderdale County,Alabama,76.0388971623086,01,077,2496.0
Lawrence County,Alabama,73.6788440834402,01,079,703.0
Lee County,Alabama,77.5526205196881,01,081,4765.0
Limestone County,Alabama,77.3036396921757,01,083,1857.0
Lowndes County,Alabama,71.8712681595456,01,085,705.0
Macon County,Alabama,72.9264822618015,01,087,754.0
Madison County,Alabama,77.4457800370199,01,089,9721.0
Marengo County,Alabama,73.4699638933891,01,091,611.0
Marion County,Alabama,74.0260626515723,01,093,844.0
Marshall County,Alabama,74.044529414402,01,095,2438.0
Mobile County,Alabama,74.832531869489,01,097,14647.0
Monroe County,Alabama,74.6472436418514,01,099,625.0
Montgomery County,Alabama,75.8639742828833,01,101,10135.0
Morgan County,Alabama,75.2271704532966,01,103,3674.0
Perry County,Alabama,72.388930405107,01,105,283.0
Pickens County,Alabama,74.4608285703048,01,107,572.0
Pike County,Alabama,74.9526888282757,01,109,1309.0
Randolph County,Alabama,74.2303989397729,01,111,560.0
Russell County,Alabama,73.5167015561246,01,113,2223.0
Saint Clair County,Alabama,74.7414911385038,01,115,1666.0
Shelby County,Alabama,79.9439409572104,01,117,3677.0
Sumter County,Alabama,74.3379744715151,01,119,494.0
Talladega County,Alabama,73.3972425657916,01,121,2785.0
Tallapoosa County,Alabama,74.8751981595403,01,123,1287.0
Tuscaloosa County,Alabama,76.2628239560412,01,125,6355.0
Walker County,Alabama,70.3120931463706,01,127,1770.0
Washington County,Alabama,74.379913964713,01,129,415.0
Wilcox County,Alabama,71.4192185766012,01,131,288.0
Winston County,Alabama,74.31731572053,01,133,546.0
Anchorage Municipality,Alaska,78.8427395859197,02,020,7280.0
Bethel Census Area,Alaska,72.3773195918739,02,050,460.0
Bristol Bay Borough,Alaska,75.8312576360195,02,060,28.0
Fairbanks North Star Borough,Alaska,79.8531882449376,02,090,1923.0
Haines Borough,Alaska,81.6301311834033,02,100,47.0
Juneau City and Borough,Alaska,80.4330971073059,02,110,573.0
Kenai Peninsula Borough,Alaska,78.3677604150779,02,122,1162.0
Kodiak Island Borough,Alaska,79.8324510978969,02,150,489.0
Matanuska-Susitna Borough,Alaska,78.4961228596649,02,170,1449.0
Nome Census Area,Alaska,70.4964319256222,02,180,345.0
North Slope Borough,Alaska,75.4604638102837,02,185,206.0
Sitka City and Borough,Alaska,80.0877625456278,02,220,251.0
Southeast Fairbanks Census Area,Alaska,77.3779098522792,02,240,129.0
Valdez-Cordova Census Area,Alaska,78.9328153281328,02,261,74.0
Wade Hampton Census Area,Alaska,67.9859126754132,02,270,
Northwest Arctic Borough,Alaska,72.237114207438,02,188,218.0
Aleutians East Borough,Alaska,84.1950647120622,02,013,87.0
Aleutians West Census Area,Alaska,84.1950647120622,02,016,54.0
Dillingham Census Area,Alaska,73.937488710631,02,070,174.0
Lake and Peninsula Borough,Alaska,73.937488710631,02,164,45.0
Denali Borough,Alaska,73.9553492576129,02,068,5.0
Yukon-Koyukuk Census Area,Alaska,73.9553492576129,02,290,178.0
Hoonah-Angoon Census Area,Alaska,80.749870087287,02,105,41.0
Skagway Municipality,Alaska,80.749870087287,02,230,11.0
Yakutat City and Borough,Alaska,80.749870087287,02,282,21.0
Ketchikan Gateway Borough,Alaska,78.870520839502,02,130,368.0
Petersburg Borough,Alaska,78.870520839502,02,195,83.0
Prince of Wales-Hyder Census Area,Alaska,78.870520839502,02,198,143.0
Wrangell City and Borough,Alaska,78.870520839502,02,275,70.0
Apache County,Arizona,72.2408515337713,04,001,1759.0
Cochise County,Arizona,77.7961940778469,04,003,3232.0
Coconino County,Arizona,78.5702279856415,04,005,3112.0
Gila County,Arizona,74.1269913666399,04,007,1276.0
Graham County,Arizona,76.9440705172127,04,009,781.0
Greenlee County,Arizona,78.1978326048683,04,011,233.0
Maricopa County,Arizona,79.6563218537266,04,013,103519.0
Mohave County,Arizona,74.9338228939162,04,015,4267.0
Navajo County,Arizona,73.8300467164729,04,017,3278.0
Pima County,Arizona,78.6548008107775,04,019,28426.0
Pinal County,Arizona,80.8637745945733,04,021,8095.0
Santa Cruz County,Arizona,81.5659007827293,04,023,1577.0
Yavapai County,Arizona,78.0019889385203,04,025,3630.0
La Paz County,Arizona,81.1244263390012,04,012,357.0
Yuma County,Arizona,81.1244263390012,04,027,5235.0
Arkansas County,Arkansas,73.5043452669212,05,001,639.0
Ashley County,Arkansas,73.9253722421542,05,003,481.0
Baxter County,Arkansas,75.9597914129396,05,005,717.0
Benton County,Arkansas,79.3162674700135,05,007,5295.0
Boone County,Arkansas,76.1204721411668,05,009,730.0
Bradley County,Arkansas,73.6787408686852,05,011,372.0
Calhoun County,Arkansas,74.5306926339902,05,013,110.0
Carroll County,Arkansas,76.8382013939385,05,015,457.0
Chicot County,Arkansas,73.3117463375035,05,017,456.0
Clark County,Arkansas,75.5224420894244,05,019,649.0
Clay County,Arkansas,72.8559680875974,05,021,477.0
Cleburne County,Arkansas,75.7051992678076,05,023,577.0
Cleveland County,Arkansas,74.8589626853021,05,025,275.0
Columbia County,Arkansas,74.1079710416384,05,027,801.0
Conway County,Arkansas,74.695878166784,05,029,634.0
Craighead County,Arkansas,76.2037097312571,05,031,3303.0
Crawford County,Arkansas,75.7157396241204,05,033,1391.0
Crittenden County,Arkansas,72.6251939385932,05,035,2429.0
Cross County,Arkansas,73.1602124341335,05,037,511.0
Dallas County,Arkansas,73.3735532648729,05,039,219.0
Desha County,Arkansas,72.4752962604024,05,041,532.0
Drew County,Arkansas,75.0673773726032,05,043,603.0
Faulkner County,Arkansas,76.4182309752644,05,045,2928.0
Franklin County,Arkansas,74.4373222870369,05,047,353.0
Fulton County,Arkansas,74.9193229812661,05,049,303.0
Garland County,Arkansas,74.6309366391751,05,051,2906.0
Grant County,Arkansas,75.3698091973697,05,053,374.0
Greene County,Arkansas,74.0996452052536,05,055,1141.0
Hempstead County,Arkansas,75.1266368361279,05,057,730.0
Hot Spring County,Arkansas,74.2281769368533,05,059,714.0
Howard County,Arkansas,73.8919511396459,05,061,601.0
Independence County,Arkansas,75.5988097794403,05,063,711.0
Izard County,Arkansas,75.2554983306065,05,065,168.0
