County,State,mean_life_expectancy,State_FIPS,County_FIPS,Total Occupied Households
Autauga County,Alabama,75.8778642323899,01,001,20800.0
Baldwin County,Alabama,77.9130697620398,01,003,75149.0
Barbour County,Alabama,74.9198636240141,01,005,9122.0
Bibb County,Alabama,73.6673305057905,01,007,7048.0
Blount County,Alabama,75.0352199305904,01,009,20619.0
Bullock County,Alabama,74.0743945438457,01,011,3556.0
Butler County,Alabama,73.7224421194177,01,013,7675.0
Calhoun County,Alabama,73.2983281711204,01,015,45071.0
Chambers County,Alabama,74.35653924479,01,017,13851.0
Cherokee County,Alabama,74.35852627411,01,019,10999.0
Chilton County,Alabama,74.0413531729133,01,021,16619.0
Choctaw County,Alabama,74.2486999564165,01,023,5562.0
Clarke County,Alabama,74.5765529742926,01,025,9554.0
Clay County,Alabama,74.369383765865,01,027,5363.0
Cleburne County,Alabama,73.9771106499581,01,029,5834.0
Coffee County,Alabama,76.3011829926155,01,031,19375.0
Colbert County,Alabama,74.3929774045908,01,033,22105.0
Conecuh County,Alabama,73.4218703928667,01,035,5090.0
Coosa County,Alabama,75.1413818724986,01,037,4206.0
Covington County,Alabama,74.1371294582595,01,039,15179.0
Crenshaw County,Alabama,74.0180136364953,01,041,5426.0
Cullman County,Alabama,74.3769894915807,01,043,31081.0
Dale County,Alabama,75.5523047608571,01,045,18794.0
Dallas County,Alabama,71.9735127187965,01,047,16099.0
DeKalb County,Alabama,74.4934976817947,01,049,24811.0
Elmore County,Alabama,75.7757161449512,01,051,28890.0
Escambia County,Alabama,73.1630074988594,01,053,13536.0
Etowah County,Alabama,73.053355135026,01,055,39522.0
Fayette County,Alabama,73.6581554932797,01,057,6850.0
Franklin County,Alabama,73.3754326341656,01,059,11697.0
Geneva County,Alabama,74.4234456628163,01,061,10657.0
Greene County,Alabama,73.9562928242995,01,063,3107.0
Hale County,Alabama,73.7872404003688,01,065,5948.0
Henry County,Alabama,75.4295227396512,01,067,6831.0
Houston County,Alabama,76.107335428337,01,069,39363.0
Jackson County,Alabama,73.4224281684067,01,071,19945.0
Jefferson County,Alabama,74.6861744174914,01,073,261773.0
Lamar County,Alabama,74.3621045612881,01,075,6010.0
Lauderdale County,Alabama,76.0319979262066,01,077,38361.0
Lawrence County,Alabama,73.765357848758,01,079,13321.0
Lee County,Alabama,77.5109882075979,01,081,57901.0
Limestone County,Alabama,77.2763641772968,01,083,32073.0
Lowndes County,Alabama,71.8951633690497,01,085,4238.0
Macon County,Alabama,73.090134567349,01,087,7915.0
Madison County,Alabama,77.5122550397981,01,089,139949.0
Marengo County,Alabama,73.54245764648,01,091,8149.0
Marion County,Alabama,74.0145601745605,01,093,12486.0
Marshall County,Alabama,74.0554552221729,01,095,34461.0
Mobile County,Alabama,74.8448680449495,01,097,154261.0
Monroe County,Alabama,74.7048197454091,01,099,8316.0
Montgomery County,Alabama,75.9247713547993,01,101,90281.0
Morgan County,Alabama,75.2816176346909,01,103,46164.0
Perry County,Alabama,72.2207426684408,01,105,3198.0
Pickens County,Alabama,74.3841278449026,01,107,7618.0
Pike County,Alabama,74.9075976437267,01,109,12802.0
Randolph County,Alabama,74.1995203731576,01,111,8691.0
Russell County,Alabama,73.8166201926909,01,113,22333.0
Saint Clair County,Alabama,74.931099486946,01,115,31832.0
Shelby County,Alabama,79.9329869213868,01,117,75942.0
Sumter County,Alabama,74.3710053760309,01,119,4878.0
Talladega County,Alabama,73.4265194965138,01,121,31461.0
Tallapoosa County,Alabama,74.8367340685609,01,123,16338.0
Tuscaloosa County,Alabama,76.1222396683925,01,125,70440.0
Walker County,Alabama,70.313647599106,01,127,25194.0
Washington County,Alabama,74.2666042086814,01,129,6113.0
Wilcox County,Alabama,71.4893330327934,01,131,3792.0
Winston County,Alabama,74.3483369616355,01,133,9436.0
Anchorage Municipality,Alaska,78.9414080782189,02,020,104969.0
Bethel Census Area,Alaska,72.4470915674431,02,050,4555.0
Bristol Bay Borough,Alaska,75.6282235384974,02,060,360.0
Fairbanks North Star Borough,Alaska,79.6767828494726,02,090,35303.0
Haines Borough,Alaska,81.3439033397237,02,100,1170.0
Juneau City and Borough,Alaska,80.1511541046263,02,110,12138.0
Kenai Peninsula Borough,Alaska,78.4498058809908,02,122,21481.0
Kodiak Island Borough,Alaska,79.6808969333594,02,150,4585.0
Matanuska-Susitna Borough,Alaska,78.425444432157,02,170,30839.0
Nome Census Area,Alaska,70.7266373275761,02,180,2879.0
North Slope Borough,Alaska,75.2944708808568,02,185,2018.0
Sitka City and Borough,Alaska,80.0851648320793,02,220,3504.0
Southeast Fairbanks Census Area,Alaska,77.453426696203,02,240,2085.0
Valdez-Cordova Census Area,Alaska,78.4894852204936,02,261,2937.0
Wade Hampton Census Area,Alaska,68.2374433774828,02,270,
Northwest Arctic Borough,Alaska,72.3150672257676,02,188,1904.0
Aleutians East Borough,Alaska,83.9668552562973,02,013,788.0
Aleutians West Census Area,Alaska,83.9668552562973,02,016,1186.0
Dillingham Census Area,Alaska,73.902430273866,02,070,1375.0
Lake and Peninsula Borough,Alaska,73.902430273866,02,164,468.0
Denali Borough,Alaska,73.7545978405956,02,068,707.0
Yukon-Koyukuk Census Area,Alaska,73.7545978405956,02,290,1981.0
Hoonah-Angoon Census Area,Alaska,80.6333971268856,02,105,836.0
Skagway Municipality,Alaska,80.6333971268856,02,230,428.0
Yakutat City and Borough,Alaska,80.6333971268856,02,282,247.0
Ketchikan Gateway Borough,Alaska,78.7599035617588,02,130,5209.0
Petersburg Borough,Alaska,78.7599035617588,02,195,1237.0
Prince of Wales-Hyder Census Area,Alaska,78.7599035617588,02,198,2267.0
Wrangell City and Borough,Alaska,78.7599035617588,02,275,1045.0
Apache County,Arizona,72.5861795747435,04,001,19351.0
Cochise County,Arizona,77.8381814457557,04,003,49230.0
Coconino County,Arizona,78.7310637809859,04,005,47366.0
Gila County,Arizona,74.5194372043746,04,007,21408.0
Graham County,Arizona,77.0588505436379,04,009,10915.0
Greenlee County,Arizona,78.2700423686553,04,011,3295.0
Maricopa County,Arizona,79.7975632543799,04,013,1465840.0
Mohave County,Arizona,75.0984277272029,04,015,82145.0
Navajo County,Arizona,74.0172421905699,04,017,34090.0
Pima County,Arizona,78.7473891386961,04,019,395390.0
Pinal County,Arizona,80.8872234047816,04,021,130801.0
Santa Cruz County,Arizona,81.6928524316121,04,023,15538.0
Yavapai County,Arizona,78.2013767088911,04,025,93445.0
La Paz County,Arizona,81.1323584179148,04,012,9181.0
Yuma County,Arizona,81.1323584179148,04,027,70924.0
Arkansas County,Arkansas,73.5078340747071,05,001,7685.0
Ashley County,Arkansas,74.1018929294341,05,003,8338.0
Baxter County,Arkansas,75.9668160004689,05,005,18061.0
Benton County,Arkansas,79.3662392360665,05,007,88014.0
Boone County,Arkansas,76.2052538764821,05,009,14883.0
Bradley County,Arkansas,73.6321012263139,05,011,4550.0
Calhoun County,Arkansas,74.2742607709339,05,013,2079.0
Carroll County,Arkansas,76.8819075049595,05,015,10874.0
Chicot County,Arkansas,73.3238474544558,05,017,4384.0
Clark County,Arkansas,75.3882863851655,05,019,8783.0
Clay County,Arkansas,72.9811894014708,05,021,6453.0
Cleburne County,Arkansas,75.8127585008705,05,023,10360.0
Cleveland County,Arkansas,74.8939886154834,05,025,3342.0
Columbia County,Arkansas,74.0855795655613,05,027,9518.0
Conway County,Arkansas,74.754414371743,05,029,8360.0
Craighead County,Arkansas,76.0817250967884,05,031,39042.0
Crawford County,Arkansas,75.6766406592927,05,033,23548.0
Crittenden County,Arkansas,72.5637861678559,05,035,18496.0
Cross County,Arkansas,73.2244878594942,05,037,6703.0
Dallas County,Arkansas,73.4422555480321,05,039,3222.0
Desha County,Arkansas,72.6462159118589,05,041,5224.0
Drew County,Arkansas,75.1951468080834,05,043,7094.0
Faulkner County,Arkansas,76.4874032503551,05,045,43451.0
Franklin County,Arkansas,74.4845723172756,05,047,6779.0
Fulton County,Arkansas,74.9094662928843,05,049,5240.0
Garland County,Arkansas,74.6472657226993,05,051,40353.0
Grant County,Arkansas,75.4770090781045,05,053,6869.0
Greene County,Arkansas,74.1589164965496,05,055,16766.0
Hempstead County,Arkansas,75.1979646501176,05,057,7729.0
Hot Spring County,Arkansas,74.4999020548917,05,059,12226.0
Howard County,Arkansas,73.932743414837,05,061,5068.0
Independence County,Arkansas,75.597642844104,05,063,14316.0
Izard County,Arkansas,75.3232023880092,05,065,5349.0
Jackson County,Arkansas,73.2755006173174,05,067,6219.0
Jefferson County,Arkansas,73.3573657986794,05,069,27660.0
Johnson County,Arkansas,75.708328154088,05,071,10014.0
Lafayette County,Arkansas,74.1087285476435,05,073,2947.0
Lawrence County,Arkansas,73.8666511091755,05,075,6603.0
Lee County,Arkansas,73.2898101789483,05,077,3541.0
Lincoln County,Arkansas,74.8737212942846,05,079,3940.0
Little River County,Arkansas,74.0887659563583,05,081,5191.0
Logan County,Arkansas,74.3392486202055,05,083,8401.0
Lonoke County,Arkansas,74.8597538055158,05,085,25993.0
Madison County,Arkansas,75.3760684364268,05,087,6279.0
Marion County,Arkansas,75.2302699143187,05,089,6667.0
Miller County,Arkansas,74.464750313759,05,091,17003.0
Mississippi County,Arkansas,71.5808568937905,05,093,16835.0
Monroe County,Arkansas,72.5512464018065,05,095,3306.0
Montgomery County,Arkansas,75.7333292628795,05,097,3735.0
Nevada County,Arkansas,74.1305169224004,05,099,3509.0
Newton County,Arkansas,76.8481553354379,05,101,3243.0
Ouachita County,Arkansas,72.9330993978912,05,103,10313.0
Perry County,Arkansas,74.9408602678681,05,105,3730.0
Phillips County,Arkansas,71.0370074249924,05,107,7953.0
Pike County,Arkansas,74.8391656898764,05,109,4298.0
Poinsett County,Arkansas,71.2771472412706,05,111,9471.0
Polk County,Arkansas,74.8970397900164,05,113,7925.0
Pope County,Arkansas,76.4300136434993,05,115,22919.0
Prairie County,Arkansas,75.5071739186967,05,117,3846.0
Pulaski County,Arkansas,75.8807017523375,05,119,155440.0
Randolph County,Arkansas,74.4503944893886,05,121,7318.0
Saint Francis County,Arkansas,74.2814678477732,05,123,9308.0
Saline County,Arkansas,77.1945795984751,05,125,42633.0
Scott County,Arkansas,74.7762367047787,05,127,3965.0
Searcy County,Arkansas,75.209341850468,05,129,3194.0
Sebastian County,Arkansas,75.7412578528108,05,131,50437.0
Sevier County,Arkansas,75.0335734317659,05,133,6005.0
Sharp County,Arkansas,73.8718009909941,05,135,7320.0
Stone County,Arkansas,75.9810049570156,05,137,4966.0
Union County,Arkansas,73.1547114216788,05,139,16383.0
Van Buren County,Arkansas,76.1235890134709,05,141,6825.0
Washington County,Arkansas,77.842915624892,05,143,83467.0
White County,Arkansas,75.2602189004461,05,145,29108.0
Woodruff County,Arkansas,72.6191345768075,05,147,2919.0
Yell County,Arkansas,74.3789291508417,05,149,7492.0
Alameda County,California,82.1501481156434,06,001,564293.0
Alpine County,California,78.7141694777777,06,003,343.0
Amador County,California,79.6289913494107,06,005,14248.0
Butte County,California,77.5105736588065,06,007,85505.0
Calaveras County,California,79.3962210334918,06,009,17713.0
Colusa County,California,79.8683726910953,06,011,6962.0
Contra Costa County,California,81.820905224195,06,013,387540.0
Del Norte County,California,75.3686655248315,06,015,9443.0
El Dorado County,California,81.4317611841157,06,017,67528.0
Fresno County,California,78.4598027402172,06,019,299456.0
Glenn County,California,77.4678250112228,06,021,9801.0
Humboldt County,California,76.7743480124378,06,023,53689.0
Imperial County,California,80.7733344280559,06,025,45800.0
Inyo County,California,79.2496428941011,06,027,7973.0
Kern County,California,77.1131579275637,06,029,262337.0
Kings County,California,79.3576346699736,06,031,41845.0
Lake County,California,74.8583185356204,06,033,26194.0
Lassen County,California,78.1832914319916,06,035,9501.0
Los Angeles County,California,81.5672419912865,06,037,3281845.0
Madera County,California,78.9932943575827,06,039,43574.0
Marin County,California,84.5696953393942,06,041,104400.0
Mariposa County,California,80.0692648230514,06,043,7255.0
Mendocino County,California,78.5297725160372,06,045,34594.0
Merced County,California,78.5160140959399,06,047,78270.0
Modoc County,California,77.3676287645249,06,049,3670.0
Mono County,California,84.9099794657506,06,051,4950.0
Monterey County,California,81.9215612488998,06,053,125916.0
Napa County,California,81.1717905624185,06,055,49375.0
Nevada County,California,81.0737790934898,06,057,40587.0
Orange County,California,82.5515884259936,06,059,1017012.0
Placer County,California,81.6415657950364,06,061,136730.0
Plumas County,California,78.4309252153192,06,063,8376.0
Riverside County,California,80.3460832691874,06,065,705716.0
Sacramento County,California,79.0908345914297,06,067,527335.0
San Benito County,California,81.7030195794554,06,069,17390.0
San Bernardino County,California,78.3619715863638,06,071,618922.0
San Diego County,California,81.6053443891293,06,073,1103128.0
San Francisco County,California,82.9715287689956,06,075,356797.0
San Joaquin County,California,78.1059218431169,06,077,221707.0
San Luis Obispo County,California,81.2878144166655,06,079,104404.0
San Mateo County,California,84.0123323762231,06,081,261010.0
Santa Barbara County,California,81.6454722199999,06,083,143051.0
Santa Clara County,California,83.9160943086229,06,085,626579.0
Santa Cruz County,California,81.9961564120804,06,087,95062.0
Shasta County,California,75.8154731112947,06,089,69713.0
Sierra County,California,78.6673415441736,06,091,1275.0
Siskiyou County,California,76.2815852028519,06,093,19045.0
Solano County,California,79.6679789808252,06,095,145315.0
Sonoma County,California,81.4949042107213,06,097,189043.0
Stanislaus County,California,77.7558204850156,06,099,170328.0
Sutter County,California,78.425992865714,06,101,32028.0
Tehama County,California,77.156038711692,06,103,23573.0
Trinity County,California,76.476377604325,06,105,5468.0
Tulare County,California,78.0600422756,06,107,134153.0
Tuolumne County,California,78.5207303713631,06,109,22083.0
Ventura County,California,81.8451328376878,06,111,269338.0
Yolo County,California,80.902034743803,06,113,72544.0
Yuba County,California,75.7450257040619,06,115,25655.0
Alamosa County,Colorado,75.771887610673,08,003,5946.0
Archuleta County,Colorado,81.6414378243916,08,007,5382.0
Baca County,Colorado,76.9965655550903,08,009,1545.0
Bent County,Colorado,75.7641542661414,08,011,1720.0
Chaffee County,Colorado,81.2002092122488,08,015,7736.0
Cheyenne County,Colorado,78.8841561398334,08,017,776.0
Clear Creek County,Colorado,82.2134532225974,08,019,4411.0
Conejos County,Colorado,76.3307341255663,08,021,2900.0
Costilla County,Colorado,76.7769601558707,08,023,1506.0
Crowley County,Colorado,77.1719431023493,08,025,1174.0
Custer County,Colorado,81.0944165093847,08,027,1950.0
Delta County,Colorado,77.9358229078402,08,029,12027.0
Dolores County,Colorado,79.3628695960052,08,033,720.0
Douglas County,Colorado,83.4601212130212,08,035,114017.0
Eagle County,Colorado,88.2928566275646,08,037,17613.0
Elbert County,Colorado,81.4849215372713,08,039,8568.0
El Paso County,Colorado,78.9786695180627,08,041,249279.0
Fremont County,Colorado,77.137998463904,08,043,16327.0
Garfield County,Colorado,80.5212296945579,08,045,20771.0
Gilpin County,Colorado,81.1262138403668,08,047,2508.0
Grand County,Colorado,83.5860252464151,08,049,5788.0
Gunnison County,Colorado,82.632977713167,08,051,6577.0
Huerfano County,Colorado,75.6325634414296,08,055,3132.0
Jackson County,Colorado,79.6337211914158,08,057,616.0
Kiowa County,Colorado,77.5284594449532,08,061,581.0
Kit Carson County,Colorado,79.2319755865927,08,063,2975.0
Lake County,Colorado,81.4714622277775,08,065,3121.0
La Plata County,Colorado,81.6596562998791,08,067,21605.0
Larimer County,Colorado,81.5083109395379,08,069,127067.0
Las Animas County,Colorado,76.3309843460437,08,071,6090.0
Lincoln County,Colorado,78.6842812775749,08,073,1502.0
Logan County,Colorado,79.2200596051251,08,075,8029.0
Mesa County,Colorado,78.3937721412894,08,077,59501.0
Moffat County,Colorado,78.1221748148496,08,081,4927.0
Montezuma County,Colorado,77.1367714339189,08,083,10305.0
Montrose County,Colorado,79.2461641337684,08,085,16587.0
Morgan County,Colorado,78.13439908772,08,087,10493.0
Otero County,Colorado,75.1401575306602,08,089,7449.0
Ouray County,Colorado,84.0203909090915,08,091,2166.0
Park County,Colorado,82.7078121177392,08,093,7398.0
Phillips County,Colorado,80.0902373229648,08,095,1731.0
Pitkin County,Colorado,90.470655000783,08,097,7601.0
Prowers County,Colorado,76.7338690354723,08,099,4897.0
Pueblo County,Colorado,76.4534159713537,08,101,62899.0
Rio Blanco County,Colorado,78.8510030730045,08,103,2450.0
Rio Grande County,Colorado,76.7006333576077,08,105,4582.0
Routt County,Colorado,83.0859439169025,08,107,9437.0
Saguache County,Colorado,79.549357835051,08,109,2530.0
San Miguel County,Colorado,85.8934808652553,08,113,3258.0
Sedgwick County,Colorado,77.6908466567926,08,115,1012.0
Summit County,Colorado,90.7599342440293,08,117,9714.0
Teller County,Colorado,80.4060865096973,08,119,9762.0
Washington County,Colorado,79.5359214085342,08,121,2005.0
Yuma County,Colorado,78.8699502657181,08,125,4009.0
Adams County,Colorado,80.2432338592034,08,001,158748.0
Arapahoe County,Colorado,80.2432338592034,08,005,231844.0
Boulder County,Colorado,80.2432338592034,08,013,123669.0
Broomfield County,Colorado,80.2432338592034,08,014,24581.0
