County,State,mean_life_expectancy,State_FIPS,County_FIPS,White Population
Autauga County,Alabama,76.0246312323304,01,001,42159.0
Baldwin County,Alabama,77.8952429034613,01,003,175961.0
Barbour County,Alabama,74.6572190352659,01,005,12200.0
Bibb County,Alabama,73.6342805287431,01,007,17323.0
Blount County,Alabama,74.8974607079908,01,009,55045.0
Bullock County,Alabama,73.7079253175275,01,011,2299.0
Butler County,Alabama,73.7151229204611,01,013,10547.0
Calhoun County,Alabama,73.3078477077272,01,015,86136.0
Chambers County,Alabama,74.2425871374709,01,017,19552.0
Cherokee County,Alabama,74.3480110237785,01,019,24072.0
Chilton County,Alabama,74.1052560370855,01,021,36497.0
Choctaw County,Alabama,74.2757388369681,01,023,7456.0
Clarke County,Alabama,74.6238045774491,01,025,13108.0
Clay County,Alabama,74.3591398533707,01,027,11148.0
Cleburne County,Alabama,74.0840978801744,01,029,14127.0
Coffee County,Alabama,76.2048720238035,01,031,38956.0
Colbert County,Alabama,74.2982544702841,01,033,43315.0
Conecuh County,Alabama,73.3561349626999,01,035,6494.0
Coosa County,Alabama,75.3441712856155,01,037,7165.0
Covington County,Alabama,74.078109873637,01,039,31758.0
Crenshaw County,Alabama,73.9820921275375,01,041,9911.0
Cullman County,Alabama,74.3545019878194,01,043,78056.0
Dale County,Alabama,75.4733509430588,01,045,36202.0
Dallas County,Alabama,72.03447738714,01,047,11497.0
DeKalb County,Alabama,74.524309920443,01,049,61415.0
Elmore County,Alabama,75.8544515314726,01,051,60877.0
Escambia County,Alabama,73.1026233420298,01,053,23087.0
Etowah County,Alabama,73.023382014908,01,055,83436.0
Fayette County,Alabama,73.6468181376117,01,057,14240.0
Franklin County,Alabama,73.4916922949218,01,059,27055.0
Geneva County,Alabama,74.2527953119664,01,061,23014.0
Greene County,Alabama,73.8570082667757,01,063,1459.0
Hale County,Alabama,73.6467181824322,01,065,5928.0
Henry County,Alabama,75.4887946207952,01,067,12144.0
Houston County,Alabama,76.032673861126,01,069,72271.0
Jackson County,Alabama,73.3946413725398,01,071,47628.0
Jefferson County,Alabama,74.5743774281111,01,073,343449.0
Lamar County,Alabama,74.3774503003945,01,075,12264.0
Lauderdale County,Alabama,76.0388971623086,01,077,80456.0
Lawrence County,Alabama,73.6788440834402,01,079,25978.0
Lee County,Alabama,77.5526205196881,01,081,109481.0
Limestone County,Alabama,77.3036396921757,01,083,74794.0
Lowndes County,Alabama,71.8712681595456,01,085,2559.0
Macon County,Alabama,72.9264822618015,01,087,3060.0
Madison County,Alabama,77.4457800370199,01,089,242114.0
Marengo County,Alabama,73.4699638933891,01,091,8954.0
Marion County,Alabama,74.0260626515723,01,093,28032.0
Marshall County,Alabama,74.044529414402,01,095,87765.0
Mobile County,Alabama,74.832531869489,01,097,245542.0
Monroe County,Alabama,74.6472436418514,01,099,11973.0
Montgomery County,Alabama,75.8639742828833,01,101,84134.0
Morgan County,Alabama,75.2271704532966,01,103,96748.0
Perry County,Alabama,72.388930405107,01,105,2875.0
Pickens County,Alabama,74.4608285703048,01,107,11305.0
Pike County,Alabama,74.9526888282757,01,109,18995.0
Randolph County,Alabama,74.2303989397729,01,111,17341.0
Russell County,Alabama,73.5167015561246,01,113,29568.0
Saint Clair County,Alabama,74.7414911385038,01,115,76026.0
Shelby County,Alabama,79.9439409572104,01,117,168535.0
Sumter County,Alabama,74.3379744715151,01,119,3235.0
Talladega County,Alabama,73.3972425657916,01,121,51980.0
Tallapoosa County,Alabama,74.8751981595403,01,123,28455.0
Tuscaloosa County,Alabama,76.2628239560412,01,125,132281.0
Walker County,Alabama,70.3120931463706,01,127,59223.0
Washington County,Alabama,74.379913964713,01,129,10970.0
Wilcox County,Alabama,71.4192185766012,01,131,2937.0
Winston County,Alabama,74.31731572053,01,133,23135.0
Anchorage Municipality,Alaska,78.8427395859197,02,020,189826.0
Bethel Census Area,Alaska,72.3773195918739,02,050,1968.0
Bristol Bay Borough,Alaska,75.8312576360195,02,060,477.0
Fairbanks North Star Borough,Alaska,79.8531882449376,02,090,76189.0
Haines Borough,Alaska,81.6301311834033,02,100,2033.0
Juneau City and Borough,Alaska,80.4330971073059,02,110,22360.0
Kenai Peninsula Borough,Alaska,78.3677604150779,02,122,48462.0
Kodiak Island Borough,Alaska,79.8324510978969,02,150,7402.0
Matanuska-Susitna Borough,Alaska,78.4961228596649,02,170,84138.0
Nome Census Area,Alaska,70.4964319256222,02,180,1616.0
North Slope Borough,Alaska,75.4604638102837,02,185,3113.0
Sitka City and Borough,Alaska,80.0877625456278,02,220,5712.0
Southeast Fairbanks Census Area,Alaska,77.3779098522792,02,240,5380.0
Valdez-Cordova Census Area,Alaska,78.9328153281328,02,261,6908.0
Wade Hampton Census Area,Alaska,67.9859126754132,02,270,
Northwest Arctic Borough,Alaska,72.237114207438,02,188,901.0
Aleutians East Borough,Alaska,84.1950647120622,02,013,574.0
Aleutians West Census Area,Alaska,84.1950647120622,02,016,1723.0
Dillingham Census Area,Alaska,73.937488710631,02,070,868.0
Lake and Peninsula Borough,Alaska,73.937488710631,02,164,292.0
Denali Borough,Alaska,73.9553492576129,02,068,1912.0
Yukon-Koyukuk Census Area,Alaska,73.9553492576129,02,290,1231.0
Hoonah-Angoon Census Area,Alaska,80.749870087287,02,105,982.0
Skagway Municipality,Alaska,80.749870087287,02,230,859.0
Yakutat City and Borough,Alaska,80.749870087287,02,282,314.0
Ketchikan Gateway Borough,Alaska,78.870520839502,02,130,9234.0
Petersburg Borough,Alaska,78.870520839502,02,195,2495.0
Prince of Wales-Hyder Census Area,Alaska,78.870520839502,02,198,3044.0
Wrangell City and Borough,Alaska,78.870520839502,02,275,1632.0
Apache County,Arizona,72.2408515337713,04,001,16314.0
Cochise County,Arizona,77.7961940778469,04,003,106782.0
Coconino County,Arizona,78.5702279856415,04,005,88147.0
Gila County,Arizona,74.1269913666399,04,007,41211.0
Graham County,Arizona,76.9440705172127,04,009,29782.0
Greenlee County,Arizona,78.1978326048683,04,011,8533.0
Maricopa County,Arizona,79.6563218537266,04,013,3241643.0
Mohave County,Arizona,74.9338228939162,04,015,185042.0
Navajo County,Arizona,73.8300467164729,04,017,51648.0
Pima County,Arizona,78.6548008107775,04,019,774499.0
Pinal County,Arizona,80.8637745945733,04,021,326120.0
Santa Cruz County,Arizona,81.5659007827293,04,023,39955.0
Yavapai County,Arizona,78.0019889385203,04,025,203251.0
La Paz County,Arizona,81.1244263390012,04,012,15428.0
Yuma County,Arizona,81.1244263390012,04,027,149306.0
