County,State,mean_life_expectancy,State_FIPS,County_FIPS,High School Degree or Higher (%)
Autauga County,Alabama,75.8778642323899,01,001,87.6
Baldwin County,Alabama,77.9130697620398,01,003,90.0
Barbour County,Alabama,74.9198636240141,01,005,73.8
Bibb County,Alabama,73.6673305057905,01,007,80.7
Blount County,Alabama,75.0352199305904,01,009,80.0
Bullock County,Alabama,74.0743945438457,01,011,66.6
Butler County,Alabama,73.7224421194177,01,013,81.1
Calhoun County,Alabama,73.2983281711204,01,015,82.3
Chambers County,Alabama,74.35653924479,01,017,80.3
Cherokee County,Alabama,74.35852627411,01,019,81.3
Chilton County,Alabama,74.0413531729133,01,021,80.1
Choctaw County,Alabama,74.2486999564165,01,023,78.9
Clarke County,Alabama,74.5765529742926,01,025,81.0
Clay County,Alabama,74.369383765865,01,027,74.6
Cleburne County,Alabama,73.9771106499581,01,029,74.2
Coffee County,Alabama,76.3011829926155,01,031,85.1
Colbert County,Alabama,74.3929774045908,01,033,83.4
Conecuh County,Alabama,73.4218703928667,01,035,79.4
Coosa County,Alabama,75.1413818724986,01,037,72.9
Covington County,Alabama,74.1371294582595,01,039,80.9
Crenshaw County,Alabama,74.0180136364953,01,041,78.3
Cullman County,Alabama,74.3769894915807,01,043,82.2
Dale County,Alabama,75.5523047608571,01,045,85.8
Dallas County,Alabama,71.9735127187965,01,047,79.0
DeKalb County,Alabama,74.4934976817947,01,049,72.6
Elmore County,Alabama,75.7757161449512,01,051,86.8
Escambia County,Alabama,73.1630074988594,01,053,80.5
Etowah County,Alabama,73.053355135026,01,055,82.5
Fayette County,Alabama,73.6581554932797,01,057,79.2
Franklin County,Alabama,73.3754326341656,01,059,75.7
Geneva County,Alabama,74.4234456628163,01,061,77.7
Greene County,Alabama,73.9562928242995,01,063,76.9
Hale County,Alabama,73.7872404003688,01,065,81.4
Henry County,Alabama,75.4295227396512,01,067,80.7
Houston County,Alabama,76.107335428337,01,069,84.9
Jackson County,Alabama,73.4224281684067,01,071,79.5
Jefferson County,Alabama,74.6861744174914,01,073,89.0
Lamar County,Alabama,74.3621045612881,01,075,77.4
Lauderdale County,Alabama,76.0319979262066,01,077,84.9
Lawrence County,Alabama,73.765357848758,01,079,77.5
Lee County,Alabama,77.5109882075979,01,081,88.7
Limestone County,Alabama,77.2763641772968,01,083,83.2
Lowndes County,Alabama,71.8951633690497,01,085,74.8
Macon County,Alabama,73.090134567349,01,087,80.5
Madison County,Alabama,77.5122550397981,01,089,90.8
Marengo County,Alabama,73.54245764648,01,091,83.9
