County,State,mean_life_expectancy,State_FIPS,County_FIPS,Total Families
Autauga County,Alabama,75.8778642323899,01,001,14653.0
Baldwin County,Alabama,77.9130697620398,01,003,50190.0
Barbour County,Alabama,74.9198636240141,01,005,5968.0
Bibb County,Alabama,73.6673305057905,01,007,5272.0
Blount County,Alabama,75.0352199305904,01,009,15439.0
Bullock County,Alabama,74.0743945438457,01,011,2318.0
Butler County,Alabama,73.7224421194177,01,013,5139.0
Calhoun County,Alabama,73.2983281711204,01,015,30700.0
Chambers County,Alabama,74.35653924479,01,017,8654.0
Cherokee County,Alabama,74.35852627411,01,019,7919.0
Chilton County,Alabama,74.0413531729133,01,021,11631.0
Choctaw County,Alabama,74.2486999564165,01,023,3604.0
Clarke County,Alabama,74.5765529742926,01,025,6094.0
Clay County,Alabama,74.369383765865,01,027,3782.0
Cleburne County,Alabama,73.9771106499581,01,029,3888.0
Coffee County,Alabama,76.3011829926155,01,031,13178.0
Colbert County,Alabama,74.3929774045908,01,033,15052.0
Conecuh County,Alabama,73.4218703928667,01,035,3444.0
Coosa County,Alabama,75.1413818724986,01,037,2600.0
Covington County,Alabama,74.1371294582595,01,039,10110.0
Crenshaw County,Alabama,74.0180136364953,01,041,3648.0
Cullman County,Alabama,74.3769894915807,01,043,21594.0
Dale County,Alabama,75.5523047608571,01,045,12499.0
Dallas County,Alabama,71.9735127187965,01,047,10047.0
DeKalb County,Alabama,74.4934976817947,01,049,17495.0
Elmore County,Alabama,75.7757161449512,01,051,20757.0
Escambia County,Alabama,73.1630074988594,01,053,8802.0
Etowah County,Alabama,73.053355135026,01,055,27098.0
Fayette County,Alabama,73.6581554932797,01,057,4754.0
Franklin County,Alabama,73.3754326341656,01,059,8111.0
Geneva County,Alabama,74.4234456628163,01,061,7488.0
Greene County,Alabama,73.9562928242995,01,063,1951.0
Hale County,Alabama,73.7872404003688,01,065,3813.0
Henry County,Alabama,75.4295227396512,01,067,4530.0
Houston County,Alabama,76.107335428337,01,069,25986.0
Jackson County,Alabama,73.4224281684067,01,071,13871.0
Jefferson County,Alabama,74.6861744174914,01,073,165637.0
Lamar County,Alabama,74.3621045612881,01,075,4114.0
Lauderdale County,Alabama,76.0319979262066,01,077,24836.0
Lawrence County,Alabama,73.765357848758,01,079,9456.0
Lee County,Alabama,77.5109882075979,01,081,36318.0
Limestone County,Alabama,77.2763641772968,01,083,22861.0
Lowndes County,Alabama,71.8951633690497,01,085,2778.0
Macon County,Alabama,73.090134567349,01,087,4611.0
Madison County,Alabama,77.5122550397981,01,089,90135.0
Marengo County,Alabama,73.54245764648,01,091,4802.0
Marion County,Alabama,74.0145601745605,01,093,8932.0
Marshall County,Alabama,74.0554552221729,01,095,24025.0
Mobile County,Alabama,74.8448680449495,01,097,102867.0
Monroe County,Alabama,74.7048197454091,01,099,5157.0
Montgomery County,Alabama,75.9247713547993,01,101,57078.0
Morgan County,Alabama,75.2816176346909,01,103,31712.0
Perry County,Alabama,72.2207426684408,01,105,2080.0
Pickens County,Alabama,74.3841278449026,01,107,4800.0
Pike County,Alabama,74.9075976437267,01,109,7480.0
Randolph County,Alabama,74.1995203731576,01,111,5954.0
Russell County,Alabama,73.8166201926909,01,113,14374.0
Saint Clair County,Alabama,74.931099486946,01,115,23359.0
Shelby County,Alabama,79.9329869213868,01,117,54252.0
Sumter County,Alabama,74.3710053760309,01,119,2682.0
Talladega County,Alabama,73.4265194965138,01,121,21290.0
Tallapoosa County,Alabama,74.8367340685609,01,123,11355.0
Tuscaloosa County,Alabama,76.1222396683925,01,125,46468.0
Walker County,Alabama,70.313647599106,01,127,18118.0
Washington County,Alabama,74.2666042086814,01,129,4529.0
Wilcox County,Alabama,71.4893330327934,01,131,2352.0
Winston County,Alabama,74.3483369616355,01,133,6389.0
Anchorage Municipality,Alaska,78.9414080782189,02,020,69876.0
Bethel Census Area,Alaska,72.4470915674431,02,050,3401.0
Bristol Bay Borough,Alaska,75.6282235384974,02,060,231.0
Fairbanks North Star Borough,Alaska,79.6767828494726,02,090,22273.0
Haines Borough,Alaska,81.3439033397237,02,100,670.0
Juneau City and Borough,Alaska,80.1511541046263,02,110,7973.0
Kenai Peninsula Borough,Alaska,78.4498058809908,02,122,13701.0
Kodiak Island Borough,Alaska,79.6808969333594,02,150,3305.0
Matanuska-Susitna Borough,Alaska,78.425444432157,02,170,21899.0
Nome Census Area,Alaska,70.7266373275761,02,180,2187.0
North Slope Borough,Alaska,75.2944708808568,02,185,1515.0
Sitka City and Borough,Alaska,80.0851648320793,02,220,2043.0
Southeast Fairbanks Census Area,Alaska,77.453426696203,02,240,1432.0
Valdez-Cordova Census Area,Alaska,78.4894852204936,02,261,1973.0
Wade Hampton Census Area,Alaska,68.2374433774828,02,270,
Northwest Arctic Borough,Alaska,72.3150672257676,02,188,1492.0
Aleutians East Borough,Alaska,83.9668552562973,02,013,499.0
Aleutians West Census Area,Alaska,83.9668552562973,02,016,697.0
Dillingham Census Area,Alaska,73.902430273866,02,070,967.0
Lake and Peninsula Borough,Alaska,73.902430273866,02,164,322.0
Denali Borough,Alaska,73.7545978405956,02,068,390.0
Yukon-Koyukuk Census Area,Alaska,73.7545978405956,02,290,1268.0
Hoonah-Angoon Census Area,Alaska,80.6333971268856,02,105,540.0
Skagway Municipality,Alaska,80.6333971268856,02,230,198.0
Yakutat City and Borough,Alaska,80.6333971268856,02,282,149.0
Ketchikan Gateway Borough,Alaska,78.7599035617588,02,130,3290.0
Petersburg Borough,Alaska,78.7599035617588,02,195,775.0
Prince of Wales-Hyder Census Area,Alaska,78.7599035617588,02,198,1453.0
Wrangell City and Borough,Alaska,78.7599035617588,02,275,652.0
Apache County,Arizona,72.5861795747435,04,001,13334.0
Cochise County,Arizona,77.8381814457557,04,003,32393.0
Coconino County,Arizona,78.7310637809859,04,005,29589.0
Gila County,Arizona,74.5194372043746,04,007,14086.0
Graham County,Arizona,77.0588505436379,04,009,7703.0
Greenlee County,Arizona,78.2700423686553,04,011,2356.0
Maricopa County,Arizona,79.7975632543799,04,013,959264.0
Mohave County,Arizona,75.0984277272029,04,015,51907.0
Navajo County,Arizona,74.0172421905699,04,017,24668.0
Pima County,Arizona,78.7473891386961,04,019,243175.0
Pinal County,Arizona,80.8872234047816,04,021,93354.0
Santa Cruz County,Arizona,81.6928524316121,04,023,11660.0
Yavapai County,Arizona,78.2013767088911,04,025,59635.0
La Paz County,Arizona,81.1323584179148,04,012,5811.0
Yuma County,Arizona,81.1323584179148,04,027,53253.0
Arkansas County,Arkansas,73.5078340747071,05,001,4879.0
Ashley County,Arkansas,74.1018929294341,05,003,5932.0
Baxter County,Arkansas,75.9668160004689,05,005,11862.0
Benton County,Arkansas,79.3662392360665,05,007,65191.0
Boone County,Arkansas,76.2052538764821,05,009,10264.0
Bradley County,Arkansas,73.6321012263139,05,011,2932.0
Calhoun County,Arkansas,74.2742607709339,05,013,1400.0
Carroll County,Arkansas,76.8819075049595,05,015,7116.0
Chicot County,Arkansas,73.3238474544558,05,017,2888.0
Clark County,Arkansas,75.3882863851655,05,019,5494.0
Clay County,Arkansas,72.9811894014708,05,021,4167.0
Cleburne County,Arkansas,75.8127585008705,05,023,7083.0
Cleveland County,Arkansas,74.8939886154834,05,025,2419.0
Columbia County,Arkansas,74.0855795655613,05,027,6411.0
Conway County,Arkansas,74.754414371743,05,029,5594.0
Craighead County,Arkansas,76.0817250967884,05,031,25935.0
Crawford County,Arkansas,75.6766406592927,05,033,17788.0
Crittenden County,Arkansas,72.5637861678559,05,035,12288.0
Cross County,Arkansas,73.2244878594942,05,037,4729.0
Dallas County,Arkansas,73.4422555480321,05,039,2059.0
Desha County,Arkansas,72.6462159118589,05,041,3297.0
Drew County,Arkansas,75.1951468080834,05,043,4682.0
Faulkner County,Arkansas,76.4874032503551,05,045,28640.0
Franklin County,Arkansas,74.4845723172756,05,047,4614.0
Fulton County,Arkansas,74.9094662928843,05,049,3812.0
Garland County,Arkansas,74.6472657226993,05,051,25643.0
Grant County,Arkansas,75.4770090781045,05,053,5036.0
Greene County,Arkansas,74.1589164965496,05,055,11724.0
Hempstead County,Arkansas,75.1979646501176,05,057,5257.0
Hot Spring County,Arkansas,74.4999020548917,05,059,8824.0
Howard County,Arkansas,73.932743414837,05,061,3531.0
Independence County,Arkansas,75.597642844104,05,063,9773.0
Izard County,Arkansas,75.3232023880092,05,065,3541.0
Jackson County,Arkansas,73.2755006173174,05,067,3767.0
Jefferson County,Arkansas,73.3573657986794,05,069,17021.0
Johnson County,Arkansas,75.708328154088,05,071,6811.0
Lafayette County,Arkansas,74.1087285476435,05,073,1820.0
Lawrence County,Arkansas,73.8666511091755,05,075,4437.0
Lee County,Arkansas,73.2898101789483,05,077,2172.0
Lincoln County,Arkansas,74.8737212942846,05,079,2842.0
Little River County,Arkansas,74.0887659563583,05,081,3311.0
Logan County,Arkansas,74.3392486202055,05,083,5880.0
Lonoke County,Arkansas,74.8597538055158,05,085,19316.0
Madison County,Arkansas,75.3760684364268,05,087,4612.0
Marion County,Arkansas,75.2302699143187,05,089,4585.0
Miller County,Arkansas,74.464750313759,05,091,11109.0
Mississippi County,Arkansas,71.5808568937905,05,093,11144.0
Monroe County,Arkansas,72.5512464018065,05,095,1990.0
Montgomery County,Arkansas,75.7333292628795,05,097,2532.0
Nevada County,Arkansas,74.1305169224004,05,099,2144.0
Newton County,Arkansas,76.8481553354379,05,101,2174.0
Ouachita County,Arkansas,72.9330993978912,05,103,6543.0
Perry County,Arkansas,74.9408602678681,05,105,2718.0
Phillips County,Arkansas,71.0370074249924,05,107,4869.0
Pike County,Arkansas,74.8391656898764,05,109,2952.0
Poinsett County,Arkansas,71.2771472412706,05,111,6572.0
Polk County,Arkansas,74.8970397900164,05,113,5204.0
Pope County,Arkansas,76.4300136434993,05,115,14943.0
Prairie County,Arkansas,75.5071739186967,05,117,2517.0
Pulaski County,Arkansas,75.8807017523375,05,119,93671.0
Randolph County,Arkansas,74.4503944893886,05,121,5076.0
Saint Francis County,Arkansas,74.2814678477732,05,123,5734.0
Saline County,Arkansas,77.1945795984751,05,125,30323.0
Scott County,Arkansas,74.7762367047787,05,127,2805.0
Searcy County,Arkansas,75.209341850468,05,129,2147.0
Sebastian County,Arkansas,75.7412578528108,05,131,32468.0
Sevier County,Arkansas,75.0335734317659,05,133,4229.0
Sharp County,Arkansas,73.8718009909941,05,135,4396.0
Stone County,Arkansas,75.9810049570156,05,137,3246.0
Union County,Arkansas,73.1547114216788,05,139,10992.0
Van Buren County,Arkansas,76.1235890134709,05,141,4552.0
Washington County,Arkansas,77.842915624892,05,143,51445.0
White County,Arkansas,75.2602189004461,05,145,20613.0
Woodruff County,Arkansas,72.6191345768075,05,147,1810.0
Yell County,Arkansas,74.3789291508417,05,149,5432.0
Alameda County,California,82.1501481156434,06,001,375294.0
Alpine County,California,78.7141694777777,06,003,236.0
Amador County,California,79.6289913494107,06,005,9646.0
Butte County,California,77.5105736588065,06,007,50904.0
Calaveras County,California,79.3962210334918,06,009,11986.0
Colusa County,California,79.8683726910953,06,011,5390.0
Contra Costa County,California,81.820905224195,06,013,276292.0
Del Norte County,California,75.3686655248315,06,015,5774.0
El Dorado County,California,81.4317611841157,06,017,47835.0
Fresno County,California,78.4598027402172,06,019,217545.0
Glenn County,California,77.4678250112228,06,021,6830.0
Humboldt County,California,76.7743480124378,06,023,30516.0
Imperial County,California,80.7733344280559,06,025,35375.0
Inyo County,California,79.2496428941011,06,027,4519.0
Kern County,California,77.1131579275637,06,029,196707.0
Kings County,California,79.3576346699736,06,031,31674.0
Lake County,California,74.8583185356204,06,033,15738.0
Lassen County,California,78.1832914319916,06,035,5969.0
Los Angeles County,California,81.5672419912865,06,037,2196172.0
Madera County,California,78.9932943575827,06,039,33613.0
Marin County,California,84.5696953393942,06,041,64449.0
Mariposa County,California,80.0692648230514,06,043,4854.0
Mendocino County,California,78.5297725160372,06,045,20233.0
Merced County,California,78.5160140959399,06,047,60009.0
Modoc County,California,77.3676287645249,06,049,2182.0
Mono County,California,84.9099794657506,06,051,2708.0
Monterey County,California,81.9215612488998,06,053,91151.0
Napa County,California,81.1717905624185,06,055,33965.0
Nevada County,California,81.0737790934898,06,057,25777.0
Orange County,California,82.5515884259936,06,059,733815.0
Placer County,California,81.6415657950364,06,061,95580.0
Plumas County,California,78.4309252153192,06,063,4899.0
Riverside County,California,80.3460832691874,06,065,518922.0
Sacramento County,California,79.0908345914297,06,067,347087.0
San Benito County,California,81.7030195794554,06,069,13979.0
San Bernardino County,California,78.3619715863638,06,071,469329.0
San Diego County,California,81.6053443891293,06,073,739580.0
San Francisco County,California,82.9715287689956,06,075,165652.0
San Joaquin County,California,78.1059218431169,06,077,165882.0
San Luis Obispo County,California,81.2878144166655,06,079,66178.0
San Mateo County,California,84.0123323762231,06,081,180407.0
Santa Barbara County,California,81.6454722199999,06,083,93928.0
Santa Clara County,California,83.9160943086229,06,085,450869.0
Santa Cruz County,California,81.9961564120804,06,087,59553.0
Shasta County,California,75.8154731112947,06,089,44734.0
Sierra County,California,78.6673415441736,06,091,781.0
Siskiyou County,California,76.2815852028519,06,093,11736.0
Solano County,California,79.6679789808252,06,095,104617.0
Sonoma County,California,81.4949042107213,06,097,119869.0
Stanislaus County,California,77.7558204850156,06,099,125982.0
Sutter County,California,78.425992865714,06,101,23502.0
Tehama County,California,77.156038711692,06,103,16133.0
Trinity County,California,76.476377604325,06,105,3450.0
Tulare County,California,78.0600422756,06,107,104581.0
Tuolumne County,California,78.5207303713631,06,109,14103.0
Ventura County,California,81.8451328376878,06,111,198043.0
Yolo County,California,80.902034743803,06,113,45034.0
Yuba County,California,75.7450257040619,06,115,18451.0
Alamosa County,Colorado,75.771887610673,08,003,3652.0
Archuleta County,Colorado,81.6414378243916,08,007,3495.0
Baca County,Colorado,76.9965655550903,08,009,976.0
Bent County,Colorado,75.7641542661414,08,011,1172.0
Chaffee County,Colorado,81.2002092122488,08,015,5314.0
Cheyenne County,Colorado,78.8841561398334,08,017,511.0
Clear Creek County,Colorado,82.2134532225974,08,019,2647.0
Conejos County,Colorado,76.3307341255663,08,021,1978.0
Costilla County,Colorado,76.7769601558707,08,023,871.0
Crowley County,Colorado,77.1719431023493,08,025,803.0
Custer County,Colorado,81.0944165093847,08,027,1379.0
Delta County,Colorado,77.9358229078402,08,029,8084.0
Dolores County,Colorado,79.3628695960052,08,033,473.0
Douglas County,Colorado,83.4601212130212,08,035,88773.0
Eagle County,Colorado,88.2928566275646,08,037,11541.0
Elbert County,Colorado,81.4849215372713,08,039,6623.0
El Paso County,Colorado,78.9786695180627,08,041,170814.0
Fremont County,Colorado,77.137998463904,08,043,10767.0
Garfield County,Colorado,80.5212296945579,08,045,15032.0
Gilpin County,Colorado,81.1262138403668,08,047,1410.0
Grand County,Colorado,83.5860252464151,08,049,3621.0
Gunnison County,Colorado,82.632977713167,08,051,3733.0
Huerfano County,Colorado,75.6325634414296,08,055,1722.0
Jackson County,Colorado,79.6337211914158,08,057,351.0
Kiowa County,Colorado,77.5284594449532,08,061,400.0
Kit Carson County,Colorado,79.2319755865927,08,063,2070.0
Lake County,Colorado,81.4714622277775,08,065,1841.0
La Plata County,Colorado,81.6596562998791,08,067,12932.0
Larimer County,Colorado,81.5083109395379,08,069,79518.0
Las Animas County,Colorado,76.3309843460437,08,071,3826.0
Lincoln County,Colorado,78.6842812775749,08,073,1001.0
Logan County,Colorado,79.2200596051251,08,075,4822.0
Mesa County,Colorado,78.3937721412894,08,077,38653.0
Moffat County,Colorado,78.1221748148496,08,081,3146.0
Montezuma County,Colorado,77.1367714339189,08,083,6406.0
Montrose County,Colorado,79.2461641337684,08,085,11206.0
Morgan County,Colorado,78.13439908772,08,087,7706.0
Otero County,Colorado,75.1401575306602,08,089,5028.0
Ouray County,Colorado,84.0203909090915,08,091,1364.0
Park County,Colorado,82.7078121177392,08,093,4708.0
Phillips County,Colorado,80.0902373229648,08,095,1129.0
Pitkin County,Colorado,90.470655000783,08,097,3798.0
Prowers County,Colorado,76.7338690354723,08,099,3322.0
Pueblo County,Colorado,76.4534159713537,08,101,40359.0
Rio Blanco County,Colorado,78.8510030730045,08,103,1619.0
Rio Grande County,Colorado,76.7006333576077,08,105,3094.0
Routt County,Colorado,83.0859439169025,08,107,5630.0
Saguache County,Colorado,79.549357835051,08,109,1556.0
San Miguel County,Colorado,85.8934808652553,08,113,1721.0
Sedgwick County,Colorado,77.6908466567926,08,115,619.0
Summit County,Colorado,90.7599342440293,08,117,5671.0
Teller County,Colorado,80.4060865096973,08,119,6945.0
Washington County,Colorado,79.5359214085342,08,121,1366.0
Yuma County,Colorado,78.8699502657181,08,125,2352.0
Adams County,Colorado,80.2432338592034,08,001,112674.0
Arapahoe County,Colorado,80.2432338592034,08,005,153555.0
Boulder County,Colorado,80.2432338592034,08,013,72676.0
Broomfield County,Colorado,80.2432338592034,08,014,16636.0
Denver County,Colorado,80.2432338592034,08,031,137023.0
Jefferson County,Colorado,80.2432338592034,08,059,145417.0
Weld County,Colorado,80.2432338592034,08,123,70780.0
Fairfield County,Connecticut,82.5933818002003,09,001,235064.0
Hartford County,Connecticut,80.2119442590321,09,003,226548.0
Litchfield County,Connecticut,80.4021916136219,09,005,49692.0
Middlesex County,Connecticut,81.0821212220154,09,007,42763.0
New Haven County,Connecticut,80.061944421033,09,009,205418.0
New London County,Connecticut,79.9198566902699,09,011,69424.0
Tolland County,Connecticut,81.718649046245,09,013,35639.0
Windham County,Connecticut,78.8145339848324,09,015,29865.0
Kent County,Delaware,77.2142387207649,10,001,43020.0
New Castle County,Delaware,78.329504469616,10,003,132924.0
Sussex County,Delaware,78.511223894838,10,005,56625.0
Alachua County,Florida,78.4485792222787,12,001,51432.0
Baker County,Florida,75.0098994703056,12,003,6138.0
Bay County,Florida,75.8233176738751,12,005,43758.0
Bradford County,Florida,75.281591103258,12,007,5656.0
Brevard County,Florida,77.4763904243823,12,009,143200.0
Broward County,Florida,80.38591179557,12,011,430122.0
Calhoun County,Florida,74.8724377962822,12,013,3085.0
Charlotte County,Florida,80.0342861683159,12,015,47226.0
Citrus County,Florida,75.4513819875713,12,017,38796.0
Clay County,Florida,77.2720166250971,12,019,53017.0
Collier County,Florida,84.5508843732645,12,021,89368.0
Columbia County,Florida,74.9065889001892,12,023,15232.0
Miami-Dade County,Florida,80.9623762730876,12,086,581051.0
DeSoto County,Florida,79.2280677265237,12,027,7884.0
Dixie County,Florida,74.6214509730913,12,029,3884.0
Duval County,Florida,75.8624927005273,12,031,210979.0
Escambia County,Florida,75.113067006593,12,033,68927.0
Flagler County,Florida,78.902559028605,12,035,26625.0
Franklin County,Florida,75.9324842435541,12,037,2814.0
Gadsden County,Florida,75.3613788068946,12,039,11496.0
Gilchrist County,Florida,76.6292374244165,12,041,4240.0
Glades County,Florida,80.4808894980128,12,043,2595.0
Gulf County,Florida,76.1199507239587,12,045,3698.0
Hamilton County,Florida,75.3710930703004,12,047,3334.0
Hardee County,Florida,78.4028121656282,12,049,5614.0
Hendry County,Florida,77.1586211178051,12,051,8311.0
Hernando County,Florida,76.698885399624,12,053,47673.0
Highlands County,Florida,78.4630943919612,12,055,25947.0
Hillsborough County,Florida,78.6239373423411,12,057,313954.0
Holmes County,Florida,73.5174425326516,12,059,4562.0
Indian River County,Florida,80.0878689742647,12,061,36210.0
Jackson County,Florida,74.7530884871818,12,063,10848.0
Jefferson County,Florida,76.8534552788289,12,065,3534.0
Lafayette County,Florida,76.6907511322574,12,067,1633.0
Lake County,Florida,78.590205121082,12,069,83348.0
Lee County,Florida,81.4778140042049,12,071,170634.0
Leon County,Florida,79.1669529782412,12,073,61335.0
Levy County,Florida,74.6523472464417,12,075,9859.0
Liberty County,Florida,75.8738053602364,12,077,1599.0
Madison County,Florida,74.8453783699189,12,079,4295.0
Manatee County,Florida,80.2599669690005,12,081,89367.0
Marion County,Florida,76.1771704219972,12,083,86202.0
Martin County,Florida,81.2904164027968,12,085,38621.0
Monroe County,Florida,79.7025052428046,12,087,16782.0
Nassau County,Florida,77.4137857800555,12,089,21180.0
Okaloosa County,Florida,77.5272617741847,12,091,50548.0
Okeechobee County,Florida,76.0526843058407,12,093,8666.0
Orange County,Florida,79.6229938205538,12,095,286844.0
Osceola County,Florida,79.1287941677334,12,097,69321.0
Palm Beach County,Florida,81.5435098991609,12,099,336708.0
Pasco County,Florida,77.1762844629969,12,101,124863.0
Pinellas County,Florida,78.395681342823,12,103,225504.0
Polk County,Florida,77.8620845497436,12,105,153104.0
Putnam County,Florida,74.090780438707,12,107,16902.0
Saint Johns County,Florida,80.7873785548533,12,109,57404.0
Saint Lucie County,Florida,79.3208079937143,12,111,72957.0
Santa Rosa County,Florida,77.4755310649387,12,113,43677.0
Sarasota County,Florida,81.0536216072404,12,115,106404.0
Seminole County,Florida,80.0229363433933,12,117,103528.0
Sumter County,Florida,80.6805603758586,12,119,33677.0
Suwannee County,Florida,75.2518438739817,12,121,10783.0
Taylor County,Florida,75.0117232413597,12,123,5072.0
Union County,Florida,68.1022321435241,12,125,2688.0
Volusia County,Florida,76.5873174711124,12,127,125908.0
