County,State,mean_life_expectancy,State_FIPS,County_FIPS,Rent Burden Count (+50%)
Autauga County,Alabama,76.0037780188588,01,001,1432.0
Baldwin County,Alabama,77.883491815899,01,003,4239.0
Barbour County,Alabama,75.0673228497808,01,005,859.0
Bibb County,Alabama,73.9292406132677,01,007,215.0
Blount County,Alabama,75.4045795365122,01,009,657.0
Bullock County,Alabama,73.9942587358532,01,011,299.0
Butler County,Alabama,73.8747097831596,01,013,393.0
Calhoun County,Alabama,73.4914898222883,01,015,3591.0
Chambers County,Alabama,74.3558450542163,01,017,943.0
Cherokee County,Alabama,74.3869269438084,01,019,409.0
Chilton County,Alabama,74.1846042084152,01,021,672.0
Choctaw County,Alabama,74.4079125158607,01,023,179.0
Clarke County,Alabama,75.0600852353112,01,025,408.0
Clay County,Alabama,74.5433505768891,01,027,142.0
Cleburne County,Alabama,73.9868040627659,01,029,100.0
Coffee County,Alabama,76.3605391350353,01,031,1179.0
Colbert County,Alabama,74.4371800102949,01,033,1272.0
Conecuh County,Alabama,73.5347778763338,01,035,253.0
Coosa County,Alabama,75.1708542815166,01,037,141.0
Covington County,Alabama,74.5258130018285,01,039,662.0
Crenshaw County,Alabama,74.3461382236033,01,041,203.0
Cullman County,Alabama,74.594611891369,01,043,1408.0
Dale County,Alabama,75.8955853753065,01,045,1260.0
Dallas County,Alabama,72.0822622575986,01,047,1890.0
DeKalb County,Alabama,74.708246577618,01,049,741.0
Elmore County,Alabama,75.7371836971991,01,051,1147.0
Escambia County,Alabama,73.4683660064676,01,053,615.0
Etowah County,Alabama,73.1955443341744,01,055,2000.0
Fayette County,Alabama,73.9431045571677,01,057,337.0
Franklin County,Alabama,73.589235938182,01,059,429.0
Geneva County,Alabama,74.6570847479417,01,061,426.0
Greene County,Alabama,74.2538349549859,01,063,73.0
Hale County,Alabama,73.9653852957873,01,065,335.0
Henry County,Alabama,75.6190349537947,01,067,278.0
Houston County,Alabama,76.3382467172531,01,069,2965.0
Jackson County,Alabama,73.4843045744864,01,071,681.0
Jefferson County,Alabama,74.806564666839,01,073,25704.0
Lamar County,Alabama,74.4774859000498,01,075,280.0
Lauderdale County,Alabama,75.9992408194207,01,077,2629.0
Lawrence County,Alabama,73.7066029348587,01,079,272.0
Lee County,Alabama,77.5898607027561,01,081,7431.0
Limestone County,Alabama,77.3894821829376,01,083,1414.0
Lowndes County,Alabama,72.0601797573648,01,085,174.0
Macon County,Alabama,73.2131086140897,01,087,736.0
Madison County,Alabama,77.542194549947,01,089,9824.0
Marengo County,Alabama,73.8566544196385,01,091,490.0
Marion County,Alabama,74.1929234345737,01,093,538.0
Marshall County,Alabama,74.0778968695931,01,095,1559.0
Mobile County,Alabama,74.9316859921305,01,097,13571.0
Monroe County,Alabama,74.6797751742885,01,099,363.0
Montgomery County,Alabama,75.9457637313632,01,101,10497.0
Morgan County,Alabama,75.4240194723048,01,103,2592.0
Perry County,Alabama,72.5719425521565,01,105,149.0
Pickens County,Alabama,74.2789980479796,01,107,509.0
Pike County,Alabama,75.1713243378534,01,109,1480.0
Randolph County,Alabama,74.3483287431609,01,111,659.0
Russell County,Alabama,73.9955853835697,01,113,1757.0
Saint Clair County,Alabama,74.9401222127531,01,115,1050.0
Shelby County,Alabama,79.8710141007163,01,117,2549.0
Sumter County,Alabama,74.1681754789273,01,119,505.0
Talladega County,Alabama,73.4032144228388,01,121,1878.0
Tallapoosa County,Alabama,74.9865840695302,01,123,995.0
Tuscaloosa County,Alabama,76.1685915869627,01,125,7279.0
Walker County,Alabama,70.4970068309202,01,127,1271.0
Washington County,Alabama,74.5099724381317,01,129,98.0
Wilcox County,Alabama,71.6706696339144,01,131,100.0
Winston County,Alabama,74.3226672753976,01,133,277.0
Anchorage Municipality,Alaska,78.7971775250135,02,020,8466.0
Bethel Census Area,Alaska,72.760049452657,02,050,130.0
Bristol Bay Borough,Alaska,75.7106106970199,02,060,13.0
Fairbanks North Star Borough,Alaska,79.6096657350875,02,090,3074.0
Haines Borough,Alaska,80.9337426747029,02,100,40.0
Juneau City and Borough,Alaska,80.1067083342921,02,110,665.0
Kenai Peninsula Borough,Alaska,78.4351200208393,02,122,1050.0
Kodiak Island Borough,Alaska,79.3090118396675,02,150,436.0
Matanuska-Susitna Borough,Alaska,78.3543344277665,02,170,1708.0
Nome Census Area,Alaska,70.9748357308832,02,180,144.0
North Slope Borough,Alaska,75.2524724050958,02,185,95.0
Sitka City and Borough,Alaska,79.9190519910414,02,220,289.0
Southeast Fairbanks Census Area,Alaska,77.4883947234674,02,240,75.0
Valdez-Cordova Census Area,Alaska,78.6528030299488,02,261,108.0
Wade Hampton Census Area,Alaska,68.8032376995035,02,270,
Northwest Arctic Borough,Alaska,72.5903940613242,02,188,54.0
Aleutians East Borough,Alaska,83.6925973715872,02,013,34.0
Aleutians West Census Area,Alaska,83.6925973715872,02,016,58.0
Dillingham Census Area,Alaska,73.8682389376079,02,070,54.0
Lake and Peninsula Borough,Alaska,73.8682389376079,02,164,3.0
Denali Borough,Alaska,74.0063517464913,02,068,8.0
Yukon-Koyukuk Census Area,Alaska,74.0063517464913,02,290,58.0
Hoonah-Angoon Census Area,Alaska,80.3736271859755,02,105,32.0
Skagway Municipality,Alaska,80.3736271859755,02,230,14.0
Yakutat City and Borough,Alaska,80.3736271859755,02,282,9.0
Ketchikan Gateway Borough,Alaska,78.5902228752611,02,130,387.0
Petersburg Borough,Alaska,78.5902228752611,02,195,99.0
Prince of Wales-Hyder Census Area,Alaska,78.5902228752611,02,198,82.0
Wrangell City and Borough,Alaska,78.5902228752611,02,275,51.0
Apache County,Arizona,72.9181363379107,04,001,597.0
Cochise County,Arizona,78.119983366633,04,003,2995.0
Coconino County,Arizona,78.931025157056,04,005,5339.0
Gila County,Arizona,75.0503083905522,04,007,1014.0
Graham County,Arizona,77.1100940117466,04,009,632.0
Greenlee County,Arizona,78.4583746096311,04,011,105.0
Maricopa County,Arizona,79.8969712767261,04,013,129153.0
Mohave County,Arizona,75.2604543393176,04,015,5612.0
Navajo County,Arizona,74.5503556715819,04,017,1889.0
Pima County,Arizona,78.9331302432117,04,019,39449.0
Pinal County,Arizona,80.8259975376458,04,021,7257.0
Santa Cruz County,Arizona,81.7263683042861,04,023,1156.0
Yavapai County,Arizona,78.3358060013505,04,025,6838.0
La Paz County,Arizona,81.1097217666482,04,012,282.0
Yuma County,Arizona,81.1097217666482,04,027,4908.0
Arkansas County,Arkansas,73.6289747804566,05,001,313.0
Ashley County,Arkansas,74.2938084067879,05,003,393.0
Baxter County,Arkansas,76.0025111932438,05,005,813.0
Benton County,Arkansas,79.3073632532978,05,007,4040.0
Boone County,Arkansas,76.4288620168021,05,009,642.0
Bradley County,Arkansas,73.862637763147,05,011,410.0
Calhoun County,Arkansas,74.8321750099671,05,013,97.0
Carroll County,Arkansas,76.9904035104236,05,015,432.0
Chicot County,Arkansas,73.4189095332058,05,017,334.0
Clark County,Arkansas,75.4397308610619,05,019,805.0
Clay County,Arkansas,73.1093166483444,05,021,330.0
Cleburne County,Arkansas,76.1318368010625,05,023,411.0
Cleveland County,Arkansas,75.1406814841653,05,025,74.0
Columbia County,Arkansas,74.4265879477477,05,027,561.0
Conway County,Arkansas,75.0307599351406,05,029,614.0
Craighead County,Arkansas,76.1495570018258,05,031,3963.0
Crawford County,Arkansas,75.7815083882316,05,033,1134.0
Crittenden County,Arkansas,72.6880494641916,05,035,2061.0
Cross County,Arkansas,73.2420000366393,05,037,494.0
Dallas County,Arkansas,73.7015965663263,05,039,124.0
Desha County,Arkansas,72.8885674799327,05,041,476.0
Drew County,Arkansas,75.1263748719885,05,043,957.0
Faulkner County,Arkansas,76.6634074992103,05,045,3805.0
Franklin County,Arkansas,74.6345418541768,05,047,426.0
Fulton County,Arkansas,75.2869863316562,05,049,206.0
Garland County,Arkansas,74.6639973322409,05,051,3432.0
Grant County,Arkansas,75.5437631376927,05,053,223.0
Greene County,Arkansas,74.3063754947153,05,055,1166.0
Hempstead County,Arkansas,74.9351809331389,05,057,546.0
Hot Spring County,Arkansas,74.419634563731,05,059,878.0
Howard County,Arkansas,74.077721939896,05,061,237.0
Independence County,Arkansas,75.5157393555591,05,063,811.0
Izard County,Arkansas,75.3755701599724,05,065,271.0
