County,State,mean_life_expectancy,State_FIPS,County_FIPS,Bachelor's Degree or Higher (%)
Autauga County,Alabama,76.0037780188588,01,001,23.2
Baldwin County,Alabama,77.883491815899,01,003,29.0
Barbour County,Alabama,75.0673228497808,01,005,12.5
Bibb County,Alabama,73.9292406132677,01,007,10.6
Blount County,Alabama,75.4045795365122,01,009,12.9
Bullock County,Alabama,73.9942587358532,01,011,13.9
Butler County,Alabama,73.8747097831596,01,013,14.5
Calhoun County,Alabama,73.4914898222883,01,015,17.6
Chambers County,Alabama,74.3558450542163,01,017,11.6
Cherokee County,Alabama,74.3869269438084,01,019,13.8
Chilton County,Alabama,74.1846042084152,01,021,14.1
Choctaw County,Alabama,74.4079125158607,01,023,11.8
Clarke County,Alabama,75.0600852353112,01,025,12.9
Clay County,Alabama,74.5433505768891,01,027,9.6
Cleburne County,Alabama,73.9868040627659,01,029,12.1
Coffee County,Alabama,76.3605391350353,01,031,23.9
Colbert County,Alabama,74.4371800102949,01,033,18.6
Conecuh County,Alabama,73.5347778763338,01,035,8.2
Coosa County,Alabama,75.1708542815166,01,037,8.5
Covington County,Alabama,74.5258130018285,01,039,14.3
Crenshaw County,Alabama,74.3461382236033,01,041,14.3
Cullman County,Alabama,74.594611891369,01,043,14.6
Dale County,Alabama,75.8955853753065,01,045,16.4
Dallas County,Alabama,72.0822622575986,01,047,14.0
DeKalb County,Alabama,74.708246577618,01,049,11.2
Elmore County,Alabama,75.7371836971991,01,051,21.4
Escambia County,Alabama,73.4683660064676,01,053,12.5
Etowah County,Alabama,73.1955443341744,01,055,16.0
Fayette County,Alabama,73.9431045571677,01,057,14.1
Franklin County,Alabama,73.589235938182,01,059,11.4
Geneva County,Alabama,74.6570847479417,01,061,12.3
Greene County,Alabama,74.2538349549859,01,063,10.9
Hale County,Alabama,73.9653852957873,01,065,13.9
Henry County,Alabama,75.6190349537947,01,067,16.5
Houston County,Alabama,76.3382467172531,01,069,20.6
Jackson County,Alabama,73.4843045744864,01,071,12.4
Jefferson County,Alabama,74.806564666839,01,073,30.8
Lamar County,Alabama,74.4774859000498,01,075,11.5
Lauderdale County,Alabama,75.9992408194207,01,077,21.8
Lawrence County,Alabama,73.7066029348587,01,079,11.1
Lee County,Alabama,77.5898607027561,01,081,34.0
Limestone County,Alabama,77.3894821829376,01,083,23.2
Lowndes County,Alabama,72.0601797573648,01,085,14.1
Macon County,Alabama,73.2131086140897,01,087,19.3
Madison County,Alabama,77.542194549947,01,089,39.4
Marengo County,Alabama,73.8566544196385,01,091,15.3
Marion County,Alabama,74.1929234345737,01,093,11.5
Marshall County,Alabama,74.0778968695931,01,095,16.6
Mobile County,Alabama,74.9316859921305,01,097,22.0
Monroe County,Alabama,74.6797751742885,01,099,12.2
Montgomery County,Alabama,75.9457637313632,01,101,31.1
Morgan County,Alabama,75.4240194723048,01,103,21.3
Perry County,Alabama,72.5719425521565,01,105,13.2
Pickens County,Alabama,74.2789980479796,01,107,9.9
Pike County,Alabama,75.1713243378534,01,109,23.4
Randolph County,Alabama,74.3483287431609,01,111,15.1
Russell County,Alabama,73.9955853835697,01,113,17.1
Saint Clair County,Alabama,74.9401222127531,01,115,15.6
Shelby County,Alabama,79.8710141007163,01,117,40.8
Sumter County,Alabama,74.1681754789273,01,119,16.3
Talladega County,Alabama,73.4032144228388,01,121,13.1
Tallapoosa County,Alabama,74.9865840695302,01,123,17.3
Tuscaloosa County,Alabama,76.1685915869627,01,125,28.5
Walker County,Alabama,70.4970068309202,01,127,10.8
Washington County,Alabama,74.5099724381317,01,129,9.9
Wilcox County,Alabama,71.6706696339144,01,131,12.5
Winston County,Alabama,74.3226672753976,01,133,11.4
Anchorage Municipality,Alaska,78.7971775250135,02,020,33.2
Bethel Census Area,Alaska,72.760049452657,02,050,11.6
Bristol Bay Borough,Alaska,75.7106106970199,02,060,20.0
Fairbanks North Star Borough,Alaska,79.6096657350875,02,090,31.7
Haines Borough,Alaska,80.9337426747029,02,100,35.6
Juneau City and Borough,Alaska,80.1067083342921,02,110,38.5
Kenai Peninsula Borough,Alaska,78.4351200208393,02,122,22.8
Kodiak Island Borough,Alaska,79.3090118396675,02,150,24.7
