County,State,mean_life_expectancy,State_FIPS,County_FIPS,No Vehicle (Renter)
Autauga County,Alabama,76.5932651350438,01,001,546.0
Baldwin County,Alabama,78.2935223384932,01,003,1348.0
Barbour County,Alabama,74.8145320945807,01,005,639.0
Bibb County,Alabama,73.9200538034534,01,007,323.0
Blount County,Alabama,75.0291855488467,01,009,490.0
Bullock County,Alabama,73.9493288862537,01,011,279.0
Butler County,Alabama,74.1389189035864,01,013,266.0
Calhoun County,Alabama,73.5629066906819,01,015,1721.0
Chambers County,Alabama,74.7026464205289,01,017,515.0
Cherokee County,Alabama,74.6131502945787,01,019,305.0
Chilton County,Alabama,74.5859698133504,01,021,506.0
Choctaw County,Alabama,74.6284355949225,01,023,135.0
Clarke County,Alabama,75.0999434901388,01,025,517.0
Clay County,Alabama,74.701948975265,01,027,172.0
Cleburne County,Alabama,74.7558638422596,01,029,143.0
Coffee County,Alabama,76.3997264684506,01,031,828.0
Colbert County,Alabama,74.5331789579054,01,033,887.0
Conecuh County,Alabama,73.8841768203255,01,035,153.0
Coosa County,Alabama,75.7384814528474,01,037,60.0
Covington County,Alabama,74.2115895055701,01,039,451.0
Crenshaw County,Alabama,74.3548048141269,01,041,140.0
Cullman County,Alabama,74.5626540622359,01,043,815.0
Dale County,Alabama,75.5818368193645,01,045,481.0
Dallas County,Alabama,72.4762524056376,01,047,1746.0
DeKalb County,Alabama,74.9432497939268,01,049,935.0
Elmore County,Alabama,76.2158567842262,01,051,763.0
Escambia County,Alabama,73.3131687800953,01,053,412.0
Etowah County,Alabama,73.3604926263926,01,055,1484.0
Fayette County,Alabama,74.0421749009191,01,057,369.0
Franklin County,Alabama,74.0661703364282,01,059,367.0
Geneva County,Alabama,74.3981355513722,01,061,410.0
Greene County,Alabama,74.0544180583619,01,063,319.0
Hale County,Alabama,74.195380885004,01,065,316.0
Henry County,Alabama,75.6447400375483,01,067,170.0
Houston County,Alabama,76.2430325268057,01,069,1713.0
Jackson County,Alabama,73.6828553298684,01,071,515.0
Jefferson County,Alabama,74.8621541773249,01,073,14827.0
Lamar County,Alabama,74.8683149184064,01,075,227.0
Lauderdale County,Alabama,76.2969405417653,01,077,1737.0
Lawrence County,Alabama,74.0450227399105,01,079,422.0
Lee County,Alabama,77.9139576690325,01,081,2076.0
Limestone County,Alabama,77.6675828538061,01,083,527.0
Lowndes County,Alabama,72.074118169288,01,085,243.0
Macon County,Alabama,73.257603254685,01,087,582.0
Madison County,Alabama,77.7641916190152,01,089,4861.0
Marengo County,Alabama,73.5254347483341,01,091,501.0
Marion County,Alabama,74.6258695781583,01,093,492.0
Marshall County,Alabama,74.5877863503167,01,095,1049.0
Mobile County,Alabama,75.3368060857871,01,097,8117.0
Monroe County,Alabama,75.1270770002995,01,099,568.0
Montgomery County,Alabama,76.4216275471708,01,101,5631.0
Morgan County,Alabama,75.4863635328123,01,103,1642.0
Perry County,Alabama,73.1742532055544,01,105,181.0
Pickens County,Alabama,74.8142448398232,01,107,389.0
Pike County,Alabama,75.2422168626359,01,109,663.0
Randolph County,Alabama,74.6401983680838,01,111,297.0
Russell County,Alabama,73.8179782797389,01,113,1455.0
Saint Clair County,Alabama,75.2553895649825,01,115,518.0
Shelby County,Alabama,80.4641938071101,01,117,1153.0
Sumter County,Alabama,74.9804619366111,01,119,338.0
Talladega County,Alabama,73.8695996345704,01,121,1523.0
Tallapoosa County,Alabama,75.1740848507411,01,123,892.0
Tuscaloosa County,Alabama,76.6889893454644,01,125,3389.0
Walker County,Alabama,70.6271114963763,01,127,755.0
Washington County,Alabama,74.8365149840162,01,129,109.0
Wilcox County,Alabama,71.8708091393013,01,131,393.0
Winston County,Alabama,74.940147608181,01,133,237.0
Anchorage Municipality,Alaska,79.3865194176634,02,020,5046.0
Bethel Census Area,Alaska,72.7950243111552,02,050,918.0
Bristol Bay Borough,Alaska,76.6332466885107,02,060,30.0
Fairbanks North Star Borough,Alaska,80.6262503620013,02,090,1535.0
Haines Borough,Alaska,83.0150521479304,02,100,60.0
Juneau City and Borough,Alaska,81.2261376714925,02,110,762.0
Kenai Peninsula Borough,Alaska,78.9204662278644,02,122,831.0
Kodiak Island Borough,Alaska,80.7900989550181,02,150,312.0
Matanuska-Susitna Borough,Alaska,79.1898406557226,02,170,659.0
Nome Census Area,Alaska,70.84535552875,02,180,635.0
North Slope Borough,Alaska,75.9546291142911,02,185,322.0
Sitka City and Borough,Alaska,80.8518144560272,02,220,351.0
Southeast Fairbanks Census Area,Alaska,77.9794410796304,02,240,48.0
Valdez-Cordova Census Area,Alaska,79.5744180540543,02,261,129.0
Wade Hampton Census Area,Alaska,68.5618044992559,02,270,
Northwest Arctic Borough,Alaska,72.7862703824079,02,188,545.0
Aleutians East Borough,Alaska,84.863880134356,02,013,94.0
Aleutians West Census Area,Alaska,84.863880134356,02,016,134.0
Dillingham Census Area,Alaska,74.5502413308315,02,070,237.0
Lake and Peninsula Borough,Alaska,74.5502413308315,02,164,73.0
Denali Borough,Alaska,74.9741404048799,02,068,16.0
Yukon-Koyukuk Census Area,Alaska,74.9741404048799,02,290,338.0
Hoonah-Angoon Census Area,Alaska,81.5456543521652,02,105,55.0
Skagway Municipality,Alaska,81.5456543521652,02,230,34.0
Yakutat City and Borough,Alaska,81.5456543521652,02,282,15.0
Ketchikan Gateway Borough,Alaska,79.753892368488,02,130,513.0
Petersburg Borough,Alaska,79.753892368488,02,195,96.0
Prince of Wales-Hyder Census Area,Alaska,79.753892368488,02,198,93.0
Wrangell City and Borough,Alaska,79.753892368488,02,275,92.0
Apache County,Arizona,72.3284548272921,04,001,527.0
Cochise County,Arizona,77.7795013827217,04,003,1766.0
Coconino County,Arizona,78.79049043438,04,005,1452.0
Gila County,Arizona,74.3478336675243,04,007,528.0
Graham County,Arizona,77.2067923381599,04,009,324.0
Greenlee County,Arizona,78.4893303009505,04,011,10.0
Maricopa County,Arizona,79.7635827048315,04,013,71855.0
Mohave County,Arizona,75.2291349289979,04,015,3365.0
Navajo County,Arizona,73.6982428819168,04,017,1667.0
Pima County,Arizona,78.8273378145992,04,019,25881.0
Pinal County,Arizona,81.4701445906188,04,021,2886.0
Santa Cruz County,Arizona,82.039463073111,04,023,559.0
Yavapai County,Arizona,78.1846564541411,04,025,2658.0
La Paz County,Arizona,81.4353901669475,04,012,377.0
Yuma County,Arizona,81.4353901669475,04,027,2855.0
Arkansas County,Arkansas,74.0251497586038,05,001,478.0
Ashley County,Arkansas,74.2895051923306,05,003,295.0
Baxter County,Arkansas,76.2501239643624,05,005,429.0
Benton County,Arkansas,79.69562751172,05,007,2397.0
Boone County,Arkansas,76.4606951241037,05,009,555.0
Bradley County,Arkansas,74.0787319215763,05,011,233.0
Calhoun County,Arkansas,75.0215094185301,05,013,55.0
Carroll County,Arkansas,77.2842160355692,05,015,385.0
Chicot County,Arkansas,73.6861573372926,05,017,399.0
Clark County,Arkansas,76.0630306037432,05,019,565.0
Clay County,Arkansas,73.1902475268155,05,021,367.0
Cleburne County,Arkansas,75.9718803756163,05,023,105.0
Cleveland County,Arkansas,75.1716757513491,05,025,71.0
Columbia County,Arkansas,74.5558798297109,05,027,341.0
Conway County,Arkansas,74.9230500819947,05,029,295.0
Craighead County,Arkansas,76.4586434664692,05,031,2334.0
Crawford County,Arkansas,76.0994700780118,05,033,761.0
Crittenden County,Arkansas,73.0267848799303,05,035,1689.0
Cross County,Arkansas,73.4524804330144,05,037,261.0
Dallas County,Arkansas,73.9958868828713,05,039,139.0
Desha County,Arkansas,72.7220178284176,05,041,584.0
Drew County,Arkansas,75.3221847381784,05,043,352.0
