County,State,mean_life_expectancy,State_FIPS,County_FIPS,No Vehicle (Owner)
Dubuque County,Iowa,80.0785898282954,19,061,438.0
Emmet County,Iowa,78.7409459478438,19,063,54.0
Fayette County,Iowa,78.871708969927,19,065,90.0
Floyd County,Iowa,79.6778506397587,19,067,99.0
Franklin County,Iowa,79.7664053082052,19,069,91.0
Fremont County,Iowa,78.2834971794871,19,071,37.0
Greene County,Iowa,78.9155026291003,19,073,42.0
Grundy County,Iowa,80.4884131582783,19,075,84.0
Guthrie County,Iowa,79.5454138332306,19,077,57.0
Hamilton County,Iowa,80.0134006890672,19,079,67.0
Hancock County,Iowa,80.4956175116772,19,081,35.0
Hardin County,Iowa,79.4602476515098,19,083,166.0
Harrison County,Iowa,77.494772561581,19,085,62.0
Henry County,Iowa,78.7680132652907,19,087,88.0
Howard County,Iowa,79.4478230939973,19,089,119.0
Humboldt County,Iowa,79.7205440059001,19,091,38.0
Ida County,Iowa,78.5822374664195,19,093,41.0
Iowa County,Iowa,79.9186763570488,19,095,73.0
Jackson County,Iowa,78.9197957121797,19,097,229.0
Jasper County,Iowa,79.2975717203645,19,099,168.0
Jefferson County,Iowa,80.2652834796143,19,101,66.0
Johnson County,Iowa,82.1599482063895,19,103,962.0
Jones County,Iowa,80.4414454001303,19,105,96.0
Keokuk County,Iowa,79.7497033681581,19,107,58.0
Kossuth County,Iowa,80.848769663266,19,109,89.0
Lee County,Iowa,76.5082474782454,19,111,346.0
Linn County,Iowa,80.1464487876184,19,113,1353.0
Louisa County,Iowa,78.7886750414041,19,115,100.0
Lucas County,Iowa,78.3882531093073,19,117,62.0
Lyon County,Iowa,81.1305631409599,19,119,91.0
Madison County,Iowa,79.4468632346086,19,121,77.0
Mahaska County,Iowa,79.0985249463162,19,123,108.0
Marion County,Iowa,78.8966937895249,19,125,153.0
Marshall County,Iowa,77.6202324814898,19,127,283.0
Mills County,Iowa,78.0733683500545,19,129,63.0
Mitchell County,Iowa,80.617180146676,19,131,104.0
Monona County,Iowa,76.8509434270874,19,133,78.0
Monroe County,Iowa,77.011384044896,19,135,131.0
Montgomery County,Iowa,77.057656556425,19,137,83.0
Muscatine County,Iowa,78.5568946261411,19,139,245.0
O'Brien County,Iowa,79.2315919610848,19,141,42.0
Osceola County,Iowa,79.9194484000106,19,143,82.0
Page County,Iowa,78.0707781742838,19,145,131.0
Palo Alto County,Iowa,78.9679196937925,19,147,56.0
Plymouth County,Iowa,80.2257241601453,19,149,190.0
Pocahontas County,Iowa,78.187681673068,19,151,46.0
Polk County,Iowa,78.8555214600161,19,153,2459.0
Pottawattamie County,Iowa,77.8230372379328,19,155,552.0
Poweshiek County,Iowa,79.0314221148005,19,157,129.0
Ringgold County,Iowa,78.1322661831892,19,159,68.0
Sac County,Iowa,79.0334448114957,19,161,66.0
Scott County,Iowa,78.960994248261,19,163,1110.0
Shelby County,Iowa,80.1888228397947,19,165,118.0
Sioux County,Iowa,82.7022237275665,19,167,120.0
Story County,Iowa,82.0222955253118,19,169,372.0
Tama County,Iowa,78.7958879089385,19,171,107.0
Taylor County,Iowa,78.7926021997694,19,173,31.0
Union County,Iowa,77.6121790448654,19,175,60.0
Van Buren County,Iowa,77.5860023168226,19,177,133.0
Wapello County,Iowa,77.0233558887839,19,179,284.0
Warren County,Iowa,79.5869466718071,19,181,259.0
Washington County,Iowa,79.4808463781754,19,183,139.0
Wayne County,Iowa,77.564753285018,19,185,104.0
Webster County,Iowa,77.2057530667142,19,187,171.0
Winnebago County,Iowa,79.6305292141563,19,189,57.0
Winneshiek County,Iowa,82.1919894185696,19,191,75.0
Woodbury County,Iowa,77.7081605747285,19,193,601.0
Worth County,Iowa,79.0189137367233,19,195,47.0
Wright County,Iowa,79.544590295262,19,197,129.0
Allen County,Kansas,75.7542198500412,20,001,69.0
Anderson County,Kansas,77.8035021669576,20,003,124.0
Atchison County,Kansas,76.9749555561623,20,005,138.0
Barber County,Kansas,76.7873518185123,20,007,35.0
Barton County,Kansas,77.7942149995099,20,009,157.0
Bourbon County,Kansas,75.6515424577524,20,011,95.0
Brown County,Kansas,76.5440981646471,20,013,43.0
Butler County,Kansas,77.5250005337189,20,015,325.0
Chase County,Kansas,78.0613340818761,20,017,19.0
Chautauqua County,Kansas,75.9398376983806,20,019,53.0
Cherokee County,Kansas,74.3556555289652,20,021,137.0
Cheyenne County,Kansas,80.020801941372,20,023,11.0
Clark County,Kansas,78.6181470137132,20,025,4.0
Clay County,Kansas,78.9450639585163,20,027,51.0
Cloud County,Kansas,77.0145106668255,20,029,64.0
Coffey County,Kansas,76.9689790100673,20,031,44.0
Comanche County,Kansas,75.2539933846471,20,033,2.0
Cowley County,Kansas,75.6159829459499,20,035,210.0
Crawford County,Kansas,75.8625870537372,20,037,164.0
Decatur County,Kansas,78.5500015845146,20,039,36.0
Dickinson County,Kansas,77.5088511873898,20,041,124.0
Doniphan County,Kansas,78.1209856533247,20,043,75.0
Douglas County,Kansas,80.383976049002,20,045,438.0
Edwards County,Kansas,76.467145931475,20,047,33.0
Elk County,Kansas,75.8619320223813,20,049,24.0
Ellis County,Kansas,79.4482392232265,20,051,112.0
Ellsworth County,Kansas,77.6205938663922,20,053,97.0
Finney County,Kansas,79.0197266557603,20,055,63.0
Ford County,Kansas,78.1689340279792,20,057,141.0
Franklin County,Kansas,77.2178210993972,20,059,41.0
Geary County,Kansas,75.9875221650035,20,061,126.0
Gove County,Kansas,79.3190744343385,20,063,7.0
Graham County,Kansas,79.326431857006,20,065,15.0
Grant County,Kansas,78.0255066137591,20,067,0.0
Gray County,Kansas,78.8356441101762,20,069,14.0
Greeley County,Kansas,77.6307648929287,20,071,3.0
Greenwood County,Kansas,75.8676465907466,20,073,60.0
Hamilton County,Kansas,76.8146376792316,20,075,13.0
Harper County,Kansas,75.4672454832601,20,077,47.0
Harvey County,Kansas,78.5237096475712,20,079,139.0
Haskell County,Kansas,78.9969430125459,20,081,6.0
Hodgeman County,Kansas,79.1699741150876,20,083,5.0
Jackson County,Kansas,77.855323211086,20,085,32.0
Jefferson County,Kansas,78.4293316605584,20,087,99.0
Jewell County,Kansas,78.8975799721199,20,089,8.0
Johnson County,Kansas,81.5284120824917,20,091,1843.0
Kearny County,Kansas,77.3129610916977,20,093,15.0
Kingman County,Kansas,75.373977019883,20,095,44.0
Kiowa County,Kansas,78.8911792583608,20,097,22.0
Labette County,Kansas,75.0919702508947,20,099,228.0
Lane County,Kansas,76.8061576558164,20,101,3.0
Leavenworth County,Kansas,78.7044636662073,20,103,306.0
Lincoln County,Kansas,78.4569683085188,20,105,21.0
Linn County,Kansas,77.0304021960133,20,107,116.0
Logan County,Kansas,78.3684582083951,20,109,10.0
Lyon County,Kansas,78.2976256229985,20,111,206.0
McPherson County,Kansas,78.333344815985,20,113,104.0
Marion County,Kansas,78.2854778918077,20,115,73.0
Marshall County,Kansas,78.8873519824525,20,117,73.0
Meade County,Kansas,78.4789319298214,20,119,32.0
Miami County,Kansas,78.8863962791474,20,121,168.0
Mitchell County,Kansas,78.2255106556416,20,123,52.0
Montgomery County,Kansas,75.237080678235,20,125,393.0
Morris County,Kansas,78.4211579895787,20,127,41.0
Morton County,Kansas,76.3802127783514,20,129,5.0
Nemaha County,Kansas,79.3418119351145,20,131,39.0
Neosho County,Kansas,76.3137079457624,20,133,143.0
Ness County,Kansas,78.0806464394956,20,135,22.0
Norton County,Kansas,78.6530043894018,20,137,46.0
Osage County,Kansas,77.2787322475573,20,139,81.0
Osborne County,Kansas,78.057376020727,20,141,22.0
Ottawa County,Kansas,77.0956300145733,20,143,46.0
Pawnee County,Kansas,77.0316549606281,20,145,22.0
Phillips County,Kansas,77.9051936218152,20,147,45.0
Pottawatomie County,Kansas,79.6613890799044,20,149,90.0
Pratt County,Kansas,77.2911372940427,20,151,70.0
Rawlins County,Kansas,78.9339827556012,20,153,23.0
Reno County,Kansas,77.4902323491333,20,155,383.0
Republic County,Kansas,78.185382114626,20,157,29.0
Rice County,Kansas,76.5391111276102,20,159,35.0
Riley County,Kansas,80.8462313402806,20,161,211.0
Rooks County,Kansas,78.2451515569162,20,163,30.0
Rush County,Kansas,77.4169189786962,20,165,11.0
Russell County,Kansas,78.1456897229621,20,167,47.0
Saline County,Kansas,77.7657749046388,20,169,241.0
Scott County,Kansas,78.8920597687431,20,171,17.0
Sedgwick County,Kansas,77.3872258332133,20,173,2402.0
Seward County,Kansas,78.1339420323621,20,175,141.0
Shawnee County,Kansas,77.2697073754347,20,177,1199.0
Sheridan County,Kansas,79.6673510603822,20,179,4.0
Sherman County,Kansas,77.3754035529983,20,181,26.0
Smith County,Kansas,78.7012956285732,20,183,25.0
Stafford County,Kansas,76.8359392117312,20,185,40.0
Stanton County,Kansas,78.9836541713805,20,187,13.0
Stevens County,Kansas,78.5925054452315,20,189,19.0
Sumner County,Kansas,76.5824086554827,20,191,109.0
Thomas County,Kansas,78.4773364821278,20,193,78.0
Trego County,Kansas,78.1084198875026,20,195,18.0
Wabaunsee County,Kansas,78.640359045093,20,197,35.0
Wallace County,Kansas,79.4489734982787,20,199,8.0
Washington County,Kansas,79.2092265783882,20,201,39.0
Wichita County,Kansas,78.7706998558489,20,203,11.0
Wilson County,Kansas,75.7017095149816,20,205,96.0
Woodson County,Kansas,75.4575019264833,20,207,45.0
Wyandotte County,Kansas,75.5876166794474,20,209,1290.0
Adair County,Kentucky,76.4075090413772,21,001,250.0
Allen County,Kentucky,75.248534121476,21,003,329.0
Anderson County,Kentucky,76.2433760498101,21,005,103.0
Ballard County,Kentucky,75.0018886887782,21,007,24.0
Barren County,Kentucky,75.8637986802349,21,009,315.0
Bath County,Kentucky,73.1860605884486,21,011,154.0
Bell County,Kentucky,71.1201033241327,21,013,656.0
Boone County,Kentucky,78.7486824862628,21,015,534.0
Bourbon County,Kentucky,76.0958337142918,21,017,130.0
Boyd County,Kentucky,74.7040785654231,21,019,500.0
Boyle County,Kentucky,76.6743397753928,21,021,160.0
Bracken County,Kentucky,74.1808080980433,21,023,97.0
Breathitt County,Kentucky,69.547780222197,21,025,399.0
Breckinridge County,Kentucky,75.343619456124,21,027,285.0
Bullitt County,Kentucky,78.0032254291172,21,029,461.0
Butler County,Kentucky,74.7549925802091,21,031,125.0
Caldwell County,Kentucky,75.0949853243272,21,033,202.0
Calloway County,Kentucky,76.901126602468,21,035,300.0
Campbell County,Kentucky,77.0529873482454,21,037,698.0
Carlisle County,Kentucky,75.384063493555,21,039,48.0
Carroll County,Kentucky,72.8579542141668,21,041,109.0
Carter County,Kentucky,74.3290254926914,21,043,276.0
Casey County,Kentucky,74.641421898841,21,045,346.0
Christian County,Kentucky,75.0663904422994,21,047,557.0
Clark County,Kentucky,75.1279528053161,21,049,191.0
Clay County,Kentucky,70.8926191440727,21,051,623.0
Clinton County,Kentucky,73.6171951962314,21,053,119.0
Crittenden County,Kentucky,74.4525953349712,21,055,193.0
Cumberland County,Kentucky,73.6880241710154,21,057,56.0
Daviess County,Kentucky,76.8349054045393,21,059,658.0
Edmonson County,Kentucky,76.4275680751018,21,061,130.0
Elliott County,Kentucky,75.3463073120575,21,063,166.0
Estill County,Kentucky,72.184096022638,21,065,159.0
Fayette County,Kentucky,78.2681938764361,21,067,1509.0
Fleming County,Kentucky,73.9801015563063,21,069,243.0
Floyd County,Kentucky,71.0279771319949,21,071,673.0
Franklin County,Kentucky,76.095726261588,21,073,203.0
Fulton County,Kentucky,72.5314974223013,21,075,36.0
Gallatin County,Kentucky,72.630865224891,21,077,49.0
Garrard County,Kentucky,77.0346535877495,21,079,110.0
Grant County,Kentucky,74.0886380345603,21,081,192.0
Graves County,Kentucky,75.2943411153592,21,083,426.0
Grayson County,Kentucky,73.7155524877595,21,085,210.0
Green County,Kentucky,75.7705531890238,21,087,215.0
Greenup County,Kentucky,75.0261052381841,21,089,330.0
Hancock County,Kentucky,76.3837785061602,21,091,52.0
Hardin County,Kentucky,76.9656759693108,21,093,650.0
Harlan County,Kentucky,70.4405992901236,21,095,693.0
Harrison County,Kentucky,74.5499544543379,21,097,78.0
Hart County,Kentucky,74.8251017158395,21,099,491.0
Henderson County,Kentucky,75.6821471830597,21,101,288.0
Henry County,Kentucky,74.711357112082,21,103,74.0
Hickman County,Kentucky,75.3535331937629,21,105,68.0
Hopkins County,Kentucky,74.2573408831701,21,107,472.0
Jackson County,Kentucky,72.4868040217679,21,109,183.0
Jefferson County,Kentucky,76.2014385647996,21,111,6120.0
Jessamine County,Kentucky,77.2075974263541,21,113,230.0
Johnson County,Kentucky,72.506553349428,21,115,486.0
Kenton County,Kentucky,75.9617353918037,21,117,1369.0
Knott County,Kentucky,72.019520985318,21,119,383.0
Knox County,Kentucky,72.1725430406405,21,121,451.0
Larue County,Kentucky,75.6550263840577,21,123,129.0
Laurel County,Kentucky,74.6772826498977,21,125,702.0
Lawrence County,Kentucky,72.6957644584957,21,127,217.0
Lee County,Kentucky,70.9053992901808,21,129,119.0
Leslie County,Kentucky,70.247050795276,21,131,223.0
Letcher County,Kentucky,71.3457372649266,21,133,439.0
Lewis County,Kentucky,73.5949510787613,21,135,220.0
Lincoln County,Kentucky,74.4777498905668,21,137,308.0
Livingston County,Kentucky,74.5072089260105,21,139,84.0
Logan County,Kentucky,75.5227042322435,21,141,301.0
Lyon County,Kentucky,76.0857853515044,21,143,18.0
McCracken County,Kentucky,75.9294840178057,21,145,454.0
McCreary County,Kentucky,71.9546550078574,21,147,421.0
McLean County,Kentucky,74.6922409570778,21,149,124.0
Madison County,Kentucky,76.6069863069697,21,151,387.0
Magoffin County,Kentucky,72.1135930977691,21,153,195.0
Marion County,Kentucky,75.6155019046272,21,155,293.0
Marshall County,Kentucky,75.5033542725799,21,157,226.0
Martin County,Kentucky,72.1424649211882,21,159,207.0
Mason County,Kentucky,73.9921169086638,21,161,207.0
Meade County,Kentucky,76.455135054943,21,163,243.0
Menifee County,Kentucky,74.0113264391519,21,165,92.0
Mercer County,Kentucky,75.0190180589982,21,167,183.0
Metcalfe County,Kentucky,73.9184873321278,21,169,97.0
Monroe County,Kentucky,73.2423474331858,21,171,191.0
Montgomery County,Kentucky,74.7803055097833,21,173,249.0
Morgan County,Kentucky,74.986285628142,21,175,157.0
Muhlenberg County,Kentucky,74.6723357339224,21,177,330.0
Nelson County,Kentucky,76.5272212221024,21,179,305.0
Nicholas County,Kentucky,72.4553106166929,21,181,123.0
Ohio County,Kentucky,74.9424801243366,21,183,201.0
Oldham County,Kentucky,79.2015183337609,21,185,275.0
Owen County,Kentucky,75.4363841483589,21,187,44.0
Owsley County,Kentucky,69.5453307636581,21,189,148.0
Pendleton County,Kentucky,74.4729108344152,21,191,67.0
Perry County,Kentucky,69.1636180948638,21,193,538.0
Pike County,Kentucky,72.0935355710374,21,195,1245.0
Powell County,Kentucky,70.4148971509706,21,197,183.0
Pulaski County,Kentucky,74.3207584643338,21,199,683.0
Robertson County,Kentucky,74.1062094480741,21,201,27.0
Rockcastle County,Kentucky,73.9921160173286,21,203,283.0
Rowan County,Kentucky,75.0696921203187,21,205,176.0
Russell County,Kentucky,74.2876118517996,21,207,313.0
Scott County,Kentucky,77.265078150292,21,209,393.0
Shelby County,Kentucky,78.2026715302506,21,211,209.0
Simpson County,Kentucky,75.1339653913594,21,213,110.0
Spencer County,Kentucky,77.3166554453188,21,215,94.0
Taylor County,Kentucky,75.3075854102209,21,217,422.0
Todd County,Kentucky,75.0702938260694,21,219,253.0
Trigg County,Kentucky,76.0776813814646,21,221,226.0
Trimble County,Kentucky,74.7946631741192,21,223,127.0
Union County,Kentucky,74.2647239961351,21,225,115.0
Warren County,Kentucky,77.019188725289,21,227,589.0
Washington County,Kentucky,76.5144682665558,21,229,126.0
Wayne County,Kentucky,75.4282750755272,21,231,363.0
Webster County,Kentucky,74.1273204108433,21,233,147.0
Whitley County,Kentucky,71.4970237136727,21,235,415.0
Wolfe County,Kentucky,70.414121850814,21,237,113.0
Woodford County,Kentucky,77.6095928947604,21,239,148.0
Acadia Parish,Louisiana,74.1527304498507,22,001,663.0
Allen Parish,Louisiana,75.8364261931276,22,003,263.0
Ascension Parish,Louisiana,78.2087627323346,22,005,742.0
Assumption Parish,Louisiana,76.4547513190577,22,007,292.0
Avoyelles Parish,Louisiana,73.5254809340483,22,009,446.0
Beauregard Parish,Louisiana,74.7642884407588,22,011,331.0
Bienville Parish,Louisiana,73.536968643552,22,013,242.0
Bossier Parish,Louisiana,77.1775647618919,22,015,755.0
Caddo Parish,Louisiana,74.4758415459589,22,017,2183.0
Calcasieu Parish,Louisiana,74.7915860565765,22,019,1408.0
Caldwell Parish,Louisiana,73.0854447016312,22,021,225.0
Cameron Parish,Louisiana,78.9556654242898,22,023,17.0
Catahoula Parish,Louisiana,72.8459711428899,22,025,101.0
Claiborne Parish,Louisiana,75.2960244076028,22,027,243.0
Concordia Parish,Louisiana,72.9442876950287,22,029,255.0
De Soto Parish,Louisiana,74.6614154235783,22,031,347.0
East Baton Rouge Parish,Louisiana,75.8619567314034,22,033,3063.0
East Carroll Parish,Louisiana,71.8561038237942,22,035,77.0
East Feliciana Parish,Louisiana,72.9021065584839,22,037,228.0
Evangeline Parish,Louisiana,73.2326572973623,22,039,240.0
Franklin Parish,Louisiana,73.4324020136278,22,041,219.0
Grant Parish,Louisiana,74.6861667474741,22,043,148.0
Iberia Parish,Louisiana,74.6830514916756,22,045,760.0
Iberville Parish,Louisiana,74.9132743798997,22,047,516.0
Jackson Parish,Louisiana,75.2049194847073,22,049,262.0
Jefferson Parish,Louisiana,76.8693215370987,22,051,3653.0
Jefferson Davis Parish,Louisiana,74.020112260873,22,053,324.0
Lafayette Parish,Louisiana,77.7462080947226,22,055,1907.0
Lafourche Parish,Louisiana,76.6127790326036,22,057,1083.0
LaSalle Parish,Louisiana,74.6492018549338,22,059,97.0
Lincoln Parish,Louisiana,77.1881025980477,22,061,442.0
Livingston Parish,Louisiana,75.7654420583379,22,063,984.0
Madison Parish,Louisiana,71.9644608224497,22,065,210.0
Morehouse Parish,Louisiana,72.2885393934176,22,067,383.0
Natchitoches Parish,Louisiana,74.8307898155408,22,069,286.0
Orleans Parish,Louisiana,76.2790255616172,22,071,4833.0
Ouachita Parish,Louisiana,74.7967704491303,22,073,1174.0
Plaquemines Parish,Louisiana,77.0074539966939,22,075,161.0
Pointe Coupee Parish,Louisiana,75.4840287029142,22,077,453.0
Rapides Parish,Louisiana,74.1962063259054,22,079,1067.0
Red River Parish,Louisiana,74.0789513271507,22,081,155.0
Richland Parish,Louisiana,74.0935785087345,22,083,137.0
Sabine Parish,Louisiana,75.4442027867979,22,085,344.0
Saint Bernard Parish,Louisiana,74.6058929116397,22,087,362.0
Saint Charles Parish,Louisiana,76.8359411293043,22,089,381.0
Saint Helena Parish,Louisiana,73.9549192997612,22,091,248.0
Saint James Parish,Louisiana,76.3920010684275,22,093,372.0
Saint John the Baptist Parish,Louisiana,74.7312982392505,22,095,364.0
Saint Landry Parish,Louisiana,72.8498409948172,22,097,1125.0
Saint Martin Parish,Louisiana,75.652365528127,22,099,716.0
Saint Mary Parish,Louisiana,74.7147311711007,22,101,680.0
Saint Tammany Parish,Louisiana,77.8163149804034,22,103,1166.0
Tangipahoa Parish,Louisiana,74.3075999879013,22,105,1126.0
Tensas Parish,Louisiana,74.1181877466572,22,107,104.0
Terrebonne Parish,Louisiana,74.857143305773,22,109,1524.0
Union Parish,Louisiana,74.826727427357,22,111,297.0
Vermilion Parish,Louisiana,76.2840734896336,22,113,733.0
Vernon Parish,Louisiana,75.1500980929744,22,115,324.0
Washington Parish,Louisiana,72.3909923068968,22,117,680.0
Webster Parish,Louisiana,73.7768873378424,22,119,620.0
West Baton Rouge Parish,Louisiana,76.4602826287715,22,121,190.0
West Carroll Parish,Louisiana,74.3775251241214,22,123,92.0
West Feliciana Parish,Louisiana,77.1646915653052,22,125,69.0
Winn Parish,Louisiana,74.2881555821706,22,127,101.0
Androscoggin County,Maine,77.7512536887563,23,001,586.0
Aroostook County,Maine,78.0257791588484,23,003,630.0
Cumberland County,Maine,80.1426759395244,23,005,1645.0
Franklin County,Maine,78.5840023968279,23,007,297.0
Hancock County,Maine,79.4879469025187,23,009,607.0
Kennebec County,Maine,78.185930511921,23,011,1016.0
Knox County,Maine,79.1990607611267,23,013,426.0
Lincoln County,Maine,79.6818191767564,23,015,206.0
Oxford County,Maine,78.0816516876241,23,017,366.0
Penobscot County,Maine,77.8316407150695,23,019,1252.0
Piscataquis County,Maine,76.9555960979251,23,021,183.0
Sagadahoc County,Maine,79.8039208627757,23,023,350.0
Somerset County,Maine,77.020636994062,23,025,570.0
Waldo County,Maine,78.9055250811345,23,027,317.0
Washington County,Maine,76.3926866580059,23,029,484.0
York County,Maine,79.6145099345183,23,031,1133.0
Allegany County,Maryland,76.6694541409835,24,001,752.0
Anne Arundel County,Maryland,79.2299434985345,24,003,3450.0
Baltimore County,Maryland,78.723580571662,24,005,6313.0
Calvert County,Maryland,79.3690536393873,24,009,485.0
Caroline County,Maryland,76.364819064661,24,011,284.0
Carroll County,Maryland,78.9128997074227,24,013,940.0
Cecil County,Maryland,76.5501454794145,24,015,518.0
Charles County,Maryland,78.6989416304353,24,017,674.0
Dorchester County,Maryland,76.7573685567545,24,019,215.0
Frederick County,Maryland,80.3176984349892,24,021,1016.0
Garrett County,Maryland,78.2352529780301,24,023,332.0
Harford County,Maryland,79.0986312621923,24,025,1382.0
Howard County,Maryland,82.8043619571844,24,027,1076.0
Kent County,Maryland,78.7191903808873,24,029,289.0
Queen Anne's County,Maryland,79.7882954432238,24,035,206.0
Saint Mary's County,Maryland,78.7678772778512,24,037,733.0
Somerset County,Maryland,76.4015692930538,24,039,314.0
Talbot County,Maryland,80.6502795889963,24,041,334.0
Washington County,Maryland,77.3865459076232,24,043,1062.0
Wicomico County,Maryland,77.0196391342002,24,045,600.0
Worcester County,Maryland,79.0162901190994,24,047,457.0
Baltimore City,Maryland,72.8973684328001,24,510,14159.0
Montgomery County,Maryland,81.7039642542199,24,031,6629.0
Prince George's County,Maryland,81.7039642542199,24,033,5370.0
Barnstable County,Massachusetts,79.8815949843872,25,001,2126.0
Berkshire County,Massachusetts,79.3265531690255,25,003,1281.0
Bristol County,Massachusetts,78.8413887129124,25,005,4193.0
Dukes County,Massachusetts,81.9835280279676,25,007,56.0
Essex County,Massachusetts,80.36077424118,25,009,5522.0
Franklin County,Massachusetts,80.035738290058,25,011,526.0
Hampden County,Massachusetts,78.6083389354339,25,013,3827.0
Hampshire County,Massachusetts,80.8375457673605,25,015,1015.0
Middlesex County,Massachusetts,81.9109111584814,25,017,12899.0
Nantucket County,Massachusetts,81.6506755417137,25,019,84.0
Norfolk County,Massachusetts,81.5022865023585,25,021,6138.0
Plymouth County,Massachusetts,79.4737800475632,25,023,3275.0
Suffolk County,Massachusetts,80.5624227825471,25,025,12600.0
Worcester County,Massachusetts,79.3841370336981,25,027,5157.0
Alcona County,Michigan,77.0387348069625,26,001,144.0
Alger County,Michigan,78.9236146060328,26,003,132.0
Allegan County,Michigan,78.8491685962365,26,005,722.0
Alpena County,Michigan,77.6755397480269,26,007,326.0
Antrim County,Michigan,79.6758368956124,26,009,170.0
Arenac County,Michigan,76.2840734435413,26,011,212.0
Baraga County,Michigan,77.3887253718862,26,013,84.0
Barry County,Michigan,79.251456140121,26,015,558.0
Bay County,Michigan,77.5024822475371,26,017,1310.0
Benzie County,Michigan,79.3939732529926,26,019,181.0
Berrien County,Michigan,77.5795798652091,26,021,1426.0
Branch County,Michigan,77.2271322461768,26,023,376.0
Calhoun County,Michigan,76.2350997875967,26,025,1268.0
Cass County,Michigan,78.0444177899222,26,027,408.0
Charlevoix County,Michigan,79.6661059796698,26,029,238.0
Cheboygan County,Michigan,78.5185689405828,26,031,316.0
Chippewa County,Michigan,78.6576874017405,26,033,264.0
Clare County,Michigan,75.5366141810356,26,035,499.0
Clinton County,Michigan,80.7487743994358,26,037,362.0
Crawford County,Michigan,77.1194062552597,26,039,160.0
Delta County,Michigan,78.9596476650388,26,041,423.0
Dickinson County,Michigan,79.196491413419,26,043,314.0
Eaton County,Michigan,79.1765153256897,26,045,594.0
Emmet County,Michigan,79.5330074148033,26,047,220.0
Genesee County,Michigan,75.6706001686916,26,049,4572.0
Gladwin County,Michigan,77.0373573209745,26,051,524.0
Gogebic County,Michigan,78.4124088783588,26,053,343.0
Grand Traverse County,Michigan,80.1160790695651,26,055,386.0
Gratiot County,Michigan,77.8073931059792,26,057,323.0
Hillsdale County,Michigan,77.8896939102178,26,059,641.0
Houghton County,Michigan,78.7032966824524,26,061,299.0
Huron County,Michigan,77.6811553497045,26,063,307.0
Ingham County,Michigan,78.5901889850964,26,065,1591.0
Ionia County,Michigan,78.3170941900877,26,067,380.0
Iosco County,Michigan,76.2484727313596,26,069,366.0
Iron County,Michigan,78.1623853870805,26,071,183.0
Isabella County,Michigan,78.944219291473,26,073,456.0
Jackson County,Michigan,77.2987997189242,26,075,1460.0
Kalamazoo County,Michigan,79.0571374783429,26,077,1648.0
Kalkaska County,Michigan,76.6400157077602,26,079,206.0
Kent County,Michigan,79.8265458360066,26,081,4026.0
Keweenaw County,Michigan,79.8805242809981,26,083,26.0
Lake County,Michigan,76.8838385846222,26,085,114.0
Lapeer County,Michigan,78.026272596228,26,087,911.0
Leelanau County,Michigan,82.4885891139183,26,089,171.0
Lenawee County,Michigan,78.0049753003164,26,091,832.0
Livingston County,Michigan,80.2051847968663,26,093,966.0
Luce County,Michigan,78.2708201595635,26,095,58.0
Mackinac County,Michigan,78.0867842827029,26,097,221.0
Macomb County,Michigan,77.9715216591543,26,099,8060.0
Manistee County,Michigan,78.164748019286,26,101,328.0
Marquette County,Michigan,78.8667065520226,26,103,490.0
Mason County,Michigan,78.2752299888405,26,105,320.0
Mecosta County,Michigan,78.6817658529381,26,107,448.0
Menominee County,Michigan,79.0276882646118,26,109,282.0
Midland County,Michigan,80.5098454677645,26,111,525.0
Missaukee County,Michigan,77.8861527056406,26,113,157.0
Monroe County,Michigan,77.7656056212544,26,115,1116.0
Montcalm County,Michigan,77.5945737688042,26,117,799.0
Montmorency County,Michigan,76.4532520353494,26,119,138.0
Muskegon County,Michigan,77.3601416065034,26,121,1713.0
Newaygo County,Michigan,77.7361830556741,26,123,567.0
Oakland County,Michigan,79.9982981723966,26,125,7895.0
Oceana County,Michigan,78.5361371772989,26,127,273.0
Ogemaw County,Michigan,75.6927053560333,26,129,376.0
Ontonagon County,Michigan,77.6996870295812,26,131,101.0
Osceola County,Michigan,77.9301479118803,26,133,312.0
Oscoda County,Michigan,76.0691358324074,26,135,179.0
Otsego County,Michigan,78.060790748466,26,137,353.0
Ottawa County,Michigan,81.6158270258288,26,139,1347.0
Presque Isle County,Michigan,78.5481591305887,26,141,158.0
Roscommon County,Michigan,76.2372416387457,26,143,374.0
Saginaw County,Michigan,77.320926807283,26,145,2084.0
Saint Clair County,Michigan,76.9594393341499,26,147,1707.0
Saint Joseph County,Michigan,76.8626743369413,26,149,750.0
Sanilac County,Michigan,77.535341288747,26,151,532.0
Schoolcraft County,Michigan,78.1184159480951,26,153,129.0
Shiawassee County,Michigan,77.3369490284373,26,155,566.0
Tuscola County,Michigan,77.5041301219185,26,157,625.0
Van Buren County,Michigan,77.4736137015517,26,159,689.0
Washtenaw County,Michigan,81.0674651074056,26,161,1805.0
Wayne County,Michigan,75.3248374766307,26,163,25467.0
Wexford County,Michigan,77.3451876109721,26,165,297.0
Aitkin County,Minnesota,79.397166430693,27,001,220.0
Anoka County,Minnesota,81.1030914938124,27,003,1950.0
Becker County,Minnesota,78.384493848656,27,005,274.0
Beltrami County,Minnesota,77.7600048968149,27,007,301.0
Benton County,Minnesota,78.9487320868627,27,009,186.0
