County,State,mean_life_expectancy,State_FIPS,County_FIPS,Unemployment Rate
Autauga County,Alabama,76.0246312323304,01,001,5.2
Baldwin County,Alabama,77.8952429034613,01,003,5.5
Barbour County,Alabama,74.6572190352659,01,005,12.4
Bibb County,Alabama,73.6342805287431,01,007,8.2
Blount County,Alabama,74.8974607079908,01,009,4.9
Bullock County,Alabama,73.7079253175275,01,011,12.1
Butler County,Alabama,73.7151229204611,01,013,7.6
Calhoun County,Alabama,73.3078477077272,01,015,10.1
Chambers County,Alabama,74.2425871374709,01,017,6.4
Cherokee County,Alabama,74.3480110237785,01,019,5.3
Chilton County,Alabama,74.1052560370855,01,021,6.7
Choctaw County,Alabama,74.2757388369681,01,023,9.8
Clarke County,Alabama,74.6238045774491,01,025,15.2
Clay County,Alabama,74.3591398533707,01,027,6.4
Cleburne County,Alabama,74.0840978801744,01,029,7.8
Coffee County,Alabama,76.2048720238035,01,031,6.0
Colbert County,Alabama,74.2982544702841,01,033,6.9
Conecuh County,Alabama,73.3561349626999,01,035,14.5
Coosa County,Alabama,75.3441712856155,01,037,11.3
Covington County,Alabama,74.078109873637,01,039,10.7
Crenshaw County,Alabama,73.9820921275375,01,041,6.4
Cullman County,Alabama,74.3545019878194,01,043,5.8
Dale County,Alabama,75.4733509430588,01,045,10.4
Dallas County,Alabama,72.03447738714,01,047,13.7
DeKalb County,Alabama,74.524309920443,01,049,5.1
Elmore County,Alabama,75.8544515314726,01,051,7.3
Escambia County,Alabama,73.1026233420298,01,053,13.7
Etowah County,Alabama,73.023382014908,01,055,7.6
Fayette County,Alabama,73.6468181376117,01,057,8.4
Franklin County,Alabama,73.4916922949218,01,059,8.2
Geneva County,Alabama,74.2527953119664,01,061,8.9
Greene County,Alabama,73.8570082667757,01,063,14.8
Hale County,Alabama,73.6467181824322,01,065,11.7
Henry County,Alabama,75.4887946207952,01,067,6.7
Houston County,Alabama,76.032673861126,01,069,7.6
Jackson County,Alabama,73.3946413725398,01,071,7.7
Jefferson County,Alabama,74.5743774281111,01,073,7.7
Lamar County,Alabama,74.3774503003945,01,075,7.9
Lauderdale County,Alabama,76.0388971623086,01,077,6.6
Lawrence County,Alabama,73.6788440834402,01,079,7.2
Lee County,Alabama,77.5526205196881,01,081,5.7
Limestone County,Alabama,77.3036396921757,01,083,7.1
Lowndes County,Alabama,71.8712681595456,01,085,11.2
Macon County,Alabama,72.9264822618015,01,087,14.5
Madison County,Alabama,77.4457800370199,01,089,6.5
Marengo County,Alabama,73.4699638933891,01,091,12.8
Marion County,Alabama,74.0260626515723,01,093,5.5
Marshall County,Alabama,74.044529414402,01,095,6.5
Mobile County,Alabama,74.832531869489,01,097,7.5
Monroe County,Alabama,74.6472436418514,01,099,21.6
Montgomery County,Alabama,75.8639742828833,01,101,7.6
Morgan County,Alabama,75.2271704532966,01,103,6.5
Perry County,Alabama,72.388930405107,01,105,11.8
Pickens County,Alabama,74.4608285703048,01,107,12.2
Pike County,Alabama,74.9526888282757,01,109,8.7
Randolph County,Alabama,74.2303989397729,01,111,5.8
Russell County,Alabama,73.5167015561246,01,113,9.7
Saint Clair County,Alabama,74.7414911385038,01,115,5.8
Shelby County,Alabama,79.9439409572104,01,117,4.3
Sumter County,Alabama,74.3379744715151,01,119,13.4
Talladega County,Alabama,73.3972425657916,01,121,10.0
Tallapoosa County,Alabama,74.8751981595403,01,123,9.2
Tuscaloosa County,Alabama,76.2628239560412,01,125,6.7
Walker County,Alabama,70.3120931463706,01,127,10.0
Washington County,Alabama,74.379913964713,01,129,11.0
Wilcox County,Alabama,71.4192185766012,01,131,17.2
Winston County,Alabama,74.31731572053,01,133,9.4
Anchorage Municipality,Alaska,78.8427395859197,02,020,5.8
Bethel Census Area,Alaska,72.3773195918739,02,050,19.3
Bristol Bay Borough,Alaska,75.8312576360195,02,060,6.8
Fairbanks North Star Borough,Alaska,79.8531882449376,02,090,8.0
Haines Borough,Alaska,81.6301311834033,02,100,2.7
Juneau City and Borough,Alaska,80.4330971073059,02,110,4.8
Kenai Peninsula Borough,Alaska,78.3677604150779,02,122,8.6
Kodiak Island Borough,Alaska,79.8324510978969,02,150,5.3
Matanuska-Susitna Borough,Alaska,78.4961228596649,02,170,9.8
Nome Census Area,Alaska,70.4964319256222,02,180,16.6
North Slope Borough,Alaska,75.4604638102837,02,185,9.5
Sitka City and Borough,Alaska,80.0877625456278,02,220,5.0
Southeast Fairbanks Census Area,Alaska,77.3779098522792,02,240,12.5
Valdez-Cordova Census Area,Alaska,78.9328153281328,02,261,7.5
Wade Hampton Census Area,Alaska,67.9859126754132,02,270,
Northwest Arctic Borough,Alaska,72.237114207438,02,188,20.1
Aleutians East Borough,Alaska,84.1950647120622,02,013,2.4
Aleutians West Census Area,Alaska,84.1950647120622,02,016,1.9
Dillingham Census Area,Alaska,73.937488710631,02,070,11.4
Lake and Peninsula Borough,Alaska,73.937488710631,02,164,13.2
Denali Borough,Alaska,73.9553492576129,02,068,1.9
Yukon-Koyukuk Census Area,Alaska,73.9553492576129,02,290,19.7
Hoonah-Angoon Census Area,Alaska,80.749870087287,02,105,11.7
Skagway Municipality,Alaska,80.749870087287,02,230,7.9
Yakutat City and Borough,Alaska,80.749870087287,02,282,6.5
Ketchikan Gateway Borough,Alaska,78.870520839502,02,130,7.0
Petersburg Borough,Alaska,78.870520839502,02,195,4.8
Prince of Wales-Hyder Census Area,Alaska,78.870520839502,02,198,13.5
Wrangell City and Borough,Alaska,78.870520839502,02,275,7.0
Apache County,Arizona,72.2408515337713,04,001,14.1
Cochise County,Arizona,77.7961940778469,04,003,7.6
Coconino County,Arizona,78.5702279856415,04,005,8.3
Gila County,Arizona,74.1269913666399,04,007,11.7
Graham County,Arizona,76.9440705172127,04,009,12.2
Greenlee County,Arizona,78.1978326048683,04,011,7.6
Maricopa County,Arizona,79.6563218537266,04,013,6.0
Mohave County,Arizona,74.9338228939162,04,015,10.1
Navajo County,Arizona,73.8300467164729,04,017,16.3
Pima County,Arizona,78.6548008107775,04,019,8.4
Pinal County,Arizona,80.8637745945733,04,021,7.8
Santa Cruz County,Arizona,81.5659007827293,04,023,8.7
Yavapai County,Arizona,78.0019889385203,04,025,7.3
La Paz County,Arizona,81.1244263390012,04,012,9.5
Yuma County,Arizona,81.1244263390012,04,027,10.9
Arkansas County,Arkansas,73.5043452669212,05,001,8.5
Ashley County,Arkansas,73.9253722421542,05,003,9.9
Baxter County,Arkansas,75.9597914129396,05,005,5.8
Benton County,Arkansas,79.3162674700135,05,007,3.1
Boone County,Arkansas,76.1204721411668,05,009,6.1
Bradley County,Arkansas,73.6787408686852,05,011,9.4
Calhoun County,Arkansas,74.5306926339902,05,013,5.7
Carroll County,Arkansas,76.8382013939385,05,015,5.1
Chicot County,Arkansas,73.3117463375035,05,017,10.1
Clark County,Arkansas,75.5224420894244,05,019,4.5
Clay County,Arkansas,72.8559680875974,05,021,5.3
Cleburne County,Arkansas,75.7051992678076,05,023,5.5
Cleveland County,Arkansas,74.8589626853021,05,025,6.6
Columbia County,Arkansas,74.1079710416384,05,027,9.5
Conway County,Arkansas,74.695878166784,05,029,7.1
Craighead County,Arkansas,76.2037097312571,05,031,6.0
Crawford County,Arkansas,75.7157396241204,05,033,6.2
Crittenden County,Arkansas,72.6251939385932,05,035,8.4
Cross County,Arkansas,73.1602124341335,05,037,6.8
Dallas County,Arkansas,73.3735532648729,05,039,6.4
Desha County,Arkansas,72.4752962604024,05,041,12.2
Drew County,Arkansas,75.0673773726032,05,043,9.0
Faulkner County,Arkansas,76.4182309752644,05,045,5.1
Franklin County,Arkansas,74.4373222870369,05,047,6.6
Fulton County,Arkansas,74.9193229812661,05,049,6.9
Garland County,Arkansas,74.6309366391751,05,051,9.0
Grant County,Arkansas,75.3698091973697,05,053,8.7
Greene County,Arkansas,74.0996452052536,05,055,7.0
Hempstead County,Arkansas,75.1266368361279,05,057,6.4
Hot Spring County,Arkansas,74.2281769368533,05,059,6.2
Howard County,Arkansas,73.8919511396459,05,061,5.7
Independence County,Arkansas,75.5988097794403,05,063,6.0
Izard County,Arkansas,75.2554983306065,05,065,9.6
Jackson County,Arkansas,73.2398331665973,05,067,7.0
Jefferson County,Arkansas,73.2238480770967,05,069,10.0
Johnson County,Arkansas,75.7108320235838,05,071,4.7
Lafayette County,Arkansas,74.2582687145754,05,073,8.3
Lawrence County,Arkansas,73.9055411200017,05,075,8.2
Lee County,Arkansas,73.2670721314187,05,077,15.3
Lincoln County,Arkansas,75.0420292899519,05,079,8.1
Little River County,Arkansas,73.9743483215101,05,081,10.3
Logan County,Arkansas,74.1726732947248,05,083,8.1
Lonoke County,Arkansas,74.7455691325912,05,085,4.8
Madison County,Arkansas,75.378985437541,05,087,4.5
Marion County,Arkansas,75.3737129535053,05,089,7.7
Miller County,Arkansas,74.5960792199951,05,091,8.0
Mississippi County,Arkansas,71.5351089249095,05,093,11.6
Monroe County,Arkansas,72.3393690870887,05,095,9.1
Montgomery County,Arkansas,75.5774666116489,05,097,4.4
Nevada County,Arkansas,74.3732482286084,05,099,4.8
Newton County,Arkansas,76.8726224396483,05,101,4.0
Ouachita County,Arkansas,73.0094683982827,05,103,8.3
Perry County,Arkansas,74.861123428865,05,105,6.5
Phillips County,Arkansas,70.8005258788541,05,107,15.7
Pike County,Arkansas,74.8235342597713,05,109,5.1
Poinsett County,Arkansas,71.2947589568639,05,111,5.4
Polk County,Arkansas,74.9129378159319,05,113,8.5
Pope County,Arkansas,76.4551101144576,05,115,7.3
Prairie County,Arkansas,75.6587388048142,05,117,7.6
Pulaski County,Arkansas,75.9533402339039,05,119,5.9
Randolph County,Arkansas,74.2064157916112,05,121,3.5
Saint Francis County,Arkansas,73.8843994351379,05,123,10.0
Saline County,Arkansas,77.0482054817958,05,125,4.3
Scott County,Arkansas,74.5707790005597,05,127,10.6
Searcy County,Arkansas,75.1238268500902,05,129,3.6
Sebastian County,Arkansas,75.7092329887143,05,131,5.6
Sevier County,Arkansas,75.1584300484602,05,133,6.6
Sharp County,Arkansas,73.7064588321029,05,135,6.7
Stone County,Arkansas,75.9079573999317,05,137,8.3
Union County,Arkansas,73.1884317266028,05,139,8.3
Van Buren County,Arkansas,75.8846063202913,05,141,8.3
Washington County,Arkansas,77.8764673272239,05,143,4.9
White County,Arkansas,75.2058017632126,05,145,6.2
Woodruff County,Arkansas,72.5933855023363,05,147,10.1
Yell County,Arkansas,74.3862031980413,05,149,6.3
Alameda County,California,82.2321212212249,06,001,6.0
Alpine County,California,78.482947059558,06,003,14.6
Amador County,California,79.561891234368,06,005,9.3
Butte County,California,77.4463014291207,06,007,9.1
Calaveras County,California,79.2676567852879,06,009,7.1
Colusa County,California,79.6638098917847,06,011,5.9
Contra Costa County,California,81.8386853778645,06,013,6.9
Del Norte County,California,75.224334811417,06,015,9.5
El Dorado County,California,81.4568941950275,06,017,8.1
Fresno County,California,78.4585384790352,06,019,10.4
Glenn County,California,77.3696017734108,06,021,9.2
Humboldt County,California,76.7555796001307,06,023,8.9
Imperial County,California,80.687419950022,06,025,16.0
Inyo County,California,79.1997381604918,06,027,5.2
Kern County,California,77.0176146674043,06,029,10.9
Kings County,California,79.3358097827458,06,031,9.7
Lake County,California,74.8494787542705,06,033,11.2
Lassen County,California,78.2363152612242,06,035,7.5
Los Angeles County,California,81.5691962087237,06,037,7.8
Madera County,California,78.9228141273425,06,039,8.3
Marin County,California,84.670403001944,06,041,4.5
Mariposa County,California,79.9818431293211,06,043,10.0
Mendocino County,California,78.6518521214148,06,045,10.4
Merced County,California,78.3750954459993,06,047,14.6
Modoc County,California,77.1077065159972,06,049,7.5
Mono County,California,84.9580737678398,06,051,3.6
Monterey County,California,81.9472905883429,06,053,6.0
Napa County,California,81.2829692549916,06,055,5.4
