County,State,mean_life_expectancy,State_FIPS,County_FIPS,Total Families (Single Mother)
Autauga County,Alabama,76.0923839492951,01,001,1380.0
Baldwin County,Alabama,77.9590260303945,01,003,3809.0
Barbour County,Alabama,75.723760010315,01,005,997.0
Bibb County,Alabama,74.0704786684836,01,007,487.0
Blount County,Alabama,75.57623817677,01,009,1186.0
Bullock County,Alabama,73.9667452558383,01,011,383.0
Butler County,Alabama,74.1879513563979,01,013,897.0
Calhoun County,Alabama,73.7500629106712,01,015,3577.0
Chambers County,Alabama,74.4744393001101,01,017,1446.0
Cherokee County,Alabama,74.8083588255097,01,019,855.0
Chilton County,Alabama,74.361687582335,01,021,1170.0
Choctaw County,Alabama,74.767407753043,01,023,472.0
Clarke County,Alabama,75.234900184891,01,025,954.0
Clay County,Alabama,74.7573360142862,01,027,527.0
Cleburne County,Alabama,74.1228766542021,01,029,339.0
Coffee County,Alabama,76.7812212244236,01,031,1573.0
Colbert County,Alabama,74.7421988900332,01,033,1494.0
Conecuh County,Alabama,73.8726045151823,01,035,444.0
Coosa County,Alabama,75.2580877653134,01,037,269.0
Covington County,Alabama,74.8659701913572,01,039,1252.0
Crenshaw County,Alabama,74.4189555245288,01,041,553.0
Cullman County,Alabama,74.9300732935393,01,043,1804.0
Dale County,Alabama,75.9998085962609,01,045,1567.0
Dallas County,Alabama,72.1686309532854,01,047,2150.0
DeKalb County,Alabama,74.7318781453857,01,049,1383.0
Elmore County,Alabama,75.9399909370708,01,051,2218.0
Escambia County,Alabama,73.7808302047218,01,053,1345.0
Etowah County,Alabama,73.3708247850727,01,055,2876.0
Fayette County,Alabama,74.0659626546655,01,057,519.0
Franklin County,Alabama,73.5137577154115,01,059,826.0
Geneva County,Alabama,75.0218977493571,01,061,827.0
Greene County,Alabama,74.4811078615176,01,063,364.0
Hale County,Alabama,74.1560323615994,01,065,739.0
Henry County,Alabama,75.7543594558265,01,067,462.0
Houston County,Alabama,76.559115914522,01,069,3845.0
Jackson County,Alabama,73.5264035395202,01,071,1145.0
Jefferson County,Alabama,74.9798554080244,01,073,24471.0
Lamar County,Alabama,74.7116839103121,01,075,452.0
Lauderdale County,Alabama,76.1300402688184,01,077,2571.0
Lawrence County,Alabama,73.989537746666,01,079,735.0
Lee County,Alabama,77.5595991086487,01,081,3978.0
Limestone County,Alabama,77.4754459389285,01,083,2052.0
Lowndes County,Alabama,72.2634055675833,01,085,568.0
Macon County,Alabama,73.4904632643591,01,087,997.0
Madison County,Alabama,77.8536736827048,01,089,8926.0
Marengo County,Alabama,74.0363714016051,01,091,819.0
Marion County,Alabama,74.4921559001086,01,093,813.0
Marshall County,Alabama,74.1039393352051,01,095,2467.0
Mobile County,Alabama,75.1117597992232,01,097,15123.0
Monroe County,Alabama,75.0245488974323,01,099,637.0
Montgomery County,Alabama,76.1126905968678,01,101,10904.0
Morgan County,Alabama,75.7548165522007,01,103,3568.0
Perry County,Alabama,72.5637425616024,01,105,500.0
Pickens County,Alabama,74.4392811093029,01,107,852.0
Pike County,Alabama,75.2623836523974,01,109,1233.0
Randolph County,Alabama,74.7053091696992,01,111,771.0
Russell County,Alabama,74.3805861878772,01,113,2541.0
Saint Clair County,Alabama,75.1216644950582,01,115,1863.0
Shelby County,Alabama,79.9186609893026,01,117,3979.0
Sumter County,Alabama,74.4570441053706,01,119,552.0
Talladega County,Alabama,73.6869492872818,01,121,3120.0
Tallapoosa County,Alabama,75.1270284243972,01,123,1384.0
Tuscaloosa County,Alabama,76.2841722904781,01,125,5692.0
Walker County,Alabama,70.7322477452283,01,127,2048.0
Washington County,Alabama,74.6503643642396,01,129,261.0
Wilcox County,Alabama,72.0305770620779,01,131,331.0
Winston County,Alabama,74.5222642002393,01,133,533.0
Anchorage Municipality,Alaska,78.9022024656191,02,020,8051.0
Bethel Census Area,Alaska,72.9844076508492,02,050,434.0
Bristol Bay Borough,Alaska,75.8752123759168,02,060,22.0
Fairbanks North Star Borough,Alaska,79.6481705666333,02,090,2400.0
Haines Borough,Alaska,81.5832545334811,02,100,48.0
Juneau City and Borough,Alaska,80.0410654674188,02,110,795.0
Kenai Peninsula Borough,Alaska,78.5607964481768,02,122,1180.0
Kodiak Island Borough,Alaska,79.5249195452452,02,150,376.0
Matanuska-Susitna Borough,Alaska,78.3611817093364,02,170,1852.0
Nome Census Area,Alaska,71.1118591784878,02,180,351.0
North Slope Borough,Alaska,75.4534450228025,02,185,313.0
