County,State,mean_life_expectancy,State_FIPS,County_FIPS,High School Degree or Higher (%)
Autauga County,Alabama,75.836928054027,01,001,84.8
Baldwin County,Alabama,77.8587885068867,01,003,87.9
Barbour County,Alabama,75.6039658679806,01,005,71.0
Bibb County,Alabama,73.8813807110977,01,007,75.2
Blount County,Alabama,75.6352536319274,01,009,75.2
Bullock County,Alabama,74.4021306908516,01,011,68.1
Butler County,Alabama,73.935514642706,01,013,73.9
Calhoun County,Alabama,73.6916993651565,01,015,78.5
Chambers County,Alabama,74.3709084353389,01,017,71.7
Cherokee County,Alabama,74.7690226049665,01,019,80.1
Chilton County,Alabama,74.2037941937705,01,021,73.2
Choctaw County,Alabama,74.7667739361553,01,023,73.6
Clarke County,Alabama,75.3078949980348,01,025,79.0
Clay County,Alabama,74.5125281044463,01,027,72.9
Cleburne County,Alabama,74.2119718397456,01,029,74.3
Coffee County,Alabama,76.8029854382398,01,031,81.5
Colbert County,Alabama,74.7012544694018,01,033,83.6
Conecuh County,Alabama,73.8578396157111,01,035,72.1
Coosa County,Alabama,75.0708584990442,01,037,71.8
Covington County,Alabama,74.939706372746,01,039,77.4
Crenshaw County,Alabama,74.4540874550923,01,041,76.1
Cullman County,Alabama,74.9509513238576,01,043,77.6
Dale County,Alabama,76.1296959155196,01,045,84.4
Dallas County,Alabama,72.2967105227705,01,047,76.8
DeKalb County,Alabama,74.7966732959206,01,049,69.9
Elmore County,Alabama,75.8412881424909,01,051,83.9
Escambia County,Alabama,73.8523605614612,01,053,71.8
Etowah County,Alabama,73.3079475598584,01,055,81.0
Fayette County,Alabama,74.057058159905,01,057,75.7
Franklin County,Alabama,73.349841367943,01,059,72.5
Geneva County,Alabama,75.2540134208833,01,061,77.6
Greene County,Alabama,74.5251950347399,01,063,72.0
Hale County,Alabama,74.2120689147012,01,065,74.8
Henry County,Alabama,75.9013490151937,01,067,78.8
Houston County,Alabama,76.6049969181304,01,069,83.2
Jackson County,Alabama,73.6075996652594,01,071,73.4
Jefferson County,Alabama,75.0012975222472,01,073,86.0
Lamar County,Alabama,74.594659571128,01,075,73.6
Lauderdale County,Alabama,76.2574810844103,01,077,84.6
Lawrence County,Alabama,74.025639809588,01,079,77.5
Lee County,Alabama,77.641756133286,01,081,85.9
Limestone County,Alabama,77.4567118555822,01,083,80.8
Lowndes County,Alabama,72.451572085185,01,085,70.8
Macon County,Alabama,73.4913418644572,01,087,79.0
Madison County,Alabama,77.772209501297,01,089,90.2
Marengo County,Alabama,74.1333674215399,01,091,80.6
Marion County,Alabama,74.2996624676483,01,093,73.0
Marshall County,Alabama,74.2650814854454,01,095,75.1
Mobile County,Alabama,75.0140519651065,01,097,83.3
Monroe County,Alabama,74.9403376152072,01,099,73.8
Montgomery County,Alabama,76.0742035748331,01,101,84.7
Morgan County,Alabama,75.7687418754051,01,103,80.8
Perry County,Alabama,72.4458737373582,01,105,69.4
Pickens County,Alabama,74.3989386831643,01,107,78.5
Pike County,Alabama,75.3843799599901,01,109,83.2
Randolph County,Alabama,74.6272688359767,01,111,69.1
Russell County,Alabama,74.4625975354371,01,113,80.6
Saint Clair County,Alabama,75.1354509099959,01,115,81.3
Shelby County,Alabama,79.7687496224489,01,117,90.4
Sumter County,Alabama,74.3343686399483,01,119,78.0
Talladega County,Alabama,73.6825216143372,01,121,77.0
Tallapoosa County,Alabama,75.2077207940106,01,123,76.6
Tuscaloosa County,Alabama,76.1412472106416,01,125,84.9
Walker County,Alabama,70.8637922877104,01,127,74.4
Washington County,Alabama,74.6734179457892,01,129,80.2
Wilcox County,Alabama,72.2374261679305,01,131,73.8
Winston County,Alabama,74.2153646411101,01,133,71.3
Anchorage Municipality,Alaska,78.7538192744483,02,020,92.8
Bethel Census Area,Alaska,72.9162299270473,02,050,79.6
Bristol Bay Borough,Alaska,75.4655368308601,02,060,90.7
Fairbanks North Star Borough,Alaska,79.2875377464225,02,090,92.9
Haines Borough,Alaska,80.3402659326086,02,100,94.9
Juneau City and Borough,Alaska,79.7513085001443,02,110,95.5
Kenai Peninsula Borough,Alaska,78.3295603866331,02,122,92.8
Kodiak Island Borough,Alaska,79.2674018916655,02,150,89.9
Matanuska-Susitna Borough,Alaska,78.1712241323719,02,170,91.3
Nome Census Area,Alaska,71.0874958002656,02,180,83.8
North Slope Borough,Alaska,75.2725719185953,02,185,89.4
Sitka City and Borough,Alaska,79.5125431994159,02,220,90.9
Southeast Fairbanks Census Area,Alaska,77.1481963302165,02,240,94.5
Valdez-Cordova Census Area,Alaska,78.0507317723694,02,261,89.6
Wade Hampton Census Area,Alaska,69.129042588567,02,270,79.5
Northwest Arctic Borough,Alaska,73.0243042513836,02,188,78.4
Aleutians East Borough,Alaska,83.5166512642875,02,013,76.6
Aleutians West Census Area,Alaska,83.5166512642875,02,016,82.7
Dillingham Census Area,Alaska,73.7920691867546,02,070,82.8
Lake and Peninsula Borough,Alaska,73.7920691867546,02,164,87.2
Denali Borough,Alaska,73.5699219653651,02,068,92.1
Yukon-Koyukuk Census Area,Alaska,73.5699219653651,02,290,79.4
Hoonah-Angoon Census Area,Alaska,80.374241032238,02,105,87.8
Skagway Municipality,Alaska,80.374241032238,02,230,95.8
Yakutat City and Borough,Alaska,80.374241032238,02,282,92.4
Ketchikan Gateway Borough,Alaska,78.2808420907731,02,130,92.3
Petersburg Borough,Alaska,78.2808420907731,02,195,96.2
Prince of Wales-Hyder Census Area,Alaska,78.2808420907731,02,198,91.5
Wrangell City and Borough,Alaska,78.2808420907731,02,275,89.3
Apache County,Arizona,73.5831561418625,04,001,74.1
Cochise County,Arizona,78.5093583618516,04,003,85.4
Coconino County,Arizona,79.1783967754568,04,005,87.3
Gila County,Arizona,75.4683450305506,04,007,83.8
Graham County,Arizona,77.4666536416568,04,009,82.9
Greenlee County,Arizona,78.6626921330292,04,011,85.4
Maricopa County,Arizona,80.2239065499369,04,013,85.9
Mohave County,Arizona,75.5732188036138,04,015,82.9
Navajo County,Arizona,75.2513758313513,04,017,80.7
Pima County,Arizona,79.2068381779827,04,019,87.1
Pinal County,Arizona,80.9037956408188,04,021,82.8
Santa Cruz County,Arizona,82.0079464280884,04,023,76.4
Yavapai County,Arizona,78.6615151890778,04,025,89.6
La Paz County,Arizona,81.3901815824637,04,012,71.2
Yuma County,Arizona,81.3901815824637,04,027,71.7
Arkansas County,Arkansas,73.8156973399201,05,001,84.0
Ashley County,Arkansas,74.527033712992,05,003,83.0
Baxter County,Arkansas,76.2122281368992,05,005,88.3
Benton County,Arkansas,79.3617722496715,05,007,85.2
Boone County,Arkansas,76.5714079641579,05,009,82.1
Bradley County,Arkansas,73.9928167351683,05,011,69.8
Calhoun County,Arkansas,75.0101834551434,05,013,81.0
Carroll County,Arkansas,76.9212348790936,05,015,83.9
Chicot County,Arkansas,73.4958825931558,05,017,72.0
