County,State,mean_life_expectancy,State_FIPS,County_FIPS,Total Occupied Households
Autauga County,Alabama,76.5932651350438,01,001,21397.0
Baldwin County,Alabama,78.2935223384932,01,003,80930.0
Barbour County,Alabama,74.8145320945807,01,005,9345.0
Bibb County,Alabama,73.9200538034534,01,007,6891.0
Blount County,Alabama,75.0291855488467,01,009,20847.0
Bullock County,Alabama,73.9493288862537,01,011,3521.0
Butler County,Alabama,74.1389189035864,01,013,6506.0
Calhoun County,Alabama,73.5629066906819,01,015,44605.0
Chambers County,Alabama,74.7026464205289,01,017,13448.0
Cherokee County,Alabama,74.6131502945787,01,019,10737.0
Chilton County,Alabama,74.5859698133504,01,021,16927.0
Choctaw County,Alabama,74.6284355949225,01,023,5300.0
Clarke County,Alabama,75.0999434901388,01,025,9090.0
Clay County,Alabama,74.701948975265,01,027,5198.0
Cleburne County,Alabama,74.7558638422596,01,029,5680.0
Coffee County,Alabama,76.3997264684506,01,031,19924.0
Colbert County,Alabama,74.5331789579054,01,033,21880.0
Conecuh County,Alabama,73.8841768203255,01,035,4553.0
Coosa County,Alabama,75.7384814528474,01,037,4032.0
Covington County,Alabama,74.2115895055701,01,039,14852.0
Crenshaw County,Alabama,74.3548048141269,01,041,4943.0
Cullman County,Alabama,74.5626540622359,01,043,31034.0
Dale County,Alabama,75.5818368193645,01,045,18806.0
Dallas County,Alabama,72.4762524056376,01,047,15910.0
DeKalb County,Alabama,74.9432497939268,01,049,26040.0
Elmore County,Alabama,76.2158567842262,01,051,29708.0
Escambia County,Alabama,73.3131687800953,01,053,13089.0
Etowah County,Alabama,73.3604926263926,01,055,38942.0
Fayette County,Alabama,74.0421749009191,01,057,6802.0
Franklin County,Alabama,74.0661703364282,01,059,11048.0
Geneva County,Alabama,74.3981355513722,01,061,10383.0
Greene County,Alabama,74.0544180583619,01,063,2951.0
Hale County,Alabama,74.195380885004,01,065,5650.0
Henry County,Alabama,75.6447400375483,01,067,6630.0
Houston County,Alabama,76.2430325268057,01,069,39311.0
Jackson County,Alabama,73.6828553298684,01,071,20695.0
Jefferson County,Alabama,74.8621541773249,01,073,261231.0
Lamar County,Alabama,74.8683149184064,01,075,5856.0
Lauderdale County,Alabama,76.2969405417653,01,077,38471.0
Lawrence County,Alabama,74.0450227399105,01,079,12677.0
Lee County,Alabama,77.9139576690325,01,081,60237.0
Limestone County,Alabama,77.6675828538061,01,083,32143.0
Lowndes County,Alabama,72.074118169288,01,085,4251.0
Macon County,Alabama,73.257603254685,01,087,7474.0
Madison County,Alabama,77.7641916190152,01,089,148189.0
Marengo County,Alabama,73.5254347483341,01,091,7361.0
Marion County,Alabama,74.6258695781583,01,093,11997.0
Marshall County,Alabama,74.5877863503167,01,095,34883.0
Mobile County,Alabama,75.3368060857871,01,097,156251.0
Monroe County,Alabama,75.1270770002995,01,099,8166.0
Montgomery County,Alabama,76.4216275471708,01,101,89527.0
Morgan County,Alabama,75.4863635328123,01,103,45918.0
Perry County,Alabama,73.1742532055544,01,105,3070.0
Pickens County,Alabama,74.8142448398232,01,107,7637.0
Pike County,Alabama,75.2422168626359,01,109,11601.0
Randolph County,Alabama,74.6401983680838,01,111,8702.0
Russell County,Alabama,73.8179782797389,01,113,23262.0
Saint Clair County,Alabama,75.2553895649825,01,115,32036.0
Shelby County,Alabama,80.4641938071101,01,117,79630.0
Sumter County,Alabama,74.9804619366111,01,119,5202.0
Talladega County,Alabama,73.8695996345704,01,121,31395.0
Tallapoosa County,Alabama,75.1740848507411,01,123,16205.0
Tuscaloosa County,Alabama,76.6889893454644,01,125,72461.0
Walker County,Alabama,70.6271114963763,01,127,25019.0
Washington County,Alabama,74.8365149840162,01,129,5990.0
Wilcox County,Alabama,71.8708091393013,01,131,3854.0
Winston County,Alabama,74.940147608181,01,133,9592.0
Anchorage Municipality,Alaska,79.3865194176634,02,020,106567.0
Bethel Census Area,Alaska,72.7950243111552,02,050,4489.0
Bristol Bay Borough,Alaska,76.6332466885107,02,060,314.0
Fairbanks North Star Borough,Alaska,80.6262503620013,02,090,36188.0
Haines Borough,Alaska,83.0150521479304,02,100,1007.0
Juneau City and Borough,Alaska,81.2261376714925,02,110,12676.0
Kenai Peninsula Borough,Alaska,78.9204662278644,02,122,21630.0
Kodiak Island Borough,Alaska,80.7900989550181,02,150,4261.0
Matanuska-Susitna Borough,Alaska,79.1898406557226,02,170,31217.0
Nome Census Area,Alaska,70.84535552875,02,180,2844.0
North Slope Borough,Alaska,75.9546291142911,02,185,1979.0
Sitka City and Borough,Alaska,80.8518144560272,02,220,3547.0
Southeast Fairbanks Census Area,Alaska,77.9794410796304,02,240,2170.0
Valdez-Cordova Census Area,Alaska,79.5744180540543,02,261,3177.0
Wade Hampton Census Area,Alaska,68.5618044992559,02,270,
