County,State,mean_life_expectancy,State_FIPS,County_FIPS,Black Population
Floyd County,Kentucky,70.4392039445397,21,071,335.0
Franklin County,Kentucky,75.9049645319759,21,073,4986.0
Fulton County,Kentucky,72.0140308328663,21,075,1526.0
Gallatin County,Kentucky,72.2162006881891,21,077,131.0
Garrard County,Kentucky,76.9282776445789,21,079,161.0
Grant County,Kentucky,73.9418367348515,21,081,214.0
Graves County,Kentucky,75.0222143863131,21,083,1742.0
Grayson County,Kentucky,73.4013115187795,21,085,346.0
Green County,Kentucky,75.4644041062953,21,087,339.0
Greenup County,Kentucky,74.4307057552755,21,089,286.0
Hancock County,Kentucky,75.9145445895689,21,091,121.0
Hardin County,Kentucky,76.7576725790934,21,093,12451.0
Harlan County,Kentucky,69.8040928214318,21,095,724.0
Harrison County,Kentucky,74.01784084432,21,097,319.0
Hart County,Kentucky,74.5273724620217,21,099,801.0
Henderson County,Kentucky,75.5696844373218,21,101,3339.0
Henry County,Kentucky,74.4806506833053,21,103,555.0
Hickman County,Kentucky,76.1122453565231,21,105,401.0
Hopkins County,Kentucky,73.9809925873242,21,107,2874.0
Jackson County,Kentucky,72.3067164530153,21,109,16.0
Jefferson County,Kentucky,75.8611881500278,21,111,162364.0
Jessamine County,Kentucky,76.9857584065302,21,113,2031.0
Johnson County,Kentucky,72.1496529653505,21,115,116.0
Kenton County,Kentucky,75.8197236888713,21,117,7250.0
Knott County,Kentucky,71.6847998623049,21,119,64.0
Knox County,Kentucky,72.0589315159246,21,121,391.0
Larue County,Kentucky,75.1756362148199,21,123,511.0
Laurel County,Kentucky,74.3741796464688,21,125,423.0
Lawrence County,Kentucky,71.5495128530174,21,127,59.0
Lee County,Kentucky,70.7339224174525,21,129,85.0
Leslie County,Kentucky,69.8710534328241,21,131,13.0
Letcher County,Kentucky,70.9868655984605,21,133,67.0
Lewis County,Kentucky,72.8184507240136,21,135,54.0
Lincoln County,Kentucky,74.1691940960378,21,137,531.0
Livingston County,Kentucky,74.5642752384381,21,139,17.0
Logan County,Kentucky,75.2153627590409,21,141,1685.0
Lyon County,Kentucky,76.023565601507,21,143,445.0
McCracken County,Kentucky,75.891595871494,21,145,7247.0
McCreary County,Kentucky,71.5380944781471,21,147,982.0
McLean County,Kentucky,74.543316521358,21,149,31.0
Madison County,Kentucky,76.3724215973693,21,151,3843.0
Magoffin County,Kentucky,71.5414319772871,21,153,3.0
Marion County,Kentucky,75.4108346411277,21,155,1644.0
Marshall County,Kentucky,75.3758972330103,21,157,178.0
Martin County,Kentucky,71.8722724073635,21,159,606.0
Mason County,Kentucky,73.6966694554166,21,161,1003.0
Meade County,Kentucky,76.3193840199752,21,163,946.0
Menifee County,Kentucky,73.5933363146866,21,165,4.0
Mercer County,Kentucky,74.5994011920089,21,167,877.0
Metcalfe County,Kentucky,73.7449401547919,21,169,71.0
Monroe County,Kentucky,72.7874034181665,21,171,274.0
Montgomery County,Kentucky,74.2667936811196,21,173,789.0
Morgan County,Kentucky,74.8982583143211,21,175,438.0
Muhlenberg County,Kentucky,74.3114309786504,21,177,1516.0
Nelson County,Kentucky,76.2476922920368,21,179,2386.0
Nicholas County,Kentucky,72.041334726532,21,181,93.0
Ohio County,Kentucky,74.9765912318302,21,183,489.0
Oldham County,Kentucky,79.3028347030904,21,185,2405.0
Owen County,Kentucky,75.0634976779946,21,187,191.0
Owsley County,Kentucky,69.3205771145881,21,189,184.0
Pendleton County,Kentucky,73.8626246292855,21,191,128.0
Perry County,Kentucky,68.6554429827254,21,193,429.0
Pike County,Kentucky,71.8265250745669,21,195,513.0
Powell County,Kentucky,70.0713723654983,21,197,32.0
Pulaski County,Kentucky,73.7920437809626,21,199,632.0
Robertson County,Kentucky,73.6900784289473,21,201,40.0
Rockcastle County,Kentucky,73.5969028884271,21,203,34.0
Rowan County,Kentucky,74.9238027278143,21,205,346.0
Russell County,Kentucky,73.9105117952019,21,207,91.0
Scott County,Kentucky,76.9299466803277,21,209,2476.0
Shelby County,Kentucky,78.0122960424419,21,211,3174.0
Simpson County,Kentucky,74.6275190554539,21,213,1709.0
Spencer County,Kentucky,77.3030321501648,21,215,188.0
Taylor County,Kentucky,75.1539187128359,21,217,1195.0
Todd County,Kentucky,74.8456161721076,21,219,966.0
Trigg County,Kentucky,75.9419758951303,21,221,1252.0
Trimble County,Kentucky,74.4105811986752,21,223,0.0
Union County,Kentucky,74.0353958740985,21,225,1966.0
Warren County,Kentucky,76.9046897173168,21,227,11550.0
Washington County,Kentucky,76.2558604433231,21,229,627.0
Wayne County,Kentucky,75.5508495249673,21,231,307.0
Webster County,Kentucky,73.9645722885221,21,233,544.0
Whitley County,Kentucky,71.0290042519955,21,235,434.0
Wolfe County,Kentucky,69.9249750577052,21,237,24.0
Woodford County,Kentucky,77.4357246729705,21,239,1147.0
Acadia Parish,Louisiana,73.9999754497315,22,001,11053.0
Allen Parish,Louisiana,75.2938619597064,22,003,5004.0
Ascension Parish,Louisiana,78.1400214289107,22,005,26036.0
Assumption Parish,Louisiana,76.2048620601144,22,007,6810.0
Avoyelles Parish,Louisiana,73.383250032882,22,009,12382.0
Beauregard Parish,Louisiana,74.7453508149396,22,011,4637.0
Bienville Parish,Louisiana,73.1552575951714,22,013,5725.0
Bossier Parish,Louisiana,76.9019549744133,22,015,27490.0
Caddo Parish,Louisiana,74.0892417589714,22,017,121934.0
Calcasieu Parish,Louisiana,74.7195012336518,22,019,49119.0
Caldwell Parish,Louisiana,73.172974150298,22,021,1695.0
Cameron Parish,Louisiana,78.6142837672468,22,023,190.0
Catahoula Parish,Louisiana,72.2914391978936,22,025,3293.0
Claiborne Parish,Louisiana,75.0410473299127,22,027,8360.0
Concordia Parish,Louisiana,72.8393410308841,22,029,8310.0
De Soto Parish,Louisiana,74.5830462907065,22,031,10017.0
East Baton Rouge Parish,Louisiana,75.6287801572283,22,033,204078.0
East Carroll Parish,Louisiana,71.2711490673257,22,035,5239.0
East Feliciana Parish,Louisiana,72.6744411427321,22,037,8734.0
Evangeline Parish,Louisiana,72.898015645593,22,039,9302.0
Franklin Parish,Louisiana,73.1412850404843,22,041,6810.0
Grant Parish,Louisiana,74.4717742079639,22,043,3408.0
Iberia Parish,Louisiana,74.3020596431098,22,045,23101.0
Iberville Parish,Louisiana,74.7368865887369,22,047,16195.0
Jackson Parish,Louisiana,74.9586061926645,22,049,4796.0
Jefferson Parish,Louisiana,76.7515066559683,22,051,116282.0
Jefferson Davis Parish,Louisiana,73.6446757398576,22,053,5115.0
Lafayette Parish,Louisiana,77.7881501766723,22,055,61476.0
Lafourche Parish,Louisiana,76.5125738414607,22,057,12819.0
LaSalle Parish,Louisiana,74.338445111795,22,059,1805.0
Lincoln Parish,Louisiana,76.9879291582876,22,061,19322.0
Livingston Parish,Louisiana,75.8628748912791,22,063,8191.0
Madison Parish,Louisiana,71.7069148556603,22,065,7374.0
Morehouse Parish,Louisiana,71.8105513770585,22,067,12606.0
Natchitoches Parish,Louisiana,74.2776101577801,22,069,15975.0
Orleans Parish,Louisiana,76.0745049208213,22,071,232127.0
Ouachita Parish,Louisiana,74.521021721566,22,073,58629.0
Plaquemines Parish,Louisiana,77.0521429634431,22,075,4881.0
Pointe Coupee Parish,Louisiana,75.2229229356683,22,077,7885.0
Rapides Parish,Louisiana,73.8140071390589,22,079,42291.0
Red River Parish,Louisiana,73.5351452891995,22,081,3269.0
Richland Parish,Louisiana,73.6606520539197,22,083,7435.0
Sabine Parish,Louisiana,75.0158059018257,22,085,4001.0
Saint Bernard Parish,Louisiana,74.5665902137119,22,087,10176.0
Saint Charles Parish,Louisiana,76.9251362926224,22,089,14008.0
Saint Helena Parish,Louisiana,74.0229547528418,22,091,5671.0
Saint James Parish,Louisiana,76.3671650940778,22,093,10692.0
Saint John the Baptist Parish,Louisiana,74.6477944497544,22,095,24175.0
Saint Landry Parish,Louisiana,72.531267637827,22,097,34282.0
Saint Martin Parish,Louisiana,75.4370241604488,22,099,15768.0
Saint Mary Parish,Louisiana,74.4792916479934,22,101,16362.0
Saint Tammany Parish,Louisiana,77.8280585745834,22,103,29050.0
Tangipahoa Parish,Louisiana,74.1844298289299,22,105,37995.0
Tensas Parish,Louisiana,73.9093637502654,22,107,2645.0
Terrebonne Parish,Louisiana,75.0133713474946,22,109,21799.0
Union Parish,Louisiana,74.8131985540207,22,111,5731.0
Vermilion Parish,Louisiana,76.3874843279442,22,113,8549.0
Vernon Parish,Louisiana,74.6974077814184,22,115,7603.0
Washington Parish,Louisiana,72.1215364641443,22,117,13993.0
Webster Parish,Louisiana,73.5601117120773,22,119,13775.0
West Baton Rouge Parish,Louisiana,76.5948475100227,22,121,9906.0
West Carroll Parish,Louisiana,74.2181518393564,22,123,1789.0
West Feliciana Parish,Louisiana,76.9155464188706,22,125,6909.0
Winn Parish,Louisiana,74.3820209350033,22,127,4569.0
Androscoggin County,Maine,77.220361186627,23,001,1904.0
Aroostook County,Maine,78.0602019451522,23,003,651.0
Cumberland County,Maine,80.0647447522546,23,005,8311.0
Franklin County,Maine,78.1138288380044,23,007,93.0
Hancock County,Maine,79.1739267645802,23,009,439.0
Kennebec County,Maine,77.9917372269149,23,011,1088.0
Knox County,Maine,78.8385057474004,23,013,280.0
Lincoln County,Maine,79.4427461737673,23,015,98.0
Oxford County,Maine,77.8658543412625,23,017,164.0
Penobscot County,Maine,77.681599449285,23,019,1189.0
Piscataquis County,Maine,76.7312703182003,23,021,82.0
Sagadahoc County,Maine,79.7663212770084,23,023,262.0
Somerset County,Maine,76.6534851388324,23,025,245.0
Waldo County,Maine,78.7244527205402,23,027,229.0
Washington County,Maine,76.0867017251121,23,029,146.0
York County,Maine,79.2594629976227,23,031,1725.0
Allegany County,Maryland,76.4574082090383,24,001,5899.0
Anne Arundel County,Maryland,79.1395334082719,24,003,91567.0
Baltimore County,Maryland,78.2377312364355,24,005,231516.0
Calvert County,Maryland,79.2426384753014,24,009,10797.0
Caroline County,Maryland,76.1239394226819,24,011,4376.0
Carroll County,Maryland,78.7180042495561,24,013,5585.0
Cecil County,Maryland,76.0571235520906,24,015,6972.0
Charles County,Maryland,78.6004729581799,24,017,67351.0
Dorchester County,Maryland,76.5099830190935,24,019,8901.0
Frederick County,Maryland,80.1712646505144,24,021,22103.0
Garrett County,Maryland,78.0071575169985,24,023,170.0
Harford County,Maryland,78.8209386983286,24,025,33702.0
Howard County,Maryland,82.713381318342,24,027,57755.0
Kent County,Maryland,78.5977865777154,24,029,2914.0
Queen Anne's County,Maryland,79.500887085098,24,035,3439.0
Saint Mary's County,Maryland,78.5788652210215,24,037,15922.0
Somerset County,Maryland,76.2943960109268,24,039,10845.0
Talbot County,Maryland,80.7226857430427,24,041,4342.0
Washington County,Maryland,77.0675186362717,24,043,15675.0
Wicomico County,Maryland,76.5490721595539,24,045,25818.0
Worcester County,Maryland,79.0249334117204,24,047,6977.0
Baltimore City,Maryland,72.5981949363835,24,510,389222.0
Montgomery County,Maryland,81.7818741974575,24,031,187943.0
Prince George's County,Maryland,81.7818741974575,24,033,572465.0
Barnstable County,Massachusetts,79.5390778971791,25,001,5857.0
Berkshire County,Massachusetts,79.0372299533914,25,003,3497.0
Bristol County,Massachusetts,78.6671970723895,25,005,21325.0
Dukes County,Massachusetts,81.5256106703457,25,007,672.0
Essex County,Massachusetts,80.1041400719582,25,009,31374.0
Franklin County,Massachusetts,79.805945718457,25,011,1023.0
Hampden County,Massachusetts,78.1952854231563,25,013,41026.0
Hampshire County,Massachusetts,80.8431215083583,25,015,4691.0
Middlesex County,Massachusetts,81.9203354159173,25,017,81673.0
Nantucket County,Massachusetts,82.0888104208856,25,019,909.0
Norfolk County,Massachusetts,81.4283240272686,25,021,45770.0
Plymouth County,Massachusetts,79.4438854824017,25,023,46890.0
Suffolk County,Massachusetts,80.9396144828445,25,025,175509.0
Worcester County,Massachusetts,79.1880872560798,25,027,39558.0
Alcona County,Michigan,77.0052823950556,26,001,33.0
Alger County,Michigan,78.6862012912841,26,003,665.0
Allegan County,Michigan,78.7975466026192,26,005,1593.0
Alpena County,Michigan,77.4560466979785,26,007,170.0
Antrim County,Michigan,79.6766839744595,26,009,77.0
Arenac County,Michigan,76.1967589757264,26,011,79.0
Baraga County,Michigan,76.8873561787283,26,013,1374.0
Barry County,Michigan,79.1331583166265,26,015,317.0
Bay County,Michigan,77.0496129370567,26,017,1753.0
Benzie County,Michigan,79.456989098494,26,019,60.0
Berrien County,Michigan,77.5006782008534,26,021,22829.0
Branch County,Michigan,76.9915176169195,26,023,1045.0
Calhoun County,Michigan,75.9009162690028,26,025,14476.0
Cass County,Michigan,78.0298434132201,26,027,2490.0
Charlevoix County,Michigan,79.6108909774323,26,029,101.0
Cheboygan County,Michigan,78.4850350703013,26,031,196.0
Chippewa County,Michigan,78.5276518796495,26,033,2493.0
Clare County,Michigan,75.2550338793183,26,035,168.0
Clinton County,Michigan,80.6847859301858,26,037,1288.0
Crawford County,Michigan,77.1006569574605,26,039,94.0
Delta County,Michigan,78.9360870707223,26,041,96.0
Dickinson County,Michigan,79.0715605141201,26,043,153.0
Eaton County,Michigan,79.1477189307036,26,045,7243.0
Emmet County,Michigan,79.441373537655,26,047,188.0
Genesee County,Michigan,75.4497378928283,26,049,82289.0
Gladwin County,Michigan,76.7633002832859,26,051,90.0
Gogebic County,Michigan,78.3443075401727,26,053,671.0
Grand Traverse County,Michigan,80.1122017725861,26,055,1061.0
Gratiot County,Michigan,77.4069279344736,26,057,2388.0
Hillsdale County,Michigan,77.5650022568284,26,059,346.0
Houghton County,Michigan,78.6091787985362,26,061,279.0
Huron County,Michigan,77.3539797366361,26,063,127.0
Ingham County,Michigan,78.4704403627334,26,065,31888.0
Ionia County,Michigan,78.2791719348228,26,067,3187.0
Iosco County,Michigan,75.937527035144,26,069,171.0
Iron County,Michigan,77.9417961553393,26,071,89.0
Isabella County,Michigan,78.8679671416514,26,073,1816.0
Jackson County,Michigan,77.0016081285966,26,075,13207.0
Kalamazoo County,Michigan,79.0389402550301,26,077,28322.0
Kalkaska County,Michigan,76.1983944565943,26,079,122.0
Kent County,Michigan,79.827844906421,26,081,61686.0
Keweenaw County,Michigan,80.4041860663772,26,083,35.0
Lake County,Michigan,76.7841306175317,26,085,885.0
Lapeer County,Michigan,77.6665058645764,26,087,1110.0
Leelanau County,Michigan,82.563534806091,26,089,104.0
Lenawee County,Michigan,77.8774764530282,26,091,2649.0
Livingston County,Michigan,80.3460114558161,26,093,1035.0
Luce County,Michigan,78.2315649753422,26,095,440.0
Mackinac County,Michigan,78.1559547165445,26,097,258.0
Macomb County,Michigan,77.8830241581285,26,099,95399.0
Manistee County,Michigan,78.0037986323839,26,101,697.0
Marquette County,Michigan,78.6443543553626,26,103,1103.0
Mason County,Michigan,78.3117229293455,26,105,273.0
Mecosta County,Michigan,78.5775814635207,26,107,1098.0
Menominee County,Michigan,78.947482306,26,109,77.0
Midland County,Michigan,80.3729804964049,26,111,1220.0
Missaukee County,Michigan,77.6685375589106,26,113,68.0
Monroe County,Michigan,77.6678940405487,26,115,3442.0
Montcalm County,Michigan,77.5377767396328,26,117,1284.0
Montmorency County,Michigan,76.3855476411589,26,119,22.0
Muskegon County,Michigan,77.1727267285521,26,121,23426.0
Newaygo County,Michigan,77.7149571550696,26,123,628.0
Oakland County,Michigan,80.1373115782248,26,125,170390.0
Oceana County,Michigan,78.502177998997,26,127,327.0
Ogemaw County,Michigan,75.4318599857492,26,129,68.0
Ontonagon County,Michigan,77.4287246512689,26,131,19.0
Osceola County,Michigan,77.8752203267029,26,133,228.0
Oscoda County,Michigan,75.8001091217612,26,135,48.0
Otsego County,Michigan,78.0755147820713,26,137,106.0
Ottawa County,Michigan,81.5927998648034,26,139,4019.0
Presque Isle County,Michigan,78.3733357299585,26,141,68.0
Roscommon County,Michigan,76.0354374103833,26,143,68.0
Saginaw County,Michigan,77.0731016040925,26,145,35902.0
Saint Clair County,Michigan,76.8519883881222,26,147,3321.0
Saint Joseph County,Michigan,76.696188156707,26,149,1538.0
Sanilac County,Michigan,77.3408094123848,26,151,249.0
Schoolcraft County,Michigan,78.0578410232322,26,153,49.0
Shiawassee County,Michigan,77.2865906490684,26,155,269.0
Tuscola County,Michigan,77.1469134278346,26,157,641.0
Van Buren County,Michigan,77.4180803016211,26,159,2447.0
Washtenaw County,Michigan,81.2180103538333,26,161,42966.0
Wayne County,Michigan,75.2581858729629,26,163,689583.0
Wexford County,Michigan,77.2981272465639,26,165,236.0
Aitkin County,Minnesota,79.2616833097267,27,001,79.0
Anoka County,Minnesota,81.1392780136697,27,003,19145.0
Becker County,Minnesota,78.1101357352779,27,005,175.0
Beltrami County,Minnesota,77.7157616650518,27,007,446.0
Benton County,Minnesota,78.7910756708181,27,009,1104.0
Big Stone County,Minnesota,78.6998764296323,27,011,15.0
Blue Earth County,Minnesota,80.5241677068064,27,013,2199.0
Brown County,Minnesota,80.3859888657297,27,015,71.0
Carlton County,Minnesota,77.8684775760807,27,017,555.0
Carver County,Minnesota,82.8457716123719,27,019,1501.0
Cass County,Minnesota,78.0655502027616,27,021,116.0
Chippewa County,Minnesota,79.5094602904037,27,023,74.0
Chisago County,Minnesota,79.8014348465334,27,025,736.0
Clay County,Minnesota,79.6432218361586,27,027,1595.0
Clearwater County,Minnesota,77.4327623217404,27,029,38.0
Cook County,Minnesota,82.0048335720744,27,031,28.0
Cottonwood County,Minnesota,80.294810160774,27,033,73.0
Crow Wing County,Minnesota,79.5169616342591,27,035,405.0
Dakota County,Minnesota,81.8220149945981,27,037,23507.0
Dodge County,Minnesota,80.6369193941376,27,039,61.0
Douglas County,Minnesota,80.3066048731763,27,041,245.0
Faribault County,Minnesota,79.1346907224433,27,043,31.0
Fillmore County,Minnesota,80.5515892292852,27,045,101.0
Freeborn County,Minnesota,79.8414527161033,27,047,407.0
Goodhue County,Minnesota,79.8595234274292,27,049,477.0
Grant County,Minnesota,79.520972656314,27,051,14.0
Hennepin County,Minnesota,80.8923103245979,27,053,155667.0
Houston County,Minnesota,81.2882099712718,27,055,136.0
Hubbard County,Minnesota,80.2279788084441,27,057,198.0
Isanti County,Minnesota,79.6692990898641,27,059,233.0
Itasca County,Minnesota,78.5131825644256,27,061,192.0
Jackson County,Minnesota,81.3208972987281,27,063,12.0
Kanabec County,Minnesota,79.4281234192726,27,065,64.0
Kandiyohi County,Minnesota,80.9063870759591,27,067,1846.0
Kittson County,Minnesota,78.5542308455233,27,069,35.0
Koochiching County,Minnesota,78.6273088934289,27,071,111.0
Lac qui Parle County,Minnesota,81.065649008396,27,073,79.0
Lake County,Minnesota,79.4984383937906,27,075,110.0
Lake of the Woods County,Minnesota,78.9712869910566,27,077,1.0
Le Sueur County,Minnesota,80.7995516260673,27,079,244.0
Lincoln County,Minnesota,79.8343394354466,27,081,18.0
Lyon County,Minnesota,80.2103189684499,27,083,862.0
McLeod County,Minnesota,80.5822001745395,27,085,118.0
Mahnomen County,Minnesota,74.8336101812383,27,087,17.0
Marshall County,Minnesota,81.7587548831387,27,089,30.0
Martin County,Minnesota,80.0284552861737,27,091,64.0
Meeker County,Minnesota,80.0670548291021,27,093,173.0
Mille Lacs County,Minnesota,77.1567561408896,27,095,113.0
Morrison County,Minnesota,79.6317773317138,27,097,202.0
Mower County,Minnesota,80.6657795132965,27,099,1351.0
Murray County,Minnesota,81.0731117813567,27,101,53.0
Nicollet County,Minnesota,81.6407871921553,27,103,1014.0
Nobles County,Minnesota,81.0586225517669,27,105,948.0
Norman County,Minnesota,77.1889893663221,27,107,58.0
Olmsted County,Minnesota,82.1552516045247,27,109,8584.0
Otter Tail County,Minnesota,79.9696832679194,27,111,835.0
Pennington County,Minnesota,79.4942505456764,27,113,223.0
Pine County,Minnesota,78.9146802784558,27,115,623.0
Pipestone County,Minnesota,79.7973472009901,27,117,124.0
Polk County,Minnesota,78.1070333472276,27,119,566.0
Pope County,Minnesota,80.2826570468123,27,121,51.0
Ramsey County,Minnesota,79.6694505589469,27,123,61773.0
Red Lake County,Minnesota,79.9103807653632,27,125,17.0
Redwood County,Minnesota,79.3113994955765,27,127,119.0
Renville County,Minnesota,78.6843108344412,27,129,74.0
Rice County,Minnesota,80.6295928889956,27,131,3076.0
Rock County,Minnesota,79.1718051920885,27,133,95.0
Roseau County,Minnesota,79.5946065189053,27,135,135.0
Saint Louis County,Minnesota,78.7612123546069,27,137,3199.0
Scott County,Minnesota,81.9866171250905,27,139,4921.0
Sherburne County,Minnesota,80.3805068998322,27,141,2099.0
Sibley County,Minnesota,80.5782548377096,27,143,92.0
Stearns County,Minnesota,81.9904098733389,27,145,7881.0
Steele County,Minnesota,81.1610349718229,27,147,1196.0
Stevens County,Minnesota,81.8098591826067,27,149,98.0
Swift County,Minnesota,80.0698738551496,27,151,214.0
Todd County,Minnesota,80.9157736558278,27,153,99.0
Traverse County,Minnesota,78.9876151741354,27,155,21.0
Wabasha County,Minnesota,81.8238531557157,27,157,87.0
Wadena County,Minnesota,76.6363226081507,27,159,154.0
Waseca County,Minnesota,80.6390839616165,27,161,394.0
Washington County,Minnesota,81.813781357859,27,163,10300.0
Watonwan County,Minnesota,79.9568954747274,27,165,65.0
Wilkin County,Minnesota,78.5150969502267,27,167,35.0
Winona County,Minnesota,80.5357025564087,27,169,750.0
Wright County,Minnesota,80.8066969849497,27,171,1855.0
Yellow Medicine County,Minnesota,79.9415801369744,27,173,51.0
Adams County,Mississippi,73.0608562882492,28,001,16798.0
Alcorn County,Mississippi,73.3505353393099,28,003,4374.0
Amite County,Mississippi,75.3910725487681,28,005,5277.0
Attala County,Mississippi,72.805394184376,28,007,8027.0
Benton County,Mississippi,73.5301365735074,28,009,3042.0
Bolivar County,Mississippi,71.0762211519525,28,011,21276.0
Calhoun County,Mississippi,73.9641131092755,28,013,3984.0
Carroll County,Mississippi,76.0260083846934,28,015,3424.0
Chickasaw County,Mississippi,74.5873999395152,28,017,7492.0
Choctaw County,Mississippi,75.3334822066582,28,019,2583.0
Claiborne County,Mississippi,72.2531180506981,28,021,7915.0
Clarke County,Mississippi,73.342627857558,28,023,5650.0
Clay County,Mississippi,74.7462237256067,28,025,11799.0
Coahoma County,Mississippi,70.1906157324008,28,027,18756.0
Copiah County,Mississippi,73.9966976935304,28,029,14915.0
Covington County,Mississippi,72.5880196306984,28,031,6918.0
DeSoto County,Mississippi,76.6794321904568,28,033,43980.0
Forrest County,Mississippi,73.7332292045041,28,035,27930.0
Franklin County,Mississippi,74.1100767980855,28,037,2795.0
George County,Mississippi,72.3672687286948,28,039,1818.0
Greene County,Mississippi,74.5484878154853,28,041,3531.0
Grenada County,Mississippi,71.353894547333,28,043,9250.0
Hancock County,Mississippi,76.246813617772,28,045,4010.0
Harrison County,Mississippi,74.5786615473572,28,047,48549.0
Hinds County,Mississippi,74.8750106107149,28,049,174890.0
Holmes County,Mississippi,70.8431734751582,28,051,15196.0
Humphreys County,Mississippi,71.6841000912992,28,053,6556.0
Issaquena County,Mississippi,73.6136306122577,28,055,841.0
Itawamba County,Mississippi,73.7424683903062,28,057,1801.0
Jackson County,Mississippi,75.3128105730287,28,059,31303.0
Jasper County,Mississippi,74.2910305658162,28,061,8947.0
Jefferson County,Mississippi,72.689880296866,28,063,6448.0
Jefferson Davis County,Mississippi,72.489005097922,28,065,7175.0
Jones County,Mississippi,74.3747111153202,28,067,19831.0
Kemper County,Mississippi,75.9055915737949,28,069,6078.0
Lafayette County,Mississippi,77.3465663911233,28,071,12579.0
Lamar County,Mississippi,78.3119451705558,28,073,12076.0
Lauderdale County,Mississippi,74.3142186463745,28,075,33518.0
Lawrence County,Mississippi,73.0182128937996,28,077,4205.0
Leake County,Mississippi,73.8209876959739,28,079,9719.0
Lee County,Mississippi,74.3497617163344,28,081,24499.0
Leflore County,Mississippi,70.9186274275444,28,083,22053.0
Lincoln County,Mississippi,73.4430021565852,28,085,10641.0
Lowndes County,Mississippi,74.916652954213,28,087,25925.0
Madison County,Mississippi,75.4025831376784,28,089,39113.0
Marion County,Mississippi,71.7144498464038,28,091,8183.0
Marshall County,Mississippi,73.3256885581918,28,093,17150.0
Monroe County,Mississippi,74.8414542801705,28,095,10846.0
Montgomery County,Mississippi,72.9864741402993,28,097,4342.0
Neshoba County,Mississippi,71.0667161615236,28,099,6152.0
Newton County,Mississippi,73.3814139310264,28,101,6426.0
Noxubee County,Mississippi,74.2250822953941,28,103,7887.0
Oktibbeha County,Mississippi,77.6279992782176,28,105,18328.0
Panola County,Mississippi,72.4202562324254,28,107,17258.0
Pearl River County,Mississippi,74.0341216811759,28,109,7094.0
Perry County,Mississippi,73.7672706512147,28,111,2380.0
Pike County,Mississippi,71.8840983530055,28,113,21194.0
Pontotoc County,Mississippi,76.1852044418433,28,115,4742.0
Prentiss County,Mississippi,74.0360726996079,28,117,3401.0
Quitman County,Mississippi,70.1935616428145,28,119,5351.0
Rankin County,Mississippi,78.377978755344,28,121,29965.0
Scott County,Mississippi,73.7736070591126,28,123,10930.0
Sharkey County,Mississippi,71.9376042149017,28,125,3350.0
Simpson County,Mississippi,73.532840232522,28,127,9944.0
Smith County,Mississippi,74.8479859096662,28,129,3809.0
Stone County,Mississippi,73.7774756952029,28,131,3463.0
Sunflower County,Mississippi,70.6839874683612,28,133,19911.0
Tallahatchie County,Mississippi,72.9303593427516,28,135,6872.0
Tate County,Mississippi,74.5522365006285,28,137,8511.0
Tippah County,Mississippi,73.2544252186087,28,139,3734.0
Tishomingo County,Mississippi,72.3206300234417,28,141,488.0
Tunica County,Mississippi,70.5194849511801,28,143,8066.0
Union County,Mississippi,75.3355759758246,28,145,4196.0
Walthall County,Mississippi,73.5584059198276,28,147,6713.0
Warren County,Mississippi,73.6814403064106,28,149,23850.0
Washington County,Mississippi,70.7749959140637,28,151,34492.0
Wayne County,Mississippi,74.6612919839401,28,153,8289.0
Webster County,Mississippi,72.3855963624167,28,155,1893.0
Wilkinson County,Mississippi,71.5034544609628,28,157,6477.0
Winston County,Mississippi,74.0695920128204,28,159,8742.0
Yalobusha County,Mississippi,72.2999605452242,28,161,4988.0
Yazoo County,Mississippi,73.2756738910349,28,163,15672.0
Adair County,Missouri,77.4368641875169,29,001,617.0
Andrew County,Missouri,78.8479037322724,29,003,308.0
Atchison County,Missouri,77.5544227294247,29,005,20.0
Audrain County,Missouri,76.3141519215107,29,007,1572.0
Barry County,Missouri,75.6329956321462,29,009,115.0
Barton County,Missouri,77.0428070020365,29,011,28.0
Bates County,Missouri,76.0127251195747,29,013,205.0
Benton County,Missouri,75.9188509462703,29,015,67.0
Bollinger County,Missouri,76.0949557517719,29,017,53.0
Boone County,Missouri,79.6841170572811,29,019,14901.0
Buchanan County,Missouri,76.1394873951461,29,021,4964.0
Butler County,Missouri,73.3306255820332,29,023,2305.0
Caldwell County,Missouri,76.8245885130729,29,025,46.0
Callaway County,Missouri,77.2834832719989,29,027,1937.0
Camden County,Missouri,78.9748062382415,29,029,355.0
Cape Girardeau County,Missouri,77.6556577398242,29,031,6172.0
Carroll County,Missouri,76.4130061963677,29,033,77.0
Carter County,Missouri,73.6145869296406,29,035,1.0
Cass County,Missouri,78.2965269578781,29,037,3795.0
Cedar County,Missouri,75.2483157309263,29,039,9.0
Chariton County,Missouri,78.5567561126019,29,041,181.0
Christian County,Missouri,79.066808688661,29,043,474.0
Clark County,Missouri,76.7423559527894,29,045,18.0
Clay County,Missouri,79.2640796347556,29,047,13471.0
Clinton County,Missouri,76.2103739121877,29,049,409.0
Cole County,Missouri,78.6718935526162,29,051,8946.0
Cooper County,Missouri,77.4455271409324,29,053,1144.0
Crawford County,Missouri,74.6636031101479,29,055,64.0
Dade County,Missouri,75.6866345095531,29,057,30.0
Dallas County,Missouri,75.8661861593595,29,059,14.0
Daviess County,Missouri,77.2827618942041,29,061,65.0
