County,State,mean_life_expectancy,State_FIPS,County_FIPS,Total Families
Autauga County,Alabama,76.5932651350438,01,001,15076.0
Baldwin County,Alabama,78.2935223384932,01,003,53467.0
Barbour County,Alabama,74.8145320945807,01,005,6187.0
Bibb County,Alabama,73.9200538034534,01,007,4789.0
Blount County,Alabama,75.0291855488467,01,009,14874.0
Bullock County,Alabama,73.9493288862537,01,011,2504.0
Butler County,Alabama,74.1389189035864,01,013,4331.0
Calhoun County,Alabama,73.5629066906819,01,015,29960.0
Chambers County,Alabama,74.7026464205289,01,017,8553.0
Cherokee County,Alabama,74.6131502945787,01,019,7307.0
Chilton County,Alabama,74.5859698133504,01,021,11908.0
Choctaw County,Alabama,74.6284355949225,01,023,3440.0
Clarke County,Alabama,75.0999434901388,01,025,5662.0
Clay County,Alabama,74.701948975265,01,027,3704.0
Cleburne County,Alabama,74.7558638422596,01,029,3806.0
Coffee County,Alabama,76.3997264684506,01,031,13747.0
Colbert County,Alabama,74.5331789579054,01,033,14797.0
Conecuh County,Alabama,73.8841768203255,01,035,2997.0
Coosa County,Alabama,75.7384814528474,01,037,2657.0
Covington County,Alabama,74.2115895055701,01,039,9924.0
Crenshaw County,Alabama,74.3548048141269,01,041,3384.0
Cullman County,Alabama,74.5626540622359,01,043,21574.0
Dale County,Alabama,75.5818368193645,01,045,12515.0
Dallas County,Alabama,72.4762524056376,01,047,10328.0
DeKalb County,Alabama,74.9432497939268,01,049,18349.0
Elmore County,Alabama,76.2158567842262,01,051,21530.0
Escambia County,Alabama,73.3131687800953,01,053,8019.0
Etowah County,Alabama,73.3604926263926,01,055,25852.0
Fayette County,Alabama,74.0421749009191,01,057,4774.0
Franklin County,Alabama,74.0661703364282,01,059,7669.0
Geneva County,Alabama,74.3981355513722,01,061,6902.0
Greene County,Alabama,74.0544180583619,01,063,1542.0
Hale County,Alabama,74.195380885004,01,065,3611.0
Henry County,Alabama,75.6447400375483,01,067,4505.0
Houston County,Alabama,76.2430325268057,01,069,25747.0
Jackson County,Alabama,73.6828553298684,01,071,14456.0
Jefferson County,Alabama,74.8621541773249,01,073,163802.0
Lamar County,Alabama,74.8683149184064,01,075,3895.0
Lauderdale County,Alabama,76.2969405417653,01,077,24731.0
Lawrence County,Alabama,74.0450227399105,01,079,9101.0
Lee County,Alabama,77.9139576690325,01,081,37089.0
Limestone County,Alabama,77.6675828538061,01,083,22692.0
Lowndes County,Alabama,72.074118169288,01,085,2741.0
Macon County,Alabama,73.257603254685,01,087,4279.0
Madison County,Alabama,77.7641916190152,01,089,95547.0
Marengo County,Alabama,73.5254347483341,01,091,3833.0
