County,State,mean_life_expectancy,State_FIPS,County_FIPS,Hispanic Population
Autauga County,Alabama,75.836928054027,01,001,1365
Baldwin County,Alabama,77.8587885068867,01,003,8322
Barbour County,Alabama,75.6039658679806,01,005,1339
Bibb County,Alabama,73.8813807110977,01,007,443
Blount County,Alabama,75.6352536319274,01,009,4800
Bullock County,Alabama,74.4021306908516,01,011,611
Butler County,Alabama,73.935514642706,01,013,220
Calhoun County,Alabama,73.6916993651565,01,015,3953
Chambers County,Alabama,74.3709084353389,01,017,174
Cherokee County,Alabama,74.7690226049665,01,019,357
Chilton County,Alabama,74.2037941937705,01,021,3356
Choctaw County,Alabama,74.7667739361553,01,023,39
Clarke County,Alabama,75.3078949980348,01,025,118
Clay County,Alabama,74.5125281044463,01,027,415
Cleburne County,Alabama,74.2119718397456,01,029,320
Coffee County,Alabama,76.8029854382398,01,031,3217
Colbert County,Alabama,74.7012544694018,01,033,1201
Conecuh County,Alabama,73.8578396157111,01,035,191
Coosa County,Alabama,75.0708584990442,01,037,229
Covington County,Alabama,74.939706372746,01,039,544
Crenshaw County,Alabama,74.4540874550923,01,041,231
Cullman County,Alabama,74.9509513238576,01,043,3451
Dale County,Alabama,76.1296959155196,01,045,2845
Dallas County,Alabama,72.2967105227705,01,047,340
DeKalb County,Alabama,74.7966732959206,01,049,9790
Elmore County,Alabama,75.8412881424909,01,051,2152
Escambia County,Alabama,73.8523605614612,01,053,756
Etowah County,Alabama,73.3079475598584,01,055,3604
Fayette County,Alabama,74.057058159905,01,057,229
Franklin County,Alabama,73.349841367943,01,059,4766
Geneva County,Alabama,75.2540134208833,01,061,923
Greene County,Alabama,74.5251950347399,01,063,47
Hale County,Alabama,74.2120689147012,01,065,52
Henry County,Alabama,75.9013490151937,01,067,408
Houston County,Alabama,76.6049969181304,01,069,3146
Jackson County,Alabama,73.6075996652594,01,071,1371
Jefferson County,Alabama,75.0012975222472,01,073,25048
Lamar County,Alabama,74.594659571128,01,075,190
Lauderdale County,Alabama,76.2574810844103,01,077,2135
Lawrence County,Alabama,74.025639809588,01,079,633
Lee County,Alabama,77.641756133286,01,081,5076
Limestone County,Alabama,77.4567118555822,01,083,4785
Lowndes County,Alabama,72.451572085185,01,085,82
Macon County,Alabama,73.4913418644572,01,087,295
Madison County,Alabama,77.772209501297,01,089,15561
Marengo County,Alabama,74.1333674215399,01,091,389
Marion County,Alabama,74.2996624676483,01,093,683
Marshall County,Alabama,74.2650814854454,01,095,11594
Mobile County,Alabama,75.0140519651065,01,097,10221
Monroe County,Alabama,74.9403376152072,01,099,233
Montgomery County,Alabama,76.0742035748331,01,101,7971
Morgan County,Alabama,75.7687418754051,01,103,9151
Perry County,Alabama,72.4458737373582,01,105,67
Pickens County,Alabama,74.3989386831643,01,107,349
Pike County,Alabama,75.3843799599901,01,109,754
Randolph County,Alabama,74.6272688359767,01,111,667
Russell County,Alabama,74.4625975354371,01,113,2359
Saint Clair County,Alabama,75.1354509099959,01,115,1816
Shelby County,Alabama,79.7687496224489,01,117,11678
Sumter County,Alabama,74.3343686399483,01,119,112
Talladega County,Alabama,73.6825216143372,01,121,1698
Tallapoosa County,Alabama,75.2077207940106,01,123,1030
Tuscaloosa County,Alabama,76.1412472106416,01,125,6133
Walker County,Alabama,70.8637922877104,01,127,1404
Washington County,Alabama,74.6734179457892,01,129,185
Wilcox County,Alabama,72.2374261679305,01,131,18
Winston County,Alabama,74.2153646411101,01,133,652
Anchorage Municipality,Alaska,78.7538192744483,02,020,23573
Bethel Census Area,Alaska,72.9162299270473,02,050,238
Bristol Bay Borough,Alaska,75.4655368308601,02,060,51
Fairbanks North Star Borough,Alaska,79.2875377464225,02,090,6492
Haines Borough,Alaska,80.3402659326086,02,100,22
Juneau City and Borough,Alaska,79.7513085001443,02,110,1774
Kenai Peninsula Borough,Alaska,78.3295603866331,02,122,1846
Kodiak Island Borough,Alaska,79.2674018916655,02,150,1084
Matanuska-Susitna Borough,Alaska,78.1712241323719,02,170,3696
Nome Census Area,Alaska,71.0874958002656,02,180,149
North Slope Borough,Alaska,75.2725719185953,02,185,284
Sitka City and Borough,Alaska,79.5125431994159,02,220,475
Southeast Fairbanks Census Area,Alaska,77.1481963302165,02,240,283
Valdez-Cordova Census Area,Alaska,78.0507317723694,02,261,382
Wade Hampton Census Area,Alaska,69.129042588567,02,270,17
Northwest Arctic Borough,Alaska,73.0243042513836,02,188,87
Aleutians East Borough,Alaska,83.5166512642875,02,013,424
Aleutians West Census Area,Alaska,83.5166512642875,02,016,591
Dillingham Census Area,Alaska,73.7920691867546,02,070,114
Lake and Peninsula Borough,Alaska,73.7920691867546,02,164,24
Denali Borough,Alaska,73.5699219653651,02,068,53
Yukon-Koyukuk Census Area,Alaska,73.5699219653651,02,290,80
Hoonah-Angoon Census Area,Alaska,80.374241032238,02,105,49
Skagway Municipality,Alaska,80.374241032238,02,230,12
Yakutat City and Borough,Alaska,80.374241032238,02,282,11
Ketchikan Gateway Borough,Alaska,78.2808420907731,02,130,601
Petersburg Borough,Alaska,78.2808420907731,02,195,204
Prince of Wales-Hyder Census Area,Alaska,78.2808420907731,02,198,154
Wrangell City and Borough,Alaska,78.2808420907731,02,275,62
Apache County,Arizona,73.5831561418625,04,001,4352
Cochise County,Arizona,78.5093583618516,04,003,43170
Coconino County,Arizona,79.1783967754568,04,005,18415
Gila County,Arizona,75.4683450305506,04,007,9702
Graham County,Arizona,77.4666536416568,04,009,11472
Greenlee County,Arizona,78.6626921330292,04,011,4120
Maricopa County,Arizona,80.2239065499369,04,013,1155592
Mohave County,Arizona,75.5732188036138,04,015,30474
Navajo County,Arizona,75.2513758313513,04,017,11650
Pima County,Arizona,79.2068381779827,04,019,345072
Pinal County,Arizona,80.9037956408188,04,021,109232
Santa Cruz County,Arizona,82.0079464280884,04,023,38978
Yavapai County,Arizona,78.6615151890778,04,025,29107
La Paz County,Arizona,81.3901815824637,04,012,4941
Yuma County,Arizona,81.3901815824637,04,027,119671
Arkansas County,Arkansas,73.8156973399201,05,001,539
Ashley County,Arkansas,74.527033712992,05,003,1079
Baxter County,Arkansas,76.2122281368992,05,005,742
Benton County,Arkansas,79.3617722496715,05,007,35600
Boone County,Arkansas,76.5714079641579,05,009,769
Bradley County,Arkansas,73.9928167351683,05,011,1553
Calhoun County,Arkansas,75.0101834551434,05,013,45
Carroll County,Arkansas,76.9212348790936,05,015,3725
Chicot County,Arkansas,73.4958825931558,05,017,573
Clark County,Arkansas,75.4277256789478,05,019,951
Clay County,Arkansas,73.4772580278363,05,021,242
Cleburne County,Arkansas,76.4332102428103,05,023,558
Cleveland County,Arkansas,75.3899386050606,05,025,55
Columbia County,Arkansas,74.4778597853245,05,027,592
Conway County,Arkansas,75.3211173537385,05,029,788
Craighead County,Arkansas,76.1849034187585,05,031,4438
Crawford County,Arkansas,75.6323094688717,05,033,3895
Crittenden County,Arkansas,73.0807663455022,05,035,1069
Cross County,Arkansas,73.6102929568663,05,037,280
Dallas County,Arkansas,73.9447963982835,05,039,199
Desha County,Arkansas,73.1929803551693,05,041,574
Drew County,Arkansas,75.6142342376879,05,043,487
Faulkner County,Arkansas,76.874980748974,05,045,4558
Franklin County,Arkansas,74.8461541973117,05,047,434
Fulton County,Arkansas,75.4429142733183,05,049,124
Garland County,Arkansas,75.0982760087787,05,051,4791
Grant County,Arkansas,75.6273873667791,05,053,414
Greene County,Arkansas,74.4557946872778,05,055,993
Hempstead County,Arkansas,75.0798934829681,05,057,2739
Hot Spring County,Arkansas,74.7699312058851,05,059,989
Howard County,Arkansas,74.3104978429413,05,061,1375
Independence County,Arkansas,75.55292051348,05,063,2166
Izard County,Arkansas,75.6857060417369,05,065,217
Jackson County,Arkansas,73.5645257013294,05,067,457
Jefferson County,Arkansas,73.8804417043154,05,069,1270
Johnson County,Arkansas,76.0679421315981,05,071,3229
Lafayette County,Arkansas,73.9732457610778,05,073,138
Lawrence County,Arkansas,74.1944235430574,05,075,179
Lee County,Arkansas,73.6656526371685,05,077,204
Lincoln County,Arkansas,75.6620100556507,05,079,481
Little River County,Arkansas,74.1904867610063,05,081,370
Logan County,Arkansas,74.7110052677721,05,083,538
Lonoke County,Arkansas,75.2681135595378,05,085,2443
Madison County,Arkansas,75.5147457725886,05,087,783
Marion County,Arkansas,75.4990392659523,05,089,325
Miller County,Arkansas,74.9160232473299,05,091,1168
Mississippi County,Arkansas,72.3314425790971,05,093,1702
Monroe County,Arkansas,72.9273164936148,05,095,153
Montgomery County,Arkansas,76.1909321334472,05,097,354
Nevada County,Arkansas,74.3108502571174,05,099,248
Newton County,Arkansas,77.0546342078252,05,101,32
Ouachita County,Arkansas,73.4215539603755,05,103,437
Perry County,Arkansas,75.3566377146712,05,105,264
Phillips County,Arkansas,71.143137921812,05,107,301
Pike County,Arkansas,75.3219856286797,05,109,738
Poinsett County,Arkansas,71.7436296549771,05,111,588
Polk County,Arkansas,75.1706027573073,05,113,1223
Pope County,Arkansas,76.5312262614872,05,115,4497
Prairie County,Arkansas,75.5040076219309,05,117,80
Pulaski County,Arkansas,76.2155838234668,05,119,22280
Randolph County,Arkansas,74.8295050145305,05,121,301
Saint Francis County,Arkansas,74.2143402022178,05,123,1179
Saline County,Arkansas,77.2702721854195,05,125,4299
Scott County,Arkansas,75.4264942209673,05,127,795
Searcy County,Arkansas,75.8170342561347,05,129,89
Sebastian County,Arkansas,75.9063008139938,05,131,15953
Sevier County,Arkansas,74.8024916114451,05,133,5392
Sharp County,Arkansas,74.4068059903225,05,135,302
Stone County,Arkansas,76.4746383103692,05,137,180
Union County,Arkansas,73.3950491276234,05,139,1453
Van Buren County,Arkansas,76.3377657708152,05,141,475
Washington County,Arkansas,77.9667709462642,05,143,32544
White County,Arkansas,75.4804389196206,05,145,3011
Woodruff County,Arkansas,72.9704729972146,05,147,48
Yell County,Arkansas,74.6982071723465,05,149,4208
Alameda County,California,81.7395666265102,06,001,345847
Alpine County,California,78.7968439851636,06,003,87
Amador County,California,79.7223050305829,06,005,4710
Butte County,California,78.0043483458703,06,007,32084
Calaveras County,California,79.7276449490236,06,009,4794
Colusa County,California,80.1885672391631,06,011,11953
Contra Costa County,California,81.5819673902927,06,013,261427
Del Norte County,California,75.9485446226768,06,015,5217
El Dorado County,California,81.1333632533598,06,017,22034
Fresno County,California,78.6280024400332,06,019,477078
