County,State,mean_life_expectancy,State_FIPS,County_FIPS,Total Occupied Households
Autauga County,Alabama,75.7292435880376,01,001,19934
Baldwin County,Alabama,77.9271776584132,01,003,72751
Barbour County,Alabama,75.726345615993,01,005,9423
Bibb County,Alabama,73.8549042153188,01,007,7386
Blount County,Alabama,75.7031620249924,01,009,21031
Bullock County,Alabama,74.5147146410295,01,011,3740
Butler County,Alabama,74.0029270174073,01,013,8149
Calhoun County,Alabama,73.7720318613506,01,015,45764
Chambers County,Alabama,74.4618272098825,01,017,13634
Cherokee County,Alabama,74.9073645339479,01,019,11758
Chilton County,Alabama,74.1680381073103,01,021,16293
Choctaw County,Alabama,75.0330369420346,01,023,5303
Clarke County,Alabama,75.3627746026001,01,025,9321
Clay County,Alabama,74.5556200097281,01,027,5734
Cleburne County,Alabama,74.0892819227667,01,029,5518
Coffee County,Alabama,76.8920779757569,01,031,19002
Colbert County,Alabama,74.7919396971864,01,033,22290
Conecuh County,Alabama,73.9629702481659,01,035,4879
Coosa County,Alabama,75.1116367329605,01,037,4573
Covington County,Alabama,75.0377160434361,01,039,14899
Crenshaw County,Alabama,74.4090115093279,01,041,5648
Cullman County,Alabama,75.0285246631596,01,043,31287
Dale County,Alabama,76.2376078137941,01,045,19609
Dallas County,Alabama,72.3485612905477,01,047,16181
DeKalb County,Alabama,74.9900686798499,01,049,25550
Elmore County,Alabama,75.972036154942,01,051,28143
Escambia County,Alabama,74.0158797821032,01,053,13879
Etowah County,Alabama,73.2531150461842,01,055,40560
Fayette County,Alabama,74.2005416942204,01,057,7129
Franklin County,Alabama,73.4441492092538,01,059,12445
Geneva County,Alabama,75.2391510545445,01,061,10985
Greene County,Alabama,74.6190084135484,01,063,3257
Hale County,Alabama,74.1705015045921,01,065,5965
Henry County,Alabama,75.8618642097371,01,067,6905
Houston County,Alabama,76.6654865118704,01,069,38732
Jackson County,Alabama,73.8971307190983,01,071,21197
Jefferson County,Alabama,74.9923234793925,01,073,259255
Lamar County,Alabama,74.6375257695077,01,075,6107
Lauderdale County,Alabama,76.3717334494033,01,077,38301
Lawrence County,Alabama,74.0874083511881,01,079,13441
Lee County,Alabama,77.5552230695894,01,081,55350
Limestone County,Alabama,77.5349339425497,01,083,31186
Lowndes County,Alabama,72.5169545782714,01,085,4252
Macon County,Alabama,73.472029298343,01,087,8094
Madison County,Alabama,77.7777375113583,01,089,131263
Marengo County,Alabama,74.31817729379,01,091,8580
Marion County,Alabama,74.3185965980805,01,093,12727
Marshall County,Alabama,74.2594225666453,01,095,34396
Mobile County,Alabama,74.9254454523935,01,097,156772
Monroe County,Alabama,75.3055057626381,01,099,8707
Montgomery County,Alabama,76.0363412800295,01,101,88749
Morgan County,Alabama,75.7692598409346,01,103,46058
Perry County,Alabama,72.0683801705565,01,105,3509
Pickens County,Alabama,74.4214021607815,01,107,8022
Pike County,Alabama,75.324182967647,01,109,12987
Randolph County,Alabama,74.4748298659528,01,111,8801
Russell County,Alabama,74.2849040636452,01,113,20904
Saint Clair County,Alabama,75.1409064937624,01,115,30970
Shelby County,Alabama,79.6179282707985,01,117,73624
Sumter County,Alabama,74.3938821811206,01,119,4966
Talladega County,Alabama,73.5547810443691,01,121,31555
Tallapoosa County,Alabama,75.2700066121829,01,123,16339
Tuscaloosa County,Alabama,75.9567690035619,01,125,67919
Walker County,Alabama,71.0086526303479,01,127,26025
Washington County,Alabama,74.7671249776603,01,129,6695
Wilcox County,Alabama,72.1727031543216,01,131,3624
Winston County,Alabama,74.1868543786886,01,133,9544
Anchorage Municipality,Alaska,78.7324733774199,02,020,105517
Bethel Census Area,Alaska,72.9375771624196,02,050,4307
Bristol Bay Borough,Alaska,75.4523499871574,02,060,375
Fairbanks North Star Borough,Alaska,79.1951142874763,02,090,35740
Haines Borough,Alaska,79.7853560050767,02,100,1139
Juneau City and Borough,Alaska,79.6549904893737,02,110,12323
Kenai Peninsula Borough,Alaska,78.364214012236,02,122,21964
Kodiak Island Borough,Alaska,78.9325295918541,02,150,4468
Matanuska-Susitna Borough,Alaska,78.153605044223,02,170,30923
Nome Census Area,Alaska,71.2209696012473,02,180,2772
North Slope Borough,Alaska,75.1130295005676,02,185,1991
Sitka City and Borough,Alaska,79.6650631553651,02,220,3623
Southeast Fairbanks Census Area,Alaska,77.5612030905116,02,240,2400
Valdez-Cordova Census Area,Alaska,77.7789732408076,02,261,3706
Wade Hampton Census Area,Alaska,69.3213264483902,02,270,1704
Northwest Arctic Borough,Alaska,73.3099569505481,02,188,1830
Aleutians East Borough,Alaska,83.2497136811526,02,013,394
Aleutians West Census Area,Alaska,83.2497136811526,02,016,991
Dillingham Census Area,Alaska,73.8738696625887,02,070,1334
Lake and Peninsula Borough,Alaska,73.8738696625887,02,164,570
Denali Borough,Alaska,73.4675000952053,02,068,717
Yukon-Koyukuk Census Area,Alaska,73.4675000952053,02,290,2061
Hoonah-Angoon Census Area,Alaska,80.4521604465035,02,105,999
Skagway Municipality,Alaska,80.4521604465035,02,230,395
Yakutat City and Borough,Alaska,80.4521604465035,02,282,259
Ketchikan Gateway Borough,Alaska,78.2747578732582,02,130,5367
Petersburg Borough,Alaska,78.2747578732582,02,195,1671
Prince of Wales-Hyder Census Area,Alaska,78.2747578732582,02,198,2291
Wrangell City and Borough,Alaska,78.2747578732582,02,275,1160
Apache County,Arizona,73.8561214396708,04,001,19035
Cochise County,Arizona,78.5680603010476,04,003,49220
Coconino County,Arizona,79.1193751512235,04,005,45718
Gila County,Arizona,75.6097304830814,04,007,20245
Graham County,Arizona,77.4622342675031,04,009,10944
Greenlee County,Arizona,78.7507827120149,04,011,3371
Maricopa County,Arizona,80.2124326116695,04,013,1402149
Mohave County,Arizona,75.5591104853809,04,015,80355
Navajo County,Arizona,75.2738330677208,04,017,34867
Pima County,Arizona,79.2757506659015,04,019,382814
Pinal County,Arizona,80.7659844558082,04,021,122746
Santa Cruz County,Arizona,82.0373373185342,04,023,13918
Yavapai County,Arizona,78.7874029147685,04,025,91168
La Paz County,Arizona,81.3521675862137,04,012,10497
Yuma County,Arizona,81.3521675862137,04,027,70111
Arkansas County,Arkansas,74.1112858269703,05,001,7997
Ashley County,Arkansas,74.722530526701,05,003,8774
Baxter County,Arkansas,76.2503312773737,05,005,18137
Benton County,Arkansas,79.4131254615631,05,007,81380
Boone County,Arkansas,76.6663467075271,05,009,14748
Bradley County,Arkansas,73.9859323033062,05,011,4920
Calhoun County,Arkansas,75.1966838611123,05,013,2084
Carroll County,Arkansas,77.1456627462798,05,015,11316
Chicot County,Arkansas,73.5503670607376,05,017,4707
Clark County,Arkansas,75.3636248057106,05,019,8144
Clay County,Arkansas,73.5541248348346,05,021,6848
Cleburne County,Arkansas,76.6484655444559,05,023,10431
Cleveland County,Arkansas,75.4329581994689,05,025,3310
Columbia County,Arkansas,74.6943200936668,05,027,9498
Conway County,Arkansas,75.4217186668425,05,029,8231
Craighead County,Arkansas,76.2385197940168,05,031,37357
Crawford County,Arkansas,75.686590417868,05,033,23276
Crittenden County,Arkansas,72.9401979057682,05,035,18560
Cross County,Arkansas,73.6904796145758,05,037,6794
Dallas County,Arkansas,73.8830173656563,05,039,3128
Desha County,Arkansas,73.3796780724682,05,041,5324
Drew County,Arkansas,75.6904108101973,05,043,7494
Faulkner County,Arkansas,76.9619590048966,05,045,42325
Franklin County,Arkansas,75.1411510297566,05,047,6684
Fulton County,Arkansas,75.5379827898365,05,049,4865
Garland County,Arkansas,75.2570452248396,05,051,39791
Grant County,Arkansas,75.6239859974003,05,053,6697
Greene County,Arkansas,74.5331879883689,05,055,16457
Hempstead County,Arkansas,75.2479397463284,05,057,8575
Hot Spring County,Arkansas,75.1772664311386,05,059,12271
Howard County,Arkansas,74.4354857160435,05,061,5192
Independence County,Arkansas,75.5694409162232,05,063,14833
Izard County,Arkansas,75.5978482588757,05,065,5777
Jackson County,Arkansas,73.5653078755239,05,067,6456
Jefferson County,Arkansas,74.0215400823225,05,069,28207
Johnson County,Arkansas,76.2289901089355,05,071,9770
Lafayette County,Arkansas,74.0803351638509,05,073,2773
Lawrence County,Arkansas,74.0776121126324,05,075,6609
Lee County,Arkansas,73.6384894525123,05,077,3401
Lincoln County,Arkansas,75.7083515136591,05,079,4129
Little River County,Arkansas,74.5062487093194,05,081,5237
Logan County,Arkansas,74.7473624038807,05,083,8400
Lonoke County,Arkansas,75.3274694088,05,085,24998
Madison County,Arkansas,75.4443972571463,05,087,6069
Marion County,Arkansas,75.5766832392705,05,089,7200
Miller County,Arkansas,74.9195793668671,05,091,16733
Mississippi County,Arkansas,72.4512758602153,05,093,17207
Monroe County,Arkansas,73.4013992674969,05,095,3396
Montgomery County,Arkansas,76.4915849838952,05,097,3797
Nevada County,Arkansas,74.4070397931647,05,099,3777
Newton County,Arkansas,76.7236904779886,05,101,3560
Ouachita County,Arkansas,73.5602288399878,05,103,10926
Perry County,Arkansas,75.7867157635549,05,105,3998
Phillips County,Arkansas,71.4555730297611,05,107,8309
Pike County,Arkansas,75.1998731244048,05,109,4353
Poinsett County,Arkansas,71.7720566278047,05,111,9329
Polk County,Arkansas,75.3955378678301,05,113,8050
Pope County,Arkansas,76.7352799147921,05,115,22604
Prairie County,Arkansas,75.5176517686095,05,117,3770
Pulaski County,Arkansas,76.1575310521574,05,119,155516
Randolph County,Arkansas,75.2458406261395,05,121,7274
Saint Francis County,Arkansas,74.4871340952185,05,123,9177
Saline County,Arkansas,77.5497685849276,05,125,41274
Scott County,Arkansas,75.5110878403514,05,127,4247
Searcy County,Arkansas,75.9381330654498,05,129,3347
Sebastian County,Arkansas,76.0469771550994,05,131,48777
Sevier County,Arkansas,74.8583636542812,05,133,5791
Sharp County,Arkansas,74.6544772475062,05,135,7064
Stone County,Arkansas,76.7418160917448,05,137,5276
Union County,Arkansas,73.63000792895,05,139,16632
Van Buren County,Arkansas,76.5025977068175,05,141,7080
Washington County,Arkansas,77.957927833903,05,143,77687
White County,Arkansas,75.5251056199117,05,145,29639
Woodruff County,Arkansas,72.9655981133841,05,147,3169
Yell County,Arkansas,74.9132237672603,05,149,7864
Alameda County,California,81.5917114810884,06,001,539179
Alpine County,California,79.0422582403089,06,003,385
Amador County,California,79.6400674957988,06,005,14236
Butte County,California,77.9504183062094,06,007,85074
Calaveras County,California,79.766911503313,06,009,18618
Colusa County,California,80.2484154818506,06,011,6884
Contra Costa County,California,81.4778692927033,06,013,373145
Del Norte County,California,76.1007646914602,06,015,9703
El Dorado County,California,81.2227109098631,06,017,67846
Fresno County,California,78.6072763856699,06,019,287082
Glenn County,California,78.2580621580513,06,021,9540
Humboldt County,California,77.0221429576216,06,023,53307
Imperial County,California,80.8354361564269,06,025,47928
Inyo County,California,79.0510291877403,06,027,7910
Kern County,California,77.3504807936172,06,029,253178
Kings County,California,79.3200585808375,06,031,40767
Lake County,California,75.3412286352568,06,033,26103
Lassen County,California,78.6032160433732,06,035,10127
Los Angeles County,California,81.3931910172072,06,037,3218511
Madera County,California,79.0617574128858,06,039,42063
Marin County,California,83.9987058251874,06,041,103152
Mariposa County,California,80.3397686208848,06,043,7256
Mendocino County,California,78.5047347417068,06,045,34228
Merced County,California,78.7733024594045,06,047,74496
Modoc County,California,78.0080317178538,06,049,3903
Mono County,California,85.1659002950784,06,051,5056
Monterey County,California,81.9282367512405,06,053,125123
Napa County,California,80.9974023370734,06,055,49209
Nevada County,California,81.2238413839233,06,057,41626
Orange County,California,82.3381698987313,06,059,990266
Placer County,California,81.3519443760521,06,061,131775
Plumas County,California,78.6309565054377,06,063,9109
Riverside County,California,80.3223261105413,06,065,676618
Sacramento County,California,79.087098442518,06,067,512496
San Benito County,California,81.7579081627153,06,069,16840
San Bernardino County,California,78.5304101343015,06,071,599698
San Diego County,California,81.381513680784,06,073,1067462
San Francisco County,California,82.2907833071001,06,075,340839
San Joaquin County,California,78.2185152530442,06,077,213632
San Luis Obispo County,California,81.2529396083554,06,079,101708
San Mateo County,California,83.3198113420037,06,081,257369
Santa Barbara County,California,81.7611625675103,06,083,141247
Santa Clara County,California,83.4512906349108,06,085,604455
Santa Cruz County,California,81.4994501605179,06,087,93310
Shasta County,California,76.2592677020202,06,089,68880
Sierra County,California,79.0693360309628,06,091,1338
Siskiyou County,California,77.0506509825431,06,093,19585
Solano County,California,79.5796693603122,06,095,140295
Sonoma County,California,81.0959514185712,06,097,184502
Stanislaus County,California,77.9966459626766,06,099,165999
Sutter County,California,78.8028495993562,06,101,31635
Tehama County,California,77.8073761870042,06,103,23552
Trinity County,California,77.2394672692165,06,105,5811
Tulare County,California,78.1621928874685,06,107,129996
Tuolumne County,California,78.9835377745994,06,109,22105
Ventura County,California,81.6875318574591,06,111,265951
Yolo County,California,80.6033247823694,06,113,70090
Yuba County,California,75.9900621771567,06,115,24133
Alamosa County,Colorado,76.5253065439348,08,003,5853
Archuleta County,Colorado,81.6588311692978,08,007,4536
Baca County,Colorado,77.1665962604476,08,009,1675
Bent County,Colorado,76.0996500723774,08,011,1932
Chaffee County,Colorado,81.2888183966825,08,015,7680
Cheyenne County,Colorado,79.6787964950269,08,017,858
Clear Creek County,Colorado,81.7335004616299,08,019,4013
Conejos County,Colorado,77.1707216337593,08,021,3137
Costilla County,Colorado,77.5771561730912,08,023,1418
Crowley County,Colorado,77.7424458507641,08,025,1207
Custer County,Colorado,81.2346414969819,08,027,2053
Delta County,Colorado,78.5735024481401,08,029,12661
Dolores County,Colorado,79.7274007984304,08,033,807
Douglas County,Colorado,83.2883520746022,08,035,102189
Eagle County,Colorado,87.6811696488415,08,037,18407
Elbert County,Colorado,81.2231670778837,08,039,8195
El Paso County,Colorado,79.5323718299468,08,041,234058
Fremont County,Colorado,77.401443466878,08,043,17200
Garfield County,Colorado,80.5775115723691,08,045,20272
Gilpin County,Colorado,80.1710618635178,08,047,2458
Grand County,Colorado,83.3265673182264,08,049,5341
Gunnison County,Colorado,82.6027311894569,08,051,6447
Huerfano County,Colorado,77.1399736736607,08,055,3134
Jackson County,Colorado,79.7085644527226,08,057,619
Kiowa County,Colorado,77.8601759342113,08,061,528
Kit Carson County,Colorado,79.0944013468693,08,063,3051
Lake County,Colorado,81.0498353165359,08,065,2879
La Plata County,Colorado,81.8277265322899,08,067,21060
Larimer County,Colorado,81.58596821444,08,069,120592
Las Animas County,Colorado,76.9973401027059,08,071,6161
Lincoln County,Colorado,79.5129284860621,08,073,1874
Logan County,Colorado,79.1620787101406,08,075,8020
Mesa County,Colorado,78.7344198151753,08,077,58635
Moffat County,Colorado,78.2778338045996,08,081,5243
Montezuma County,Colorado,77.4000139860387,08,083,10883
Montrose County,Colorado,79.7082086300651,08,085,16732
Morgan County,Colorado,78.2841712582528,08,087,10489
Otero County,Colorado,75.8194915308757,08,089,7639
Ouray County,Colorado,84.0367735438764,08,091,1886
Park County,Colorado,82.7617966335922,08,093,6997
Phillips County,Colorado,79.9038937806825,08,095,1643
Pitkin County,Colorado,89.2148113345019,08,097,7347
Prowers County,Colorado,76.947667951012,08,099,4995
Pueblo County,Colorado,77.1926685376495,08,101,62090
Rio Blanco County,Colorado,79.2290211134147,08,103,2540
Rio Grande County,Colorado,77.0914583603793,08,105,4344
Routt County,Colorado,82.8198966836207,08,107,9833
Saguache County,Colorado,80.0773699156685,08,109,2726
San Miguel County,Colorado,85.4017699191143,08,113,3360
Sedgwick County,Colorado,78.0283208874296,08,115,981
Summit County,Colorado,89.7522295499671,08,117,11358
Teller County,Colorado,80.3394209122523,08,119,9034
Washington County,Colorado,80.1606316629255,08,121,2073
Yuma County,Colorado,78.96416336077,08,125,3886
Adams County,Colorado,80.0651767732563,08,001,151034
Arapahoe County,Colorado,80.0651767732563,08,005,223747
Boulder County,Colorado,80.0651767732563,08,013,120061
Broomfield County,Colorado,80.0651767732563,08,014,21375
Denver County,Colorado,80.0651767732563,08,031,261836
Jefferson County,Colorado,80.0651767732563,08,059,219005
Weld County,Colorado,80.0651767732563,08,123,89553
Fairfield County,Connecticut,82.301705240952,09,001,332968
Hartford County,Connecticut,80.4548248084037,09,003,349158
Litchfield County,Connecticut,80.6628977925182,09,005,76149
Middlesex County,Connecticut,81.2585082923244,09,007,66728
New Haven County,Connecticut,80.1714609156176,09,009,329956
New London County,Connecticut,80.2094373307813,09,011,106817
Tolland County,Connecticut,81.7620728696427,09,013,54499
Windham County,Connecticut,79.163911230996,09,015,43909
Kent County,Delaware,77.680533585267,10,001,57816
New Castle County,Delaware,78.7619523510733,10,003,200618
Sussex County,Delaware,78.5594945558292,10,005,75642
Alachua County,Florida,78.8298810026242,12,001,96544
Baker County,Florida,75.4892601979674,12,003,8424
Bay County,Florida,76.578868950999,12,005,68862
Bradford County,Florida,76.16409529862,12,007,9065
Brevard County,Florida,78.4425501968517,12,009,220414
Broward County,Florida,80.4620012985353,12,011,665913
Calhoun County,Florida,75.6805027177076,12,013,4852
Charlotte County,Florida,80.5284884291945,12,015,71287
Citrus County,Florida,76.6303920419913,12,017,59491
Clay County,Florida,77.9071530419271,12,019,67570
Collier County,Florida,84.1356415947054,12,021,120938
Columbia County,Florida,75.3682367841856,12,023,23789
Miami-Dade County,Florida,81.0153198340328,12,086,826179
DeSoto County,Florida,79.8382749231809,12,027,10508
Dixie County,Florida,75.3236310527,12,029,6014
Duval County,Florida,76.3973175449474,12,031,330302
Escambia County,Florida,76.0503325549759,12,033,112012
Flagler County,Florida,79.6435125265413,12,035,35823
Franklin County,Florida,76.5862795016104,12,037,4479
Gadsden County,Florida,75.7723355129187,12,039,16608
Gilchrist County,Florida,76.9222692782641,12,041,5963
Glades County,Florida,80.9184507641511,12,043,3745
Gulf County,Florida,76.5611850023736,12,045,5368
Hamilton County,Florida,76.3520765176585,12,047,4473
Hardee County,Florida,78.9865404932149,12,049,7494
Hendry County,Florida,77.8725077937341,12,051,10920
Hernando County,Florida,77.317775606079,12,053,70617
Highlands County,Florida,79.3484213930435,12,055,39857
Hillsborough County,Florida,78.5475087992222,12,057,466765
Holmes County,Florida,74.6560552672803,12,059,6747
Indian River County,Florida,80.5178175495238,12,061,58328
Jackson County,Florida,75.8797991925372,12,063,16355
Jefferson County,Florida,77.0437609758506,12,065,5444
Lafayette County,Florida,76.9155975368524,12,067,2722
Lake County,Florida,79.3669380965877,12,069,117255
Lee County,Florida,81.48918540059,12,071,242091
Leon County,Florida,79.5206843591431,12,073,109560
Levy County,Florida,75.293614646898,12,075,15804
Liberty County,Florida,76.6292768578788,12,077,2355
Madison County,Florida,75.4607942901121,12,079,6877
Manatee County,Florida,80.629206729324,12,081,131172
Marion County,Florida,77.3074938351339,12,083,134733
Martin County,Florida,81.5922174449279,12,085,59562
Monroe County,Florida,79.5108728887751,12,087,28758
Nassau County,Florida,77.684803704205,12,089,27463
Okaloosa County,Florida,78.0416688252663,12,091,72300
Okeechobee County,Florida,76.6699650326857,12,093,13369
Orange County,Florida,79.8154001540693,12,095,411125
Osceola County,Florida,79.4491938069285,12,097,92219
Palm Beach County,Florida,81.8755936100244,12,099,523891
Pasco County,Florida,77.8111203152222,12,101,182707
Pinellas County,Florida,78.7254861652934,12,103,401441
Polk County,Florida,78.4014520540943,12,105,222081
Putnam County,Florida,74.9284440829679,12,107,28764
Saint Johns County,Florida,80.9790544901203,12,109,74021
Saint Lucie County,Florida,79.7006582491651,12,111,104470
Santa Rosa County,Florida,78.143723059504,12,113,56475
Sarasota County,Florida,81.4263592751882,12,115,169520
Seminole County,Florida,80.4715917278167,12,117,148635
Sumter County,Florida,81.1782867363371,12,119,41814
Suwannee County,Florida,75.6945004062578,12,121,15880
Taylor County,Florida,75.9658571048214,12,123,7748
Union County,Florida,69.1725317253423,12,125,3782
Volusia County,Florida,77.5191900530103,12,127,195579
