County,State,mean_life_expectancy,State_FIPS,County_FIPS,Rent Denominator
Autauga County,Alabama,75.836928054027,01,001,4653
Baldwin County,Alabama,77.8587885068867,01,003,20058
Barbour County,Alabama,75.6039658679806,01,005,2973
Bibb County,Alabama,73.8813807110977,01,007,1492
Blount County,Alabama,75.6352536319274,01,009,4000
Bullock County,Alabama,74.4021306908516,01,011,960
Butler County,Alabama,73.935514642706,01,013,2447
Calhoun County,Alabama,73.6916993651565,01,015,14168
Chambers County,Alabama,74.3709084353389,01,017,4398
Cherokee County,Alabama,74.7690226049665,01,019,2790
Chilton County,Alabama,74.2037941937705,01,021,4139
Choctaw County,Alabama,74.7667739361553,01,023,898
Clarke County,Alabama,75.3078949980348,01,025,2612
Clay County,Alabama,74.5125281044463,01,027,1412
Cleburne County,Alabama,74.2119718397456,01,029,1254
Coffee County,Alabama,76.8029854382398,01,031,5667
Colbert County,Alabama,74.7012544694018,01,033,6212
Conecuh County,Alabama,73.8578396157111,01,035,1044
Coosa County,Alabama,75.0708584990442,01,037,766
Covington County,Alabama,74.939706372746,01,039,3748
Crenshaw County,Alabama,74.4540874550923,01,041,1685
Cullman County,Alabama,74.9509513238576,01,043,7845
Dale County,Alabama,76.1296959155196,01,045,7520
Dallas County,Alabama,72.2967105227705,01,047,6326
DeKalb County,Alabama,74.7966732959206,01,049,5901
Elmore County,Alabama,75.8412881424909,01,051,6927
Escambia County,Alabama,73.8523605614612,01,053,3766
Etowah County,Alabama,73.3079475598584,01,055,11094
Fayette County,Alabama,74.057058159905,01,057,1749
Franklin County,Alabama,73.349841367943,01,059,3793
Geneva County,Alabama,75.2540134208833,01,061,3057
Greene County,Alabama,74.5251950347399,01,063,875
Hale County,Alabama,74.2120689147012,01,065,1314
Henry County,Alabama,75.9013490151937,01,067,1560
Houston County,Alabama,76.6049969181304,01,069,13881
Jackson County,Alabama,73.6075996652594,01,071,5141
Jefferson County,Alabama,75.0012975222472,01,073,91681
Lamar County,Alabama,74.594659571128,01,075,1733
Lauderdale County,Alabama,76.2574810844103,01,077,11580
Lawrence County,Alabama,74.025639809588,01,079,2657
Lee County,Alabama,77.641756133286,01,081,21411
Limestone County,Alabama,77.4567118555822,01,083,7452
Lowndes County,Alabama,72.451572085185,01,085,1056
Macon County,Alabama,73.4913418644572,01,087,2778
Madison County,Alabama,77.772209501297,01,089,40809
Marengo County,Alabama,74.1333674215399,01,091,2433
Marion County,Alabama,74.2996624676483,01,093,3067
Marshall County,Alabama,74.2650814854454,01,095,9633
Mobile County,Alabama,75.0140519651065,01,097,51839
Monroe County,Alabama,74.9403376152072,01,099,2167
Montgomery County,Alabama,76.0742035748331,01,101,34327
Morgan County,Alabama,75.7687418754051,01,103,13153
Perry County,Alabama,72.4458737373582,01,105,1123
Pickens County,Alabama,74.3989386831643,01,107,2219
Pike County,Alabama,75.3843799599901,01,109,5465
Randolph County,Alabama,74.6272688359767,01,111,2500
Russell County,Alabama,74.4625975354371,01,113,8180
Saint Clair County,Alabama,75.1354509099959,01,115,5807
Shelby County,Alabama,79.7687496224489,01,117,15589
Sumter County,Alabama,74.3343686399483,01,119,1785
Talladega County,Alabama,73.6825216143372,01,121,9083
Tallapoosa County,Alabama,75.2077207940106,01,123,4545
Tuscaloosa County,Alabama,76.1412472106416,01,125,24169
Walker County,Alabama,70.8637922877104,01,127,6448
Washington County,Alabama,74.6734179457892,01,129,895
Wilcox County,Alabama,72.2374261679305,01,131,986
Winston County,Alabama,74.2153646411101,01,133,2384
Anchorage Municipality,Alaska,78.7538192744483,02,020,41463
Bethel Census Area,Alaska,72.9162299270473,02,050,1562
Bristol Bay Borough,Alaska,75.4655368308601,02,060,164
Fairbanks North Star Borough,Alaska,79.2875377464225,02,090,14506
Haines Borough,Alaska,80.3402659326086,02,100,446
Juneau City and Borough,Alaska,79.7513085001443,02,110,4294
Kenai Peninsula Borough,Alaska,78.3295603866331,02,122,5922
Kodiak Island Borough,Alaska,79.2674018916655,02,150,1939
Matanuska-Susitna Borough,Alaska,78.1712241323719,02,170,7245
Nome Census Area,Alaska,71.0874958002656,02,180,1255
North Slope Borough,Alaska,75.2725719185953,02,185,1028
Sitka City and Borough,Alaska,79.5125431994159,02,220,1557
Southeast Fairbanks Census Area,Alaska,77.1481963302165,02,240,780
Valdez-Cordova Census Area,Alaska,78.0507317723694,02,261,872
Wade Hampton Census Area,Alaska,69.129042588567,02,270,504
Northwest Arctic Borough,Alaska,73.0243042513836,02,188,804
Aleutians East Borough,Alaska,83.5166512642875,02,013,197
Aleutians West Census Area,Alaska,83.5166512642875,02,016,657
Dillingham Census Area,Alaska,73.7920691867546,02,070,565
Lake and Peninsula Borough,Alaska,73.7920691867546,02,164,181
Denali Borough,Alaska,73.5699219653651,02,068,223
Yukon-Koyukuk Census Area,Alaska,73.5699219653651,02,290,608
Hoonah-Angoon Census Area,Alaska,80.374241032238,02,105,340
Skagway Municipality,Alaska,80.374241032238,02,230,168
Yakutat City and Borough,Alaska,80.374241032238,02,282,128
Ketchikan Gateway Borough,Alaska,78.2808420907731,02,130,2196
Petersburg Borough,Alaska,78.2808420907731,02,195,506
Prince of Wales-Hyder Census Area,Alaska,78.2808420907731,02,198,657
Wrangell City and Borough,Alaska,78.2808420907731,02,275,329
Apache County,Arizona,73.5831561418625,04,001,4470
Cochise County,Arizona,78.5093583618516,04,003,15342
Coconino County,Arizona,79.1783967754568,04,005,18698
Gila County,Arizona,75.4683450305506,04,007,4982
Graham County,Arizona,77.4666536416568,04,009,2838
Greenlee County,Arizona,78.6626921330292,04,011,1825
Maricopa County,Arizona,80.2239065499369,04,013,528865
Mohave County,Arizona,75.5732188036138,04,015,24561
Navajo County,Arizona,75.2513758313513,04,017,9631
Pima County,Arizona,79.2068381779827,04,019,143426
Pinal County,Arizona,80.9037956408188,04,021,31656
Santa Cruz County,Arizona,82.0079464280884,04,023,5075
Yavapai County,Arizona,78.6615151890778,04,025,27446
La Paz County,Arizona,81.3901815824637,04,012,2655
Yuma County,Arizona,81.3901815824637,04,027,21344
Arkansas County,Arkansas,73.8156973399201,05,001,2562
Ashley County,Arkansas,74.527033712992,05,003,2110
Baxter County,Arkansas,76.2122281368992,05,005,4275
Benton County,Arkansas,79.3617722496715,05,007,25762
Boone County,Arkansas,76.5714079641579,05,009,4133
Bradley County,Arkansas,73.9928167351683,05,011,1495
