County,State,State_FIPS,County_FIPS,black_population
Little River County,Arkansas,05,081,2632.0
Logan County,Arkansas,05,083,407.0
Lonoke County,Arkansas,05,085,4302.0
Madison County,Arkansas,05,087,73.0
Marion County,Arkansas,05,089,42.0
Miller County,Arkansas,05,091,10877.0
Mississippi County,Arkansas,05,093,15543.0
Monroe County,Arkansas,05,095,3138.0
Montgomery County,Arkansas,05,097,68.0
Nevada County,Arkansas,05,099,2705.0
Newton County,Arkansas,05,101,0.0
Ouachita County,Arkansas,05,103,10064.0
Perry County,Arkansas,05,105,214.0
Phillips County,Arkansas,05,107,12545.0
Pike County,Arkansas,05,109,348.0
Poinsett County,Arkansas,05,111,2002.0
Polk County,Arkansas,05,113,42.0
Pope County,Arkansas,05,115,1989.0
Prairie County,Arkansas,05,117,1035.0
Pulaski County,Arkansas,05,119,139401.0
Randolph County,Arkansas,05,121,123.0
Saint Francis County,Arkansas,05,123,14185.0
Saline County,Arkansas,05,125,6639.0
Scott County,Arkansas,05,127,18.0
Searcy County,Arkansas,05,129,22.0
Sebastian County,Arkansas,05,131,8000.0
Sevier County,Arkansas,05,133,841.0
Sharp County,Arkansas,05,135,69.0
Stone County,Arkansas,05,137,5.0
Union County,Arkansas,05,139,13323.0
Van Buren County,Arkansas,05,141,151.0
Washington County,Arkansas,05,143,7185.0
White County,Arkansas,05,145,3611.0
Woodruff County,Arkansas,05,147,1869.0
Yell County,Arkansas,05,149,596.0
Alameda County,California,06,001,184883.0
Alpine County,California,06,003,11.0
Amador County,California,06,005,855.0
Butte County,California,06,007,3189.0
Calaveras County,California,06,009,261.0
Colusa County,California,06,011,151.0
Contra Costa County,California,06,013,97338.0
Del Norte County,California,06,015,802.0
El Dorado County,California,06,017,1786.0
Fresno County,California,06,019,48499.0
Glenn County,California,06,021,271.0
Humboldt County,California,06,023,1716.0
Imperial County,California,06,025,5172.0
Inyo County,California,06,027,196.0
Kern County,California,06,029,49021.0
Kings County,California,06,031,9397.0
Lake County,California,06,033,1442.0
Lassen County,California,06,035,2789.0
Los Angeles County,California,06,037,830791.0
Madera County,California,06,039,5313.0
Marin County,California,06,041,6583.0
Mariposa County,California,06,043,192.0
Mendocino County,California,06,045,585.0
Merced County,California,06,047,9020.0
Modoc County,California,06,049,47.0
Mono County,California,06,051,78.0
Monterey County,California,06,053,11947.0
Napa County,California,06,055,2944.0
Nevada County,California,06,057,481.0
Orange County,California,06,059,51816.0
Placer County,California,06,061,5183.0
Plumas County,California,06,063,124.0
Riverside County,California,06,065,143976.0
Sacramento County,California,06,067,145959.0
San Benito County,California,06,069,449.0
San Bernardino County,California,06,071,179087.0
San Diego County,California,06,073,163276.0
San Francisco County,California,06,075,46825.0
San Joaquin County,California,06,077,50263.0
San Luis Obispo County,California,06,079,5682.0
San Mateo County,California,06,081,19439.0
Santa Barbara County,California,06,083,8727.0
Santa Clara County,California,06,085,48310.0
Santa Cruz County,California,06,087,2535.0
Shasta County,California,06,089,1788.0
Sierra County,California,06,091,3.0
Siskiyou County,California,06,093,621.0
Solano County,California,06,095,59212.0
Sonoma County,California,06,097,7731.0
Stanislaus County,California,06,099,14335.0
Sutter County,California,06,101,2049.0
Tehama County,California,06,103,321.0
Trinity County,California,06,105,151.0
Tulare County,California,06,107,7846.0
Tuolumne County,California,06,109,991.0
Ventura County,California,06,111,15063.0
Yolo County,California,06,113,5409.0
Yuba County,California,06,115,2456.0
Alamosa County,Colorado,08,003,303.0
Archuleta County,Colorado,08,007,110.0
Baca County,Colorado,08,009,44.0
Bent County,Colorado,08,011,545.0
Chaffee County,Colorado,08,015,367.0
Cheyenne County,Colorado,08,017,6.0
Clear Creek County,Colorado,08,019,120.0
Conejos County,Colorado,08,021,8.0
Costilla County,Colorado,08,023,0.0
Crowley County,Colorado,08,025,292.0
Custer County,Colorado,08,027,135.0
Delta County,Colorado,08,029,290.0
Dolores County,Colorado,08,033,0.0
Douglas County,Colorado,08,035,3316.0
Eagle County,Colorado,08,037,347.0
Elbert County,Colorado,08,039,126.0
El Paso County,Colorado,08,041,39558.0
Fremont County,Colorado,08,043,2451.0
Garfield County,Colorado,08,045,498.0
Gilpin County,Colorado,08,047,29.0
Grand County,Colorado,08,049,203.0
Gunnison County,Colorado,08,051,112.0
Huerfano County,Colorado,08,055,44.0
Jackson County,Colorado,08,057,1.0
Kiowa County,Colorado,08,061,12.0
Kit Carson County,Colorado,08,063,334.0
Lake County,Colorado,08,065,5.0
La Plata County,Colorado,08,067,202.0
Larimer County,Colorado,08,069,2859.0
Las Animas County,Colorado,08,071,266.0
Lincoln County,Colorado,08,073,611.0
Logan County,Colorado,08,075,317.0
Mesa County,Colorado,08,077,1104.0
Moffat County,Colorado,08,081,64.0
Montezuma County,Colorado,08,083,95.0
Montrose County,Colorado,08,085,264.0
Morgan County,Colorado,08,087,740.0
Otero County,Colorado,08,089,62.0
Ouray County,Colorado,08,091,0.0
Park County,Colorado,08,093,0.0
Phillips County,Colorado,08,095,7.0
Pitkin County,Colorado,08,097,266.0
Prowers County,Colorado,08,099,81.0
Pueblo County,Colorado,08,101,3616.0
Rio Blanco County,Colorado,08,103,31.0
Rio Grande County,Colorado,08,105,95.0
Routt County,Colorado,08,107,99.0
Saguache County,Colorado,08,109,23.0
San Miguel County,Colorado,08,113,18.0
Sedgwick County,Colorado,08,115,29.0
Summit County,Colorado,08,117,334.0
Teller County,Colorado,08,119,251.0
Washington County,Colorado,08,121,28.0
Yuma County,Colorado,08,125,122.0
Adams County,Colorado,08,001,15264.0
Arapahoe County,Colorado,08,005,62294.0
Boulder County,Colorado,08,013,2803.0
Broomfield County,Colorado,08,014,608.0
Denver County,Colorado,08,031,63058.0
Jefferson County,Colorado,08,059,6015.0
Weld County,Colorado,08,123,2899.0
Fairfield County,Connecticut,09,001,105683.0
Hartford County,Connecticut,09,003,120172.0
Litchfield County,Connecticut,09,005,2827.0
Middlesex County,Connecticut,09,007,8383.0
New Haven County,Connecticut,09,009,110719.0
New London County,Connecticut,09,011,15345.0
Tolland County,Connecticut,09,013,4752.0
Windham County,Connecticut,09,015,2620.0
Kent County,Delaware,10,001,41211.0
New Castle County,Delaware,10,003,133019.0
Sussex County,Delaware,10,005,26251.0
Alachua County,Florida,12,001,50580.0
Baker County,Florida,12,003,3938.0
Bay County,Florida,12,005,18881.0
Bradford County,Florida,12,007,5457.0
Brevard County,Florida,12,009,56914.0
Broward County,Florida,12,011,513087.0
Calhoun County,Florida,12,013,1963.0
Charlotte County,Florida,12,015,9294.0
Citrus County,Florida,12,017,4179.0
Clay County,Florida,12,019,19275.0
Collier County,Florida,12,021,23297.0
Columbia County,Florida,12,023,12153.0
Miami-Dade County,Florida,12,086,491978.0
DeSoto County,Florida,12,027,4624.0
Dixie County,Florida,12,029,1416.0
Duval County,Florida,12,031,261833.0
Escambia County,Florida,12,033,66179.0
Flagler County,Florida,12,035,11300.0
Franklin County,Florida,12,037,1692.0
Gadsden County,Florida,12,039,25437.0
Gilchrist County,Florida,12,041,1037.0
Glades County,Florida,12,043,1729.0
Gulf County,Florida,12,045,2837.0
Hamilton County,Florida,12,047,4908.0
Hardee County,Florida,12,049,2188.0
Hendry County,Florida,12,051,4604.0
Hernando County,Florida,12,053,9405.0
Highlands County,Florida,12,055,9400.0
Hillsborough County,Florida,12,057,216735.0
Holmes County,Florida,12,059,1372.0
Indian River County,Florida,12,061,13210.0
Jackson County,Florida,12,063,13078.0
Jefferson County,Florida,12,065,5136.0
Lafayette County,Florida,12,067,1596.0
Lake County,Florida,12,069,30316.0
Lee County,Florida,12,071,57315.0
Leon County,Florida,12,073,88071.0
Levy County,Florida,12,075,3643.0
Liberty County,Florida,12,077,1371.0
Madison County,Florida,12,079,7250.0
Manatee County,Florida,12,081,31903.0
Marion County,Florida,12,083,43498.0
Martin County,Florida,12,085,8482.0
Monroe County,Florida,12,087,4970.0
Nassau County,Florida,12,089,4876.0
Okaloosa County,Florida,12,091,17580.0
Okeechobee County,Florida,12,093,3536.0
Orange County,Florida,12,095,255754.0
Osceola County,Florida,12,097,34061.0
Palm Beach County,Florida,12,099,247805.0
Pasco County,Florida,12,101,24301.0
Pinellas County,Florida,12,103,96133.0
Polk County,Florida,12,105,94487.0
Putnam County,Florida,12,107,11969.0
Saint Johns County,Florida,12,109,11366.0
Saint Lucie County,Florida,12,111,55585.0
Santa Rosa County,Florida,12,113,9226.0
Sarasota County,Florida,12,115,18479.0
Seminole County,Florida,12,117,50641.0
Sumter County,Florida,12,119,9051.0
Suwannee County,Florida,12,121,5901.0
Taylor County,Florida,12,123,4878.0
Union County,Florida,12,125,3280.0
Volusia County,Florida,12,127,53036.0
Wakulla County,Florida,12,129,4817.0
Walton County,Florida,12,131,3078.0
Washington County,Florida,12,133,3737.0
Appling County,Georgia,13,001,3479.0
Atkinson County,Georgia,13,003,1429.0
Bacon County,Georgia,13,005,1678.0
Baker County,Georgia,13,007,1569.0
Baldwin County,Georgia,13,009,18998.0
Banks County,Georgia,13,011,492.0
Barrow County,Georgia,13,013,8338.0
Bartow County,Georgia,13,015,11138.0
Ben Hill County,Georgia,13,017,6249.0
Berrien County,Georgia,13,019,2174.0
Bibb County,Georgia,13,021,82193.0
Bleckley County,Georgia,13,023,3342.0
Brantley County,Georgia,13,025,588.0
Brooks County,Georgia,13,027,5498.0
Bryan County,Georgia,13,029,5049.0
Bulloch County,Georgia,13,031,20583.0
Burke County,Georgia,13,033,11460.0
Butts County,Georgia,13,035,6577.0
Calhoun County,Georgia,13,037,3977.0
Camden County,Georgia,13,039,9669.0
Candler County,Georgia,13,043,2687.0
Carroll County,Georgia,13,045,20649.0
Catoosa County,Georgia,13,047,1817.0
Charlton County,Georgia,13,049,3329.0
Chatham County,Georgia,13,051,110146.0
Chattahoochee County,Georgia,13,053,1882.0
Chattooga County,Georgia,13,055,2708.0
Cherokee County,Georgia,13,057,14910.0
Clarke County,Georgia,13,059,32110.0
Clay County,Georgia,13,061,1895.0
Clayton County,Georgia,13,063,178548.0
Clinch County,Georgia,13,065,1809.0
Cobb County,Georgia,13,067,190681.0
Coffee County,Georgia,13,069,12147.0
Colquitt County,Georgia,13,071,10631.0
Columbia County,Georgia,13,073,22623.0
Cook County,Georgia,13,075,4718.0
Coweta County,Georgia,13,077,23872.0
Crawford County,Georgia,13,079,2876.0
Crisp County,Georgia,13,081,10063.0
Dade County,Georgia,13,083,197.0
Dawson County,Georgia,13,085,126.0
Decatur County,Georgia,13,087,11395.0
DeKalb County,Georgia,13,089,384831.0
Dodge County,Georgia,13,091,6031.0
Dooly County,Georgia,13,093,7172.0
Dougherty County,Georgia,13,095,63207.0
Douglas County,Georgia,13,097,56843.0
Early County,Georgia,13,099,5328.0
Echols County,Georgia,13,101,82.0
Effingham County,Georgia,13,103,7402.0
Elbert County,Georgia,13,105,5925.0
Emanuel County,Georgia,13,107,7749.0
Evans County,Georgia,13,109,3262.0
Fannin County,Georgia,13,111,64.0
Fayette County,Georgia,13,113,22632.0
Floyd County,Georgia,13,115,14119.0
Forsyth County,Georgia,13,117,5702.0
Franklin County,Georgia,13,119,2124.0
Fulton County,Georgia,13,121,433529.0
Gilmer County,Georgia,13,123,343.0
Glascock County,Georgia,13,125,214.0
Glynn County,Georgia,13,127,20977.0
Gordon County,Georgia,13,129,2529.0
Grady County,Georgia,13,131,7254.0
Greene County,Georgia,13,133,5935.0
Gwinnett County,Georgia,13,135,217990.0
Habersham County,Georgia,13,137,1675.0
Hall County,Georgia,13,139,14181.0
Hancock County,Georgia,13,141,6503.0
Haralson County,Georgia,13,143,1402.0
Harris County,Georgia,13,145,5344.0
Hart County,Georgia,13,147,5093.0
Heard County,Georgia,13,149,1142.0
Henry County,Georgia,13,151,83016.0
Houston County,Georgia,13,153,43266.0
Irwin County,Georgia,13,155,2679.0
Jackson County,Georgia,13,157,4434.0
Jasper County,Georgia,13,159,2891.0
Jeff Davis County,Georgia,13,161,2439.0
Jefferson County,Georgia,13,163,8925.0
Jenkins County,Georgia,13,165,2992.0
Johnson County,Georgia,13,167,3384.0
Jones County,Georgia,13,169,7388.0
Lamar County,Georgia,13,171,5534.0
Lanier County,Georgia,13,173,2575.0
Laurens County,Georgia,13,175,17303.0
Lee County,Georgia,13,177,5760.0
Liberty County,Georgia,13,179,26089.0
Lincoln County,Georgia,13,181,2514.0
Long County,Georgia,13,183,3878.0
Lowndes County,Georgia,13,185,40898.0
Lumpkin County,Georgia,13,187,700.0
McDuffie County,Georgia,13,189,9024.0
McIntosh County,Georgia,13,191,4885.0
Macon County,Georgia,13,193,8356.0
Madison County,Georgia,13,195,2536.0
Marion County,Georgia,13,197,2756.0
Meriwether County,Georgia,13,199,8159.0
Miller County,Georgia,13,201,1844.0
Mitchell County,Georgia,13,205,10910.0
Monroe County,Georgia,13,207,6501.0
Montgomery County,Georgia,13,209,2369.0
Morgan County,Georgia,13,211,4149.0
Murray County,Georgia,13,213,361.0
Muscogee County,Georgia,13,215,89663.0
Newton County,Georgia,13,217,42837.0
Oconee County,Georgia,13,219,2029.0
Oglethorpe County,Georgia,13,221,2379.0
Paulding County,Georgia,13,223,25863.0
Peach County,Georgia,13,225,12380.0
Pickens County,Georgia,13,227,430.0
Pierce County,Georgia,13,229,1481.0
Pike County,Georgia,13,231,2008.0
Polk County,Georgia,13,233,5526.0
Pulaski County,Georgia,13,235,3891.0
Putnam County,Georgia,13,237,5650.0
Quitman County,Georgia,13,239,1145.0
Rabun County,Georgia,13,241,307.0
Randolph County,Georgia,13,243,4527.0
Richmond County,Georgia,13,245,110369.0
Rockdale County,Georgia,13,247,42833.0
Schley County,Georgia,13,249,1215.0
Screven County,Georgia,13,251,5966.0
Seminole County,Georgia,13,253,2937.0
Spalding County,Georgia,13,255,21012.0
Stephens County,Georgia,13,257,3125.0
Stewart County,Georgia,13,259,2857.0
Sumter County,Georgia,13,261,16237.0
Talbot County,Georgia,13,263,3734.0
Taliaferro County,Georgia,13,265,1013.0
Tattnall County,Georgia,13,267,7335.0
Taylor County,Georgia,13,269,3297.0
Telfair County,Georgia,13,271,6626.0
Terrell County,Georgia,13,273,5693.0
Thomas County,Georgia,13,275,16350.0
Tift County,Georgia,13,277,12133.0
Toombs County,Georgia,13,279,6991.0
Towns County,Georgia,13,281,94.0
Treutlen County,Georgia,13,283,1969.0
Troup County,Georgia,13,285,23700.0
Turner County,Georgia,13,287,3417.0
Twiggs County,Georgia,13,289,3576.0
Union County,Georgia,13,291,101.0
Upson County,Georgia,13,293,7535.0
Walker County,Georgia,13,295,3130.0
Walton County,Georgia,13,297,13779.0
Ware County,Georgia,13,299,10581.0
Warren County,Georgia,13,301,3271.0
Washington County,Georgia,13,303,10935.0
Wayne County,Georgia,13,305,6279.0
Webster County,Georgia,13,307,1519.0
Wheeler County,Georgia,13,309,3314.0
White County,Georgia,13,311,758.0
Whitfield County,Georgia,13,313,4119.0
Wilcox County,Georgia,13,315,3382.0
Wilkes County,Georgia,13,317,4232.0
Wilkinson County,Georgia,13,319,3549.0
Worth County,Georgia,13,321,6280.0
Hawaii County,Hawaii,15,001,1324.0
Honolulu County,Hawaii,15,003,25901.0
Kauai County,Hawaii,15,007,467.0
Kalawao County,Hawaii,15,005,0.0
Maui County,Hawaii,15,009,996.0
Ada County,Idaho,16,001,4741.0
Adams County,Idaho,16,003,0.0
Bannock County,Idaho,16,005,625.0
Bear Lake County,Idaho,16,007,28.0
Benewah County,Idaho,16,009,43.0
Bingham County,Idaho,16,011,133.0
Blaine County,Idaho,16,013,19.0
Boise County,Idaho,16,015,37.0
Bonner County,Idaho,16,017,72.0
Bonneville County,Idaho,16,019,491.0
Boundary County,Idaho,16,021,26.0
Butte County,Idaho,16,023,53.0
Camas County,Idaho,16,025,0.0
Canyon County,Idaho,16,027,878.0
Caribou County,Idaho,16,029,7.0
Cassia County,Idaho,16,031,44.0
Clearwater County,Idaho,16,035,14.0
Custer County,Idaho,16,037,0.0
Elmore County,Idaho,16,039,633.0
Franklin County,Idaho,16,041,10.0
Fremont County,Idaho,16,043,46.0
Gem County,Idaho,16,045,0.0
Gooding County,Idaho,16,047,11.0
Idaho County,Idaho,16,049,24.0
Jefferson County,Idaho,16,051,52.0
Jerome County,Idaho,16,053,19.0
Kootenai County,Idaho,16,055,529.0
Latah County,Idaho,16,057,251.0
Lemhi County,Idaho,16,059,27.0
Lewis County,Idaho,16,061,3.0
Lincoln County,Idaho,16,063,0.0
Madison County,Idaho,16,065,263.0
Minidoka County,Idaho,16,067,59.0
Nez Perce County,Idaho,16,069,156.0
Oneida County,Idaho,16,071,0.0
Owyhee County,Idaho,16,073,9.0
Payette County,Idaho,16,075,98.0
Power County,Idaho,16,077,25.0
Shoshone County,Idaho,16,079,40.0
Teton County,Idaho,16,081,24.0
Twin Falls County,Idaho,16,083,406.0
Valley County,Idaho,16,085,4.0
Washington County,Idaho,16,087,0.0
Adams County,Illinois,17,001,2539.0
Alexander County,Illinois,17,003,2535.0
Bond County,Illinois,17,005,962.0
Boone County,Illinois,17,007,1191.0
Brown County,Illinois,17,009,1145.0
Bureau County,Illinois,17,011,203.0
Calhoun County,Illinois,17,013,6.0
Carroll County,Illinois,17,015,183.0
Cass County,Illinois,17,017,464.0
Champaign County,Illinois,17,019,25902.0
Christian County,Illinois,17,021,576.0
Clark County,Illinois,17,023,51.0
Clay County,Illinois,17,025,74.0
Clinton County,Illinois,17,027,1307.0
Coles County,Illinois,17,029,1835.0
Cook County,Illinois,17,031,1255823.0
Crawford County,Illinois,17,033,696.0
Cumberland County,Illinois,17,035,23.0
DeKalb County,Illinois,17,037,7215.0
De Witt County,Illinois,17,039,82.0
Douglas County,Illinois,17,041,96.0
DuPage County,Illinois,17,043,43798.0
Edgar County,Illinois,17,045,99.0
Edwards County,Illinois,17,047,37.0
Effingham County,Illinois,17,049,117.0
Fayette County,Illinois,17,051,932.0
Ford County,Illinois,17,053,80.0
Franklin County,Illinois,17,055,189.0
Fulton County,Illinois,17,057,1290.0
Gallatin County,Illinois,17,059,21.0
Greene County,Illinois,17,061,129.0
Grundy County,Illinois,17,063,731.0
Hamilton County,Illinois,17,065,42.0
Hancock County,Illinois,17,067,106.0
Hardin County,Illinois,17,069,33.0
Henderson County,Illinois,17,071,6.0
Henry County,Illinois,17,073,890.0
Iroquois County,Illinois,17,075,394.0
Jackson County,Illinois,17,077,8652.0
Jasper County,Illinois,17,079,33.0
Jefferson County,Illinois,17,081,3067.0
Jersey County,Illinois,17,083,96.0
Jo Daviess County,Illinois,17,085,60.0
Johnson County,Illinois,17,087,1137.0
Kane County,Illinois,17,089,29106.0
Kankakee County,Illinois,17,091,16863.0
Kendall County,Illinois,17,093,7831.0
Knox County,Illinois,17,095,4429.0
Lake County,Illinois,17,097,48875.0
LaSalle County,Illinois,17,099,2770.0
Lawrence County,Illinois,17,101,3427.0
Lee County,Illinois,17,103,1782.0
Livingston County,Illinois,17,105,2043.0
Logan County,Illinois,17,107,3523.0
McDonough County,Illinois,17,109,1618.0
McHenry County,Illinois,17,111,4137.0
McLean County,Illinois,17,113,13853.0
Macon County,Illinois,17,115,16088.0
Macoupin County,Illinois,17,117,321.0
Madison County,Illinois,17,119,21607.0
Marion County,Illinois,17,121,1423.0
Marshall County,Illinois,17,123,73.0
Mason County,Illinois,17,125,127.0
Massac County,Illinois,17,127,902.0
Menard County,Illinois,17,129,113.0
Mercer County,Illinois,17,131,76.0
Monroe County,Illinois,17,133,114.0
Montgomery County,Illinois,17,135,2569.0
Morgan County,Illinois,17,137,2103.0
Moultrie County,Illinois,17,139,50.0
Ogle County,Illinois,17,141,593.0
Peoria County,Illinois,17,143,32802.0
Perry County,Illinois,17,145,1903.0
Piatt County,Illinois,17,147,68.0
Pike County,Illinois,17,149,198.0
Pope County,Illinois,17,151,159.0
Pulaski County,Illinois,17,153,1879.0
Putnam County,Illinois,17,155,12.0
Randolph County,Illinois,17,157,3406.0
Richland County,Illinois,17,159,70.0
Rock Island County,Illinois,17,161,13906.0
Saint Clair County,Illinois,17,163,79877.0
Saline County,Illinois,17,165,911.0
Sangamon County,Illinois,17,167,24595.0
Schuyler County,Illinois,17,169,332.0
Scott County,Illinois,17,171,0.0
Shelby County,Illinois,17,173,122.0
Stark County,Illinois,17,175,44.0
Stephenson County,Illinois,17,177,4286.0
Tazewell County,Illinois,17,179,1659.0
Union County,Illinois,17,181,267.0
Vermilion County,Illinois,17,183,11121.0
Wabash County,Illinois,17,185,109.0
Warren County,Illinois,17,187,467.0
Washington County,Illinois,17,189,107.0
Wayne County,Illinois,17,191,108.0
White County,Illinois,17,193,58.0
Whiteside County,Illinois,17,195,1028.0
Will County,Illinois,17,197,75835.0
Williamson County,Illinois,17,199,2886.0
Winnebago County,Illinois,17,201,36402.0
Woodford County,Illinois,17,203,228.0
Adams County,Indiana,18,001,242.0
Allen County,Indiana,18,003,42063.0
Bartholomew County,Indiana,18,005,1579.0
Benton County,Indiana,18,007,74.0
Blackford County,Indiana,18,009,72.0
Boone County,Indiana,18,011,750.0
Brown County,Indiana,18,013,49.0
Carroll County,Indiana,18,015,68.0
Cass County,Indiana,18,017,537.0
Clark County,Indiana,18,019,7930.0
Clay County,Indiana,18,021,63.0
Clinton County,Indiana,18,023,407.0
Crawford County,Indiana,18,025,11.0
Daviess County,Indiana,18,027,498.0
Dearborn County,Indiana,18,029,394.0
Decatur County,Indiana,18,031,204.0
DeKalb County,Indiana,18,033,110.0
