County,State,State_FIPS,County_FIPS,black_population
Autauga County,Alabama,01,001,10565.0
Baldwin County,Alabama,01,003,19764.0
Barbour County,Alabama,01,005,12266.0
Bibb County,Alabama,01,007,5018.0
Blount County,Alabama,01,009,862.0
Bullock County,Alabama,01,011,7893.0
Butler County,Alabama,01,013,9055.0
Calhoun County,Alabama,01,015,23676.0
Chambers County,Alabama,01,017,13319.0
Cherokee County,Alabama,01,019,1267.0
Chilton County,Alabama,01,021,4148.0
Choctaw County,Alabama,01,023,5590.0
Clarke County,Alabama,01,025,11173.0
Clay County,Alabama,01,027,1977.0
Cleburne County,Alabama,01,029,393.0
Coffee County,Alabama,01,031,8829.0
Colbert County,Alabama,01,033,8615.0
Conecuh County,Alabama,01,035,5971.0
Coosa County,Alabama,01,037,3713.0
Covington County,Alabama,01,039,4826.0
Crenshaw County,Alabama,01,041,3198.0
Cullman County,Alabama,01,043,998.0
Dale County,Alabama,01,045,9749.0
Dallas County,Alabama,01,047,28210.0
DeKalb County,Alabama,01,049,1004.0
Elmore County,Alabama,01,051,17402.0
Escambia County,Alabama,01,053,11920.0
Etowah County,Alabama,01,055,16212.0
Fayette County,Alabama,01,057,1978.0
Franklin County,Alabama,01,059,1388.0
Geneva County,Alabama,01,061,2529.0
Greene County,Alabama,01,063,6713.0
Hale County,Alabama,01,065,8748.0
Henry County,Alabama,01,067,4749.0
Houston County,Alabama,01,069,28078.0
Jackson County,Alabama,01,071,1799.0
Jefferson County,Alabama,01,073,281702.0
Lamar County,Alabama,01,075,1558.0
Lauderdale County,Alabama,01,077,9364.0
Lawrence County,Alabama,01,079,3627.0
Lee County,Alabama,01,081,36675.0
Limestone County,Alabama,01,083,12468.0
Lowndes County,Alabama,01,085,7601.0
Macon County,Alabama,01,087,15740.0
Madison County,Alabama,01,089,86012.0
Marengo County,Alabama,01,091,10518.0
Marion County,Alabama,01,093,1097.0
Marshall County,Alabama,01,095,2456.0
Mobile County,Alabama,01,097,147434.0
Monroe County,Alabama,01,099,8927.0
Montgomery County,Alabama,01,101,130866.0
Morgan County,Alabama,01,103,15228.0
Perry County,Alabama,01,105,6588.0
Pickens County,Alabama,01,107,8367.0
Pike County,Alabama,01,109,12697.0
Randolph County,Alabama,01,111,4547.0
Russell County,Alabama,01,113,24957.0
Saint Clair County,Alabama,01,115,8252.0
Shelby County,Alabama,01,117,25455.0
Sumter County,Alabama,01,119,9346.0
Talladega County,Alabama,01,121,26010.0
Tallapoosa County,Alabama,01,123,11145.0
Tuscaloosa County,Alabama,01,125,65260.0
Walker County,Alabama,01,127,4007.0
Washington County,Alabama,01,129,4086.0
Wilcox County,Alabama,01,131,7511.0
Winston County,Alabama,01,133,90.0
Anchorage Municipality,Alaska,02,020,16439.0
Bethel Census Area,Alaska,02,050,119.0
Bristol Bay Borough,Alaska,02,060,4.0
Fairbanks North Star Borough,Alaska,02,090,4493.0
Haines Borough,Alaska,02,100,1.0
Juneau City and Borough,Alaska,02,110,325.0
Kenai Peninsula Borough,Alaska,02,122,370.0
Kodiak Island Borough,Alaska,02,150,36.0
Matanuska-Susitna Borough,Alaska,02,170,1121.0
Nome Census Area,Alaska,02,180,89.0
North Slope Borough,Alaska,02,185,84.0
Sitka City and Borough,Alaska,02,220,103.0
Southeast Fairbanks Census Area,Alaska,02,240,47.0
Valdez-Cordova Census Area,Alaska,02,261,25.0
Wade Hampton Census Area,Alaska,02,270,
Northwest Arctic Borough,Alaska,02,188,87.0
Aleutians East Borough,Alaska,02,013,144.0
Aleutians West Census Area,Alaska,02,016,246.0
Dillingham Census Area,Alaska,02,070,67.0
Lake and Peninsula Borough,Alaska,02,164,9.0
Denali Borough,Alaska,02,068,18.0
Yukon-Koyukuk Census Area,Alaska,02,290,7.0
Hoonah-Angoon Census Area,Alaska,02,105,68.0
Skagway Municipality,Alaska,02,230,13.0
Yakutat City and Borough,Alaska,02,282,2.0
Ketchikan Gateway Borough,Alaska,02,130,103.0
Petersburg Borough,Alaska,02,195,23.0
Prince of Wales-Hyder Census Area,Alaska,02,198,24.0
Wrangell City and Borough,Alaska,02,275,2.0
Apache County,Arizona,04,001,513.0
Cochise County,Arizona,04,003,4734.0
Coconino County,Arizona,04,005,1869.0
Gila County,Arizona,04,007,317.0
Graham County,Arizona,04,009,752.0
Greenlee County,Arizona,04,011,213.0
Maricopa County,Arizona,04,013,232690.0
Mohave County,Arizona,04,015,2262.0
Navajo County,Arizona,04,017,964.0
Pima County,Arizona,04,019,35973.0
Pinal County,Arizona,04,021,18782.0
Santa Cruz County,Arizona,04,023,248.0
Yavapai County,Arizona,04,025,1274.0
La Paz County,Arizona,04,012,170.0
Yuma County,Arizona,04,027,4498.0
Arkansas County,Arkansas,05,001,4677.0
Ashley County,Arkansas,05,003,5273.0
Baxter County,Arkansas,05,005,74.0
Benton County,Arkansas,05,007,4359.0
Boone County,Arkansas,05,009,156.0
Bradley County,Arkansas,05,011,3176.0
Calhoun County,Arkansas,05,013,1125.0
Carroll County,Arkansas,05,015,335.0
Chicot County,Arkansas,05,017,5861.0
Clark County,Arkansas,05,019,5374.0
Clay County,Arkansas,05,021,93.0
Cleburne County,Arkansas,05,023,140.0
Cleveland County,Arkansas,05,025,924.0
Columbia County,Arkansas,05,027,8351.0
Conway County,Arkansas,05,029,2282.0
Craighead County,Arkansas,05,031,14622.0
Crawford County,Arkansas,05,033,978.0
Crittenden County,Arkansas,05,035,23789.0
Cross County,Arkansas,05,037,3308.0
Dallas County,Arkansas,05,039,3093.0
Desha County,Arkansas,05,041,5596.0
Drew County,Arkansas,05,043,5333.0
Faulkner County,Arkansas,05,045,13904.0
Franklin County,Arkansas,05,047,172.0
