County,State,mean_life_expectancy,State_FIPS,County_FIPS,white_population
Beauregard Parish,Louisiana,74.7765957268878,22,011,30060.0
Bienville Parish,Louisiana,73.3553114577844,22,013,7740.0
Bossier Parish,Louisiana,76.930440248195,22,015,90705.0
Caddo Parish,Louisiana,74.1519186681278,22,017,119554.0
Calcasieu Parish,Louisiana,74.6064556739109,22,019,139481.0
Caldwell Parish,Louisiana,72.9698443035515,22,021,8155.0
Cameron Parish,Louisiana,78.7353219643613,22,023,6424.0
Catahoula Parish,Louisiana,72.3579405001498,22,025,6745.0
Claiborne Parish,Louisiana,75.1714299067719,22,027,7589.0
Concordia Parish,Louisiana,72.8579412888596,22,029,11776.0
De Soto Parish,Louisiana,74.6883469496705,22,031,15986.0
East Baton Rouge Parish,Louisiana,75.6634461911387,22,033,214016.0
East Carroll Parish,Louisiana,71.4233002186234,22,035,2015.0
East Feliciana Parish,Louisiana,72.8129582392845,22,037,10617.0
Evangeline Parish,Louisiana,72.9680030805491,22,039,23128.0
Franklin Parish,Louisiana,73.1819846996249,22,041,13474.0
Grant Parish,Louisiana,74.5375736210759,22,043,17887.0
Iberia Parish,Louisiana,74.419480182613,22,045,45666.0
Iberville Parish,Louisiana,74.7022741763571,22,047,16352.0
Jackson Parish,Louisiana,75.1458346782022,22,049,10871.0
Jefferson Parish,Louisiana,76.7979452270017,22,051,277542.0
Jefferson Davis Parish,Louisiana,73.7397149271585,22,053,25191.0
Lafayette Parish,Louisiana,77.7021525373817,22,055,164408.0
Lafourche Parish,Louisiana,76.4921279912758,22,057,77672.0
LaSalle Parish,Louisiana,74.4595649801485,22,059,12779.0
Lincoln Parish,Louisiana,77.0441368400746,22,061,25626.0
Livingston Parish,Louisiana,75.7878314476537,22,063,123634.0
Madison Parish,Louisiana,71.6228510758907,22,065,4244.0
Morehouse Parish,Louisiana,71.9384363713369,22,067,13408.0
Natchitoches Parish,Louisiana,74.3973236486376,22,069,21408.0
Orleans Parish,Louisiana,76.1429162260512,22,071,130323.0
Ouachita Parish,Louisiana,74.5651200997393,22,073,93835.0
Plaquemines Parish,Louisiana,77.075651621947,22,075,16385.0
Pointe Coupee Parish,Louisiana,75.2169911691379,22,077,13927.0
Rapides Parish,Louisiana,73.9668483364791,22,079,84669.0
Red River Parish,Louisiana,73.4193304043661,22,081,5079.0
Richland Parish,Louisiana,73.6587307534309,22,083,12874.0
Sabine Parish,Louisiana,75.1997117064619,22,085,16992.0
Saint Bernard Parish,Louisiana,74.4032297151724,22,087,31388.0
Saint Charles Parish,Louisiana,76.9138275180222,22,089,37063.0
Saint Helena Parish,Louisiana,73.9609529503551,22,091,4775.0
Saint James Parish,Louisiana,76.2154222099821,22,093,10486.0
Saint John the Baptist Parish,Louisiana,74.6001844480422,22,095,18026.0
Saint Landry Parish,Louisiana,72.560533057406,22,097,47063.0
Saint Martin Parish,Louisiana,75.5604854521687,22,099,35215.0
Saint Mary Parish,Louisiana,74.4840807446041,22,101,31942.0
Saint Tammany Parish,Louisiana,77.854632473354,22,103,206165.0
Tangipahoa Parish,Louisiana,74.2373578771414,22,105,85433.0
Tensas Parish,Louisiana,74.0353831116019,22,107,2096.0
Terrebonne Parish,Louisiana,75.0165481372233,22,109,80429.0
Union Parish,Louisiana,74.9409804540753,22,111,16056.0
Vermilion Parish,Louisiana,76.2650755387501,22,113,48363.0
Vernon Parish,Louisiana,74.9533330152672,22,115,39884.0
Washington Parish,Louisiana,72.0684257744827,22,117,31155.0
Webster Parish,Louisiana,73.5668678852269,22,119,25658.0
West Baton Rouge Parish,Louisiana,76.3496222131422,22,121,14832.0
West Carroll Parish,Louisiana,74.200482042627,22,123,9242.0
West Feliciana Parish,Louisiana,76.9188325267079,22,125,8192.0
Winn Parish,Louisiana,74.3423453196516,22,127,9762.0
Androscoggin County,Maine,77.4665049482895,23,001,99069.0
Aroostook County,Maine,78.0442096911219,23,003,66055.0
Cumberland County,Maine,80.1260486289046,23,005,265918.0
Franklin County,Maine,78.2934116739492,23,007,29281.0
Hancock County,Maine,79.4410906574947,23,009,52462.0
Kennebec County,Maine,78.061564884636,23,011,115938.0
Knox County,Maine,79.1259276730581,23,013,38340.0
Lincoln County,Maine,79.6246736214774,23,015,33153.0
Oxford County,Maine,77.9525116162397,23,017,55427.0
Penobscot County,Maine,77.7754118138232,23,019,145472.0
Piscataquis County,Maine,76.7306165916606,23,021,16401.0
Sagadahoc County,Maine,79.8594280235591,23,023,33609.0
Somerset County,Maine,76.8100392315545,23,025,49743.0
Waldo County,Maine,78.7626049218834,23,027,37789.0
Washington County,Maine,76.2328005875088,23,029,29167.0
York County,Maine,79.3969886872749,23,031,192652.0
Allegany County,Maryland,76.6519766208072,24,001,64695.0
Anne Arundel County,Maryland,79.2107443127343,24,003,416331.0
Baltimore County,Maryland,78.5219196955078,24,005,519063.0
Calvert County,Maryland,79.3350231267603,24,009,73873.0
Caroline County,Maryland,76.1057752503745,24,011,26419.0
Carroll County,Maryland,78.852274337942,24,013,155174.0
Cecil County,Maryland,76.2588001741374,24,015,90516.0
Charles County,Maryland,78.685812172471,24,017,73744.0
Dorchester County,Maryland,76.5811811513499,24,019,21527.0
Frederick County,Maryland,80.2775808930864,24,021,197960.0
Garrett County,Maryland,78.1266774330546,24,023,28842.0
Harford County,Maryland,79.0265029683717,24,025,199268.0
Howard County,Maryland,82.880601798641,24,027,183599.0
Kent County,Maryland,78.6548456921455,24,029,16302.0
Queen Anne's County,Maryland,79.5232372315342,24,035,43698.0
Saint Mary's County,Maryland,78.6722717502428,24,037,87669.0
Somerset County,Maryland,76.376609322614,24,039,13719.0
Talbot County,Maryland,80.6451511473911,24,041,31262.0
Washington County,Maryland,77.1270557320199,24,043,124903.0
Wicomico County,Maryland,76.6363789653911,24,045,69094.0
Worcester County,Maryland,78.9119576094532,24,047,42568.0
Baltimore City,Maryland,72.7529275023046,24,510,187894.0
Montgomery County,Maryland,81.7924409556118,24,031,566239.0
Prince George's County,Maryland,81.7924409556118,24,033,173881.0
Barnstable County,Massachusetts,79.7123607106575,25,001,198374.0
Berkshire County,Massachusetts,79.2446813034032,25,003,117656.0
Bristol County,Massachusetts,78.8123361653675,25,005,479496.0
Dukes County,Massachusetts,81.681779273691,25,007,15094.0
Essex County,Massachusetts,80.2819925691542,25,009,615804.0
Franklin County,Massachusetts,79.9180723050583,25,011,66473.0
Hampden County,Massachusetts,78.4188441294238,25,013,373605.0
Hampshire County,Massachusetts,80.8942985271659,25,015,142579.0
Middlesex County,Massachusetts,81.9849378823919,25,017,1228790.0
Nantucket County,Massachusetts,82.0727833069416,25,019,9122.0
Norfolk County,Massachusetts,81.4570164390857,25,021,553150.0
Plymouth County,Massachusetts,79.5054401626395,25,023,428806.0
Suffolk County,Massachusetts,80.8045704674813,25,025,425220.0
Worcester County,Massachusetts,79.346960838269,25,027,689496.0
Alcona County,Michigan,76.9319407105539,26,001,10184.0
Alger County,Michigan,78.7488225500506,26,003,8032.0
Allegan County,Michigan,78.8291357558961,26,005,107300.0
Alpena County,Michigan,77.59976430675,26,007,28013.0
Antrim County,Michigan,79.7306993454203,26,009,22263.0
Arenac County,Michigan,76.3584137235484,26,011,14803.0
Baraga County,Michigan,77.1090622478788,26,013,6341.0
Barry County,Michigan,79.2597087985264,26,015,57126.0
Bay County,Michigan,77.2439492621578,26,017,100361.0
Benzie County,Michigan,79.4143853619206,26,019,16756.0
Berrien County,Michigan,77.5447747901596,26,021,121439.0
Branch County,Michigan,77.0770600868951,26,023,41096.0
Calhoun County,Michigan,76.088970320466,26,025,110966.0
Cass County,Michigan,78.0763605101428,26,027,45880.0
Charlevoix County,Michigan,79.7045615731159,26,029,24866.0
Cheboygan County,Michigan,78.456560141081,26,031,23858.0
Chippewa County,Michigan,78.6274301038234,26,033,27370.0
Clare County,Michigan,75.4747680327861,26,035,29520.0
Clinton County,Michigan,80.7305190141805,26,037,72543.0
Crawford County,Michigan,76.9228581752423,26,039,13314.0
Delta County,Michigan,78.8856894339165,26,041,34406.0
Dickinson County,Michigan,79.0669125201242,26,043,25007.0
Eaton County,Michigan,79.1257247133144,26,045,94521.0
Emmet County,Michigan,79.49555455959,26,047,30628.0
Genesee County,Michigan,75.4880874089896,26,049,309146.0
Gladwin County,Michigan,76.8813922709168,26,051,24704.0
Gogebic County,Michigan,78.3496270778426,26,053,14164.0
Grand Traverse County,Michigan,80.117738597055,26,055,85831.0
Gratiot County,Michigan,77.5650729916452,26,057,38051.0
Hillsdale County,Michigan,77.7663489001786,26,059,44692.0
Houghton County,Michigan,78.4757572515644,26,061,34184.0
Huron County,Michigan,77.4370593264768,26,063,31183.0
Ingham County,Michigan,78.5346856464409,26,065,214036.0
Ionia County,Michigan,78.1950394606386,26,067,58465.0
Iosco County,Michigan,75.9587959208979,26,069,24405.0
Iron County,Michigan,78.0282326130767,26,071,10938.0
Isabella County,Michigan,78.8777687424802,26,073,62445.0
Jackson County,Michigan,77.1465582356512,26,075,139499.0
Kalamazoo County,Michigan,79.0334652576777,26,077,210867.0
Kalkaska County,Michigan,76.5191174797834,26,079,16612.0
Kent County,Michigan,79.8786576168585,26,081,508965.0
Keweenaw County,Michigan,80.3884178448212,26,083,2161.0
Lake County,Michigan,76.7796274617928,26,085,9983.0
Lapeer County,Michigan,77.75920143443,26,087,84523.0
Leelanau County,Michigan,82.6007949701847,26,089,20191.0
Lenawee County,Michigan,77.9456104312359,26,091,91338.0
Livingston County,Michigan,80.2802426912736,26,093,179295.0
Luce County,Michigan,78.2155973859784,26,095,5131.0
Mackinac County,Michigan,78.265676727535,26,097,8227.0
Macomb County,Michigan,77.9743919649762,26,099,711089.0
Manistee County,Michigan,78.1279059249817,26,101,22401.0
Marquette County,Michigan,78.8270991002572,26,103,62911.0
Mason County,Michigan,78.3389809072063,26,105,27466.0
Mecosta County,Michigan,78.6007398386438,26,107,40303.0
Menominee County,Michigan,78.9457798903559,26,109,22286.0
Midland County,Michigan,80.4370549188336,26,111,78157.0
Missaukee County,Michigan,77.7133557670589,26,113,14558.0
Monroe County,Michigan,77.8015789685184,26,115,142076.0
Montcalm County,Michigan,77.659284729291,26,117,59322.0
Montmorency County,Michigan,76.3466503418433,26,119,9038.0
Muskegon County,Michigan,77.1499238862836,26,121,138915.0
Newaygo County,Michigan,77.7410914596121,26,123,45028.0
Oakland County,Michigan,80.064801516663,26,125,937568.0
Oceana County,Michigan,78.4238456309781,26,127,24906.0
Ogemaw County,Michigan,75.5421285147902,26,129,20439.0
Ontonagon County,Michigan,77.5070412972877,26,131,5928.0
Osceola County,Michigan,77.9084896924919,26,133,22365.0
Oscoda County,Michigan,75.8358054609901,26,135,8093.0
Otsego County,Michigan,78.084163257758,26,137,23231.0
Ottawa County,Michigan,81.6542482650364,26,139,249851.0
Presque Isle County,Michigan,78.5256880129706,26,141,12585.0
Roscommon County,Michigan,76.0890357174107,26,143,23137.0
Saginaw County,Michigan,77.2040787931121,26,145,146532.0
Saint Clair County,Michigan,76.8339577705652,26,147,149831.0
Saint Joseph County,Michigan,76.7441928531336,26,149,55797.0
Sanilac County,Michigan,77.3815800463813,26,151,40382.0
Schoolcraft County,Michigan,78.1921949346094,26,153,7118.0
Shiawassee County,Michigan,77.3355640256361,26,155,66636.0
Tuscola County,Michigan,77.3149171309118,26,157,52121.0
Van Buren County,Michigan,77.3634036212904,26,159,65599.0
Washtenaw County,Michigan,81.1695172359712,26,161,264906.0
Wayne County,Michigan,75.2775130428205,26,163,940071.0
Wexford County,Michigan,77.1729235745559,26,165,31552.0
Aitkin County,Minnesota,79.4249949719765,27,001,14937.0
Anoka County,Minnesota,81.17523874075,27,003,291633.0
Becker County,Minnesota,78.2445234108217,27,005,29299.0
Beltrami County,Minnesota,77.7254806619663,27,007,33600.0
Benton County,Minnesota,78.8709884906697,27,009,37032.0
Big Stone County,Minnesota,78.8939538463674,27,011,5038.0
Blue Earth County,Minnesota,80.6170500248055,27,013,60046.0
Brown County,Minnesota,80.5309923529772,27,015,24587.0
Carlton County,Minnesota,77.8830369999622,27,017,31710.0
Carver County,Minnesota,82.8322770704004,27,019,90204.0
Cass County,Minnesota,78.0826826192823,27,021,24315.0
Chippewa County,Minnesota,79.5744561906822,27,023,11265.0
Chisago County,Minnesota,79.8575357110981,27,025,51690.0
Clay County,Minnesota,79.77645682076,27,027,56626.0
Clearwater County,Minnesota,77.3784032153237,27,029,7564.0
Cook County,Minnesota,82.0246561006981,27,031,4527.0
Cottonwood County,Minnesota,80.3656801228205,27,033,10474.0
Crow Wing County,Minnesota,79.5846883082608,27,035,60995.0
Dakota County,Minnesota,81.8730171967212,27,037,344555.0
Dodge County,Minnesota,80.8031838545285,27,039,19633.0
Douglas County,Minnesota,80.3482785244782,27,041,35891.0
Faribault County,Minnesota,79.3882978872171,27,043,13762.0
Fillmore County,Minnesota,80.7696930615744,27,045,20497.0
Freeborn County,Minnesota,79.9684726341718,27,047,29129.0
Goodhue County,Minnesota,79.9921193970485,27,049,44289.0
Grant County,Minnesota,79.6253942306268,27,051,5792.0
Hennepin County,Minnesota,80.9465871941842,27,053,891912.0
Houston County,Minnesota,81.5068845269032,27,055,18267.0
Hubbard County,Minnesota,80.177889467179,27,057,19464.0
Isanti County,Minnesota,79.7458535494255,27,059,36830.0
Itasca County,Minnesota,78.5792205062986,27,061,42163.0
Jackson County,Minnesota,81.4765819540811,27,063,9713.0
Kanabec County,Minnesota,79.440021729146,27,065,15385.0
Kandiyohi County,Minnesota,80.888556550553,27,067,37765.0
Kittson County,Minnesota,78.5351659571906,27,069,4347.0
Koochiching County,Minnesota,78.6669882528837,27,071,12106.0
Lac qui Parle County,Minnesota,81.0979675698252,27,073,6723.0
Lake County,Minnesota,79.5939186944984,27,075,10390.0
Lake of the Woods County,Minnesota,78.9003674442504,27,077,3667.0
Le Sueur County,Minnesota,80.8788636408866,27,079,26471.0
Lincoln County,Minnesota,79.862927189444,27,081,5652.0
Lyon County,Minnesota,80.3297785680988,27,083,22857.0
McLeod County,Minnesota,80.6685218403921,27,085,34309.0
Mahnomen County,Minnesota,75.0984505631762,27,087,2615.0
Marshall County,Minnesota,81.7904490642457,27,089,9168.0
Martin County,Minnesota,80.0707222356062,27,091,19708.0
Meeker County,Minnesota,80.3167264267971,27,093,22500.0
Mille Lacs County,Minnesota,77.3126283010887,27,095,23495.0
Morrison County,Minnesota,79.6356818975175,27,097,31929.0
Mower County,Minnesota,80.7799841372241,27,099,35964.0
Murray County,Minnesota,81.0220199765762,27,101,8191.0
Nicollet County,Minnesota,81.8194834778882,27,103,31025.0
Nobles County,Minnesota,81.3609524188035,27,105,17329.0
Norman County,Minnesota,77.3018413690724,27,107,6172.0
Olmsted County,Minnesota,82.213262671699,27,109,127969.0
Otter Tail County,Minnesota,80.0198092681102,27,111,55163.0
Pennington County,Minnesota,79.4433596273579,27,113,13268.0
Pine County,Minnesota,79.0124053101347,27,115,26585.0
Pipestone County,Minnesota,79.8767259562107,27,117,8609.0
Polk County,Minnesota,78.1187713371304,27,119,29368.0
Pope County,Minnesota,80.3896251379309,27,121,10679.0
Ramsey County,Minnesota,79.7909488320372,27,123,363250.0
Red Lake County,Minnesota,79.9012648645765,27,125,3846.0
Redwood County,Minnesota,79.4566574922905,27,127,13931.0
Renville County,Minnesota,78.8544481378201,27,129,14000.0
Rice County,Minnesota,80.8282683458013,27,131,57784.0
Rock County,Minnesota,79.2103877312156,27,133,9208.0
Roseau County,Minnesota,79.6096263015328,27,135,14569.0
Saint Louis County,Minnesota,78.7458489637289,27,137,185370.0
Scott County,Minnesota,81.9665489542478,27,139,118278.0
Sherburne County,Minnesota,80.4375355910307,27,141,85480.0
Sibley County,Minnesota,80.6751438656178,27,143,14476.0
Stearns County,Minnesota,82.0148868624808,27,145,138458.0
Steele County,Minnesota,81.3666976433528,27,147,33101.0
Stevens County,Minnesota,81.9628633070544,27,149,9121.0
Swift County,Minnesota,80.1892464087208,27,151,9073.0
Todd County,Minnesota,80.8983362889152,27,153,23266.0
Traverse County,Minnesota,79.1492879363884,27,155,3149.0
Wabasha County,Minnesota,81.9368744593269,27,157,20755.0
Wadena County,Minnesota,76.7404485592036,27,159,13260.0
Waseca County,Minnesota,80.7266639465805,27,161,17752.0
Washington County,Minnesota,81.8580157054792,27,163,216007.0
Watonwan County,Minnesota,80.0962027162583,27,165,9970.0
Wilkin County,Minnesota,78.5018795560834,27,167,6174.0
Winona County,Minnesota,80.717006958376,27,169,48034.0
Wright County,Minnesota,80.8790341531325,27,171,123077.0
Yellow Medicine County,Minnesota,80.1260769795253,27,173,9288.0
Adams County,Mississippi,73.2675917348324,28,001,13522.0
Alcorn County,Mississippi,73.5386077134533,28,003,31596.0
Amite County,Mississippi,75.4534061613084,28,005,7312.0
Attala County,Mississippi,72.8569121504465,28,007,10489.0
Benton County,Mississippi,73.7012915283491,28,009,5116.0
Bolivar County,Mississippi,70.9230624719822,28,011,11054.0
Calhoun County,Mississippi,74.0464216660015,28,013,9939.0
Carroll County,Mississippi,76.115118565497,28,015,6685.0
Chickasaw County,Mississippi,74.6075001581123,28,017,9441.0
Choctaw County,Mississippi,75.3603143552789,28,019,5637.0
Claiborne County,Mississippi,72.4779591039985,28,021,1162.0
Clarke County,Mississippi,73.468514614809,28,023,10442.0
Clay County,Mississippi,74.8220202295931,28,025,8153.0
Coahoma County,Mississippi,70.1839829333519,28,027,5460.0
Copiah County,Mississippi,73.8686867169783,28,029,13159.0
Covington County,Mississippi,72.4694647902951,28,031,12044.0
DeSoto County,Mississippi,76.7369418536377,28,033,120860.0
Forrest County,Mississippi,73.7853210439943,28,035,45561.0
Franklin County,Mississippi,74.1188894569017,28,037,4993.0
George County,Mississippi,72.4438871842833,28,039,20833.0
Greene County,Mississippi,74.4720684645431,28,041,10134.0
Grenada County,Mississippi,71.3889897290614,28,043,11918.0
Hancock County,Mississippi,76.3250279822666,28,045,40096.0
Harrison County,Mississippi,74.5887156074108,28,047,136866.0
Hinds County,Mississippi,75.0036094331718,28,049,64420.0
Holmes County,Mississippi,70.8620678527635,28,051,2965.0
Humphreys County,Mississippi,71.6713920313874,28,053,1936.0
Issaquena County,Mississippi,73.6145438671815,28,055,530.0
Itawamba County,Mississippi,73.7096894049728,28,057,21481.0
Jackson County,Mississippi,75.4400859426493,28,059,101277.0
Jasper County,Mississippi,74.3684759816351,28,061,7576.0
Jefferson County,Mississippi,72.8679776953083,28,063,1003.0
Jefferson Davis County,Mississippi,72.7778381603005,28,065,4513.0
Jones County,Mississippi,74.5177605615999,28,067,47162.0
Kemper County,Mississippi,75.9929365762719,28,069,3596.0
Lafayette County,Mississippi,77.1755749478575,28,071,37679.0
Lamar County,Mississippi,78.3508542453587,28,073,45452.0
Lauderdale County,Mississippi,74.3009711410553,28,075,43076.0
Lawrence County,Mississippi,73.1860454989362,28,077,8320.0
Leake County,Mississippi,73.7752225338149,28,079,11898.0
Lee County,Mississippi,74.1959201133468,28,081,58381.0
Leflore County,Mississippi,71.3411678800639,28,083,7504.0
Lincoln County,Mississippi,73.5212178987606,28,085,23665.0
Lowndes County,Mississippi,75.1739410206558,28,087,32205.0
Madison County,Mississippi,75.2995231795142,28,089,57847.0
Marion County,Mississippi,71.955432060514,28,091,16991.0
Marshall County,Mississippi,73.3856792712644,28,093,17811.0
Monroe County,Mississippi,74.8655881317272,28,095,24510.0
Montgomery County,Mississippi,72.9323044319565,28,097,5558.0
Neshoba County,Mississippi,71.2319109740182,28,099,17721.0
Newton County,Mississippi,73.3988406149073,28,101,13708.0
Noxubee County,Mississippi,74.3895528534456,28,103,3345.0
Oktibbeha County,Mississippi,77.619931252191,28,105,28642.0
Panola County,Mississippi,72.5031169147935,28,107,16648.0
Pearl River County,Mississippi,74.0106789661145,28,109,46508.0
Perry County,Mississippi,73.7616243130287,28,111,9601.0
Pike County,Mississippi,71.9976028774876,28,113,17907.0
Pontotoc County,Mississippi,76.128338880694,28,115,24863.0
Prentiss County,Mississippi,74.169149935197,28,117,21263.0
Quitman County,Mississippi,70.4112667778493,28,119,2174.0
Rankin County,Mississippi,78.3608662726185,28,121,114061.0
Scott County,Mississippi,73.6906626272953,28,123,16393.0
Sharkey County,Mississippi,72.1285924216694,28,125,1189.0
Simpson County,Mississippi,73.6924333057707,28,127,17111.0
Smith County,Mississippi,74.7568499594855,28,129,12078.0
Stone County,Mississippi,73.7536902450938,28,131,14161.0
Sunflower County,Mississippi,70.8314224859318,28,133,6906.0
Tallahatchie County,Mississippi,72.9278679216507,28,135,5564.0
Tate County,Mississippi,74.5858682647632,28,137,18983.0
Tippah County,Mississippi,73.2200937799451,28,139,17821.0
Tishomingo County,Mississippi,72.5785360437086,28,141,18502.0
Tunica County,Mississippi,70.5685468716071,28,143,2057.0
Union County,Mississippi,75.4953799745915,28,145,22993.0
Walthall County,Mississippi,73.6942978143302,28,147,7864.0
Warren County,Mississippi,73.657757746043,28,149,23482.0
Washington County,Mississippi,70.8712245551982,28,151,12883.0
Wayne County,Mississippi,74.5721521716373,28,153,12099.0
Webster County,Mississippi,72.5895905748417,28,155,7852.0
Wilkinson County,Mississippi,71.514761329248,28,157,2584.0
Winston County,Mississippi,74.2219739344353,28,159,9476.0
Yalobusha County,Mississippi,72.405921216925,28,161,7272.0
Yazoo County,Mississippi,73.3297063475955,28,163,10499.0
Adair County,Missouri,77.4996674039276,29,001,23649.0
Andrew County,Missouri,78.7013763592718,29,003,16691.0
Atchison County,Missouri,77.5446206505117,29,005,5263.0
Audrain County,Missouri,76.4700110398644,29,007,23048.0
Barry County,Missouri,75.5988280305562,29,009,33203.0
Barton County,Missouri,77.1039961665184,29,011,11347.0
Bates County,Missouri,76.0051303986315,29,013,15791.0
Benton County,Missouri,75.8883536973897,29,015,18246.0
Bollinger County,Missouri,76.0963414936097,29,017,12007.0
Boone County,Missouri,79.8221151391125,29,019,141402.0
Buchanan County,Missouri,76.1837139182052,29,021,79397.0
Butler County,Missouri,73.3100406361536,29,023,38864.0
Caldwell County,Missouri,76.8499728560545,29,025,8712.0
Callaway County,Missouri,77.4608216547749,29,027,40975.0
Camden County,Missouri,78.9000985028576,29,029,42611.0
Cape Girardeau County,Missouri,77.7298339983024,29,031,68802.0
Carroll County,Missouri,76.4426838243551,29,033,8658.0
Carter County,Missouri,73.6735353474555,29,035,5966.0
Cass County,Missouri,78.2991911220161,29,037,93058.0
Cedar County,Missouri,75.3400560148383,29,039,13476.0
Chariton County,Missouri,78.5102832551627,29,041,7313.0
Christian County,Missouri,79.0786813910703,29,043,78504.0
Clark County,Missouri,76.8790137496992,29,045,6689.0
Clay County,Missouri,79.2852166517469,29,047,201570.0
Clinton County,Missouri,76.2890632558296,29,049,19482.0
Cole County,Missouri,78.7813033678424,29,051,63844.0
Cooper County,Missouri,77.451153246516,29,053,15711.0
Crawford County,Missouri,74.9616054959046,29,055,23953.0
Dade County,Missouri,75.8091194248711,29,057,7265.0
Dallas County,Missouri,76.0173243215063,29,059,15733.0
Daviess County,Missouri,77.2576891209386,29,061,8023.0
DeKalb County,Missouri,78.0142977680658,29,063,10749.0
Dent County,Missouri,75.6656170481871,29,065,15006.0
Douglas County,Missouri,76.3917639513478,29,067,13227.0
Dunklin County,Missouri,71.7482892599005,29,069,26668.0
Franklin County,Missouri,76.7285962389556,29,071,98344.0
Gasconade County,Missouri,76.7014194398382,29,073,14539.0
Gentry County,Missouri,77.3305745412835,29,075,6558.0
Greene County,Missouri,77.2106273469407,29,077,259031.0
Grundy County,Missouri,77.0496261178752,29,079,9874.0
Harrison County,Missouri,77.337419181089,29,081,8404.0
Henry County,Missouri,75.1475693528914,29,083,21025.0
Hickory County,Missouri,76.4873193729265,29,085,8962.0
Holt County,Missouri,78.801017707983,29,087,4386.0
Howard County,Missouri,78.1242366474883,29,089,9327.0
Howell County,Missouri,74.9481299577467,29,091,38572.0
Iron County,Missouri,72.8975245720988,29,093,9794.0
Jackson County,Missouri,76.9404560836654,29,095,455236.0
Jasper County,Missouri,75.8973476807523,29,097,106701.0
Jefferson County,Missouri,76.1333933045653,29,099,214052.0
Johnson County,Missouri,77.934107064315,29,101,48456.0
Knox County,Missouri,76.892382316364,29,103,3857.0
Laclede County,Missouri,75.2201185935018,29,105,33975.0
Lafayette County,Missouri,76.9946833235717,29,107,30905.0
Lawrence County,Missouri,75.637616668498,29,109,36230.0
Lewis County,Missouri,76.6633899321273,29,111,9562.0
Lincoln County,Missouri,76.4392221102157,29,113,51519.0
Linn County,Missouri,75.9090059889778,29,115,11820.0
Livingston County,Missouri,77.1076817066787,29,117,14194.0
McDonald County,Missouri,74.1506085795942,29,119,20197.0
Macon County,Missouri,76.8082103034532,29,121,14569.0
Madison County,Missouri,74.1798669555744,29,123,11844.0
Maries County,Missouri,76.8018967094093,29,125,8805.0
Marion County,Missouri,76.4760309621211,29,127,26255.0
Mercer County,Missouri,78.1201184763289,29,129,3594.0
Miller County,Missouri,76.3610301142528,29,131,24074.0
Mississippi County,Missouri,73.0614222925145,29,133,10359.0
Moniteau County,Missouri,77.8427469694888,29,135,14720.0
Monroe County,Missouri,77.9314372486008,29,137,8200.0
Montgomery County,Missouri,75.4018806179993,29,139,11340.0
Morgan County,Missouri,75.1304778089902,29,141,19426.0
New Madrid County,Missouri,72.639795942441,29,143,14828.0
Newton County,Missouri,75.9737053299932,29,145,53379.0
Nodaway County,Missouri,79.350497632751,29,147,21666.0
Oregon County,Missouri,75.1246219997085,29,149,10455.0
Osage County,Missouri,78.459699014847,29,151,13458.0
Ozark County,Missouri,75.5770517760233,29,153,9106.0
Pemiscot County,Missouri,71.0926160349727,29,155,12332.0
Perry County,Missouri,77.9157637962601,29,157,18682.0
Pettis County,Missouri,76.9851005856482,29,159,38333.0
Phelps County,Missouri,76.3605604296482,29,161,40714.0
Pike County,Missouri,76.5102635775106,29,163,16548.0
Platte County,Missouri,80.4068406101437,29,165,82413.0
Polk County,Missouri,76.2086198920621,29,167,29793.0
Pulaski County,Missouri,76.2567199287667,29,169,39973.0
Putnam County,Missouri,76.7862120780622,29,171,4752.0
Ralls County,Missouri,78.547228664935,29,173,9902.0
Randolph County,Missouri,75.6923798961096,29,175,22676.0
Ray County,Missouri,76.1086006112267,29,177,21920.0
Reynolds County,Missouri,74.3460258429374,29,179,6250.0
Ripley County,Missouri,73.0307306046915,29,181,13458.0
Saint Charles County,Missouri,80.2385629454124,29,183,343464.0
Saint Clair County,Missouri,76.1482798217245,29,185,9055.0
Sainte Genevieve County,Missouri,78.0732448724097,29,186,17245.0
Saint Francois County,Missouri,74.2670325238622,29,187,61766.0
Saint Louis County,Missouri,78.304545180462,29,189,692735.0
Saline County,Missouri,76.9597178212009,29,195,19929.0
Schuyler County,Missouri,77.1266906455237,29,197,4293.0
Scotland County,Missouri,77.0819802975309,29,199,4788.0
Scott County,Missouri,75.0037671002209,29,201,33414.0
Shannon County,Missouri,75.7220915629154,29,203,7896.0
Shelby County,Missouri,77.0932374839413,29,205,5988.0
Stoddard County,Missouri,74.905059998996,29,207,28952.0
Stone County,Missouri,77.8851911888352,29,209,30109.0
Sullivan County,Missouri,76.1729793498236,29,211,5947.0
Taney County,Missouri,77.1720372389984,29,213,49835.0
Texas County,Missouri,76.1836191776279,29,215,23898.0
Vernon County,Missouri,75.5919702593861,29,217,19959.0
Warren County,Missouri,78.1703536028327,29,219,31302.0
Washington County,Missouri,73.3970322681883,29,221,23702.0
Wayne County,Missouri,73.9493713102408,29,223,12944.0
Webster County,Missouri,77.1514639743976,29,225,35389.0
Worth County,Missouri,77.8485881088769,29,227,2013.0
Wright County,Missouri,74.3804142044072,29,229,17779.0
Saint Louis City,Missouri,74.1606229289921,29,510,144226.0
Beaverhead County,Montana,80.3567546460644,30,001,8876.0
Big Horn County,Montana,71.8390375254802,30,003,4188.0
