County,State,mean_life_expectancy,State_FIPS,County_FIPS,asian_population
Autauga County,Alabama,75.7292435880376,01,001,43084
Baldwin County,Alabama,77.9271776584132,01,003,158259
Barbour County,Alabama,75.726345615993,01,005,13448
Bibb County,Alabama,73.8549042153188,01,007,17459
Blount County,Alabama,75.7031620249924,01,009,54507
Bullock County,Alabama,74.5147146410295,01,011,3028
Butler County,Alabama,74.0029270174073,01,013,11380
Calhoun County,Alabama,73.7720318613506,01,015,88405
Chambers County,Alabama,74.4618272098825,01,017,20171
Cherokee County,Alabama,74.9073645339479,01,019,24074
Chilton County,Alabama,74.1680381073103,01,021,37872
Choctaw County,Alabama,75.0330369420346,01,023,7670
Clarke County,Alabama,75.3627746026001,01,025,14015
Clay County,Alabama,74.5556200097281,01,027,11332
Cleburne County,Alabama,74.0892819227667,01,029,14122
Coffee County,Alabama,76.8920779757569,01,031,38651
Colbert County,Alabama,74.7919396971864,01,033,43915
Conecuh County,Alabama,73.9629702481659,01,035,6794
Coosa County,Alabama,75.1116367329605,01,037,7647
Covington County,Alabama,75.0377160434361,01,039,32054
Crenshaw County,Alabama,74.4090115093279,01,041,10142
Cullman County,Alabama,75.0285246631596,01,043,77178
Dale County,Alabama,76.2376078137941,01,045,37588
Dallas County,Alabama,72.3485612905477,01,047,12738
DeKalb County,Alabama,74.9900686798499,01,049,64778
Elmore County,Alabama,75.972036154942,01,051,60119
Escambia County,Alabama,74.0158797821032,01,053,24024
Etowah County,Alabama,73.2531150461842,01,055,85430
Fayette County,Alabama,74.2005416942204,01,057,14921
Franklin County,Alabama,73.4441492092538,01,059,28001
Geneva County,Alabama,75.2391510545445,01,061,23239
Greene County,Alabama,74.6190084135484,01,063,1608
Hale County,Alabama,74.1705015045921,01,065,6292
Henry County,Alabama,75.8618642097371,01,067,11888
Houston County,Alabama,76.6654865118704,01,069,71132
Jackson County,Alabama,73.8971307190983,01,071,49024
Jefferson County,Alabama,74.9923234793925,01,073,351974
Lamar County,Alabama,74.6375257695077,01,075,12655
Lauderdale County,Alabama,76.3717334494033,01,077,80665
Lawrence County,Alabama,74.0874083511881,01,079,26490
Lee County,Alabama,77.5552230695894,01,081,101299
Limestone County,Alabama,77.5349339425497,01,083,68300
Lowndes County,Alabama,72.5169545782714,01,085,2874
Macon County,Alabama,73.472029298343,01,087,3365
Madison County,Alabama,77.7777375113583,01,089,232397
Marengo County,Alabama,74.31817729379,01,091,9688
Marion County,Alabama,74.3185965980805,01,093,28907
Marshall County,Alabama,74.2594225666453,01,095,87176
Mobile County,Alabama,74.9254454523935,01,097,250617
Monroe County,Alabama,75.3055057626381,01,099,12748
Montgomery County,Alabama,76.0363412800295,01,101,93483
Morgan County,Alabama,75.7692598409346,01,103,98477
Perry County,Alabama,72.0683801705565,01,105,3185
Pickens County,Alabama,74.4214021607815,01,107,11249
Pike County,Alabama,75.324182967647,01,109,19268
Randolph County,Alabama,74.4748298659528,01,111,17656
Russell County,Alabama,74.2849040636452,01,113,29342
Saint Clair County,Alabama,75.1409064937624,01,115,74235
Shelby County,Alabama,79.6179282707985,01,117,162400
Sumter County,Alabama,74.3938821811206,01,119,3327
Talladega County,Alabama,73.5547810443691,01,121,53935
Tallapoosa County,Alabama,75.2700066121829,01,123,29403
Tuscaloosa County,Alabama,75.9567690035619,01,125,130821
Walker County,Alabama,71.0086526303479,01,127,61305
Washington County,Alabama,74.7671249776603,01,129,11389
Wilcox County,Alabama,72.1727031543216,01,131,3132
