County,State,mean_life_expectancy,State_FIPS,County_FIPS
Autauga County,Alabama,76.5932651350438,01,001
Baldwin County,Alabama,78.2935223384932,01,003
Barbour County,Alabama,74.8145320945807,01,005
Bibb County,Alabama,73.9200538034534,01,007
Blount County,Alabama,75.0291855488467,01,009
Bullock County,Alabama,73.9493288862537,01,011
Butler County,Alabama,74.1389189035864,01,013
Calhoun County,Alabama,73.5629066906819,01,015
Chambers County,Alabama,74.7026464205289,01,017
Cherokee County,Alabama,74.6131502945787,01,019
Chilton County,Alabama,74.5859698133504,01,021
Choctaw County,Alabama,74.6284355949225,01,023
Clarke County,Alabama,75.0999434901388,01,025
Clay County,Alabama,74.701948975265,01,027
Cleburne County,Alabama,74.7558638422596,01,029
Coffee County,Alabama,76.3997264684506,01,031
Colbert County,Alabama,74.5331789579054,01,033
Conecuh County,Alabama,73.8841768203255,01,035
Coosa County,Alabama,75.7384814528474,01,037
Covington County,Alabama,74.2115895055701,01,039
Crenshaw County,Alabama,74.3548048141269,01,041
Cullman County,Alabama,74.5626540622359,01,043
Dale County,Alabama,75.5818368193645,01,045
Dallas County,Alabama,72.4762524056376,01,047
DeKalb County,Alabama,74.9432497939268,01,049
Elmore County,Alabama,76.2158567842262,01,051
Escambia County,Alabama,73.3131687800953,01,053
Etowah County,Alabama,73.3604926263926,01,055
Fayette County,Alabama,74.0421749009191,01,057
Franklin County,Alabama,74.0661703364282,01,059
Geneva County,Alabama,74.3981355513722,01,061
Greene County,Alabama,74.0544180583619,01,063
Hale County,Alabama,74.195380885004,01,065
Henry County,Alabama,75.6447400375483,01,067
Houston County,Alabama,76.2430325268057,01,069
Jackson County,Alabama,73.6828553298684,01,071
Jefferson County,Alabama,74.8621541773249,01,073
Lamar County,Alabama,74.8683149184064,01,075
Lauderdale County,Alabama,76.2969405417653,01,077
Lawrence County,Alabama,74.0450227399105,01,079
Lee County,Alabama,77.9139576690325,01,081
Limestone County,Alabama,77.6675828538061,01,083
Lowndes County,Alabama,72.074118169288,01,085
Macon County,Alabama,73.257603254685,01,087
Madison County,Alabama,77.7641916190152,01,089
Marengo County,Alabama,73.5254347483341,01,091
Marion County,Alabama,74.6258695781583,01,093
Marshall County,Alabama,74.5877863503167,01,095
Mobile County,Alabama,75.3368060857871,01,097
Monroe County,Alabama,75.1270770002995,01,099
Montgomery County,Alabama,76.4216275471708,01,101
Morgan County,Alabama,75.4863635328123,01,103
Perry County,Alabama,73.1742532055544,01,105
Pickens County,Alabama,74.8142448398232,01,107
Pike County,Alabama,75.2422168626359,01,109
Randolph County,Alabama,74.6401983680838,01,111
Russell County,Alabama,73.8179782797389,01,113
Saint Clair County,Alabama,75.2553895649825,01,115
Shelby County,Alabama,80.4641938071101,01,117
Sumter County,Alabama,74.9804619366111,01,119
Talladega County,Alabama,73.8695996345704,01,121
Tallapoosa County,Alabama,75.1740848507411,01,123
Tuscaloosa County,Alabama,76.6889893454644,01,125
Walker County,Alabama,70.6271114963763,01,127
Washington County,Alabama,74.8365149840162,01,129
Wilcox County,Alabama,71.8708091393013,01,131
Winston County,Alabama,74.940147608181,01,133
Anchorage Municipality,Alaska,79.3865194176634,02,020
Bethel Census Area,Alaska,72.7950243111552,02,050
Bristol Bay Borough,Alaska,76.6332466885107,02,060
Fairbanks North Star Borough,Alaska,80.6262503620013,02,090
Haines Borough,Alaska,83.0150521479304,02,100
Juneau City and Borough,Alaska,81.2261376714925,02,110
Kenai Peninsula Borough,Alaska,78.9204662278644,02,122
Kodiak Island Borough,Alaska,80.7900989550181,02,150
Matanuska-Susitna Borough,Alaska,79.1898406557226,02,170
Nome Census Area,Alaska,70.84535552875,02,180
North Slope Borough,Alaska,75.9546291142911,02,185
Sitka City and Borough,Alaska,80.8518144560272,02,220
Southeast Fairbanks Census Area,Alaska,77.9794410796304,02,240
Valdez-Cordova Census Area,Alaska,79.5744180540543,02,261
Wade Hampton Census Area,Alaska,68.5618044992559,02,270
Northwest Arctic Borough,Alaska,72.7862703824079,02,188
Aleutians East Borough,Alaska,84.863880134356,02,013
Aleutians West Census Area,Alaska,84.863880134356,02,016
Dillingham Census Area,Alaska,74.5502413308315,02,070
Lake and Peninsula Borough,Alaska,74.5502413308315,02,164
Denali Borough,Alaska,74.9741404048799,02,068
Yukon-Koyukuk Census Area,Alaska,74.9741404048799,02,290
Hoonah-Angoon Census Area,Alaska,81.5456543521652,02,105
Skagway Municipality,Alaska,81.5456543521652,02,230
Yakutat City and Borough,Alaska,81.5456543521652,02,282
Ketchikan Gateway Borough,Alaska,79.753892368488,02,130
Petersburg Borough,Alaska,79.753892368488,02,195
Prince of Wales-Hyder Census Area,Alaska,79.753892368488,02,198
Wrangell City and Borough,Alaska,79.753892368488,02,275
Apache County,Arizona,72.3284548272921,04,001
Cochise County,Arizona,77.7795013827217,04,003
Coconino County,Arizona,78.79049043438,04,005
Gila County,Arizona,74.3478336675243,04,007
Graham County,Arizona,77.2067923381599,04,009
Greenlee County,Arizona,78.4893303009505,04,011
Maricopa County,Arizona,79.7635827048315,04,013
Mohave County,Arizona,75.2291349289979,04,015
Navajo County,Arizona,73.6982428819168,04,017
Pima County,Arizona,78.8273378145992,04,019
Pinal County,Arizona,81.4701445906188,04,021
Santa Cruz County,Arizona,82.039463073111,04,023
Yavapai County,Arizona,78.1846564541411,04,025
La Paz County,Arizona,81.4353901669475,04,012
Yuma County,Arizona,81.4353901669475,04,027
Arkansas County,Arkansas,74.0251497586038,05,001
Ashley County,Arkansas,74.2895051923306,05,003
Baxter County,Arkansas,76.2501239643624,05,005
