County,State,mean_life_expectancy,State_FIPS,County_FIPS
Autauga County,Alabama,76.0246312323304,01,001
Baldwin County,Alabama,77.8952429034613,01,003
Barbour County,Alabama,74.6572190352659,01,005
Bibb County,Alabama,73.6342805287431,01,007
Blount County,Alabama,74.8974607079908,01,009
Bullock County,Alabama,73.7079253175275,01,011
Butler County,Alabama,73.7151229204611,01,013
Calhoun County,Alabama,73.3078477077272,01,015
Chambers County,Alabama,74.2425871374709,01,017
Cherokee County,Alabama,74.3480110237785,01,019
Chilton County,Alabama,74.1052560370855,01,021
Choctaw County,Alabama,74.2757388369681,01,023
Clarke County,Alabama,74.6238045774491,01,025
Clay County,Alabama,74.3591398533707,01,027
Cleburne County,Alabama,74.0840978801744,01,029
Coffee County,Alabama,76.2048720238035,01,031
Colbert County,Alabama,74.2982544702841,01,033
Conecuh County,Alabama,73.3561349626999,01,035
Coosa County,Alabama,75.3441712856155,01,037
Covington County,Alabama,74.078109873637,01,039
Crenshaw County,Alabama,73.9820921275375,01,041
Cullman County,Alabama,74.3545019878194,01,043
Dale County,Alabama,75.4733509430588,01,045
Dallas County,Alabama,72.03447738714,01,047
DeKalb County,Alabama,74.524309920443,01,049
Elmore County,Alabama,75.8544515314726,01,051
Escambia County,Alabama,73.1026233420298,01,053
Etowah County,Alabama,73.023382014908,01,055
Fayette County,Alabama,73.6468181376117,01,057
Franklin County,Alabama,73.4916922949218,01,059
Geneva County,Alabama,74.2527953119664,01,061
Greene County,Alabama,73.8570082667757,01,063
Hale County,Alabama,73.6467181824322,01,065
Henry County,Alabama,75.4887946207952,01,067
Houston County,Alabama,76.032673861126,01,069
Jackson County,Alabama,73.3946413725398,01,071
Jefferson County,Alabama,74.5743774281111,01,073
Lamar County,Alabama,74.3774503003945,01,075
Lauderdale County,Alabama,76.0388971623086,01,077
Lawrence County,Alabama,73.6788440834402,01,079
Lee County,Alabama,77.5526205196881,01,081
Limestone County,Alabama,77.3036396921757,01,083
Lowndes County,Alabama,71.8712681595456,01,085
Macon County,Alabama,72.9264822618015,01,087
Madison County,Alabama,77.4457800370199,01,089
Marengo County,Alabama,73.4699638933891,01,091
Marion County,Alabama,74.0260626515723,01,093
Marshall County,Alabama,74.044529414402,01,095
Mobile County,Alabama,74.832531869489,01,097
Monroe County,Alabama,74.6472436418514,01,099
Montgomery County,Alabama,75.8639742828833,01,101
Morgan County,Alabama,75.2271704532966,01,103
Perry County,Alabama,72.388930405107,01,105
Pickens County,Alabama,74.4608285703048,01,107
Pike County,Alabama,74.9526888282757,01,109
Randolph County,Alabama,74.2303989397729,01,111
Russell County,Alabama,73.5167015561246,01,113
Saint Clair County,Alabama,74.7414911385038,01,115
Shelby County,Alabama,79.9439409572104,01,117
Sumter County,Alabama,74.3379744715151,01,119
Talladega County,Alabama,73.3972425657916,01,121
Tallapoosa County,Alabama,74.8751981595403,01,123
Tuscaloosa County,Alabama,76.2628239560412,01,125
Walker County,Alabama,70.3120931463706,01,127
Washington County,Alabama,74.379913964713,01,129
Wilcox County,Alabama,71.4192185766012,01,131
Winston County,Alabama,74.31731572053,01,133
Anchorage Municipality,Alaska,78.8427395859197,02,020
Bethel Census Area,Alaska,72.3773195918739,02,050
Bristol Bay Borough,Alaska,75.8312576360195,02,060
Fairbanks North Star Borough,Alaska,79.8531882449376,02,090
Haines Borough,Alaska,81.6301311834033,02,100
Juneau City and Borough,Alaska,80.4330971073059,02,110
Kenai Peninsula Borough,Alaska,78.3677604150779,02,122
Kodiak Island Borough,Alaska,79.8324510978969,02,150
Matanuska-Susitna Borough,Alaska,78.4961228596649,02,170
Nome Census Area,Alaska,70.4964319256222,02,180
North Slope Borough,Alaska,75.4604638102837,02,185
Sitka City and Borough,Alaska,80.0877625456278,02,220
