County,State,State_FIPS,County_FIPS,unemployment_rate
Phillips County,Arkansas,05,107,10.5
Pike County,Arkansas,05,109,4.5
Poinsett County,Arkansas,05,111,5.9
Polk County,Arkansas,05,113,9.0
Pope County,Arkansas,05,115,6.2
Prairie County,Arkansas,05,117,6.4
Pulaski County,Arkansas,05,119,5.2
Randolph County,Arkansas,05,121,4.2
Saint Francis County,Arkansas,05,123,8.0
Saline County,Arkansas,05,125,3.9
Scott County,Arkansas,05,127,10.3
Searcy County,Arkansas,05,129,3.0
Sebastian County,Arkansas,05,131,4.9
Sevier County,Arkansas,05,133,5.2
Sharp County,Arkansas,05,135,5.0
Stone County,Arkansas,05,137,6.4
Union County,Arkansas,05,139,7.3
Van Buren County,Arkansas,05,141,7.2
Washington County,Arkansas,05,143,4.4
White County,Arkansas,05,145,5.8
Woodruff County,Arkansas,05,147,8.9
Yell County,Arkansas,05,149,5.6
Alameda County,California,06,001,5.1
Alpine County,California,06,003,17.8
Amador County,California,06,005,8.6
Butte County,California,06,007,8.7
Calaveras County,California,06,009,6.1
Colusa County,California,06,011,5.1
Contra Costa County,California,06,013,6.1
Del Norte County,California,06,015,8.3
El Dorado County,California,06,017,6.2
Fresno County,California,06,019,9.4
Glenn County,California,06,021,6.8
Humboldt County,California,06,023,8.0
Imperial County,California,06,025,15.3
Inyo County,California,06,027,5.2
Kern County,California,06,029,10.3
Kings County,California,06,031,8.4
Lake County,California,06,033,9.8
Lassen County,California,06,035,6.1
Los Angeles County,California,06,037,6.8
Madera County,California,06,039,8.3
Marin County,California,06,041,3.8
Mariposa County,California,06,043,8.7
Mendocino County,California,06,045,9.2
Merced County,California,06,047,12.7
Modoc County,California,06,049,8.1
Mono County,California,06,051,3.1
Monterey County,California,06,053,5.4
Napa County,California,06,055,5.0
Nevada County,California,06,057,6.4
Orange County,California,06,059,5.1
Placer County,California,06,061,4.9
Plumas County,California,06,063,6.4
Riverside County,California,06,065,8.6
Sacramento County,California,06,067,7.4
San Benito County,California,06,069,7.4
San Bernardino County,California,06,071,8.8
San Diego County,California,06,073,6.4
San Francisco County,California,06,075,4.7
San Joaquin County,California,06,077,8.7
San Luis Obispo County,California,06,079,4.6
San Mateo County,California,06,081,4.1
Santa Barbara County,California,06,083,6.1
Santa Clara County,California,06,085,4.8
Santa Cruz County,California,06,087,6.3
Shasta County,California,06,089,6.2
Sierra County,California,06,091,4.6
Siskiyou County,California,06,093,7.9
Solano County,California,06,095,7.0
Sonoma County,California,06,097,5.1
Stanislaus County,California,06,099,10.5
Sutter County,California,06,101,9.7
Tehama County,California,06,103,9.3
Trinity County,California,06,105,8.6
Tulare County,California,06,107,9.4
Tuolumne County,California,06,109,6.8
Ventura County,California,06,111,5.9
Yolo County,California,06,113,6.5
Yuba County,California,06,115,8.4
Alamosa County,Colorado,08,003,9.3
Archuleta County,Colorado,08,007,5.8
Baca County,Colorado,08,009,2.5
Bent County,Colorado,08,011,7.2
Chaffee County,Colorado,08,015,2.8
Cheyenne County,Colorado,08,017,7.5
Clear Creek County,Colorado,08,019,1.9
Conejos County,Colorado,08,021,11.5
Costilla County,Colorado,08,023,11.1
Crowley County,Colorado,08,025,16.1
Custer County,Colorado,08,027,6.5
Delta County,Colorado,08,029,8.5
Dolores County,Colorado,08,033,1.0
Douglas County,Colorado,08,035,3.0
Eagle County,Colorado,08,037,2.2
Elbert County,Colorado,08,039,2.7
El Paso County,Colorado,08,041,6.2
Fremont County,Colorado,08,043,6.0
Garfield County,Colorado,08,045,4.3
Gilpin County,Colorado,08,047,2.4
Grand County,Colorado,08,049,5.2
Gunnison County,Colorado,08,051,5.8
Huerfano County,Colorado,08,055,4.1
Jackson County,Colorado,08,057,2.2
Kiowa County,Colorado,08,061,2.9
Kit Carson County,Colorado,08,063,4.9
Lake County,Colorado,08,065,5.5
La Plata County,Colorado,08,067,4.1
Larimer County,Colorado,08,069,5.0
Las Animas County,Colorado,08,071,7.7
Lincoln County,Colorado,08,073,3.0
Logan County,Colorado,08,075,4.1
Mesa County,Colorado,08,077,7.8
Moffat County,Colorado,08,081,4.1
Montezuma County,Colorado,08,083,5.1
Montrose County,Colorado,08,085,7.0
Morgan County,Colorado,08,087,4.4
Otero County,Colorado,08,089,8.4
Ouray County,Colorado,08,091,4.9
Park County,Colorado,08,093,5.4
Phillips County,Colorado,08,095,1.7
Pitkin County,Colorado,08,097,4.3
Prowers County,Colorado,08,099,7.6
Pueblo County,Colorado,08,101,8.4
Rio Blanco County,Colorado,08,103,5.2
Rio Grande County,Colorado,08,105,9.5
Routt County,Colorado,08,107,3.0
Saguache County,Colorado,08,109,6.9
San Miguel County,Colorado,08,113,2.6
Sedgwick County,Colorado,08,115,6.7
Summit County,Colorado,08,117,3.5
Teller County,Colorado,08,119,6.3
Washington County,Colorado,08,121,2.7
Yuma County,Colorado,08,125,2.6
Adams County,Colorado,08,001,4.4
Arapahoe County,Colorado,08,005,4.4
Boulder County,Colorado,08,013,4.8
Broomfield County,Colorado,08,014,3.6
Denver County,Colorado,08,031,4.0
Jefferson County,Colorado,08,059,3.7
Weld County,Colorado,08,123,4.5
Fairfield County,Connecticut,09,001,7.0
Hartford County,Connecticut,09,003,6.5
Litchfield County,Connecticut,09,005,5.2
Middlesex County,Connecticut,09,007,4.7
New Haven County,Connecticut,09,009,7.0
New London County,Connecticut,09,011,6.2
Tolland County,Connecticut,09,013,5.2
Windham County,Connecticut,09,015,6.3
Kent County,Delaware,10,001,5.9
New Castle County,Delaware,10,003,6.3
Sussex County,Delaware,10,005,4.9
Alachua County,Florida,12,001,6.1
Baker County,Florida,12,003,5.5
Bay County,Florida,12,005,6.0
Bradford County,Florida,12,007,5.9
Brevard County,Florida,12,009,6.2
Broward County,Florida,12,011,6.6
Calhoun County,Florida,12,013,6.9
Charlotte County,Florida,12,015,7.3
Citrus County,Florida,12,017,8.6
Clay County,Florida,12,019,7.5
Collier County,Florida,12,021,4.6
Columbia County,Florida,12,023,9.5
Miami-Dade County,Florida,12,086,6.3
DeSoto County,Florida,12,027,5.0
Dixie County,Florida,12,029,5.5
Duval County,Florida,12,031,6.6
Escambia County,Florida,12,033,6.5
Flagler County,Florida,12,035,5.5
Franklin County,Florida,12,037,7.5
Gadsden County,Florida,12,039,7.8
Gilchrist County,Florida,12,041,6.1
Glades County,Florida,12,043,10.8
Gulf County,Florida,12,045,7.4
Hamilton County,Florida,12,047,14.6
Hardee County,Florida,12,049,6.0
Hendry County,Florida,12,051,8.3
Hernando County,Florida,12,053,7.4
Highlands County,Florida,12,055,10.8
Hillsborough County,Florida,12,057,6.1
Holmes County,Florida,12,059,10.7
Indian River County,Florida,12,061,7.1
Jackson County,Florida,12,063,8.8
Jefferson County,Florida,12,065,4.9
Lafayette County,Florida,12,067,13.5
Lake County,Florida,12,069,6.5
Lee County,Florida,12,071,5.9
Leon County,Florida,12,073,7.8
Levy County,Florida,12,075,6.8
Liberty County,Florida,12,077,11.3
Madison County,Florida,12,079,5.7
Manatee County,Florida,12,081,5.9
Marion County,Florida,12,083,8.8
Martin County,Florida,12,085,5.3
Monroe County,Florida,12,087,2.9
Nassau County,Florida,12,089,4.7
Okaloosa County,Florida,12,091,5.6
Okeechobee County,Florida,12,093,7.1
Orange County,Florida,12,095,6.0
Osceola County,Florida,12,097,6.3
Palm Beach County,Florida,12,099,6.5
Pasco County,Florida,12,101,6.5
Pinellas County,Florida,12,103,5.7
Polk County,Florida,12,105,6.9
Putnam County,Florida,12,107,10.5
Saint Johns County,Florida,12,109,4.9
Saint Lucie County,Florida,12,111,6.5
Santa Rosa County,Florida,12,113,5.6
Sarasota County,Florida,12,115,4.7
Seminole County,Florida,12,117,5.6
Sumter County,Florida,12,119,4.7
Suwannee County,Florida,12,121,7.3
Taylor County,Florida,12,123,6.2
Union County,Florida,12,125,8.7
Volusia County,Florida,12,127,5.6
Wakulla County,Florida,12,129,5.2
Walton County,Florida,12,131,5.2
Washington County,Florida,12,133,8.7
Appling County,Georgia,13,001,5.9
Atkinson County,Georgia,13,003,9.2
Bacon County,Georgia,13,005,5.3
Baker County,Georgia,13,007,4.0
Baldwin County,Georgia,13,009,9.4
Banks County,Georgia,13,011,5.3
Barrow County,Georgia,13,013,5.1
Bartow County,Georgia,13,015,5.6
Ben Hill County,Georgia,13,017,4.7
Berrien County,Georgia,13,019,8.6
Bibb County,Georgia,13,021,8.8
Bleckley County,Georgia,13,023,7.4
Brantley County,Georgia,13,025,5.8
Brooks County,Georgia,13,027,10.2
Bryan County,Georgia,13,029,7.3
Bulloch County,Georgia,13,031,8.6
Burke County,Georgia,13,033,5.0
Butts County,Georgia,13,035,5.6
Calhoun County,Georgia,13,037,15.0
Camden County,Georgia,13,039,7.3
Candler County,Georgia,13,043,6.3
Carroll County,Georgia,13,045,7.9
Catoosa County,Georgia,13,047,3.9
Charlton County,Georgia,13,049,12.2
Chatham County,Georgia,13,051,8.0
Chattahoochee County,Georgia,13,053,9.6
Chattooga County,Georgia,13,055,8.2
Cherokee County,Georgia,13,057,4.3
Clarke County,Georgia,13,059,6.4
Clay County,Georgia,13,061,17.3
Clayton County,Georgia,13,063,8.5
Clinch County,Georgia,13,065,6.6
Cobb County,Georgia,13,067,5.0
Coffee County,Georgia,13,069,4.6
Colquitt County,Georgia,13,071,6.8
Columbia County,Georgia,13,073,5.2
Cook County,Georgia,13,075,5.2
Coweta County,Georgia,13,077,4.7
Crawford County,Georgia,13,079,9.6
Crisp County,Georgia,13,081,12.2
Dade County,Georgia,13,083,4.1
Dawson County,Georgia,13,085,4.0
Decatur County,Georgia,13,087,5.4
DeKalb County,Georgia,13,089,7.4
Dodge County,Georgia,13,091,7.2
Dooly County,Georgia,13,093,12.5
Dougherty County,Georgia,13,095,14.2
Douglas County,Georgia,13,097,6.9
Early County,Georgia,13,099,7.6
Echols County,Georgia,13,101,5.1
Effingham County,Georgia,13,103,4.0
Elbert County,Georgia,13,105,6.8
Emanuel County,Georgia,13,107,7.7
Evans County,Georgia,13,109,7.8
Fannin County,Georgia,13,111,6.2
Fayette County,Georgia,13,113,5.0
Floyd County,Georgia,13,115,6.3
Forsyth County,Georgia,13,117,3.5
Franklin County,Georgia,13,119,5.2
Fulton County,Georgia,13,121,6.5
Gilmer County,Georgia,13,123,5.5
Glascock County,Georgia,13,125,3.3
Glynn County,Georgia,13,127,5.4
Gordon County,Georgia,13,129,4.6
Grady County,Georgia,13,131,6.6
Greene County,Georgia,13,133,4.9
Gwinnett County,Georgia,13,135,4.7
Habersham County,Georgia,13,137,4.0
Hall County,Georgia,13,139,3.7
Hancock County,Georgia,13,141,4.0
Haralson County,Georgia,13,143,4.8
Harris County,Georgia,13,145,7.1
Hart County,Georgia,13,147,4.9
Heard County,Georgia,13,149,7.7
Henry County,Georgia,13,151,6.7
Houston County,Georgia,13,153,7.0
Irwin County,Georgia,13,155,9.2
Jackson County,Georgia,13,157,4.8
Jasper County,Georgia,13,159,6.6
Jeff Davis County,Georgia,13,161,5.9
Jefferson County,Georgia,13,163,6.9
Jenkins County,Georgia,13,165,4.0
Johnson County,Georgia,13,167,9.0
Jones County,Georgia,13,169,7.4
Lamar County,Georgia,13,171,11.1
Lanier County,Georgia,13,173,8.7
Laurens County,Georgia,13,175,4.8
Lee County,Georgia,13,177,7.4
Liberty County,Georgia,13,179,11.4
Lincoln County,Georgia,13,181,4.6
Long County,Georgia,13,183,15.1
Lowndes County,Georgia,13,185,7.6
Lumpkin County,Georgia,13,187,4.5
McDuffie County,Georgia,13,189,8.3
McIntosh County,Georgia,13,191,7.9
Macon County,Georgia,13,193,12.0
Madison County,Georgia,13,195,8.5
Marion County,Georgia,13,197,10.3
Meriwether County,Georgia,13,199,5.9
Miller County,Georgia,13,201,5.0
Mitchell County,Georgia,13,205,13.7
Monroe County,Georgia,13,207,7.9
Montgomery County,Georgia,13,209,7.2
Morgan County,Georgia,13,211,5.7
Murray County,Georgia,13,213,7.8
Muscogee County,Georgia,13,215,9.2
Newton County,Georgia,13,217,7.7
Oconee County,Georgia,13,219,3.5
Oglethorpe County,Georgia,13,221,4.7
Paulding County,Georgia,13,223,4.3
Peach County,Georgia,13,225,9.2
Pickens County,Georgia,13,227,6.1
Pierce County,Georgia,13,229,5.8
Pike County,Georgia,13,231,6.4
Polk County,Georgia,13,233,5.9
Pulaski County,Georgia,13,235,4.8
Putnam County,Georgia,13,237,4.6
Quitman County,Georgia,13,239,11.1
Rabun County,Georgia,13,241,4.2
Randolph County,Georgia,13,243,7.8
Richmond County,Georgia,13,245,10.3
Rockdale County,Georgia,13,247,7.6
Schley County,Georgia,13,249,12.7
Screven County,Georgia,13,251,6.2
Seminole County,Georgia,13,253,7.7
Spalding County,Georgia,13,255,6.9
Stephens County,Georgia,13,257,9.1
Stewart County,Georgia,13,259,8.9
Sumter County,Georgia,13,261,9.2
Talbot County,Georgia,13,263,7.9
Taliaferro County,Georgia,13,265,9.4
Tattnall County,Georgia,13,267,3.8
Taylor County,Georgia,13,269,11.7
Telfair County,Georgia,13,271,2.6
Terrell County,Georgia,13,273,8.6
Thomas County,Georgia,13,275,8.1
Tift County,Georgia,13,277,2.9
Toombs County,Georgia,13,279,10.3
Towns County,Georgia,13,281,5.5
Treutlen County,Georgia,13,283,5.7
Troup County,Georgia,13,285,7.9
Turner County,Georgia,13,287,6.1
Twiggs County,Georgia,13,289,6.9
Union County,Georgia,13,291,3.7
Upson County,Georgia,13,293,8.2
Walker County,Georgia,13,295,6.4
Walton County,Georgia,13,297,6.0
Ware County,Georgia,13,299,3.5
Warren County,Georgia,13,301,8.0
Washington County,Georgia,13,303,7.4
Wayne County,Georgia,13,305,7.6
Webster County,Georgia,13,307,2.2
Wheeler County,Georgia,13,309,11.0
White County,Georgia,13,311,4.2
Whitfield County,Georgia,13,313,6.3
Wilcox County,Georgia,13,315,7.0
Wilkes County,Georgia,13,317,4.3
Wilkinson County,Georgia,13,319,7.2
Worth County,Georgia,13,321,6.5
Hawaii County,Hawaii,15,001,5.9
Honolulu County,Hawaii,15,003,4.3
Kauai County,Hawaii,15,007,4.0
Kalawao County,Hawaii,15,005,0.0
Maui County,Hawaii,15,009,4.4
Ada County,Idaho,16,001,3.8
Adams County,Idaho,16,003,11.1
Bannock County,Idaho,16,005,6.2
Bear Lake County,Idaho,16,007,3.1
Benewah County,Idaho,16,009,8.8
Bingham County,Idaho,16,011,4.3
Blaine County,Idaho,16,013,1.9
Boise County,Idaho,16,015,6.4
Bonner County,Idaho,16,017,3.7
Bonneville County,Idaho,16,019,3.8
Boundary County,Idaho,16,021,3.9
Butte County,Idaho,16,023,5.8
Camas County,Idaho,16,025,3.0
Canyon County,Idaho,16,027,6.5
Caribou County,Idaho,16,029,2.1
Cassia County,Idaho,16,031,3.2
Clearwater County,Idaho,16,035,5.5
Custer County,Idaho,16,037,4.7
Elmore County,Idaho,16,039,7.0
Franklin County,Idaho,16,041,1.4
Fremont County,Idaho,16,043,6.4
Gem County,Idaho,16,045,4.5
Gooding County,Idaho,16,047,4.4
Idaho County,Idaho,16,049,4.9
Jefferson County,Idaho,16,051,4.6
Jerome County,Idaho,16,053,4.0
Kootenai County,Idaho,16,055,5.2
Latah County,Idaho,16,057,5.0
Lemhi County,Idaho,16,059,3.5
Lewis County,Idaho,16,061,5.8
Lincoln County,Idaho,16,063,3.1
Madison County,Idaho,16,065,6.6
Minidoka County,Idaho,16,067,3.5
Nez Perce County,Idaho,16,069,4.7
Oneida County,Idaho,16,071,5.1
Owyhee County,Idaho,16,073,4.5
Payette County,Idaho,16,075,5.5
Power County,Idaho,16,077,3.9
Shoshone County,Idaho,16,079,8.6
Teton County,Idaho,16,081,6.0
Twin Falls County,Idaho,16,083,3.4
Valley County,Idaho,16,085,4.3
Washington County,Idaho,16,087,5.4
Adams County,Illinois,17,001,4.7
Alexander County,Illinois,17,003,7.0
Bond County,Illinois,17,005,3.9
Boone County,Illinois,17,007,6.8
Brown County,Illinois,17,009,4.3
Bureau County,Illinois,17,011,5.3
Calhoun County,Illinois,17,013,5.1
Carroll County,Illinois,17,015,6.6
Cass County,Illinois,17,017,6.3
Champaign County,Illinois,17,019,4.8
Christian County,Illinois,17,021,3.4
Clark County,Illinois,17,023,6.3
Clay County,Illinois,17,025,5.5
Clinton County,Illinois,17,027,3.4
Coles County,Illinois,17,029,5.7
Cook County,Illinois,17,031,7.8
Crawford County,Illinois,17,033,5.4
Cumberland County,Illinois,17,035,3.4
DeKalb County,Illinois,17,037,7.4
De Witt County,Illinois,17,039,5.5
Douglas County,Illinois,17,041,4.3
DuPage County,Illinois,17,043,4.5
Edgar County,Illinois,17,045,6.0
Edwards County,Illinois,17,047,6.1
Effingham County,Illinois,17,049,3.9
Fayette County,Illinois,17,051,7.0
Ford County,Illinois,17,053,5.3
Franklin County,Illinois,17,055,8.5
Fulton County,Illinois,17,057,6.7
Gallatin County,Illinois,17,059,4.5
Greene County,Illinois,17,061,4.0
Grundy County,Illinois,17,063,5.1
Hamilton County,Illinois,17,065,3.2
Hancock County,Illinois,17,067,6.2
Hardin County,Illinois,17,069,15.9
Henderson County,Illinois,17,071,5.6
Henry County,Illinois,17,073,5.1
Iroquois County,Illinois,17,075,5.6
Jackson County,Illinois,17,077,9.4
Jasper County,Illinois,17,079,4.1
Jefferson County,Illinois,17,081,7.4
Jersey County,Illinois,17,083,4.1
Jo Daviess County,Illinois,17,085,4.5
Johnson County,Illinois,17,087,5.7
Kane County,Illinois,17,089,5.5
Kankakee County,Illinois,17,091,6.0
Kendall County,Illinois,17,093,4.9
Knox County,Illinois,17,095,5.7
Lake County,Illinois,17,097,5.6
LaSalle County,Illinois,17,099,6.8
Lawrence County,Illinois,17,101,6.3
Lee County,Illinois,17,103,4.4
Livingston County,Illinois,17,105,5.4
Logan County,Illinois,17,107,5.6
McDonough County,Illinois,17,109,7.6
McHenry County,Illinois,17,111,4.4
McLean County,Illinois,17,113,3.5
Macon County,Illinois,17,115,8.2
Macoupin County,Illinois,17,117,7.1
Madison County,Illinois,17,119,6.8
Marion County,Illinois,17,121,9.5
Marshall County,Illinois,17,123,6.1
Mason County,Illinois,17,125,7.9
Massac County,Illinois,17,127,5.6
Menard County,Illinois,17,129,4.9
Mercer County,Illinois,17,131,5.5
Monroe County,Illinois,17,133,3.1
Montgomery County,Illinois,17,135,4.9
Morgan County,Illinois,17,137,5.9
Moultrie County,Illinois,17,139,3.2
Ogle County,Illinois,17,141,5.9
Peoria County,Illinois,17,143,7.9
Perry County,Illinois,17,145,6.8
Piatt County,Illinois,17,147,4.2
Pike County,Illinois,17,149,5.4
Pope County,Illinois,17,151,15.6
Pulaski County,Illinois,17,153,9.3
Putnam County,Illinois,17,155,3.6
Randolph County,Illinois,17,157,5.1
Richland County,Illinois,17,159,5.8
Rock Island County,Illinois,17,161,6.5
Saint Clair County,Illinois,17,163,7.1
Saline County,Illinois,17,165,9.8
Sangamon County,Illinois,17,167,6.3
Schuyler County,Illinois,17,169,5.5
Scott County,Illinois,17,171,6.7
Shelby County,Illinois,17,173,4.6
Stark County,Illinois,17,175,3.5
Stephenson County,Illinois,17,177,7.1
Tazewell County,Illinois,17,179,4.3
Union County,Illinois,17,181,6.6
Vermilion County,Illinois,17,183,7.5
Wabash County,Illinois,17,185,5.9
Warren County,Illinois,17,187,6.7
Washington County,Illinois,17,189,4.2
Wayne County,Illinois,17,191,3.5
White County,Illinois,17,193,7.9
Whiteside County,Illinois,17,195,5.3
Will County,Illinois,17,197,5.2
Williamson County,Illinois,17,199,5.9
Winnebago County,Illinois,17,201,9.1
Woodford County,Illinois,17,203,4.1
Adams County,Indiana,18,001,3.6
Allen County,Indiana,18,003,5.6
Bartholomew County,Indiana,18,005,4.8
Benton County,Indiana,18,007,4.2
Blackford County,Indiana,18,009,6.4
Boone County,Indiana,18,011,2.5
Brown County,Indiana,18,013,4.7
Carroll County,Indiana,18,015,4.2
Cass County,Indiana,18,017,6.0
Clark County,Indiana,18,019,5.2
Clay County,Indiana,18,021,5.3
Clinton County,Indiana,18,023,4.8
Crawford County,Indiana,18,025,3.9
Daviess County,Indiana,18,027,4.1
Dearborn County,Indiana,18,029,4.9
Decatur County,Indiana,18,031,4.4
DeKalb County,Indiana,18,033,4.6
Delaware County,Indiana,18,035,6.7
Dubois County,Indiana,18,037,1.6
Elkhart County,Indiana,18,039,4.7
Fayette County,Indiana,18,041,5.0
Floyd County,Indiana,18,043,4.5
Fountain County,Indiana,18,045,5.8
Franklin County,Indiana,18,047,3.9
Fulton County,Indiana,18,049,4.6
Gibson County,Indiana,18,051,3.2
Grant County,Indiana,18,053,7.3
Greene County,Indiana,18,055,5.6
Hamilton County,Indiana,18,057,2.9
Hancock County,Indiana,18,059,2.8
Harrison County,Indiana,18,061,6.2
Hendricks County,Indiana,18,063,3.9
Henry County,Indiana,18,065,6.1
Howard County,Indiana,18,067,5.9
Huntington County,Indiana,18,069,3.4
Jackson County,Indiana,18,071,4.6
Jasper County,Indiana,18,073,4.3
Jay County,Indiana,18,075,5.4
Jefferson County,Indiana,18,077,6.0
