County,State,mean_life_expectancy,State_FIPS,County_FIPS,health_insurance_rate
Autauga County,Alabama,76.5932651350438,01,001,92.9
Baldwin County,Alabama,78.2935223384932,01,003,91.1
Barbour County,Alabama,74.8145320945807,01,005,88.7
Bibb County,Alabama,73.9200538034534,01,007,89.3
Blount County,Alabama,75.0291855488467,01,009,89.2
Bullock County,Alabama,73.9493288862537,01,011,88.6
Butler County,Alabama,74.1389189035864,01,013,91.3
Calhoun County,Alabama,73.5629066906819,01,015,90.5
Chambers County,Alabama,74.7026464205289,01,017,89.7
Cherokee County,Alabama,74.6131502945787,01,019,91.4
Chilton County,Alabama,74.5859698133504,01,021,87.0
Choctaw County,Alabama,74.6284355949225,01,023,89.7
Clarke County,Alabama,75.0999434901388,01,025,90.3
Clay County,Alabama,74.701948975265,01,027,89.7
Cleburne County,Alabama,74.7558638422596,01,029,87.7
Coffee County,Alabama,76.3997264684506,01,031,90.2
Colbert County,Alabama,74.5331789579054,01,033,92.8
Conecuh County,Alabama,73.8841768203255,01,035,87.3
Coosa County,Alabama,75.7384814528474,01,037,92.0
Covington County,Alabama,74.2115895055701,01,039,88.9
Crenshaw County,Alabama,74.3548048141269,01,041,91.3
Cullman County,Alabama,74.5626540622359,01,043,88.9
Dale County,Alabama,75.5818368193645,01,045,88.4
Dallas County,Alabama,72.4762524056376,01,047,88.9
DeKalb County,Alabama,74.9432497939268,01,049,86.3
Elmore County,Alabama,76.2158567842262,01,051,92.6
Escambia County,Alabama,73.3131687800953,01,053,85.8
Etowah County,Alabama,73.3604926263926,01,055,89.4
Fayette County,Alabama,74.0421749009191,01,057,92.4
Franklin County,Alabama,74.0661703364282,01,059,88.3
Geneva County,Alabama,74.3981355513722,01,061,87.4
Greene County,Alabama,74.0544180583619,01,063,87.2
Hale County,Alabama,74.195380885004,01,065,90.5
Henry County,Alabama,75.6447400375483,01,067,90.2
Houston County,Alabama,76.2430325268057,01,069,89.5
Jackson County,Alabama,73.6828553298684,01,071,90.5
Jefferson County,Alabama,74.8621541773249,01,073,90.8
Lamar County,Alabama,74.8683149184064,01,075,89.4
Lauderdale County,Alabama,76.2969405417653,01,077,91.0
Lawrence County,Alabama,74.0450227399105,01,079,90.9
Lee County,Alabama,77.9139576690325,01,081,92.2
Limestone County,Alabama,77.6675828538061,01,083,90.4
Lowndes County,Alabama,72.074118169288,01,085,91.2
Macon County,Alabama,73.257603254685,01,087,92.5
Madison County,Alabama,77.7641916190152,01,089,91.7
Marengo County,Alabama,73.5254347483341,01,091,91.2
Marion County,Alabama,74.6258695781583,01,093,91.3
Marshall County,Alabama,74.5877863503167,01,095,87.7
Mobile County,Alabama,75.3368060857871,01,097,88.8
Monroe County,Alabama,75.1270770002995,01,099,88.6
Montgomery County,Alabama,76.4216275471708,01,101,90.0
Morgan County,Alabama,75.4863635328123,01,103,90.4
Perry County,Alabama,73.1742532055544,01,105,90.7
Pickens County,Alabama,74.8142448398232,01,107,90.9
Pike County,Alabama,75.2422168626359,01,109,90.3
Randolph County,Alabama,74.6401983680838,01,111,90.9
Russell County,Alabama,73.8179782797389,01,113,88.5
Saint Clair County,Alabama,75.2553895649825,01,115,91.5
Shelby County,Alabama,80.4641938071101,01,117,93.8
Sumter County,Alabama,74.9804619366111,01,119,87.5
Talladega County,Alabama,73.8695996345704,01,121,90.7
Tallapoosa County,Alabama,75.1740848507411,01,123,91.8
Tuscaloosa County,Alabama,76.6889893454644,01,125,92.8
Walker County,Alabama,70.6271114963763,01,127,88.2
Washington County,Alabama,74.8365149840162,01,129,90.6
Wilcox County,Alabama,71.8708091393013,01,131,89.1
Winston County,Alabama,74.940147608181,01,133,87.7
Anchorage Municipality,Alaska,79.3865194176634,02,020,88.8
Bethel Census Area,Alaska,72.7950243111552,02,050,79.7
Bristol Bay Borough,Alaska,76.6332466885107,02,060,79.5
Fairbanks North Star Borough,Alaska,80.6262503620013,02,090,90.2
Haines Borough,Alaska,83.0150521479304,02,100,86.6
Juneau City and Borough,Alaska,81.2261376714925,02,110,89.5
Kenai Peninsula Borough,Alaska,78.9204662278644,02,122,84.0
Kodiak Island Borough,Alaska,80.7900989550181,02,150,82.8
Matanuska-Susitna Borough,Alaska,79.1898406557226,02,170,85.2
Nome Census Area,Alaska,70.84535552875,02,180,79.3
North Slope Borough,Alaska,75.9546291142911,02,185,81.4
Sitka City and Borough,Alaska,80.8518144560272,02,220,83.7
Southeast Fairbanks Census Area,Alaska,77.9794410796304,02,240,82.9
Valdez-Cordova Census Area,Alaska,79.5744180540543,02,261,80.8
Wade Hampton Census Area,Alaska,68.5618044992559,02,270,
Northwest Arctic Borough,Alaska,72.7862703824079,02,188,74.3
Aleutians East Borough,Alaska,84.863880134356,02,013,53.7
Aleutians West Census Area,Alaska,84.863880134356,02,016,82.5
Dillingham Census Area,Alaska,74.5502413308315,02,070,79.1
Lake and Peninsula Borough,Alaska,74.5502413308315,02,164,66.6
Denali Borough,Alaska,74.9741404048799,02,068,81.5
Yukon-Koyukuk Census Area,Alaska,74.9741404048799,02,290,72.9
Hoonah-Angoon Census Area,Alaska,81.5456543521652,02,105,75.3
Skagway Municipality,Alaska,81.5456543521652,02,230,81.8
Yakutat City and Borough,Alaska,81.5456543521652,02,282,76.3
Ketchikan Gateway Borough,Alaska,79.753892368488,02,130,88.6
Petersburg Borough,Alaska,79.753892368488,02,195,90.4
Prince of Wales-Hyder Census Area,Alaska,79.753892368488,02,198,75.3
Wrangell City and Borough,Alaska,79.753892368488,02,275,81.2
Apache County,Arizona,72.3284548272921,04,001,74.9
Cochise County,Arizona,77.7795013827217,04,003,92.2
Coconino County,Arizona,78.79049043438,04,005,88.8
Gila County,Arizona,74.3478336675243,04,007,90.0
Graham County,Arizona,77.2067923381599,04,009,93.1
Greenlee County,Arizona,78.4893303009505,04,011,95.4
Maricopa County,Arizona,79.7635827048315,04,013,89.4
Mohave County,Arizona,75.2291349289979,04,015,91.1
Navajo County,Arizona,73.6982428819168,04,017,86.8
Pima County,Arizona,78.8273378145992,04,019,90.8
Pinal County,Arizona,81.4701445906188,04,021,91.2
Santa Cruz County,Arizona,82.039463073111,04,023,89.8
Yavapai County,Arizona,78.1846564541411,04,025,90.2
La Paz County,Arizona,81.4353901669475,04,012,85.3
Yuma County,Arizona,81.4353901669475,04,027,87.3
Arkansas County,Arkansas,74.0251497586038,05,001,93.2
Ashley County,Arkansas,74.2895051923306,05,003,92.2
Baxter County,Arkansas,76.2501239643624,05,005,94.8
Benton County,Arkansas,79.69562751172,05,007,91.1
Boone County,Arkansas,76.4606951241037,05,009,93.1
Bradley County,Arkansas,74.0787319215763,05,011,89.0
Calhoun County,Arkansas,75.0215094185301,05,013,90.7
Carroll County,Arkansas,77.2842160355692,05,015,88.9
Chicot County,Arkansas,73.6861573372926,05,017,90.7
Clark County,Arkansas,76.0630306037432,05,019,91.5
Clay County,Arkansas,73.1902475268155,05,021,93.5
Cleburne County,Arkansas,75.9718803756163,05,023,91.8
Cleveland County,Arkansas,75.1716757513491,05,025,94.5
Columbia County,Arkansas,74.5558798297109,05,027,92.9
Conway County,Arkansas,74.9230500819947,05,029,93.2
Craighead County,Arkansas,76.4586434664692,05,031,91.2
Crawford County,Arkansas,76.0994700780118,05,033,91.9
Crittenden County,Arkansas,73.0267848799303,05,035,91.6
Cross County,Arkansas,73.4524804330144,05,037,92.3
Dallas County,Arkansas,73.9958868828713,05,039,93.5
Desha County,Arkansas,72.7220178284176,05,041,93.7
Drew County,Arkansas,75.3221847381784,05,043,94.5
Faulkner County,Arkansas,76.6906424011415,05,045,91.2
Franklin County,Arkansas,74.8382795580183,05,047,94.5
Fulton County,Arkansas,75.0356374627702,05,049,87.9
Garland County,Arkansas,74.8562256903252,05,051,89.5
Grant County,Arkansas,75.6041085997915,05,053,95.2
Greene County,Arkansas,74.3358069408924,05,055,92.3
Hempstead County,Arkansas,75.5311036861403,05,057,90.9
Hot Spring County,Arkansas,74.4833685843654,05,059,92.9
Howard County,Arkansas,74.3708884718481,05,061,91.4
Independence County,Arkansas,76.1679910478133,05,063,91.3
Izard County,Arkansas,75.6157370549392,05,065,93.8
Jackson County,Arkansas,73.4717805117145,05,067,92.3
Jefferson County,Arkansas,73.4261899123358,05,069,93.2
Johnson County,Arkansas,75.9836214076058,05,071,88.9
Lafayette County,Arkansas,74.9707697442814,05,073,91.8
Lawrence County,Arkansas,74.1619647316862,05,075,93.4
Lee County,Arkansas,73.6550632062585,05,077,92.8
Lincoln County,Arkansas,75.1174601445946,05,079,92.6
Little River County,Arkansas,74.2296480855239,05,081,93.8
Logan County,Arkansas,74.5390519713844,05,083,93.4
Lonoke County,Arkansas,75.1530127524346,05,085,92.4
Madison County,Arkansas,75.8570084978955,05,087,89.7
Marion County,Arkansas,75.6545986398168,05,089,94.3
Miller County,Arkansas,75.0245849048596,05,091,90.6
Mississippi County,Arkansas,71.6047392412473,05,093,92.6
Monroe County,Arkansas,72.5085008717615,05,095,91.1
Montgomery County,Arkansas,75.8260867646292,05,097,89.8
Nevada County,Arkansas,74.3619052994291,05,099,90.6
Newton County,Arkansas,77.4202686543232,05,101,95.0
Ouachita County,Arkansas,73.4591112390394,05,103,92.9
Perry County,Arkansas,75.1914833175535,05,105,94.9
Phillips County,Arkansas,71.3872806812049,05,107,91.6
Pike County,Arkansas,75.2543244823106,05,109,90.9
Poinsett County,Arkansas,71.448323467462,05,111,88.7
Polk County,Arkansas,75.318879330763,05,113,89.5
