County,State,State_FIPS,County_FIPS,disability_rate
Autauga County,Alabama,01,001,
Baldwin County,Alabama,01,003,14.5
Barbour County,Alabama,01,005,
Bibb County,Alabama,01,007,
Blount County,Alabama,01,009,
Bullock County,Alabama,01,011,
Butler County,Alabama,01,013,
Calhoun County,Alabama,01,015,18.1
Chambers County,Alabama,01,017,
Cherokee County,Alabama,01,019,
Chilton County,Alabama,01,021,
Choctaw County,Alabama,01,023,
Clarke County,Alabama,01,025,
Clay County,Alabama,01,027,
Cleburne County,Alabama,01,029,
Coffee County,Alabama,01,031,
Colbert County,Alabama,01,033,
Conecuh County,Alabama,01,035,
Coosa County,Alabama,01,037,
Covington County,Alabama,01,039,
Crenshaw County,Alabama,01,041,
Cullman County,Alabama,01,043,19.5
Dale County,Alabama,01,045,
Dallas County,Alabama,01,047,
DeKalb County,Alabama,01,049,16.8
Elmore County,Alabama,01,051,13.5
Escambia County,Alabama,01,053,
Etowah County,Alabama,01,055,19.0
Fayette County,Alabama,01,057,
Franklin County,Alabama,01,059,
Geneva County,Alabama,01,061,
Greene County,Alabama,01,063,
Hale County,Alabama,01,065,
Henry County,Alabama,01,067,
Houston County,Alabama,01,069,16.2
Jackson County,Alabama,01,071,
Jefferson County,Alabama,01,073,14.8
Lamar County,Alabama,01,075,
Lauderdale County,Alabama,01,077,14.8
Lawrence County,Alabama,01,079,
Lee County,Alabama,01,081,11.8
Limestone County,Alabama,01,083,13.5
Lowndes County,Alabama,01,085,
Macon County,Alabama,01,087,
Madison County,Alabama,01,089,12.5
Marengo County,Alabama,01,091,
Marion County,Alabama,01,093,
Marshall County,Alabama,01,095,15.7
Mobile County,Alabama,01,097,15.6
Monroe County,Alabama,01,099,
Montgomery County,Alabama,01,101,15.1
Morgan County,Alabama,01,103,15.0
Perry County,Alabama,01,105,
Pickens County,Alabama,01,107,
Pike County,Alabama,01,109,
Randolph County,Alabama,01,111,
Russell County,Alabama,01,113,
Saint Clair County,Alabama,01,115,16.3
Shelby County,Alabama,01,117,11.7
Sumter County,Alabama,01,119,
Talladega County,Alabama,01,121,20.5
Tallapoosa County,Alabama,01,123,
Tuscaloosa County,Alabama,01,125,11.6
Walker County,Alabama,01,127,25.1
Washington County,Alabama,01,129,
Wilcox County,Alabama,01,131,
Winston County,Alabama,01,133,
Anchorage Municipality,Alaska,02,020,10.6
Bethel Census Area,Alaska,02,050,
Bristol Bay Borough,Alaska,02,060,
Fairbanks North Star Borough,Alaska,02,090,8.9
Haines Borough,Alaska,02,100,
Juneau City and Borough,Alaska,02,110,
Kenai Peninsula Borough,Alaska,02,122,
Kodiak Island Borough,Alaska,02,150,
Matanuska-Susitna Borough,Alaska,02,170,11.7
Nome Census Area,Alaska,02,180,
North Slope Borough,Alaska,02,185,
Sitka City and Borough,Alaska,02,220,
Southeast Fairbanks Census Area,Alaska,02,240,
Valdez-Cordova Census Area,Alaska,02,261,
Wade Hampton Census Area,Alaska,02,270,
Northwest Arctic Borough,Alaska,02,188,
Aleutians East Borough,Alaska,02,013,
Aleutians West Census Area,Alaska,02,016,
Dillingham Census Area,Alaska,02,070,
Lake and Peninsula Borough,Alaska,02,164,
Denali Borough,Alaska,02,068,
Yukon-Koyukuk Census Area,Alaska,02,290,
Hoonah-Angoon Census Area,Alaska,02,105,
Skagway Municipality,Alaska,02,230,
Yakutat City and Borough,Alaska,02,282,
Ketchikan Gateway Borough,Alaska,02,130,
Petersburg Borough,Alaska,02,195,
Prince of Wales-Hyder Census Area,Alaska,02,198,
Wrangell City and Borough,Alaska,02,275,
Apache County,Arizona,04,001,13.9
Cochise County,Arizona,04,003,17.9
Coconino County,Arizona,04,005,11.3
Gila County,Arizona,04,007,
Graham County,Arizona,04,009,
Greenlee County,Arizona,04,011,
Maricopa County,Arizona,04,013,9.6
Mohave County,Arizona,04,015,17.1
Navajo County,Arizona,04,017,17.0
Pima County,Arizona,04,019,12.5
Pinal County,Arizona,04,021,11.5
Santa Cruz County,Arizona,04,023,
Yavapai County,Arizona,04,025,18.6
La Paz County,Arizona,04,012,
Yuma County,Arizona,04,027,11.5
Arkansas County,Arkansas,05,001,
Ashley County,Arkansas,05,003,
Baxter County,Arkansas,05,005,
Benton County,Arkansas,05,007,10.2
Boone County,Arkansas,05,009,
Bradley County,Arkansas,05,011,
Calhoun County,Arkansas,05,013,
Carroll County,Arkansas,05,015,
Chicot County,Arkansas,05,017,
Clark County,Arkansas,05,019,
Clay County,Arkansas,05,021,
Cleburne County,Arkansas,05,023,
Cleveland County,Arkansas,05,025,
Columbia County,Arkansas,05,027,
Conway County,Arkansas,05,029,
Craighead County,Arkansas,05,031,13.0
Crawford County,Arkansas,05,033,
Crittenden County,Arkansas,05,035,
Cross County,Arkansas,05,037,
Dallas County,Arkansas,05,039,
Desha County,Arkansas,05,041,
Drew County,Arkansas,05,043,
Faulkner County,Arkansas,05,045,13.3
Franklin County,Arkansas,05,047,
Fulton County,Arkansas,05,049,
Garland County,Arkansas,05,051,19.5
Grant County,Arkansas,05,053,
Greene County,Arkansas,05,055,
Hempstead County,Arkansas,05,057,
Hot Spring County,Arkansas,05,059,
Howard County,Arkansas,05,061,
Independence County,Arkansas,05,063,
Izard County,Arkansas,05,065,
Jackson County,Arkansas,05,067,
Jefferson County,Arkansas,05,069,17.2
Johnson County,Arkansas,05,071,
Lafayette County,Arkansas,05,073,
Lawrence County,Arkansas,05,075,
Lee County,Arkansas,05,077,
Lincoln County,Arkansas,05,079,
Little River County,Arkansas,05,081,
Logan County,Arkansas,05,083,
Lonoke County,Arkansas,05,085,14.4
Madison County,Arkansas,05,087,
Marion County,Arkansas,05,089,
Miller County,Arkansas,05,091,
Mississippi County,Arkansas,05,093,
Monroe County,Arkansas,05,095,
Montgomery County,Arkansas,05,097,
Nevada County,Arkansas,05,099,
Newton County,Arkansas,05,101,
Ouachita County,Arkansas,05,103,
Perry County,Arkansas,05,105,
Phillips County,Arkansas,05,107,
Pike County,Arkansas,05,109,
Poinsett County,Arkansas,05,111,
Polk County,Arkansas,05,113,
Pope County,Arkansas,05,115,
Prairie County,Arkansas,05,117,
Pulaski County,Arkansas,05,119,12.1
Randolph County,Arkansas,05,121,
Saint Francis County,Arkansas,05,123,
Saline County,Arkansas,05,125,19.2
Scott County,Arkansas,05,127,
Searcy County,Arkansas,05,129,
Sebastian County,Arkansas,05,131,17.3
Sevier County,Arkansas,05,133,
Sharp County,Arkansas,05,135,
Stone County,Arkansas,05,137,
Union County,Arkansas,05,139,
Van Buren County,Arkansas,05,141,
Washington County,Arkansas,05,143,11.1
White County,Arkansas,05,145,16.5
Woodruff County,Arkansas,05,147,
Yell County,Arkansas,05,149,
Alameda County,California,06,001,8.7
Alpine County,California,06,003,
Amador County,California,06,005,
Butte County,California,06,007,16.1
Calaveras County,California,06,009,
Colusa County,California,06,011,
Contra Costa County,California,06,013,9.4
Del Norte County,California,06,015,
El Dorado County,California,06,017,13.1
Fresno County,California,06,019,10.8
Glenn County,California,06,021,
Humboldt County,California,06,023,15.4
Imperial County,California,06,025,12.2
Inyo County,California,06,027,
Kern County,California,06,029,12.1
Kings County,California,06,031,8.4
Lake County,California,06,033,18.2
Lassen County,California,06,035,
Los Angeles County,California,06,037,9.3
Madera County,California,06,039,11.5
Marin County,California,06,041,8.9
Mariposa County,California,06,043,
Mendocino County,California,06,045,14.4
Merced County,California,06,047,14.6
Modoc County,California,06,049,
Mono County,California,06,051,
Monterey County,California,06,053,7.2
Napa County,California,06,055,11.5
Nevada County,California,06,057,12.6
Orange County,California,06,059,7.3
Placer County,California,06,061,11.0
Plumas County,California,06,063,
Riverside County,California,06,065,10.1
Sacramento County,California,06,067,13.4
San Benito County,California,06,069,
San Bernardino County,California,06,071,10.6
San Diego County,California,06,073,9.1
San Francisco County,California,06,075,10.6
San Joaquin County,California,06,077,11.5
San Luis Obispo County,California,06,079,11.3
San Mateo County,California,06,081,7.7
Santa Barbara County,California,06,083,11.0
Santa Clara County,California,06,085,7.9
Santa Cruz County,California,06,087,9.3
Shasta County,California,06,089,19.0
Sierra County,California,06,091,
Siskiyou County,California,06,093,
Solano County,California,06,095,9.9
Sonoma County,California,06,097,10.8
Stanislaus County,California,06,099,12.3
Sutter County,California,06,101,14.6
Tehama County,California,06,103,
Trinity County,California,06,105,
Tulare County,California,06,107,9.9
Tuolumne County,California,06,109,
Ventura County,California,06,111,9.5
Yolo County,California,06,113,9.6
Yuba County,California,06,115,14.8
Alamosa County,Colorado,08,003,
Archuleta County,Colorado,08,007,
Baca County,Colorado,08,009,
Bent County,Colorado,08,011,
Chaffee County,Colorado,08,015,
Cheyenne County,Colorado,08,017,
Clear Creek County,Colorado,08,019,
Conejos County,Colorado,08,021,
Costilla County,Colorado,08,023,
Crowley County,Colorado,08,025,
Custer County,Colorado,08,027,
Delta County,Colorado,08,029,
Dolores County,Colorado,08,033,
Douglas County,Colorado,08,035,6.3
Eagle County,Colorado,08,037,
