County,State,mean_life_expectancy,State_FIPS,County_FIPS,health_insurance_rate
Autauga County,Alabama,76.0923839492951,01,001,10.7
Baldwin County,Alabama,77.9590260303945,01,003,14.7
Barbour County,Alabama,75.723760010315,01,005,15.5
Bibb County,Alabama,74.0704786684836,01,007,12.9
Blount County,Alabama,75.57623817677,01,009,12.1
Bullock County,Alabama,73.9667452558383,01,011,17.6
Butler County,Alabama,74.1879513563979,01,013,12.8
Calhoun County,Alabama,73.7500629106712,01,015,13.2
Chambers County,Alabama,74.4744393001101,01,017,15.1
Cherokee County,Alabama,74.8083588255097,01,019,12.8
Chilton County,Alabama,74.361687582335,01,021,15.7
Choctaw County,Alabama,74.767407753043,01,023,13.5
Clarke County,Alabama,75.234900184891,01,025,15.9
Clay County,Alabama,74.7573360142862,01,027,13.3
Cleburne County,Alabama,74.1228766542021,01,029,13.8
Coffee County,Alabama,76.7812212244236,01,031,13.0
Colbert County,Alabama,74.7421988900332,01,033,11.8
Conecuh County,Alabama,73.8726045151823,01,035,21.5
Coosa County,Alabama,75.2580877653134,01,037,15.6
Covington County,Alabama,74.8659701913572,01,039,13.9
Crenshaw County,Alabama,74.4189555245288,01,041,12.6
Cullman County,Alabama,74.9300732935393,01,043,15.5
Dale County,Alabama,75.9998085962609,01,045,13.0
Dallas County,Alabama,72.1686309532854,01,047,14.6
DeKalb County,Alabama,74.7318781453857,01,049,17.3
Elmore County,Alabama,75.9399909370708,01,051,10.7
Escambia County,Alabama,73.7808302047218,01,053,20.4
Etowah County,Alabama,73.3708247850727,01,055,14.5
Fayette County,Alabama,74.0659626546655,01,057,12.0
Franklin County,Alabama,73.5137577154115,01,059,17.8
Geneva County,Alabama,75.0218977493571,01,061,15.5
Greene County,Alabama,74.4811078615176,01,063,15.1
Hale County,Alabama,74.1560323615994,01,065,12.5
Henry County,Alabama,75.7543594558265,01,067,12.7
Houston County,Alabama,76.559115914522,01,069,13.7
Jackson County,Alabama,73.5264035395202,01,071,16.1
Jefferson County,Alabama,74.9798554080244,01,073,12.5
Lamar County,Alabama,74.7116839103121,01,075,12.5
Lauderdale County,Alabama,76.1300402688184,01,077,12.0
Lawrence County,Alabama,73.989537746666,01,079,12.8
Lee County,Alabama,77.5595991086487,01,081,11.3
Limestone County,Alabama,77.4754459389285,01,083,13.0
Lowndes County,Alabama,72.2634055675833,01,085,15.7
Macon County,Alabama,73.4904632643591,01,087,13.8
Madison County,Alabama,77.8536736827048,01,089,12.2
Marengo County,Alabama,74.0363714016051,01,091,12.1
Marion County,Alabama,74.4921559001086,01,093,12.0
Marshall County,Alabama,74.1039393352051,01,095,17.7
Mobile County,Alabama,75.1117597992232,01,097,15.3
Monroe County,Alabama,75.0245488974323,01,099,16.9
Montgomery County,Alabama,76.1126905968678,01,101,13.4
Morgan County,Alabama,75.7548165522007,01,103,15.8
Perry County,Alabama,72.5637425616024,01,105,16.4
Pickens County,Alabama,74.4392811093029,01,107,13.6
Pike County,Alabama,75.2623836523974,01,109,11.4
Randolph County,Alabama,74.7053091696992,01,111,14.9
Russell County,Alabama,74.3805861878772,01,113,17.2
Saint Clair County,Alabama,75.1216644950582,01,115,11.2
Shelby County,Alabama,79.9186609893026,01,117,9.6
Sumter County,Alabama,74.4570441053706,01,119,17.6
Talladega County,Alabama,73.6869492872818,01,121,13.6
Tallapoosa County,Alabama,75.1270284243972,01,123,13.2
Tuscaloosa County,Alabama,76.2841722904781,01,125,11.9
Walker County,Alabama,70.7322477452283,01,127,14.5
Washington County,Alabama,74.6503643642396,01,129,17.1
Wilcox County,Alabama,72.0305770620779,01,131,18.6
Winston County,Alabama,74.5222642002393,01,133,14.4
Anchorage Municipality,Alaska,78.9022024656191,02,020,16.3
Bethel Census Area,Alaska,72.9844076508492,02,050,25.9
Bristol Bay Borough,Alaska,75.8752123759168,02,060,22.6
Fairbanks North Star Borough,Alaska,79.6481705666333,02,090,14.3
Haines Borough,Alaska,81.5832545334811,02,100,27.3
Juneau City and Borough,Alaska,80.0410654674188,02,110,16.2
Kenai Peninsula Borough,Alaska,78.5607964481768,02,122,21.3
Kodiak Island Borough,Alaska,79.5249195452452,02,150,26.8
Matanuska-Susitna Borough,Alaska,78.3611817093364,02,170,19.2
Nome Census Area,Alaska,71.1118591784878,02,180,29.8
North Slope Borough,Alaska,75.4534450228025,02,185,25.3
Sitka City and Borough,Alaska,79.8800680903336,02,220,19.7
Southeast Fairbanks Census Area,Alaska,77.5604698374025,02,240,23.4
Valdez-Cordova Census Area,Alaska,78.5290646419212,02,261,23.2
Wade Hampton Census Area,Alaska,69.0577479184401,02,270,29.2
Northwest Arctic Borough,Alaska,73.3054263814092,02,188,32.6
Aleutians East Borough,Alaska,83.6895218542177,02,013,60.9
Aleutians West Census Area,Alaska,83.6895218542177,02,016,25.8
Dillingham Census Area,Alaska,74.0829453697083,02,070,29.8
Lake and Peninsula Borough,Alaska,74.0829453697083,02,164,38.3
Denali Borough,Alaska,73.8895242313275,02,068,22.4
Yukon-Koyukuk Census Area,Alaska,73.8895242313275,02,290,37.5
Hoonah-Angoon Census Area,Alaska,80.6002714993476,02,105,28.6
Skagway Municipality,Alaska,80.6002714993476,02,230,23.8
Yakutat City and Borough,Alaska,80.6002714993476,02,282,24.1
Ketchikan Gateway Borough,Alaska,78.483859022547,02,130,19.1
Petersburg Borough,Alaska,78.483859022547,02,195,24.0
Prince of Wales-Hyder Census Area,Alaska,78.483859022547,02,198,34.9
Wrangell City and Borough,Alaska,78.483859022547,02,275,21.3
Apache County,Arizona,73.5730101249103,04,001,24.7
Cochise County,Arizona,78.4493453995009,04,003,12.5
Coconino County,Arizona,79.1262342389113,04,005,19.8
Gila County,Arizona,75.2769023094933,04,007,16.9
Graham County,Arizona,77.4673057827607,04,009,16.1
Greenlee County,Arizona,78.8069444314949,04,011,14.5
Maricopa County,Arizona,80.1983661565339,04,013,16.5
Mohave County,Arizona,75.4575819953017,04,015,17.0
Navajo County,Arizona,74.9438441304313,04,017,18.2
Pima County,Arizona,79.1994643325826,04,019,14.5
Pinal County,Arizona,81.00600317497,04,021,14.5
Santa Cruz County,Arizona,82.1001879296229,04,023,20.2
Yavapai County,Arizona,78.6665178423471,04,025,14.7
La Paz County,Arizona,81.3387718155153,04,012,14.2
Yuma County,Arizona,81.3387718155153,04,027,20.2
Arkansas County,Arkansas,73.8595673933612,05,001,13.1
Ashley County,Arkansas,74.4883652123264,05,003,14.5
Baxter County,Arkansas,76.2516267748183,05,005,12.7
Benton County,Arkansas,79.4059652057882,05,007,14.1
Boone County,Arkansas,76.5795522414594,05,009,15.1
Bradley County,Arkansas,74.0452396036787,05,011,20.0
Calhoun County,Arkansas,75.0978238246715,05,013,14.7
Carroll County,Arkansas,77.1207588475348,05,015,18.2
Chicot County,Arkansas,73.7092556075907,05,017,17.0
Clark County,Arkansas,75.5507566291671,05,019,14.1
Clay County,Arkansas,73.4648065193879,05,021,17.9
Cleburne County,Arkansas,76.2661790660477,05,023,18.0
Cleveland County,Arkansas,75.3480894669705,05,025,14.0
Columbia County,Arkansas,74.6838399967277,05,027,13.9
Conway County,Arkansas,75.4448351198573,05,029,14.4
Craighead County,Arkansas,76.2131160171002,05,031,16.8
Crawford County,Arkansas,75.743439597931,05,033,16.9
Crittenden County,Arkansas,73.0028156081488,05,035,15.8
Cross County,Arkansas,73.6777390034632,05,037,15.2
Dallas County,Arkansas,73.9263258901165,05,039,17.5
Desha County,Arkansas,73.4276736608831,05,041,18.2
Drew County,Arkansas,75.5138970499214,05,043,16.3
Faulkner County,Arkansas,76.9073679000959,05,045,13.8
Franklin County,Arkansas,75.0304629963768,05,047,13.7
Fulton County,Arkansas,75.4479638785258,05,049,15.7
Garland County,Arkansas,75.0910563247615,05,051,17.9
Grant County,Arkansas,75.8549997601848,05,053,12.3
Greene County,Arkansas,74.5883419533341,05,055,14.9
Hempstead County,Arkansas,75.0816457515582,05,057,18.2
Hot Spring County,Arkansas,74.674457659159,05,059,16.6
Howard County,Arkansas,74.5248817797813,05,061,20.4
Independence County,Arkansas,75.818962809451,05,063,16.4
Izard County,Arkansas,75.5224554466382,05,065,18.1
Jackson County,Arkansas,73.4906835570058,05,067,17.8
Jefferson County,Arkansas,73.7452633122832,05,069,12.9
Johnson County,Arkansas,76.0184647706335,05,071,15.0
Lafayette County,Arkansas,74.2310473910241,05,073,18.9
Lawrence County,Arkansas,74.1199788657354,05,075,18.4
